GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OJFE001,OJFE002,OJFE003,OJFE004,OJFE005,OJFE006,OJFE007,OJFE008,OJFE009,OJFE010,NAME_M,OJFM001,OJFM002,OJFM003,OJFM004,OJFM005,OJFM006,OJFM007,OJFM008,OJFM009,OJFM010
"G4500150","2012","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",189781,127792,47432,1449,4316,103,3299,5390,547,4843,"Berkeley County, South Carolina",0,1473,966,460,1269,178,1376,1541,460,1474
"G4500190","2012","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",365162,244218,104574,706,4757,192,3148,7567,586,6981,"Charleston County, South Carolina",0,1806,2157,451,721,275,1813,2119,427,2104
"G4500310","2012","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",,,,,,,,,,,"Darlington County, South Carolina",,,,,,,,,,
"G4500350","2012","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",142496,97943,35214,1351,2393,53,798,4744,216,4528,"Dorchester County, South Carolina",0,934,1574,163,463,96,673,1754,265,1729
"G4500410","2012","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",137948,75233,57188,76,1748,0,614,3089,75,3014,"Florence County, South Carolina",0,897,1658,89,273,197,856,1697,107,1706
"G4500450","2012","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",467605,358613,85780,1341,9939,389,4141,7402,679,6723,"Greenville County, South Carolina",0,2251,1695,571,669,592,1805,1853,422,1765
"G4500470","2012","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",,,,,,,,,,,"Greenwood County, South Carolina",,,,,,,,,,
"G4500510","2012","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",282285,228619,38279,1127,3220,123,4635,6282,620,5662,"Horry County, South Carolina",0,2367,1908,640,404,227,1973,2066,564,2004
"G4500570","2012","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",,,,,,,,,,,"Lancaster County, South Carolina",,,,,,,,,,
"G4500590","2012","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",66223,47954,15922,0,225,0,210,1912,112,1800,"Laurens County, South Carolina",0,229,933,197,271,197,171,865,124,873
"G4500630","2012","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",270406,216423,38312,680,4081,63,4872,5975,1014,4961,"Lexington County, South Carolina",0,1628,1200,463,548,107,1813,1582,695,1502
"G4500730","2012","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",74627,66140,6236,155,304,0,679,1113,491,622,"Oconee County, South Carolina",0,754,465,156,301,197,485,555,473,281
"G4500750","2012","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",91476,31838,56989,139,887,0,1048,575,13,562,"Orangeburg County, South Carolina",0,663,1351,99,197,197,1201,408,27,411
"G4500770","2012","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",119670,105468,8200,538,2339,0,1481,1644,726,918,"Pickens County, South Carolina",0,851,523,143,14,197,977,871,684,536
"G4500790","2012","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",393830,182639,182474,543,9314,158,8263,10439,1220,9219,"Richland County, South Carolina",0,1902,2292,371,615,164,2127,2066,838,1880
"G4500830","2012","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",288745,207181,58827,506,6229,248,9639,6115,1170,4945,"Spartanburg County, South Carolina",0,2364,2264,220,633,280,2268,2417,848,2227
"G4500850","2012","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",108052,51022,48602,90,1479,0,3134,3725,0,3725,"Sumter County, South Carolina",0,548,1561,113,201,197,649,1530,197,1530
"G4500910","2012","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",234635,177793,42894,1624,2881,42,2147,7254,557,6697,"York County, South Carolina",0,1860,1596,422,1093,74,1742,2064,669,1937
"G4600990","2012","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",175037,151884,7481,5105,3292,0,4175,3100,562,2538,"Minnehaha County, South Dakota",0,1401,862,615,122,147,1413,1187,779,964
"G4601030","2012","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",104347,87602,1135,7838,1286,290,652,5544,178,5366,"Pennington County, South Dakota",0,926,945,1661,331,370,753,1833,205,1804
"G4700010","2012","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",75416,69527,2362,300,993,0,0,2234,56,2178,"Anderson County, Tennessee",0,441,419,234,90,193,193,712,97,712
"G4700090","2012","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",124177,116904,3858,407,1095,0,427,1486,0,1486,"Blount County, Tennessee",0,737,355,541,231,193,548,433,193,433
"G4700110","2012","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",101134,93332,4900,168,443,0,349,1942,108,1834,"Bradley County, Tennessee",0,547,1313,142,600,193,370,1299,176,1288
"G4700370","2012","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",648295,399025,181582,1151,21309,82,30049,15097,3211,11886,"Davidson County, Tennessee",0,4499,2066,523,1127,100,4511,2814,1856,2209
"G4700590","2012","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",,,,,,,,,,,"Greene County, Tennessee",,,,,,,,,,
"G4700650","2012","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",345545,259485,69736,405,7060,85,3533,5241,583,4658,"Hamilton County, Tennessee",0,1531,1171,237,442,102,1484,1404,505,1234
"G4700930","2012","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",441311,378701,40793,1035,8008,195,5265,7314,309,7005,"Knox County, Tennessee",0,2944,1039,501,883,196,3037,1355,316,1285
"G4701130","2012","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",,,,,,,,,,,"Madison County, Tennessee",,,,,,,,,,
"G4701190","2012","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",81990,68802,9705,132,522,0,780,2049,0,2049,"Maury County, Tennessee",0,881,778,209,135,193,690,838,193,838
"G4701250","2012","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",184468,132458,34769,1004,3652,901,4141,7543,1076,6467,"Montgomery County, Tennessee",0,1624,1425,476,795,338,1729,1696,544,1515
"G4701410","2012","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",,,,,,,,,,,"Putnam County, Tennessee",,,,,,,,,,
"G4701470","2012","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",66931,58731,5582,134,90,0,1408,986,237,749,"Robertson County, Tennessee",0,780,675,154,112,193,759,580,204,576
"G4701490","2012","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",274454,221599,35323,2284,7527,363,608,6750,440,6310,"Rutherford County, Tennessee",0,2029,1251,2115,1267,472,505,1603,366,1607
"G4701550","2012","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",92512,88692,719,105,1164,61,779,992,0,992,"Sevier County, Tennessee",0,766,317,163,399,106,765,462,193,462
"G4701570","2012","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",940764,385327,491279,3159,23073,406,22688,14832,1013,13819,"Shelby County, Tennessee",0,4255,2935,1281,934,337,4368,2780,720,2756
"G4701630","2012","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",156786,148531,2693,454,776,0,1370,2962,4,2958,"Sullivan County, Tennessee",0,680,415,303,369,193,678,583,9,582
"G4701650","2012","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",166123,146926,11430,419,1682,110,3063,2493,140,2353,"Sumner County, Tennessee",0,1224,711,424,577,190,1299,966,182,961
"G4701790","2012","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",125094,115835,4468,263,1697,89,324,2418,8,2410,"Washington County, Tennessee",0,396,578,315,166,138,270,562,17,559
"G4701870","2012","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",192911,171429,8640,191,5806,0,3826,3019,184,2835,"Williamson County, Tennessee",0,3337,631,252,692,193,3335,952,209,953
"G4701890","2012","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",118961,106484,8211,385,1289,0,669,1923,175,1748,"Wilson County, Tennessee",0,789,389,326,401,193,764,826,261,782
"G4800050","2012","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",87597,68343,13680,1272,272,0,2728,1302,387,915,"Angelina County, Texas",0,1712,668,1147,365,206,1294,631,470,616
"G4800210","2012","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",74763,64145,6160,755,317,0,2163,1223,110,1113,"Bastrop County, Texas",0,1809,1141,778,394,206,1534,907,210,916
"G4800270","2012","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",323037,211335,71911,1438,8404,2471,13540,13938,1596,12342,"Bell County, Texas",0,3949,2468,545,1202,224,3685,2438,723,2317
"G4800290","2012","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",1785704,1323732,133225,13561,45161,2689,213733,53603,18183,35420,"Bexar County, Texas",0,16772,3365,3798,2207,1964,14605,5430,3364,4426
"G4800370","2012","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",93148,64887,22009,487,805,0,2132,2828,30,2798,"Bowie County, Texas",0,873,1076,379,246,206,752,1202,60,1196
"G4800390","2012","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",324769,237588,41436,668,18397,0,20067,6613,1430,5183,"Brazoria County, Texas",0,5935,1358,613,978,206,5754,2131,983,1909
"G4800410","2012","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",200665,146398,22442,936,11472,78,14715,4624,966,3658,"Brazos County, Texas",0,3843,1605,539,402,134,3622,1636,565,1562
"G4800610","2012","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",415557,369977,3036,333,2964,29,36220,2998,1993,1005,"Cameron County, Texas",0,7394,833,289,154,53,7406,1038,1005,393
"G4800850","2012","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",834642,612519,75659,3852,98336,204,17523,26549,3955,22594,"Collin County, Texas",0,4837,2284,1007,2292,185,3161,4328,1473,4163
"G4800910","2012","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",114384,106274,2584,694,1078,36,1193,2525,1098,1427,"Comal County, Texas",0,1517,523,631,259,68,683,1172,950,886
"G4800990","2012","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",77231,53790,11271,935,1590,598,3910,5137,247,4890,"Coryell County, Texas",0,1403,949,637,618,157,1475,1121,339,1028
"G4801130","2012","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",2453843,1447684,547086,9210,131341,1919,258652,57951,19577,38374,"Dallas County, Texas",0,14059,4858,2201,3057,609,14020,6588,4533,4537
"G4801210","2012","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",707304,552477,60333,3094,49179,413,14555,27253,3706,23547,"Denton County, Texas",0,5987,3604,1034,1355,354,5642,3829,1036,3670
"G4801350","2012","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",144325,125798,6403,798,1264,149,5878,4035,795,3240,"Ector County, Texas",0,2267,411,513,111,234,1925,1310,519,1216
"G4801390","2012","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",153969,124699,14357,719,988,0,10297,2909,641,2268,"Ellis County, Texas",0,3465,306,562,206,206,3638,1095,600,886
"G4801410","2012","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",827398,684421,28392,5189,9021,1156,81390,17829,6694,11135,"El Paso County, Texas",0,9815,1989,1219,1041,167,9668,2624,1764,1959
"G4801570","2012","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",627293,328337,130427,1375,110167,126,35416,21445,5895,15550,"Fort Bend County, Texas",0,6302,2530,637,3004,215,6205,4114,2141,3897
"G4801670","2012","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",300484,234545,41053,797,9536,0,6996,7557,1574,5983,"Galveston County, Texas",0,3198,1402,549,657,206,2412,2269,1662,1631
"G4801810","2012","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",121935,104364,7776,1115,1038,137,4248,3257,1018,2239,"Grayson County, Texas",0,1970,368,644,527,161,1919,1064,607,784
"G4801830","2012","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",122658,91500,23611,502,1561,751,2034,2699,788,1911,"Gregg County, Texas",0,1281,1302,324,311,1120,1015,952,495,842
"G4801870","2012","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",139841,118415,8270,789,2428,0,4066,5873,1239,4634,"Guadalupe County, Texas",0,2237,1030,657,321,206,1654,1374,860,1216
"G4802010","2012","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",4253700,2707771,802756,19171,271154,3336,362599,86913,21607,65306,"Harris County, Texas",0,25656,6443,3363,3888,640,25278,9346,3462,8169
"G4802030","2012","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",67450,48871,15444,0,453,0,1869,813,107,706,"Harrison County, Texas",0,1334,440,206,130,206,1369,536,135,527
"G4802090","2012","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",168990,145724,5406,528,1794,0,9519,6019,626,5393,"Hays County, Texas",0,3760,1151,429,925,206,3230,2238,422,2244
"G4802130","2012","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",,,,,,,,,,,"Henderson County, Texas",,,,,,,,,,
"G4802150","2012","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",806552,744374,5416,4714,8531,25,38984,4508,2294,2214,"Hidalgo County, Texas",0,6674,1123,2534,514,47,6213,2013,1338,1176
"G4802310","2012","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",87079,70087,7475,1052,1083,0,6631,751,0,751,"Hunt County, Texas",0,2130,499,348,206,206,2122,595,206,595
"G4802450","2012","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",251813,147792,82751,950,9398,112,5516,5294,605,4689,"Jefferson County, Texas",0,1823,1672,350,294,158,1773,1713,367,1701
"G4802510","2012","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",153441,142505,3926,538,1291,603,1760,2818,94,2724,"Johnson County, Texas",0,887,647,276,335,206,838,689,100,682
"G4802570","2012","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",106753,88684,10141,575,842,0,3528,2983,154,2829,"Kaufman County, Texas",0,1670,1142,369,242,206,1674,1138,204,1152
"G4802910","2012","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",76571,61418,9080,253,476,0,4239,1105,437,668,"Liberty County, Texas",0,2023,1050,430,476,206,1838,829,638,547
"G4803030","2012","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",285760,227755,20653,710,5640,525,22279,8198,2856,5342,"Lubbock County, Texas",0,4213,1332,425,1045,681,3875,1949,1130,1529
"G4803090","2012","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",238707,182970,34688,1070,3954,33,11050,4942,1106,3836,"McLennan County, Texas",0,3411,872,612,320,57,2970,1898,652,1759
"G4803290","2012","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",146645,124033,9960,604,2184,0,7896,1968,823,1145,"Midland County, Texas",0,2511,850,759,237,206,2321,1085,688,691
"G4803390","2012","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",485047,421045,19659,2079,11681,487,16600,13496,2653,10843,"Montgomery County, Texas",0,5446,1744,1327,1151,427,5324,2515,1355,2108
"G4803470","2012","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",66034,48131,12830,266,1040,0,3070,697,455,242,"Nacogdoches County, Texas",0,1873,433,260,115,206,1690,799,724,183
"G4803550","2012","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",347691,294256,14696,1858,6079,376,25533,4893,2056,2837,"Nueces County, Texas",0,5410,1634,441,802,344,4966,1252,832,939
"G4803610","2012","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",82977,72584,7358,683,773,46,802,731,168,563,"Orange County, Texas",0,633,508,401,390,76,552,459,162,431
"G4803670","2012","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",119712,113017,1734,1838,975,0,1069,1079,181,898,"Parker County, Texas",0,681,987,1012,146,206,580,833,206,733
"G4803750","2012","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",122335,95074,11374,1046,5003,525,4963,4350,919,3431,"Potter County, Texas",0,1993,1260,281,281,680,1657,1532,542,1370
"G4803810","2012","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",125082,113841,2640,683,2200,279,2976,2463,106,2357,"Randall County, Texas",0,1423,487,354,257,324,1310,822,96,821
"G4803970","2012","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",83021,72182,4085,275,1934,191,917,3437,993,2444,"Rockwall County, Texas",0,1460,708,239,505,297,732,1405,876,937
"G4804090","2012","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",65600,59801,2291,1071,181,0,1505,751,203,548,"San Patricio County, Texas",0,1248,613,780,282,206,854,484,295,401
"G4804230","2012","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",214821,164384,39126,542,2931,51,4413,3374,735,2639,"Smith County, Texas",0,2003,651,434,351,68,1683,1157,586,982
"G4804390","2012","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",1880153,1357533,288666,8032,90156,2697,88281,44788,8048,36740,"Tarrant County, Texas",0,10758,3090,2057,3010,595,10164,4858,2264,4081
"G4804410","2012","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",133473,110153,10109,427,2424,0,7328,3032,618,2414,"Taylor County, Texas",0,2030,709,285,371,206,1897,934,361,810
"G4804510","2012","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",113281,99826,5500,778,1459,0,2973,2745,889,1856,"Tom Green County, Texas",0,1988,668,765,324,206,1545,1096,618,879
"G4804530","2012","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",1095584,850287,92124,6192,63593,776,46816,35796,6662,29134,"Travis County, Texas",0,8424,3064,2110,2104,688,7868,4285,2200,4112
"G4804690","2012","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",89269,73439,6053,362,1173,0,4121,4121,693,3428,"Victoria County, Texas",0,2507,2428,435,157,206,1424,1608,488,1488
"G4804710","2012","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,,,,,,,,,"Walker County, Texas",,,,,,,,,,
"G4804790","2012","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",259172,244094,329,570,2120,94,10416,1549,944,605,"Webb County, Texas",0,2753,318,403,465,131,2503,838,735,334
"G4804850","2012","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",131559,108039,13165,903,2278,48,2237,4889,250,4639,"Wichita County, Texas",0,1168,753,405,331,89,975,928,185,938
"G4804910","2012","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",456232,381818,29664,1154,23943,0,7708,11945,1211,10734,"Williamson County, Texas",0,2617,1292,797,1603,206,2172,1903,635,1800
"G4900050","2012","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",115520,106800,382,430,3324,35,2139,2410,289,2121,"Cache County, Utah",0,1072,371,280,575,68,1032,781,294,689
"G4900110","2012","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",315809,284847,3695,2087,6968,1880,8192,8140,1820,6320,"Davis County, Utah",0,2617,879,971,967,451,2603,1831,892,1556
"G4900350","2012","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",1063842,886681,18785,8916,38136,16304,67642,27378,3841,23537,"Salt Lake County, Utah",0,7721,2564,1738,1801,1903,7562,4249,1153,4206
"G4900490","2012","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",540504,498321,2750,2620,7219,4571,10884,14139,1895,12244,"Utah County, Utah",0,3153,501,758,996,868,2909,2008,1096,1627
"G4900530","2012","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",144809,134580,833,1361,964,725,3251,3095,99,2996,"Washington County, Utah",0,1818,360,564,223,334,1763,740,122,721
"G4900570","2012","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",236640,202717,3335,1923,2854,403,18739,6669,1327,5342,"Weber County, Utah",0,3215,797,645,470,406,3514,1242,704,993
"G5000070","2012","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",158504,145912,3938,592,4690,0,416,2956,72,2884,"Chittenden County, Vermont",0,468,544,447,607,143,296,810,95,819
"G5100030","2012","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",102251,82845,9409,638,4087,0,1810,3462,330,3132,"Albemarle County, Virginia",0,1817,723,662,579,192,1464,815,270,768
"G5100130","2012","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",221045,160578,19583,450,22006,293,13146,4989,739,4250,"Arlington County, Virginia",0,3298,400,505,1014,330,3158,1040,486,1043
"G5100150","2012","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",73658,68428,3589,0,402,0,633,606,0,606,"Augusta County, Virginia",0,562,272,192,196,192,658,447,192,447
"G5100190","2012","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,,,,,,,,,"Bedford County, Virginia",,,,,,,,,,
"G5100410","2012","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",323856,224250,72897,1065,10810,0,6197,8637,755,7882,"Chesterfield County, Virginia",0,2363,1441,424,876,192,2497,1834,455,1775
"G5100590","2012","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1118602,702286,100754,2070,200927,468,60382,51715,9196,42519,"Fairfax County, Virginia",0,7369,3259,701,3423,435,7610,4728,2929,4351
"G5100610","2012","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",66542,58539,4865,0,919,0,0,2219,147,2072,"Fauquier County, Virginia",0,157,642,192,261,192,192,742,156,698
"G5100690","2012","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",80317,72497,3580,78,1277,0,1000,1885,118,1767,"Frederick County, Virginia",0,1079,569,114,165,192,825,951,177,934
"G5100850","2012","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",100668,87316,8654,269,1259,0,703,2467,53,2414,"Hanover County, Virginia",0,769,729,196,427,192,769,830,93,829
