GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G4200890","2018","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",169507,128299,26984,73,4333,60,4592,5166,1067,4099,"Monroe County, Pennsylvania",0,3347,2726,117,889,109,2052,2029,838,1729
"G4200910","2018","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",828604,650976,75819,627,65612,299,12816,22455,2458,19997,"Montgomery County, Pennsylvania",0,3374,2654,297,1450,313,3069,3055,1040,2928
"G4200950","2018","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",304807,258795,17588,730,8998,932,7789,9975,1138,8837,"Northampton County, Pennsylvania",0,3455,1987,746,1146,1282,2610,2860,691,2844
"G4200970","2018","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",91083,85247,2570,0,321,0,1246,1699,20,1679,"Northumberland County, Pennsylvania",0,589,556,177,120,177,755,829,40,830
"G4201010","2018","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",1584138,623482,657756,4326,116907,582,122538,58547,13575,44972,"Philadelphia County, Pennsylvania",0,9156,7424,1263,2640,433,8656,7568,4246,6382
"G4201070","2018","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",142067,132576,5390,373,714,0,1258,1756,198,1558,"Schuylkill County, Pennsylvania",0,1174,1144,358,305,177,836,569,227,477
"G4201110","2018","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",73952,70202,1944,39,200,0,362,1205,98,1107,"Somerset County, Pennsylvania",0,318,464,80,309,177,299,419,112,435
"G4201250","2018","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",207346,194060,7066,0,2308,49,180,3683,32,3651,"Washington County, Pennsylvania",0,268,1122,177,516,86,190,1283,38,1282
"G4201290","2018","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",350611,331653,9092,198,3558,148,1040,4922,180,4742,"Westmoreland County, Pennsylvania",0,905,998,185,523,170,912,1182,182,1138
"G4201330","2018","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",448273,393886,24439,979,7293,271,7646,13759,716,13043,"York County, Pennsylvania",0,3149,3185,728,465,339,2338,2322,414,2302
"G4400030","2018","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",163861,149942,3268,1112,4667,0,2179,2693,207,2486,"Kent County, Rhode Island",0,1333,625,640,558,220,1215,1023,207,1007
"G4400050","2018","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",82542,73500,3086,618,937,686,997,2718,0,2718,"Newport County, Rhode Island",0,944,840,583,508,864,534,957,220,957
"G4400070","2018","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",636084,467713,63073,2124,26537,197,53731,22709,5195,17514,"Providence County, Rhode Island",0,8675,3976,992,1732,212,7593,3454,1668,3176
"G4400090","2018","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",126179,115675,1020,398,2491,0,2753,3842,4,3838,"Washington County, Rhode Island",0,2403,573,251,560,220,2411,834,7,834
"G4500030","2018","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",169401,120302,43943,313,1527,0,776,2540,485,2055,"Aiken County, South Carolina",0,754,1082,297,725,214,631,1050,549,978
"G4500070","2018","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",200482,158917,29898,79,1131,132,3062,7263,177,7086,"Anderson County, South Carolina",0,1587,1621,106,796,161,1594,1997,319,1895
"G4500130","2018","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",188715,139511,33104,682,2194,248,8906,4070,479,3591,"Beaufort County, South Carolina",0,3000,1454,730,508,305,3036,1755,467,1659
"G4500150","2018","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",221091,146659,52921,1098,4567,594,7098,8154,1189,6965,"Berkeley County, South Carolina",0,2211,1459,497,1041,545,2232,2096,921,1869
"G4500190","2018","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",405905,279489,107456,982,6957,0,3845,7176,26,7150,"Charleston County, South Carolina",0,1785,1471,419,814,214,1772,1783,46,1785
"G4500310","2018","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",,,,,,,,,,,"Darlington County, South Carolina",,,,,,,,,,
"G4500350","2018","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",160647,107363,40410,102,2639,492,3098,6543,2102,4441,"Dorchester County, South Carolina",0,1680,2032,123,1304,740,1395,2371,1507,1848
"G4500410","2018","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",138159,71932,58588,726,1678,96,1890,3249,725,2524,"Florence County, South Carolina",0,753,1734,845,544,165,1073,1515,575,1401
"G4500450","2018","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",514213,372739,90346,6399,13396,1230,17151,12952,2883,10069,"Greenville County, South Carolina",0,5170,2359,3783,984,1110,4039,3031,1622,2465
"G4500470","2018","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",70741,44542,23677,0,467,0,896,1159,811,348,"Greenwood County, South Carolina",0,1154,1019,214,418,214,667,1152,1117,370
"G4500510","2018","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",344147,282431,45995,3258,5131,0,2979,4353,682,3671,"Horry County, South Carolina",0,2049,1527,1007,665,214,1534,1954,630,1858
"G4500550","2018","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,"05000US45055","Kershaw County, South Carolina",65592,46476,15034,85,45,0,1155,2797,392,2405,"Kershaw County, South Carolina",0,1002,1087,155,38,214,1015,1566,693,1058
"G4500570","2018","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",95380,70577,18752,603,1498,0,638,3312,137,3175,"Lancaster County, South Carolina",0,1409,2560,569,284,214,611,2254,236,2294
"G4500590","2018","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",66994,47281,15673,180,328,11,1632,1889,0,1889,"Laurens County, South Carolina",0,972,893,110,407,20,1003,959,214,959
"G4500630","2018","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",295032,231299,44125,853,5810,81,5193,7671,906,6765,"Lexington County, South Carolina",0,1976,1563,325,831,138,1819,1986,727,1866
"G4500730","2018","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",78374,68956,5423,139,583,88,426,2759,0,2759,"Oconee County, South Carolina",0,1040,884,167,252,150,506,1200,214,1200
"G4500750","2018","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",86934,30177,52599,476,729,478,338,2137,74,2063,"Orangeburg County, South Carolina",0,719,1716,308,198,790,329,1495,121,1482
"G4500770","2018","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",124937,110422,9139,186,2638,0,1032,1520,153,1367,"Pickens County, South Carolina",0,947,831,305,307,214,901,894,183,809
"G4500790","2018","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",414576,183495,192288,986,12487,384,8803,16133,798,15335,"Richland County, South Carolina",0,2159,4039,421,950,461,2676,4004,506,4052
"G4500830","2018","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",313888,230310,63608,620,6695,84,4464,8107,637,7470,"Spartanburg County, South Carolina",0,2279,1641,346,1023,113,2314,2018,453,1949
"G4500850","2018","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",106512,48223,52663,0,1588,0,767,3271,562,2709,"Sumter County, South Carolina",0,413,2299,214,526,214,653,2083,736,1949
"G4500910","2018","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",274118,202740,53194,1833,6503,86,4584,5178,664,4514,"York County, South Carolina",0,1576,1048,536,781,124,1430,1394,517,1360
"G4600990","2018","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",192876,164076,12368,4251,5248,0,1414,5519,129,5390,"Minnehaha County, South Dakota",0,1266,1372,1052,258,163,909,2050,178,2024
"G4601030","2018","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",111729,92421,1537,10645,1506,39,371,5210,94,5116,"Pennington County, South Dakota",0,1095,537,1827,396,68,344,2017,155,2006
"G4700010","2018","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",76482,69820,2842,636,661,0,418,2105,228,1877,"Anderson County, Tennessee",0,487,865,55,449,211,417,1067,359,993
"G4700090","2018","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",131349,122926,3551,228,775,0,547,3322,148,3174,"Blount County, Tennessee",0,595,411,356,461,211,444,895,267,803
"G4700110","2018","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",106727,93618,5119,39,840,0,3359,3752,79,3673,"Bradley County, Tennessee",0,2228,1179,71,422,211,2128,1104,150,1114
"G4700370","2018","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",692587,436621,187929,927,25440,852,24049,16769,2037,14732,"Davidson County, Tennessee",0,4967,5902,450,1559,1053,6594,2548,906,2445
"G4700590","2018","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",,,,,,,,,,,"Greene County, Tennessee",,,,,,,,,,
"G4700650","2018","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",364286,274604,67960,699,7632,785,2840,9766,258,9508,"Hamilton County, Tennessee",0,1804,2516,429,987,1182,1312,2154,274,2126
"G4700930","2018","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",465289,397193,40800,1379,10020,0,5216,10681,215,10466,"Knox County, Tennessee",0,1914,1999,576,935,211,1992,2559,178,2556
"G4701130","2018","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",97605,55310,36987,80,1094,0,2621,1513,39,1474,"Madison County, Tennessee",0,654,1009,142,284,211,873,861,54,860
"G4701190","2018","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",94340,78694,11440,311,697,0,831,2367,371,1996,"Maury County, Tennessee",0,986,858,405,421,211,582,990,443,1023
"G4701250","2018","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",205950,142322,43001,1577,4967,1072,4659,8352,595,7757,"Montgomery County, Tennessee",0,1705,1799,487,1357,1017,1726,1958,488,1891
"G4701410","2018","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",78843,72509,1905,440,892,0,1962,1135,0,1135,"Putnam County, Tennessee",0,1132,755,545,351,211,1118,867,211,867
"G4701470","2018","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",71012,61235,5182,59,504,0,1732,2300,372,1928,"Robertson County, Tennessee",0,1206,796,81,90,211,1225,1088,409,1000
"G4701490","2018","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",324890,245749,49658,1505,11120,0,6589,10269,1496,8773,"Rutherford County, Tennessee",0,2834,2254,611,1086,211,2734,2935,1072,2517
"G4701550","2018","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",97892,95845,152,113,337,0,555,890,0,890,"Sevier County, Tennessee",0,941,155,211,324,211,360,569,211,569
"G4701570","2018","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",935764,367604,505484,1502,24879,74,21468,14753,484,14269,"Shelby County, Tennessee",0,4318,3434,594,1127,122,4062,3269,308,3223
"G4701630","2018","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",157668,148064,3701,200,1060,25,1078,3540,0,3540,"Sullivan County, Tennessee",0,575,904,326,501,42,718,1076,211,1076
"G4701650","2018","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",187149,161546,13152,665,2434,494,3345,5513,951,4562,"Sumner County, Tennessee",0,1657,1489,278,449,596,1379,1733,907,1451
"G4701790","2018","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",128607,116745,4998,291,2335,0,1355,2883,206,2677,"Washington County, Tennessee",0,828,1063,333,254,211,809,1158,239,1153
"G4701870","2018","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",231729,204326,10219,1245,9958,0,427,5554,571,4983,"Williamson County, Tennessee",0,1806,762,1710,1319,211,396,1596,613,1504
"G4701890","2018","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",140625,123075,10039,86,1079,0,1993,4353,335,4018,"Wilson County, Tennessee",0,1095,1303,150,696,211,1061,1480,359,1430
"G4800050","2018","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",87092,69167,12912,1493,1049,0,1735,736,74,662,"Angelina County, Texas",0,1815,724,1574,106,228,1037,528,100,533
"G4800210","2018","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",86976,55858,7028,118,772,0,21470,1730,493,1237,"Bastrop County, Texas",0,3774,1019,147,98,228,4338,1115,733,868
"G4800270","2018","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",355642,222838,93615,2333,9396,1549,7375,18536,1932,16604,"Bell County, Texas",0,5379,4972,1025,1281,1257,1994,2715,827,2637
"G4800290","2018","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",1986049,1603079,153706,13710,61139,1017,88755,64643,16060,48583,"Bexar County, Texas",0,11680,4193,4024,2661,680,10062,6797,3456,5750
"G4800370","2018","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",94324,64329,23985,1090,1323,0,2034,1563,332,1231,"Bowie County, Texas",0,1211,530,231,292,228,1032,808,345,662
"G4800390","2018","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",370200,257444,54959,1721,26291,211,22220,7354,3272,4082,"Brazoria County, Texas",0,7357,1413,1127,755,276,6494,2299,2075,1333
"G4800410","2018","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",226758,178038,24515,248,14767,0,3564,5626,579,5047,"Brazos County, Texas",0,2405,1678,249,859,228,2300,1533,400,1510
"G4800610","2018","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",423908,402981,2917,535,3630,166,11441,2238,870,1368,"Cameron County, Texas",0,3188,1236,444,476,214,3205,1214,653,1000
"G4800850","2018","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",1005146,681648,101248,4647,160058,154,26583,30808,4135,26673,"Collin County, Texas",0,6669,2082,1146,3227,190,6062,4068,1461,4055
"G4800910","2018","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",148373,137396,2897,407,939,0,2159,4575,196,4379,"Comal County, Texas",0,1573,690,424,504,228,1297,1056,193,976
"G4800990","2018","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",74808,53881,11903,318,1560,96,795,6255,63,6192,"Coryell County, Texas",0,1415,1560,496,418,128,533,1558,80,1562
"G4801130","2018","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",2637772,1597748,601408,12699,168061,919,196482,60455,12160,48295,"Dallas County, Texas",0,15157,5721,1765,3470,396,14669,5919,2815,5349
"G4801210","2018","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",859064,631974,87572,4402,79674,986,21269,33187,8383,24804,"Denton County, Texas",0,6929,3196,1469,2187,1028,5704,5158,2788,4279
"G4801350","2018","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",162124,125268,8257,925,2276,109,21130,4159,1929,2230,"Ector County, Texas",0,6037,1460,782,690,181,5555,1653,1077,1271
"G4801390","2018","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",179436,146090,19602,2394,1198,46,3322,6784,1610,5174,"Ellis County, Texas",0,2694,890,1579,333,80,1381,2320,1174,1900
"G4801410","2018","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",840758,656680,25580,3447,10895,1246,117083,25827,7681,18146,"El Paso County, Texas",0,11909,2044,1104,1225,259,12273,4541,2181,3874
"G4801570","2018","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",787858,409247,163689,1341,164125,43,29117,20296,6608,13688,"Fort Bend County, Texas",0,8036,3105,774,2564,71,7308,4225,2518,3448
"G4801670","2018","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",337890,265058,42102,906,10986,1037,6364,11437,1556,9881,"Galveston County, Texas",0,3024,2242,509,963,1350,2175,2951,1238,2500
"G4801810","2018","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",133991,114158,7629,1168,2366,0,2667,6003,506,5497,"Grayson County, Texas",0,1875,1520,512,246,228,1632,1216,407,1167
"G4801830","2018","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",123707,93250,25568,275,1525,363,549,2177,257,1920,"Gregg County, Texas",0,777,1001,302,434,484,448,1077,346,996
"G4801870","2018","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",163694,130959,15258,440,2842,9,9571,4615,539,4076,"Guadalupe County, Texas",0,3699,1505,365,550,15,3205,1144,367,1082
"G4802010","2018","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",4698619,2868885,901166,21230,331452,3511,461642,110733,22304,88429,"Harris County, Texas",0,21676,8614,6195,5181,911,19865,9478,4145,8678
"G4802030","2018","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,,,,,,,,,"Harrison County, Texas",,,,,,,,,,
"G4802090","2018","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",222631,196770,8461,688,3552,0,5723,7437,1365,6072,"Hays County, Texas",0,3871,1660,619,733,228,3209,2200,879,2113
"G4802130","2018","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",82299,74444,5237,13,440,0,348,1817,22,1795,"Henderson County, Texas",0,353,671,26,206,228,325,721,47,723
"G4802150","2018","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",865939,751719,4285,1514,8735,0,88329,11357,9624,1733,"Hidalgo County, Texas",0,10042,580,609,758,228,9697,2988,2882,635
"G4802310","2018","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",96493,77998,8376,1622,1556,0,6300,641,0,641,"Hunt County, Texas",0,2259,203,864,171,228,2279,361,228,361
"G4802450","2018","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",255001,148260,84690,799,10081,0,5858,5313,831,4482,"Jefferson County, Texas",0,1966,1526,596,533,228,1692,1500,511,1454
"G4802510","2018","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",171361,154440,6372,436,2039,0,4255,3819,198,3621,"Johnson County, Texas",0,2516,984,549,620,228,2539,1394,312,1369
"G4802570","2018","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",128622,105024,15867,382,1800,198,1581,3770,734,3036,"Kaufman County, Texas",0,1545,605,355,160,222,1123,1265,698,976
"G4802910","2018","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",86323,66810,9386,533,164,23,8752,655,0,655,"Liberty County, Texas",0,4028,610,838,146,42,4178,511,228,511
"G4803030","2018","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",307412,249837,21991,2704,7174,531,15423,9752,1360,8392,"Lubbock County, Texas",0,4365,2626,1117,782,663,3021,2216,666,2234
"G4803090","2018","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",254607,202647,37263,797,4501,28,4181,5190,533,4657,"McLennan County, Texas",0,1997,1280,428,605,52,1784,1442,343,1335
"G4803290","2018","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",172578,142376,13430,3069,3415,182,5239,4867,2005,2862,"Midland County, Texas",0,3950,2312,2321,974,223,2418,2087,1306,1786
"G4803390","2018","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",590925,508494,30101,2222,18352,229,15662,15865,3197,12668,"Montgomery County, Texas",0,5229,3015,1436,1393,261,4792,4290,1738,3712
"G4803470","2018","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",65711,49757,11019,498,1019,71,1670,1677,182,1495,"Nacogdoches County, Texas",0,1197,1161,544,182,93,1108,1084,200,1000
"G4803550","2018","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",362265,327726,13856,1243,7916,359,6950,4215,825,3390,"Nueces County, Texas",0,2517,1202,588,528,486,2066,1542,494,1234
"G4803610","2018","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",83572,72848,7777,140,1102,0,502,1203,0,1203,"Orange County, Texas",0,717,639,147,220,228,497,812,228,812
"G4803670","2018","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",138371,129550,2231,1662,1063,227,518,3120,963,2157,"Parker County, Texas",0,1589,739,1101,367,432,440,1655,1197,1348
"G4803750","2018","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",119648,92101,12544,1412,7117,175,3515,2784,488,2296,"Potter County, Texas",0,1641,1295,666,337,329,1087,1216,455,1262
"G4803810","2018","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",136271,123349,4097,612,2382,578,1852,3401,672,2729,"Randall County, Texas",0,1179,910,350,432,591,928,1236,769,980
"G4803970","2018","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",100657,84966,6688,455,2115,0,3092,3341,901,2440,"Rockwall County, Texas",0,2028,799,246,605,228,1817,1246,824,1051
"G4804090","2018","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",66893,61983,1093,0,521,223,1865,1208,225,983,"San Patricio County, Texas",0,1031,479,228,302,310,944,475,271,405
"G4804230","2018","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",230221,176394,39113,1010,4321,227,3640,5516,661,4855,"Smith County, Texas",0,2404,2090,474,236,289,2000,2121,503,2023
"G4804390","2018","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",2084931,1364270,346559,15792,116257,3301,166276,72476,11007,61469,"Tarrant County, Texas",0,14842,5684,4379,3432,1268,13519,7876,2741,7031
"G4804410","2018","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",137640,103087,11063,610,3726,27,15178,3949,844,3105,"Taylor County, Texas",0,2482,1016,260,906,49,2610,1146,505,1105
"G4804510","2018","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",118189,105457,4564,534,1917,7,3623,2087,102,1985,"Tom Green County, Texas",0,1751,748,410,340,12,1636,849,128,861
