GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SBME001,SBME002,SBME003,SBME004,SBME005,SBME006,SBME007,SBME008,SBME009,SBME010,NAME_M,SBMM001,SBMM002,SBMM003,SBMM004,SBMM005,SBMM006,SBMM007,SBMM008,SBMM009,SBMM010
"G1600010","2013","ID",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,"05000US16001","Ada County, Idaho",416464,379348,3667,3125,11809,1161,6181,11173,1209,9964,"Ada County, Idaho",0,2039,1417,898,1123,730,2224,2918,775,2824
"G1600050","2013","ID",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,"05000US16005","Bannock County, Idaho",83249,74843,426,2463,1052,0,1439,3026,334,2692,"Bannock County, Idaho",0,1090,316,690,409,193,1061,1017,528,876
"G1600190","2013","ID",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,"05000US16019","Bonneville County, Idaho",107517,96375,593,407,777,71,5814,3480,1292,2188,"Bonneville County, Idaho",0,2123,441,410,309,143,2113,1160,947,595
"G1600270","2013","ID",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,"05000US16027","Canyon County, Idaho",198871,181803,1610,1194,1252,132,7326,5554,1284,4270,"Canyon County, Idaho",0,3100,724,496,551,183,3054,1149,982,1073
"G1600550","2013","ID",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,"05000US16055","Kootenai County, Idaho",144265,135593,623,2058,1626,0,992,3373,230,3143,"Kootenai County, Idaho",0,1463,336,718,401,193,1459,1527,313,1488
"G1600830","2013","ID",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,"05000US16083","Twin Falls County, Idaho",79957,74920,507,1010,1494,25,1238,763,109,654,"Twin Falls County, Idaho",0,1223,199,522,460,53,821,404,187,354
"G1700010","2013","IL",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,"05000US17001","Adams County, Illinois",,,,,,,,,,,"Adams County, Illinois",,,,,,,,,,
"G1700190","2013","IL",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,"05000US17019","Champaign County, Illinois",204897,152350,24596,298,19291,17,1447,6898,468,6430,"Champaign County, Illinois",0,1048,1473,218,858,31,876,1872,370,1795
"G1700310","2013","IL",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,"05000US17031","Cook County, Illinois",5240700,2998373,1253487,13834,349989,1647,507444,115926,29385,86541,"Cook County, Illinois",0,18536,4719,2781,4129,666,18919,6903,4656,5921
"G1700370","2013","IL",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,"05000US17037","DeKalb County, Illinois",104741,88697,6578,145,2417,0,2903,4001,876,3125,"DeKalb County, Illinois",0,2139,1026,167,506,185,2305,1379,763,1064
"G1700430","2013","IL",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,"05000US17043","DuPage County, Illinois",932126,746034,42520,1998,100226,376,17248,23724,3771,19953,"DuPage County, Illinois",0,4064,2520,920,2464,380,3558,3336,1473,3149
"G1700890","2013","IL",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,"05000US17089","Kane County, Illinois",523643,380844,29755,1344,19236,239,82869,9356,2887,6469,"Kane County, Illinois",0,7082,1439,799,1350,241,7036,2322,1546,1911
"G1700910","2013","IL",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,"05000US17091","Kankakee County, Illinois",112120,90026,16734,320,979,35,1204,2822,284,2538,"Kankakee County, Illinois",0,1332,797,446,415,60,1025,1042,299,991
"G1700930","2013","IL",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,"05000US17093","Kendall County, Illinois",,,,,,,,,,,"Kendall County, Illinois",,,,,,,,,,
"G1700970","2013","IL",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,"05000US17097","Lake County, Illinois",703019,564322,47754,1265,46102,117,23425,20034,2641,17393,"Lake County, Illinois",0,5130,2401,725,1607,199,4597,2770,1347,2463
"G1700990","2013","IL",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,"05000US17099","LaSalle County, Illinois",112183,106072,2624,273,1035,0,1202,977,292,685,"LaSalle County, Illinois",0,992,309,180,192,185,861,570,379,404
"G1701110","2013","IL",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,"05000US17111","McHenry County, Illinois",307409,283778,3820,259,8128,197,5100,6127,940,5187,"McHenry County, Illinois",0,3043,2303,338,953,260,2370,1430,649,1384
"G1701130","2013","IL",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,"05000US17113","McLean County, Illinois",174647,146645,13119,318,8627,118,1727,4093,461,3632,"McLean County, Illinois",0,1323,1112,222,916,197,1355,1240,441,1173
"G1701150","2013","IL",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,"05000US17115","Macon County, Illinois",109278,86103,14287,341,1263,0,713,6571,0,6571,"Macon County, Illinois",0,481,1378,311,272,185,513,1370,185,1370
"G1701190","2013","IL",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,"05000US17119","Madison County, Illinois",267225,237009,22679,485,1924,190,682,4256,952,3304,"Madison County, Illinois",0,841,671,337,703,310,565,1109,843,796
"G1701430","2013","IL",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,"05000US17143","Peoria County, Illinois",188429,140307,32729,216,6562,0,1941,6674,646,6028,"Peoria County, Illinois",0,980,1558,228,774,185,832,1697,484,1635
"G1701610","2013","IL",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,"05000US17161","Rock Island County, Illinois",147258,122151,14158,396,3288,128,3899,3238,674,2564,"Rock Island County, Illinois",0,1491,617,283,266,152,1288,1023,598,773
"G1701630","2013","IL",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,"05000US17163","St. Clair County, Illinois",266955,174553,78687,580,3710,111,943,8371,810,7561,"St. Clair County, Illinois",0,1178,1846,379,574,179,835,1957,588,1840
"G1701670","2013","IL",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,"05000US17167","Sangamon County, Illinois",199145,165228,24125,37,3962,87,1357,4349,130,4219,"Sangamon County, Illinois",0,901,1099,55,277,148,1111,1167,175,1167
"G1701790","2013","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,"05000US17179","Tazewell County, Illinois",136352,130755,1650,166,1224,0,613,1944,313,1631,"Tazewell County, Illinois",0,772,342,105,287,185,697,467,274,455
"G1701830","2013","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,"05000US17183","Vermilion County, Illinois",80329,66841,10829,195,631,103,687,1043,0,1043,"Vermilion County, Illinois",0,786,568,133,220,158,777,578,185,578
"G1701970","2013","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,"05000US17197","Will County, Illinois",682829,507835,76332,492,33193,0,48526,16451,3264,13187,"Will County, Illinois",0,5425,1833,316,1369,185,5088,3099,1712,2414
"G1701990","2013","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,"05000US17199","Williamson County, Illinois",,,,,,,,,,,"Williamson County, Illinois",,,,,,,,,,
"G1702010","2013","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",290666,227875,34812,297,7201,23,10603,9855,2114,7741,"Winnebago County, Illinois",0,3201,1426,302,648,41,2738,2383,1965,1475
"G1800030","2013","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",363014,287555,42728,841,9438,75,11015,11362,1174,10188,"Allen County, Indiana",0,2397,1574,470,1348,116,2978,1869,705,1893
"G1800050","2013","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",79587,68434,1311,302,3716,162,4155,1507,83,1424,"Bartholomew County, Indiana",0,1002,648,362,584,211,1053,847,113,844
"G1800190","2013","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",,,,,,,,,,,"Clark County, Indiana",,,,,,,,,,
"G1800350","2013","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",117484,104619,7939,59,1159,0,842,2866,48,2818,"Delaware County, Indiana",0,677,802,70,551,190,693,1013,76,1011
"G1800390","2013","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",200563,174310,8776,652,1484,192,6630,8519,775,7744,"Elkhart County, Indiana",0,2780,1773,509,494,222,2454,2063,511,1941
"G1800430","2013","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",76244,69187,4160,530,975,0,353,1039,117,922,"Floyd County, Indiana",0,592,472,396,91,190,430,446,130,465
"G1800530","2013","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",69126,61005,4948,95,195,0,246,2637,461,2176,"Grant County, Indiana",0,586,1255,113,197,190,236,1262,363,1209
"G1800570","2013","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",296693,259178,10798,336,16604,0,4364,5413,352,5061,"Hamilton County, Indiana",0,2374,1183,368,1234,190,2283,1797,339,1766
"G1800590","2013","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",,,,,,,,,,,"Hancock County, Indiana",,,,,,,,,,
"G1800630","2013","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",153879,136813,9400,543,3611,0,666,2846,224,2622,"Hendricks County, Indiana",0,1112,965,490,1048,190,597,1131,322,1153
"G1800670","2013","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",82760,73088,6201,441,1065,0,324,1641,57,1584,"Howard County, Indiana",0,477,800,233,93,190,322,763,99,741
"G1800810","2013","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",,,,,,,,,,,"Johnson County, Indiana",,,,,,,,,,
"G1800850","2013","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",77963,72921,733,283,1065,0,1662,1299,258,1041,"Kosciusko County, Indiana",0,1052,591,195,1052,190,1062,933,302,857
"G1800890","2013","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",491456,304612,122711,1783,6573,1071,42931,11775,4183,7592,"Lake County, Indiana",0,4177,1936,735,584,1216,5002,2337,1742,1634
"G1800910","2013","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",111281,93499,12124,366,272,43,2116,2861,380,2481,"LaPorte County, Indiana",0,947,1040,206,236,69,924,955,311,939
"G1800950","2013","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",130482,113974,10148,198,161,304,2604,3093,125,2968,"Madison County, Indiana",0,1225,851,157,181,452,1217,839,144,844
"G1800970","2013","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",928281,574562,252060,1896,21980,0,53043,24740,2539,22201,"Marion County, Indiana",0,4931,3507,781,967,190,4990,3329,1048,3157
"G1801050","2013","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",141888,124380,4991,273,8435,127,695,2987,70,2917,"Monroe County, Indiana",0,686,518,226,514,169,565,857,134,842
"G1801090","2013","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",,,,,,,,,,,"Morgan County, Indiana",,,,,,,,,,
"G1801270","2013","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",166557,152990,6569,526,2406,91,1281,2694,425,2269,"Porter County, Indiana",0,1439,905,290,355,153,824,985,365,916
"G1801410","2013","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",266709,211950,35076,957,5768,105,6224,6629,1015,5614,"St. Joseph County, Indiana",0,1858,1375,321,633,145,1693,1539,501,1423
"G1801570","2013","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",180174,155398,6274,203,13117,0,818,4364,195,4169,"Tippecanoe County, Indiana",0,1008,1080,247,186,190,897,1056,242,1068
"G1801630","2013","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",181398,156810,16651,761,1597,183,1219,4177,80,4097,"Vanderburgh County, Indiana",0,699,1198,129,440,296,763,1236,119,1235
"G1801670","2013","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",108291,95011,6560,299,2226,0,405,3790,586,3204,"Vigo County, Indiana",0,639,958,472,216,190,277,1295,655,1102
"G1801770","2013","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",67893,61225,4011,48,190,0,905,1514,0,1514,"Wayne County, Indiana",0,729,734,78,217,190,729,657,190,657
"G1900130","2013","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",132546,115196,12791,132,2328,0,270,1829,75,1754,"Black Hawk County, Iowa",0,438,550,147,372,157,392,754,94,754
"G1900490","2013","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",74641,68954,1067,29,2308,0,750,1533,345,1188,"Dallas County, Iowa",0,553,579,49,562,157,519,906,491,770
"G1900610","2013","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",95697,90106,1484,0,1144,32,246,2685,9,2676,"Dubuque County, Iowa",0,349,642,157,237,56,352,705,16,702
"G1901030","2013","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",139155,119485,8007,105,8253,243,1397,1665,86,1579,"Johnson County, Iowa",0,787,760,171,314,371,771,737,131,744
"G1901130","2013","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",216111,193262,11425,41,3675,0,3603,4105,693,3412,"Linn County, Iowa",0,1472,1017,71,988,157,1898,1448,661,1243
"G1901530","2013","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",451677,385803,28492,850,17868,48,7861,10755,2166,8589,"Polk County, Iowa",0,3080,1648,515,1257,67,2898,2753,1476,2194
"G1901550","2013","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",92728,87828,1125,266,209,0,1006,2294,75,2219,"Pottawattamie County, Iowa",0,691,614,199,250,157,672,566,103,559
"G1901630","2013","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",170385,146428,14114,322,3570,48,1884,4019,435,3584,"Scott County, Iowa",0,1243,436,251,414,86,957,1146,273,1140
"G1901690","2013","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",92406,81549,1697,0,6495,32,765,1868,0,1868,"Story County, Iowa",0,529,392,157,442,65,420,705,157,705
"G1901930","2013","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",102130,88046,3136,1586,2533,0,3479,3350,942,2408,"Woodbury County, Iowa",0,1865,608,301,233,157,1949,1320,818,866
"G2000150","2013","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",65803,61214,928,1065,612,0,796,1188,75,1113,"Butler County, Kansas",0,763,437,564,223,170,719,575,130,574
"G2000450","2013","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",114322,95380,4617,2798,4746,0,727,6054,630,5424,"Douglas County, Kansas",0,1153,1034,922,586,170,473,1719,606,1849
"G2000910","2013","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",566933,492574,24427,1726,25525,248,5429,17004,1983,15021,"Johnson County, Kansas",0,2435,1508,864,1593,158,1743,2618,1111,2259
"G2001030","2013","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",78185,65118,6425,606,1242,0,1138,3656,645,3011,"Leavenworth County, Kansas",0,1242,932,631,232,170,638,1114,603,974
"G2001610","2013","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",75394,62377,5984,320,3630,12,44,3027,493,2534,"Riley County, Kansas",0,790,1047,341,436,24,80,1205,518,1227
"G2001730","2013","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",505415,410378,47110,3874,20390,0,4717,18946,1402,17544,"Sedgwick County, Kansas",0,2118,1873,1757,1564,170,1767,2808,718,2648
"G2001770","2013","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",178831,149714,12952,1402,1873,305,3461,9124,273,8851,"Shawnee County, Kansas",0,1954,1224,476,464,384,1654,1310,257,1208
"G2002090","2013","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",160384,99506,40047,1022,5280,65,9981,4483,787,3696,"Wyandotte County, Kansas",0,2618,827,733,216,114,2555,1177,564,947
"G2100150","2013","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",,,,,,,,,,,"Boone County, Kentucky",,,,,,,,,,
"G2100290","2013","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",76854,73679,588,107,528,0,843,1109,0,1109,"Bullitt County, Kentucky",0,509,461,136,192,189,509,518,189,518
"G2100370","2013","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",90988,85423,2985,0,770,81,520,1209,241,968,"Campbell County, Kentucky",0,685,641,189,278,147,433,789,402,681
"G2100470","2013","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",74167,53899,14733,375,908,61,276,3915,138,3777,"Christian County, Kentucky",0,633,1437,345,318,73,316,1494,172,1493
"G2100590","2013","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",98218,90131,4693,193,806,0,148,2247,434,1813,"Daviess County, Kentucky",0,559,1118,174,259,189,162,1215,461,1154
"G2100670","2013","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",308428,232749,46201,933,11551,115,10612,6267,930,5337,"Fayette County, Kentucky",0,2504,1271,314,581,137,2710,1558,600,1461
"G2100930","2013","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",108191,86307,13391,262,2110,26,1585,4510,343,4167,"Hardin County, Kentucky",0,861,1099,214,440,46,649,1149,314,1115
"G2101110","2013","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",756832,555019,156672,771,17622,394,3662,22692,2391,20301,"Jefferson County, Kentucky",0,2298,3602,393,856,534,1535,3844,1145,3717
"G2101170","2013","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",163145,148765,6660,198,2174,280,1330,3738,238,3500,"Kenton County, Kentucky",0,1185,1047,261,184,359,1054,1061,397,953
"G2101450","2013","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",,,,,,,,,,,"McCracken County, Kentucky",,,,,,,,,,
"G2101510","2013","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",85590,78393,4471,93,296,96,537,1704,36,1668,"Madison County, Kentucky",0,413,880,116,263,158,372,823,71,823
"G2101950","2013","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",,,,,,,,,,,"Pike County, Kentucky",,,,,,,,,,
"G2102270","2013","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",118370,97331,11116,511,3150,0,3850,2412,173,2239,"Warren County, Kentucky",0,953,1008,454,641,189,1102,1164,149,1110
"G2200050","2013","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",,,,,,,,,,,"Ascension Parish, Louisiana",,,,,,,,,,
"G2200150","2013","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",123823,89697,26692,1471,2013,0,927,3023,311,2712,"Bossier Parish, Louisiana",0,1392,795,935,439,203,858,1112,458,986
"G2200170","2013","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",254887,121802,122031,1200,2903,235,3525,3191,912,2279,"Caddo Parish, Louisiana",0,1174,881,620,776,299,1246,1132,659,966
"G2200190","2013","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",195296,138558,48263,232,2265,0,538,5440,277,5163,"Calcasieu Parish, Louisiana",0,812,1451,329,583,203,637,1428,206,1477
"G2200330","2013","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",445227,216981,202825,855,14236,0,2960,7370,675,6695,"East Baton Rouge Parish, Louisiana",0,2194,2414,552,648,203,1778,2026,586,2098
"G2200450","2013","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",73878,45973,23389,26,2209,0,353,1928,287,1641,"Iberia Parish, Louisiana",0,567,740,48,96,203,440,847,289,772
"G2200510","2013","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",434767,279608,114963,2010,18638,294,12899,6355,710,5645,"Jefferson Parish, Louisiana",0,3509,1169,877,911,453,3482,1753,417,1783
"G2200550","2013","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",230845,160526,60101,596,2843,0,1884,4895,326,4569,"Lafayette Parish, Louisiana",0,1596,1356,438,854,203,1385,1526,407,1521
"G2200570","2013","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",97141,76922,12477,2002,810,0,2020,2910,0,2910,"Lafourche Parish, Louisiana",0,1012,1023,687,194,203,1068,1202,203,1202
"G2200630","2013","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",134053,120908,8517,447,291,0,2275,1615,305,1310,"Livingston Parish, Louisiana",0,1169,780,313,383,203,1328,800,554,700
"G2200710","2013","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",378715,130880,224787,681,11508,69,4437,6353,934,5419,"Orleans Parish, Louisiana",0,1627,1198,442,437,116,1722,1335,482,1198
"G2200730","2013","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",156220,93750,57957,536,1797,0,1141,1039,50,989,"Ouachita Parish, Louisiana",0,562,586,185,203,203,568,577,79,574
"G2200790","2013","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",132723,85077,42925,742,2090,0,158,1731,160,1571,"Rapides Parish, Louisiana",0,545,490,389,150,203,184,539,319,463
"G2200970","2013","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",,,,,,,,,,,"St. Landry Parish, Louisiana",,,,,,,,,,
"G2201030","2013","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",242333,203608,29246,1255,3254,0,1716,3254,92,3162,"St. Tammany Parish, Louisiana",0,1222,833,727,650,203,1167,1356,155,1340
"G2201050","2013","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",,,,,,,,,,,"Tangipahoa Parish, Louisiana",,,,,,,,,,
"G2201090","2013","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",112749,81323,21676,5810,1260,0,243,2437,0,2437,"Terrebonne Parish, Louisiana",0,640,631,1243,174,203,307,1320,203,1320
"G2300010","2013","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",107604,99738,1001,86,1189,0,149,5441,0,5441,"Androscoggin County, Maine",0,459,534,84,211,165,162,572,165,572
"G2300030","2013","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",70055,66712,448,1195,214,0,240,1246,63,1183,"Aroostook County, Maine",0,136,174,227,171,165,106,342,70,341
"G2300050","2013","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",285456,263282,8148,606,6286,8,1945,5181,181,5000,"Cumberland County, Maine",0,1656,856,324,650,17,1586,1147,200,1127
"G2300110","2013","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",121164,116104,710,856,605,0,750,2139,0,2139,"Kennebec County, Maine",0,406,509,595,230,165,482,661,165,661
"G2300190","2013","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",153364,146203,1073,1886,1809,0,36,2357,87,2270,"Penobscot County, Maine",0,360,278,559,486,165,64,687,159,695
"G2300310","2013","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",199431,191962,857,791,1836,37,83,3865,0,3865,"York County, Maine",0,497,301,608,700,69,136,1231,165,1231
"G2400010","2013","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",73521,64645,6167,292,132,174,181,1930,0,1930,"Allegany County, Maryland",0,124,866,275,139,298,178,666,197,666
