GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,LJCE001,LJCE002,LJCE003,LJCE004,LJCE005,LJCE006,LJCE007,LJCE008,LJCE009,LJCE010,NAME_M,LJCM001,LJCM002,LJCM003,LJCM004,LJCM005,LJCM006,LJCM007,LJCM008,LJCM009,LJCM010
"G3900550","2011","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",93228,90186,1437,68,226,0,121,1190,409,781,"Geauga County, Ohio",0,228,432,118,197,187,121,467,366,579
"G3900570","2011","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",162846,139026,11808,88,5514,0,724,5686,273,5413,"Greene County, Ohio",0,867,1177,106,725,187,574,1824,360,1777
"G3900610","2011","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",800362,556332,204383,775,15567,406,4132,18767,548,18219,"Hamilton County, Ohio",0,2160,3043,377,1362,563,1777,3329,404,3363
"G3900630","2011","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",75056,70779,1155,27,1164,94,640,1197,0,1197,"Hancock County, Ohio",0,553,264,47,418,163,557,537,187,537
"G3900810","2011","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",,,,,,,,,,,"Jefferson County, Ohio",,,,,,,,,,
"G3900850","2011","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",229885,214317,7955,192,3053,0,1046,3322,462,2860,"Lake County, Ohio",0,868,838,172,429,187,656,1092,586,922
"G3900890","2011","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",167248,155556,5943,182,1027,0,516,4024,0,4024,"Licking County, Ohio",0,629,980,187,518,187,468,1015,187,1015
"G3900930","2011","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",301614,255487,24914,914,2437,143,6809,10910,774,10136,"Lorain County, Ohio",0,1600,1923,396,809,195,1466,2146,487,2155
"G3900950","2011","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",440005,324504,81209,1264,5328,79,8414,19207,2120,17087,"Lucas County, Ohio",0,2040,2513,541,1484,130,2283,3410,1058,3192
"G3900990","2011","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",237270,190082,37465,420,1873,0,2695,4735,382,4353,"Mahoning County, Ohio",0,1039,895,331,424,187,963,1058,343,1007
"G3901010","2011","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",66212,60161,4235,201,107,0,597,911,121,790,"Marion County, Ohio",0,363,503,170,196,187,377,459,138,427
"G3901030","2011","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",173262,166712,1612,255,1564,0,416,2703,42,2661,"Medina County, Ohio",0,418,509,165,377,187,378,677,77,689
"G3901090","2011","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",102857,97520,2284,190,1398,0,0,1465,0,1465,"Miami County, Ohio",0,187,481,182,154,187,187,510,187,510
"G3901130","2011","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",537602,398323,111686,1250,10273,0,4564,11506,472,11034,"Montgomery County, Ohio",0,1545,3024,698,724,187,1452,2974,413,2890
"G3901190","2011","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",86237,79913,3412,262,175,0,134,2341,0,2341,"Muskingum County, Ohio",0,179,587,248,164,187,137,627,187,627
"G3901330","2011","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",161624,148668,5684,369,2423,0,244,4236,46,4190,"Portage County, Ohio",0,361,1156,351,317,187,233,1203,79,1205
"G3901390","2011","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",123510,107783,11167,325,602,0,645,2988,220,2768,"Richland County, Ohio",0,526,1100,219,213,187,404,1148,254,1109
"G3901410","2011","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",,,,,,,,,,,"Ross County, Ohio",,,,,,,,,,
"G3901450","2011","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",79277,74736,2284,33,304,0,179,1741,0,1741,"Scioto County, Ohio",0,418,421,43,132,187,193,327,187,327
"G3901510","2011","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",375087,333838,26530,494,3184,66,416,10559,76,10483,"Stark County, Ohio",0,643,1989,438,504,112,378,1980,101,1978
"G3901530","2011","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",539832,434729,76220,1272,12361,0,2160,13090,1000,12090,"Summit County, Ohio",0,1474,2326,354,751,187,1221,2619,678,2450
"G3901550","2011","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",209264,186552,17300,421,1111,0,74,3806,90,3716,"Trumbull County, Ohio",0,441,989,251,360,187,92,1092,149,1064
"G3901570","2011","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",92508,89049,952,140,329,0,924,1114,263,851,"Tuscarawas County, Ohio",0,611,503,179,360,187,698,516,265,447
"G3901650","2011","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",214910,194445,7684,339,8459,0,658,3325,879,2446,"Warren County, Ohio",0,880,739,366,1005,187,820,1302,819,1075
"G3901690","2011","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",114611,110020,2130,134,645,0,182,1500,0,1500,"Wayne County, Ohio",0,241,508,124,285,187,203,540,187,540
"G3901730","2011","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",126355,116392,3245,54,2259,0,1933,2472,923,1549,"Wood County, Ohio",0,780,666,84,262,187,597,802,503,730
"G4000170","2011","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",119492,100761,2829,5207,3257,0,1298,6140,497,5643,"Canadian County, Oklahoma",0,1106,804,1067,500,163,939,1781,283,1804
"G4000270","2011","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",261281,207770,10336,11246,9757,159,4291,17722,1702,16020,"Cleveland County, Oklahoma",0,1648,1436,1638,1035,208,1309,2482,1107,2248
"G4000310","2011","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",125815,81750,21413,5556,3055,87,2945,11009,1438,9571,"Comanche County, Oklahoma",0,1658,1266,949,528,163,997,2164,1018,1950
"G4000370","2011","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",70467,56003,1893,4222,330,12,847,7160,401,6759,"Creek County, Oklahoma",0,475,260,960,51,22,463,1038,259,950
"G4001010","2011","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",71003,43752,7910,8798,96,0,862,9585,17,9568,"Muskogee County, Oklahoma",0,774,394,1284,159,163,572,1577,33,1581
"G4001090","2011","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",732371,504407,109418,24619,21402,752,25431,46342,2848,43494,"Oklahoma County, Oklahoma",0,5563,2960,3136,1282,283,4815,5103,1173,5003
"G4001190","2011","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",77988,63383,3189,2601,3015,0,763,5037,0,5037,"Payne County, Oklahoma",0,852,354,833,306,163,647,857,163,857
"G4001250","2011","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",70280,54027,1585,9743,519,0,215,4191,26,4165,"Pottawatomie County, Oklahoma",0,670,393,1366,127,163,193,1288,45,1298
"G4001310","2011","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",87706,66501,1144,9780,1120,0,1050,8111,212,7899,"Rogers County, Oklahoma",0,697,321,1337,163,163,641,1391,254,1403
"G4001430","2011","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",610599,439630,64702,29159,14588,539,19519,42462,2167,40295,"Tulsa County, Oklahoma",0,3449,1735,2445,906,92,3074,3911,1039,3838
"G4001450","2011","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",74098,56969,2717,6871,891,0,759,5891,149,5742,"Wagoner County, Oklahoma",0,748,533,1092,269,163,553,1172,150,1173
"G4100030","2011","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",85928,75329,256,713,6100,332,991,2207,481,1726,"Benton County, Oregon",0,788,254,381,873,512,721,921,622,681
"G4100050","2011","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",380207,340916,3529,2712,15919,643,4430,12058,2415,9643,"Clackamas County, Oregon",0,2932,889,872,1719,539,1907,2408,1758,1677
"G4100170","2011","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",160338,146035,555,705,2626,532,5518,4367,519,3848,"Deschutes County, Oregon",0,2159,319,334,259,804,2224,1727,538,1678
"G4100190","2011","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",107490,99569,103,2775,801,198,1310,2734,189,2545,"Douglas County, Oregon",0,663,148,595,468,251,689,759,164,715
"G4100290","2011","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",204822,189091,1501,2321,2206,654,1812,7237,354,6883,"Jackson County, Oregon",0,1387,531,1008,605,297,957,1416,317,1431
"G4100330","2011","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",82987,77642,407,1651,451,175,664,1997,360,1637,"Josephine County, Oregon",0,669,195,571,300,217,451,646,407,601
"G4100350","2011","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",65552,58653,892,2988,929,190,416,1484,398,1086,"Klamath County, Oregon",2149,2165,167,905,395,266,397,695,392,635
"G4100390","2011","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",353416,314457,3297,4457,8459,598,6733,15415,718,14697,"Lane County, Oregon",0,2408,754,1262,2003,353,2412,2601,379,2631
"G4100430","2011","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",118122,108792,440,2590,1077,0,1984,3239,0,3239,"Linn County, Oregon",0,2009,268,1497,565,203,1311,774,203,774
"G4100470","2011","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",318872,244656,2738,3292,6167,1806,48058,12155,2964,9191,"Marion County, Oregon",0,5556,1417,772,872,900,5407,2622,1586,2110
"G4100510","2011","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",748031,587444,42560,6341,50360,4777,28703,27846,3191,24655,"Multnomah County, Oregon",0,5646,1728,1395,2106,131,5685,3203,2072,2643
"G4100530","2011","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",75993,67734,439,1220,1767,86,747,4000,1643,2357,"Polk County, Oregon",0,1454,265,694,364,141,561,1712,1485,830
"G4100590","2011","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",76725,67745,467,1434,765,265,2874,3175,235,2940,"Umatilla County, Oregon",0,1953,421,488,471,239,1886,716,288,683
"G4100670","2011","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",540410,408440,10043,6115,49638,3825,45147,17202,2263,14939,"Washington County, Oregon",0,6248,1418,3188,2056,1271,6178,2929,1251,2546
"G4100710","2011","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",100000,85524,1190,1582,881,120,7623,3080,0,3080,"Yamhill County, Oregon",0,2327,234,684,746,146,2357,871,203,871
"G4200010","2011","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",101434,93533,1718,347,807,0,3109,1920,961,959,"Adams County, Pennsylvania",0,779,603,457,202,168,753,847,521,580
"G4200030","2011","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",1227066,997533,161318,1554,35430,440,6310,24481,1213,23268,"Allegheny County, Pennsylvania",0,2544,2786,450,1343,371,2315,3044,570,3129
"G4200050","2011","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",68568,67300,240,0,50,0,487,491,132,359,"Armstrong County, Pennsylvania",0,245,192,168,62,168,415,211,99,264
"G4200070","2011","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",170414,155057,10582,288,1009,39,42,3397,225,3172,"Beaver County, Pennsylvania",0,486,968,425,178,64,71,874,139,887
"G4200110","2011","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",412778,345850,21416,736,5780,74,29319,9603,2612,6991,"Berks County, Pennsylvania",0,3780,2291,467,438,97,3945,1831,1225,1531
"G4200130","2011","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",127099,122334,2224,174,893,0,91,1383,151,1232,"Blair County, Pennsylvania",0,220,506,162,288,168,132,623,168,576
"G4200170","2011","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",626854,560721,23597,634,24741,0,7753,9408,1248,8160,"Bucks County, Pennsylvania",0,2648,1555,379,1299,168,2712,2116,835,1874
"G4200190","2011","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",184848,178447,2746,160,2176,0,153,1166,92,1074,"Butler County, Pennsylvania",0,379,497,125,288,168,187,461,109,462
"G4200210","2011","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",143728,134522,5108,73,678,0,725,2622,106,2516,"Cambria County, Pennsylvania",0,392,1086,79,130,168,567,869,145,870
"G4200250","2011","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",,,,,,,,,,,"Carbon County, Pennsylvania",,,,,,,,,,
"G4200270","2011","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",154722,138082,5379,370,8910,0,650,1331,123,1208,"Centre County, Pennsylvania",0,612,375,118,425,168,597,665,125,679
"G4200290","2011","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",503897,441438,29916,446,19404,0,3475,9218,720,8498,"Chester County, Pennsylvania",0,1942,1633,311,1026,168,1529,2040,611,1934
"G4200330","2011","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",81445,77686,1806,508,426,0,312,707,181,526,"Clearfield County, Pennsylvania",0,352,487,509,336,168,210,355,129,326
"G4200370","2011","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",67476,64466,1604,38,724,0,301,343,144,199,"Columbia County, Pennsylvania",0,303,201,77,10,168,342,221,160,165
"G4200390","2011","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",88740,85004,1612,77,241,0,166,1640,195,1445,"Crawford County, Pennsylvania",0,356,269,94,130,168,112,470,210,359
"G4200410","2011","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",237892,215368,7843,278,6210,0,2648,5545,491,5054,"Cumberland County, Pennsylvania",0,1292,951,223,1143,168,1303,1444,250,1421
"G4200430","2011","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",268977,195405,45978,297,8692,0,9316,9289,911,8378,"Dauphin County, Pennsylvania",0,2530,1764,324,544,168,2924,1959,579,1795
"G4200450","2011","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",559494,404391,111281,566,26710,77,5858,10611,731,9880,"Delaware County, Pennsylvania",0,1874,1528,440,1213,129,1885,2140,506,2136
"G4200490","2011","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",280985,248204,19852,899,3277,41,2308,6404,633,5771,"Erie County, Pennsylvania",0,1289,1013,477,341,47,1060,1119,395,1139
"G4200510","2011","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",136097,126922,6266,149,357,0,408,1995,49,1946,"Fayette County, Pennsylvania",0,388,826,131,316,168,400,773,61,760
"G4200550","2011","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",150811,140215,5498,486,1663,0,1323,1626,373,1253,"Franklin County, Pennsylvania",0,1189,835,198,204,168,997,798,320,656
"G4200630","2011","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",89298,84310,2468,100,1101,0,207,1112,64,1048,"Indiana County, Pennsylvania",0,391,523,113,168,168,256,409,89,388
"G4200690","2011","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",214166,198909,5851,439,3561,0,2723,2683,554,2129,"Lackawanna County, Pennsylvania",0,1188,1497,278,479,168,1361,888,397,824
"G4200710","2011","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",523594,470337,17839,619,9965,112,13245,11477,1562,9915,"Lancaster County, Pennsylvania",0,3090,1880,651,730,123,2728,2378,823,2107
"G4200730","2011","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",90535,84421,3872,0,196,34,293,1719,55,1664,"Lawrence County, Pennsylvania",0,289,599,168,110,65,251,485,110,460
"G4200750","2011","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",134311,119571,2704,162,1474,0,7425,2975,1240,1735,"Lebanon County, Pennsylvania",0,1366,713,172,230,168,1840,1016,913,472
"G4200770","2011","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",352947,291574,21011,69,9909,0,17503,12881,1245,11636,"Lehigh County, Pennsylvania",0,4562,2475,112,948,168,4380,2950,681,2861
