GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACK3E001,ACK3E002,ACK3E003,ACK3E004,ACK3E005,ACK3E006,ACK3E007,ACK3E008,ACK3E009,ACK3E010,NAME_M,ACK3M001,ACK3M002,ACK3M003,ACK3M004,ACK3M005,ACK3M006,ACK3M007,ACK3M008,ACK3M009,ACK3M010
"G1000010","2015","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",173533,115814,43223,876,3441,174,3407,6598,839,5759,"Kent County, Delaware",0,1607,1703,453,851,213,1450,1852,647,1825
"G1000030","2015","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",556779,361425,135042,1322,29976,160,12864,15990,2008,13982,"New Castle County, Delaware",0,4362,2368,554,1438,190,3729,3444,947,3220
"G1000050","2015","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",215622,177665,25598,923,2697,0,2886,5853,653,5200,"Sussex County, Delaware",0,1785,1394,733,422,190,1485,1650,671,1475
"G1100010","2015","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",672228,269143,318831,1661,25944,475,34797,21377,3583,17794,"District of Columbia, District of Columbia",0,3524,2822,1142,1021,358,4077,2579,1304,2019
"G1200010","2015","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",259964,182337,51528,1124,16280,136,1369,7190,457,6733,"Alachua County, Florida",0,904,1338,203,722,67,555,1384,365,1359
"G1200050","2015","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",181635,148553,20346,509,4365,0,888,6974,470,6504,"Bay County, Florida",0,978,929,427,721,217,483,1524,358,1494
"G1200090","2015","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",568088,471430,57147,1984,12952,995,6879,16701,1419,15282,"Brevard County, Florida",0,2527,3079,819,1152,1114,2145,3703,869,3683
"G1200110","2015","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",1896425,1162981,540465,3816,67759,988,63647,56769,10491,46278,"Broward County, Florida",0,9205,6065,861,2624,379,8732,6343,2880,6429
"G1200150","2015","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",173115,155857,9820,799,2183,0,746,3710,832,2878,"Charlotte County, Florida",0,1287,1411,553,538,217,837,1519,720,1345
"G1200170","2015","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",141058,131809,4043,331,2301,0,30,2544,134,2410,"Citrus County, Florida",0,339,862,271,319,217,56,850,151,851
"G1200190","2015","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",203967,164663,21303,254,6792,340,2783,7832,2266,5566,"Clay County, Florida",0,2112,1590,206,1272,575,1228,2493,1409,1814
"G1200210","2015","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",357305,319302,25156,725,4034,0,3191,4897,1094,3803,"Collier County, Florida",0,1905,1342,319,829,217,1374,1555,664,1430
"G1200230","2015","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",68348,52746,12512,133,832,0,461,1664,324,1340,"Columbia County, Florida",0,520,972,136,30,217,271,1040,371,960
"G1200310","2015","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",913010,557785,270079,1327,42063,1121,9770,30865,3097,27768,"Duval County, Florida",0,3960,3722,560,2311,217,2757,4117,1493,3682
"G1200330","2015","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",311003,212859,65122,836,7825,296,4566,19499,1477,18022,"Escambia County, Florida",0,1646,2738,437,1165,365,1764,3282,677,3107
"G1200350","2015","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",105392,86837,11378,325,2360,0,2196,2296,340,1956,"Flagler County, Florida",0,1327,1010,311,502,217,1140,1120,278,1097
"G1200530","2015","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",178439,158976,9660,160,2204,121,3059,4259,236,4023,"Hernando County, Florida",0,1717,741,239,517,158,1552,1300,292,1289
"G1200550","2015","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",99491,78734,9886,142,1163,0,7502,2064,253,1811,"Highlands County, Florida",0,2435,1196,166,433,217,2509,1354,286,1303
"G1200570","2015","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",1349050,945613,223120,3641,52592,875,78218,44991,9313,35678,"Hillsborough County, Florida",0,9518,5011,1247,2318,503,8968,4922,2305,4389
"G1200610","2015","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",147919,129463,13365,6,1862,0,649,2574,146,2428,"Indian River County, Florida",0,597,1313,16,577,217,537,1463,191,1435
"G1200690","2015","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",325875,273431,32429,1166,5719,0,5261,7869,1191,6678,"Lake County, Florida",0,2633,1984,630,1304,217,2142,2345,1164,1872
"G1200710","2015","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",701982,600765,61326,462,11120,280,14198,13831,2179,11652,"Lee County, Florida",0,5344,2505,231,1392,396,4894,3147,1095,2824
"G1200730","2015","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",286272,177414,88471,673,9430,101,2177,8006,360,7646,"Leon County, Florida",0,1431,1928,381,817,169,1286,1814,341,1741
"G1200810","2015","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",363369,313730,33227,174,7645,56,2841,5696,224,5472,"Manatee County, Florida",0,1879,1608,189,807,108,1256,1697,285,1658
"G1200830","2015","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",343254,281114,45593,494,5893,326,3488,6346,632,5714,"Marion County, Florida",0,2339,2123,535,699,479,1496,2256,706,1991
"G1200850","2015","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",156283,137868,9010,595,2413,0,5053,1344,67,1277,"Martin County, Florida",0,2183,396,670,66,217,2262,754,113,746
"G1200860","2015","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",2693117,2032881,495903,1741,42970,310,79066,40246,13180,27066,"Miami-Dade County, Florida",0,11364,5616,619,2564,385,8611,5984,2682,4777
"G1200870","2015","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",77482,69180,5711,110,521,0,323,1637,364,1273,"Monroe County, Florida",0,679,658,154,488,217,283,626,288,587
"G1200890","2015","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",,,,,,,,,,,"Nassau County, Florida",,,,,,,,,,
"G1200910","2015","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",198664,158059,21964,307,5259,0,5280,7795,402,7393,"Okaloosa County, Florida",0,1900,1413,269,995,217,1827,1687,429,1597
"G1200950","2015","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",1288126,829874,263369,2783,68409,1617,85157,36917,6605,30312,"Orange County, Florida",0,9355,3929,1333,3227,1467,8139,5132,1952,4733
"G1200970","2015","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",323993,234791,36530,1274,8414,340,30308,12336,4291,8045,"Osceola County, Florida",0,8002,2931,1424,1030,642,6631,3208,1720,2489
"G1200990","2015","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",1422789,1052547,259040,2400,36883,339,41437,30143,9441,20702,"Palm Beach County, Florida",0,7349,3076,1056,1877,468,7066,4342,3230,3488
"G1201010","2015","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",497909,438341,27792,2548,12256,405,5729,10838,2089,8749,"Pasco County, Florida",0,2840,1794,881,860,343,2140,1997,775,1941
"G1201030","2015","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",949827,781900,97404,2801,32986,871,8537,25328,3214,22114,"Pinellas County, Florida",0,3645,2989,893,1867,234,2573,3943,1341,3936
"G1201050","2015","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,"05000US12105","Polk County, Florida",650092,510686,98182,1953,11084,267,12095,15825,3200,12625,"Polk County, Florida",0,4085,2629,752,1034,176,3133,3144,1471,2715
"G1201070","2015","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,"05000US12107","Putnam County, Florida",72023,57777,12485,130,369,0,326,936,230,706,"Putnam County, Florida",0,803,862,203,145,217,264,518,315,420
"G1201090","2015","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,"05000US12109","St. Johns County, Florida",226640,199165,13284,947,7032,0,1660,4552,582,3970,"St. Johns County, Florida",0,2066,2326,654,1230,217,1127,1907,524,1832
"G1201110","2015","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,"05000US12111","St. Lucie County, Florida",298563,219571,57621,1797,6434,0,6588,6552,1498,5054,"St. Lucie County, Florida",0,4249,4392,1130,116,217,4002,4696,1213,4507
"G1201130","2015","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,"05000US12113","Santa Rosa County, Florida",167040,141407,8081,601,3159,271,4077,9444,858,8586,"Santa Rosa County, Florida",0,1299,1314,440,799,107,1573,1987,960,1732
"G1201150","2015","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,"05000US12115","Sarasota County, Florida",405549,371156,20147,418,5799,70,2217,5742,348,5394,"Sarasota County, Florida",0,1513,1189,412,816,122,1292,1592,349,1513
"G1201170","2015","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,"05000US12117","Seminole County, Florida",449144,354278,52300,977,19083,381,9589,12536,1761,10775,"Seminole County, Florida",0,4102,2940,580,1244,416,3207,2774,1001,2406
"G1201190","2015","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,"05000US12119","Sumter County, Florida",118891,109243,6147,573,161,0,1636,1131,278,853,"Sumter County, Florida",0,1904,1707,515,173,217,763,608,318,495
"G1201270","2015","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"05000US12127","Volusia County, Florida",517887,433560,56739,1210,9120,477,6732,10049,1763,8286,"Volusia County, Florida",0,3115,1876,613,926,728,2769,2240,903,2184
"G1300130","2015","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"05000US13013","Barrow County, Georgia",75370,60450,8006,55,2466,0,2187,2206,329,1877,"Barrow County, Georgia",0,1317,930,108,542,214,1308,1076,317,959
"G1300150","2015","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,"05000US13015","Bartow County, Georgia",102747,82148,11701,770,817,0,5925,1386,417,969,"Bartow County, Georgia",0,1253,211,680,614,214,1830,987,715,685
"G1300210","2015","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,"05000US13021","Bibb County, Georgia",153721,63217,84416,195,2898,0,1647,1348,205,1143,"Bibb County, Georgia",0,872,914,187,258,214,1045,699,214,649
"G1300310","2015","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",72651,47601,21033,302,1568,0,1145,1002,0,1002,"Bulloch County, Georgia",0,671,977,442,214,214,864,825,214,825
"G1300450","2015","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",114545,87072,22137,203,772,53,1882,2426,284,2142,"Carroll County, Georgia",0,1366,1059,342,468,93,1240,1168,335,1100
"G1300470","2015","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,"05000US13047","Catoosa County, Georgia",,,,,,,,,,,"Catoosa County, Georgia",,,,,,,,,,
"G1300510","2015","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",286956,151610,113172,1040,8729,0,4234,8171,1093,7078,"Chatham County, Georgia",0,1787,2108,669,527,214,1721,2242,649,2150
"G1300570","2015","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",235900,206477,15368,342,4229,0,3673,5811,1403,4408,"Cherokee County, Georgia",0,2848,922,423,726,214,2306,1820,1172,1550
"G1300590","2015","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",123912,78175,33751,58,4998,257,3839,2834,81,2753,"Clarke County, Georgia",0,1823,718,106,715,416,1758,1025,133,1013
"G1300630","2015","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",273955,55071,183597,190,14513,0,14706,5878,1459,4419,"Clayton County, Georgia",0,3614,2001,230,391,214,3894,2234,1165,1450
"G1300670","2015","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",741334,440890,199374,1103,37955,496,41382,20134,2839,17295,"Cobb County, Georgia",0,6694,4469,659,1617,386,6778,3585,1322,3228
"G1300730","2015","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",144052,107599,23518,389,4170,0,1938,6438,146,6292,"Columbia County, Georgia",0,1587,1989,669,1250,214,1500,2292,171,2257
"G1300770","2015","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",138427,105598,25577,132,2245,0,1412,3463,303,3160,"Coweta County, Georgia",0,1470,752,182,634,214,1027,1491,360,1478
"G1300890","2015","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",734871,255926,397016,5917,43858,70,16841,15243,1713,13530,"DeKalb County, Georgia",0,4317,4473,2275,1330,111,3906,2711,1010,2519
"G1300950","2015","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",91332,26045,63173,340,461,4,257,1052,39,1013,"Dougherty County, Georgia",0,719,1184,353,412,7,417,661,67,651
"G1300970","2015","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",140733,66598,62311,51,2403,0,5769,3601,772,2829,"Douglas County, Georgia",0,1790,979,85,441,214,1633,1235,766,1109
"G1301130","2015","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",110714,76899,24033,99,4501,0,1548,3634,787,2847,"Fayette County, Georgia",0,1805,1215,121,789,214,1731,1605,674,1373
"G1301150","2015","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",96504,73949,14466,146,1618,0,4235,2090,1001,1089,"Floyd County, Georgia",0,2515,541,236,413,214,2298,1566,1256,623
"G1301170","2015","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",212438,177310,6402,346,21652,159,1569,5000,345,4655,"Forsyth County, Georgia",0,1375,1460,367,743,157,981,1702,380,1661
"G1301210","2015","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",1010562,457848,446830,4349,69031,481,14370,17653,1801,15852,"Fulton County, Georgia",0,4834,3020,1410,1655,602,3906,3423,1063,3159
"G1301270","2015","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",83579,57387,22239,305,329,39,890,2390,326,2064,"Glynn County, Georgia",0,829,1040,233,316,65,513,1021,345,973
"G1301350","2015","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",895823,462519,238406,2818,101864,583,63479,26154,3855,22299,"Gwinnett County, Georgia",0,9628,4577,2067,2279,695,9292,4897,1881,4616
"G1301390","2015","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",193535,163978,14588,280,3483,0,8218,2988,166,2822,"Hall County, Georgia",0,3442,1016,280,387,214,3487,1189,219,1164
"G1301510","2015","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",217739,109928,89920,0,6668,78,3736,7409,3435,3974,"Henry County, Georgia",0,3287,1540,214,1138,138,1745,2582,2042,1521
"G1301530","2015","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",150033,92923,43992,266,4699,0,1735,6418,1422,4996,"Houston County, Georgia",0,1727,1278,263,750,214,1419,1845,1269,1547
"G1301790","2015","GA",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,"05000US13179","Liberty County, Georgia",62467,30295,25600,553,1611,329,1083,2996,658,2338,"Liberty County, Georgia",0,1323,1291,482,334,153,678,1040,435,931
"G1301850","2015","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",112865,66001,40913,80,2171,0,1676,2024,383,1641,"Lowndes County, Georgia",0,1525,859,150,478,214,1409,1024,430,909
"G1302150","2015","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",200579,90995,90408,676,4487,665,5598,7750,1017,6733,"Muscogee County, Georgia",0,1852,1675,384,816,978,1837,2262,652,2124
"G1302170","2015","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",105473,56170,44362,84,773,0,664,3420,511,2909,"Newton County, Georgia",0,725,1715,143,491,214,649,1797,550,1737
"G1302230","2015","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",152238,113463,25413,230,2441,51,4735,5905,1200,4705,"Paulding County, Georgia",0,1584,1753,217,1367,85,2099,2376,1193,1815
"G1302450","2015","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",201793,77245,112068,480,3770,0,3446,4784,1562,3222,"Richmond County, Georgia",0,1677,1273,387,442,214,1443,1559,1189,1070
"G1302470","2015","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,"05000US13247","Rockdale County, Georgia",88856,38307,45041,0,1679,0,913,2916,394,2522,"Rockdale County, Georgia",0,891,1531,214,352,214,621,1590,359,1582
"G1302850","2015","GA",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,"05000US13285","Troup County, Georgia",69763,41524,24879,256,1193,0,672,1239,338,901,"Troup County, Georgia",0,665,1086,352,299,214,580,850,364,802
"G1302950","2015","GA",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,"05000US13295","Walker County, Georgia",,,,,,,,,,,"Walker County, Georgia",,,,,,,,,,
"G1302970","2015","GA",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,"05000US13297","Walton County, Georgia",88399,69786,16955,0,102,39,474,1043,312,731,"Walton County, Georgia",0,767,710,214,124,62,342,606,417,486
