GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSME001,AKSME002,AKSME003,AKSME004,AKSME005,AKSME006,AKSME007,AKSME008,AKSME009,AKSME010,NAME_M,AKSMM001,AKSMM002,AKSMM003,AKSMM004,AKSMM005,AKSMM006,AKSMM007,AKSMM008,AKSMM009,AKSMM010
"G0900150","2019","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",116782,106101,3277,134,1690,55,2137,3388,172,3216,"Windham County, Connecticut",0,1545,823,178,428,104,1485,979,283,978
"G1000010","2019","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",180786,118702,46829,1801,2977,167,1627,8683,1005,7678,"Kent County, Delaware",0,1546,1522,892,685,278,783,1938,809,1895
"G1000030","2019","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",558753,351478,143765,1780,30276,261,14060,17133,1905,15228,"New Castle County, Delaware",0,4349,3237,753,1756,419,3845,3515,1045,3364
"G1000050","2019","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",234225,189539,28824,772,3339,0,7400,4351,308,4043,"Sussex County, Delaware",0,3568,1868,155,306,203,3550,1685,253,1688
"G1100010","2019","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",705749,300058,320704,1886,28722,190,30868,23321,2545,20776,"District of Columbia, District of Columbia",0,4791,4929,430,1390,216,5212,3488,978,3295
"G1200010","2019","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",269043,182396,51376,711,15637,1367,4162,13394,1801,11593,"Alachua County, Florida",0,2169,2466,336,1198,1405,1396,2863,1102,2883
"G1200050","2019","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",174705,141875,17297,342,4001,1419,3297,6474,1195,5279,"Bay County, Florida",0,1364,1954,468,662,1219,2023,1687,1030,1163
"G1200090","2019","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",601942,493588,53058,1596,15018,623,11321,26738,1344,25394,"Brevard County, Florida",0,4505,5028,964,2124,87,4844,5586,898,5548
"G1200110","2019","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",1952778,1180665,562835,4803,73124,1504,61417,68430,13519,54911,"Broward County, Florida",0,11766,8376,1130,2207,289,9457,8742,4366,8430
"G1200150","2019","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",188910,168816,10244,834,2523,195,3866,2432,235,2197,"Charlotte County, Florida",0,1711,1173,870,401,338,1697,978,227,944
"G1200170","2019","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",149657,137716,5014,548,2561,128,1526,2164,207,1957,"Citrus County, Florida",0,1309,1301,439,349,212,1202,1290,288,1234
"G1200190","2019","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",219252,170593,26746,461,6353,0,7853,7246,627,6619,"Clay County, Florida",0,3128,1822,474,806,234,3438,1584,645,1399
"G1200210","2019","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",384902,341750,26105,322,6029,0,5739,4957,513,4444,"Collier County, Florida",0,2996,1089,443,363,234,2804,1932,470,1896
"G1200230","2019","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",71686,55009,13130,149,1288,0,881,1229,199,1030,"Columbia County, Florida",0,741,1433,318,1358,234,540,458,240,383
"G1200310","2019","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",957755,560489,285600,3571,45052,471,26704,35868,4339,31529,"Duval County, Florida",0,6424,4287,991,3502,311,5944,6019,1612,5459
"G1200330","2019","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",318316,215114,70833,841,7999,0,5560,17969,939,17030,"Escambia County, Florida",0,2123,2645,419,1186,234,2449,2896,742,2828
"G1200350","2019","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",115081,94443,10232,360,3523,816,2595,3112,418,2694,"Flagler County, Florida",0,1295,1827,218,363,1256,1450,1582,392,1486
"G1200530","2019","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",193920,169692,11013,371,1931,225,3248,7440,1167,6273,"Hernando County, Florida",0,2304,1509,339,742,408,1643,2094,881,2019
"G1200550","2019","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",106221,89142,11765,54,1649,0,3134,477,311,166,"Highlands County, Florida",0,1529,457,87,299,234,1508,464,343,310
"G1200570","2019","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",1471968,1024028,255003,2528,60593,1643,73154,55019,9916,45103,"Hillsborough County, Florida",0,12521,7843,1061,2596,745,10881,7223,2807,6959
"G1200610","2019","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",159923,138076,15496,171,1688,0,1889,2603,333,2270,"Indian River County, Florida",0,2062,1107,239,947,234,1952,1299,492,1280
"G1200690","2019","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",367118,298056,39377,1047,7842,646,10885,9265,1380,7885,"Lake County, Florida",0,5801,3738,804,1040,1139,5493,3082,1086,2819
"G1200710","2019","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",770577,644360,66440,1432,12761,951,31024,13609,1944,11665,"Lee County, Florida",0,7602,3073,887,1354,923,7381,3290,1436,2761
"G1200730","2019","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",293582,178573,92373,548,11072,71,3260,7685,399,7286,"Leon County, Florida",0,1991,1907,357,589,123,2017,1821,351,1762
"G1200810","2019","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",403253,343991,36200,569,8590,0,7020,6883,667,6216,"Manatee County, Florida",0,3538,1258,633,716,234,3287,1791,575,1614
"G1200830","2019","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",365579,299730,48342,1486,4194,0,4469,7358,955,6403,"Marion County, Florida",0,2584,1220,718,1184,234,2311,1941,652,1806
"G1200850","2019","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",161000,144003,7813,672,2398,0,2483,3631,787,2844,"Martin County, Florida",0,1812,1561,1078,381,234,1553,1740,761,1578
"G1200860","2019","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",2716940,2053027,456189,4788,42480,986,106731,52739,13630,39109,"Miami-Dade County, Florida",0,13588,6568,2580,2080,1202,12524,7540,2556,7221
"G1200870","2019","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",74228,63808,6291,82,1319,73,2079,576,0,576,"Monroe County, Florida",0,1380,803,141,327,146,1097,324,234,324
"G1200890","2019","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",88625,78703,5674,416,564,0,2100,1168,112,1056,"Nassau County, Florida",0,1182,1362,466,627,234,1196,895,211,869
"G1200910","2019","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",210738,162222,17644,1017,6656,211,8265,14723,1285,13438,"Okaloosa County, Florida",0,1865,2353,1201,1027,252,2384,2915,934,2514
"G1200950","2019","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",1393452,885765,296070,4334,75180,1614,78188,52301,10437,41864,"Orange County, Florida",0,12314,7145,1808,2529,487,10919,7791,3521,7264
"G1200970","2019","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",375751,269428,45340,692,10167,135,38838,11151,2350,8801,"Osceola County, Florida",0,8771,5452,686,917,248,8094,3549,1372,3353
"G1200990","2019","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",1496770,1083567,284114,5574,41879,177,40278,41181,7881,33300,"Palm Beach County, Florida",0,7812,4980,2746,2013,220,6700,5460,3196,5197
"G1201010","2019","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",553947,475775,33988,1456,14880,399,8648,18801,3372,15429,"Pasco County, Florida",0,3095,2454,578,1098,196,2256,3478,1424,3078
"G1201030","2019","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",974996,791030,98811,2496,33833,499,12819,35508,4104,31404,"Pinellas County, Florida",0,4179,4214,816,1558,399,3175,4588,1558,4474
"G1201050","2019","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,"05000US12105","Polk County, Florida",724777,543681,110868,3032,13001,303,36903,16989,3919,13070,"Polk County, Florida",0,9315,3629,968,1694,396,8166,3878,2048,3089
"G1201070","2019","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,"05000US12107","Putnam County, Florida",74521,59972,12245,485,547,0,247,1025,203,822,"Putnam County, Florida",0,488,521,309,128,234,276,617,227,551
"G1201090","2019","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,"05000US12109","St. Johns County, Florida",264672,233178,15216,964,6379,362,1226,7347,849,6498,"St. Johns County, Florida",0,1756,1792,622,1454,442,1080,2375,731,2049
"G1201110","2019","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,"05000US12111","St. Lucie County, Florida",328297,236472,64013,1009,6945,315,8121,11422,631,10791,"St. Lucie County, Florida",0,5042,5937,495,550,539,3726,4161,610,4145
"G1201130","2019","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,"05000US12113","Santa Rosa County, Florida",184313,157163,11268,518,4445,666,2678,7575,1630,5945,"Santa Rosa County, Florida",0,2040,1349,531,854,761,922,2166,1528,1672
"G1201150","2019","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,"05000US12115","Sarasota County, Florida",433742,392685,18428,878,7194,35,4224,10298,255,10043,"Sarasota County, Florida",0,2741,1981,634,1236,69,1771,2861,238,2893
"G1201170","2019","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,"05000US12117","Seminole County, Florida",471826,337829,59469,2021,22594,175,36774,12964,931,12033,"Seminole County, Florida",0,7024,4217,1426,1406,216,7079,2642,629,2585
"G1201190","2019","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,"05000US12119","Sumter County, Florida",132420,119040,8298,1444,1546,0,587,1505,630,875,"Sumter County, Florida",0,516,1618,1626,559,234,383,803,520,643
"G1201270","2019","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"05000US12127","Volusia County, Florida",553284,435185,58899,946,10431,54,33368,14401,1356,13045,"Volusia County, Florida",0,6160,2316,721,1115,70,6222,2763,933,2606
"G1201310","2019","FL",,,"Florida","12","Walton County","131",,,,,,,,,,,,,,,,,,"05000US12131","Walton County, Florida",74071,64977,2908,731,0,0,1906,3549,303,3246,"Walton County, Florida",0,1242,1036,631,234,234,1280,855,342,988
"G1300130","2019","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"05000US13013","Barrow County, Georgia",83240,64541,10094,143,3227,0,2309,2926,520,2406,"Barrow County, Georgia",0,1495,995,196,594,234,1279,1187,513,1067
"G1300150","2019","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,"05000US13015","Bartow County, Georgia",107738,90062,11529,21,571,0,2425,3130,15,3115,"Bartow County, Georgia",0,1858,1386,41,587,234,1869,1462,28,1459
"G1300210","2019","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,"05000US13021","Bibb County, Georgia",153159,60153,83244,0,3412,130,2109,4111,485,3626,"Bibb County, Georgia",0,1097,1680,234,250,151,1221,1851,373,1792
"G1300310","2019","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",79608,51797,22620,217,965,0,1045,2964,124,2840,"Bulloch County, Georgia",0,900,1188,244,432,234,909,977,215,981
"G1300450","2019","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",119992,88404,24670,581,1254,0,4039,1044,279,765,"Carroll County, Georgia",0,2992,959,221,161,234,2958,623,292,583
"G1300470","2019","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,"05000US13047","Catoosa County, Georgia",,,,,,,,,,,"Catoosa County, Georgia",,,,,,,,,,
"G1300510","2019","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",289430,149040,118414,993,7984,66,7718,5215,350,4865,"Chatham County, Georgia",0,2926,1372,316,857,117,3208,1553,244,1542
"G1300570","2019","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",258773,220530,19696,2545,4634,0,5627,5741,948,4793,"Cherokee County, Georgia",0,3570,831,1787,630,234,3580,1362,763,1092
"G1300590","2019","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",128331,80775,36161,28,5434,0,1818,4115,1703,2412,"Clarke County, Georgia",0,1975,1136,48,552,234,974,1796,1349,1261
"G1300630","2019","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",292256,49935,203719,103,14986,1237,11168,11108,1255,9853,"Clayton County, Georgia",0,5219,4479,130,603,1097,4665,3763,1037,3612
"G1300670","2019","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",760141,427108,213192,3323,41478,192,52378,22470,4339,18131,"Cobb County, Georgia",0,7051,4674,2084,1453,234,7111,4611,2751,3757
"G1300730","2019","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",156714,114364,26183,0,4693,0,1212,10262,2065,8197,"Columbia County, Georgia",0,1000,2666,234,900,234,1011,2714,2122,2490
"G1300770","2019","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",148509,112588,27661,148,3526,0,1074,3512,0,3512,"Coweta County, Georgia",0,1524,1249,171,734,234,800,1747,234,1747
"G1300890","2019","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",759297,256943,409327,11330,47162,329,15189,19017,3895,15122,"DeKalb County, Georgia",0,4835,3147,2980,1509,340,3802,3582,1593,2894
"G1300950","2019","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",,,,,,,,,,,"Dougherty County, Georgia",,,,,,,,,,
"G1300970","2019","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",146343,65461,70313,163,2444,0,4060,3902,18,3884,"Douglas County, Georgia",0,1883,2272,256,510,234,1958,1979,33,1978
"G1301130","2019","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",114421,75067,28099,0,4796,653,3199,2607,403,2204,"Fayette County, Georgia",0,1294,1876,234,2015,952,2385,1510,427,1436
"G1301150","2019","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",98498,75873,12954,0,722,0,4601,4348,1052,3296,"Floyd County, Georgia",0,2406,1229,234,650,234,2453,1439,827,1299
"G1301170","2019","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",244252,182582,9585,2330,35925,0,7860,5970,689,5281,"Forsyth County, Georgia",0,2948,1178,1859,1089,234,2802,1568,617,1495
"G1301210","2019","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",1063937,469465,472625,2068,76786,673,17248,25072,5325,19747,"Fulton County, Georgia",0,5538,4740,577,3547,673,4208,5121,3591,3529
"G1301270","2019","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",85292,55984,23597,539,672,183,2765,1552,553,999,"Glynn County, Georgia",0,1166,1056,541,668,236,1345,1160,766,945
"G1301350","2019","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",936250,429774,266298,4271,113593,161,88086,34067,6512,27555,"Gwinnett County, Georgia",0,10696,4741,2338,2713,202,11377,5799,2383,5472
"G1301390","2019","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",204441,174994,13567,198,3757,43,6009,5873,1147,4726,"Hall County, Georgia",0,2567,1214,203,521,74,2473,1517,677,1279
"G1301510","2019","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",234561,106904,112316,92,7704,0,1880,5665,543,5122,"Henry County, Georgia",0,1747,2494,153,1089,234,1407,2285,603,2128
"G1301530","2019","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",157863,91443,49550,1437,6101,0,2620,6712,0,6712,"Houston County, Georgia",0,2235,2678,1814,888,234,2322,2810,234,2810
"G1301570","2019","GA",,,"Georgia","13","Jackson County","157",,,,,,,,,,,,,,,,,,"05000US13157","Jackson County, Georgia",72977,61658,5157,0,1405,137,2461,2159,937,1222,"Jackson County, Georgia",0,1604,791,234,576,198,1460,1417,1129,874
"G1301850","2019","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",117406,64240,44053,1076,1339,614,2858,3226,115,3111,"Lowndes County, Georgia",0,1356,993,931,556,704,1310,1064,153,1035
"G1302150","2019","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",195769,83333,91340,940,5734,292,6568,7562,1310,6252,"Muscogee County, Georgia",0,2053,2021,270,751,332,2635,1963,873,1865
"G1302170","2019","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",,,,,,,,,,,"Newton County, Georgia",,,,,,,,,,
"G1302230","2019","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",168667,125701,31020,349,2404,0,982,8211,0,8211,"Paulding County, Georgia",0,1358,3490,553,371,234,950,3284,234,3284
"G1302450","2019","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",202518,71738,114219,255,3628,0,5695,6983,600,6383,"Richmond County, Georgia",0,1519,3508,214,938,234,2780,2248,642,2140
"G1302470","2019","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,"05000US13247","Rockdale County, Georgia",90896,33387,50986,136,1901,930,1088,2468,543,1925,"Rockdale County, Georgia",0,1632,2293,164,234,1316,765,1678,570,1345
