GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAA6E001,AAA6E002,AAA6E003,AAA6E004,AAA6E005,AAA6E006,AAA6E007,AAA6E008,AAA6E009,AAA6E010,NAME_M,AAA6M001,AAA6M002,AAA6M003,AAA6M004,AAA6M005,AAA6M006,AAA6M007,AAA6M008,AAA6M009,AAA6M010
"G2400210","2014","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",243675,197806,22711,496,10982,218,3146,8316,1144,7172,"Frederick County, Maryland",0,2261,1623,271,783,310,1412,1793,799,1811
"G2400250","2014","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",250105,197199,34347,481,7567,0,4866,5645,646,4999,"Harford County, Maryland",0,2098,1181,290,765,193,2115,1465,682,1299
"G2400270","2014","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",309284,185680,57938,659,50600,0,2566,11841,844,10997,"Howard County, Maryland",0,2012,1298,388,1539,193,1008,2522,791,2363
"G2400310","2014","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",1030447,560657,184751,2993,151854,522,90041,39629,7518,32111,"Montgomery County, Maryland",0,8558,3460,1508,2535,162,8712,5307,2422,4614
"G2400330","2014","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",904430,201253,566677,2779,39599,39,70748,23335,3831,19504,"Prince George's County, Maryland",0,6444,3118,1517,1276,63,6994,3147,1405,2839
"G2400370","2014","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",110382,87505,15751,249,3044,0,419,3414,134,3280,"St. Mary's County, Maryland",0,423,1055,237,490,193,309,1166,175,1109
"G2400430","2014","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",149573,124917,14657,981,2544,29,680,5765,553,5212,"Washington County, Maryland",0,1069,1630,803,804,41,577,1691,373,1668
"G2400450","2014","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",101539,69749,26318,0,3298,0,647,1527,278,1249,"Wicomico County, Maryland",0,681,723,193,195,193,628,765,235,694
"G2405100","2014","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",622793,188819,390044,1565,16984,108,11584,13689,946,12743,"Baltimore city, Maryland",0,2638,2619,671,631,142,2363,2534,643,2394
"G2500010","2014","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",214914,199233,6312,965,3396,0,1133,3875,671,3204,"Barnstable County, Massachusetts",0,899,1010,652,467,198,643,1443,410,1431
"G2500030","2014","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",128715,116937,4542,503,1924,0,2580,2229,187,2042,"Berkshire County, Massachusetts",0,600,1094,203,353,198,1141,782,278,691
"G2500050","2014","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",554194,474820,22162,1244,11559,0,29236,15173,3406,11767,"Bristol County, Massachusetts",0,4111,2151,726,778,198,4468,2505,1303,2240
"G2500090","2014","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",769091,604859,26411,2894,27437,0,88043,19447,3309,16138,"Essex County, Massachusetts",0,5078,2040,2195,948,198,5932,3106,1485,2848
"G2500110","2014","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",70862,66212,1088,125,1525,0,642,1270,322,948,"Franklin County, Massachusetts",0,562,487,164,410,198,455,506,198,468
"G2500130","2014","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",468161,371039,39262,1721,10243,207,33270,12419,2565,9854,"Hampden County, Massachusetts",0,5189,1854,787,853,305,5317,2809,1470,2300
"G2500150","2014","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",160939,142734,4849,327,8703,83,1278,2965,208,2757,"Hampshire County, Massachusetts",0,841,601,259,798,103,713,1011,231,988
"G2500170","2014","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",1570315,1234546,76385,2519,170468,487,37919,47991,6399,41592,"Middlesex County, Massachusetts",0,5169,3067,1034,2799,281,4649,5637,1646,5561
"G2500210","2014","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",692254,556324,43023,809,68585,56,6420,17037,1716,15321,"Norfolk County, Massachusetts",0,1806,1848,472,1599,88,1744,2291,869,2390
"G2500230","2014","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",507022,429097,47245,303,5711,301,9784,14581,2267,12314,"Plymouth County, Massachusetts",0,3238,2544,413,1062,356,3207,2082,933,2202
"G2500250","2014","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",767254,430565,167529,2398,66467,59,52596,47640,5524,42116,"Suffolk County, Massachusetts",0,6426,5036,1058,1385,108,6082,5304,2106,4743
"G2500270","2014","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",813475,694267,38156,1691,36870,136,16762,25593,3351,22242,"Worcester County, Massachusetts",0,4875,2066,482,1840,163,3807,3973,1352,3723
"G2600050","2014","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",113847,108042,1969,1214,685,0,602,1335,329,1006,"Allegan County, Michigan",0,611,363,344,289,165,421,557,226,543
"G2600170","2014","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",106179,100324,1742,171,578,0,547,2817,0,2817,"Bay County, Michigan",0,608,824,231,349,165,477,1067,165,1067
"G2600210","2014","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",155233,123053,23734,590,3178,71,1090,3517,255,3262,"Berrien County, Michigan",0,801,1012,303,320,106,661,1098,193,1058
"G2600250","2014","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",134878,111921,14443,1514,3010,0,412,3578,289,3289,"Calhoun County, Michigan",0,761,800,527,165,165,444,892,235,826
"G2600370","2014","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",77297,72363,1190,251,1258,0,254,1981,319,1662,"Clinton County, Michigan",0,425,494,204,253,165,203,569,336,528
"G2600450","2014","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",108579,93914,7068,349,2400,0,1841,3007,421,2586,"Eaton County, Michigan",0,764,806,215,152,165,733,941,335,872
"G2600490","2014","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",412895,309897,82783,2140,4512,103,1802,11658,585,11073,"Genesee County, Michigan",0,1075,2300,759,796,158,796,2852,273,2877
"G2600550","2014","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",90782,86081,1325,1266,696,0,288,1126,176,950,"Grand Traverse County, Michigan",0,625,202,448,254,165,345,722,340,603
"G2600650","2014","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",284582,215557,34039,999,15757,8,4899,13323,918,12405,"Ingham County, Michigan",0,1643,2065,518,1227,16,1494,2233,505,2130
"G2600730","2014","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",70616,62297,1767,2436,850,0,119,3147,265,2882,"Isabella County, Michigan",0,306,366,636,601,165,166,897,239,935
"G2600750","2014","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",159741,140018,13117,800,1395,0,927,3484,256,3228,"Jackson County, Michigan",0,580,815,305,291,165,645,821,194,807
"G2600770","2014","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",258818,211791,26981,810,6494,312,1349,11081,590,10491,"Kalamazoo County, Michigan",0,1391,1438,304,829,404,647,2033,723,2032
"G2600810","2014","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",629237,505196,61107,3912,16634,346,21438,20604,2840,17764,"Kent County, Michigan",0,5410,2574,1518,1513,333,5586,2948,1289,2477
"G2600870","2014","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",88153,84323,1236,844,0,0,603,1147,286,861,"Lapeer County, Michigan",0,728,143,538,165,165,560,700,298,569
"G2600910","2014","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",99047,91146,2607,173,281,0,2160,2680,245,2435,"Lenawee County, Michigan",0,935,415,255,198,165,926,674,196,646
"G2600930","2014","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",185596,179042,739,599,1798,0,757,2661,36,2625,"Livingston County, Michigan",0,914,509,319,351,165,881,747,49,754
"G2600990","2014","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",860112,708694,93015,2258,31872,0,4721,19552,1438,18114,"Macomb County, Michigan",0,1790,2165,1060,1176,165,1436,2470,756,2449
"G2601030","2014","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",67676,63182,1569,440,611,71,73,1730,217,1513,"Marquette County, Michigan",0,218,620,209,20,83,124,474,165,405
"G2601110","2014","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",83427,78212,1173,495,1928,47,314,1258,204,1054,"Midland County, Michigan",0,351,347,196,286,75,222,528,213,498
"G2601150","2014","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",149824,141651,3172,617,1218,0,908,2258,19,2239,"Monroe County, Michigan",0,970,578,409,218,165,973,754,34,756
"G2601210","2014","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",172344,139342,22352,1151,1189,36,678,7596,54,7542,"Muskegon County, Michigan",0,867,1475,575,477,60,432,1590,79,1576
"G2601250","2014","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",1237868,938992,172686,3026,81156,236,9607,32165,1865,30300,"Oakland County, Michigan",0,2526,3030,846,1411,261,2307,3584,782,3537
"G2601390","2014","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",276292,246469,4128,672,7607,0,11163,6253,829,5424,"Ottawa County, Michigan",0,2835,1011,324,819,165,2875,1509,489,1451
"G2601450","2014","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",195012,145658,35862,644,2685,0,4527,5636,1007,4629,"Saginaw County, Michigan",0,1835,1472,295,334,165,1651,1770,611,1554
"G2601470","2014","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",160078,150328,3230,278,1225,0,846,4171,346,3825,"St. Clair County, Michigan",0,779,544,191,200,165,528,815,442,651
"G2601550","2014","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",68933,66828,312,202,482,46,55,1008,33,975,"Shiawassee County, Michigan",0,153,269,191,418,77,63,428,55,424
"G2601590","2014","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",75199,64935,2761,331,522,35,3290,3325,898,2427,"Van Buren County, Michigan",0,916,325,242,30,60,798,928,532,654
"G2601610","2014","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",356874,265066,41152,571,31462,380,2755,15488,716,14772,"Washtenaw County, Michigan",0,1110,2260,278,862,346,917,2305,536,2344
"G2601630","2014","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",1764804,943701,690277,6835,53189,261,34084,36457,3303,33154,"Wayne County, Michigan",0,4141,3338,1095,2098,211,4321,3655,1156,3786
"G2700030","2014","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",341864,290868,17827,1656,13779,42,5587,12105,1755,10350,"Anoka County, Minnesota",0,1645,1718,590,1409,74,1542,2159,847,2222
"G2700130","2014","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",65385,59982,1578,271,1537,67,354,1596,77,1519,"Blue Earth County, Minnesota",0,307,751,98,363,102,293,826,129,819
"G2700190","2014","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",97338,90722,1273,183,2876,0,469,1815,0,1815,"Carver County, Minnesota",0,536,495,125,513,141,334,849,141,849
"G2700370","2014","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",412529,341455,22278,1171,19643,35,15966,11981,906,11075,"Dakota County, Minnesota",0,3204,1844,365,940,69,3257,2607,643,2442
"G2700530","2014","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",1212064,897706,150475,7753,85403,640,29845,40242,2787,37455,"Hennepin County, Minnesota",0,5231,3343,1469,1868,661,4750,3964,1148,3810
"G2701090","2014","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",150287,128107,8637,209,9795,0,1230,2309,0,2309,"Olmsted County, Minnesota",0,721,545,153,476,141,684,705,141,705
"G2701230","2014","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",532655,363344,60165,4149,73182,168,11501,20146,2149,17997,"Ramsey County, Minnesota",0,2592,2610,834,1345,183,2602,2980,884,2789
"G2701310","2014","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",65151,59331,3025,259,1242,45,551,698,16,682,"Rice County, Minnesota",0,584,173,145,315,64,579,381,29,379
"G2701370","2014","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",200949,185639,3353,4021,2036,122,602,5176,174,5002,"St. Louis County, Minnesota",0,459,696,814,378,151,375,1181,170,1133
"G2701390","2014","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",139672,119305,5466,1357,8599,492,1824,2629,273,2356,"Scott County, Minnesota",0,1134,1324,324,659,557,852,908,344,862
"G2701410","2014","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",91126,84714,1392,915,977,0,79,3049,12,3037,"Sherburne County, Minnesota",0,677,448,883,428,141,101,1223,20,1225
"G2701450","2014","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",152912,139382,6055,748,3203,0,1550,1974,164,1810,"Stearns County, Minnesota",0,929,441,212,512,141,940,804,137,777
"G2701630","2014","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",249283,216415,9359,1093,12465,97,1172,8682,509,8173,"Washington County, Minnesota",0,1108,1159,510,1261,156,599,1730,376,1669
"G2701710","2014","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",129918,123884,1624,205,1919,0,440,1846,119,1727,"Wright County, Minnesota",0,717,879,266,724,141,651,1081,176,1058
"G2800330","2014","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",170913,121169,42177,294,1393,21,1744,4115,513,3602,"DeSoto County, Mississippi",0,1163,1006,219,626,37,887,1028,356,987
"G2800350","2014","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",76330,45975,27722,0,434,0,171,2028,171,1857,"Forrest County, Mississippi",0,276,1385,206,323,206,217,1405,152,1398
"G2800470","2014","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",199058,136124,46670,709,4665,10,3937,6943,49,6894,"Harrison County, Mississippi",0,1925,2156,613,1044,22,1705,2262,81,2263
"G2800490","2014","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",243729,66752,172747,288,1882,0,97,1963,169,1794,"Hinds County, Mississippi",0,684,983,176,547,206,166,995,172,970
"G2800590","2014","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",141137,102257,31218,269,2822,0,1275,3296,235,3061,"Jackson County, Mississippi",0,927,1104,256,276,206,662,1017,301,947
"G2800670","2014","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",,,,,,,,,,,"Jones County, Mississippi",,,,,,,,,,
"G2800750","2014","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",79739,43195,34445,63,830,0,784,422,0,422,"Lauderdale County, Mississippi",0,578,832,80,777,206,673,307,206,307
"G2800810","2014","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",,,,,,,,,,,"Lee County, Mississippi",,,,,,,,,,
"G2800890","2014","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",101688,57326,39393,45,2434,0,2161,329,49,280,"Madison County, Mississippi",0,514,322,72,92,206,534,231,65,224
"G2801210","2014","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",148070,113334,30247,324,1941,0,534,1690,0,1690,"Rankin County, Mississippi",0,1410,864,185,206,206,676,1315,206,1315
"G2900190","2014","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",172717,140791,15427,906,6757,4,1233,7599,414,7185,"Boone County, Missouri",0,1177,1942,1108,932,10,829,2150,392,2110
"G2900210","2014","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",89486,78969,5806,211,685,42,794,2979,182,2797,"Buchanan County, Missouri",0,1168,963,99,439,102,810,900,244,866
"G2900310","2014","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",78043,68636,6248,227,995,101,238,1598,76,1522,"Cape Girardeau County, Missouri",0,340,468,140,289,179,249,605,128,598
"G2900370","2014","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",100889,93008,3839,491,802,0,478,2271,159,2112,"Cass County, Missouri",0,401,837,376,257,181,281,1069,186,1060
"G2900430","2014","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",82101,78458,635,729,578,328,645,728,0,728,"Christian County, Missouri",0,792,543,402,607,478,730,592,181,592
"G2900470","2014","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",233682,202489,13340,1050,4376,358,2987,9082,1427,7655,"Clay County, Missouri",0,1510,1283,685,991,454,1355,2062,1032,1861
"G2900510","2014","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",76557,61597,9128,349,717,0,2462,2304,157,2147,"Cole County, Missouri",0,1396,1410,257,540,181,1578,1171,130,1158
"G2900710","2014","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",,,,,,,,,,,"Franklin County, Missouri",,,,,,,,,,
"G2900770","2014","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",285865,260943,9994,701,4849,72,1040,8266,697,7569,"Greene County, Missouri",0,990,938,495,823,104,749,1603,816,1384
