GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGXGE001,AGXGE002,AGXGE003,AGXGE004,AGXGE005,AGXGE006,AGXGE007,AGXGE008,AGXGE009,AGXGE010,NAME_M,AGXGM001,AGXGM002,AGXGM003,AGXGM004,AGXGM005,AGXGM006,AGXGM007,AGXGM008,AGXGM009,AGXGM010
"G3900090","2017","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",66597,60444,2005,0,1868,141,308,1831,17,1814,"Athens County, Ohio",0,279,265,193,862,253,252,931,34,929
"G3900130","2017","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",68029,63314,2744,108,146,0,209,1508,34,1474,"Belmont County, Ohio",0,284,907,113,204,193,117,669,59,684
"G3900170","2017","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",380604,320733,29132,754,12742,15,4542,12686,550,12136,"Butler County, Ohio",0,2017,2214,549,851,29,1840,2863,626,2796
"G3900230","2017","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",134557,117139,11060,371,885,23,293,4786,95,4691,"Clark County, Ohio",0,635,1248,232,253,38,418,1342,149,1284
"G3900250","2017","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",204214,194700,3240,939,2696,192,0,2447,330,2117,"Clermont County, Ohio",0,380,860,300,462,327,193,1052,438,955
"G3900290","2017","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",,,,,,,,,,,"Columbiana County, Ohio",,,,,,,,,,
"G3900350","2017","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",1248514,776581,368034,3069,36335,343,22057,42095,4997,37098,"Cuyahoga County, Ohio",0,3999,3585,955,1988,438,3539,4517,1651,4223
"G3900410","2017","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",200464,174893,6380,109,13654,37,600,4791,244,4547,"Delaware County, Ohio",0,711,713,132,748,64,562,1084,281,1025
"G3900430","2017","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",74817,64350,7373,120,643,0,565,1766,234,1532,"Erie County, Ohio",0,625,1133,190,94,193,291,991,287,960
"G3900450","2017","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",154733,133891,12300,137,3148,58,1469,3730,369,3361,"Fairfield County, Ohio",0,852,987,237,78,102,1060,1136,347,1100
"G3900490","2017","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",1291981,857055,292363,3359,68794,386,23616,46408,3163,43245,"Franklin County, Ohio",0,4588,5548,1717,2097,332,4622,5606,1340,5303
"G3900550","2017","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",93918,90928,1434,83,636,0,89,748,0,748,"Geauga County, Ohio",0,237,396,103,309,193,134,515,193,515
"G3900570","2017","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",166752,142678,11028,252,5220,0,1530,6044,244,5800,"Greene County, Ohio",0,1163,939,310,912,193,1103,1320,252,1302
"G3900610","2017","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",813822,551344,206686,1218,21550,531,5978,26515,831,25684,"Hamilton County, Ohio",0,2487,3938,914,1636,294,2345,4370,559,4360
"G3900630","2017","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",75754,70351,1559,127,535,0,1007,2175,0,2175,"Hancock County, Ohio",0,761,683,195,607,193,564,970,193,970
"G3900810","2017","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",,,,,,,,,,,"Jefferson County, Ohio",,,,,,,,,,
"G3900850","2017","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",230117,209060,10129,356,2783,277,2707,4805,26,4779,"Lake County, Ohio",0,1339,875,300,665,458,1463,1166,43,1163
"G3900890","2017","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",173448,159169,7112,335,1386,0,598,4848,875,3973,"Licking County, Ohio",0,707,1121,294,1112,193,549,1418,1110,1158
"G3900930","2017","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",307924,261441,26032,1146,3369,0,2834,13102,886,12216,"Lorain County, Ohio",0,2853,2072,601,796,193,1341,2704,453,2658
"G3900950","2017","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",430887,310509,81970,1042,7345,323,10879,18819,2712,16107,"Lucas County, Ohio",0,2901,3089,505,1473,277,2995,3177,1192,3037
"G3900990","2017","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",229796,182971,32671,534,2517,44,2474,8585,537,8048,"Mahoning County, Ohio",0,1210,1568,507,345,77,1035,1901,532,1924
"G3901010","2017","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",64967,58229,3090,205,505,0,503,2435,138,2297,"Marion County, Ohio",0,433,816,157,614,193,440,638,234,595
"G3901030","2017","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",178371,170708,2818,7,2425,0,70,2343,0,2343,"Medina County, Ohio",0,595,700,18,375,193,85,911,193,911
"G3901090","2017","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",105122,98654,2654,95,1359,0,86,2274,0,2274,"Miami County, Ohio",0,148,846,112,527,193,118,910,193,910
"G3901130","2017","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",531542,386360,108059,882,12036,0,6007,18198,648,17550,"Montgomery County, Ohio",0,2264,2491,533,1013,193,2359,2714,411,2767
"G3901190","2017","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",,,,,,,,,,,"Muskingum County, Ohio",,,,,,,,,,
"G3901330","2017","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",162277,146259,6704,189,3136,147,1499,4343,0,4343,"Portage County, Ohio",0,630,1217,262,701,207,913,1236,193,1236
"G3901390","2017","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",120589,104149,10656,197,937,0,692,3958,539,3419,"Richland County, Ohio",0,768,1026,205,287,193,482,1204,552,1133
"G3901410","2017","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",,,,,,,,,,,"Ross County, Ohio",,,,,,,,,,
"G3901450","2017","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",75929,71443,2840,109,315,0,306,916,66,850,"Scioto County, Ohio",0,337,569,191,90,193,244,606,87,603
"G3901510","2017","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",372542,327731,24585,905,2389,43,1111,15778,1806,13972,"Stark County, Ohio",0,956,2074,560,918,76,785,2307,1474,2330
"G3901530","2017","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",541228,425327,80162,1516,18999,231,1345,13648,724,12924,"Summit County, Ohio",0,1132,2187,560,1435,320,811,2517,614,2509
"G3901550","2017","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",200380,176108,16576,231,1098,0,460,5907,617,5290,"Trumbull County, Ohio",0,821,1367,300,339,193,387,1648,744,1593
"G3901570","2017","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",,,,,,,,,,,"Tuscarawas County, Ohio",,,,,,,,,,
"G3901650","2017","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",228882,202530,7591,239,13617,0,683,4222,38,4184,"Warren County, Ohio",0,783,663,287,878,193,467,1032,47,1031
"G3901690","2017","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",116038,110156,857,97,1396,78,383,3071,544,2527,"Wayne County, Ohio",0,718,414,122,151,110,353,925,685,460
"G3901730","2017","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",130492,120274,3002,117,2477,0,1481,3141,614,2527,"Wood County, Ohio",0,782,534,101,339,193,775,823,411,704
"G4000170","2017","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",139926,113542,3583,5001,4209,152,3627,9812,771,9041,"Canadian County, Oklahoma",0,1428,752,1227,778,244,1547,1854,756,1910
"G4000270","2017","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",279641,215971,14026,10267,11945,0,5039,22393,1244,21149,"Cleveland County, Oklahoma",0,2881,1929,1590,1380,161,2930,2942,796,2714
"G4000310","2017","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",121526,75288,18354,6458,3241,657,3840,13688,585,13103,"Comanche County, Oklahoma",0,1757,2405,1412,657,574,1348,3075,732,3044
"G4000370","2017","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",71704,57182,2026,9108,244,80,140,2924,0,2924,"Creek County, Oklahoma",0,332,161,661,201,93,150,642,161,642
"G4001010","2017","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",69086,39840,7038,13225,498,0,2940,5545,20,5525,"Muskogee County, Oklahoma",0,613,540,1230,77,161,790,1349,35,1345
"G4001090","2017","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",787958,538530,119654,20086,27647,469,28068,53504,3378,50126,"Oklahoma County, Oklahoma",0,5680,2876,2714,1348,541,5145,4628,1481,4366
"G4001190","2017","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",81575,65736,3562,2879,2935,38,566,5859,44,5815,"Payne County, Oklahoma",0,646,365,922,739,67,625,1120,95,1117
"G4001250","2017","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",72226,54711,2070,11426,217,141,407,3254,24,3230,"Pottawatomie County, Oklahoma",0,495,543,1060,177,199,274,982,32,979
"G4001310","2017","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",91444,68092,996,11883,1401,96,1323,7653,170,7483,"Rogers County, Oklahoma",0,574,158,961,149,98,580,1074,223,1033
"G4001430","2017","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",646266,452715,65529,32603,22709,838,23822,48050,1993,46057,"Tulsa County, Oklahoma",0,3341,2097,2151,1348,41,3204,3336,768,3336
"G4001450","2017","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",78657,59093,2840,8343,1308,61,1143,5869,542,5327,"Wagoner County, Oklahoma",0,796,383,1017,226,130,562,1333,377,1228
"G4100030","2017","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",90951,76925,1049,375,6294,303,1763,4242,275,3967,"Benton County, Oregon",0,976,424,261,691,240,1123,1241,317,1257
"G4100050","2017","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",412672,363973,3126,3074,16813,1280,4805,19601,2465,17136,"Clackamas County, Oregon",0,3255,966,1216,1945,238,1808,3727,2601,2541
"G4100170","2017","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",186875,176539,1077,704,2751,292,893,4619,299,4320,"Deschutes County, Oregon",0,1217,286,498,845,431,910,1173,446,1080
"G4100190","2017","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",109405,100687,420,1091,697,35,788,5687,250,5437,"Douglas County, Oregon",0,852,260,422,504,68,580,1096,265,1083
"G4100290","2017","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",217479,199449,580,3339,3030,121,3051,7909,342,7567,"Jackson County, Oregon",0,1907,548,1222,621,154,1742,1393,376,1329
"G4100330","2017","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",86352,79914,361,1036,542,0,1196,3303,89,3214,"Josephine County, Oregon",0,1249,202,1013,420,207,1197,1286,157,1260
"G4100350","2017","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",66935,58719,629,2773,861,0,747,3206,438,2768,"Klamath County, Oregon",0,949,242,1194,349,207,555,1370,390,1294
"G4100390","2017","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",374748,323643,3667,1998,11318,887,11412,21823,2159,19664,"Lane County, Oregon",0,2918,1149,663,1385,537,2947,3176,932,2926
"G4100430","2017","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",125047,113855,335,1277,1995,0,2376,5209,796,4413,"Linn County, Oregon",0,1792,252,877,332,207,1605,1044,710,779
"G4100470","2017","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",341286,278886,3323,2584,7927,3187,23901,21478,1496,19982,"Marion County, Oregon",0,5571,1093,1209,1080,568,5251,3457,709,3265
"G4100510","2017","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",807555,626905,44359,8449,59897,5003,20461,42481,2838,39643,"Multnomah County, Oregon",0,5391,2901,1572,2076,769,5348,4360,961,4158
"G4100530","2017","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",83696,75900,1065,1399,2011,1188,725,1408,101,1307,"Polk County, Oregon",0,795,653,717,470,936,728,933,110,926
"G4100590","2017","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",76985,64373,946,3134,220,220,5265,2827,781,2046,"Umatilla County, Oregon",0,2769,130,614,207,177,2888,1036,713,738
"G4100670","2017","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",588957,446384,12620,3731,62424,1546,29680,32572,5446,27126,"Washington County, Oregon",0,6188,1487,1804,2349,1035,4906,3985,3243,3069
"G4100710","2017","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",105722,93261,1115,1492,1317,274,3752,4511,1159,3352,"Yamhill County, Oregon",0,2338,612,720,607,307,2060,1539,926,1211
"G4200010","2017","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",102336,94224,1192,0,1001,0,3024,2895,1069,1826,"Adams County, Pennsylvania",0,1192,469,179,272,179,1149,815,695,533
"G4200030","2017","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",1223048,974521,154620,1710,46876,437,5521,39363,2593,36770,"Allegheny County, Pennsylvania",0,2124,4755,665,1821,378,1849,4558,947,4398
"G4200050","2017","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",,,,,,,,,,,"Armstrong County, Pennsylvania",,,,,,,,,,
"G4200070","2017","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",166140,149367,9726,273,716,224,609,5225,212,5013,"Beaver County, Pennsylvania",0,620,1018,304,368,274,549,1331,383,1500
"G4200110","2017","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",417854,339051,27140,2530,6194,0,19329,23610,2644,20966,"Berks County, Pennsylvania",0,5336,3495,1446,675,179,4190,4720,1695,4426
"G4200130","2017","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",123457,117516,1839,86,506,0,748,2762,194,2568,"Blair County, Pennsylvania",0,581,585,151,328,179,583,590,227,542
"G4200170","2017","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",628341,552398,26163,926,31060,0,7345,10449,1621,8828,"Bucks County, Pennsylvania",0,2135,1220,421,1461,179,1785,2081,933,1852
"G4200190","2017","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",187108,179865,1322,28,2277,59,95,3462,234,3228,"Butler County, Pennsylvania",0,234,329,37,412,100,105,583,207,554
"G4200210","2017","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",133054,124342,4820,76,875,0,742,2199,366,1833,"Cambria County, Pennsylvania",0,348,818,108,134,179,426,895,226,934
"G4200250","2017","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",,,,,,,,,,,"Carbon County, Pennsylvania",,,,,,,,,,
"G4200270","2017","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",162660,141962,6749,148,11077,0,570,2154,384,1770,"Centre County, Pennsylvania",0,698,806,252,536,179,342,846,332,744
"G4200290","2017","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",519293,443075,29921,355,29680,64,6349,9849,820,9029,"Chester County, Pennsylvania",0,2536,1284,503,1022,113,2446,1565,362,1574
"G4200330","2017","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",79685,75051,3088,341,305,0,108,792,206,586,"Clearfield County, Pennsylvania",0,349,841,375,198,179,102,599,224,474
"G4200370","2017","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",,,,,,,,,,,"Columbia County, Pennsylvania",,,,,,,,,,
"G4200390","2017","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",86159,82305,2104,152,335,131,259,873,10,863,"Crawford County, Pennsylvania",0,253,302,78,220,231,181,321,19,319
"G4200410","2017","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",250066,219512,9314,479,10958,28,2805,6970,886,6084,"Cumberland County, Pennsylvania",0,1234,1669,334,747,49,944,1941,590,1875
"G4200430","2017","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",275710,194341,56338,567,11771,0,4360,8333,528,7805,"Dauphin County, Pennsylvania",0,2693,2972,332,1403,179,1888,2114,340,2121
