GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJKWE001,AJKWE002,AJKWE003,NAME_M,AJKWM001,AJKWM002,AJKWM003
"G3400250","2018","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",262157,236327,25830,"Monmouth County, New Jersey",512,2742,2650
"G3400270","2018","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",194256,181738,12518,"Morris County, New Jersey",740,2277,2213
"G3400290","2018","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",284918,228622,56296,"Ocean County, New Jersey",572,3160,3261
"G3400310","2018","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",177277,169521,7756,"Passaic County, New Jersey",419,1773,1706
"G3400330","2018","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",27608,23952,3656,"Salem County, New Jersey",376,1015,982
"G3400350","2018","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",127016,118729,8287,"Somerset County, New Jersey",415,1954,1936
"G3400370","2018","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",62472,53749,8723,"Sussex County, New Jersey",434,1618,1567
"G3400390","2018","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",202668,192021,10647,"Union County, New Jersey",439,2054,2026
"G3400410","2018","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",45558,41742,3816,"Warren County, New Jersey",202,1111,1056
"G3500010","2018","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",295208,270655,24553,"Bernalillo County, New Mexico",614,3583,3472
"G3500050","2018","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",27428,22616,4812,"Chaves County, New Mexico",321,1260,1220
"G3500130","2018","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",89060,80409,8651,"Doña Ana County, New Mexico",444,1710,1676
"G3500250","2018","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",26765,23215,3550,"Lea County, New Mexico",425,968,918
"G3500310","2018","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",26344,21449,4895,"McKinley County, New Mexico",118,655,653
"G3500350","2018","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",31843,23747,8096,"Otero County, New Mexico",467,1492,1346
"G3500430","2018","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",57318,53996,3322,"Sandoval County, New Mexico",378,1032,1030
"G3500450","2018","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",51273,43707,7566,"San Juan County, New Mexico",471,1245,1149
"G3500490","2018","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",73463,62707,10756,"Santa Fe County, New Mexico",382,1541,1562
"G3500610","2018","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",31409,28379,3030,"Valencia County, New Mexico",209,1042,1033
"G3600010","2018","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",142306,126578,15728,"Albany County, New York",841,2481,2301
"G3600050","2018","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",532509,507370,25139,"Bronx County, New York",1274,2944,2542
"G3600070","2018","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",91258,75539,15719,"Broome County, New York",797,2336,2241
"G3600090","2018","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",41648,32079,9569,"Cattaraugus County, New York",343,1105,1073
"G3600110","2018","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",37162,30083,7079,"Cayuga County, New York",460,1041,912
"G3600130","2018","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",67661,53429,14232,"Chautauqua County, New York",495,1794,1754
"G3600150","2018","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",38924,34325,4599,"Chemung County, New York",590,1210,1072
"G3600190","2018","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",36732,31392,5340,"Clinton County, New York",534,1414,1288
"G3600270","2018","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",121187,108071,13116,"Dutchess County, New York",863,2214,2049
"G3600290","2018","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",429704,390341,39363,"Erie County, New York",1589,4209,3880
"G3600450","2018","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",60041,44657,15384,"Jefferson County, New York",525,1987,1925
"G3600470","2018","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",1053667,969317,84350,"Kings County, New York",1876,5651,5176
"G3600510","2018","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",27616,23746,3870,"Livingston County, New York",452,1054,968
"G3600530","2018","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",32391,26127,6264,"Madison County, New York",268,1315,1302
"G3600550","2018","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",329236,301668,27568,"Monroe County, New York",1211,2889,2658
"G3600590","2018","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",473454,447123,26331,"Nassau County, New York",611,3118,3151
"G3600610","2018","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",886282,752258,134024,"New York County, New York",2603,9358,8940
"G3600630","2018","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",100617,89765,10852,"Niagara County, New York",442,1815,1865
"G3600650","2018","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",105447,88871,16576,"Oneida County, New York",795,1761,1697
"G3600670","2018","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",209344,185046,24298,"Onondaga County, New York",1044,2584,2377
"G3600690","2018","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",51224,44079,7145,"Ontario County, New York",269,1553,1476
"G3600710","2018","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",144234,128259,15975,"Orange County, New York",930,2556,2282
"G3600750","2018","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",54624,46270,8354,"Oswego County, New York",401,1427,1433
"G3600790","2018","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",38679,35425,3254,"Putnam County, New York",287,1053,1005
"G3600810","2018","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",865809,788110,77699,"Queens County, New York",1210,4493,4636
"G3600830","2018","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",73266,64614,8652,"Rensselaer County, New York",530,1585,1496
"G3600850","2018","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",181186,167441,13745,"Richmond County, New York",571,2183,2113
"G3600870","2018","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",106723,99502,7221,"Rockland County, New York",333,1638,1631
"G3600890","2018","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",53374,41680,11694,"St. Lawrence County, New York",677,1492,1145
"G3600910","2018","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",107379,94156,13223,"Saratoga County, New York",387,2358,2329
"G3600930","2018","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",69948,55262,14686,"Schenectady County, New York",404,2067,2031
"G3601010","2018","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",49684,40578,9106,"Steuben County, New York",272,1158,1131
"G3601030","2018","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",576845,496784,80061,"Suffolk County, New York",834,4540,4419
"G3601050","2018","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",50941,28900,22041,"Sullivan County, New York",420,1706,1639
"G3601090","2018","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",43883,40250,3633,"Tompkins County, New York",716,1478,1139
"G3601110","2018","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",85431,69154,16277,"Ulster County, New York",683,2116,2020
"G3601130","2018","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",40207,28007,12200,"Warren County, New York",219,1304,1305
"G3601170","2018","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",41788,35927,5861,"Wayne County, New York",288,1087,1029
"G3601190","2018","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",375864,352498,23366,"Westchester County, New York",1371,3458,2835
"G3700010","2018","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",71655,64700,6955,"Alamance County, North Carolina",231,1430,1434
"G3700190","2018","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",92284,56752,35532,"Brunswick County, North Carolina",305,2253,2223
"G3700210","2018","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",126577,108411,18166,"Buncombe County, North Carolina",599,2722,2662
"G3700230","2018","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",41316,36157,5159,"Burke County, North Carolina",577,1207,1161
"G3700250","2018","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",80867,73751,7116,"Cabarrus County, North Carolina",290,1669,1651
"G3700270","2018","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",38062,31544,6518,"Caldwell County, North Carolina",251,1404,1379
"G3700310","2018","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",50719,28720,21999,"Carteret County, North Carolina",152,1584,1585
"G3700350","2018","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",69249,62861,6388,"Catawba County, North Carolina",347,1748,1733
"G3700370","2018","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",33007,28343,4664,"Chatham County, North Carolina",135,1301,1312
"G3700450","2018","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",43673,34574,9099,"Cleveland County, North Carolina",162,1537,1535
"G3700490","2018","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",47453,40412,7041,"Craven County, North Carolina",585,1567,1431
"G3700510","2018","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",147123,127911,19212,"Cumberland County, North Carolina",831,2211,1915
"G3700570","2018","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",75593,68761,6832,"Davidson County, North Carolina",306,1714,1691
"G3700630","2018","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",138960,127527,11433,"Durham County, North Carolina",801,2442,2208
"G3700670","2018","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",166941,150437,16504,"Forsyth County, North Carolina",839,2389,2321
"G3700690","2018","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",29018,26380,2638,"Franklin County, North Carolina",237,1057,1042
"G3700710","2018","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",93885,84999,8886,"Gaston County, North Carolina",418,1888,1827
"G3700810","2018","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",230468,209842,20626,"Guilford County, North Carolina",966,2869,2917
"G3700850","2018","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",52561,46015,6546,"Harnett County, North Carolina",197,1387,1353
"G3700890","2018","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",58099,49514,8585,"Henderson County, North Carolina",223,1551,1564
"G3700970","2018","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",75611,68328,7283,"Iredell County, North Carolina",147,1398,1389
"G3701010","2018","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",77354,70001,7353,"Johnston County, North Carolina",198,1947,1910
"G3701090","2018","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",36768,34233,2535,"Lincoln County, North Carolina",212,909,849
"G3701190","2018","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",454104,418135,35969,"Mecklenburg County, North Carolina",770,4115,4108
"G3701250","2018","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",47931,40756,7175,"Moore County, North Carolina",253,1706,1811
"G3701270","2018","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",43152,37767,5385,"Nash County, North Carolina",246,1458,1484
"G3701290","2018","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",113231,98151,15080,"New Hanover County, North Carolina",569,2425,2383
"G3701330","2018","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",80259,66834,13425,"Onslow County, North Carolina",631,2424,2385
"G3701350","2018","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",59198,53959,5239,"Orange County, North Carolina",696,1460,1245
"G3701470","2018","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",80244,69288,10956,"Pitt County, North Carolina",459,2143,2083
"G3701510","2018","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",62628,54783,7845,"Randolph County, North Carolina",280,1754,1803
"G3701550","2018","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",53186,46026,7160,"Robeson County, North Carolina",405,984,826
"G3701570","2018","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",44290,37476,6814,"Rockingham County, North Carolina",200,1540,1533
"G3701590","2018","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",61973,53806,8167,"Rowan County, North Carolina",463,1929,1904
"G3701610","2018","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",34473,26305,8168,"Rutherford County, North Carolina",237,1704,1703
"G3701710","2018","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",34263,29230,5033,"Surry County, North Carolina",182,1096,1119
"G3701790","2018","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",82559,77696,4863,"Union County, North Carolina",180,1503,1505
"G3701830","2018","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",441828,408473,33355,"Wake County, North Carolina",821,3824,3774
"G3701910","2018","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",54467,49019,5448,"Wayne County, North Carolina",251,1504,1515
"G3701930","2018","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",33642,30123,3519,"Wilkes County, North Carolina",146,1023,1024
"G3701950","2018","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",36316,31817,4499,"Wilson County, North Carolina",261,1072,982
"G3800150","2018","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",43159,40736,2423,"Burleigh County, North Dakota",377,1163,1048
"G3800170","2018","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",83903,74343,9560,"Cass County, North Dakota",318,2610,2596
"G3800350","2018","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",33393,30916,2477,"Grand Forks County, North Dakota",402,958,848
"G3801010","2018","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",33203,27887,5316,"Ward County, North Dakota",270,1494,1412
"G3900030","2018","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",45192,41204,3988,"Allen County, Ohio",387,1056,990
"G3900070","2018","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",46198,35445,10753,"Ashtabula County, Ohio",332,1483,1431
"G3900090","2018","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",26681,22533,4148,"Athens County, Ohio",589,1137,1012
"G3900130","2018","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",32159,24742,7417,"Belmont County, Ohio",285,1335,1298
"G3900170","2018","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",152725,143040,9685,"Butler County, Ohio",531,2130,2107
"G3900230","2018","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",61307,55327,5980,"Clark County, Ohio",309,1237,1203
"G3900250","2018","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",83786,77920,5866,"Clermont County, Ohio",373,1672,1690
"G3900290","2018","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",46848,41884,4964,"Columbiana County, Ohio",335,1180,1119
"G3900350","2018","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",617923,542122,75801,"Cuyahoga County, Ohio",1200,4648,4682
"G3900410","2018","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",74534,70501,4033,"Delaware County, Ohio",273,1376,1446
"G3900430","2018","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",37907,31675,6232,"Erie County, Ohio",208,1177,1183
"G3900450","2018","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",61550,55934,5616,"Fairfield County, Ohio",472,1413,1344
"G3900490","2018","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",559933,519468,40465,"Franklin County, Ohio",1353,4049,3763
"G3900550","2018","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",37335,35387,1948,"Geauga County, Ohio",118,804,790
"G3900570","2018","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",70856,66053,4803,"Greene County, Ohio",496,1401,1272
"G3900610","2018","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",380048,344562,35486,"Hamilton County, Ohio",765,3568,3332
"G3900630","2018","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",34372,31606,2766,"Hancock County, Ohio",256,1123,1035
"G3900810","2018","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",32470,27292,5178,"Jefferson County, Ohio",305,1192,1180
"G3900850","2018","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",103306,96577,6729,"Lake County, Ohio",341,1608,1589
"G3900890","2018","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",71052,62237,8815,"Licking County, Ohio",358,1461,1512
"G3900930","2018","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",131931,121344,10587,"Lorain County, Ohio",511,1986,1896
"G3900950","2018","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",203491,178289,25202,"Lucas County, Ohio",668,2709,2630
"G3900990","2018","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",111318,97365,13953,"Mahoning County, Ohio",1074,2155,1931
"G3901010","2018","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",27907,24205,3702,"Marion County, Ohio",340,1039,978
"G3901030","2018","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",73043,70609,2434,"Medina County, Ohio",297,1062,1059
"G3901090","2018","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",44352,41148,3204,"Miami County, Ohio",143,996,1023
"G3901130","2018","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",254821,224225,30596,"Montgomery County, Ohio",1241,3304,3006
"G3901190","2018","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",37948,34471,3477,"Muskingum County, Ohio",259,1189,1097
"G3901330","2018","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",69335,60801,8534,"Portage County, Ohio",484,1712,1721
"G3901390","2018","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",54173,48105,6068,"Richland County, Ohio",580,1434,1328
"G3901410","2018","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",32070,29779,2291,"Ross County, Ohio",384,1145,1053
"G3901450","2018","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",34514,28719,5795,"Scioto County, Ohio",337,1277,1277
"G3901510","2018","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",166991,152210,14781,"Stark County, Ohio",547,2357,2244
"G3901530","2018","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",246191,226243,19948,"Summit County, Ohio",699,2658,2680
"G3901550","2018","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",95669,83303,12366,"Trumbull County, Ohio",341,2086,2071
"G3901570","2018","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",40234,36740,3494,"Tuscarawas County, Ohio",166,1304,1254
"G3901650","2018","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",88444,83540,4904,"Warren County, Ohio",846,1571,1323
"G3901690","2018","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",46732,43908,2824,"Wayne County, Ohio",480,943,989
"G3901730","2018","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",54092,50694,3398,"Wood County, Ohio",594,1077,931
"G4000170","2018","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",48974,45344,3630,"Canadian County, Oklahoma",312,1016,967
"G4000270","2018","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",116901,110775,6126,"Cleveland County, Oklahoma",735,1611,1490
"G4000310","2018","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",51688,42489,9199,"Comanche County, Oklahoma",700,2060,1821
"G4000370","2018","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",30778,26957,3821,"Creek County, Oklahoma",194,603,569
