GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJKWE001,AJKWE002,AJKWE003,NAME_M,AJKWM001,AJKWM002,AJKWM003
"G2200630","2018","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",58285,49084,9201,"Livingston Parish, Louisiana",237,1957,1976
"G2200710","2018","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",191620,155104,36516,"Orleans Parish, Louisiana",1025,2460,2289
"G2200730","2018","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",69035,55599,13436,"Ouachita Parish, Louisiana",763,2304,2147
"G2200790","2018","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",58400,48915,9485,"Rapides Parish, Louisiana",484,1824,1711
"G2200970","2018","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",36932,29965,6967,"St. Landry Parish, Louisiana",191,1370,1330
"G2201030","2018","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",104838,93589,11249,"St. Tammany Parish, Louisiana",310,2098,2104
"G2201050","2018","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",56367,47401,8966,"Tangipahoa Parish, Louisiana",200,2208,2195
"G2201090","2018","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",45709,37911,7798,"Terrebonne Parish, Louisiana",193,1698,1710
"G2300010","2018","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",50052,44897,5155,"Androscoggin County, Maine",362,1416,1430
"G2300030","2018","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",39986,29931,10055,"Aroostook County, Maine",302,947,930
"G2300050","2018","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",145725,123485,22240,"Cumberland County, Maine",512,2256,2134
"G2300110","2018","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",62913,54299,8614,"Kennebec County, Maine",323,1620,1554
"G2300190","2018","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",76144,61765,14379,"Penobscot County, Maine",461,1822,1781
"G2300310","2018","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",111043,88416,22627,"York County, Maine",382,2661,2580
"G2400010","2018","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",32830,27190,5640,"Allegany County, Maryland",715,1512,1260
"G2400030","2018","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",226432,212687,13745,"Anne Arundel County, Maryland",698,2121,2274
"G2400050","2018","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",337245,313259,23986,"Baltimore County, Maryland",873,2930,2896
"G2400090","2018","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",35420,32145,3275,"Calvert County, Maryland",133,1055,1054
"G2400130","2018","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",63725,60371,3354,"Carroll County, Maryland",482,1279,1129
"G2400150","2018","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",42674,36620,6054,"Cecil County, Maryland",130,1435,1447
"G2400170","2018","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",61244,56947,4297,"Charles County, Maryland",319,1438,1451
"G2400210","2018","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",99032,95903,3129,"Frederick County, Maryland",449,1096,1017
"G2400250","2018","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",100963,94802,6161,"Harford County, Maryland",352,1608,1605
"G2400270","2018","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",120822,116903,3919,"Howard County, Maryland",351,1234,1241
"G2400310","2018","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",390673,368334,22339,"Montgomery County, Maryland",469,3409,3363
"G2400330","2018","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",333858,315759,18099,"Prince George's County, Maryland",752,2100,2028
"G2400370","2018","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",45998,41239,4759,"St. Mary's County, Maryland",447,1509,1345
"G2400430","2018","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",61621,56306,5315,"Washington County, Maryland",582,1343,1235
"G2400450","2018","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",42469,38084,4385,"Wicomico County, Maryland",583,1426,1299
"G2405100","2018","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",293633,237204,56429,"Baltimore city, Maryland",1076,3359,3282
"G2500010","2018","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",164329,86671,77658,"Barnstable County, Massachusetts",285,2983,3003
"G2500030","2018","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",69393,55212,14181,"Berkshire County, Massachusetts",468,1795,1718
"G2500050","2018","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",236308,215132,21176,"Bristol County, Massachusetts",561,2834,2791
"G2500090","2018","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",313969,295481,18488,"Essex County, Massachusetts",780,2547,2502
"G2500110","2018","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",34164,30391,3773,"Franklin County, Massachusetts",369,875,792
"G2500130","2018","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",193880,178678,15202,"Hampden County, Massachusetts",773,2153,2124
"G2500150","2018","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",64058,58902,5156,"Hampshire County, Massachusetts",746,1585,1337
"G2500170","2018","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",641484,612224,29260,"Middlesex County, Massachusetts",1436,4157,3614
"G2500210","2018","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",280289,267880,12409,"Norfolk County, Massachusetts",709,2214,2079
"G2500230","2018","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",208087,189304,18783,"Plymouth County, Massachusetts",837,3054,2783
"G2500250","2018","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",342069,315049,27020,"Suffolk County, Massachusetts",1526,3110,2922
"G2500270","2018","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",336474,308831,27643,"Worcester County, Massachusetts",919,3525,3207
"G2600050","2018","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",51517,43992,7525,"Allegan County, Michigan",251,1368,1343
"G2600170","2018","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",48345,44469,3876,"Bay County, Michigan",274,1080,1112
"G2600210","2018","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",77645,64783,12862,"Berrien County, Michigan",429,1365,1211
"G2600250","2018","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",60879,53914,6965,"Calhoun County, Michigan",446,1330,1135
"G2600370","2018","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",31967,29783,2184,"Clinton County, Michigan",197,784,766
"G2600450","2018","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",47669,44879,2790,"Eaton County, Michigan",351,934,910
"G2600490","2018","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",192614,169469,23145,"Genesee County, Michigan",437,2391,2364
"G2600550","2018","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",44513,36782,7731,"Grand Traverse County, Michigan",299,1760,1767
"G2600650","2018","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",124135,112170,11965,"Ingham County, Michigan",670,2008,1976
"G2600730","2018","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",29272,25367,3905,"Isabella County, Michigan",356,975,866
"G2600750","2018","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",69696,62598,7098,"Jackson County, Michigan",475,1720,1662
"G2600770","2018","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",112806,104234,8572,"Kalamazoo County, Michigan",653,1997,1767
"G2600810","2018","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",257399,244046,13353,"Kent County, Michigan",660,2669,2599
"G2600870","2018","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",36804,33560,3244,"Lapeer County, Michigan",185,981,979
"G2600910","2018","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",43877,38388,5489,"Lenawee County, Michigan",366,1194,1172
"G2600930","2018","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",77018,72676,4342,"Livingston County, Michigan",325,1122,1038
"G2600990","2018","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",367934,347508,20426,"Macomb County, Michigan",491,2620,2795
"G2601030","2018","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",34937,26328,8609,"Marquette County, Michigan",339,1167,1127
"G2601110","2018","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",37115,34091,3024,"Midland County, Michigan",227,844,800
"G2601150","2018","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",64803,61586,3217,"Monroe County, Michigan",290,1101,1086
"G2601210","2018","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",74301,67196,7105,"Muskegon County, Michigan",616,1329,1281
"G2601250","2018","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",542836,503645,39191,"Oakland County, Michigan",607,3953,3769
"G2601390","2018","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",110839,103438,7401,"Ottawa County, Michigan",482,1947,1815
"G2601450","2018","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",87810,78740,9070,"Saginaw County, Michigan",631,1414,1368
"G2601470","2018","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",72380,65751,6629,"St. Clair County, Michigan",431,1482,1381
"G2601550","2018","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",30272,28218,2054,"Shiawassee County, Michigan",182,620,591
"G2601590","2018","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",37379,28607,8772,"Van Buren County, Michigan",276,1337,1331
"G2601610","2018","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",151576,143072,8504,"Washtenaw County, Michigan",827,1755,1637
"G2601630","2018","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",815884,687546,128338,"Wayne County, Michigan",911,4917,4811
"G2700030","2018","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",133184,128140,5044,"Anoka County, Minnesota",304,1393,1378
"G2700130","2018","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",28815,26362,2453,"Blue Earth County, Minnesota",345,855,751
"G2700190","2018","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",38848,36925,1923,"Carver County, Minnesota",123,929,907
"G2700370","2018","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",168122,162496,5626,"Dakota County, Minnesota",296,1249,1251
"G2700530","2018","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",537775,508964,28811,"Hennepin County, Minnesota",948,3587,3398
"G2701090","2018","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",66669,63462,3207,"Olmsted County, Minnesota",543,1096,893
"G2701230","2018","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",220680,209287,11393,"Ramsey County, Minnesota",713,2101,1973
"G2701310","2018","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",25131,23358,1773,"Rice County, Minnesota",538,783,574
"G2701370","2018","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",105006,84370,20636,"St. Louis County, Minnesota",616,1926,1933
"G2701390","2018","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",51942,50040,1902,"Scott County, Minnesota",141,1031,1001
"G2701410","2018","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",34301,32033,2268,"Sherburne County, Minnesota",339,865,897
"G2701450","2018","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",65280,58510,6770,"Stearns County, Minnesota",529,1538,1453
"G2701630","2018","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",99481,96387,3094,"Washington County, Minnesota",526,1277,1224
"G2701710","2018","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",52464,48863,3601,"Wright County, Minnesota",181,843,827
"G2800330","2018","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",68524,63075,5449,"DeSoto County, Mississippi",291,1642,1554
"G2800350","2018","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",33218,27248,5970,"Forrest County, Mississippi",436,1513,1449
"G2800470","2018","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",93896,82375,11521,"Harrison County, Mississippi",667,2255,2171
"G2800490","2018","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",104339,85483,18856,"Hinds County, Mississippi",538,2220,2129
"G2800590","2018","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",62727,51659,11068,"Jackson County, Mississippi",327,2358,2294
"G2800670","2018","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",29143,25098,4045,"Jones County, Mississippi",239,1254,1279
"G2800750","2018","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",35349,29993,5356,"Lauderdale County, Mississippi",383,1432,1308
"G2800810","2018","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",37051,32527,4524,"Lee County, Mississippi",219,1164,1130
"G2800890","2018","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",44040,40229,3811,"Madison County, Mississippi",550,1467,1351
"G2801210","2018","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",61489,55483,6006,"Rankin County, Mississippi",918,1717,1602
"G2900190","2018","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",78945,72217,6728,"Boone County, Missouri",484,1620,1580
"G2900210","2018","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",38800,33621,5179,"Buchanan County, Missouri",405,1285,1285
"G2900310","2018","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",34210,28675,5535,"Cape Girardeau County, Missouri",376,1233,1184
"G2900370","2018","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",42442,40197,2245,"Cass County, Missouri",135,905,902
"G2900430","2018","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",34792,31421,3371,"Christian County, Missouri",117,1196,1199
"G2900470","2018","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",98914,91901,7013,"Clay County, Missouri",355,1902,1847
"G2900510","2018","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",33502,29593,3909,"Cole County, Missouri",364,1324,1205
"G2900710","2018","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",45538,40387,5151,"Franklin County, Missouri",157,1353,1348
"G2900770","2018","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",134555,128691,5864,"Greene County, Missouri",1054,1842,1449
"G2900950","2018","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",325973,288752,37221,"Jackson County, Missouri",640,3533,3419
"G2900970","2018","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",51798,47846,3952,"Jasper County, Missouri",248,957,1000
"G2900990","2018","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",91634,85892,5742,"Jefferson County, Missouri",321,1528,1530
"G2901650","2018","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",42374,40086,2288,"Platte County, Missouri",253,969,947
"G2901830","2018","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",156335,149951,6384,"St. Charles County, Missouri",555,1706,1593
"G2901870","2018","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",30242,25670,4572,"St. Francois County, Missouri",431,1485,1292
"G2901890","2018","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",441936,408117,33819,"St. Louis County, Missouri",723,3880,3890
"G2905100","2018","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",177169,144295,32874,"St. Louis city, Missouri",1183,2502,2638
"G3000130","2018","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",39037,35558,3479,"Cascade County, Montana",367,942,806
"G3000290","2018","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",49088,38372,10716,"Flathead County, Montana",221,1694,1685
"G3000310","2018","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",51000,44423,6577,"Gallatin County, Montana",341,1405,1290
"G3000490","2018","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",31784,27842,3942,"Lewis and Clark County, Montana",330,1037,978
"G3000630","2018","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",54922,50401,4521,"Missoula County, Montana",480,1212,1179
"G3001110","2018","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",72400,66805,5595,"Yellowstone County, Montana",354,1731,1711
"G3100550","2018","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",237325,220858,16467,"Douglas County, Nebraska",732,2346,2161
"G3101090","2018","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",133465,125917,7548,"Lancaster County, Nebraska",656,1786,1677
"G3101530","2018","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",69957,66273,3684,"Sarpy County, Nebraska",154,1240,1208
"G3200030","2018","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",913385,808605,104780,"Clark County, Nevada",633,5626,5628
"G3200310","2018","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",201065,185709,15356,"Washoe County, Nevada",560,2535,2485
"G3300050","2018","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",35724,30208,5516,"Cheshire County, New Hampshire",400,1282,1169
"G3300090","2018","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",53071,35394,17677,"Grafton County, New Hampshire",400,1623,1591
"G3300110","2018","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",172044,161649,10395,"Hillsborough County, New Hampshire",550,2405,2262
"G3300130","2018","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",65246,58521,6725,"Merrimack County, New Hampshire",662,1287,1149
"G3300150","2018","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",133207,119467,13740,"Rockingham County, New Hampshire",328,2346,2341
"G3300170","2018","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",54311,48393,5918,"Strafford County, New Hampshire",635,1525,1393
"G3400010","2018","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",128408,96981,31427,"Atlantic County, New Jersey",581,2649,2649
"G3400030","2018","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",359241,339953,19288,"Bergen County, New Jersey",765,2811,2715
"G3400050","2018","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",179900,166698,13202,"Burlington County, New Jersey",2535,3189,2121
"G3400070","2018","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",206109,188840,17269,"Camden County, New Jersey",481,2558,2446
"G3400090","2018","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",99427,39208,60219,"Cape May County, New Jersey",542,2517,2353
"G3400110","2018","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",56497,50034,6463,"Cumberland County, New Jersey",1243,1841,1350
"G3400130","2018","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",318814,289921,28893,"Essex County, New Jersey",1023,2891,2684
"G3400150","2018","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",113907,101414,12493,"Gloucester County, New Jersey",310,2242,2213
"G3400170","2018","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",284124,263924,20200,"Hudson County, New Jersey",576,2261,2237
"G3400190","2018","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",50454,47733,2721,"Hunterdon County, New Jersey",266,966,974
"G3400210","2018","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",145132,132980,12152,"Mercer County, New Jersey",796,1977,1969
"G3400230","2018","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",302255,285480,16775,"Middlesex County, New Jersey",1191,3044,2730
