GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MDGE001,MDGE002,MDGE003,NAME_M,MDGM001,MDGM002,MDGM003
"G3500050","2011","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",26217,23447,2770,"Chaves County, New Mexico",1156,1252,1073
"G3500130","2011","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",82967,75078,7889,"Doña Ana County, New Mexico",463,1950,1912
"G3500250","2011","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",24939,20824,4115,"Lea County, New Mexico",229,914,868
"G3500310","2011","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",25716,16949,8767,"McKinley County, New Mexico",99,968,975
"G3500350","2011","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",31062,25312,5750,"Otero County, New Mexico",364,1557,1555
"G3500430","2011","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",53054,47482,5572,"Sandoval County, New Mexico",309,1650,1660
"G3500450","2011","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",49974,42224,7750,"San Juan County, New Mexico",375,1276,1196
"G3500490","2011","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",72231,60935,11296,"Santa Fe County, New Mexico",551,2043,1992
"G3500610","2011","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",30561,27481,3080,"Valencia County, New Mexico",913,1141,952
"G3600010","2011","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",138192,122551,15641,"Albany County, New York",814,2395,2328
"G3600050","2011","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",512320,467138,45182,"Bronx County, New York",1192,3746,3648
"G3600070","2011","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",90667,79727,10940,"Broome County, New York",552,1769,1768
"G3600090","2011","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",41141,31938,9203,"Cattaraugus County, New York",286,1016,991
"G3600110","2011","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",36531,31533,4998,"Cayuga County, New York",403,800,753
"G3600130","2011","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",67001,56033,10968,"Chautauqua County, New York",470,1653,1559
"G3600150","2011","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",38371,35644,2727,"Chemung County, New York",1596,1624,926
"G3600190","2011","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",36089,32323,3766,"Clinton County, New York",378,965,886
"G3600270","2011","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",119432,107263,12169,"Dutchess County, New York",856,2057,1845
"G3600290","2011","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",419402,379687,39715,"Erie County, New York",1180,3248,3049
"G3600450","2011","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",58228,46322,11906,"Jefferson County, New York",454,1547,1531
"G3600470","2011","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",1001296,901062,100234,"Kings County, New York",1296,4812,4493
"G3600510","2011","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",27361,24342,3019,"Livingston County, New York",400,1011,857
"G3600530","2011","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",32039,26805,5234,"Madison County, New York",302,1246,1162
"G3600550","2011","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",321846,296558,25288,"Monroe County, New York",1163,3062,2924
"G3600590","2011","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",468651,442039,26612,"Nassau County, New York",755,2626,2603
"G3600610","2011","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",846177,728520,117657,"New York County, New York",2640,8731,8459
"G3600630","2011","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",99355,87848,11507,"Niagara County, New York",575,1743,1721
"G3600650","2011","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",104244,91133,13111,"Oneida County, New York",835,2027,1917
"G3600670","2011","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",202544,181113,21431,"Onondaga County, New York",1032,2360,2138
"G3600690","2011","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",48667,45029,3638,"Ontario County, New York",325,971,932
"G3600710","2011","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",137574,125643,11931,"Orange County, New York",613,2104,1994
"G3600750","2011","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",53601,44297,9304,"Oswego County, New York",384,1561,1502
"G3600790","2011","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",38423,35352,3071,"Putnam County, New York",406,1032,1062
"G3600810","2011","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",832195,764825,67370,"Queens County, New York",1136,5223,5102
"G3600830","2011","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",71835,62712,9123,"Rensselaer County, New York",463,1756,1662
"G3600850","2011","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",176821,161785,15036,"Richmond County, New York",768,2239,2140
"G3600870","2011","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",104539,98214,6325,"Rockland County, New York",447,1461,1411
"G3600890","2011","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",52283,40937,11346,"St. Lawrence County, New York",766,1316,1172
"G3600910","2011","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",99507,90230,9277,"Saratoga County, New York",387,1574,1585
"G3600930","2011","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",68363,57691,10672,"Schenectady County, New York",392,1931,1871
"G3601010","2011","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",49078,41843,7235,"Steuben County, New York",283,1091,1059
"G3601030","2011","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",573034,500776,72258,"Suffolk County, New York",1035,4107,4107
"G3601050","2011","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",49361,27431,21930,"Sullivan County, New York",409,1721,1649
"G3601090","2011","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",41783,39145,2638,"Tompkins County, New York",726,1343,1048
"G3601110","2011","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",83852,69127,14725,"Ulster County, New York",1573,2614,2055
"G3601130","2011","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",38949,27884,11065,"Warren County, New York",194,1383,1367
"G3601170","2011","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",41195,36428,4767,"Wayne County, New York",344,1259,1206
"G3601190","2011","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",371637,343481,28156,"Westchester County, New York",1428,2979,2715
"G3700010","2011","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",67074,60824,6250,"Alamance County, North Carolina",230,1547,1530
"G3700190","2011","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",78414,46277,32137,"Brunswick County, North Carolina",278,3616,3652
"G3700210","2011","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",114390,101507,12883,"Buncombe County, North Carolina",518,2365,2300
"G3700230","2011","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",41036,33685,7351,"Burke County, North Carolina",545,1538,1498
"G3700250","2011","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",73115,65324,7791,"Cabarrus County, North Carolina",224,2007,2006
"G3700270","2011","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",37840,32122,5718,"Caldwell County, North Carolina",233,1430,1371
"G3700310","2011","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",48468,28071,20397,"Carteret County, North Carolina",133,2217,2222
"G3700350","2011","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",67922,56378,11544,"Catawba County, North Carolina",270,1888,1817
"G3700450","2011","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",43472,36513,6959,"Cleveland County, North Carolina",186,1810,1796
"G3700490","2011","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",45332,38592,6740,"Craven County, North Carolina",666,2086,1914
"G3700510","2011","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",137167,119402,17765,"Cumberland County, North Carolina",712,2560,2517
"G3700570","2011","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",73080,65227,7853,"Davidson County, North Carolina",171,2360,2344
"G3700630","2011","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",122023,110908,11115,"Durham County, North Carolina",813,2158,1890
"G3700670","2011","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",157727,138511,19216,"Forsyth County, North Carolina",493,3053,2946
"G3700710","2011","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",89143,79593,9550,"Gaston County, North Carolina",360,1997,1915
"G3700810","2011","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",219712,197636,22076,"Guilford County, North Carolina",774,3168,3059
"G3700850","2011","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",47307,41582,5725,"Harnett County, North Carolina",207,1439,1411
"G3700890","2011","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",55383,43481,11902,"Henderson County, North Carolina",198,1948,1969
"G3700970","2011","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",69164,59952,9212,"Iredell County, North Carolina",174,2587,2584
"G3701010","2011","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",68540,59933,8607,"Johnston County, North Carolina",258,2297,2256
"G3701090","2011","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",33956,28730,5226,"Lincoln County, North Carolina",138,1493,1456
"G3701190","2011","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",399453,362341,37112,"Mecklenburg County, North Carolina",711,3976,3864
"G3701250","2011","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",44462,35673,8789,"Moore County, North Carolina",169,1867,1845
"G3701270","2011","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",42468,36805,5663,"Nash County, North Carolina",325,1407,1306
"G3701290","2011","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",101824,87323,14501,"New Hanover County, North Carolina",600,2598,2587
"G3701330","2011","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",70361,59806,10555,"Onslow County, North Carolina",574,2086,1923
"G3701350","2011","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",56246,51108,5138,"Orange County, North Carolina",999,1689,1341
"G3701470","2011","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",75374,63322,12052,"Pitt County, North Carolina",418,2588,2546
"G3701510","2011","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",61272,55291,5981,"Randolph County, North Carolina",219,1445,1413
"G3701550","2011","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",52951,44026,8925,"Robeson County, North Carolina",364,1520,1463
"G3701570","2011","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",43741,38184,5557,"Rockingham County, North Carolina",217,1333,1326
"G3701590","2011","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",60248,52767,7481,"Rowan County, North Carolina",499,1697,1546
"G3701610","2011","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",34100,26944,7156,"Rutherford County, North Carolina",199,1719,1703
"G3701710","2011","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",33779,30856,2923,"Surry County, North Carolina",192,1053,1070
"G3701790","2011","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",73676,65961,7715,"Union County, North Carolina",203,2596,2589
"G3701830","2011","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",377289,342995,34294,"Wake County, North Carolina",1011,4799,4728
"G3701910","2011","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",53244,48584,4660,"Wayne County, North Carolina",370,1452,1380
"G3701930","2011","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",33332,27853,5479,"Wilkes County, North Carolina",169,1428,1430
"G3701950","2011","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",35827,30750,5077,"Wilson County, North Carolina",274,1354,1327
"G3800150","2011","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",36416,34483,1933,"Burleigh County, North Dakota",305,972,866
"G3800170","2011","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",69567,65891,3676,"Cass County, North Dakota",437,1347,1279
"G3800350","2011","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",29534,27255,2279,"Grand Forks County, North Dakota",455,794,604
"G3900030","2011","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",44892,40269,4623,"Allen County, Ohio",437,1119,1047
"G3900070","2011","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",46067,39383,6684,"Ashtabula County, Ohio",378,1326,1321
"G3900130","2011","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",32489,28113,4376,"Belmont County, Ohio",488,1246,1064
"G3900170","2011","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",149104,134773,14331,"Butler County, Ohio",392,2163,2109
"G3900230","2011","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",61206,54573,6633,"Clark County, Ohio",311,1280,1268
"G3900250","2011","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",81169,74952,6217,"Clermont County, Ohio",281,1455,1499
"G3900290","2011","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",47013,42430,4583,"Columbiana County, Ohio",327,1338,1277
"G3900350","2011","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",620841,533756,87085,"Cuyahoga County, Ohio",922,5090,5048
"G3900410","2011","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",67455,65179,2276,"Delaware County, Ohio",345,1038,1044
"G3900430","2011","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",37813,31148,6665,"Erie County, Ohio",267,1432,1430
"G3900450","2011","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",59095,55064,4031,"Fairfield County, Ohio",348,1450,1445
"G3900490","2011","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",529413,465653,63760,"Franklin County, Ohio",1011,4164,4070
"G3900550","2011","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",36682,34808,1874,"Geauga County, Ohio",138,797,801
"G3900570","2011","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",68526,63516,5010,"Greene County, Ohio",499,1597,1488
"G3900610","2011","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",375803,315453,60350,"Hamilton County, Ohio",869,4045,3943
"G3900630","2011","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",32970,29732,3238,"Hancock County, Ohio",220,1127,1123
"G3900810","2011","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",32645,27216,5429,"Jefferson County, Ohio",260,1138,1143
"G3900850","2011","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",101521,93514,8007,"Lake County, Ohio",292,1848,1785
"G3900890","2011","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",69755,64659,5096,"Licking County, Ohio",325,1424,1422
"G3900930","2011","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",127777,117308,10469,"Lorain County, Ohio",501,2071,1915
"G3900950","2011","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",202279,177472,24807,"Lucas County, Ohio",637,2868,2742
"G3900990","2011","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",111369,98065,13304,"Mahoning County, Ohio",663,1987,1844
"G3901010","2011","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",27780,24654,3126,"Marion County, Ohio",401,1071,1044
"G3901030","2011","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",69990,65393,4597,"Medina County, Ohio",201,1328,1319
"G3901090","2011","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",44526,41299,3227,"Miami County, Ohio",164,955,950
"G3901130","2011","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",254501,223673,30828,"Montgomery County, Ohio",797,3300,3180
"G3901190","2011","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",38324,34639,3685,"Muskingum County, Ohio",252,1117,1123
"G3901330","2011","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",67703,59787,7916,"Portage County, Ohio",447,1950,1973
"G3901390","2011","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",54459,48616,5843,"Richland County, Ohio",465,1491,1411
"G3901410","2011","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",32356,28547,3809,"Ross County, Ohio",399,1137,1093
"G3901450","2011","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",33978,28818,5160,"Scioto County, Ohio",358,1208,1184
"G3901510","2011","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",165291,148640,16651,"Stark County, Ohio",481,2354,2211
"G3901530","2011","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",245320,214909,30411,"Summit County, Ohio",669,3184,3054
"G3901550","2011","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",95811,86844,8967,"Trumbull County, Ohio",318,1695,1708
"G3901570","2011","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",40263,37151,3112,"Tuscarawas County, Ohio",214,1120,1144
"G3901650","2011","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",81834,76918,4916,"Warren County, Ohio",367,1587,1559
"G3901690","2011","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",45870,42635,3235,"Wayne County, Ohio",222,969,951
"G3901730","2011","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",53424,48953,4471,"Wood County, Ohio",518,1293,1189
"G4000170","2011","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",46718,44115,2603,"Canadian County, Oklahoma",318,870,750
"G4000270","2011","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",106411,94961,11450,"Cleveland County, Oklahoma",864,2108,1978
"G4000310","2011","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",51731,44879,6852,"Comanche County, Oklahoma",588,1345,1271
"G4000370","2011","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",29890,25413,4477,"Creek County, Oklahoma",238,982,894
"G4001010","2011","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",30863,26980,3883,"Muskogee County, Oklahoma",353,945,912
"G4001090","2011","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",320613,283195,37418,"Oklahoma County, Oklahoma",1202,3450,3196
"G4001190","2011","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",34238,30929,3309,"Payne County, Oklahoma",631,1044,966
"G4001250","2011","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",29272,25663,3609,"Pottawatomie County, Oklahoma",370,1005,890
"G4001310","2011","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",35838,33505,2333,"Rogers County, Oklahoma",272,769,750
"G4001430","2011","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",270680,240278,30402,"Tulsa County, Oklahoma",614,3002,2896
"G4001450","2011","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",30065,26547,3518,"Wagoner County, Oklahoma",90,979,955
"G4100030","2011","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",36397,33088,3309,"Benton County, Oregon",364,1258,1218
"G4100050","2011","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",157798,145971,11827,"Clackamas County, Oregon",389,2237,2208
"G4100170","2011","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",80599,64678,15921,"Deschutes County, Oregon",265,2317,2294
"G4100190","2011","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",49256,43401,5855,"Douglas County, Oregon",358,1385,1386
"G4100290","2011","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",91346,84413,6933,"Jackson County, Oregon",817,2101,1736
"G4100330","2011","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",38077,34502,3575,"Josephine County, Oregon",252,1294,1264
"G4100350","2011","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",33069,26507,6562,"Klamath County, Oregon",826,1329,1342
