GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MDGE001,MDGE002,MDGE003,NAME_M,MDGM001,MDGM002,MDGM003
"G2201050","2011","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",50797,44655,6142,"Tangipahoa Parish, Louisiana",208,1590,1619
"G2201090","2011","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",44065,40898,3167,"Terrebonne Parish, Louisiana",265,1028,1000
"G2300010","2011","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",49193,44655,4538,"Androscoggin County, Maine",330,1191,1182
"G2300030","2011","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",39584,30404,9180,"Aroostook County, Maine",321,958,930
"G2300050","2011","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",139542,116003,23539,"Cumberland County, Maine",436,2550,2513
"G2300110","2011","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",61203,51808,9395,"Kennebec County, Maine",377,1499,1445
"G2300190","2011","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",74375,62303,12072,"Penobscot County, Maine",589,1824,1698
"G2300310","2011","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",106147,80045,26102,"York County, Maine",269,2871,2815
"G2400010","2011","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",33369,28488,4881,"Allegany County, Maryland",714,1263,1076
"G2400030","2011","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",214523,199848,14675,"Anne Arundel County, Maryland",733,3054,2954
"G2400050","2011","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",336981,311397,25584,"Baltimore County, Maryland",1193,3255,3416
"G2400090","2011","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",34150,30113,4037,"Calvert County, Maryland",170,1203,1204
"G2400130","2011","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",62583,59250,3333,"Carroll County, Maryland",326,1230,1201
"G2400150","2011","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",41290,35737,5553,"Cecil County, Maryland",132,1588,1566
"G2400170","2011","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",55813,51832,3981,"Charles County, Maryland",293,1435,1398
"G2400210","2011","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",91259,87441,3818,"Frederick County, Maryland",372,1467,1301
"G2400250","2011","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",96032,88842,7190,"Harford County, Maryland",315,1975,1909
"G2400270","2011","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",111208,106478,4730,"Howard County, Maryland",357,1558,1485
"G2400310","2011","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",377558,359496,18062,"Montgomery County, Maryland",581,2932,2877
"G2400330","2011","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",329855,301754,28101,"Prince George's County, Maryland",1216,3613,3412
"G2400370","2011","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",41599,36967,4632,"St. Mary's County, Maryland",290,1293,1246
"G2400430","2011","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",60818,56332,4486,"Washington County, Maryland",610,1437,1231
"G2400450","2011","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",41339,35881,5458,"Wicomico County, Maryland",449,1378,1349
"G2405100","2011","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",296481,239251,57230,"Baltimore city, Maryland",1253,4011,3710
"G2500010","2011","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",161015,94569,66446,"Barnstable County, Massachusetts",406,3401,3379
"G2500030","2011","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",68500,55230,13270,"Berkshire County, Massachusetts",559,1643,1642
"G2500050","2011","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",231091,209256,21835,"Bristol County, Massachusetts",837,2992,2881
"G2500090","2011","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",307583,288403,19180,"Essex County, Massachusetts",999,3049,2662
"G2500110","2011","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",33819,29944,3875,"Franklin County, Massachusetts",305,953,925
"G2500130","2011","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",192191,176575,15616,"Hampden County, Massachusetts",818,2475,2314
"G2500150","2011","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",62774,58971,3803,"Hampshire County, Massachusetts",596,1240,1021
"G2500170","2011","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",614017,582946,31071,"Middlesex County, Massachusetts",1455,3354,3151
"G2500210","2011","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",271502,257098,14404,"Norfolk County, Massachusetts",977,2717,2483
"G2500230","2011","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",201424,179609,21815,"Plymouth County, Massachusetts",809,2710,2797
"G2500250","2011","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",317343,292390,24953,"Suffolk County, Massachusetts",1474,2936,2667
"G2500270","2011","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",328606,296948,31658,"Worcester County, Massachusetts",999,3555,3315
"G2600050","2011","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",49574,40921,8653,"Allegan County, Michigan",226,1429,1441
"G2600170","2011","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",48126,43084,5042,"Bay County, Michigan",292,1322,1270
"G2600210","2011","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",76769,56676,20093,"Berrien County, Michigan",912,2343,2046
"G2600250","2011","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",60932,51814,9118,"Calhoun County, Michigan",416,1469,1437
"G2600370","2011","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",30766,28523,2243,"Clinton County, Michigan",158,857,828
"G2600450","2011","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",47164,43488,3676,"Eaton County, Michigan",228,1153,1106
"G2600490","2011","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",191114,163473,27641,"Genesee County, Michigan",423,2531,2527
"G2600550","2011","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",41781,33399,8382,"Grand Traverse County, Michigan",1352,2024,1680
"G2600650","2011","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",121113,107527,13586,"Ingham County, Michigan",650,2225,2140
"G2600730","2011","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",28268,23607,4661,"Isabella County, Michigan",344,1100,1101
"G2600750","2011","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",69538,58736,10802,"Jackson County, Michigan",410,2106,2052
"G2600770","2011","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",110253,97368,12885,"Kalamazoo County, Michigan",484,2161,2125
"G2600810","2011","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",247221,229851,17370,"Kent County, Michigan",566,2482,2418
"G2600870","2011","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",36320,32437,3883,"Lapeer County, Michigan",213,1071,1034
"G2600910","2011","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",43463,38055,5408,"Lenawee County, Michigan",404,1487,1476
"G2600930","2011","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",72763,65833,6930,"Livingston County, Michigan",259,1622,1608
"G2600990","2011","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",356493,328216,28277,"Macomb County, Michigan",614,2917,3016
"G2601030","2011","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",34309,26582,7727,"Marquette County, Michigan",383,930,825
"G2601110","2011","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",35985,33679,2306,"Midland County, Michigan",254,683,629
"G2601150","2011","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",62745,57491,5254,"Monroe County, Michigan",207,1129,1085
"G2601210","2011","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",73417,62839,10578,"Muskegon County, Michigan",452,1670,1603
"G2601250","2011","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",526806,482101,44705,"Oakland County, Michigan",675,4088,4009
"G2601390","2011","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",102780,94059,8721,"Ottawa County, Michigan",479,1718,1729
"G2601450","2011","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",86486,76342,10144,"Saginaw County, Michigan",564,1928,1885
"G2601470","2011","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",71546,62965,8581,"St. Clair County, Michigan",364,1646,1679
"G2601550","2011","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",30224,27333,2891,"Shiawassee County, Michigan",202,703,688
"G2601590","2011","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",36722,28011,8711,"Van Buren County, Michigan",292,1301,1215
"G2601610","2011","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",147508,134459,13049,"Washtenaw County, Michigan",950,2311,2057
"G2601630","2011","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",817755,664288,153467,"Wayne County, Michigan",767,5761,5779
"G2700030","2011","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",127171,122420,4751,"Anoka County, Minnesota",381,1332,1337
"G2700190","2011","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",34851,33574,1277,"Carver County, Minnesota",131,746,761
"G2700370","2011","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",160293,152289,8004,"Dakota County, Minnesota",294,1993,1942
"G2700530","2011","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",510226,477055,33171,"Hennepin County, Minnesota",934,3710,3601
"G2701090","2011","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",60962,57518,3444,"Olmsted County, Minnesota",469,1148,1076
"G2701230","2011","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",217209,204612,12597,"Ramsey County, Minnesota",744,2258,2074
"G2701370","2011","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",103480,82822,20658,"St. Louis County, Minnesota",672,2047,1897
"G2701390","2011","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",47699,46357,1342,"Scott County, Minnesota",163,739,730
"G2701410","2011","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",32480,30681,1799,"Sherburne County, Minnesota",326,1035,966
"G2701450","2011","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",62503,56416,6087,"Stearns County, Minnesota",532,1307,1139
"G2701630","2011","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",93090,89554,3536,"Washington County, Minnesota",422,1163,1097
"G2701710","2011","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",49194,44851,4343,"Wright County, Minnesota",163,973,973
"G2800330","2011","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",62248,57703,4545,"DeSoto County, Mississippi",209,1295,1276
"G2800350","2011","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",32125,27845,4280,"Forrest County, Mississippi",466,1239,1149
"G2800470","2011","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",87780,72256,15524,"Harrison County, Mississippi",293,2369,2388
"G2800490","2011","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",103039,87927,15112,"Hinds County, Mississippi",432,1900,1889
"G2800590","2011","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",61150,51401,9749,"Jackson County, Mississippi",262,1815,1806
"G2800670","2011","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",30366,25042,5324,"Jones County, Mississippi",856,1273,1143
"G2800750","2011","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",34631,28838,5793,"Lauderdale County, Mississippi",988,2084,1675
"G2800810","2011","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",36433,32141,4292,"Lee County, Mississippi",193,1248,1254
"G2800890","2011","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",39084,36315,2769,"Madison County, Mississippi",247,1045,1027
"G2801210","2011","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",56942,53147,3795,"Rankin County, Mississippi",524,1487,1336
"G2900190","2011","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",69962,63516,6446,"Boone County, Missouri",386,1779,1774
"G2900210","2011","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",38535,32369,6166,"Buchanan County, Missouri",347,1400,1347
"G2900310","2011","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",32864,29160,3704,"Cape Girardeau County, Missouri",453,1044,918
"G2900370","2011","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",40152,37574,2578,"Cass County, Missouri",120,1044,1002
"G2900430","2011","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",31887,29610,2277,"Christian County, Missouri",152,876,859
"G2900470","2011","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",95173,87469,7704,"Clay County, Missouri",292,2064,1977
"G2900510","2011","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",32436,29259,3177,"Cole County, Missouri",427,1065,1053
"G2900710","2011","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",43554,39472,4082,"Franklin County, Missouri",149,1305,1328
"G2900770","2011","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",126230,115109,11121,"Greene County, Missouri",760,2013,1943
"G2900950","2011","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",311377,267250,44127,"Jackson County, Missouri",702,3363,3256
"G2900970","2011","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",50865,44789,6076,"Jasper County, Missouri",229,1494,1477
"G2900990","2011","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",87945,82225,5720,"Jefferson County, Missouri",201,1509,1536
"G2901650","2011","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",39650,37270,2380,"Platte County, Missouri",207,968,999
"G2901830","2011","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",142739,134778,7961,"St. Charles County, Missouri",361,2219,2143
"G2901870","2011","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",28384,25194,3190,"St. Francois County, Missouri",1862,1821,1066
"G2901890","2011","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",438127,402341,35786,"St. Louis County, Missouri",624,4075,4031
"G2905100","2011","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",175632,134193,41439,"St. Louis city, Missouri",952,3142,2941
"G3000130","2011","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",37477,32187,5290,"Cascade County, Montana",313,1023,1048
"G3000290","2011","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",48151,37597,10554,"Flathead County, Montana",214,1878,1859
"G3000310","2011","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",42601,37196,5405,"Gallatin County, Montana",1208,1724,1472
"G3000630","2011","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",50678,45680,4998,"Missoula County, Montana",376,1197,1181
"G3001110","2011","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",64927,59276,5651,"Yellowstone County, Montana",472,1565,1482
"G3100550","2011","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",221654,201124,20530,"Douglas County, Nebraska",584,2641,2604
"G3101090","2011","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",121758,114736,7022,"Lancaster County, Nebraska",786,1766,1689
"G3101530","2011","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",63339,59582,3757,"Sarpy County, Nebraska",216,1220,1170
"G3200030","2011","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",848156,696834,151322,"Clark County, Nevada",760,7897,7984
"G3200310","2011","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",185832,160736,25096,"Washoe County, Nevada",974,3745,3716
"G3300050","2011","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",34897,30565,4332,"Cheshire County, New Hampshire",511,1063,819
"G3300090","2011","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",51692,33906,17786,"Grafton County, New Hampshire",465,1502,1453
"G3300110","2011","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",166645,153186,13459,"Hillsborough County, New Hampshire",491,2063,1973
"G3300130","2011","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",63772,57535,6237,"Merrimack County, New Hampshire",551,1270,1160
"G3300150","2011","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",127208,117085,10123,"Rockingham County, New Hampshire",248,2045,2024
"G3300170","2011","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",51962,44337,7625,"Strafford County, New Hampshire",559,1526,1393
"G3400010","2011","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",126784,99762,27022,"Atlantic County, New Jersey",930,2943,2680
"G3400030","2011","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",352496,329544,22952,"Bergen County, New Jersey",681,3270,3164
"G3400050","2011","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",176106,164760,11346,"Burlington County, New Jersey",734,2065,1978
"G3400070","2011","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",204920,185691,19229,"Camden County, New Jersey",469,2457,2433
"G3400090","2011","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",98025,41082,56943,"Cape May County, New Jersey",707,2788,2789
"G3400110","2011","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",55933,49716,6217,"Cumberland County, New Jersey",629,1574,1478
"G3400130","2011","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",312964,273399,39565,"Essex County, New Jersey",928,2670,2683
"G3400150","2011","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",110827,103725,7102,"Gloucester County, New Jersey",468,1295,1308
"G3400170","2011","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",272793,243850,28943,"Hudson County, New Jersey",551,2689,2676
"G3400190","2011","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",49724,46741,2983,"Hunterdon County, New Jersey",538,1088,973
"G3400210","2011","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",143392,130756,12636,"Mercer County, New Jersey",875,1971,1971
"G3400230","2011","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",296102,278920,17182,"Middlesex County, New Jersey",856,2870,2652
"G3400250","2011","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",259015,231198,27817,"Monmouth County, New Jersey",347,2876,2918
"G3400270","2011","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",190653,182745,7908,"Morris County, New Jersey",703,1888,1901
"G3400290","2011","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",278853,222079,56774,"Ocean County, New Jersey",670,3706,3588
"G3400310","2011","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",176276,163192,13084,"Passaic County, New Jersey",637,1845,1822
"G3400330","2011","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",27464,24656,2808,"Salem County, New Jersey",278,813,768
"G3400350","2011","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",123515,114323,9192,"Somerset County, New Jersey",353,1799,1791
"G3400370","2011","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",62267,54746,7521,"Sussex County, New Jersey",448,1531,1449
"G3400390","2011","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",199702,184598,15104,"Union County, New Jersey",502,2289,2279
"G3400410","2011","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",44909,42146,2763,"Warren County, New Jersey",240,1024,987
"G3500010","2011","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",285223,264803,20420,"Bernalillo County, New Mexico",611,3231,3245
