GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JRJE001,JRJE002,JRJE003,NAME_M,JRJM001,JRJM002,JRJM003
"G3500170","2006-2010","NM",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35017",,,"Grant County, New Mexico",14628,12531,2097,"Grant County, New Mexico",115,334,305
"G3500190","2006-2010","NM",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35019",,,"Guadalupe County, New Mexico",2182,1492,690,"Guadalupe County, New Mexico",174,164,124
"G3500210","2006-2010","NM",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35021",,,"Harding County, New Mexico",523,321,202,"Harding County, New Mexico",36,41,28
"G3500230","2006-2010","NM",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35023",,,"Hidalgo County, New Mexico",2364,1705,659,"Hidalgo County, New Mexico",182,156,133
"G3500250","2006-2010","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35025",,,"Lea County, New Mexico",24693,21255,3438,"Lea County, New Mexico",167,476,455
"G3500270","2006-2010","NM",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35027",,,"Lincoln County, New Mexico",17238,8629,8609,"Lincoln County, New Mexico",130,562,557
"G3500280","2006-2010","NM",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35028",,,"Los Alamos County, New Mexico",8397,7566,831,"Los Alamos County, New Mexico",71,221,215
"G3500290","2006-2010","NM",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35029",,,"Luna County, New Mexico",11108,9204,1904,"Luna County, New Mexico",85,310,293
"G3500310","2006-2010","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35031",,,"McKinley County, New Mexico",25940,17631,8309,"McKinley County, New Mexico",196,390,363
"G3500330","2006-2010","NM",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35033",,,"Mora County, New Mexico",3102,1815,1287,"Mora County, New Mexico",264,222,177
"G3500350","2006-2010","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35035",,,"Otero County, New Mexico",30913,24031,6882,"Otero County, New Mexico",215,560,556
"G3500370","2006-2010","NM",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35037",,,"Quay County, New Mexico",5584,3840,1744,"Quay County, New Mexico",49,221,215
"G3500390","2006-2010","NM",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35039",,,"Rio Arriba County, New Mexico",19385,14934,4451,"Rio Arriba County, New Mexico",199,403,376
"G3500410","2006-2010","NM",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35041",,,"Roosevelt County, New Mexico",8081,6794,1287,"Roosevelt County, New Mexico",192,283,253
"G3500430","2006-2010","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35043",,,"Sandoval County, New Mexico",50314,44860,5454,"Sandoval County, New Mexico",179,480,450
"G3500450","2006-2010","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35045",,,"San Juan County, New Mexico",48412,41767,6645,"San Juan County, New Mexico",156,431,411
"G3500470","2006-2010","NM",,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35047",,,"San Miguel County, New Mexico",15405,11786,3619,"San Miguel County, New Mexico",234,489,423
"G3500490","2006-2010","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35049",,,"Santa Fe County, New Mexico",69527,60144,9383,"Santa Fe County, New Mexico",277,784,744
"G3500510","2006-2010","NM",,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35051",,,"Sierra County, New Mexico",8464,4747,3717,"Sierra County, New Mexico",52,319,313
"G3500530","2006-2010","NM",,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35053",,,"Socorro County, New Mexico",8015,5996,2019,"Socorro County, New Mexico",105,249,233
"G3500550","2006-2010","NM",,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35055",,,"Taos County, New Mexico",19747,13146,6601,"Taos County, New Mexico",74,484,477
"G3500570","2006-2010","NM",,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35057",,,"Torrance County, New Mexico",7733,5849,1884,"Torrance County, New Mexico",167,268,232
"G3500590","2006-2010","NM",,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35059",,,"Union County, New Mexico",2419,1739,680,"Union County, New Mexico",153,140,111
"G3500610","2006-2010","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35061",,,"Valencia County, New Mexico",29275,26835,2440,"Valencia County, New Mexico",173,425,417
"G3600010","2006-2010","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36001",,,"Albany County, New York",136810,124391,12419,"Albany County, New York",951,1337,862
"G3600030","2006-2010","NY",,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36003",,,"Allegany County, New York",25908,18987,6921,"Allegany County, New York",305,370,274
"G3600050","2006-2010","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36005",,,"Bronx County, New York",509665,472464,37201,"Bronx County, New York",1096,1797,1347
"G3600070","2006-2010","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36007",,,"Broome County, New York",90348,80806,9542,"Broome County, New York",354,784,708
"G3600090","2006-2010","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36009",,,"Cattaraugus County, New York",41032,32666,8366,"Cattaraugus County, New York",224,420,428
"G3600110","2006-2010","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36011",,,"Cayuga County, New York",36469,32038,4431,"Cayuga County, New York",597,689,336
"G3600130","2006-2010","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36013",,,"Chautauqua County, New York",66784,55044,11740,"Chautauqua County, New York",457,719,569
"G3600150","2006-2010","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36015",,,"Chemung County, New York",38371,35418,2953,"Chemung County, New York",342,517,434
"G3600170","2006-2010","NY",,,"New York","36","Chenango County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36017",,,"Chenango County, New York",24615,19989,4626,"Chenango County, New York",143,354,338
"G3600190","2006-2010","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36019",,,"Clinton County, New York",35523,31056,4467,"Clinton County, New York",238,551,488
"G3600210","2006-2010","NY",,,"New York","36","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36021",,,"Columbia County, New York",32501,25686,6815,"Columbia County, New York",841,999,487
"G3600230","2006-2010","NY",,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36023",,,"Cortland County, New York",20515,17901,2614,"Cortland County, New York",259,454,324
"G3600250","2006-2010","NY",,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36025",,,"Delaware County, New York",30890,20110,10780,"Delaware County, New York",161,437,442
"G3600270","2006-2010","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36027",,,"Dutchess County, New York",116946,106952,9994,"Dutchess County, New York",592,890,708
"G3600290","2006-2010","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36029",,,"Erie County, New York",420432,378080,42352,"Erie County, New York",792,1871,1633
"G3600310","2006-2010","NY",,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36031",,,"Essex County, New York",25312,16098,9214,"Essex County, New York",407,601,429
"G3600330","2006-2010","NY",,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36033",,,"Franklin County, New York",25149,19115,6034,"Franklin County, New York",250,418,325
"G3600350","2006-2010","NY",,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36035",,,"Fulton County, New York",28464,23006,5458,"Fulton County, New York",441,523,395
"G3600370","2006-2010","NY",,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36037",,,"Genesee County, New York",25409,23790,1619,"Genesee County, New York",191,334,295
"G3600390","2006-2010","NY",,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36039",,,"Greene County, New York",28883,18502,10381,"Greene County, New York",233,461,411
"G3600410","2006-2010","NY",,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36041",,,"Hamilton County, New York",8555,2381,6174,"Hamilton County, New York",141,167,126
"G3600430","2006-2010","NY",,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36043",,,"Herkimer County, New York",33219,26291,6928,"Herkimer County, New York",370,485,301
"G3600450","2006-2010","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36045",,,"Jefferson County, New York",57168,44109,13059,"Jefferson County, New York",302,812,685
"G3600470","2006-2010","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36047",,,"Kings County, New York",986482,903991,82491,"Kings County, New York",1141,2532,2376
"G3600490","2006-2010","NY",,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36049",,,"Lewis County, New York",15230,10761,4469,"Lewis County, New York",110,210,181
"G3600510","2006-2010","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36051",,,"Livingston County, New York",26774,24135,2639,"Livingston County, New York",299,448,393
"G3600530","2006-2010","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36053",,,"Madison County, New York",31243,26851,4392,"Madison County, New York",296,453,379
"G3600550","2006-2010","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36055",,,"Monroe County, New York",318793,291195,27598,"Monroe County, New York",797,1666,1328
"G3600570","2006-2010","NY",,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36057",,,"Montgomery County, New York",23020,20320,2700,"Montgomery County, New York",117,342,348
"G3600590","2006-2010","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36059",,,"Nassau County, New York",466721,442833,23888,"Nassau County, New York",607,1558,1425
"G3600610","2006-2010","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36061",,,"New York County, New York",839013,732204,106809,"New York County, New York",2084,3587,2953
"G3600630","2006-2010","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36063",,,"Niagara County, New York",98686,88152,10534,"Niagara County, New York",436,905,762
"G3600650","2006-2010","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36065",,,"Oneida County, New York",104049,92058,11991,"Oneida County, New York",446,837,692
"G3600670","2006-2010","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36067",,,"Onondaga County, New York",201871,183542,18329,"Onondaga County, New York",421,1053,929
"G3600690","2006-2010","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36069",,,"Ontario County, New York",47290,42952,4338,"Ontario County, New York",253,556,453
"G3600710","2006-2010","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36071",,,"Orange County, New York",135562,124379,11183,"Orange County, New York",364,862,717
"G3600730","2006-2010","NY",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36073",,,"Orleans County, New York",18300,15736,2564,"Orleans County, New York",165,327,324
"G3600750","2006-2010","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36075",,,"Oswego County, New York",53652,45749,7903,"Oswego County, New York",316,549,513
"G3600770","2006-2010","NY",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36077",,,"Otsego County, New York",30725,24926,5799,"Otsego County, New York",811,872,417
"G3600790","2006-2010","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36079",,,"Putnam County, New York",37881,34907,2974,"Putnam County, New York",347,471,356
"G3600810","2006-2010","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36081",,,"Queens County, New York",832357,774311,58046,"Queens County, New York",599,2026,1975
"G3600830","2006-2010","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36083",,,"Rensselaer County, New York",70891,63518,7373,"Rensselaer County, New York",277,596,541
"G3600850","2006-2010","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36085",,,"Richmond County, New York",175907,164279,11628,"Richmond County, New York",677,1066,819
"G3600870","2006-2010","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36087",,,"Rockland County, New York",102533,97557,4976,"Rockland County, New York",923,1063,594
"G3600890","2006-2010","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36089",,,"St. Lawrence County, New York",51845,42019,9826,"St. Lawrence County, New York",444,578,391
"G3600910","2006-2010","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36091",,,"Saratoga County, New York",97153,86658,10495,"Saratoga County, New York",336,786,691
"G3600930","2006-2010","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36093",,,"Schenectady County, New York",67701,58583,9118,"Schenectady County, New York",543,772,653
"G3600950","2006-2010","NY",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36095",,,"Schoharie County, New York",17065,12989,4076,"Schoharie County, New York",216,374,281
"G3600970","2006-2010","NY",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36097",,,"Schuyler County, New York",9424,7482,1942,"Schuyler County, New York",148,238,189
"G3600990","2006-2010","NY",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36099",,,"Seneca County, New York",15810,13118,2692,"Seneca County, New York",193,375,286
"G3601010","2006-2010","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36101",,,"Steuben County, New York",48562,40558,8004,"Steuben County, New York",135,459,443
"G3601030","2006-2010","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36103",,,"Suffolk County, New York",564684,495289,69395,"Suffolk County, New York",907,2031,1822
"G3601050","2006-2010","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36105",,,"Sullivan County, New York",48675,29722,18953,"Sullivan County, New York",568,865,579
"G3601070","2006-2010","NY",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36107",,,"Tioga County, New York",22109,20402,1707,"Tioga County, New York",100,305,263
"G3601090","2006-2010","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36109",,,"Tompkins County, New York",41381,38446,2935,"Tompkins County, New York",513,664,419
"G3601110","2006-2010","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36111",,,"Ulster County, New York",83007,70691,12316,"Ulster County, New York",761,908,689
"G3601130","2006-2010","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36113",,,"Warren County, New York",38343,28533,9810,"Warren County, New York",189,444,421
"G3601150","2006-2010","NY",,,"New York","36","Washington County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36115",,,"Washington County, New York",28626,24603,4023,"Washington County, New York",201,410,358
"G3601170","2006-2010","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36117",,,"Wayne County, New York",40825,36619,4206,"Wayne County, New York",260,458,393
"G3601190","2006-2010","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36119",,,"Westchester County, New York",368498,345795,22703,"Westchester County, New York",1171,1825,1256
"G3601210","2006-2010","NY",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36121",,,"Wyoming County, New York",17876,15453,2423,"Wyoming County, New York",142,322,299
"G3601230","2006-2010","NY",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36123",,,"Yates County, New York",13303,9544,3759,"Yates County, New York",162,285,264
"G3700010","2006-2010","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37001",,,"Alamance County, North Carolina",65170,59000,6170,"Alamance County, North Carolina",284,694,668
"G3700030","2006-2010","NC",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37003",,,"Alexander County, North Carolina",15881,13419,2462,"Alexander County, North Carolina",81,304,302
"G3700050","2006-2010","NC",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37005",,,"Alleghany County, North Carolina",7844,4971,2873,"Alleghany County, North Carolina",547,592,259
"G3700070","2006-2010","NC",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37007",,,"Anson County, North Carolina",11382,9535,1847,"Anson County, North Carolina",213,393,306
"G3700090","2006-2010","NC",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37009",,,"Ashe County, North Carolina",16739,11848,4891,"Ashe County, North Carolina",76,387,384
"G3700110","2006-2010","NC",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37011",,,"Avery County, North Carolina",13669,7194,6475,"Avery County, North Carolina",171,341,327
"G3700130","2006-2010","NC",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37013",,,"Beaufort County, North Carolina",24397,20059,4338,"Beaufort County, North Carolina",197,447,400
"G3700150","2006-2010","NC",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37015",,,"Bertie County, North Carolina",9753,8160,1593,"Bertie County, North Carolina",65,318,317
"G3700170","2006-2010","NC",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37017",,,"Bladen County, North Carolina",17388,13974,3414,"Bladen County, North Carolina",185,423,400
"G3700190","2006-2010","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37019",,,"Brunswick County, North Carolina",74241,45409,28832,"Brunswick County, North Carolina",259,817,780
"G3700210","2006-2010","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37021",,,"Buncombe County, North Carolina",110879,99309,11570,"Buncombe County, North Carolina",465,1037,986
"G3700230","2006-2010","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37023",,,"Burke County, North Carolina",40516,34888,5628,"Burke County, North Carolina",203,530,469
"G3700250","2006-2010","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37025",,,"Cabarrus County, North Carolina",69430,63680,5750,"Cabarrus County, North Carolina",166,592,557
"G3700270","2006-2010","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37027",,,"Caldwell County, North Carolina",37228,31296,5932,"Caldwell County, North Carolina",201,760,736
"G3700290","2006-2010","NC",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37029",,,"Camden County, North Carolina",3953,3442,511,"Camden County, North Carolina",20,189,185
"G3700310","2006-2010","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37031",,,"Carteret County, North Carolina",47459,28632,18827,"Carteret County, North Carolina",143,707,706
"G3700330","2006-2010","NC",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37033",,,"Caswell County, North Carolina",10546,8788,1758,"Caswell County, North Carolina",125,341,315
"G3700350","2006-2010","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37035",,,"Catawba County, North Carolina",67439,59251,8188,"Catawba County, North Carolina",269,831,772
"G3700370","2006-2010","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37037",,,"Chatham County, North Carolina",27726,24877,2849,"Chatham County, North Carolina",333,589,418
"G3700390","2006-2010","NC",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37039",,,"Cherokee County, North Carolina",17071,11497,5574,"Cherokee County, North Carolina",126,514,477
"G3700410","2006-2010","NC",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37041",,,"Chowan County, North Carolina",7193,5904,1289,"Chowan County, North Carolina",158,332,281
"G3700430","2006-2010","NC",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37043",,,"Clay County, North Carolina",6949,4510,2439,"Clay County, North Carolina",100,291,284
"G3700450","2006-2010","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37045",,,"Cleveland County, North Carolina",43199,37679,5520,"Cleveland County, North Carolina",277,655,590
"G3700470","2006-2010","NC",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37047",,,"Columbus County, North Carolina",25856,21779,4077,"Columbus County, North Carolina",272,523,441
"G3700490","2006-2010","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37049",,,"Craven County, North Carolina",44302,40202,4100,"Craven County, North Carolina",311,583,550
"G3700510","2006-2010","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37051",,,"Cumberland County, North Carolina",133248,117311,15937,"Cumberland County, North Carolina",805,1174,889
"G3700530","2006-2010","NC",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37053",,,"Currituck County, North Carolina",14188,9396,4792,"Currituck County, North Carolina",31,341,347
"G3700550","2006-2010","NC",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37055",,,"Dare County, North Carolina",33020,15465,17555,"Dare County, North Carolina",117,545,557
"G3700570","2006-2010","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37057",,,"Davidson County, North Carolina",71474,64484,6990,"Davidson County, North Carolina",179,594,548
"G3700590","2006-2010","NC",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37059",,,"Davie County, North Carolina",17923,15832,2091,"Davie County, North Carolina",61,381,362
"G3700610","2006-2010","NC",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37061",,,"Duplin County, North Carolina",24914,20969,3945,"Duplin County, North Carolina",141,492,513
"G3700630","2006-2010","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37063",,,"Durham County, North Carolina",117391,105201,12190,"Durham County, North Carolina",764,1029,825
"G3700650","2006-2010","NC",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37065",,,"Edgecombe County, North Carolina",24894,21601,3293,"Edgecombe County, North Carolina",397,567,423
"G3700670","2006-2010","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37067",,,"Forsyth County, North Carolina",154153,136612,17541,"Forsyth County, North Carolina",400,1011,967
"G3700690","2006-2010","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37069",,,"Franklin County, North Carolina",25789,22765,3024,"Franklin County, North Carolina",237,546,466
"G3700710","2006-2010","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37071",,,"Gaston County, North Carolina",87536,77363,10173,"Gaston County, North Carolina",301,886,798
"G3700730","2006-2010","NC",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37073",,,"Gates County, North Carolina",5046,4406,640,"Gates County, North Carolina",102,179,152
"G3700750","2006-2010","NC",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37075",,,"Graham County, North Carolina",5827,3784,2043,"Graham County, North Carolina",66,273,272
"G3700770","2006-2010","NC",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37077",,,"Granville County, North Carolina",22240,19820,2420,"Granville County, North Carolina",224,440,361
"G3700790","2006-2010","NC",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37079",,,"Greene County, North Carolina",8100,7021,1079,"Greene County, North Carolina",90,268,263
"G3700810","2006-2010","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37081",,,"Guilford County, North Carolina",213377,189561,23816,"Guilford County, North Carolina",794,1415,1178
