GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JRJE001,JRJE002,JRJE003,NAME_M,JRJM001,JRJM002,JRJM003
"G0500230","2006-2010","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",15543,10755,4788,"Cleburne County, Arkansas",414,558,331
"G0500250","2006-2010","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",4052,3309,743,"Cleveland County, Arkansas",20,142,145
"G0500270","2006-2010","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",11658,9895,1763,"Columbia County, Arkansas",193,363,297
"G0500290","2006-2010","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",9650,8235,1415,"Conway County, Arkansas",57,263,253
"G0500310","2006-2010","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",39657,35864,3793,"Craighead County, Arkansas",197,587,532
"G0500330","2006-2010","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",25356,22882,2474,"Crawford County, Arkansas",77,379,373
"G0500350","2006-2010","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",21504,18717,2787,"Crittenden County, Arkansas",109,303,298
"G0500370","2006-2010","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",7942,6638,1304,"Cross County, Arkansas",65,262,272
"G0500390","2006-2010","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",4345,3160,1185,"Dallas County, Arkansas",247,326,209
"G0500410","2006-2010","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",6354,5302,1052,"Desha County, Arkansas",34,209,202
"G0500430","2006-2010","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",8471,7383,1088,"Drew County, Arkansas",178,291,258
"G0500450","2006-2010","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",44578,40928,3650,"Faulkner County, Arkansas",298,612,498
"G0500470","2006-2010","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",7994,6741,1253,"Franklin County, Arkansas",57,272,258
"G0500490","2006-2010","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",6666,4823,1843,"Fulton County, Arkansas",97,272,250
"G0500510","2006-2010","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",49822,40146,9676,"Garland County, Arkansas",346,771,673
"G0500530","2006-2010","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",7687,6761,926,"Grant County, Arkansas",84,206,206
"G0500550","2006-2010","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",17685,16154,1531,"Greene County, Arkansas",147,373,340
"G0500570","2006-2010","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",10449,8715,1734,"Hempstead County, Arkansas",373,515,284
"G0500590","2006-2010","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",14256,11942,2314,"Hot Spring County, Arkansas",131,346,305
"G0500610","2006-2010","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",6288,5158,1130,"Howard County, Arkansas",89,216,207
"G0500630","2006-2010","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",16032,14799,1233,"Independence County, Arkansas",136,319,266
"G0500650","2006-2010","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",7166,5762,1404,"Izard County, Arkansas",98,222,195
"G0500670","2006-2010","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",7706,6391,1315,"Jackson County, Arkansas",119,235,210
"G0500690","2006-2010","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",33391,28048,5343,"Jefferson County, Arkansas",526,771,572
"G0500710","2006-2010","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",11094,9350,1744,"Johnson County, Arkansas",138,284,278
"G0500730","2006-2010","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",4427,2775,1652,"Lafayette County, Arkansas",42,190,190
"G0500750","2006-2010","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",8052,6768,1284,"Lawrence County, Arkansas",225,296,203
"G0500770","2006-2010","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",4480,3516,964,"Lee County, Arkansas",81,219,214
"G0500790","2006-2010","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",4915,4057,858,"Lincoln County, Arkansas",85,191,184
"G0500810","2006-2010","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",6494,5405,1089,"Little River County, Arkansas",67,210,208
"G0500830","2006-2010","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",10129,8323,1806,"Logan County, Arkansas",25,234,231
"G0500850","2006-2010","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",26437,24136,2301,"Lonoke County, Arkansas",134,416,383
"G0500870","2006-2010","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",7368,5762,1606,"Madison County, Arkansas",45,285,281
"G0500890","2006-2010","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",9244,7239,2005,"Marion County, Arkansas",70,268,253
"G0500910","2006-2010","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",19157,16577,2580,"Miller County, Arkansas",116,353,352
"G0500930","2006-2010","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",20854,17202,3652,"Mississippi County, Arkansas",111,394,394
"G0500950","2006-2010","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",4586,3453,1133,"Monroe County, Arkansas",57,167,157
"G0500970","2006-2010","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",5668,3753,1915,"Montgomery County, Arkansas",80,242,224
"G0500990","2006-2010","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",4792,3782,1010,"Nevada County, Arkansas",72,247,234
"G0501010","2006-2010","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,,"Newton County, Arkansas",4630,3555,1075,"Newton County, Arkansas",16,183,186
"G0501030","2006-2010","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,,"Ouachita County, Arkansas",13232,10714,2518,"Ouachita County, Arkansas",107,380,386
"G0501050","2006-2010","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,,"Perry County, Arkansas",4906,3952,954,"Perry County, Arkansas",113,193,161
"G0501070","2006-2010","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,,"Phillips County, Arkansas",10265,8325,1940,"Phillips County, Arkansas",109,283,282
"G0501090","2006-2010","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,,"Pike County, Arkansas",5616,4137,1479,"Pike County, Arkansas",34,171,167
"G0501110","2006-2010","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,,"Poinsett County, Arkansas",11027,9545,1482,"Poinsett County, Arkansas",116,252,237
"G0501130","2006-2010","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,,"Polk County, Arkansas",9927,8156,1771,"Polk County, Arkansas",122,292,283
"G0501150","2006-2010","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,,"Pope County, Arkansas",25214,22535,2679,"Pope County, Arkansas",680,743,330
"G0501170","2006-2010","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117",,,"Prairie County, Arkansas",4567,3563,1004,"Prairie County, Arkansas",80,198,177
"G0501190","2006-2010","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119",,,"Pulaski County, Arkansas",174140,155160,18980,"Pulaski County, Arkansas",630,1075,1019
"G0501210","2006-2010","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121",,,"Randolph County, Arkansas",8556,7255,1301,"Randolph County, Arkansas",124,268,239
"G0501230","2006-2010","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123",,,"St. Francis County, Arkansas",11053,9086,1967,"St. Francis County, Arkansas",131,302,267
"G0501250","2006-2010","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125",,,"Saline County, Arkansas",43290,39103,4187,"Saline County, Arkansas",524,692,534
"G0501270","2006-2010","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127",,,"Scott County, Arkansas",5171,4341,830,"Scott County, Arkansas",63,193,191
"G0501290","2006-2010","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129",,,"Searcy County, Arkansas",4813,3457,1356,"Searcy County, Arkansas",104,199,169
"G0501310","2006-2010","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131",,,"Sebastian County, Arkansas",53838,48572,5266,"Sebastian County, Arkansas",435,679,514
"G0501330","2006-2010","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133",,,"Sevier County, Arkansas",6843,5849,994,"Sevier County, Arkansas",45,203,196
"G0501350","2006-2010","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135",,,"Sharp County, Arkansas",9763,7189,2574,"Sharp County, Arkansas",115,358,329
"G0501370","2006-2010","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137",,,"Stone County, Arkansas",6557,4966,1591,"Stone County, Arkansas",59,294,293
"G0501390","2006-2010","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139",,,"Union County, Arkansas",19924,16787,3137,"Union County, Arkansas",180,421,363
"G0501410","2006-2010","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141",,,"Van Buren County, Arkansas",10191,7065,3126,"Van Buren County, Arkansas",59,363,363
"G0501430","2006-2010","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143",,,"Washington County, Arkansas",84960,75564,9396,"Washington County, Arkansas",505,1019,911
"G0501450","2006-2010","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145",,,"White County, Arkansas",31630,29049,2581,"White County, Arkansas",261,462,381
"G0501470","2006-2010","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147",,,"Woodruff County, Arkansas",3949,3323,626,"Woodruff County, Arkansas",18,123,121
"G0501490","2006-2010","AR",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05149",,,"Yell County, Arkansas",9717,7912,1805,"Yell County, Arkansas",94,257,224
"G0600010","2006-2010","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06001",,,"Alameda County, California",577538,532026,45512,"Alameda County, California",1123,2366,2040
"G0600030","2006-2010","CA",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06003",,,"Alpine County, California",1794,410,1384,"Alpine County, California",66,84,68
"G0600050","2006-2010","CA",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06005",,,"Amador County, California",17823,14715,3108,"Amador County, California",162,444,409
"G0600070","2006-2010","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06007",,,"Butte County, California",95139,85465,9674,"Butte County, California",380,936,854
"G0600090","2006-2010","CA",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06009",,,"Calaveras County, California",27613,18794,8819,"Calaveras County, California",82,611,603
"G0600110","2006-2010","CA",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06011",,,"Colusa County, California",7775,6972,803,"Colusa County, California",594,607,171
"G0600130","2006-2010","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06013",,,"Contra Costa County, California",396782,368087,28695,"Contra Costa County, California",798,1516,1338
"G0600150","2006-2010","CA",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06015",,,"Del Norte County, California",11119,9906,1213,"Del Norte County, California",111,269,239
"G0600170","2006-2010","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06017",,,"El Dorado County, California",86742,68394,18348,"El Dorado County, California",201,784,784
"G0600190","2006-2010","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06019",,,"Fresno County, California",310219,283836,26383,"Fresno County, California",593,1408,1341
"G0600210","2006-2010","CA",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06021",,,"Glenn County, California",10681,9660,1021,"Glenn County, California",55,247,236
"G0600230","2006-2010","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06023",,,"Humboldt County, California",60904,54276,6628,"Humboldt County, California",308,600,495
"G0600250","2006-2010","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06025",,,"Imperial County, California",54876,47304,7572,"Imperial County, California",150,673,671
"G0600270","2006-2010","CA",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06027",,,"Inyo County, California",9433,7982,1451,"Inyo County, California",30,215,211
"G0600290","2006-2010","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06029",,,"Kern County, California",278239,248057,30182,"Kern County, California",881,1704,1427
"G0600310","2006-2010","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06031",,,"Kings County, California",43094,40606,2488,"Kings County, California",610,743,343
"G0600330","2006-2010","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06033",,,"Lake County, California",35315,25180,10135,"Lake County, California",148,633,636
"G0600350","2006-2010","CA",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06035",,,"Lassen County, California",12726,10276,2450,"Lassen County, California",449,505,278
"G0600370","2006-2010","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06037",,,"Los Angeles County, California",3425736,3217889,207847,"Los Angeles County, California",1862,5500,4799
"G0600390","2006-2010","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06039",,,"Madera County, California",48686,42089,6597,"Madera County, California",341,649,580
"G0600410","2006-2010","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06041",,,"Marin County, California",110530,102727,7803,"Marin County, California",484,816,705
"G0600430","2006-2010","CA",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06043",,,"Mariposa County, California",10076,7724,2352,"Mariposa County, California",138,336,310
"G0600450","2006-2010","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06045",,,"Mendocino County, California",39975,34374,5601,"Mendocino County, California",241,547,504
"G0600470","2006-2010","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06047",,,"Merced County, California",83089,73586,9503,"Merced County, California",219,778,768
"G0600490","2006-2010","CA",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06049",,,"Modoc County, California",5133,3977,1156,"Modoc County, California",81,201,190
"G0600510","2006-2010","CA",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06051",,,"Mono County, California",13802,5283,8519,"Mono County, California",58,472,460
"G0600530","2006-2010","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06053",,,"Monterey County, California",138833,124963,13870,"Monterey County, California",464,1083,939
"G0600550","2006-2010","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06055",,,"Napa County, California",54306,49179,5127,"Napa County, California",531,742,491
"G0600570","2006-2010","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06057",,,"Nevada County, California",51847,41255,10592,"Nevada County, California",209,656,703
"G0600590","2006-2010","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06059",,,"Orange County, California",1042254,984503,57751,"Orange County, California",1394,2487,2154
"G0600610","2006-2010","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06061",,,"Placer County, California",149188,129153,20035,"Placer County, California",344,926,898
"G0600630","2006-2010","CA",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06063",,,"Plumas County, California",15383,10090,5293,"Plumas County, California",105,438,435
"G0600650","2006-2010","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06065",,,"Riverside County, California",783116,666906,116210,"Riverside County, California",654,3169,2912
"G0600670","2006-2010","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06067",,,"Sacramento County, California",551985,508499,43486,"Sacramento County, California",800,1945,1862
"G0600690","2006-2010","CA",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06069",,,"San Benito County, California",17873,16812,1061,"San Benito County, California",629,730,258
"G0600710","2006-2010","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06071",,,"San Bernardino County, California",691321,596125,95196,"San Bernardino County, California",690,2574,2403
"G0600730","2006-2010","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06073",,,"San Diego County, California",1154874,1061789,93085,"San Diego County, California",1928,3453,3243
"G0600750","2006-2010","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06075",,,"San Francisco County, California",372560,335956,36604,"San Francisco County, California",742,1928,1827
"G0600770","2006-2010","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06077",,,"San Joaquin County, California",231114,212905,18209,"San Joaquin County, California",852,1295,1040
"G0600790","2006-2010","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06079",,,"San Luis Obispo County, California",116323,102434,13889,"San Luis Obispo County, California",622,980,763
"G0600810","2006-2010","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06081",,,"San Mateo County, California",270039,255758,14281,"San Mateo County, California",559,1317,1122
