GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RP8E001,RP8E002,RP8E003,NAME_M,RP8M001,RP8M002,RP8M003
"G4600350","2005-2009","SD",,,"South Dakota","46","Davison County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46035","Davison County, South Dakota",8668,7872,796,"Davison County, South Dakota",238,349,226
"G4600370","2005-2009","SD",,,"South Dakota","46","Day County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46037","Day County, South Dakota",3622,2453,1169,"Day County, South Dakota",205,192,117
"G4600390","2005-2009","SD",,,"South Dakota","46","Deuel County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46039","Deuel County, South Dakota",2306,1820,486,"Deuel County, South Dakota",94,111,76
"G4600410","2005-2009","SD",,,"South Dakota","46","Dewey County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46041","Dewey County, South Dakota",2226,1891,335,"Dewey County, South Dakota",40,74,62
"G4600430","2005-2009","SD",,,"South Dakota","46","Douglas County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46043","Douglas County, South Dakota",1478,1279,199,"Douglas County, South Dakota",78,99,55
"G4600450","2005-2009","SD",,,"South Dakota","46","Edmunds County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46045","Edmunds County, South Dakota",2084,1663,421,"Edmunds County, South Dakota",86,75,80
"G4600470","2005-2009","SD",,,"South Dakota","46","Fall River County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46047","Fall River County, South Dakota",3724,2967,757,"Fall River County, South Dakota",598,559,129
"G4600490","2005-2009","SD",,,"South Dakota","46","Faulk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46049","Faulk County, South Dakota",1255,1020,235,"Faulk County, South Dakota",99,95,52
"G4600510","2005-2009","SD",,,"South Dakota","46","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46051","Grant County, South Dakota",3592,3319,273,"Grant County, South Dakota",209,214,110
"G4600530","2005-2009","SD",,,"South Dakota","46","Gregory County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46053","Gregory County, South Dakota",2468,1949,519,"Gregory County, South Dakota",82,115,83
"G4600550","2005-2009","SD",,,"South Dakota","46","Haakon County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46055","Haakon County, South Dakota",901,668,233,"Haakon County, South Dakota",156,142,48
"G4600570","2005-2009","SD",,,"South Dakota","46","Hamlin County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46057","Hamlin County, South Dakota",2812,2146,666,"Hamlin County, South Dakota",60,126,109
"G4600590","2005-2009","SD",,,"South Dakota","46","Hand County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46059","Hand County, South Dakota",1736,1381,355,"Hand County, South Dakota",159,152,84
"G4600610","2005-2009","SD",,,"South Dakota","46","Hanson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46061","Hanson County, South Dakota",1364,1293,71,"Hanson County, South Dakota",69,75,32
"G4600630","2005-2009","SD",,,"South Dakota","46","Harding County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46063","Harding County, South Dakota",714,494,220,"Harding County, South Dakota",60,63,40
"G4600650","2005-2009","SD",,,"South Dakota","46","Hughes County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46065","Hughes County, South Dakota",7466,6907,559,"Hughes County, South Dakota",127,207,187
"G4600670","2005-2009","SD",,,"South Dakota","46","Hutchinson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46067","Hutchinson County, South Dakota",3575,3123,452,"Hutchinson County, South Dakota",99,130,110
"G4600690","2005-2009","SD",,,"South Dakota","46","Hyde County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46069","Hyde County, South Dakota",782,626,156,"Hyde County, South Dakota",82,85,43
"G4600710","2005-2009","SD",,,"South Dakota","46","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46071","Jackson County, South Dakota",1192,931,261,"Jackson County, South Dakota",89,90,70
"G4600730","2005-2009","SD",,,"South Dakota","46","Jerauld County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46073","Jerauld County, South Dakota",1219,894,325,"Jerauld County, South Dakota",59,60,68
"G4600750","2005-2009","SD",,,"South Dakota","46","Jones County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46075","Jones County, South Dakota",587,461,126,"Jones County, South Dakota",118,118,41
"G4600770","2005-2009","SD",,,"South Dakota","46","Kingsbury County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46077","Kingsbury County, South Dakota",2810,2375,435,"Kingsbury County, South Dakota",100,118,72
"G4600790","2005-2009","SD",,,"South Dakota","46","Lake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46079","Lake County, South Dakota",5684,4480,1204,"Lake County, South Dakota",134,212,173
"G4600810","2005-2009","SD",,,"South Dakota","46","Lawrence County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46081","Lawrence County, South Dakota",11937,10400,1537,"Lawrence County, South Dakota",316,404,235
"G4600830","2005-2009","SD",,,"South Dakota","46","Lincoln County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46083","Lincoln County, South Dakota",11682,11053,629,"Lincoln County, South Dakota",74,181,160
"G4600850","2005-2009","SD",,,"South Dakota","46","Lyman County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46085","Lyman County, South Dakota",1704,1418,286,"Lyman County, South Dakota",22,68,64
"G4600870","2005-2009","SD",,,"South Dakota","46","McCook County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46087","McCook County, South Dakota",2564,2226,338,"McCook County, South Dakota",56,70,77
"G4600890","2005-2009","SD",,,"South Dakota","46","McPherson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46089","McPherson County, South Dakota",1527,1112,415,"McPherson County, South Dakota",75,67,57
"G4600910","2005-2009","SD",,,"South Dakota","46","Marshall County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46091","Marshall County, South Dakota",2654,1828,826,"Marshall County, South Dakota",102,137,89
"G4600930","2005-2009","SD",,,"South Dakota","46","Meade County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46093","Meade County, South Dakota",11501,10113,1388,"Meade County, South Dakota",84,317,303
"G4600950","2005-2009","SD",,,"South Dakota","46","Mellette County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46095","Mellette County, South Dakota",855,652,203,"Mellette County, South Dakota",51,38,40
"G4600970","2005-2009","SD",,,"South Dakota","46","Miner County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46097","Miner County, South Dakota",1417,1125,292,"Miner County, South Dakota",60,50,61
"G4600990","2005-2009","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",73094,68706,4388,"Minnehaha County, South Dakota",318,650,558
"G4601010","2005-2009","SD",,,"South Dakota","46","Moody County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46101","Moody County, South Dakota",2858,2631,227,"Moody County, South Dakota",66,98,70
"G4601030","2005-2009","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",42261,38385,3876,"Pennington County, South Dakota",250,495,443
"G4601050","2005-2009","SD",,,"South Dakota","46","Perkins County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46105","Perkins County, South Dakota",1808,1342,466,"Perkins County, South Dakota",145,143,73
"G4601070","2005-2009","SD",,,"South Dakota","46","Potter County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46107","Potter County, South Dakota",1723,1049,674,"Potter County, South Dakota",116,111,67
"G4601090","2005-2009","SD",,,"South Dakota","46","Roberts County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46109","Roberts County, South Dakota",4947,3854,1093,"Roberts County, South Dakota",82,141,122
"G4601110","2005-2009","SD",,,"South Dakota","46","Sanborn County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46111","Sanborn County, South Dakota",1278,1097,181,"Sanborn County, South Dakota",55,57,43
"G4601130","2005-2009","SD",,,"South Dakota","46","Shannon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46113","Shannon County, South Dakota",3313,2778,535,"Shannon County, South Dakota",76,147,125
"G4601150","2005-2009","SD",,,"South Dakota","46","Spink County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46115","Spink County, South Dakota",3391,2908,483,"Spink County, South Dakota",163,199,121
"G4601170","2005-2009","SD",,,"South Dakota","46","Stanley County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46117","Stanley County, South Dakota",1309,1186,123,"Stanley County, South Dakota",71,70,65
"G4601190","2005-2009","SD",,,"South Dakota","46","Sully County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46119","Sully County, South Dakota",903,647,256,"Sully County, South Dakota",43,60,65
"G4601210","2005-2009","SD",,,"South Dakota","46","Todd County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46121","Todd County, South Dakota",2953,2534,419,"Todd County, South Dakota",21,115,112
"G4601230","2005-2009","SD",,,"South Dakota","46","Tripp County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46123","Tripp County, South Dakota",3092,2563,529,"Tripp County, South Dakota",164,141,130
"G4601250","2005-2009","SD",,,"South Dakota","46","Turner County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46125","Turner County, South Dakota",3999,3533,466,"Turner County, South Dakota",85,112,76
"G4601270","2005-2009","SD",,,"South Dakota","46","Union County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46127","Union County, South Dakota",6096,5732,364,"Union County, South Dakota",32,119,114
"G4601290","2005-2009","SD",,,"South Dakota","46","Walworth County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46129","Walworth County, South Dakota",3197,2280,917,"Walworth County, South Dakota",283,277,117
"G4601350","2005-2009","SD",,,"South Dakota","46","Yankton County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46135","Yankton County, South Dakota",9466,8686,780,"Yankton County, South Dakota",271,325,204
"G4601370","2005-2009","SD",,,"South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46137","Ziebach County, South Dakota",934,760,174,"Ziebach County, South Dakota",17,40,36
"G4700010","2005-2009","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",34159,30851,3308,"Anderson County, Tennessee",181,424,382
"G4700030","2005-2009","TN",,,"Tennessee","47","Bedford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47003","Bedford County, Tennessee",17190,15575,1615,"Bedford County, Tennessee",623,687,280
"G4700050","2005-2009","TN",,,"Tennessee","47","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47005","Benton County, Tennessee",9066,7271,1795,"Benton County, Tennessee",74,244,245
"G4700070","2005-2009","TN",,,"Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47007","Bledsoe County, Tennessee",5446,4037,1409,"Bledsoe County, Tennessee",497,506,198
"G4700090","2005-2009","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",52350,46748,5602,"Blount County, Tennessee",266,516,513
"G4700110","2005-2009","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",41004,37675,3329,"Bradley County, Tennessee",176,538,526
"G4700130","2005-2009","TN",,,"Tennessee","47","Campbell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47013","Campbell County, Tennessee",19213,15789,3424,"Campbell County, Tennessee",196,379,352
"G4700150","2005-2009","TN",,,"Tennessee","47","Cannon County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47015","Cannon County, Tennessee",5718,5221,497,"Cannon County, Tennessee",84,166,154
"G4700170","2005-2009","TN",,,"Tennessee","47","Carroll County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47017","Carroll County, Tennessee",13646,11575,2071,"Carroll County, Tennessee",173,346,304
"G4700190","2005-2009","TN",,,"Tennessee","47","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47019","Carter County, Tennessee",27383,23729,3654,"Carter County, Tennessee",211,504,471
"G4700210","2005-2009","TN",,,"Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47021","Cheatham County, Tennessee",15598,14468,1130,"Cheatham County, Tennessee",114,232,221
"G4700230","2005-2009","TN",,,"Tennessee","47","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47023","Chester County, Tennessee",6770,6081,689,"Chester County, Tennessee",262,316,190
"G4700250","2005-2009","TN",,,"Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47025","Claiborne County, Tennessee",14981,12721,2260,"Claiborne County, Tennessee",194,415,361
"G4700270","2005-2009","TN",,,"Tennessee","47","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47027","Clay County, Tennessee",4417,3583,834,"Clay County, Tennessee",212,224,181
"G4700290","2005-2009","TN",,,"Tennessee","47","Cocke County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47029","Cocke County, Tennessee",16680,14247,2433,"Cocke County, Tennessee",89,434,432
"G4700310","2005-2009","TN",,,"Tennessee","47","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47031","Coffee County, Tennessee",22843,20696,2147,"Coffee County, Tennessee",108,411,420
"G4700330","2005-2009","TN",,,"Tennessee","47","Crockett County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47033","Crockett County, Tennessee",6388,5475,913,"Crockett County, Tennessee",80,224,204
"G4700350","2005-2009","TN",,,"Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47035","Cumberland County, Tennessee",24254,20763,3491,"Cumberland County, Tennessee",105,459,456
"G4700370","2005-2009","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",278283,252172,26111,"Davidson County, Tennessee",760,1501,1349
"G4700390","2005-2009","TN",,,"Tennessee","47","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47039","Decatur County, Tennessee",6790,4998,1792,"Decatur County, Tennessee",94,271,232
"G4700410","2005-2009","TN",,,"Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47041","DeKalb County, Tennessee",8846,6606,2240,"DeKalb County, Tennessee",228,343,279
"G4700430","2005-2009","TN",,,"Tennessee","47","Dickson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47043","Dickson County, Tennessee",19940,18393,1547,"Dickson County, Tennessee",89,304,290
"G4700450","2005-2009","TN",,,"Tennessee","47","Dyer County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47045","Dyer County, Tennessee",17098,15128,1970,"Dyer County, Tennessee",202,354,325
"G4700470","2005-2009","TN",,,"Tennessee","47","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47047","Fayette County, Tennessee",13980,12558,1422,"Fayette County, Tennessee",163,357,291
"G4700490","2005-2009","TN",,,"Tennessee","47","Fentress County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47049","Fentress County, Tennessee",7996,6642,1354,"Fentress County, Tennessee",55,224,214
"G4700510","2005-2009","TN",,,"Tennessee","47","Franklin County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47051","Franklin County, Tennessee",18832,16105,2727,"Franklin County, Tennessee",306,466,340
"G4700530","2005-2009","TN",,,"Tennessee","47","Gibson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47053","Gibson County, Tennessee",22472,20432,2040,"Gibson County, Tennessee",226,401,343
"G4700550","2005-2009","TN",,,"Tennessee","47","Giles County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47055","Giles County, Tennessee",13797,11699,2098,"Giles County, Tennessee",187,311,282
"G4700570","2005-2009","TN",,,"Tennessee","47","Grainger County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47057","Grainger County, Tennessee",10307,8483,1824,"Grainger County, Tennessee",34,276,267
"G4700590","2005-2009","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",30743,27366,3377,"Greene County, Tennessee",529,698,522
"G4700610","2005-2009","TN",,,"Tennessee","47","Grundy County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47061","Grundy County, Tennessee",6614,5455,1159,"Grundy County, Tennessee",66,216,197
"G4700630","2005-2009","TN",,,"Tennessee","47","Hamblen County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47063","Hamblen County, Tennessee",26452,24536,1916,"Hamblen County, Tennessee",310,461,345
"G4700650","2005-2009","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",148424,133211,15213,"Hamilton County, Tennessee",672,1151,912
"G4700670","2005-2009","TN",,,"Tennessee","47","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47067","Hancock County, Tennessee",3413,2807,606,"Hancock County, Tennessee",100,179,145
"G4700690","2005-2009","TN",,,"Tennessee","47","Hardeman County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47069","Hardeman County, Tennessee",11399,9540,1859,"Hardeman County, Tennessee",304,424,308
"G4700710","2005-2009","TN",,,"Tennessee","47","Hardin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47071","Hardin County, Tennessee",13547,10592,2955,"Hardin County, Tennessee",71,311,316
"G4700730","2005-2009","TN",,,"Tennessee","47","Hawkins County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47073","Hawkins County, Tennessee",26131,22777,3354,"Hawkins County, Tennessee",95,395,404
"G4700750","2005-2009","TN",,,"Tennessee","47","Haywood County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47075","Haywood County, Tennessee",8522,7617,905,"Haywood County, Tennessee",74,273,250
"G4700770","2005-2009","TN",,,"Tennessee","47","Henderson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47077","Henderson County, Tennessee",12153,10634,1519,"Henderson County, Tennessee",203,367,282
"G4700790","2005-2009","TN",,,"Tennessee","47","Henry County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47079","Henry County, Tennessee",16713,13544,3169,"Henry County, Tennessee",177,387,334
"G4700810","2005-2009","TN",,,"Tennessee","47","Hickman County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47081","Hickman County, Tennessee",9367,8247,1120,"Hickman County, Tennessee",85,316,303
"G4700830","2005-2009","TN",,,"Tennessee","47","Houston County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47083","Houston County, Tennessee",4110,3268,842,"Houston County, Tennessee",61,155,143
"G4700850","2005-2009","TN",,,"Tennessee","47","Humphreys County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47085","Humphreys County, Tennessee",9000,7642,1358,"Humphreys County, Tennessee",96,271,259
"G4700870","2005-2009","TN",,,"Tennessee","47","Jackson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47087","Jackson County, Tennessee",5436,4447,989,"Jackson County, Tennessee",70,206,182
"G4700890","2005-2009","TN",,,"Tennessee","47","Jefferson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47089","Jefferson County, Tennessee",22257,19165,3092,"Jefferson County, Tennessee",246,528,440
"G4700910","2005-2009","TN",,,"Tennessee","47","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47091","Johnson County, Tennessee",8552,7290,1262,"Johnson County, Tennessee",115,285,275
"G4700930","2005-2009","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",192729,177175,15554,"Knox County, Tennessee",639,920,905
"G4700950","2005-2009","TN",,,"Tennessee","47","Lake County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47095","Lake County, Tennessee",2775,2405,370,"Lake County, Tennessee",84,138,113
"G4700970","2005-2009","TN",,,"Tennessee","47","Lauderdale County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47097","Lauderdale County, Tennessee",11516,9516,2000,"Lauderdale County, Tennessee",186,383,319
"G4700990","2005-2009","TN",,,"Tennessee","47","Lawrence County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47099","Lawrence County, Tennessee",17435,15399,2036,"Lawrence County, Tennessee",86,355,335
"G4701010","2005-2009","TN",,,"Tennessee","47","Lewis County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47101","Lewis County, Tennessee",5061,4334,727,"Lewis County, Tennessee",68,190,198
"G4701030","2005-2009","TN",,,"Tennessee","47","Lincoln County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47103","Lincoln County, Tennessee",14570,13092,1478,"Lincoln County, Tennessee",144,360,305
"G4701050","2005-2009","TN",,,"Tennessee","47","Loudon County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47105","Loudon County, Tennessee",19641,18076,1565,"Loudon County, Tennessee",104,377,363
"G4701070","2005-2009","TN",,,"Tennessee","47","McMinn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47107","McMinn County, Tennessee",22722,20590,2132,"McMinn County, Tennessee",279,483,390
"G4701090","2005-2009","TN",,,"Tennessee","47","McNairy County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47109","McNairy County, Tennessee",11798,10008,1790,"McNairy County, Tennessee",89,282,272
"G4701110","2005-2009","TN",,,"Tennessee","47","Macon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47111","Macon County, Tennessee",9516,8216,1300,"Macon County, Tennessee",85,271,265
"G4701130","2005-2009","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",42656,38364,4292,"Madison County, Tennessee",298,614,535
"G4701150","2005-2009","TN",,,"Tennessee","47","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47115","Marion County, Tennessee",13471,11918,1553,"Marion County, Tennessee",28,258,263
"G4701170","2005-2009","TN",,,"Tennessee","47","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47117","Marshall County, Tennessee",12772,11556,1216,"Marshall County, Tennessee",84,284,266
"G4701190","2005-2009","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",34982,32090,2892,"Maury County, Tennessee",219,433,378
"G4701210","2005-2009","TN",,,"Tennessee","47","Meigs County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47121","Meigs County, Tennessee",5698,4656,1042,"Meigs County, Tennessee",84,232,226
"G4701230","2005-2009","TN",,,"Tennessee","47","Monroe County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47123","Monroe County, Tennessee",18889,16139,2750,"Monroe County, Tennessee",149,382,366
"G4701250","2005-2009","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",65736,58943,6793,"Montgomery County, Tennessee",372,887,771
"G4701270","2005-2009","TN",,,"Tennessee","47","Moore County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47127","Moore County, Tennessee",2899,2325,574,"Moore County, Tennessee",15,167,164
"G4701290","2005-2009","TN",,,"Tennessee","47","Morgan County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47129","Morgan County, Tennessee",8143,7515,628,"Morgan County, Tennessee",158,275,208
"G4701310","2005-2009","TN",,,"Tennessee","47","Obion County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47131","Obion County, Tennessee",14987,13199,1788,"Obion County, Tennessee",85,286,270
"G4701330","2005-2009","TN",,,"Tennessee","47","Overton County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47133","Overton County, Tennessee",9645,8648,997,"Overton County, Tennessee",261,362,259
"G4701350","2005-2009","TN",,,"Tennessee","47","Perry County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47135","Perry County, Tennessee",4350,2977,1373,"Perry County, Tennessee",75,171,178
"G4701370","2005-2009","TN",,,"Tennessee","47","Pickett County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47137","Pickett County, Tennessee",2898,2060,838,"Pickett County, Tennessee",231,217,168
"G4701390","2005-2009","TN",,,"Tennessee","47","Polk County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47139","Polk County, Tennessee",8169,6679,1490,"Polk County, Tennessee",135,318,284
"G4701410","2005-2009","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",30279,26772,3507,"Putnam County, Tennessee",861,1037,466
"G4701430","2005-2009","TN",,,"Tennessee","47","Rhea County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47143","Rhea County, Tennessee",13777,11747,2030,"Rhea County, Tennessee",164,369,353
"G4701450","2005-2009","TN",,,"Tennessee","47","Roane County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47145","Roane County, Tennessee",24702,21663,3039,"Roane County, Tennessee",166,483,436
"G4701470","2005-2009","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",24984,23224,1760,"Robertson County, Tennessee",106,313,300
"G4701490","2005-2009","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",97793,91128,6665,"Rutherford County, Tennessee",377,758,677
"G4701510","2005-2009","TN",,,"Tennessee","47","Scott County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47151","Scott County, Tennessee",9384,8460,924,"Scott County, Tennessee",95,280,254
"G4701530","2005-2009","TN",,,"Tennessee","47","Sequatchie County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47153","Sequatchie County, Tennessee",5234,4211,1023,"Sequatchie County, Tennessee",64,246,234
