GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S25E001,S25E002,S25E003,NAME_M,S25M001,S25M002,S25M003
"G2201050","2013","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",51598,46039,5559,"Tangipahoa Parish, Louisiana",251,1352,1369
"G2201090","2013","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",44179,38949,5230,"Terrebonne Parish, Louisiana",218,1600,1611
"G2300010","2013","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",48960,43736,5224,"Androscoggin County, Maine",320,1325,1236
"G2300030","2013","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",39320,30097,9223,"Aroostook County, Maine",298,960,901
"G2300050","2013","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",139159,116017,23142,"Cumberland County, Maine",611,2400,2368
"G2300110","2013","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",61094,50670,10424,"Kennebec County, Maine",333,1519,1489
"G2300190","2013","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",73901,62039,11862,"Penobscot County, Maine",498,1704,1609
"G2300310","2013","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",106485,81605,24880,"York County, Maine",325,2336,2305
"G2400010","2013","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",33159,26573,6586,"Allegany County, Maryland",535,1252,1200
"G2400030","2013","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",217018,201695,15323,"Anne Arundel County, Maryland",598,2445,2165
"G2400050","2013","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",335896,313837,22059,"Baltimore County, Maryland",870,2968,2756
"G2400090","2013","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",34372,30729,3643,"Calvert County, Maryland",171,1272,1260
"G2400130","2013","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",62736,60362,2374,"Carroll County, Maryland",430,1009,926
"G2400150","2013","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",42109,36759,5350,"Cecil County, Maryland",163,1451,1436
"G2400170","2013","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",56774,52683,4091,"Charles County, Maryland",255,1206,1198
"G2400210","2013","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",92341,88531,3810,"Frederick County, Maryland",382,1120,1109
"G2400250","2013","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",97369,91938,5431,"Harford County, Maryland",332,1816,1773
"G2400270","2013","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",113071,108188,4883,"Howard County, Maryland",291,1729,1643
"G2400310","2013","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",382254,364743,17511,"Montgomery County, Maryland",582,2889,2849
"G2400330","2013","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",329367,306730,22637,"Prince George's County, Maryland",672,2746,2738
"G2400370","2013","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",42823,36083,6740,"St. Mary's County, Maryland",390,1555,1546
"G2400430","2013","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",60832,56400,4432,"Washington County, Maryland",470,1249,1118
"G2400450","2013","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",41397,37037,4360,"Wicomico County, Maryland",551,1247,1174
"G2405100","2013","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",295773,244114,51659,"Baltimore city, Maryland",1130,3964,3567
"G2500010","2013","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",160975,94479,66496,"Barnstable County, Massachusetts",302,3189,3250
"G2500030","2013","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",68248,54963,13285,"Berkshire County, Massachusetts",556,1736,1796
"G2500050","2013","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",230272,212609,17663,"Bristol County, Massachusetts",637,2253,2159
"G2500090","2013","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",306853,286891,19962,"Essex County, Massachusetts",935,2443,2318
"G2500110","2013","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",33573,30990,2583,"Franklin County, Massachusetts",342,752,700
"G2500130","2013","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",191465,175846,15619,"Hampden County, Massachusetts",712,2359,2251
"G2500150","2013","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",62672,59101,3571,"Hampshire County, Massachusetts",816,1410,1097
"G2500170","2013","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",614526,584142,30384,"Middlesex County, Massachusetts",1468,3922,3346
"G2500210","2013","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",271899,259006,12893,"Norfolk County, Massachusetts",665,2229,2173
"G2500230","2013","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",201129,177399,23730,"Plymouth County, Massachusetts",629,2615,2661
"G2500250","2013","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",315406,290581,24825,"Suffolk County, Massachusetts",1283,2616,2486
"G2500270","2013","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",327510,300998,26512,"Worcester County, Massachusetts",1015,2891,2838
"G2600050","2013","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",49388,41157,8231,"Allegan County, Michigan",186,1488,1498
"G2600170","2013","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",47905,44918,2987,"Bay County, Michigan",313,979,976
"G2600210","2013","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",76540,59239,17301,"Berrien County, Michigan",383,1806,1753
"G2600250","2013","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",60562,52980,7582,"Calhoun County, Michigan",559,1474,1445
"G2600370","2013","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",30655,28364,2291,"Clinton County, Michigan",173,734,723
"G2600450","2013","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",46919,44259,2660,"Eaton County, Michigan",313,850,800
"G2600490","2013","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",190491,163740,26751,"Genesee County, Michigan",467,3064,2991
"G2600550","2013","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",41878,33798,8080,"Grand Traverse County, Michigan",389,1573,1471
"G2600650","2013","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",121257,110512,10745,"Ingham County, Michigan",916,2018,1617
"G2600730","2013","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",28206,25225,2981,"Isabella County, Michigan",327,895,837
"G2600750","2013","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",68862,61235,7627,"Jackson County, Michigan",394,1481,1469
"G2600770","2013","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",109861,100735,9126,"Kalamazoo County, Michigan",753,1793,1752
"G2600810","2013","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",247331,230446,16885,"Kent County, Michigan",507,2780,2757
"G2600870","2013","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",36063,32998,3065,"Lapeer County, Michigan",182,901,886
"G2600910","2013","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",43294,37270,6024,"Lenawee County, Michigan",483,1271,1203
"G2600930","2013","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",73498,68221,5277,"Livingston County, Michigan",240,1149,1116
"G2600990","2013","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",359639,335982,23657,"Macomb County, Michigan",511,2773,2783
"G2601030","2013","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",34373,25676,8697,"Marquette County, Michigan",296,1067,1002
"G2601110","2013","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",36033,33858,2175,"Midland County, Michigan",210,887,855
"G2601150","2013","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",63191,58479,4712,"Monroe County, Michigan",219,1263,1263
"G2601210","2013","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",73050,65559,7491,"Muskegon County, Michigan",399,1217,1260
"G2601250","2013","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",530457,493007,37450,"Oakland County, Michigan",568,3207,3152
"G2601390","2013","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",103408,95068,8340,"Ottawa County, Michigan",532,1717,1605
"G2601450","2013","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",86531,77518,9013,"Saginaw County, Michigan",621,1513,1384
"G2601470","2013","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",71733,63462,8271,"St. Clair County, Michigan",270,1375,1354
"G2601550","2013","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",30017,28093,1924,"Shiawassee County, Michigan",183,639,609
"G2601590","2013","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",36525,29341,7184,"Van Buren County, Michigan",388,1361,1291
"G2601610","2013","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",148451,137728,10723,"Washtenaw County, Michigan",1691,2880,2063
"G2601630","2013","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",816539,664415,152124,"Wayne County, Michigan",817,5107,5105
"G2700030","2013","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",128779,124047,4732,"Anoka County, Minnesota",372,1165,1072
"G2700130","2013","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",26759,24736,2023,"Blue Earth County, Minnesota",291,675,643
"G2700190","2013","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",35739,34659,1080,"Carver County, Minnesota",139,657,648
"G2700370","2013","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",161856,157195,4661,"Dakota County, Minnesota",380,1479,1449
"G2700530","2013","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",517619,489690,27929,"Hennepin County, Minnesota",1190,3192,3030
"G2701090","2013","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",61229,58203,3026,"Olmsted County, Minnesota",423,1283,1202
"G2701230","2013","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",217954,206353,11601,"Ramsey County, Minnesota",775,1964,1750
"G2701310","2013","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",24421,22361,2060,"Rice County, Minnesota",567,948,804
"G2701370","2013","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",102866,84311,18555,"St. Louis County, Minnesota",626,1679,1631
"G2701390","2013","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",48642,46196,2446,"Scott County, Minnesota",193,1163,1123
"G2701410","2013","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",32629,29288,3341,"Sherburne County, Minnesota",462,1364,1263
"G2701450","2013","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",62448,57623,4825,"Stearns County, Minnesota",480,1128,1017
"G2701630","2013","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",94872,90586,4286,"Washington County, Minnesota",367,1130,1051
"G2701710","2013","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",49324,45028,4296,"Wright County, Minnesota",151,979,998
"G2800330","2013","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",63008,59048,3960,"DeSoto County, Mississippi",276,1110,1117
"G2800350","2013","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",32354,28256,4098,"Forrest County, Mississippi",340,1184,1153
"G2800470","2013","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",88512,75258,13254,"Harrison County, Mississippi",468,2577,2554
"G2800490","2013","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",103761,89320,14441,"Hinds County, Mississippi",556,2008,1903
"G2800590","2013","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",60685,49263,11422,"Jackson County, Mississippi",296,1874,1864
"G2800670","2013","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",28380,24601,3779,"Jones County, Mississippi",210,993,956
"G2800750","2013","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",34728,31194,3534,"Lauderdale County, Mississippi",388,1242,1184
"G2800810","2013","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",36028,32442,3586,"Lee County, Mississippi",242,1066,1034
"G2800890","2013","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",40134,36817,3317,"Madison County, Mississippi",239,1070,1024
"G2801210","2013","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",57441,54237,3204,"Rankin County, Mississippi",600,1277,1177
"G2900190","2013","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",71896,67680,4216,"Boone County, Missouri",603,1773,1687
"G2900210","2013","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",38323,32448,5875,"Buchanan County, Missouri",400,1418,1312
"G2900310","2013","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",32775,29621,3154,"Cape Girardeau County, Missouri",358,1069,1023
"G2900370","2013","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",40243,37378,2865,"Cass County, Missouri",166,1060,1043
"G2900430","2013","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",32206,29915,2291,"Christian County, Missouri",138,776,770
"G2900470","2013","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",94202,87712,6490,"Clay County, Missouri",398,1723,1695
"G2900510","2013","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",32545,28441,4104,"Cole County, Missouri",338,1172,1155
"G2900710","2013","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",43517,39255,4262,"Franklin County, Missouri",126,1098,1086
"G2900770","2013","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",127656,118068,9588,"Greene County, Missouri",757,2206,2155
"G2900950","2013","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",312790,274269,38521,"Jackson County, Missouri",701,3206,3248
"G2900970","2013","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",50774,45456,5318,"Jasper County, Missouri",314,1556,1623
"G2900990","2013","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",88144,82011,6133,"Jefferson County, Missouri",213,1709,1658
"G2901650","2013","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",39751,37664,2087,"Platte County, Missouri",190,940,924
"G2901830","2013","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",145078,138788,6290,"St. Charles County, Missouri",509,1688,1487
"G2901870","2013","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",29169,24435,4734,"St. Francois County, Missouri",381,1453,1385
"G2901890","2013","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",437322,401795,35527,"St. Louis County, Missouri",639,3767,3612
"G2905100","2013","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",175129,140536,34593,"St. Louis city, Missouri",972,3412,3087
"G3000130","2013","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",37365,34492,2873,"Cascade County, Montana",406,895,821
"G3000290","2013","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",47026,36391,10635,"Flathead County, Montana",185,1744,1705
"G3000310","2013","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",43477,37767,5710,"Gallatin County, Montana",297,1144,1182
"G3000490","2013","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",30403,26607,3796,"Lewis and Clark County, Montana",256,868,822
"G3000630","2013","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",50756,45820,4936,"Missoula County, Montana",326,1468,1490
"G3001110","2013","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",64886,61439,3447,"Yellowstone County, Montana",387,1228,1170
"G3100550","2013","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",224264,209490,14774,"Douglas County, Nebraska",657,2383,2367
"G3101090","2013","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",123264,117048,6216,"Lancaster County, Nebraska",827,1831,1649
"G3101530","2013","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",64537,60375,4162,"Sarpy County, Nebraska",147,1117,1142
"G3200030","2013","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",854128,713577,140551,"Clark County, Nevada",539,6105,6022
"G3200310","2013","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",185321,164597,20724,"Washoe County, Nevada",396,2529,2459
"G3300050","2013","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",34681,30603,4078,"Cheshire County, New Hampshire",444,988,930
"G3300090","2013","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",51436,35728,15708,"Grafton County, New Hampshire",405,1499,1457
"G3300110","2013","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",166802,155036,11766,"Hillsborough County, New Hampshire",593,2048,1884
"G3300130","2013","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",63326,55085,8241,"Merrimack County, New Hampshire",451,1407,1381
"G3300150","2013","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",127423,117890,9533,"Rockingham County, New Hampshire",361,1903,1883
"G3300170","2013","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",51921,47528,4393,"Strafford County, New Hampshire",562,1228,1081
"G3400010","2013","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",127288,101721,25567,"Atlantic County, New Jersey",471,2722,2738
"G3400030","2013","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",355099,338063,17036,"Bergen County, New Jersey",862,3017,2863
"G3400050","2013","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",177010,162245,14765,"Burlington County, New Jersey",625,2421,2277
"G3400070","2013","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",205780,185774,20006,"Camden County, New Jersey",571,2766,2730
"G3400090","2013","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",98680,38210,60470,"Cape May County, New Jersey",552,2310,2232
"G3400110","2013","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",56196,50066,6130,"Cumberland County, New Jersey",551,1590,1485
"G3400130","2013","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",313760,277102,36658,"Essex County, New Jersey",902,2922,2863
"G3400150","2013","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",111438,103864,7574,"Gloucester County, New Jersey",401,1600,1608
"G3400170","2013","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",274540,247490,27050,"Hudson County, New Jersey",487,2907,2831
"G3400190","2013","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",49658,45792,3866,"Hunterdon County, New Jersey",337,1287,1206
"G3400210","2013","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",144228,131623,12605,"Mercer County, New Jersey",607,2344,2131
"G3400230","2013","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",298129,283211,14918,"Middlesex County, New Jersey",802,2618,2557
"G3400250","2013","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",259791,232158,27633,"Monmouth County, New Jersey",319,2838,2827
"G3400270","2013","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",190770,178951,11819,"Morris County, New Jersey",533,2464,2408
"G3400290","2013","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",279034,217698,61336,"Ocean County, New Jersey",579,3563,3574
"G3400310","2013","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",176171,161331,14840,"Passaic County, New Jersey",515,1920,1885
"G3400330","2013","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",27546,24280,3266,"Salem County, New Jersey",268,982,919
"G3400350","2013","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",125062,112974,12088,"Somerset County, New Jersey",361,1937,1875
"G3400370","2013","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",62150,54765,7385,"Sussex County, New Jersey",281,1532,1510
