GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA02E001,AA02E002,AA02E003,NAME_M,AA02M001,AA02M002,AA02M003
"G4100170","2014","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",82420,66218,16202,"Deschutes County, Oregon",234,2180,2107
"G4100190","2014","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",48933,43290,5643,"Douglas County, Oregon",306,1285,1261
"G4100290","2014","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",91919,83131,8788,"Jackson County, Oregon",329,2098,2138
"G4100330","2014","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",38023,33486,4537,"Josephine County, Oregon",221,1468,1441
"G4100350","2014","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",32756,26377,6379,"Klamath County, Oregon",287,1297,1229
"G4100390","2014","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",157908,145732,12176,"Lane County, Oregon",643,2091,1881
"G4100430","2014","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",49304,45907,3397,"Linn County, Oregon",231,1303,1246
"G4100470","2014","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",122448,114484,7964,"Marion County, Oregon",615,1711,1547
"G4100510","2014","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",330804,313812,16992,"Multnomah County, Oregon",826,2619,2531
"G4100530","2014","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",30601,27487,3114,"Polk County, Oregon",278,1181,1151
"G4100590","2014","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",29699,26895,2804,"Umatilla County, Oregon",364,957,887
"G4100670","2014","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",218885,209426,9459,"Washington County, Oregon",660,1872,1733
"G4100710","2014","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",37524,34072,3452,"Yamhill County, Oregon",411,1188,1138
"G4200010","2014","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",41290,38748,2542,"Adams County, Pennsylvania",375,972,863
"G4200030","2014","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",589772,530977,58795,"Allegheny County, Pennsylvania",1399,4190,3848
"G4200050","2014","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",32382,28351,4031,"Armstrong County, Pennsylvania",192,762,757
"G4200070","2014","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",78383,68555,9828,"Beaver County, Pennsylvania",404,1684,1637
"G4200110","2014","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",164846,152908,11938,"Berks County, Pennsylvania",995,2064,1772
"G4200130","2014","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",56067,49678,6389,"Blair County, Pennsylvania",414,1101,995
"G4200170","2014","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",246850,232629,14221,"Bucks County, Pennsylvania",611,2436,2385
"G4200190","2014","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",80358,76410,3948,"Butler County, Pennsylvania",860,1194,895
"G4200210","2014","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",65262,57004,8258,"Cambria County, Pennsylvania",683,1406,1261
"G4200250","2014","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",34395,26015,8380,"Carbon County, Pennsylvania",225,1303,1269
"G4200270","2014","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",65105,57583,7522,"Centre County, Pennsylvania",735,1635,1573
"G4200290","2014","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",195657,186144,9513,"Chester County, Pennsylvania",730,1630,1588
"G4200330","2014","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",38573,31784,6789,"Clearfield County, Pennsylvania",621,1223,985
"G4200370","2014","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",29587,26261,3326,"Columbia County, Pennsylvania",517,1015,873
"G4200390","2014","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",44390,34834,9556,"Crawford County, Pennsylvania",348,997,974
"G4200410","2014","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",102906,96906,6000,"Cumberland County, Pennsylvania",865,1279,1415
"G4200430","2014","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",121799,111364,10435,"Dauphin County, Pennsylvania",1025,1988,1667
"G4200450","2014","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",221950,204574,17376,"Delaware County, Pennsylvania",778,1992,1800
"G4200490","2014","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",119824,108655,11169,"Erie County, Pennsylvania",660,1866,1810
"G4200510","2014","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",62858,53900,8958,"Fayette County, Pennsylvania",500,1313,1290
"G4200550","2014","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",64125,58565,5560,"Franklin County, Pennsylvania",278,1491,1458
"G4200630","2014","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",38612,34536,4076,"Indiana County, Pennsylvania",395,1032,902
"G4200690","2014","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",96646,84280,12366,"Lackawanna County, Pennsylvania",772,1861,1671
"G4200710","2014","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",206431,194764,11667,"Lancaster County, Pennsylvania",640,2052,2030
"G4200730","2014","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",40729,35935,4794,"Lawrence County, Pennsylvania",331,1132,1086
"G4200750","2014","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",56207,51234,4973,"Lebanon County, Pennsylvania",371,1243,1184
"G4200770","2014","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",143379,134442,8937,"Lehigh County, Pennsylvania",666,1700,1699
"G4200790","2014","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",148231,125235,22996,"Luzerne County, Pennsylvania",738,2209,2035
"G4200810","2014","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",52639,45742,6897,"Lycoming County, Pennsylvania",450,1358,1196
"G4200850","2014","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",51606,45074,6532,"Mercer County, Pennsylvania",639,1571,1278
"G4200890","2014","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",80699,54404,26295,"Monroe County, Pennsylvania",333,2182,2178
"G4200910","2014","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",327459,308912,18547,"Montgomery County, Pennsylvania",784,2748,2436
"G4200950","2014","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",121141,113312,7829,"Northampton County, Pennsylvania",820,1629,1317
"G4200970","2014","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",44949,38712,6237,"Northumberland County, Pennsylvania",399,1179,1095
"G4201010","2014","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",670445,577862,92583,"Philadelphia County, Pennsylvania",1724,5809,5248
"G4201070","2014","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",69064,58061,11003,"Schuylkill County, Pennsylvania",634,1701,1687
"G4201110","2014","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",37961,29481,8480,"Somerset County, Pennsylvania",405,1128,1000
"G4201250","2014","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",93925,82396,11529,"Washington County, Pennsylvania",504,1669,1626
"G4201290","2014","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",168282,151362,16920,"Westmoreland County, Pennsylvania",719,2205,2035
"G4201330","2014","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",180662,169212,11450,"York County, Pennsylvania",566,1991,1915
"G4400030","2014","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",73594,67432,6162,"Kent County, Rhode Island",219,1344,1342
"G4400050","2014","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",41858,35825,6033,"Newport County, Rhode Island",288,1304,1238
"G4400070","2014","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",263487,237787,25700,"Providence County, Rhode Island",538,2329,2254
"G4400090","2014","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",62898,48898,14000,"Washington County, Rhode Island",386,1858,1784
"G4500030","2014","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",74034,63518,10516,"Aiken County, South Carolina",441,2202,2188
"G4500070","2014","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",85464,74333,11131,"Anderson County, South Carolina",302,1963,1938
"G4500130","2014","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",94299,66191,28108,"Beaufort County, South Carolina",755,2132,2074
"G4500150","2014","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",77294,69821,7473,"Berkeley County, South Carolina",415,1621,1519
"G4500190","2014","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",178052,153179,24873,"Charleston County, South Carolina",767,2537,2406
"G4500310","2014","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",30213,25099,5114,"Darlington County, South Carolina",204,1080,1017
"G4500350","2014","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",57681,53509,4172,"Dorchester County, South Carolina",281,1339,1256
"G4500410","2014","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",59089,52716,6373,"Florence County, South Carolina",487,1353,1264
"G4500450","2014","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",200854,181092,19762,"Greenville County, South Carolina",1039,2747,2535
"G4500470","2014","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",31124,27151,3973,"Greenwood County, South Carolina",427,1144,1192
"G4500510","2014","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",193101,125157,67944,"Horry County, South Carolina",553,3511,3381
"G4500570","2014","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",34097,28903,5194,"Lancaster County, South Carolina",239,1416,1372
"G4500590","2014","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",30614,24998,5616,"Laurens County, South Carolina",278,1199,1152
"G4500630","2014","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",118633,107408,11225,"Lexington County, South Carolina",631,2046,1901
"G4500730","2014","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",39125,32113,7012,"Oconee County, South Carolina",277,1468,1446
"G4500750","2014","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",42190,31350,10840,"Orangeburg County, South Carolina",252,1522,1490
"G4500770","2014","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",52112,43859,8253,"Pickens County, South Carolina",629,1680,1600
"G4500790","2014","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",167017,146458,20559,"Richland County, South Carolina",1196,2828,2466
"G4500830","2014","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",124522,110179,14343,"Spartanburg County, South Carolina",549,2024,1931
"G4500850","2014","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",47021,39936,7085,"Sumter County, South Carolina",267,1360,1424
"G4500910","2014","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",98863,91868,6995,"York County, South Carolina",392,1674,1547
"G4600990","2014","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",76139,71099,5040,"Minnehaha County, South Dakota",515,1271,1200
"G4601030","2014","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",46810,42161,4649,"Pennington County, South Dakota",531,1271,1163
"G4700010","2014","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",34759,30183,4576,"Anderson County, Tennessee",238,1341,1274
"G4700090","2014","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",55881,47871,8010,"Blount County, Tennessee",425,1500,1577
"G4700110","2014","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",42421,37741,4680,"Bradley County, Tennessee",409,1240,1224
"G4700370","2014","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",292930,267952,24978,"Davidson County, Tennessee",1200,3312,3189
"G4700590","2014","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",32158,27296,4862,"Greene County, Tennessee",236,1341,1337
"G4700650","2014","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",154639,136427,18212,"Hamilton County, Tennessee",742,2729,2572
"G4700930","2014","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",198925,177479,21446,"Knox County, Tennessee",846,2620,2497
"G4701130","2014","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",42678,38009,4669,"Madison County, Tennessee",280,1092,1039
"G4701190","2014","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",35953,31472,4481,"Maury County, Tennessee",246,1574,1528
"G4701250","2014","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",76989,65474,11515,"Montgomery County, Tennessee",301,1709,1687
"G4701410","2014","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",32826,29705,3121,"Putnam County, Tennessee",373,1086,967
"G4701470","2014","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",26458,24867,1591,"Robertson County, Tennessee",291,717,630
"G4701490","2014","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",109539,103456,6083,"Rutherford County, Tennessee",409,1789,1731
"G4701550","2014","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",56268,35072,21196,"Sevier County, Tennessee",206,1669,1650
"G4701570","2014","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",403395,347377,56018,"Shelby County, Tennessee",878,3554,3413
"G4701630","2014","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",74118,66956,7162,"Sullivan County, Tennessee",395,1266,1388
"G4701650","2014","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",68068,62455,5613,"Sumner County, Tennessee",394,1506,1468
"G4701790","2014","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",58886,52788,6098,"Washington County, Tennessee",778,1644,1441
"G4701870","2014","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",73799,71407,2392,"Williamson County, Tennessee",123,867,842
"G4701890","2014","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",48770,46768,2002,"Wilson County, Tennessee",366,916,859
"G4800050","2014","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",36196,30344,5852,"Angelina County, Texas",503,1362,1257
"G4800210","2014","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",29586,25974,3612,"Bastrop County, Texas",226,1350,1348
"G4800270","2014","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",133804,114953,18851,"Bell County, Texas",1046,2678,2409
"G4800290","2014","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",678225,625260,52965,"Bexar County, Texas",1305,4452,4238
"G4800370","2014","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",39133,32915,6218,"Bowie County, Texas",553,1522,1448
"G4800390","2014","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",126259,114265,11994,"Brazoria County, Texas",566,2252,2190
"G4800410","2014","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",83493,77806,5687,"Brazos County, Texas",982,1637,1432
"G4800610","2014","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",146207,121009,25198,"Cameron County, Texas",348,2320,2316
"G4800850","2014","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",327582,312298,15284,"Collin County, Texas",403,2620,2601
"G4800910","2014","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",51426,44382,7044,"Comal County, Texas",252,1512,1521
"G4800990","2014","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",26033,22380,3653,"Coryell County, Texas",688,1218,921
"G4801130","2014","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",974522,891554,82968,"Dallas County, Texas",1477,5439,5194
"G4801210","2014","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",280431,265729,14702,"Denton County, Texas",802,2556,2624
"G4801350","2014","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",56510,50724,5786,"Ector County, Texas",411,1658,1506
"G4801390","2014","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",57061,53454,3607,"Ellis County, Texas",320,1235,1217
"G4801410","2014","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",286672,255736,30936,"El Paso County, Texas",658,3048,2909
"G4801570","2014","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",223989,214215,9774,"Fort Bend County, Texas",548,2747,2647
"G4801670","2014","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",139627,117452,22175,"Galveston County, Texas",1355,3017,2512
"G4801810","2014","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",54398,46621,7777,"Grayson County, Texas",312,1490,1406
"G4801830","2014","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",51422,46314,5108,"Gregg County, Texas",385,1527,1493
"G4801870","2014","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",53983,50383,3600,"Guadalupe County, Texas",288,1193,1164
"G4802010","2014","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1683039,1538072,144967,"Harris County, Texas",1483,7228,7063
"G4802030","2014","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",28017,22997,5020,"Harrison County, Texas",146,1107,1109
"G4802090","2014","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",70729,63497,7232,"Hays County, Texas",623,1595,1601
"G4802130","2014","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",39975,30422,9553,"Henderson County, Texas",257,1359,1336
"G4802150","2014","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",261199,226000,35199,"Hidalgo County, Texas",413,3541,3536
"G4802310","2014","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",36919,30698,6221,"Hunt County, Texas",412,1316,1222
"G4802450","2014","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",107249,94400,12849,"Jefferson County, Texas",1032,2108,1856
"G4802510","2014","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",59031,55458,3573,"Johnson County, Texas",513,1275,1191
"G4802570","2014","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",39196,35725,3471,"Kaufman County, Texas",217,1193,1176
"G4802910","2014","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",29505,24886,4619,"Liberty County, Texas",414,1366,1291
"G4803030","2014","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",121114,110867,10247,"Lubbock County, Texas",608,2094,1990
"G4803090","2014","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",97273,87345,9928,"McLennan County, Texas",609,1555,1562
"G4803290","2014","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",58012,53655,4357,"Midland County, Texas",308,1336,1294
"G4803390","2014","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",195373,179867,15506,"Montgomery County, Texas",873,2823,2821
"G4803470","2014","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",27951,24734,3217,"Nacogdoches County, Texas",821,1288,939
"G4803550","2014","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",145677,129264,16413,"Nueces County, Texas",537,2309,2201
"G4803610","2014","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",36077,32952,3125,"Orange County, Texas",167,996,967
"G4803670","2014","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",47804,42629,5175,"Parker County, Texas",404,1447,1444
"G4803750","2014","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",49046,42467,6579,"Potter County, Texas",471,1489,1471
"G4803810","2014","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",53504,49310,4194,"Randall County, Texas",314,1124,1120
"G4803970","2014","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",30629,29401,1228,"Rockwall County, Texas",189,851,793
