GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA02E001,AA02E002,AA02E003,NAME_M,AA02M001,AA02M002,AA02M003
"G2201050","2014","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",52556,45786,6770,"Tangipahoa Parish, Louisiana",195,1819,1792
"G2201090","2014","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",44603,39975,4628,"Terrebonne Parish, Louisiana",275,1704,1622
"G2300010","2014","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",49142,44267,4875,"Androscoggin County, Maine",352,1395,1293
"G2300030","2014","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",39483,30146,9337,"Aroostook County, Maine",283,888,860
"G2300050","2014","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",140285,117186,23099,"Cumberland County, Maine",402,2107,2094
"G2300110","2014","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",61503,50219,11284,"Kennebec County, Maine",262,1707,1698
"G2300190","2014","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",74275,61218,13057,"Penobscot County, Maine",405,1771,1662
"G2300310","2014","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",107281,83504,23777,"York County, Maine",434,2119,2352
"G2400010","2014","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",33220,29348,3872,"Allegany County, Maryland",649,1166,951
"G2400030","2014","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",218910,203775,15135,"Anne Arundel County, Maryland",677,2331,2421
"G2400050","2014","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",337023,311099,25924,"Baltimore County, Maryland",862,2817,2730
"G2400090","2014","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",34600,31200,3400,"Calvert County, Maryland",455,966,1124
"G2400130","2014","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",63156,59430,3726,"Carroll County, Maryland",404,1332,1226
"G2400150","2014","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",42375,36857,5518,"Cecil County, Maryland",148,1432,1417
"G2400170","2014","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",58159,54600,3559,"Charles County, Maryland",315,1126,1081
"G2400210","2014","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",93592,89084,4508,"Frederick County, Maryland",406,1313,1281
"G2400250","2014","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",98230,92304,5926,"Harford County, Maryland",314,1356,1334
"G2400270","2014","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",115318,109651,5667,"Howard County, Maryland",304,1898,1818
"G2400310","2014","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",385713,364854,20859,"Montgomery County, Maryland",562,3099,3074
"G2400330","2014","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",330514,307022,23492,"Prince George's County, Maryland",682,2509,2305
"G2400370","2014","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",43267,39179,4088,"St. Mary's County, Maryland",387,1090,1015
"G2400430","2014","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",61211,54722,6489,"Washington County, Maryland",411,1366,1404
"G2400450","2014","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",42155,37036,5119,"Wicomico County, Maryland",602,1288,1143
"G2405100","2014","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",297027,238897,58130,"Baltimore city, Maryland",1081,3190,3043
"G2500010","2014","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",161721,95697,66024,"Barnstable County, Massachusetts",272,2648,2632
"G2500030","2014","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",68333,54706,13627,"Berkshire County, Massachusetts",595,1632,1522
"G2500050","2014","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",231285,212901,18384,"Bristol County, Massachusetts",748,2268,2241
"G2500090","2014","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",307806,287808,19998,"Essex County, Massachusetts",734,2854,2645
"G2500110","2014","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",33670,29859,3811,"Franklin County, Massachusetts",312,1017,1016
"G2500130","2014","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",191788,176742,15046,"Hampden County, Massachusetts",723,2344,2081
"G2500150","2014","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",62885,58332,4553,"Hampshire County, Massachusetts",733,1367,1216
"G2500170","2014","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",618976,585634,33342,"Middlesex County, Massachusetts",1335,3568,3599
"G2500210","2014","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",272917,260058,12859,"Norfolk County, Massachusetts",678,2606,2410
"G2500230","2014","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",202493,183251,19242,"Plymouth County, Massachusetts",821,2884,2634
"G2500250","2014","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",318318,295187,23131,"Suffolk County, Massachusetts",1478,2762,2332
"G2500270","2014","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",329081,299841,29240,"Worcester County, Massachusetts",1037,3644,3230
"G2600050","2014","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",49759,41779,7980,"Allegan County, Michigan",194,1212,1191
"G2600170","2014","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",48020,42706,5314,"Bay County, Michigan",252,1339,1270
"G2600210","2014","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",76737,62984,13753,"Berrien County, Michigan",708,1897,1829
"G2600250","2014","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",60685,52385,8300,"Calhoun County, Michigan",421,1268,1264
"G2600370","2014","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",30871,28448,2423,"Clinton County, Michigan",169,789,770
"G2600450","2014","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",47061,44115,2946,"Eaton County, Michigan",284,833,819
"G2600490","2014","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",190905,167096,23809,"Genesee County, Michigan",481,2431,2411
"G2600550","2014","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",42329,35935,6394,"Grand Traverse County, Michigan",398,1305,1232
"G2600650","2014","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",122077,110794,11283,"Ingham County, Michigan",603,1720,1671
"G2600730","2014","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",28690,24999,3691,"Isabella County, Michigan",346,824,745
"G2600750","2014","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",69070,61686,7384,"Jackson County, Michigan",494,1419,1412
"G2600770","2014","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",110308,100171,10137,"Kalamazoo County, Michigan",679,1927,1862
"G2600810","2014","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",248730,231986,16744,"Kent County, Michigan",517,2660,2611
"G2600870","2014","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",36198,31395,4803,"Lapeer County, Michigan",201,1285,1248
"G2600910","2014","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",43454,38483,4971,"Lenawee County, Michigan",458,1104,963
"G2600930","2014","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",74200,69272,4928,"Livingston County, Michigan",251,1298,1272
"G2600990","2014","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",361278,337712,23566,"Macomb County, Michigan",570,2826,2731
"G2601030","2014","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",34497,26250,8247,"Marquette County, Michigan",681,1153,972
"G2601110","2014","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",36273,33579,2694,"Midland County, Michigan",188,940,933
"G2601150","2014","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",63513,57879,5634,"Monroe County, Michigan",193,1318,1318
"G2601210","2014","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",73328,64646,8682,"Muskegon County, Michigan",403,1446,1364
"G2601250","2014","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",533071,492063,41008,"Oakland County, Michigan",640,2995,3004
"G2601390","2014","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",104387,97198,7189,"Ottawa County, Michigan",607,1659,1487
"G2601450","2014","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",86792,78000,8792,"Saginaw County, Michigan",579,1674,1596
"G2601470","2014","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",71766,62728,9038,"St. Clair County, Michigan",423,1497,1486
"G2601550","2014","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",30063,27285,2778,"Shiawassee County, Michigan",209,896,862
"G2601590","2014","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",36643,28584,8059,"Van Buren County, Michigan",365,1573,1450
"G2601610","2014","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",148496,137240,11256,"Washtenaw County, Michigan",779,1966,1769
"G2601630","2014","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",814470,661414,153056,"Wayne County, Michigan",779,4379,4291
"G2700030","2014","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",129583,124579,5004,"Anoka County, Minnesota",328,1351,1331
"G2700130","2014","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",27139,24986,2153,"Blue Earth County, Minnesota",300,649,634
"G2700190","2014","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",36342,34298,2044,"Carver County, Minnesota",137,896,909
"G2700370","2014","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",162879,157153,5726,"Dakota County, Minnesota",316,1551,1476
"G2700530","2014","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",522907,493219,29688,"Hennepin County, Minnesota",1097,3376,3143
"G2701090","2014","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",61768,58607,3161,"Olmsted County, Minnesota",300,997,957
"G2701230","2014","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",218192,207243,10949,"Ramsey County, Minnesota",650,1789,1680
"G2701310","2014","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",24570,22933,1637,"Rice County, Minnesota",542,879,667
"G2701370","2014","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",103222,85475,17747,"St. Louis County, Minnesota",633,1783,1634
"G2701390","2014","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",49175,46741,2434,"Scott County, Minnesota",168,1073,1073
"G2701410","2014","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",32872,30571,2301,"Sherburne County, Minnesota",405,897,817
"G2701450","2014","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",62905,57226,5679,"Stearns County, Minnesota",578,1288,1106
"G2701630","2014","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",95671,91281,4390,"Washington County, Minnesota",864,1601,1304
"G2701710","2014","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",49896,44435,5461,"Wright County, Minnesota",143,1134,1115
"G2800330","2014","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",63930,60534,3396,"DeSoto County, Mississippi",242,1136,1115
"G2800350","2014","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",32599,26683,5916,"Forrest County, Mississippi",378,1084,1124
"G2800470","2014","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",89743,78512,11231,"Harrison County, Mississippi",272,1724,1695
"G2800490","2014","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",104091,88660,15431,"Hinds County, Mississippi",505,1857,1798
"G2800590","2014","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",61130,49410,11720,"Jackson County, Mississippi",230,1948,1971
"G2800670","2014","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",28636,24132,4504,"Jones County, Mississippi",236,1256,1185
"G2800750","2014","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",34945,28683,6262,"Lauderdale County, Mississippi",338,1448,1422
"G2800810","2014","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",36211,31006,5205,"Lee County, Mississippi",163,1059,1033
"G2800890","2014","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",41143,36629,4514,"Madison County, Mississippi",194,1184,1161
"G2801210","2014","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",58213,54093,4120,"Rankin County, Mississippi",553,1410,1287
"G2900190","2014","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",73173,67198,5975,"Boone County, Missouri",522,1751,1631
"G2900210","2014","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",38450,33015,5435,"Buchanan County, Missouri",367,1221,1171
"G2900310","2014","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",33037,29949,3088,"Cape Girardeau County, Missouri",405,990,953
"G2900370","2014","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",40485,38241,2244,"Cass County, Missouri",316,804,907
"G2900430","2014","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",32620,30525,2095,"Christian County, Missouri",165,885,867
"G2900470","2014","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",94978,88345,6633,"Clay County, Missouri",402,1758,1642
"G2900510","2014","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",32802,29184,3618,"Cole County, Missouri",382,1120,1049
"G2900710","2014","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",43895,40748,3147,"Franklin County, Missouri",139,975,971
"G2900770","2014","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",129163,117910,11253,"Greene County, Missouri",911,2383,2219
"G2900950","2014","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",314695,272945,41750,"Jackson County, Missouri",773,3859,3578
"G2900970","2014","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",51311,44377,6934,"Jasper County, Missouri",274,1426,1443
"G2900990","2014","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",88800,83045,5755,"Jefferson County, Missouri",251,1509,1483
"G2901650","2014","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",40151,36951,3200,"Platte County, Missouri",153,1028,1054
"G2901830","2014","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",147195,140043,7152,"St. Charles County, Missouri",594,1740,1728
"G2901870","2014","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",29363,24915,4448,"St. Francois County, Missouri",371,1166,1092
"G2901890","2014","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",438116,398531,39585,"St. Louis County, Missouri",625,3617,3477
"G2905100","2014","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",175369,137784,37585,"St. Louis city, Missouri",847,2738,2684
"G3000130","2014","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",37560,34018,3542,"Cascade County, Montana",259,827,797
"G3000290","2014","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",47355,36820,10535,"Flathead County, Montana",224,1528,1511
"G3000310","2014","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",44857,39067,5790,"Gallatin County, Montana",266,1264,1221
"G3000490","2014","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",30593,26593,4000,"Lewis and Clark County, Montana",329,1036,1024
"G3000630","2014","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",51415,46407,5008,"Missoula County, Montana",332,1324,1260
"G3001110","2014","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",67067,61936,5131,"Yellowstone County, Montana",331,1244,1300
"G3100550","2014","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",226907,209520,17387,"Douglas County, Nebraska",557,2334,2331
"G3101090","2014","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",124818,119205,5613,"Lancaster County, Nebraska",768,1483,1290
"G3101530","2014","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",65934,63029,2905,"Sarpy County, Nebraska",204,947,935
"G3200030","2014","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",863073,731322,131751,"Clark County, Nevada",556,5336,5248
"G3200310","2014","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",187153,166641,20512,"Washoe County, Nevada",404,2104,2057
"G3300050","2014","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",34820,31305,3515,"Cheshire County, New Hampshire",403,741,752
"G3300090","2014","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",51637,35436,16201,"Grafton County, New Hampshire",344,1470,1484
"G3300110","2014","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",167428,153482,13946,"Hillsborough County, New Hampshire",454,1888,1812
"G3300130","2014","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",63629,57023,6606,"Merrimack County, New Hampshire",444,1238,1225
"G3300150","2014","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",128442,119020,9422,"Rockingham County, New Hampshire",320,1698,1700
"G3300170","2014","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",52411,46859,5552,"Strafford County, New Hampshire",455,1410,1349
"G3400010","2014","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",127386,101937,25449,"Atlantic County, New Jersey",357,2285,2257
"G3400030","2014","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",356367,337469,18898,"Bergen County, New Jersey",705,2770,2569
"G3400050","2014","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",177671,165424,12247,"Burlington County, New Jersey",695,2105,1941
"G3400070","2014","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",206640,188064,18576,"Camden County, New Jersey",486,1970,1964
"G3400090","2014","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",98928,40779,58149,"Cape May County, New Jersey",580,2224,2119
"G3400110","2014","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",56363,50593,5770,"Cumberland County, New Jersey",731,1262,1245
"G3400130","2014","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",314545,277735,36810,"Essex County, New Jersey",937,2902,2770
"G3400150","2014","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",112272,104305,7967,"Gloucester County, New Jersey",383,1786,1728
"G3400170","2014","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",277172,253300,23872,"Hudson County, New Jersey",553,2897,2787
"G3400190","2014","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",49736,47387,2349,"Hunterdon County, New Jersey",587,1041,910
"G3400210","2014","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",144999,131564,13435,"Mercer County, New Jersey",687,1897,1858
"G3400230","2014","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",299506,282860,16646,"Middlesex County, New Jersey",989,2574,2305
"G3400250","2014","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",260754,230391,30363,"Monmouth County, New Jersey",336,2872,2891
"G3400270","2014","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",191482,179654,11828,"Morris County, New Jersey",523,2030,2018
"G3400290","2014","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",278634,220941,57693,"Ocean County, New Jersey",471,3647,3656
"G3400310","2014","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",176724,159309,17415,"Passaic County, New Jersey",483,2382,2309
"G3400330","2014","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",27563,23832,3731,"Salem County, New Jersey",278,943,893
"G3400350","2014","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",126037,117482,8555,"Somerset County, New Jersey",361,1606,1599
"G3400370","2014","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",62201,54174,8027,"Sussex County, New Jersey",438,1510,1462
