GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALIME001,ALIME002,ALIME003,NAME_M,ALIMM001,ALIMM002,ALIMM003
"G1701130","2019","IL",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,"05000US17113","McLean County, Illinois",72761,65118,7643,"McLean County, Illinois",445,1761,1641
"G1701150","2019","IL",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,"05000US17115","Macon County, Illinois",50316,42741,7575,"Macon County, Illinois",588,1439,1342
"G1701190","2019","IL",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,"05000US17119","Madison County, Illinois",120046,108104,11942,"Madison County, Illinois",447,2209,2157
"G1701430","2019","IL",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,"05000US17143","Peoria County, Illinois",83627,73666,9961,"Peoria County, Illinois",564,1750,1697
"G1701610","2019","IL",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,"05000US17161","Rock Island County, Illinois",66166,60618,5548,"Rock Island County, Illinois",584,1389,1228
"G1701630","2019","IL",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,"05000US17163","St. Clair County, Illinois",121065,106156,14909,"St. Clair County, Illinois",330,2038,2085
"G1701670","2019","IL",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,"05000US17167","Sangamon County, Illinois",92270,83263,9007,"Sangamon County, Illinois",460,2028,1950
"G1701790","2019","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,"05000US17179","Tazewell County, Illinois",58948,53127,5821,"Tazewell County, Illinois",689,1599,1537
"G1701830","2019","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,"05000US17183","Vermilion County, Illinois",36101,31154,4947,"Vermilion County, Illinois",391,1241,1174
"G1701970","2019","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,"05000US17197","Will County, Illinois",246682,230136,16546,"Will County, Illinois",551,2415,2239
"G1701990","2019","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,"05000US17199","Williamson County, Illinois",31560,27650,3910,"Williamson County, Illinois",321,1173,1128
"G1702010","2019","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",125714,114833,10881,"Winnebago County, Illinois",431,2036,2028
"G1800030","2019","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",160704,146280,14424,"Allen County, Indiana",397,2066,2035
"G1800050","2019","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",34678,30383,4295,"Bartholomew County, Indiana",215,1357,1387
"G1800110","2019","IN",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,"05000US18011","Boone County, Indiana",27993,26803,1190,"Boone County, Indiana",184,621,597
"G1800190","2019","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",51698,43704,7994,"Clark County, Indiana",440,1666,1598
"G1800350","2019","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",52715,45640,7075,"Delaware County, Indiana",569,1858,1714
"G1800390","2019","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",79764,68553,11211,"Elkhart County, Indiana",349,2110,2084
"G1800430","2019","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",33149,28544,4605,"Floyd County, Indiana",302,1205,1149
"G1800530","2019","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",30533,27127,3406,"Grant County, Indiana",669,1116,944
"G1800570","2019","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",132345,125328,7017,"Hamilton County, Indiana",376,1842,1884
"G1800590","2019","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",31181,28985,2196,"Hancock County, Indiana",166,1185,1182
"G1800630","2019","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",63955,61105,2850,"Hendricks County, Indiana",357,1414,1414
"G1800670","2019","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",39860,34151,5709,"Howard County, Indiana",333,1382,1336
"G1800810","2019","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",62527,57160,5367,"Johnson County, Indiana",282,1778,1800
"G1800850","2019","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",39085,30991,8094,"Kosciusko County, Indiana",307,1563,1534
"G1800890","2019","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",214683,190135,24548,"Lake County, Indiana",725,3000,2814
"G1800910","2019","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",49317,43100,6217,"LaPorte County, Indiana",659,1560,1359
"G1800950","2019","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",59182,51164,8018,"Madison County, Indiana",456,1512,1378
"G1800970","2019","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",426041,379451,46590,"Marion County, Indiana",749,3928,3757
"G1801050","2019","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",62393,54053,8340,"Monroe County, Indiana",1089,1871,1581
"G1801090","2019","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",28647,25863,2784,"Morgan County, Indiana",282,1094,1031
"G1801270","2019","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",69866,65305,4561,"Porter County, Indiana",344,1477,1406
"G1801410","2019","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",117502,105250,12252,"St. Joseph County, Indiana",638,2172,2056
"G1801570","2019","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",78334,73916,4418,"Tippecanoe County, Indiana",794,1531,1369
"G1801630","2019","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",84629,75522,9107,"Vanderburgh County, Indiana",487,1922,1781
"G1801670","2019","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",47526,42193,5333,"Vigo County, Indiana",623,1619,1501
"G1801770","2019","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",31525,27561,3964,"Wayne County, Indiana",432,1110,1019
"G1900130","2019","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",58457,51869,6588,"Black Hawk County, Iowa",369,1664,1588
"G1900490","2019","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",38961,36878,2083,"Dallas County, Iowa",85,1003,1021
"G1900610","2019","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",41755,38345,3410,"Dubuque County, Iowa",309,1198,1227
"G1901030","2019","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",66252,60782,5470,"Johnson County, Iowa",604,1869,1755
"G1901130","2019","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",98817,93843,4974,"Linn County, Iowa",459,1458,1352
"G1901530","2019","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",207909,197731,10178,"Polk County, Iowa",533,2137,2182
"G1901550","2019","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",40101,37344,2757,"Pottawattamie County, Iowa",373,950,861
"G1901630","2019","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",74948,68534,6414,"Scott County, Iowa",360,1573,1584
"G1901690","2019","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",41315,39168,2147,"Story County, Iowa",523,1083,904
"G1901930","2019","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",42515,39733,2782,"Woodbury County, Iowa",334,1064,1052
"G2000150","2019","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",27227,25004,2223,"Butler County, Kansas",412,1070,1037
"G2000450","2019","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",51770,48508,3262,"Douglas County, Kansas",546,1329,1320
"G2000910","2019","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",248504,231960,16544,"Johnson County, Kansas",511,2823,2689
"G2001030","2019","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",30248,27860,2388,"Leavenworth County, Kansas",493,1080,924
"G2001610","2019","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",31414,25662,5752,"Riley County, Kansas",707,1547,1447
"G2001730","2019","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",222312,199517,22795,"Sedgwick County, Kansas",427,3251,3337
"G2001770","2019","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",80223,73172,7051,"Shawnee County, Kansas",562,1641,1568
"G2002090","2019","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",68413,61248,7165,"Wyandotte County, Kansas",283,1463,1401
"G2100150","2019","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",50593,48770,1823,"Boone County, Kentucky",253,957,898
"G2100290","2019","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",32267,30553,1714,"Bullitt County, Kentucky",216,893,857
"G2100370","2019","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",40863,38110,2753,"Campbell County, Kentucky",544,1075,911
"G2100470","2019","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",29986,26209,3777,"Christian County, Kentucky",539,1244,1120
"G2100590","2019","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",43482,40800,2682,"Daviess County, Kentucky",467,1022,956
"G2100670","2019","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",144089,131929,12160,"Fayette County, Kentucky",867,2303,2177
"G2100930","2019","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",47238,42644,4594,"Hardin County, Kentucky",482,1324,1270
"G2101110","2019","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",349317,316174,33143,"Jefferson County, Kentucky",934,3159,3213
"G2101170","2019","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",69898,65362,4536,"Kenton County, Kentucky",283,1218,1105
"G2101450","2019","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",32294,28363,3931,"McCracken County, Kentucky",414,1234,1184
"G2101510","2019","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",37295,34270,3025,"Madison County, Kentucky",426,1339,1265
"G2101850","2019","KY",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,"05000US21185","Oldham County, Kentucky",22492,20761,1731,"Oldham County, Kentucky",309,704,630
"G2102270","2019","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",55947,50489,5458,"Warren County, Kentucky",521,1542,1532
"G2200050","2019","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",49458,44267,5191,"Ascension Parish, Louisiana",238,1708,1782
"G2200150","2019","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",58309,49735,8574,"Bossier Parish, Louisiana",556,2024,2080
"G2200170","2019","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",113578,92589,20989,"Caddo Parish, Louisiana",494,2930,2793
"G2200190","2019","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",93196,77232,15964,"Calcasieu Parish, Louisiana",378,2497,2395
"G2200330","2019","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",196154,161536,34618,"East Baton Rouge Parish, Louisiana",536,4003,3875
"G2200450","2019","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",30822,26185,4637,"Iberia Parish, Louisiana",294,1465,1449
"G2200510","2019","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",188659,171991,16668,"Jefferson Parish, Louisiana",321,2177,2174
"G2200550","2019","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",105067,94490,10577,"Lafayette Parish, Louisiana",657,2243,2245
"G2200570","2019","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",41924,36759,5165,"Lafourche Parish, Louisiana",331,1475,1432
"G2200630","2019","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",58644,47014,11630,"Livingston Parish, Louisiana",441,2544,2474
"G2200710","2019","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",192236,151753,40483,"Orleans Parish, Louisiana",635,2527,2375
"G2200730","2019","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",69476,57835,11641,"Ouachita Parish, Louisiana",1171,2302,1996
"G2200790","2019","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",58731,48975,9756,"Rapides Parish, Louisiana",651,1955,1674
"G2200970","2019","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",37244,30441,6803,"St. Landry Parish, Louisiana",215,1365,1348
"G2201030","2019","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",105716,94988,10728,"St. Tammany Parish, Louisiana",235,2737,2717
"G2201050","2019","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",57545,46526,11019,"Tangipahoa Parish, Louisiana",238,2273,2271
"G2201090","2019","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",45764,40173,5591,"Terrebonne Parish, Louisiana",277,1553,1549
"G2300010","2019","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",50309,45924,4385,"Androscoggin County, Maine",359,1374,1287
"G2300030","2019","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",40043,30197,9846,"Aroostook County, Maine",310,1212,1141
"G2300050","2019","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",147042,124925,22117,"Cumberland County, Maine",575,2563,2486
"G2300110","2019","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",63231,54480,8751,"Kennebec County, Maine",353,1522,1536
"G2300190","2019","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",76369,64096,12273,"Penobscot County, Maine",489,1680,1585
"G2300310","2019","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",112070,86227,25843,"York County, Maine",333,2684,2707
"G2400010","2019","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",32734,26549,6185,"Allegany County, Maryland",797,1492,1156
"G2400030","2019","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",227920,216200,11720,"Anne Arundel County, Maryland",1367,2680,2357
"G2400050","2019","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",338286,312466,25820,"Baltimore County, Maryland",866,3553,3373
"G2400090","2019","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",35517,32780,2737,"Calvert County, Maryland",184,1120,1142
"G2400130","2019","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",63980,60617,3363,"Carroll County, Maryland",453,1215,1153
"G2400150","2019","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",42748,38547,4201,"Cecil County, Maryland",146,1614,1610
"G2400170","2019","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",61831,57732,4099,"Charles County, Maryland",367,1218,1179
"G2400210","2019","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",100798,93768,7030,"Frederick County, Maryland",488,1685,1568
"G2400250","2019","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",101586,96203,5383,"Harford County, Maryland",407,1592,1567
"G2400270","2019","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",122591,115772,6819,"Howard County, Maryland",549,2010,1879
"G2400310","2019","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",391024,368897,22127,"Montgomery County, Maryland",513,3465,3407
"G2400330","2019","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",335778,316361,19417,"Prince George's County, Maryland",670,2616,2477
"G2400370","2019","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",46808,40320,6488,"St. Mary's County, Maryland",434,1645,1593
"G2400430","2019","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",61766,56225,5541,"Washington County, Maryland",506,1753,1602
"G2400450","2019","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",42530,38088,4442,"Wicomico County, Maryland",533,1669,1543
"G2405100","2019","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",293877,242694,51183,"Baltimore city, Maryland",1264,3666,3195
"G2500010","2019","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",164686,96509,68177,"Barnstable County, Massachusetts",298,3685,3703
"G2500030","2019","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",69223,53792,15431,"Berkshire County, Massachusetts",517,1705,1596
"G2500050","2019","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",236903,220528,16375,"Bristol County, Massachusetts",586,2392,2264
"G2500090","2019","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",314738,297898,16840,"Essex County, Massachusetts",677,2897,2684
"G2500110","2019","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",34210,30927,3283,"Franklin County, Massachusetts",251,954,920
"G2500130","2019","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",193912,179970,13942,"Hampden County, Massachusetts",719,2207,2096
"G2500150","2019","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",64360,60002,4358,"Hampshire County, Massachusetts",796,1623,1317
"G2500170","2019","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",645316,612366,32950,"Middlesex County, Massachusetts",1392,4465,4332
"G2500210","2019","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",281786,269717,12069,"Norfolk County, Massachusetts",674,2770,2654
"G2500230","2019","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",209537,191041,18496,"Plymouth County, Massachusetts",764,3246,2943
"G2500250","2019","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",345438,309945,35493,"Suffolk County, Massachusetts",1549,4119,3758
"G2500270","2019","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",337885,316162,21723,"Worcester County, Massachusetts",1060,2896,2860
"G2600050","2019","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",51989,43667,8322,"Allegan County, Michigan",252,1438,1387
"G2600170","2019","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",48365,44887,3478,"Bay County, Michigan",257,1117,1101
"G2600210","2019","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",77902,61809,16093,"Berrien County, Michigan",508,2093,2057
"G2600250","2019","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",60915,53827,7088,"Calhoun County, Michigan",655,1840,1742
"G2600370","2019","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",32170,30070,2100,"Clinton County, Michigan",204,692,678
"G2600450","2019","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",47812,44420,3392,"Eaton County, Michigan",373,1034,968
"G2600490","2019","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",192921,169247,23674,"Genesee County, Michigan",566,2251,2267
"G2600550","2019","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",45119,37408,7711,"Grand Traverse County, Michigan",279,1903,1888
"G2600650","2019","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",124347,114534,9813,"Ingham County, Michigan",723,1819,1684
"G2600730","2019","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",29304,24690,4614,"Isabella County, Michigan",302,969,967
"G2600750","2019","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",69818,61403,8415,"Jackson County, Michigan",514,1713,1550
"G2600770","2019","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",113062,103196,9866,"Kalamazoo County, Michigan",664,2059,2042
"G2600810","2019","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",259379,245437,13942,"Kent County, Michigan",628,2516,2514
"G2600870","2019","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",36980,33902,3078,"Lapeer County, Michigan",226,1026,1012
"G2600910","2019","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",43971,38499,5472,"Lenawee County, Michigan",325,1322,1308
"G2600930","2019","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",77734,73502,4232,"Livingston County, Michigan",262,1213,1168
"G2600990","2019","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",369436,351666,17770,"Macomb County, Michigan",459,2850,2799
"G2601030","2019","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",34967,27981,6986,"Marquette County, Michigan",343,1092,1035
"G2601110","2019","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",37202,34350,2852,"Midland County, Michigan",252,934,959
"G2601150","2019","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",65256,60875,4381,"Monroe County, Michigan",280,1293,1291
"G2601210","2019","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",74496,66148,8348,"Muskegon County, Michigan",535,1782,1710
"G2601250","2019","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",544682,508464,36218,"Oakland County, Michigan",470,3628,3596
