GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALIME001,ALIME002,ALIME003,NAME_M,ALIMM001,ALIMM002,ALIMM003
"G4802910","2019","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",32722,27367,5355,"Liberty County, Texas",435,1657,1603
"G4803030","2019","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",130778,117494,13284,"Lubbock County, Texas",744,2362,2220
"G4803090","2019","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",103174,93021,10153,"McLennan County, Texas",475,1894,1837
"G4803290","2019","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",63193,59325,3868,"Midland County, Texas",287,1205,1253
"G4803390","2019","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",229708,209528,20180,"Montgomery County, Texas",336,3925,3942
"G4803470","2019","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",28612,24722,3890,"Nacogdoches County, Texas",803,1323,1124
"G4803550","2019","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",150830,131194,19636,"Nueces County, Texas",587,3135,3179
"G4803610","2019","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",38326,31913,6413,"Orange County, Texas",176,1388,1410
"G4803670","2019","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",51540,43520,8020,"Parker County, Texas",376,1693,1602
"G4803750","2019","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",50444,44180,6264,"Potter County, Texas",437,1624,1586
"G4803810","2019","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",55503,50261,5242,"Randall County, Texas",429,1349,1407
"G4803970","2019","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",37228,36665,563,"Rockwall County, Texas",166,604,595
"G4804090","2019","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",28847,21872,6975,"San Patricio County, Texas",167,1351,1337
"G4804230","2019","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",91844,78600,13244,"Smith County, Texas",642,2407,2333
"G4804390","2019","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",791810,727094,64716,"Tarrant County, Texas",1187,5181,5052
"G4804410","2019","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",57958,50282,7676,"Taylor County, Texas",446,1592,1562
"G4804510","2019","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",48910,43604,5306,"Tom Green County, Texas",685,1687,1472
"G4804530","2019","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",545724,507751,37973,"Travis County, Texas",3204,5452,4483
"G4804690","2019","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",37284,30058,7226,"Victoria County, Texas",282,1589,1538
"G4804710","2019","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",27058,22201,4857,"Walker County, Texas",698,1485,1273
"G4804790","2019","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",85800,76326,9474,"Webb County, Texas",414,2150,2097
"G4804850","2019","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",56193,48315,7878,"Wichita County, Texas",1534,2499,1705
"G4804910","2019","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",205616,193008,12608,"Williamson County, Texas",289,2970,3030
"G4804970","2019","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",25167,22882,2285,"Wise County, Texas",319,1087,1014
"G4900050","2019","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",43162,40206,2956,"Cache County, Utah",363,1109,1009
"G4900110","2019","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",112486,109358,3128,"Davis County, Utah",333,1333,1329
"G4900350","2019","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",411484,384692,26792,"Salt Lake County, Utah",819,3966,3779
"G4900450","2019","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",23170,21292,1878,"Tooele County, Utah",146,786,770
"G4900490","2019","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",186547,178152,8395,"Utah County, Utah",519,1695,1581
"G4900530","2019","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",74135,63144,10991,"Washington County, Utah",403,2292,2296
"G4900570","2019","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",94290,87863,6427,"Weber County, Utah",634,1481,1409
"G5000070","2019","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",71283,68516,2767,"Chittenden County, Vermont",436,975,817
"G5100030","2019","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",47090,43754,3336,"Albemarle County, Virginia",545,1134,1023
"G5100130","2019","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",118883,111887,6996,"Arlington County, Virginia",584,1847,1765
"G5100150","2019","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",32847,29951,2896,"Augusta County, Virginia",929,1333,1086
"G5100190","2019","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",37048,31390,5658,"Bedford County, Virginia",90,1264,1264
"G5100410","2019","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",134283,128920,5363,"Chesterfield County, Virginia",419,1764,1603
"G5100590","2019","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",416073,400186,15887,"Fairfax County, Virginia",784,2978,2934
"G5100610","2019","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",27397,24270,3127,"Fauquier County, Virginia",96,1052,1047
"G5100690","2019","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",35452,32010,3442,"Frederick County, Virginia",166,1398,1410
"G5100850","2019","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",42272,39521,2751,"Hanover County, Virginia",184,1078,1112
"G5100870","2019","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",139281,130591,8690,"Henrico County, Virginia",336,1988,1922
"G5100950","2019","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",34132,30262,3870,"James City County, Virginia",423,1513,1486
"G5101070","2019","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",139982,133750,6232,"Loudoun County, Virginia",306,1935,1885
"G5101210","2019","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",41056,36244,4812,"Montgomery County, Virginia",945,1423,1223
"G5101530","2019","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",151737,143508,8229,"Prince William County, Virginia",337,1907,1876
"G5101610","2019","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",41089,37506,3583,"Roanoke County, Virginia",406,1472,1378
"G5101650","2019","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",36168,30462,5706,"Rockingham County, Virginia",237,1157,1137
"G5101770","2019","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",49599,46427,3172,"Spotsylvania County, Virginia",123,1134,1115
"G5101790","2019","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",51370,48092,3278,"Stafford County, Virginia",435,1304,1192
"G5101990","2019","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",28523,26008,2515,"York County, Virginia",375,921,868
"G5105100","2019","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",76424,71005,5419,"Alexandria city, Virginia",356,1523,1463
"G5105500","2019","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",92584,86878,5706,"Chesapeake city, Virginia",550,1764,1697
"G5106500","2019","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",60130,55633,4497,"Hampton city, Virginia",507,1442,1394
"G5106800","2019","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",32529,28950,3579,"Lynchburg city, Virginia",581,1238,1141
"G5107000","2019","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",77931,70918,7013,"Newport News city, Virginia",1060,2279,1875
"G5107100","2019","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",98476,88387,10089,"Norfolk city, Virginia",1379,2248,1630
"G5107400","2019","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",40906,36089,4817,"Portsmouth city, Virginia",817,1133,970
"G5107600","2019","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",101240,89878,11362,"Richmond city, Virginia",1034,2207,1864
"G5107700","2019","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",46941,40810,6131,"Roanoke city, Virginia",190,1405,1380
"G5108000","2019","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",37954,34597,3357,"Suffolk city, Virginia",99,1038,1042
"G5108100","2019","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",186468,175029,11439,"Virginia Beach city, Virginia",809,2072,2069
"G5300050","2019","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",78624,73678,4946,"Benton County, Washington",274,1554,1547
"G5300070","2019","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",38641,28974,9667,"Chelan County, Washington",276,1437,1417
"G5300090","2019","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",37722,33022,4700,"Clallam County, Washington",220,1395,1366
"G5300110","2019","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",189576,180862,8714,"Clark County, Washington",391,1845,1850
"G5300150","2019","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",45285,42790,2495,"Cowlitz County, Washington",302,1091,1029
"G5300210","2019","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",29249,28162,1087,"Franklin County, Washington",346,801,732
"G5300250","2019","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",38515,30866,7649,"Grant County, Washington",118,1944,1931
"G5300270","2019","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",36913,29920,6993,"Grays Harbor County, Washington",380,1485,1450
"G5300290","2019","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",42652,35586,7066,"Island County, Washington",513,1400,1385
"G5300330","2019","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",970358,907761,62597,"King County, Washington",1309,5540,5362
"G5300350","2019","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",114895,107525,7370,"Kitsap County, Washington",810,1905,1779
"G5300410","2019","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",35678,31879,3799,"Lewis County, Washington",312,1111,1059
"G5300450","2019","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",33992,24820,9172,"Mason County, Washington",313,1724,1724
"G5300530","2019","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",356265,333657,22608,"Pierce County, Washington",1201,3333,3500
"G5300570","2019","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",54936,49043,5893,"Skagit County, Washington",315,1429,1404
"G5300610","2019","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",318098,299827,18271,"Snohomish County, Washington",975,3248,3117
"G5300630","2019","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",223061,211723,11338,"Spokane County, Washington",810,2427,2313
"G5300670","2019","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",119553,112909,6644,"Thurston County, Washington",533,1988,1902
"G5300730","2019","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",99210,88794,10416,"Whatcom County, Washington",473,2439,2417
"G5300770","2019","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",89751,83992,5759,"Yakima County, Washington",519,1666,1645
"G5400030","2019","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",50340,46395,3945,"Berkeley County, West Virginia",179,1509,1501
"G5400110","2019","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",46300,38040,8260,"Cabell County, West Virginia",427,1440,1360
"G5400330","2019","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",31810,25905,5905,"Harrison County, West Virginia",187,1348,1334
"G5400390","2019","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",92165,78384,13781,"Kanawha County, West Virginia",514,2302,2185
"G5400610","2019","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",45212,40401,4811,"Monongalia County, West Virginia",638,1394,1327
"G5400810","2019","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",36144,31331,4813,"Raleigh County, West Virginia",468,1288,1250
"G5401070","2019","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",40287,34182,6105,"Wood County, West Virginia",152,1286,1279
"G5500090","2019","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",111218,107385,3833,"Brown County, Wisconsin",686,1227,1180
"G5500250","2019","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",239876,229760,10116,"Dane County, Wisconsin",817,1902,1801
"G5500270","2019","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",38073,35104,2969,"Dodge County, Wisconsin",374,947,869
"G5500350","2019","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",44760,41385,3375,"Eau Claire County, Wisconsin",430,1260,1158
"G5500390","2019","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",45554,42604,2950,"Fond du Lac County, Wisconsin",446,1050,980
"G5500550","2019","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",36166,32783,3383,"Jefferson County, Wisconsin",379,1218,1201
"G5500590","2019","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",70866,64187,6679,"Kenosha County, Wisconsin",411,1921,1833
"G5500630","2019","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",51029,48175,2854,"La Crosse County, Wisconsin",392,1115,988
"G5500710","2019","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",37652,33831,3821,"Manitowoc County, Wisconsin",378,769,934
"G5500730","2019","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",59943,54765,5178,"Marathon County, Wisconsin",237,1202,1253
"G5500790","2019","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",420159,383665,36494,"Milwaukee County, Wisconsin",978,3473,3612
"G5500870","2019","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",78207,74974,3233,"Outagamie County, Wisconsin",454,1091,1028
"G5500890","2019","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",37990,35795,2195,"Ozaukee County, Wisconsin",429,961,1017
"G5500970","2019","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",31247,29063,2184,"Portage County, Wisconsin",247,733,684
"G5501010","2019","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",83124,78905,4219,"Racine County, Wisconsin",622,1384,1361
"G5501050","2019","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",69429,65316,4113,"Rock County, Wisconsin",405,1200,1161
"G5501090","2019","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",36820,34731,2089,"St. Croix County, Wisconsin",121,1011,999
"G5501170","2019","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",51418,48691,2727,"Sheboygan County, Wisconsin",294,930,918
"G5501270","2019","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",52939,42799,10140,"Walworth County, Wisconsin",318,1177,1195
"G5501310","2019","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",57511,55256,2255,"Washington County, Wisconsin",266,992,964
"G5501330","2019","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",167955,160635,7320,"Waukesha County, Wisconsin",518,1655,1615
"G5501390","2019","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",76311,71238,5073,"Winnebago County, Wisconsin",643,1399,1320
"G5501410","2019","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",35479,32684,2795,"Wood County, Wisconsin",168,1008,1000
"G5600210","2019","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",44385,41739,2646,"Laramie County, Wyoming",186,990,1003
"G5600250","2019","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",37358,33044,4314,"Natrona County, Wyoming",294,1230,1229
"G7200130","2019","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",41008,32090,8918,"Arecibo Municipio, Puerto Rico",1007,1274,1319
"G7200210","2019","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",83546,68980,14566,"Bayamón Municipio, Puerto Rico",1201,2149,1834
"G7200250","2019","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",57455,47669,9786,"Caguas Municipio, Puerto Rico",1148,1858,1816
"G7200310","2019","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",75881,58602,17279,"Carolina Municipio, Puerto Rico",1337,2461,2192
"G7200610","2019","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",40890,33125,7765,"Guaynabo Municipio, Puerto Rico",1081,1455,1140
"G7200970","2019","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",41210,28649,12561,"Mayagüez Municipio, Puerto Rico",897,1616,1400
"G7201130","2019","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",66019,52837,13182,"Ponce Municipio, Puerto Rico",1358,1952,1840
"G7201270","2019","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",190479,138800,51679,"San Juan Municipio, Puerto Rico",1901,3232,3024
"G7201350","2019","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",26446,22650,3796,"Toa Alta Municipio, Puerto Rico",688,1148,976
"G7201370","2019","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",34618,28291,6327,"Toa Baja Municipio, Puerto Rico",905,1322,1230
"G7201390","2019","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",29601,23263,6338,"Trujillo Alto Municipio, Puerto Rico",708,1267,1102
