GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PDHE001,PDHE002,PDHE003,NAME_M,PDHM001,PDHM002,PDHM003
"G2200730","2012","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",65216,58133,7083,"Ouachita Parish, Louisiana",908,1702,1547
"G2200790","2012","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",56383,49299,7084,"Rapides Parish, Louisiana",402,1669,1580
"G2200970","2012","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",35942,30937,5005,"St. Landry Parish, Louisiana",182,1042,1008
"G2201030","2012","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",96796,89333,7463,"St. Tammany Parish, Louisiana",313,1323,1255
"G2201050","2012","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",51327,43653,7674,"Tangipahoa Parish, Louisiana",246,1545,1460
"G2201090","2012","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",44118,39043,5075,"Terrebonne Parish, Louisiana",259,1274,1222
"G2300010","2012","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",49156,44641,4515,"Androscoggin County, Maine",335,1029,1006
"G2300030","2012","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",39462,30811,8651,"Aroostook County, Maine",270,822,743
"G2300050","2012","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",139119,118269,20850,"Cumberland County, Maine",514,2198,2229
"G2300110","2012","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",61205,51547,9658,"Kennebec County, Maine",259,1397,1340
"G2300190","2012","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",74104,63171,10933,"Penobscot County, Maine",472,1324,1271
"G2300310","2012","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",106375,80221,26154,"York County, Maine",267,2017,2018
"G2400010","2012","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",33297,28565,4732,"Allegany County, Maryland",813,1442,1101
"G2400030","2012","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",215991,201934,14057,"Anne Arundel County, Maryland",1545,2545,2123
"G2400050","2012","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",336010,312306,23704,"Baltimore County, Maryland",976,2820,2859
"G2400090","2012","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",34177,31054,3123,"Calvert County, Maryland",185,952,906
"G2400130","2012","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",62565,60030,2535,"Carroll County, Maryland",405,1047,940
"G2400150","2012","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",41599,35497,6102,"Cecil County, Maryland",177,1427,1454
"G2400170","2012","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",56236,52267,3969,"Charles County, Maryland",275,985,989
"G2400210","2012","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",91566,86492,5074,"Frederick County, Maryland",379,1541,1515
"G2400250","2012","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",96913,91628,5285,"Harford County, Maryland",576,1384,1314
"G2400270","2012","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",111603,107659,3944,"Howard County, Maryland",390,1329,1291
"G2400310","2012","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",379038,361116,17922,"Montgomery County, Maryland",612,2297,2275
"G2400330","2012","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",329044,303735,25309,"Prince George's County, Maryland",887,2853,2625
"G2400370","2012","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",42381,39195,3186,"St. Mary's County, Maryland",285,1166,1143
"G2400430","2012","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",60916,56459,4457,"Washington County, Maryland",681,1523,1405
"G2400450","2012","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",41265,36857,4408,"Wicomico County, Maryland",594,1494,1278
"G2405100","2012","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",296074,244397,51677,"Baltimore city, Maryland",2236,3814,2946
"G2500010","2012","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",160544,89766,70778,"Barnstable County, Massachusetts",220,3222,3186
"G2500030","2012","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",68349,55420,12929,"Berkshire County, Massachusetts",529,1545,1464
"G2500050","2012","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",230304,208983,21321,"Bristol County, Massachusetts",829,3118,2927
"G2500090","2012","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",306601,283543,23058,"Essex County, Massachusetts",905,2919,2943
"G2500110","2012","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",33667,29377,4290,"Franklin County, Massachusetts",337,866,871
"G2500130","2012","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",191733,176328,15405,"Hampden County, Massachusetts",803,2458,2273
"G2500150","2012","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",62712,57748,4964,"Hampshire County, Massachusetts",730,1556,1353
"G2500170","2012","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",612685,582405,30280,"Middlesex County, Massachusetts",1562,3987,3640
"G2500210","2012","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",271513,258307,13206,"Norfolk County, Massachusetts",598,2246,2161
"G2500230","2012","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",201028,181541,19487,"Plymouth County, Massachusetts",824,2826,2555
"G2500250","2012","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",314803,288791,26012,"Suffolk County, Massachusetts",1310,3388,2892
"G2500270","2012","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",327427,300308,27119,"Worcester County, Massachusetts",995,3373,3287
"G2600050","2012","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",49463,42930,6533,"Allegan County, Michigan",187,1223,1219
"G2600170","2012","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",48067,43967,4100,"Bay County, Michigan",283,1181,1170
"G2600210","2012","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",76725,60223,16502,"Berrien County, Michigan",758,1746,1640
"G2600250","2012","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",60747,53182,7565,"Calhoun County, Michigan",530,1323,1209
"G2600370","2012","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",30727,29443,1284,"Clinton County, Michigan",197,604,567
"G2600450","2012","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",47006,42811,4195,"Eaton County, Michigan",237,1149,1123
"G2600490","2012","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",191196,166225,24971,"Genesee County, Michigan",690,2501,2569
"G2600550","2012","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",41829,35018,6811,"Grand Traverse County, Michigan",393,1628,1538
"G2600650","2012","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",121346,109008,12338,"Ingham County, Michigan",980,1988,1773
"G2600730","2012","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",28315,24663,3652,"Isabella County, Michigan",361,901,797
"G2600750","2012","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",69145,60420,8725,"Jackson County, Michigan",439,1638,1547
"G2600770","2012","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",109962,100789,9173,"Kalamazoo County, Michigan",532,1823,1734
"G2600810","2012","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",247150,231171,15979,"Kent County, Michigan",483,2403,2387
"G2600870","2012","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",36201,32790,3411,"Lapeer County, Michigan",218,886,876
"G2600910","2012","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",43395,37998,5397,"Lenawee County, Michigan",465,1168,1131
"G2600930","2012","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",72882,66808,6074,"Livingston County, Michigan",235,1362,1297
"G2600990","2012","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",357085,330541,26544,"Macomb County, Michigan",525,3079,3093
"G2601030","2012","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",34361,27203,7158,"Marquette County, Michigan",387,981,873
"G2601110","2012","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",36032,33235,2797,"Midland County, Michigan",233,842,883
"G2601150","2012","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",62813,57506,5307,"Monroe County, Michigan",204,1244,1277
"G2601210","2012","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",73314,63860,9454,"Muskegon County, Michigan",441,1503,1487
"G2601250","2012","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",527251,489897,37354,"Oakland County, Michigan",525,3307,3141
"G2601390","2012","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",103102,95048,8054,"Ottawa County, Michigan",759,1975,1761
"G2601450","2012","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",86636,78010,8626,"Saginaw County, Michigan",514,1382,1281
"G2601470","2012","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",71509,65075,6434,"St. Clair County, Michigan",383,1201,1118
"G2601550","2012","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",30167,27132,3035,"Shiawassee County, Michigan",188,758,737
"G2601590","2012","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",36688,27740,8948,"Van Buren County, Michigan",403,1292,1245
"G2601610","2012","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",147734,137565,10169,"Washtenaw County, Michigan",1118,2183,1667
"G2601630","2012","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",817957,660724,157233,"Wayne County, Michigan",750,5587,5678
"G2700030","2012","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",128005,123554,4451,"Anoka County, Minnesota",326,1338,1228
"G2700130","2012","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",26462,24133,2329,"Blue Earth County, Minnesota",551,738,551
"G2700190","2012","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",35264,34108,1156,"Carver County, Minnesota",137,629,623
"G2700370","2012","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",161162,155314,5848,"Dakota County, Minnesota",261,1474,1466
"G2700530","2012","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",513463,484276,29187,"Hennepin County, Minnesota",1229,3034,2793
"G2701090","2012","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",60999,57099,3900,"Olmsted County, Minnesota",509,1268,1118
"G2701230","2012","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",217622,206261,11361,"Ramsey County, Minnesota",807,1968,1975
"G2701370","2012","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",103032,84386,18646,"St. Louis County, Minnesota",561,1661,1579
"G2701390","2012","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",48119,46461,1658,"Scott County, Minnesota",166,807,786
"G2701410","2012","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",32532,30387,2145,"Sherburne County, Minnesota",398,903,921
"G2701450","2012","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",62296,56494,5802,"Stearns County, Minnesota",680,1420,1168
"G2701630","2012","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",94203,89237,4966,"Washington County, Minnesota",458,1406,1301
"G2701710","2012","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",49199,45478,3721,"Wright County, Minnesota",118,756,741
"G2800330","2012","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",62525,59172,3353,"DeSoto County, Mississippi",303,1278,1180
"G2800350","2012","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",32323,26949,5374,"Forrest County, Mississippi",315,1288,1292
"G2800470","2012","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",87885,74711,13174,"Harrison County, Mississippi",274,1987,2005
"G2800490","2012","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",103874,87734,16140,"Hinds County, Mississippi",403,1976,1973
"G2800590","2012","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",60658,50625,10033,"Jackson County, Mississippi",306,1917,1972
"G2800670","2012","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",28535,26241,2294,"Jones County, Mississippi",257,865,852
"G2800750","2012","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",34816,29327,5489,"Lauderdale County, Mississippi",377,1390,1363
"G2800810","2012","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",36046,31638,4408,"Lee County, Mississippi",185,1201,1229
"G2800890","2012","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",39629,36631,2998,"Madison County, Mississippi",221,1215,1167
"G2801210","2012","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",57243,51982,5261,"Rankin County, Mississippi",590,1551,1348
"G2900190","2012","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",70980,66360,4620,"Boone County, Missouri",569,1485,1351
"G2900210","2012","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",38424,34021,4403,"Buchanan County, Missouri",410,1150,1010
"G2900310","2012","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",32720,29991,2729,"Cape Girardeau County, Missouri",480,1031,919
"G2900370","2012","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",40257,37473,2784,"Cass County, Missouri",134,1052,1043
"G2900430","2012","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",32078,28939,3139,"Christian County, Missouri",149,1127,1094
"G2900470","2012","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",94022,85739,8283,"Clay County, Missouri",334,1915,1890
"G2900510","2012","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",32509,29930,2579,"Cole County, Missouri",362,1015,962
"G2900710","2012","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",43612,38661,4951,"Franklin County, Missouri",127,1418,1407
"G2900770","2012","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",126920,116561,10359,"Greene County, Missouri",537,2120,2054
"G2900950","2012","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",312166,270124,42042,"Jackson County, Missouri",996,3322,3162
"G2900970","2012","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",50826,46126,4700,"Jasper County, Missouri",245,1183,1215
"G2900990","2012","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",88282,80387,7895,"Jefferson County, Missouri",212,1690,1688
"G2901650","2012","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",39474,36711,2763,"Platte County, Missouri",221,1076,1072
"G2901830","2012","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",143721,137482,6239,"St. Charles County, Missouri",477,1526,1452
"G2901870","2012","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",29017,24023,4994,"St. Francois County, Missouri",390,1250,1165
"G2901890","2012","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",437576,401718,35858,"St. Louis County, Missouri",574,3634,3613
"G2905100","2012","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",175226,139930,35296,"St. Louis city, Missouri",752,2646,2429
"G3000130","2012","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",37443,33471,3972,"Cascade County, Montana",386,1096,1015
"G3000290","2012","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",47181,37405,9776,"Flathead County, Montana",278,1821,1823
"G3000310","2012","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",42962,36191,6771,"Gallatin County, Montana",285,1078,1094
"G3000630","2012","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",50730,46384,4346,"Missoula County, Montana",351,1131,1124
"G3001110","2012","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",64621,61003,3618,"Yellowstone County, Montana",392,1103,983
"G3100550","2012","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",222996,206545,16451,"Douglas County, Nebraska",621,2759,2681
"G3101090","2012","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",122472,115943,6529,"Lancaster County, Nebraska",858,1905,1606
"G3101530","2012","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",63590,61958,1632,"Sarpy County, Nebraska",175,683,660
"G3200030","2012","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",849347,715837,133510,"Clark County, Nevada",562,6519,6540
"G3200310","2012","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",185289,163902,21387,"Washoe County, Nevada",465,2607,2548
"G3300050","2012","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",34751,30301,4450,"Cheshire County, New Hampshire",446,1067,930
"G3300090","2012","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",51492,36241,15251,"Grafton County, New Hampshire",342,1353,1390
"G3300110","2012","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",166755,155260,11495,"Hillsborough County, New Hampshire",605,2096,1952
"G3300130","2012","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",63542,57222,6320,"Merrimack County, New Hampshire",594,1097,1004
"G3300150","2012","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",127279,115765,11514,"Rockingham County, New Hampshire",458,2013,1997
"G3300170","2012","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",52052,47359,4693,"Strafford County, New Hampshire",693,1267,1243
"G3400010","2012","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",127361,100065,27296,"Atlantic County, New Jersey",421,2426,2338
"G3400030","2012","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",354694,336856,17838,"Bergen County, New Jersey",743,2449,2548
"G3400050","2012","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",176889,164819,12070,"Burlington County, New Jersey",674,2116,1928
"G3400070","2012","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",205721,185477,20244,"Camden County, New Jersey",515,2440,2392
"G3400090","2012","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",98653,40470,58183,"Cape May County, New Jersey",376,2281,2308
"G3400110","2012","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",56242,50068,6174,"Cumberland County, New Jersey",738,1467,1337
"G3400130","2012","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",313396,279102,34294,"Essex County, New Jersey",1029,2350,2452
"G3400150","2012","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",111144,104691,6453,"Gloucester County, New Jersey",479,1462,1320
"G3400170","2012","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",272840,249028,23812,"Hudson County, New Jersey",591,2771,2684
"G3400190","2012","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",50053,47227,2826,"Hunterdon County, New Jersey",275,962,892
"G3400210","2012","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",144051,132004,12047,"Mercer County, New Jersey",1341,2323,1946
"G3400230","2012","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",297516,283337,14179,"Middlesex County, New Jersey",994,2550,2217
"G3400250","2012","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",259616,236447,23169,"Monmouth County, New Jersey",1528,2107,2560
"G3400270","2012","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",190726,179876,10850,"Morris County, New Jersey",607,2070,2014
"G3400290","2012","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",279564,223599,55965,"Ocean County, New Jersey",526,3773,3630
"G3400310","2012","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",176112,163712,12400,"Passaic County, New Jersey",637,1696,1603
"G3400330","2012","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",27573,24861,2712,"Salem County, New Jersey",298,731,750
