GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHNBE001,AHNBE002,AHNBE003,NAME_M,AHNBM001,AHNBM002,AHNBM003
"G2200630","2017","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",57265,47992,9273,"Livingston Parish, Louisiana",419,2123,2054
"G2200710","2017","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",191688,154560,37128,"Orleans Parish, Louisiana",1075,2853,2551
"G2200730","2017","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",68443,58232,10211,"Ouachita Parish, Louisiana",580,1997,1934
"G2200790","2017","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",58172,48473,9699,"Rapides Parish, Louisiana",390,1800,1755
"G2200970","2017","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",36793,30136,6657,"St. Landry Parish, Louisiana",185,1255,1254
"G2201030","2017","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",103370,94499,8871,"St. Tammany Parish, Louisiana",312,2076,2083
"G2201050","2017","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",55288,49272,6016,"Tangipahoa Parish, Louisiana",212,1581,1541
"G2201090","2017","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",45558,40882,4676,"Terrebonne Parish, Louisiana",621,1080,1186
"G2300010","2017","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",49824,45979,3845,"Androscoggin County, Maine",315,1233,1151
"G2300030","2017","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",39913,28921,10992,"Aroostook County, Maine",347,1044,923
"G2300050","2017","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",144464,117844,26620,"Cumberland County, Maine",516,2543,2478
"G2300110","2017","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",62665,49616,13049,"Kennebec County, Maine",302,1470,1497
"G2300190","2017","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",75864,60620,15244,"Penobscot County, Maine",564,1937,1784
"G2300310","2017","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",110107,82970,27137,"York County, Maine",321,2542,2527
"G2400010","2017","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",32917,27177,5740,"Allegany County, Maryland",656,1413,1170
"G2400030","2017","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",224549,207950,16599,"Anne Arundel County, Maryland",939,2666,2575
"G2400050","2017","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",336873,317106,19767,"Baltimore County, Maryland",771,2712,2562
"G2400090","2017","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",35212,31253,3959,"Calvert County, Maryland",204,1214,1171
"G2400130","2017","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",63550,61212,2338,"Carroll County, Maryland",462,1089,1004
"G2400150","2017","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",42648,36397,6251,"Cecil County, Maryland",158,1507,1496
"G2400170","2017","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",60667,56608,4059,"Charles County, Maryland",408,1077,1018
"G2400210","2017","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",97365,92329,5036,"Frederick County, Maryland",414,1408,1353
"G2400250","2017","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",100274,93705,6569,"Harford County, Maryland",400,1456,1383
"G2400270","2017","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",119843,115289,4554,"Howard County, Maryland",309,1695,1646
"G2400310","2017","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",390037,373219,16818,"Montgomery County, Maryland",645,2431,2403
"G2400330","2017","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",332156,310730,21426,"Prince George's County, Maryland",767,2413,2238
"G2400370","2017","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",44933,40820,4113,"St. Mary's County, Maryland",515,1443,1283
"G2400430","2017","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",61496,56663,4833,"Washington County, Maryland",476,1259,1146
"G2400450","2017","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",42414,37665,4749,"Wicomico County, Maryland",607,1149,1039
"G2405100","2017","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",294534,240280,54254,"Baltimore city, Maryland",1285,3634,3494
"G2500010","2017","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",163520,92148,71372,"Barnstable County, Massachusetts",336,3008,3128
"G2500030","2017","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",69240,54193,15047,"Berkshire County, Massachusetts",581,1636,1565
"G2500050","2017","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",235474,218570,16904,"Bristol County, Massachusetts",679,2828,2705
"G2500090","2017","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",313201,294092,19109,"Essex County, Massachusetts",726,2740,2610
"G2500110","2017","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",34124,29239,4885,"Franklin County, Massachusetts",323,952,904
"G2500130","2017","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",193769,180933,12836,"Hampden County, Massachusetts",699,1783,1658
"G2500150","2017","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",63800,57848,5952,"Hampshire County, Massachusetts",715,1800,1626
"G2500170","2017","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",634413,599499,34914,"Middlesex County, Massachusetts",1365,3901,3497
"G2500210","2017","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",278783,263862,14921,"Norfolk County, Massachusetts",611,2627,2517
"G2500230","2017","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",206835,187608,19227,"Plymouth County, Massachusetts",735,3032,2868
"G2500250","2017","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",336191,308889,27302,"Suffolk County, Massachusetts",1534,3403,3080
"G2500270","2017","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",334990,308533,26457,"Worcester County, Massachusetts",972,3215,3068
"G2600050","2017","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",51113,44766,6347,"Allegan County, Michigan",239,1071,1050
"G2600170","2017","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",48321,44907,3414,"Bay County, Michigan",233,1067,1022
"G2600210","2017","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",77508,64166,13342,"Berrien County, Michigan",384,1763,1672
"G2600250","2017","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",60843,54556,6287,"Calhoun County, Michigan",623,1354,1141
"G2600370","2017","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",31745,29959,1786,"Clinton County, Michigan",164,760,686
"G2600450","2017","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",47559,44329,3230,"Eaton County, Michigan",307,796,747
"G2600490","2017","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",192359,165719,26640,"Genesee County, Michigan",657,2865,2941
"G2600550","2017","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",43932,38211,5721,"Grand Traverse County, Michigan",326,1692,1623
"G2600650","2017","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",123792,111915,11877,"Ingham County, Michigan",621,1765,1627
"G2600730","2017","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",29176,25000,4176,"Isabella County, Michigan",329,958,886
"G2600750","2017","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",69564,62220,7344,"Jackson County, Michigan",461,1324,1264
"G2600770","2017","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",112066,104075,7991,"Kalamazoo County, Michigan",571,2038,2038
"G2600810","2017","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",255106,240678,14428,"Kent County, Michigan",997,2686,2490
"G2600870","2017","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",36649,34271,2378,"Lapeer County, Michigan",213,848,800
"G2600910","2017","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",43806,38559,5247,"Lenawee County, Michigan",352,1367,1269
"G2600930","2017","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",76692,72726,3966,"Livingston County, Michigan",244,1027,999
"G2600990","2017","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",365775,346457,19318,"Macomb County, Michigan",391,2849,2840
"G2601030","2017","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",34861,25725,9136,"Marquette County, Michigan",282,1127,1082
"G2601110","2017","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",36986,34096,2890,"Midland County, Michigan",238,960,937
"G2601150","2017","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",64309,59528,4781,"Monroe County, Michigan",294,1330,1319
"G2601210","2017","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",74112,64581,9531,"Muskegon County, Michigan",302,1572,1569
"G2601250","2017","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",539807,504944,34863,"Oakland County, Michigan",550,3257,3216
"G2601390","2017","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",109051,104281,4770,"Ottawa County, Michigan",541,1341,1185
"G2601450","2017","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",87586,80958,6628,"Saginaw County, Michigan",703,1412,1308
"G2601470","2017","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",72137,65117,7020,"St. Clair County, Michigan",413,1530,1450
"G2601550","2017","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",30229,27277,2952,"Shiawassee County, Michigan",176,902,936
"G2601590","2017","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",37227,29037,8190,"Van Buren County, Michigan",232,1207,1179
"G2601610","2017","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",150397,140729,9668,"Washtenaw County, Michigan",975,1922,1614
"G2601630","2017","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",814968,683986,130982,"Wayne County, Michigan",1024,5594,5529
"G2700030","2017","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",131953,127305,4648,"Anoka County, Minnesota",278,1201,1193
"G2700130","2017","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",28438,26098,2340,"Blue Earth County, Minnesota",373,889,867
"G2700190","2017","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",38261,35721,2540,"Carver County, Minnesota",118,1048,1019
"G2700370","2017","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",166152,160590,5562,"Dakota County, Minnesota",260,1375,1392
"G2700530","2017","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",533482,507728,25754,"Hennepin County, Minnesota",993,3356,3327
"G2701090","2017","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",65539,61873,3666,"Olmsted County, Minnesota",350,1343,1303
"G2701230","2017","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",220442,211123,9319,"Ramsey County, Minnesota",786,2185,1953
"G2701310","2017","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",24981,23130,1851,"Rice County, Minnesota",549,844,633
"G2701370","2017","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",104703,85213,19490,"St. Louis County, Minnesota",646,1610,1510
"G2701390","2017","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",51015,50018,997,"Scott County, Minnesota",182,622,587
"G2701410","2017","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",33888,31869,2019,"Sherburne County, Minnesota",401,965,900
"G2701450","2017","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",64683,59708,4975,"Stearns County, Minnesota",546,1098,974
"G2701630","2017","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",98270,92337,5933,"Washington County, Minnesota",439,1678,1652
"G2701710","2017","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",51794,47868,3926,"Wright County, Minnesota",190,947,940
"G2800330","2017","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",67198,61764,5434,"DeSoto County, Mississippi",250,1429,1413
"G2800350","2017","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",33113,28066,5047,"Forrest County, Mississippi",465,1386,1245
"G2800470","2017","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",92937,78449,14488,"Harrison County, Mississippi",577,2380,2407
"G2800490","2017","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",104334,89570,14764,"Hinds County, Mississippi",606,2221,2191
"G2800590","2017","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",62338,52318,10020,"Jackson County, Mississippi",294,2088,2064
"G2800670","2017","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",29053,23950,5103,"Jones County, Mississippi",255,1598,1507
"G2800750","2017","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",35303,30019,5284,"Lauderdale County, Mississippi",341,1417,1414
"G2800810","2017","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",36888,30844,6044,"Lee County, Mississippi",201,1320,1317
"G2800890","2017","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",43370,40539,2831,"Madison County, Mississippi",222,1113,1132
"G2801210","2017","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",60626,54699,5927,"Rankin County, Mississippi",587,2011,1875
"G2900190","2017","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",77404,70355,7049,"Boone County, Missouri",425,1728,1641
"G2900210","2017","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",38775,33716,5059,"Buchanan County, Missouri",460,1588,1531
"G2900310","2017","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",33663,29245,4418,"Cape Girardeau County, Missouri",372,1264,1278
"G2900370","2017","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",41802,40545,1257,"Cass County, Missouri",113,644,641
"G2900430","2017","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",34223,32009,2214,"Christian County, Missouri",121,902,917
"G2900470","2017","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",98082,92020,6062,"Clay County, Missouri",350,1848,1815
"G2900510","2017","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",33360,29726,3634,"Cole County, Missouri",363,1009,938
"G2900710","2017","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",45127,40256,4871,"Franklin County, Missouri",151,1356,1360
"G2900770","2017","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",133518,120498,13020,"Greene County, Missouri",847,2271,2142
"G2900950","2017","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",323388,285887,37501,"Jackson County, Missouri",595,3405,3340
"G2900970","2017","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",52713,46784,5929,"Jasper County, Missouri",241,1414,1345
"G2900990","2017","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",90967,84301,6666,"Jefferson County, Missouri",282,1469,1463
"G2901650","2017","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",41877,39407,2470,"Platte County, Missouri",190,1025,1032
"G2901830","2017","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",154479,145332,9147,"St. Charles County, Missouri",1238,2211,1857
"G2901870","2017","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",29985,22504,7481,"St. Francois County, Missouri",438,1609,1493
"G2901890","2017","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",441236,406823,34413,"St. Louis County, Missouri",758,3622,3618
"G2905100","2017","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",176850,138513,38337,"St. Louis city, Missouri",823,2993,2960
"G3000130","2017","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",38839,33346,5493,"Cascade County, Montana",253,1326,1289
"G3000290","2017","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",48750,37236,11514,"Flathead County, Montana",189,1723,1709
"G3000310","2017","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",49452,44315,5137,"Gallatin County, Montana",269,963,925
"G3000490","2017","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",31653,28250,3403,"Lewis and Clark County, Montana",309,976,947
"G3000630","2017","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",53990,48806,5184,"Missoula County, Montana",280,1498,1467
"G3001110","2017","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",71195,65962,5233,"Yellowstone County, Montana",524,1512,1397
"G3100550","2017","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",234351,218390,15961,"Douglas County, Nebraska",622,2291,2161
"G3101090","2017","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",131256,122954,8302,"Lancaster County, Nebraska",738,1823,1732
"G3101530","2017","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",69006,65715,3291,"Sarpy County, Nebraska",182,1067,1065
"G3200030","2017","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",899735,781796,117939,"Clark County, Nevada",544,5934,5972
"G3200310","2017","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",196667,180851,15816,"Washoe County, Nevada",586,2093,2056
"G3300050","2017","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",35633,29385,6248,"Cheshire County, New Hampshire",372,1307,1304
"G3300090","2017","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",52881,33672,19209,"Grafton County, New Hampshire",381,1842,1737
"G3300110","2017","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",171119,161414,9705,"Hillsborough County, New Hampshire",589,1779,1735
"G3300130","2017","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",64967,58220,6747,"Merrimack County, New Hampshire",564,1355,1152
"G3300150","2017","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",132250,120096,12154,"Rockingham County, New Hampshire",365,2093,2077
"G3300170","2017","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",53806,48988,4818,"Strafford County, New Hampshire",663,1341,1161
"G3400010","2017","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",128185,97618,30567,"Atlantic County, New Jersey",479,2623,2533
"G3400030","2017","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",357530,338516,19014,"Bergen County, New Jersey",570,2359,2260
"G3400050","2017","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",179547,164248,15299,"Burlington County, New Jersey",835,2219,2041
"G3400070","2017","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",205977,190616,15361,"Camden County, New Jersey",523,2205,2094
"G3400090","2017","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",99246,39526,59720,"Cape May County, New Jersey",524,2005,1918
"G3400110","2017","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",56446,50696,5750,"Cumberland County, New Jersey",784,1437,1377
"G3400130","2017","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",317575,284928,32647,"Essex County, New Jersey",777,2245,2111
"G3400150","2017","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",113404,105236,8168,"Gloucester County, New Jersey",366,1734,1748
"G3400170","2017","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",281641,251906,29735,"Hudson County, New Jersey",1113,3272,3123
"G3400190","2017","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",50208,45967,4241,"Hunterdon County, New Jersey",280,1264,1151
"G3400210","2017","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",144902,128757,16145,"Mercer County, New Jersey",756,2083,1872
"G3400230","2017","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",301497,285446,16051,"Middlesex County, New Jersey",1180,2819,2290
"G3400250","2017","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",261461,235727,25734,"Monmouth County, New Jersey",237,2611,2587
