GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHNBE001,AHNBE002,AHNBE003,NAME_M,AHNBM001,AHNBM002,AHNBM003
"G4803090","2017","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",101601,91086,10515,"McLennan County, Texas",746,2233,1980
"G4803290","2017","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",61133,56745,4388,"Midland County, Texas",310,1357,1356
"G4803390","2017","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",217044,195637,21407,"Montgomery County, Texas",320,3070,3069
"G4803470","2017","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",28402,22634,5768,"Nacogdoches County, Texas",685,1391,1194
"G4803550","2017","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",149510,128490,21020,"Nueces County, Texas",556,2585,2595
"G4803610","2017","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",37270,29848,7422,"Orange County, Texas",153,1585,1575
"G4803670","2017","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",50043,44244,5799,"Parker County, Texas",368,1710,1662
"G4803750","2017","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",49986,45130,4856,"Potter County, Texas",532,1375,1132
"G4803810","2017","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",54753,48941,5812,"Randall County, Texas",318,1698,1588
"G4803970","2017","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",33992,31880,2112,"Rockwall County, Texas",174,1043,1027
"G4804090","2017","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",28422,23075,5347,"San Patricio County, Texas",176,1071,1062
"G4804230","2017","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",90324,77292,13032,"Smith County, Texas",548,2117,1981
"G4804390","2017","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",766978,703106,63872,"Tarrant County, Texas",1012,5974,5575
"G4804410","2017","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",57540,50470,7070,"Taylor County, Texas",584,1444,1318
"G4804510","2017","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",48481,42061,6420,"Tom Green County, Texas",672,1729,1423
"G4804530","2017","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",512408,462632,49776,"Travis County, Texas",2686,4913,3829
"G4804690","2017","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",37048,32778,4270,"Victoria County, Texas",314,1122,1077
"G4804710","2017","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",25916,22040,3876,"Walker County, Texas",790,1324,962
"G4804790","2017","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",83099,74045,9054,"Webb County, Texas",348,1601,1587
"G4804850","2017","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",55998,48382,7616,"Wichita County, Texas",1621,2115,1479
"G4804910","2017","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",192242,180142,12100,"Williamson County, Texas",833,2517,2431
"G4804970","2017","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",24704,21651,3053,"Wise County, Texas",288,1013,955
"G4900050","2017","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",41126,38453,2673,"Cache County, Utah",349,789,794
"G4900110","2017","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",108888,104788,4100,"Davis County, Utah",550,1219,1041
"G4900350","2017","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",397092,376314,20778,"Salt Lake County, Utah",732,2512,2540
"G4900450","2017","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",21916,20555,1361,"Tooele County, Utah",150,595,627
"G4900490","2017","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",172795,164698,8097,"Utah County, Utah",519,1579,1499
"G4900530","2017","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",68214,56139,12075,"Washington County, Utah",438,1972,1910
"G4900570","2017","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",91816,83503,8313,"Weber County, Utah",655,1868,1700
"G5000070","2017","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",69708,65703,4005,"Chittenden County, Vermont",428,1435,1307
"G5100030","2017","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",45366,41191,4175,"Albemarle County, Virginia",425,1269,1200
"G5100130","2017","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",114002,104750,9252,"Arlington County, Virginia",547,2143,2120
"G5100150","2017","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",32556,30053,2503,"Augusta County, Virginia",514,1062,909
"G5100190","2017","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",36859,31088,5771,"Bedford County, Virginia",150,1204,1268
"G5100410","2017","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",130376,124142,6234,"Chesterfield County, Virginia",500,1508,1460
"G5100590","2017","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",414440,396662,17778,"Fairfax County, Virginia",644,2748,2758
"G5100610","2017","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",26831,23272,3559,"Fauquier County, Virginia",118,972,970
"G5100690","2017","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",34245,32251,1994,"Frederick County, Virginia",431,1023,926
"G5100850","2017","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",41369,37969,3400,"Hanover County, Virginia",201,1223,1219
"G5100870","2017","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",136923,127899,9024,"Henrico County, Virginia",361,1861,1809
"G5100950","2017","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",33290,28085,5205,"James City County, Virginia",262,1367,1326
"G5101070","2017","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",132975,129769,3206,"Loudoun County, Virginia",359,992,950
"G5101210","2017","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",40185,34336,5849,"Montgomery County, Virginia",546,1706,1689
"G5101530","2017","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",149143,141425,7718,"Prince William County, Virginia",352,1703,1731
"G5101610","2017","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",40950,38687,2263,"Roanoke County, Virginia",417,935,835
"G5101650","2017","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",35522,30892,4630,"Rockingham County, Virginia",221,1083,1072
"G5101770","2017","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",47264,42960,4304,"Spotsylvania County, Virginia",101,1002,1029
"G5101790","2017","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",49289,47474,1815,"Stafford County, Virginia",399,993,799
"G5101990","2017","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",27763,25294,2469,"York County, Virginia",445,1015,956
"G5105100","2017","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",76588,69667,6921,"Alexandria city, Virginia",405,1713,1597
"G5105500","2017","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",90870,83402,7468,"Chesapeake city, Virginia",739,2082,1955
"G5106500","2017","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",60116,53267,6849,"Hampton city, Virginia",387,1436,1422
"G5106800","2017","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",32466,27814,4652,"Lynchburg city, Virginia",558,1456,1197
"G5107000","2017","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",77767,69249,8518,"Newport News city, Virginia",1029,2154,1733
"G5107100","2017","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",97931,87857,10074,"Norfolk city, Virginia",1513,2152,1488
"G5107400","2017","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",40891,36246,4645,"Portsmouth city, Virginia",599,1157,1087
"G5107600","2017","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",100120,87401,12719,"Richmond city, Virginia",761,2053,1978
"G5107700","2017","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",47006,42133,4873,"Roanoke city, Virginia",276,1319,1286
"G5108000","2017","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",36845,33077,3768,"Suffolk city, Virginia",94,1054,1045
"G5108100","2017","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",184999,168818,16181,"Virginia Beach city, Virginia",783,2960,2740
"G5300050","2017","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",76293,72265,4028,"Benton County, Washington",254,1321,1308
"G5300070","2017","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",37641,27060,10581,"Chelan County, Washington",216,1626,1586
"G5300090","2017","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",36918,33233,3685,"Clallam County, Washington",243,994,988
"G5300110","2017","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",182489,173579,8910,"Clark County, Washington",333,2122,2053
"G5300150","2017","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",44673,41611,3062,"Cowlitz County, Washington",360,1081,1069
"G5300210","2017","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",27959,26477,1482,"Franklin County, Washington",249,798,741
"G5300250","2017","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",37459,31123,6336,"Grant County, Washington",115,1359,1361
"G5300270","2017","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",36191,29286,6905,"Grays Harbor County, Washington",402,1312,1252
"G5300290","2017","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",41884,34537,7347,"Island County, Washington",396,1361,1366
"G5300330","2017","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",934617,876639,57978,"King County, Washington",995,5665,5595
"G5300350","2017","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",112658,104902,7756,"Kitsap County, Washington",692,1850,1777
"G5300410","2017","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",35088,31786,3302,"Lewis County, Washington",315,995,958
"G5300530","2017","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",346056,321268,24788,"Pierce County, Washington",958,3552,3303
"G5300570","2017","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",53807,49262,4545,"Skagit County, Washington",325,1172,1074
"G5300610","2017","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",310102,292430,17672,"Snohomish County, Washington",498,2330,2339
"G5300630","2017","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",216559,200949,15610,"Spokane County, Washington",674,2388,2324
"G5300670","2017","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",116820,112075,4745,"Thurston County, Washington",456,1401,1279
"G5300730","2017","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",96626,88636,7990,"Whatcom County, Washington",454,1559,1390
"G5300770","2017","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",88610,82107,6503,"Yakima County, Washington",470,1434,1374
"G5400030","2017","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",48530,42296,6234,"Berkeley County, West Virginia",167,1475,1431
"G5400110","2017","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",46365,41080,5285,"Cabell County, West Virginia",433,1127,967
"G5400330","2017","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",31758,27493,4265,"Harrison County, West Virginia",177,963,944
"G5400390","2017","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",92451,75836,16615,"Kanawha County, West Virginia",362,2385,2348
"G5400610","2017","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",44999,39386,5613,"Monongalia County, West Virginia",509,1686,1557
"G5400810","2017","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",36168,31593,4575,"Raleigh County, West Virginia",406,1317,1250
"G5401070","2017","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",40298,34462,5836,"Wood County, West Virginia",230,1250,1239
"G5500090","2017","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",109593,104868,4725,"Brown County, Wisconsin",632,1381,1363
"G5500250","2017","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",233007,223031,9976,"Dane County, Wisconsin",773,2237,2056
"G5500270","2017","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",37735,34228,3507,"Dodge County, Wisconsin",323,942,872
"G5500350","2017","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",44159,41767,2392,"Eau Claire County, Wisconsin",432,903,856
"G5500390","2017","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",45232,42449,2783,"Fond du Lac County, Wisconsin",405,902,801
"G5500550","2017","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",35821,33534,2287,"Jefferson County, Wisconsin",358,654,562
"G5500590","2017","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",70576,63546,7030,"Kenosha County, Wisconsin",501,1475,1443
"G5500630","2017","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",50259,47704,2555,"La Crosse County, Wisconsin",331,829,871
"G5500710","2017","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",37490,34446,3044,"Manitowoc County, Wisconsin",205,871,856
"G5500730","2017","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",59217,55084,4133,"Marathon County, Wisconsin",294,1070,1054
"G5500790","2017","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",418914,376445,42469,"Milwaukee County, Wisconsin",977,3650,3415
"G5500870","2017","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",76957,74033,2924,"Outagamie County, Wisconsin",370,918,878
"G5500890","2017","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",37482,35552,1930,"Ozaukee County, Wisconsin",991,1216,908
"G5500970","2017","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",30935,28679,2256,"Portage County, Wisconsin",234,588,585
"G5501010","2017","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",82775,77473,5302,"Racine County, Wisconsin",568,1518,1346
"G5501050","2017","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",68955,64878,4077,"Rock County, Wisconsin",249,1145,1094
"G5501090","2017","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",35811,34380,1431,"St. Croix County, Wisconsin",127,705,700
"G5501170","2017","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",51044,48347,2697,"Sheboygan County, Wisconsin",270,798,769
"G5501270","2017","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",52342,41071,11271,"Walworth County, Wisconsin",280,1488,1505
"G5501310","2017","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",56779,53985,2794,"Washington County, Wisconsin",177,935,904
"G5501330","2017","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",165647,159513,6134,"Waukesha County, Wisconsin",510,1640,1544
"G5501390","2017","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",75633,70008,5625,"Winnebago County, Wisconsin",683,1386,1252
"G5501410","2017","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",35033,32478,2555,"Wood County, Wisconsin",186,814,773
"G5600210","2017","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",43345,39054,4291,"Laramie County, Wyoming",231,1455,1450
"G5600250","2017","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",36921,32556,4365,"Natrona County, Wyoming",341,1241,1225
"G7200130","2017","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",41553,33702,7851,"Arecibo Municipio, Puerto Rico",864,1515,1344
"G7200210","2017","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",82383,63750,18633,"Bayamón Municipio, Puerto Rico",1327,2407,2072
"G7200250","2017","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",57270,46753,10517,"Caguas Municipio, Puerto Rico",1229,2035,1671
"G7200310","2017","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",76898,64051,12847,"Carolina Municipio, Puerto Rico",1378,2092,1795
"G7200610","2017","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",39869,26856,13013,"Guaynabo Municipio, Puerto Rico",1046,1447,1674
"G7200970","2017","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",41003,29574,11429,"Mayagüez Municipio, Puerto Rico",1123,1776,1595
"G7201130","2017","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",64420,50225,14195,"Ponce Municipio, Puerto Rico",1608,2142,1607
"G7201270","2017","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",188712,140153,48559,"San Juan Municipio, Puerto Rico",2419,3176,2959
"G7201350","2017","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",26133,21640,4493,"Toa Alta Municipio, Puerto Rico",881,1282,1139
"G7201370","2017","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",35211,27841,7370,"Toa Baja Municipio, Puerto Rico",779,1510,1423
"G7201390","2017","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",29089,23564,5525,"Trujillo Alto Municipio, Puerto Rico",875,1273,1078
