GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADAVE001,ADAVE002,ADAVE003,NAME_M,ADAVM001,ADAVM002,ADAVM003
"G2201030","2015","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",100057,90895,9162,"St. Tammany Parish, Louisiana",271,1904,1930
"G2201050","2015","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",53142,46263,6879,"Tangipahoa Parish, Louisiana",218,1864,1860
"G2201090","2015","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",44853,40641,4212,"Terrebonne Parish, Louisiana",445,1359,1302
"G2300010","2015","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",49096,45138,3958,"Androscoggin County, Maine",351,1172,1168
"G2300030","2015","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",39452,29372,10080,"Aroostook County, Maine",259,904,824
"G2300050","2015","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",140879,115378,25501,"Cumberland County, Maine",525,2955,2972
"G2300110","2015","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",61683,51121,10562,"Kennebec County, Maine",291,1613,1614
"G2300190","2015","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",74332,59099,15233,"Penobscot County, Maine",420,1753,1740
"G2300310","2015","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",107760,80852,26908,"York County, Maine",278,2635,2649
"G2400010","2015","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",33153,27473,5680,"Allegany County, Maryland",770,1369,1071
"G2400030","2015","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",220999,205983,15016,"Anne Arundel County, Maryland",697,2942,2856
"G2400050","2015","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",337452,311976,25476,"Baltimore County, Maryland",902,3025,3031
"G2400090","2015","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",34770,31170,3600,"Calvert County, Maryland",169,1035,1053
"G2400130","2015","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",63418,60086,3332,"Carroll County, Maryland",453,1250,1177
"G2400150","2015","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",42566,38245,4321,"Cecil County, Maryland",172,1326,1330
"G2400170","2015","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",58871,54855,4016,"Charles County, Maryland",352,1204,1112
"G2400210","2015","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",94759,89947,4812,"Frederick County, Maryland",430,1301,1238
"G2400250","2015","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",98938,92662,6276,"Harford County, Maryland",311,1345,1320
"G2400270","2015","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",116630,110320,6310,"Howard County, Maryland",343,1590,1657
"G2400310","2015","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",389030,371458,17572,"Montgomery County, Maryland",486,2800,2747
"G2400330","2015","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",331294,304539,26755,"Prince George's County, Maryland",731,3066,2949
"G2400370","2015","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",43632,39029,4603,"St. Mary's County, Maryland",421,1381,1327
"G2400430","2015","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",61349,55944,5405,"Washington County, Maryland",469,1468,1398
"G2400450","2015","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",42226,38031,4195,"Wicomico County, Maryland",581,1146,1041
"G2405100","2015","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",297112,238400,58712,"Baltimore city, Maryland",1119,3603,3311
"G2500010","2015","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",162116,97451,64665,"Barnstable County, Massachusetts",368,3349,3356
"G2500030","2015","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",68406,55497,12909,"Berkshire County, Massachusetts",529,1761,1737
"G2500050","2015","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",231614,215123,16491,"Bristol County, Massachusetts",827,2652,2522
"G2500090","2015","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",309255,288149,21106,"Essex County, Massachusetts",703,2622,2623
"G2500110","2015","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",33692,30207,3485,"Franklin County, Massachusetts",467,1019,819
"G2500130","2015","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",191985,175526,16459,"Hampden County, Massachusetts",718,2442,2374
"G2500150","2015","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",63017,58093,4924,"Hampshire County, Massachusetts",717,1256,1050
"G2500170","2015","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",621734,584491,37243,"Middlesex County, Massachusetts",1316,3840,3554
"G2500210","2015","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",273986,260415,13571,"Norfolk County, Massachusetts",685,2247,2396
"G2500230","2015","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",203367,182467,20900,"Plymouth County, Massachusetts",637,2822,2674
"G2500250","2015","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",326976,300841,26135,"Suffolk County, Massachusetts",1664,3383,2832
"G2500270","2015","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",330084,301713,28371,"Worcester County, Massachusetts",1159,3061,2848
"G2600050","2015","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",50002,42079,7923,"Allegan County, Michigan",209,1298,1329
"G2600170","2015","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",47964,42799,5165,"Bay County, Michigan",244,1377,1344
"G2600210","2015","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",76802,64279,12523,"Berrien County, Michigan",452,1540,1439
"G2600250","2015","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",60608,53076,7532,"Calhoun County, Michigan",395,1141,1135
"G2600370","2015","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",31146,29072,2074,"Clinton County, Michigan",178,673,657
"G2600450","2015","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",47087,43551,3536,"Eaton County, Michigan",364,1098,1043
"G2600490","2015","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",190896,163488,27408,"Genesee County, Michigan",428,2586,2550
"G2600550","2015","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",42642,36952,5690,"Grand Traverse County, Michigan",392,1278,1242
"G2600650","2015","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",122166,111265,10901,"Ingham County, Michigan",629,2097,2029
"G2600730","2015","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",28739,24246,4493,"Isabella County, Michigan",344,996,929
"G2600750","2015","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",69023,59292,9731,"Jackson County, Michigan",461,1651,1661
"G2600770","2015","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",110505,101228,9277,"Kalamazoo County, Michigan",558,1804,1771
"G2600810","2015","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",249957,237259,12698,"Kent County, Michigan",468,2233,2162
"G2600870","2015","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",36271,32708,3563,"Lapeer County, Michigan",228,909,939
"G2600910","2015","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",43449,37016,6433,"Lenawee County, Michigan",424,1454,1336
"G2600930","2015","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",75481,71100,4381,"Livingston County, Michigan",254,1130,1105
"G2600990","2015","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",362516,341532,20984,"Macomb County, Michigan",511,2674,2551
"G2601030","2015","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",34555,25498,9057,"Marquette County, Michigan",323,1053,1022
"G2601110","2015","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",36465,32977,3488,"Midland County, Michigan",191,1076,1084
"G2601150","2015","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",63643,58886,4757,"Monroe County, Michigan",163,1225,1224
"G2601210","2015","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",73317,63215,10102,"Muskegon County, Michigan",448,1542,1514
"G2601250","2015","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",535305,497819,37486,"Oakland County, Michigan",611,3348,3332
"G2601390","2015","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",105494,98598,6896,"Ottawa County, Michigan",516,1503,1424
"G2601450","2015","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",86824,77211,9613,"Saginaw County, Michigan",600,1865,1686
"G2601470","2015","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",71873,63571,8302,"St. Clair County, Michigan",367,1495,1423
"G2601550","2015","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",30018,27036,2982,"Shiawassee County, Michigan",217,837,805
"G2601590","2015","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",36638,28564,8074,"Van Buren County, Michigan",327,1278,1213
"G2601610","2015","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",150083,138099,11984,"Washtenaw County, Michigan",937,2174,1954
"G2601630","2015","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",814338,667521,146817,"Wayne County, Michigan",817,5414,5235
"G2700030","2015","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",130091,126823,3268,"Anoka County, Minnesota",323,1269,1269
"G2700130","2015","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",27392,25802,1590,"Blue Earth County, Minnesota",399,658,541
"G2700190","2015","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",36897,35232,1665,"Carver County, Minnesota",116,680,682
"G2700370","2015","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",164079,158944,5135,"Dakota County, Minnesota",317,1429,1441
"G2700530","2015","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",526509,499754,26755,"Hennepin County, Minnesota",1049,3284,3080
"G2701090","2015","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",62294,58101,4193,"Olmsted County, Minnesota",325,1198,1161
"G2701230","2015","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",218436,207066,11370,"Ramsey County, Minnesota",760,2019,1926
"G2701310","2015","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",24624,22745,1879,"Rice County, Minnesota",542,884,654
"G2701370","2015","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",103434,84010,19424,"St. Louis County, Minnesota",812,1851,1797
"G2701390","2015","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",49997,47643,2354,"Scott County, Minnesota",192,990,953
"G2701410","2015","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",33088,31692,1396,"Sherburne County, Minnesota",459,807,667
"G2701450","2015","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",63193,58737,4456,"Stearns County, Minnesota",610,968,858
"G2701630","2015","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",96295,92128,4167,"Washington County, Minnesota",487,1339,1321
"G2701710","2015","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",50349,47010,3339,"Wright County, Minnesota",130,989,954
"G2800330","2015","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",64859,62100,2759,"DeSoto County, Mississippi",199,1131,1083
"G2800350","2015","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",32734,28564,4170,"Forrest County, Mississippi",421,1448,1369
"G2800470","2015","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",90748,77951,12797,"Harrison County, Mississippi",407,1964,1907
"G2800490","2015","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",104557,88812,15745,"Hinds County, Mississippi",496,1606,1554
"G2800590","2015","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",61365,49984,11381,"Jackson County, Mississippi",220,2192,2234
"G2800670","2015","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",28663,25316,3347,"Jones County, Mississippi",254,1113,1101
"G2800750","2015","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",35005,29345,5660,"Lauderdale County, Mississippi",393,1321,1281
"G2800810","2015","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",36305,34136,2169,"Lee County, Mississippi",180,751,748
"G2800890","2015","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",41842,38511,3331,"Madison County, Mississippi",227,1172,1146
"G2801210","2015","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",58719,55004,3715,"Rankin County, Mississippi",423,1330,1228
"G2900190","2015","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",74446,69152,5294,"Boone County, Missouri",633,1484,1360
"G2900210","2015","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",38449,32738,5711,"Buchanan County, Missouri",375,1448,1300
"G2900310","2015","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",33154,28756,4398,"Cape Girardeau County, Missouri",371,1246,1228
"G2900370","2015","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",40736,38454,2282,"Cass County, Missouri",129,851,854
"G2900430","2015","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",32962,30031,2931,"Christian County, Missouri",143,963,949
"G2900470","2015","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",95609,88959,6650,"Clay County, Missouri",373,1765,1776
"G2900510","2015","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",32923,29711,3212,"Cole County, Missouri",401,1074,1021
"G2900710","2015","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",44064,41308,2756,"Franklin County, Missouri",126,769,757
"G2900770","2015","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",130508,119771,10737,"Greene County, Missouri",752,1905,1792
"G2900950","2015","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",317103,280899,36204,"Jackson County, Missouri",816,2895,2851
"G2900970","2015","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",51693,46145,5548,"Jasper County, Missouri",265,1240,1191
"G2900990","2015","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",89124,82734,6390,"Jefferson County, Missouri",208,1383,1376
"G2901650","2015","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",40581,38786,1795,"Platte County, Missouri",162,679,676
"G2901830","2015","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",149632,142900,6732,"St. Charles County, Missouri",730,1635,1450
"G2901870","2015","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",29411,24741,4670,"St. Francois County, Missouri",453,1503,1374
"G2901890","2015","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",438442,398948,39494,"St. Louis County, Missouri",676,4192,4135
"G2905100","2015","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",175644,141312,34332,"St. Louis city, Missouri",780,2891,2824
"G3000130","2015","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",37932,34375,3557,"Cascade County, Montana",384,941,876
"G3000290","2015","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",47501,37307,10194,"Flathead County, Montana",245,1596,1604
"G3000310","2015","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",45969,40692,5277,"Gallatin County, Montana",346,1138,1126
"G3000490","2015","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",30863,27312,3551,"Lewis and Clark County, Montana",314,985,924
"G3000630","2015","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",51865,47910,3955,"Missoula County, Montana",426,910,803
"G3001110","2015","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",67559,62847,4712,"Yellowstone County, Montana",378,1230,1201
"G3100550","2015","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",229085,212285,16800,"Douglas County, Nebraska",565,2272,2201
"G3101090","2015","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",126511,120671,5840,"Lancaster County, Nebraska",769,1696,1512
"G3101530","2015","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",67139,64495,2644,"Sarpy County, Nebraska",186,977,973
"G3200030","2015","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",871866,740966,130900,"Clark County, Nevada",556,6224,6327
"G3200310","2015","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",189001,172751,16250,"Washoe County, Nevada",474,2212,2100
"G3300050","2015","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",35016,29657,5359,"Cheshire County, New Hampshire",405,1053,1031
"G3300090","2015","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",51837,35380,16457,"Grafton County, New Hampshire",507,1494,1406
"G3300110","2015","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",168089,156678,11411,"Hillsborough County, New Hampshire",426,1842,1837
"G3300130","2015","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",63831,55235,8596,"Merrimack County, New Hampshire",560,1560,1444
"G3300150","2015","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",129361,118789,10572,"Rockingham County, New Hampshire",342,1694,1723
"G3300170","2015","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",52693,47503,5190,"Strafford County, New Hampshire",710,1389,1281
"G3400010","2015","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",127879,101813,26066,"Atlantic County, New Jersey",414,2579,2596
"G3400030","2015","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",355139,336675,18464,"Bergen County, New Jersey",526,2646,2488
"G3400050","2015","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",178000,163505,14495,"Burlington County, New Jersey",706,2419,2327
"G3400070","2015","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",206233,185113,21120,"Camden County, New Jersey",421,2707,2680
"G3400090","2015","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",99005,38708,60297,"Cape May County, New Jersey",597,2290,2260
"G3400110","2015","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",56358,50380,5978,"Cumberland County, New Jersey",698,1347,1215
"G3400130","2015","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",314750,279874,34876,"Essex County, New Jersey",988,2726,2350
"G3400150","2015","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",112393,103876,8517,"Gloucester County, New Jersey",347,1937,1892
"G3400170","2015","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",277812,255508,22304,"Hudson County, New Jersey",454,2367,2310
"G3400190","2015","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",49955,47057,2898,"Hunterdon County, New Jersey",219,1035,1011
"G3400210","2015","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",144485,127965,16520,"Mercer County, New Jersey",725,2274,2197
"G3400230","2015","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",299594,280855,18739,"Middlesex County, New Jersey",1221,2654,2515
"G3400250","2015","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",260683,234365,26318,"Monmouth County, New Jersey",422,2554,2655
"G3400270","2015","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",191328,179480,11848,"Morris County, New Jersey",751,2294,2069
"G3400290","2015","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",280488,222497,57991,"Ocean County, New Jersey",555,3416,3411
"G3400310","2015","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",176850,157309,19541,"Passaic County, New Jersey",500,2440,2405
"G3400330","2015","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",27635,22747,4888,"Salem County, New Jersey",321,1055,996
"G3400350","2015","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",125898,117198,8700,"Somerset County, New Jersey",335,1531,1537
