GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACK3E001,ACK3E002,ACK3E003,ACK3E004,ACK3E005,ACK3E006,ACK3E007,ACK3E008,ACK3E009,ACK3E010,NAME_M,ACK3M001,ACK3M002,ACK3M003,ACK3M004,ACK3M005,ACK3M006,ACK3M007,ACK3M008,ACK3M009,ACK3M010
"G21046027","2015","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",314488,238806,45159,679,11090,85,7647,11022,735,10287,"Lexington-Fayette urban county, Kentucky",0,2288,2003,742,997,112,2369,2337,412,2299
"G21048006","2015","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",615389,439547,138480,866,15346,424,2761,17965,739,17226,"Louisville/Jefferson County metro government (balance), Kentucky",94,4096,4680,420,1928,698,1071,3059,411,3081
"G22005000","2015","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",228596,95463,122019,379,7007,72,2158,1498,63,1435,"Baton Rouge city, Louisiana",38,3821,4274,458,1830,120,1262,693,108,678
"G22008920","2015","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",68097,45426,18387,279,1357,0,394,2254,189,2065,"Bossier City city, Louisiana",27,1943,1982,285,621,204,452,975,282,951
"G22039475","2015","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",67106,44286,16899,95,2573,0,2629,624,179,445,"Kenner city, Louisiana",56,2720,2689,110,1374,204,1429,382,273,318
"G22040735","2015","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",127661,83446,38741,235,2390,0,825,2024,163,1861,"Lafayette city, Louisiana",35,3700,3377,233,1027,204,675,1067,281,1012
"G22041155","2015","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",76066,35334,37057,465,1203,0,648,1359,37,1322,"Lake Charles city, Louisiana",27,2356,2513,443,676,204,487,861,61,861
"G22050115","2015","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",146458,121782,16035,86,3334,0,2024,3197,894,2303,"Metairie CDP, Louisiana",6403,5470,3579,140,1576,204,1132,1361,544,1255
"G22055000","2015","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",389617,134004,230722,828,12136,120,4995,6812,987,5825,"New Orleans city, Louisiana",0,1541,1626,412,549,158,1327,1711,1018,1437
"G22070000","2015","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",196994,76882,110852,311,3637,67,1548,3697,1208,2489,"Shreveport city, Louisiana",933,3012,3006,295,402,111,1647,1772,1609,955
"G23060545","2015","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",66872,56526,5003,46,1984,0,83,3230,493,2737,"Portland city, Maine",36,1976,1331,85,831,163,98,1520,721,1077
"G24004000","2015","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",621849,193032,382922,952,16894,381,9629,18039,1250,16789,"Baltimore city, Maryland",0,2686,3713,572,922,302,2623,3683,767,3576
"G24019125","2015","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",103467,55228,26879,0,15372,0,1332,4656,216,4440,"Columbia CDP, Maryland",5385,3994,3752,195,2558,195,1032,1964,198,1965
"G24026000","2015","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",70932,41814,5483,201,21126,70,313,1925,193,1732,"Ellicott City CDP, Maryland",4785,3608,1904,251,3114,102,318,815,201,767
"G24030325","2015","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",69482,47064,11663,128,4774,0,2740,3113,585,2528,"Frederick city, Maryland",32,2861,2012,159,1524,195,1811,1288,584,1210
"G24031175","2015","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",67445,34739,11660,86,12515,27,6232,2186,542,1644,"Gaithersburg city, Maryland",49,3512,2660,104,2899,45,3518,864,436,811
"G24032025","2015","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",84122,41269,20159,275,14972,0,4341,3106,372,2734,"Germantown CDP, Maryland",7099,4757,4145,285,3112,195,3167,1179,331,1130
"G24032650","2015","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",69859,48135,16078,347,2432,0,878,1989,76,1913,"Glen Burnie CDP, Maryland",6991,6035,3588,367,1039,195,625,925,129,913
"G24067675","2015","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",66998,38817,6699,157,14871,0,2810,3644,808,2836,"Rockville city, Maryland",71,3150,2230,159,2157,195,1966,1307,665,1104
"G24072450","2015","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",82463,34525,19740,460,7297,0,16411,4030,857,3173,"Silver Spring CDP, Maryland",5863,3363,3561,457,2134,195,4258,1239,541,1106
"G24081175","2015","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",75512,22935,42702,494,3277,0,427,5677,731,4946,"Waldorf CDP, Maryland",4904,2833,3579,422,1145,195,396,2203,689,2104
"G25007000","2015","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",669469,352667,169390,1282,63603,153,52068,30306,4930,25376,"Boston city, Massachusetts",2608,6193,5939,588,2034,141,5468,4040,1283,3931
"G25009000","2015","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",95314,38457,41624,65,2297,0,10211,2660,586,2074,"Brockton city, Massachusetts",23,3641,3642,127,1158,200,3910,990,589,958
"G25011000","2015","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",110402,77028,10401,0,16219,39,2632,4083,455,3628,"Cambridge city, Massachusetts",27,3382,2255,200,2087,72,1216,1075,308,923
"G25023000","2015","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",88770,72667,3335,0,1684,246,6093,4745,241,4504,"Fall River city, Massachusetts",36,2761,1200,200,1363,387,1787,1323,221,1326
"G25024960","2015","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",71210,50947,6593,638,5474,0,5958,1600,669,931,"Framingham CDP, Massachusetts",26,3635,2298,574,1898,200,2624,783,498,502
"G25034550","2015","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",80240,37129,5848,121,2125,0,30449,4568,1551,3017,"Lawrence city, Massachusetts",40,4019,1932,168,1383,200,4179,2478,1113,2074
"G25037000","2015","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",110720,66454,5968,242,28650,0,6739,2667,787,1880,"Lowell city, Massachusetts",72,4295,1836,272,4373,200,2314,937,444,835
"G25037490","2015","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",92459,43612,12130,214,8190,0,19877,8436,1969,6467,"Lynn city, Massachusetts",33,3874,2664,241,1916,200,3764,3031,1045,2683
"G25045000","2015","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",94959,61649,6646,47,1297,0,21540,3780,2180,1600,"New Bedford city, Massachusetts",25,2997,1632,71,768,200,2951,1843,1143,1162
"G25045560","2015","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",88809,67014,1993,67,13966,0,2930,2839,411,2428,"Newton city, Massachusetts",38,3245,1106,119,2791,200,1760,1149,606,1010
"G25055745","2015","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",93629,58004,3902,0,30135,0,869,719,15,704,"Quincy city, Massachusetts",44,3631,1488,200,3478,200,631,430,29,423
"G25062535","2015","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",80334,60608,6038,21,8481,0,2516,2670,601,2069,"Somerville city, Massachusetts",58,3554,2265,39,2355,200,2022,1148,526,1012
"G25067000","2015","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",154336,92933,30723,835,4544,0,19139,6162,1256,4906,"Springfield city, Massachusetts",40,5527,3081,518,1527,200,4651,1763,598,1732
"G25082000","2015","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",184806,127455,24337,658,14105,0,12017,6234,1887,4347,"Worcester city, Massachusetts",44,4988,3433,746,2617,200,3586,2040,1317,1354
"G26003000","2015","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",117070,86039,7780,1044,16882,118,788,4419,249,4170,"Ann Arbor city, Michigan",33,2525,1398,959,1969,166,387,948,205,901
"G26021000","2015","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",95180,86285,3409,185,2357,0,408,2536,113,2423,"Dearborn city, Michigan",40,2680,1638,191,1165,167,522,1303,183,1292
"G26022000","2015","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",677124,95272,538304,1738,8790,188,20567,12265,1737,10528,"Detroit city, Michigan",51,6196,5481,641,2629,247,4141,2335,880,2117
"G26027440","2015","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",81332,56106,12745,130,9888,0,711,1752,0,1752,"Farmington Hills city, Michigan",31,2873,2534,101,2270,167,658,752,167,752
"G26029000","2015","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",98297,40994,51578,81,195,0,866,4583,33,4550,"Flint city, Michigan",52,3364,3441,113,207,167,689,1555,60,1560
"G26034000","2015","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",195099,134123,34841,596,4451,149,10452,10487,411,10076,"Grand Rapids city, Michigan",31,5502,4066,606,1803,140,2763,2693,366,2658
"G26042160","2015","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",76040,52812,16101,394,1276,0,994,4463,288,4175,"Kalamazoo city, Michigan",31,2334,2386,257,515,167,669,1559,389,1547
"G26046000","2015","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",114110,67182,26696,431,3941,0,4823,11037,1766,9271,"Lansing city, Michigan",991,2814,2893,313,1470,167,1819,2261,1313,1934
"G26049000","2015","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",94633,86733,4181,116,2507,0,196,900,76,824,"Livonia city, Michigan",20,2193,2026,172,992,167,193,456,137,432
"G26069035","2015","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",73432,60905,3046,45,7546,0,582,1308,145,1163,"Rochester Hills city, Michigan",33,2285,1215,75,2111,167,502,591,245,523
"G26074900","2015","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",73177,17246,52696,59,1230,0,227,1719,37,1682,"Southfield city, Michigan",75,2209,2422,72,557,167,208,981,72,979
"G26076460","2015","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",132062,110631,6990,32,11293,0,728,2388,152,2236,"Sterling Heights city, Michigan",43,3511,2757,60,2605,167,875,1341,177,1331
"G26080700","2015","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",83276,53748,4048,1142,21213,0,146,2979,242,2737,"Troy city, Michigan",36,3283,1823,1365,2952,167,142,1047,234,1033
"G26084000","2015","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",135356,91619,25478,398,11717,123,831,5190,162,5028,"Warren city, Michigan",31,4714,3787,239,2706,197,841,1892,207,1898
"G26086000","2015","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",81995,59486,15799,133,4325,0,1064,1188,39,1149,"Westland city, Michigan",32,3817,3337,168,2023,167,941,656,64,654
"G26088940","2015","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",75277,54314,5965,1134,2771,0,6142,4951,748,4203,"Wyoming city, Michigan",28,3241,2364,1051,1080,167,2593,1660,571,1597
"G27006616","2015","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",86436,69711,5174,1008,4191,0,3981,2371,705,1666,"Bloomington city, Minnesota",26,3148,2179,939,1458,143,1767,1061,692,712
"G27007966","2015","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",79150,40093,21333,625,13432,0,1130,2537,0,2537,"Brooklyn Park city, Minnesota",29,3746,3738,562,3541,143,788,1488,143,1488
"G27017000","2015","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",86126,78517,2054,734,1270,144,129,3278,0,3278,"Duluth city, Minnesota",57,1130,857,416,390,206,184,776,143,776
"G27017288","2015","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",66288,49298,6529,280,5397,0,1042,3742,907,2835,"Eagan city, Minnesota",31,2253,1978,350,1978,143,607,1262,782,1067
"G27040166","2015","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",,,,,,,,,,,"Maple Grove city, Minnesota",,,,,,,,,,
"G27043000","2015","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",410935,260331,80984,3687,27086,0,19613,19234,858,18376,"Minneapolis city, Minnesota",49,5532,5516,840,3750,143,3384,2260,549,2198
"G27051730","2015","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",75928,62624,6633,66,5054,0,219,1332,0,1332,"Plymouth city, Minnesota",79,3683,3452,77,1764,143,200,782,143,782
"G27054880","2015","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",112216,90689,7679,710,8891,83,1010,3154,338,2816,"Rochester city, Minnesota",42,1214,1554,794,810,134,776,1649,404,1575
"G27056896","2015","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",68253,57354,5588,419,1765,0,615,2512,338,2174,"St. Cloud city, Minnesota",2584,3033,1518,261,849,143,601,962,282,919
"G27058000","2015","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",300840,178216,46900,1572,53452,39,5245,15416,778,14638,"St. Paul city, Minnesota",49,4141,3451,831,4122,55,2063,3206,385,3182
"G27071428","2015","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",67850,53593,4307,70,6131,0,318,3431,860,2571,"Woodbury city, Minnesota",26,2277,1432,119,1676,143,364,1754,964,1396
"G28029700","2015","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",71872,40824,26068,260,1405,0,947,2368,367,2001,"Gulfport city, Mississippi",64,2846,2704,375,819,207,1072,1334,474,1244
"G28036000","2015","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",170811,28419,139016,0,801,0,1993,582,0,582,"Jackson city, Mississippi",379,2898,2901,207,589,207,1440,431,207,431
"G29015670","2015","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",119098,91241,12834,456,6954,310,1848,5455,439,5016,"Columbia city, Missouri",38,2268,1919,504,914,319,1337,1573,520,1489
"G29035000","2015","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",117255,96658,9295,656,445,501,7145,2555,120,2435,"Independence city, Missouri",27,4212,3272,690,384,459,2817,1102,217,1080
"G29038000","2015","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",475361,284279,141122,1538,13804,432,19987,14199,1820,12379,"Kansas City city, Missouri",143,5254,4532,675,1905,249,3408,2484,1021,2221
"G29041348","2015","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",95068,81512,6784,562,2457,457,1732,1564,107,1457,"Lee's Summit city, Missouri",1262,2898,2102,580,1293,636,1470,763,124,743
"G29054074","2015","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",85032,75531,4502,200,2514,0,299,1986,373,1613,"O'Fallon city, Missouri",42,1886,1329,166,1165,182,335,768,394,651
"G29064082","2015","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",68801,55837,4777,0,2643,119,1961,3464,536,2928,"St. Charles city, Missouri",30,2458,1517,182,1368,194,1718,1141,686,1040
"G29064550","2015","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",76096,65954,6059,484,605,0,622,2372,300,2072,"St. Joseph city, Missouri",2145,2137,800,530,655,182,509,1038,233,1053
"G29065000","2015","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",315685,147897,147176,507,9152,521,1898,8534,706,7828,"St. Louis city, Missouri",0,1415,1358,407,1317,869,1062,1749,745,1634
"G29070000","2015","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",166798,146856,7923,770,4498,93,1518,5140,486,4654,"Springfield city, Missouri",46,2121,1668,374,885,150,1129,1542,336,1588
"G30006550","2015","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",110270,99558,985,4886,1113,0,659,3069,166,2903,"Billings city, Montana",40,1488,508,1162,455,165,701,1094,241,1048
"G30050200","2015","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",71024,64376,628,2018,1812,0,0,2190,0,2190,"Missoula city, Montana",25,1231,323,985,533,165,165,1350,165,1350
"G31028000","2015","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",277346,237273,12270,1650,11681,270,4262,9940,514,9426,"Lincoln city, Nebraska",24,1856,1464,831,1049,400,1783,2198,340,2166
"G31037000","2015","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",443887,342188,57966,3340,15370,141,12439,12443,998,11445,"Omaha city, Nebraska",43,4605,2902,1262,1589,156,3442,2292,724,2277
"G32023770","2015","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",135474,77511,12196,1018,30390,1752,3342,9265,749,8516,"Enterprise CDP, Nevada",7840,6355,3584,1005,4793,1292,1650,2447,459,2360
"G32031900","2015","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",285658,224975,15173,1666,19916,712,12318,10898,1473,9425,"Henderson city, Nevada",43,7475,3729,1093,3431,414,3525,2228,790,2109
"G32040000","2015","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",623769,401097,72469,4175,42622,3844,66115,33447,8132,25315,"Las Vegas city, Nevada",100,10605,5847,1704,4773,1355,8182,4168,2555,3671
"G32051800","2015","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",234793,126034,47918,1261,14114,1321,29502,14643,1552,13091,"North Las Vegas city, Nevada",64,7206,5964,876,2995,639,5632,2979,904,2779
"G32054600","2015","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",236946,141059,22312,2562,23303,3710,35156,8844,1281,7563,"Paradise CDP, Nevada",9615,9026,4507,1539,4293,1786,6377,1619,723,1588
"G32060600","2015","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",241443,186593,5277,1522,14038,2018,17847,14148,3164,10984,"Reno city, Nevada",34,5341,975,650,2069,611,4889,3312,1477,2442
"G32068400","2015","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",96098,74870,3013,1282,5639,635,6354,4305,516,3789,"Sparks city, Nevada",38,3906,1353,878,1931,551,2864,1231,305,1213
"G32068585","2015","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",193955,102224,23808,869,39287,1529,14493,11745,662,11083,"Spring Valley CDP, Nevada",9832,7621,5137,651,6190,1032,3449,2561,374,2558
"G32071400","2015","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",192608,102159,24475,2198,13136,1313,38976,10351,3400,6951,"Sunrise Manor CDP, Nevada",10002,7976,4216,1434,3087,757,5188,2415,1443,2098
"G33045140","2015","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",110223,98135,6424,92,3247,0,337,1988,118,1870,"Manchester city, New Hampshire",28,2507,2277,132,1131,184,226,1037,128,1028
"G33050260","2015","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",87975,72795,3634,32,9593,0,733,1188,46,1142,"Nashua city, New Hampshire",31,2646,1740,60,1630,184,602,732,76,727
"G34003580","2015","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",66303,40114,6731,0,6734,365,11042,1317,30,1287,"Bayonne city, New Jersey",37,3647,1975,197,2165,264,3206,781,52,781
"G34010000","2015","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",76131,16938,31608,564,1686,101,19752,5482,2811,2671,"Camden city, New Jersey",47,4308,3968,712,1047,168,4952,2593,1595,2168
"G34013690","2015","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",86341,49736,8194,1438,5489,0,19421,2063,745,1318,"Clifton city, New Jersey",33,4705,2973,2277,2257,197,4373,1129,714,951
"G34019390","2015","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",64962,2063,56406,197,472,0,4267,1557,272,1285,"East Orange city, New Jersey",48,795,2188,226,476,197,2085,960,351,870
"G34021000","2015","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",129012,63780,23617,455,2514,0,30661,7985,1484,6501,"Elizabeth city, New Jersey",35,5724,3277,448,1379,197,4506,3028,822,2908
"G34036000","2015","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",264277,93626,60304,1317,64310,104,35957,8659,1826,6833,"Jersey City city, New Jersey",63,5667,4390,804,3779,198,6132,2590,1148,2088
"G34051000","2015","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",281913,72760,141422,1439,6216,0,53758,6318,3206,3112,"Newark city, New Jersey",118,6772,5724,1016,2012,197,7262,2072,1453,1346
"G34056550","2015","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",71082,28955,4316,137,3338,0,32700,1636,929,707,"Passaic city, New Jersey",31,4685,1289,175,1486,197,4895,913,719,713
"G34057000","2015","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",147757,44849,38159,245,7930,0,45431,11143,1485,9658,"Paterson city, New Jersey",31,4701,2937,228,2831,197,4691,3121,1083,2829
"G34073110","2015","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",87750,77182,2590,0,3420,0,2014,2544,161,2383,"Toms River CDP, New Jersey",942,2239,1167,197,1377,197,1428,891,203,903
"G34074000","2015","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",84231,36595,42639,74,1182,0,2629,1112,25,1087,"Trenton city, New Jersey",37,3250,3312,93,885,197,1619,717,44,717
