GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,ANLTE001,ANLTE002,ANLTE003,ANLTE004,ANLTE005,ANLTE006,ANLTE007,ANLTE008,ANLTE009,ANLTE010,NAME_M,ANLTM001,ANLTM002,ANLTM003,ANLTM004,ANLTM005,ANLTM006,ANLTM007,ANLTM008,ANLTM009,ANLTM010
"G27006616","2021","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"1600000US2706616","2706616","Bloomington city, Minnesota",89308,59697,10585,465,5910,0,5369,7282,3244,4038,"Bloomington city, Minnesota",45,3766,3480,443,2304,157,2652,2542,1568,1881
"G27007966","2021","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"1600000US2707966","2707966","Brooklyn Park city, Minnesota",84533,34833,22425,260,13166,0,3472,10377,3960,6417,"Brooklyn Park city, Minnesota",38,4143,4526,419,4529,157,2364,3367,2528,2812
"G27017000","2021","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"1600000US2717000","2717000","Duluth city, Minnesota",86373,76268,1668,907,1696,0,912,4922,1673,3249,"Duluth city, Minnesota",25,1300,687,470,481,157,607,1013,584,795
"G27017288","2021","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"1600000US2717288","2717288","Eagan city, Minnesota",68646,49472,7785,42,6987,0,1313,3047,1551,1496,"Eagan city, Minnesota",29,3246,2807,70,2334,157,714,1139,910,705
"G27035180","2021","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"1600000US2735180","2735180","Lakeville city, Minnesota",72805,53460,6039,327,5143,0,1159,6677,3335,3342,"Lakeville city, Minnesota",33,3500,3319,401,2078,157,950,2598,2323,1442
"G27040166","2021","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"1600000US2740166","2740166","Maple Grove city, Minnesota",70730,57484,4543,0,4066,0,1567,3070,1015,2055,"Maple Grove city, Minnesota",27,3752,2486,157,2102,157,1441,1280,681,1155
"G27043000","2021","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"1600000US2743000","2743000","Minneapolis city, Minnesota",425338,265345,70577,3159,22390,114,20288,43465,17463,26002,"Minneapolis city, Minnesota",40,6710,5973,874,3099,136,4663,5321,3459,4391
"G27051730","2021","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"1600000US2751730","2751730","Plymouth city, Minnesota",79833,57590,7167,0,8406,43,1811,4816,1674,3142,"Plymouth city, Minnesota",29,3846,3144,157,2506,57,1109,1343,831,1075
"G27054880","2021","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"1600000US2754880","2754880","Rochester city, Minnesota",121471,90726,12058,108,8714,0,3078,6787,2994,3793,"Rochester city, Minnesota",31,2326,1132,146,1288,157,1913,2456,1793,1488
"G27056896","2021","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"1600000US2756896","2756896","St. Cloud city, Minnesota",69809,51786,8052,742,2758,0,2248,4223,1061,3162,"St. Cloud city, Minnesota",2472,3492,3410,587,1637,157,1375,1793,650,1783
"G27058000","2021","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"1600000US2758000","2758000","St. Paul city, Minnesota",307176,161743,48512,1281,59496,144,10909,25091,10772,14319,"St. Paul city, Minnesota",66,5214,4313,724,3790,259,3007,4815,3372,3426
"G27071428","2021","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"1600000US2771428","2771428","Woodbury city, Minnesota",76994,57468,2686,31,12000,9,1460,3340,1745,1595,"Woodbury city, Minnesota",28,3512,1732,54,2354,20,1032,1632,832,1478
"G28029700","2021","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"1600000US2829700","2829700","Gulfport city, Mississippi",72096,37999,25533,229,1382,175,198,6580,1591,4989,"Gulfport city, Mississippi",37,3800,3843,260,897,303,278,2284,932,2068
"G28036000","2021","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"1600000US2836000","2836000","Jackson city, Mississippi",149813,21566,122612,622,388,0,635,3990,1060,2930,"Jackson city, Mississippi",232,3073,3829,841,360,233,758,2536,691,2490
"G29015670","2021","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"1600000US2915670","2915670","Columbia city, Missouri",126850,93859,15892,59,7895,26,2110,7009,1577,5432,"Columbia city, Missouri",23,2934,2150,78,1072,42,2001,1819,841,1526
"G29035000","2021","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"1600000US2935000","2935000","Independence city, Missouri",122083,85333,17793,622,1092,0,4241,13002,8790,4212,"Independence city, Missouri",34,5197,4343,819,719,198,2183,3633,3269,1474
"G29038000","2021","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"1600000US2938000","2938000","Kansas City city, Missouri",508415,296559,125365,3126,13236,996,22903,46230,24971,21259,"Kansas City city, Missouri",139,7052,7290,1913,2259,724,3928,5405,3750,3331
"G29041348","2021","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"1600000US2941348","2941348","Lee's Summit city, Missouri",102506,80831,11799,301,1630,515,1705,5725,2311,3414,"Lee's Summit city, Missouri",1126,5202,4593,439,1014,723,1297,2032,1030,1925
"G29054074","2021","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"1600000US2954074","2954074","O'Fallon city, Missouri",93651,74970,2262,58,4701,0,1871,9789,6125,3664,"O'Fallon city, Missouri",45,2711,1068,96,1421,198,1330,2318,2002,1358
"G29064082","2021","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"1600000US2964082","2964082","St. Charles city, Missouri",70832,57429,4785,333,2797,0,632,4856,2217,2639,"St. Charles city, Missouri",50,2362,1700,360,1009,198,611,1441,1029,1028
"G29064550","2021","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"1600000US2964550","2964550","St. Joseph city, Missouri",75763,61379,5753,646,1242,154,1329,5260,3065,2195,"St. Joseph city, Missouri",1653,1818,774,539,309,263,1080,1398,1279,893
"G29065000","2021","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"1600000US2965000","2965000","St. Louis city, Missouri",293310,132834,128154,448,10165,263,4404,17042,8522,8520,"St. Louis city, Missouri",,1202,1566,325,927,417,1486,2424,1624,1980
"G29070000","2021","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"1600000US2970000","2970000","Springfield city, Missouri",169850,145654,4127,505,3300,0,2615,13649,4352,9297,"Springfield city, Missouri",219,2168,1166,440,937,198,1102,2263,1546,1773
"G30006550","2021","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"1600000US3006550","3006550","Billings city, Montana",117453,98193,746,6287,1664,13,2702,7848,4099,3749,"Billings city, Montana",38,1629,289,1163,813,17,1701,1654,1449,1246
"G30050200","2021","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"1600000US3050200","3050200","Missoula city, Montana",74834,65237,142,3011,785,5,1520,4134,1931,2203,"Missoula city, Montana",45,1625,165,1238,462,12,920,1480,879,1170
"G31028000","2021","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"1600000US3128000","3128000","Lincoln city, Nebraska",292648,232096,12542,2913,10681,87,8264,26065,10923,15142,"Lincoln city, Nebraska",36,1919,1447,1410,2037,146,1723,3176,2131,2669
"G31037000","2021","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"1600000US3137000","3137000","Omaha city, Nebraska",487299,325420,56508,4267,19355,89,29614,52046,31671,20375,"Omaha city, Nebraska",34,5193,3417,1637,2287,140,4680,6209,4698,3675
"G32023770","2021","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"1600000US3223770","3223770","Enterprise CDP, Nevada",245286,98937,26195,3015,52183,6100,18783,40073,18652,21421,"Enterprise CDP, Nevada",13508,10383,7147,1609,7000,2929,5148,7082,5406,4985
"G32031900","2021","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"1600000US3231900","3231900","Henderson city, Nevada",322202,200631,20528,4542,30422,2653,22900,40526,26576,13950,"Henderson city, Nevada",85,7756,5012,2008,4519,1796,5277,4778,4285,2471
"G32040000","2021","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"1600000US3240000","3240000","Las Vegas city, Nevada",646776,295032,71106,9146,44138,4456,96889,126009,85197,40812,"Las Vegas city, Nevada",82,9592,6291,3086,5042,1895,9253,9412,7900,5122
"G32051800","2021","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"1600000US3251800","3251800","North Las Vegas city, Nevada",274146,74115,62789,2280,16512,2324,47891,68235,49474,18761,"North Las Vegas city, Nevada",49,6973,7497,1252,3955,1147,7973,7121,7038,4250
"G32054600","2021","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"1600000US3254600","3254600","Paradise CDP, Nevada",185849,74547,23622,1503,18560,699,33081,33837,23883,9954,"Paradise CDP, Nevada",10999,6091,4514,1000,4428,436,5817,4919,4874,1928
"G32060600","2021","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"1600000US3260600","3260600","Reno city, Nevada",268843,159310,10404,1937,17390,2363,41325,36114,21848,14266,"Reno city, Nevada",46,5826,1754,855,2354,801,5849,4466,3568,2298
"G32068400","2021","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"1600000US3268400","3268400","Sparks city, Nevada",109788,66986,912,1297,8770,517,8843,22463,17521,4942,"Sparks city, Nevada",43,4620,553,823,2807,563,3076,4557,4300,1530
"G32068585","2021","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"1600000US3268585","3268585","Spring Valley CDP, Nevada",213552,88220,23478,2244,48876,1735,15472,33527,16613,16914,"Spring Valley CDP, Nevada",12342,9545,6104,1126,6290,884,3941,5565,4419,4082
"G32071400","2021","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"1600000US3271400","3271400","Sunrise Manor CDP, Nevada",196147,55927,27622,3331,10315,476,55692,42784,32901,9883,"Sunrise Manor CDP, Nevada",12559,5507,6264,1701,3086,475,7082,6325,6242,2541
"G33045140","2021","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"1600000US3345140","3345140","Manchester city, New Hampshire",115470,84378,7981,107,4366,0,4034,14604,10017,4587,"Manchester city, New Hampshire",38,3709,1963,166,1892,198,2165,3265,2715,1498
"G33050260","2021","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"1600000US3350260","3350260","Nashua city, New Hampshire",91122,65515,1129,484,8750,0,2820,12424,9762,2662,"Nashua city, New Hampshire",25,3830,791,482,2167,198,1519,3787,3520,1729
"G34003580","2021","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"1600000US3403580","3403580","Bayonne city, New Jersey",69195,31891,7861,572,6678,0,4622,17571,16082,1489,"Bayonne city, New Jersey",59,4331,2309,534,2180,222,1858,3546,3489,1192
"G34010000","2021","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"1600000US3410000","3410000","Camden city, New Jersey",71771,3173,27723,1310,1449,0,31228,6888,5596,1292,"Camden city, New Jersey",22,1006,3757,1542,981,222,4296,2274,2003,758
"G34013690","2021","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"1600000US3413690","3413690","Clifton city, New Jersey",89382,43612,5338,181,7858,0,17163,15230,13011,2219,"Clifton city, New Jersey",59,4869,2421,293,2292,222,4684,3313,3027,1293
"G34019390","2021","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"1600000US3419390","3419390","East Orange city, New Jersey",68893,1007,55087,0,364,0,5887,6548,5160,1388,"East Orange city, New Jersey",37,695,3256,222,390,222,2533,2382,2420,791
"G34021000","2021","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"1600000US3421000","3421000","Elizabeth city, New Jersey",135405,27434,21267,1335,2959,0,57606,24804,22160,2644,"Elizabeth city, New Jersey",28,4390,4711,1281,1758,222,5671,4245,3836,1784
"G34036000","2021","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"1600000US3436000","3436000","Jersey City city, New Jersey",283943,69293,61379,814,70033,0,30741,51683,42858,8825,"Jersey City city, New Jersey",58,4876,4109,439,4561,222,5537,7389,6881,1998
"G34038580","2021","NJ",,,"New Jersey","34",,,"Lakewood CDP","38580",,,,,,,,,,,,,,,,"1600000US3438580","3438580","Lakewood CDP, New Jersey",,,,,,,,,,,"Lakewood CDP, New Jersey",,,,,,,,,,
"G34051000","2021","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"1600000US3451000","3451000","Newark city, New Jersey",307216,28352,144724,1072,7799,0,89912,35357,29230,6127,"Newark city, New Jersey",34,3775,7122,792,2816,222,6249,5392,4798,2015
"G34056550","2021","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"1600000US3456550","3456550","Passaic city, New Jersey",69637,14701,4565,759,2820,0,8229,38563,37642,921,"Passaic city, New Jersey",30,3868,1874,888,1185,222,2397,4610,4654,660
"G34057000","2021","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"1600000US3457000","3457000","Paterson city, New Jersey",157783,14302,37161,662,7439,53,59596,38570,35453,3117,"Paterson city, New Jersey",45,3627,3351,726,2301,85,6106,5315,5272,1559
"G34073110","2021","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"1600000US3473110","3473110","Toms River CDP, New Jersey",93947,76911,4133,0,2938,0,4995,4970,3014,1956,"Toms River CDP, New Jersey",1332,4592,1824,222,1501,222,3954,1441,1270,819
"G34074000","2021","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"1600000US3474000","3474000","Trenton city, New Jersey",90458,15730,43783,262,57,0,22105,8521,7137,1384,"Trenton city, New Jersey",26,3703,3676,301,78,222,5829,3344,3175,890
"G34074630","2021","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"1600000US3474630","3474630","Union City city, New Jersey",65639,11229,2902,716,2769,0,22637,25386,21293,4093,"Union City city, New Jersey",29,2710,1203,910,1141,222,4135,4274,4094,3132
"G35002000","2021","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"1600000US3502000","3502000","Albuquerque city, New Mexico",562591,261321,19100,32226,18525,281,61500,169638,137663,31975,"Albuquerque city, New Mexico",47,8628,2633,3909,1888,459,8621,11470,11430,5390
"G35039380","2021","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"1600000US3539380","3539380","Las Cruces city, New Mexico",112907,46799,3333,2867,1957,409,25247,32295,28848,3447,"Las Cruces city, New Mexico",33,5641,798,1191,666,461,5653,6718,6940,1267
"G35063460","2021","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"1600000US3563460","3563460","Rio Rancho city, New Mexico",105839,58904,2065,4441,1585,0,12924,25920,17089,8831,"Rio Rancho city, New Mexico",44,4335,744,2195,619,224,4143,4852,4205,2553
"G35070500","2021","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"1600000US3570500","3570500","Santa Fe city, New Mexico",88196,44219,827,1767,1484,0,16084,23815,19833,3982,"Santa Fe city, New Mexico",32,3367,303,1030,364,224,4213,3899,3700,1461
"G36001000","2021","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"1600000US3601000","3601000","Albany city, New York",98624,53532,26314,283,6645,150,4179,7521,3875,3646,"Albany city, New York",31,4102,3369,348,1519,253,1938,2100,1694,1325
"G36011000","2021","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"1600000US3611000","3611000","Buffalo city, New York",276804,126436,87254,967,22056,28,17130,22933,8491,14442,"Buffalo city, New York",39,5692,5586,559,3298,46,3956,4333,2384,3606
"G36015000","2021","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"1600000US3615000","3615000","Cheektowaga CDP, New York",76676,56770,12983,0,2369,0,1142,3412,2089,1323,"Cheektowaga CDP, New York",2220,3522,3057,217,1134,217,721,1576,1234,782
"G36049121","2021","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"1600000US3649121","3649121","Mount Vernon city, New York",72584,10936,40898,176,1759,0,10519,8296,6120,2176,"Mount Vernon city, New York",27,2360,4816,298,1052,217,4236,2822,2616,1231
"G36050617","2021","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"1600000US3650617","3650617","New Rochelle city, New York",81590,37703,15710,813,4861,0,7898,14605,12299,2306,"New Rochelle city, New York",32,4686,3453,876,1789,217,2942,4033,4074,1085
"G36051000","2021","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"1600000US3651000","3651000","New York city, New York",8467513,2818025,1827639,74601,1217790,6452,1410518,1112488,814335,298153,"New York city, New York",,17411,19655,11212,11375,2734,28838,35011,30922,16855
"G36063000","2021","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"1600000US3663000","3663000","Rochester city, New York",210594,88110,79139,671,6243,0,17162,19269,9785,9484,"Rochester city, New York",53,4878,5739,532,1731,217,3101,3841,2525,3243
"G36065508","2021","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"1600000US3665508","3665508","Schenectady city, New York",66985,35100,11690,787,2682,0,4905,11821,4504,7317,"Schenectady city, New York",23,2318,2976,586,1011,217,2187,3658,1687,3310
"G36073000","2021","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"1600000US3673000","3673000","Syracuse city, New York",146124,79024,38020,822,7877,8,5824,14549,5585,8964,"Syracuse city, New York",76,3581,2929,476,1471,17,1741,2819,1648,2553
"G36084000","2021","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"1600000US3684000","3684000","Yonkers city, New York",209506,85299,36066,1850,10434,0,37891,37966,28532,9434,"Yonkers city, New York",92,6252,5515,2170,2655,217,7050,6431,5267,3631
"G37002140","2021","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"1600000US3702140","3702140","Asheville city, North Carolina",94070,74958,6545,23,1474,0,1542,9528,6367,3161,"Asheville city, North Carolina",29,3852,1911,30,735,224,1175,3176,3113,1095
"G37010740","2021","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"1600000US3710740","3710740","Cary town, North Carolina",178508,101959,13198,0,37337,0,9085,16929,7912,9017,"Cary town, North Carolina",2441,6119,4429,224,3737,224,3329,2982,2420,2168
"G37012000","2021","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"1600000US3712000","3712000","Charlotte city, North Carolina",879697,361708,304158,2582,57737,97,72489,80926,50343,30583,"Charlotte city, North Carolina",55,7404,6657,1233,3244,117,6981,7069,6040,4674
"G37014100","2021","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"1600000US3714100","3714100","Concord city, North Carolina",107688,58904,25051,0,5871,0,6035,11827,6043,5784,"Concord city, North Carolina",39,5262,4617,224,2161,224,2898,3890,3371,2651
"G37019000","2021","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"1600000US3719000","3719000","Durham city, North Carolina",285439,119634,105088,1296,15529,0,18454,25438,15132,10306,"Durham city, North Carolina",364,2895,2876,615,1503,224,4065,4694,3982,2354
"G37022920","2021","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"1600000US3722920","3722920","Fayetteville city, North Carolina",208792,78302,89152,1605,6062,1093,8409,24169,12183,11986,"Fayetteville city, North Carolina",55,3113,3767,522,1054,288,2282,3011,1930,2567
"G37025580","2021","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"1600000US3725580","3725580","Gastonia city, North Carolina",81159,47551,23464,984,951,0,2003,6206,4117,2089,"Gastonia city, North Carolina",30,3314,2923,1309,900,224,1457,2291,1862,1373
"G37028000","2021","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"1600000US3728000","3728000","Greensboro city, North Carolina",298250,121924,128110,397,15747,5,13153,18914,7900,11014,"Greensboro city, North Carolina",58,6374,6026,359,2618,11,3818,3759,2556,3053
"G37028080","2021","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"1600000US3728080","3728080","Greenville city, North Carolina",88733,43845,37254,207,2195,0,2117,3115,730,2385,"Greenville city, North Carolina",27,3330,3522,237,1003,224,1645,1391,394,1306
"G37031400","2021","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"1600000US3731400","3731400","High Point city, North Carolina",115287,55116,37808,218,8462,0,4607,9076,5136,3940,"High Point city, North Carolina",3042,5618,5200,241,2493,224,1658,2802,2426,1731
"G37034200","2021","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"1600000US3734200","3734200","Jacksonville city, North Carolina",72881,46916,9219,749,2494,25,2792,10686,5327,5359,"Jacksonville city, North Carolina",27,3965,2125,594,1736,54,1983,2335,1416,1946
"G37055000","2021","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"1600000US3755000","3755000","Raleigh city, North Carolina",469502,247562,127848,2517,21574,137,30819,39045,22557,16488,"Raleigh city, North Carolina",1056,8389,7658,1410,3483,173,6401,6160,4634,3465
"G37074440","2021","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"1600000US3774440","3774440","Wilmington city, North Carolina",117642,89268,10560,1226,2434,0,3633,10521,1849,8672,"Wilmington city, North Carolina",26,2967,2000,891,1200,224,1994,3103,1377,2839
"G37075000","2021","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"1600000US3775000","3775000","Winston-Salem city, North Carolina",250337,116739,74757,3232,6606,0,22752,26251,16903,9348,"Winston-Salem city, North Carolina",64,4384,4835,2104,1460,224,5424,4473,4135,2890
"G38007200","2021","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"1600000US3807200","3807200","Bismarck city, North Dakota",74141,62554,1749,3153,930,1087,716,3952,2427,1525,"Bismarck city, North Dakota",21,1512,719,1571,405,1298,530,1651,1402,944
"G38025700","2021","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"1600000US3825700","3825700","Fargo city, North Dakota",124843,101815,10017,973,4029,0,1529,6480,1845,4635,"Fargo city, North Dakota",2827,3449,2011,618,829,170,1519,2251,966,2301
"G39001000","2021","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"1600000US3901000","3901000","Akron city, Ohio",189343,105068,49759,426,8750,59,883,24398,6626,17772,"Akron city, Ohio",33,4382,4325,364,3191,86,455,3911,2631,3539
"G39012000","2021","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"1600000US3912000","3912000","Canton city, Ohio",70438,47561,12774,88,60,0,1050,8905,2104,6801,"Canton city, Ohio",45,2673,2278,131,93,204,804,2472,1265,2171
"G39015000","2021","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"1600000US3915000","3915000","Cincinnati city, Ohio",308913,153864,115573,317,8582,102,7894,22581,5445,17136,"Cincinnati city, Ohio",82,6406,7305,405,1763,120,3427,4633,2316,3719
"G39016000","2021","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"1600000US3916000","3916000","Cleveland city, Ohio",368006,127509,176109,2211,9355,0,16825,35997,19106,16891,"Cleveland city, Ohio",64,5844,6938,2043,2297,204,2877,4538,3728,3094
"G39018000","2021","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"1600000US3918000","3918000","Columbus city, Ohio",907310,485283,265075,2097,51930,199,28814,73912,30822,43090,"Columbus city, Ohio",4169,8346,8464,1257,5027,212,5308,7414,4662,5535
"G39021000","2021","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"1600000US3921000","3921000","Dayton city, Ohio",137581,68348,51200,459,2944,0,3450,11180,2079,9101,"Dayton city, Ohio",46,4239,4036,417,1477,204,974,3289,737,3066
"G39044856","2021","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"1600000US3944856","3944856","Lorain city, Ohio",65440,33625,11344,341,585,0,6915,12630,8553,4077,"Lorain city, Ohio",45,2987,2199,174,475,204,2656,2312,2210,1359
"G39061000","2021","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"1600000US3961000","3961000","Parma city, Ohio",79984,64351,4708,120,881,65,2579,7280,3858,3422,"Parma city, Ohio",28,3873,2647,150,608,106,1508,2479,1556,1627
"G39077000","2021","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"1600000US3977000","3977000","Toledo city, Ohio",268504,157223,70922,702,2957,674,9641,26385,6805,19580,"Toledo city, Ohio",38,2805,4870,414,1030,972,2346,4641,1561,4342
"G40009050","2021","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"1600000US4009050","4009050","Broken Arrow city, Oklahoma",117775,79038,6577,5228,4802,0,4522,17608,6054,11554,"Broken Arrow city, Oklahoma",1967,2956,1758,1272,1204,172,1251,2139,1452,1624
"G40023200","2021","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"1600000US4023200","4023200","Edmond city, Oklahoma",95334,74061,3851,1433,2983,0,1280,11726,3038,8688,"Edmond city, Oklahoma",45,3069,1368,867,1369,172,809,2392,1325,2116
"G40041850","2021","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"1600000US4041850","4041850","Lawton city, Oklahoma",91058,47624,15078,5056,2747,525,4885,15143,4069,11074,"Lawton city, Oklahoma",27,1757,1797,1513,496,283,1422,2378,1177,2082
"G40052500","2021","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"1600000US4052500","4052500","Norman city, Oklahoma",128087,89874,7804,5194,6306,0,3372,15537,6081,9456,"Norman city, Oklahoma",46,3770,2790,1600,1788,172,1909,2517,2341,1825
"G40055000","2021","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"1600000US4055000","4055000","Oklahoma City city, Oklahoma",687691,403916,95360,21651,28657,402,40998,96707,43020,53687,"Oklahoma City city, Oklahoma",161,8116,5997,4056,2650,264,5254,7830,6423,5567
