GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,LJCE001,LJCE002,LJCE003,LJCE004,LJCE005,LJCE006,LJCE007,LJCE008,LJCE009,LJCE010,NAME_M,LJCM001,LJCM002,LJCM003,LJCM004,LJCM005,LJCM006,LJCM007,LJCM008,LJCM009,LJCM010
"G37031400","2011","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",107089,62496,31501,286,8466,0,2477,1863,142,1721,"High Point city, North Carolina",2182,5296,4443,213,2173,220,1486,877,178,847
"G37034200","2011","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",70797,47184,17677,503,949,396,2176,1912,341,1571,"Jacksonville city, North Carolina",28,2798,2326,386,491,315,882,935,336,856
"G37055000","2011","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",416126,253036,129952,425,13883,0,11385,7445,1230,6215,"Raleigh city, North Carolina",335,10452,8127,374,3577,220,5160,2047,850,1969
"G37074440","2011","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",108305,77803,26378,476,1042,77,1583,946,25,921,"Wilmington city, North Carolina",39,2126,1839,431,848,127,1108,636,39,631
"G37075000","2011","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",232397,140383,80196,544,4372,0,4259,2643,195,2448,"Winston-Salem city, North Carolina",53,3995,3471,429,1157,220,1889,942,246,924
"G38025700","2011","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",107325,96519,2651,2112,3056,0,688,2299,52,2247,"Fargo city, North Dakota",2252,2718,1102,744,462,143,857,875,83,876
"G39001000","2011","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",198415,121675,62416,1001,4735,0,1348,7240,368,6872,"Akron city, Ohio",48,3422,3288,364,1790,187,1107,1921,333,1893
"G39012000","2011","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",,,,,,,,,,,"Canton city, Ohio",,,,,,,,,,
"G39015000","2011","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",296236,147940,131806,465,6440,0,2404,7181,471,6710,"Cincinnati city, Ohio",60,4976,5654,340,1208,187,1440,2506,386,2549
"G39016000","2011","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",393804,162831,203289,1130,5805,256,8948,11545,1147,10398,"Cleveland city, Ohio",37,5728,5581,475,1336,256,2402,2660,567,2572
"G39018000","2011","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",796014,495089,220045,1885,31297,73,20047,27578,1403,26175,"Columbus city, Ohio",3069,7004,6717,688,3300,122,4717,5053,808,5017
"G39021000","2011","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",142154,77090,57300,684,1711,0,2158,3211,98,3113,"Dayton city, Ohio",36,4002,4229,435,848,187,1160,1567,110,1557
"G39044856","2011","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",64155,45379,9019,174,525,105,4849,4104,312,3792,"Lorain city, Ohio",32,2747,2056,164,522,181,1616,1256,308,1281
"G39061000","2011","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",80980,74937,1198,28,1585,0,647,2585,266,2319,"Parma city, Ohio",51,1951,541,50,1177,187,429,1506,255,1399
"G39077000","2011","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",286033,184418,75953,783,3148,79,6947,14705,1599,13106,"Toledo city, Ohio",39,3428,3028,225,1368,130,2080,3185,874,3003
"G39088000","2011","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",66545,32491,30024,265,499,0,1248,2018,307,1711,"Youngstown city, Ohio",52,1930,1886,219,333,187,574,726,321,652
"G40009050","2011","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",103118,79269,6376,4504,3342,170,1397,8060,157,7903,"Broken Arrow city, Oklahoma",2424,3203,2100,1334,1310,185,916,1890,160,1870
"G40023200","2011","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",82961,68414,5453,1649,2436,0,2400,2609,0,2609,"Edmond city, Oklahoma",29,3321,1913,711,1188,163,2515,1179,163,1179
"G40041850","2011","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",98180,59233,20479,3526,2854,87,2521,9480,1368,8112,"Lawton city, Oklahoma",23,2075,1438,888,549,163,1074,2125,1018,1903
"G40052500","2011","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",113274,90063,5757,5085,3492,35,1801,7041,489,6552,"Norman city, Oklahoma",25,2942,1565,1844,1178,60,1001,1801,411,1729
"G40055000","2011","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",591912,399643,86804,20532,24302,752,22779,37100,3031,34069,"Oklahoma City city, Oklahoma",70,7523,4625,3329,2826,283,4285,4764,1339,4422
"G40075000","2011","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",396039,267336,59529,17605,9186,369,17064,24950,1937,23013,"Tulsa city, Oklahoma",1255,4391,3208,2251,1715,203,3101,3434,998,3346
"G41005350","2011","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",91641,63993,3646,299,11412,553,9876,1862,216,1646,"Beaverton city, Oregon",60,4756,2245,287,2809,877,3778,804,285,751
"G41005800","2011","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",77907,68659,383,183,1728,532,3874,2548,357,2191,"Bend city, Oregon",22,2445,273,303,646,804,2405,1653,496,1570
"G41023850","2011","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",156921,137625,1237,2715,6009,213,1309,7813,155,7658,"Eugene city, Oregon",43,2432,635,1222,1746,315,762,2666,161,2674
"G41031250","2011","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",107439,86825,2828,691,4017,3429,5868,3781,276,3505,"Gresham city, Oregon",32,3767,1468,584,1372,1136,2963,1484,275,1432
"G41034100","2011","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",93452,65815,1166,2713,6949,1929,12394,2486,107,2379,"Hillsboro city, Oregon",33,5430,704,2972,2152,1066,5084,1024,115,1016
"G41047000","2011","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",75509,69193,693,586,1127,567,722,2621,354,2267,"Medford city, Oregon",41,1248,501,374,500,352,630,774,317,731
"G41059000","2011","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",595325,459255,38559,5184,45977,1254,22027,23069,2853,20216,"Portland city, Oregon",1605,6010,2150,1388,2475,1102,5158,3035,2039,2252
"G41064900","2011","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",156265,121717,2724,1662,4728,1224,19104,5106,884,4222,"Salem city, Oregon",82,4360,1535,728,1347,843,4305,1321,561,1211
"G42002000","2011","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",119142,81372,15492,0,2653,0,12743,6882,668,6214,"Allentown city, Pennsylvania",29,4607,2752,168,1094,168,4130,2406,479,2271
"G42006088","2011","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",76124,60609,4533,159,1636,0,5278,3909,340,3569,"Bethlehem city, Pennsylvania",2385,3520,1749,173,757,168,1875,1925,305,1903
"G42024000","2011","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",101791,77860,15831,489,2058,0,2126,3427,463,2964,"Erie city, Pennsylvania",59,2082,1705,532,592,168,1042,985,365,960
"G42060000","2011","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1536471,643228,651692,2814,99154,478,101370,37735,7799,29936,"Philadelphia city, Pennsylvania",0,6743,7533,1022,1732,483,8887,4909,2164,4758
"G42061000","2011","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",307498,201448,81062,581,14404,136,2228,7639,280,7359,"Pittsburgh city, Pennsylvania",51,4721,4580,250,1789,130,873,1436,284,1444
"G42063624","2011","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",88422,46171,11874,197,479,29,25011,4661,1478,3183,"Reading city, Pennsylvania",33,3806,2589,175,298,52,3656,1474,968,1101
"G42069000","2011","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",75995,65497,5076,22,2254,0,1559,1587,411,1176,"Scranton city, Pennsylvania",20,1771,1625,51,674,168,811,617,339,543
"G44019180","2011","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",80401,64272,5061,1262,3203,0,4891,1712,542,1170,"Cranston city, Rhode Island",35,3334,1985,1092,1477,207,2204,719,403,560
"G44054640","2011","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",71151,47539,10025,162,1814,0,7764,3847,1159,2688,"Pawtucket city, Rhode Island",27,3387,2351,178,1004,207,2621,1249,769,1044
"G44059000","2011","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",178059,91939,27329,1889,10760,172,39266,6704,1703,5001,"Providence city, Rhode Island",42,5734,3310,1116,2121,211,6180,1748,848,1610
"G44074300","2011","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",82354,75661,1386,57,2221,0,1044,1985,904,1081,"Warwick city, Rhode Island",32,1658,737,105,1082,207,777,1193,787,852
"G45013330","2011","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",123240,81797,36299,236,2120,404,858,1526,126,1400,"Charleston city, South Carolina",2649,4927,4247,263,919,615,679,1174,224,1064
"G45016000","2011","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",130092,65883,54037,214,2590,7,4110,3251,96,3155,"Columbia city, South Carolina",131,4146,4254,233,1028,14,2447,1269,82,1266
"G45048535","2011","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,
"G45050875","2011","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",101478,49088,45617,678,2528,0,1460,2107,233,1874,"North Charleston city, South Carolina",4379,5091,5182,637,1567,217,1231,1169,282,1100
"G45061405","2011","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",67411,38858,24389,200,775,0,1067,2122,679,1443,"Rock Hill city, South Carolina",67,3436,2687,350,989,217,577,1462,1092,836
"G46052980","2011","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",69202,55216,505,8124,291,46,271,4749,357,4392,"Rapid City city, South Dakota",21,1469,488,1230,242,69,232,1677,437,1599
"G46059020","2011","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",156284,136091,6810,3689,2869,0,3891,2934,58,2876,"Sioux Falls city, South Dakota",3073,3058,634,1271,351,155,1604,1410,129,1393
"G47014000","2011","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",170136,97766,59884,809,3862,86,3849,3880,925,2955,"Chattanooga city, Tennessee",31,3396,2914,964,1033,143,1597,1637,1052,1290
"G47015160","2011","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",136237,90295,31571,2000,3049,667,1989,6666,205,6461,"Clarksville city, Tennessee",30,2202,2170,1650,906,103,1394,2377,333,2362
"G47037640","2011","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",65189,31533,30563,36,1135,76,72,1774,321,1453,"Jackson city, Tennessee",23,1842,1833,66,129,131,135,1050,297,998
"G47040000","2011","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",180753,140807,30213,331,2742,41,4041,2578,426,2152,"Knoxville city, Tennessee",46,4183,3245,437,1068,73,2379,909,261,852
"G47048000","2011","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",652078,193044,406606,1180,13323,0,26213,11712,2302,9410,"Memphis city, Tennessee",97,8120,7613,833,2078,208,4095,3063,1503,2630
"G47051560","2011","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",111337,87924,17082,95,2209,0,666,3361,322,3039,"Murfreesboro city, Tennessee",45,3798,3573,151,971,208,643,1381,401,1341
"G47052006","2011","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",609637,367204,173224,1922,18054,310,35210,13713,1415,12298,"Nashville-Davidson metropolitan government (balance), Tennessee",33,5145,2047,812,1907,338,4951,2773,865,2750
"G48001000","2011","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",123471,100588,13207,425,2559,0,2914,3778,1430,2348,"Abilene city, Texas",6939,4880,2652,204,293,218,966,1423,1046,998
"G48001924","2011","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",87476,63446,5356,377,11477,81,2586,4153,0,4153,"Allen city, Texas",30,5245,2126,470,4280,138,2555,1910,218,1910
"G48003000","2011","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",194701,160918,12498,1265,6114,286,5790,7830,1779,6051,"Amarillo city, Texas",2659,3423,1331,719,725,204,1910,1748,841,1570
"G48004000","2011","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",373681,239090,74329,1874,32228,285,18476,7399,2105,5294,"Arlington city, Texas",72,10701,8994,934,6002,320,6785,2044,1053,1738
"G48004462","2011","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",72363,45648,19207,0,2147,0,4625,736,0,736,"Atascocita CDP, Texas",9490,8171,7034,218,1240,218,3148,397,218,397
"G48005000","2011","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",820601,576084,65132,6387,52658,243,96760,23337,4906,18431,"Austin city, Texas",60,13197,6094,2326,3681,230,11091,3291,1568,3077
"G48006128","2011","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",71819,45722,15234,358,931,128,8201,1245,339,906,"Baytown city, Texas",1038,4497,3750,440,711,229,2569,607,335,534
"G48007000","2011","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",118532,47198,57219,120,4487,104,7833,1571,501,1070,"Beaumont city, Texas",64,3533,3263,143,950,152,2911,846,569,537
"G48010768","2011","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",178448,159324,218,470,1768,0,13988,2680,1756,924,"Brownsville city, Texas",68,4154,289,312,626,218,4048,1146,927,594
"G48010912","2011","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",77315,51658,14396,158,1727,0,7421,1955,277,1678,"Bryan city, Texas",30,3668,2365,192,1146,218,2495,1095,346,1037
"G48013024","2011","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",122656,85458,10901,513,15774,0,6134,3876,510,3366,"Carrollton city, Texas",70,5353,3396,470,3685,218,3007,1623,443,1556
"G48015976","2011","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",95147,74586,5784,0,9060,0,3568,2149,857,1292,"College Station city, Texas",27,3339,2043,218,1092,218,2611,1098,691,872
"G48017000","2011","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",307954,265310,13712,1752,5092,85,13034,8969,2731,6238,"Corpus Christi city, Texas",21,4360,1640,1167,808,90,3169,2160,1230,1949
"G48019000","2011","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1223378,693636,288824,3821,31117,213,182457,23310,5578,17732,"Dallas city, Texas",320,17153,12017,1597,4247,286,12364,4065,1932,3499
"G48019972","2011","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",117177,87272,14125,192,5324,441,2461,7362,1714,5648,"Denton city, Texas",44,4828,3639,160,1648,684,2065,3290,1922,2494
"G48022660","2011","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",79156,71248,1331,0,1779,0,3940,858,804,54,"Edinburg city, Texas",36,3138,1102,218,1382,218,2480,678,673,81
"G48024000","2011","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",665577,543742,20308,2527,8712,1164,74047,15077,7649,7428,"El Paso city, Texas",45,11540,2671,1045,1109,1243,11674,3664,2337,2753
"G48026232","2011","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,
"G48027000","2011","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",760758,534458,135076,9808,24996,503,34842,21075,4383,16692,"Fort Worth city, Texas",4023,13895,9894,7772,4465,659,6439,5378,1979,4644
"G48027684","2011","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",121389,95602,10540,1058,8658,0,2059,3472,571,2901,"Frisco city, Texas",27,6609,4598,966,3719,218,2365,1746,470,1675
"G48029000","2011","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",231596,95290,27537,305,24679,151,65583,18051,6098,11953,"Garland city, Texas",634,7923,4963,216,5031,332,9095,4245,2301,3198
"G48030464","2011","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",179067,113883,36045,1019,11316,39,13831,2934,412,2522,"Grand Prairie city, Texas",59,7486,6857,954,4526,93,4133,1416,387,1277
"G48032372","2011","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",66124,61962,1220,53,267,0,2010,612,260,352,"Harlingen city, Texas",28,1017,658,86,266,218,767,400,214,315
"G48035000","2011","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2145933,1241459,494272,7295,120373,1375,241965,39194,11867,27327,"Houston city, Texas",2238,23527,18250,2638,9343,1193,17354,5998,3020,5151
"G48037000","2011","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",220699,126072,29382,745,31677,26,27029,5768,2013,3755,"Irving city, Texas",36,8017,5345,450,4509,60,5771,2327,1122,2067
"G48039148","2011","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",130005,68116,38941,1692,5323,248,4552,11133,111,11022,"Killeen city, Texas",50,4930,5232,547,2171,348,2231,3358,142,3380
"G48041464","2011","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",241350,224378,316,1541,2344,0,11466,1305,1021,284,"Laredo city, Texas",4726,5622,268,1955,106,218,3733,1181,1106,225
"G48041980","2011","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",83999,68462,8491,0,4041,0,1818,1187,475,712,"League City city, Texas",684,3425,2927,218,1919,218,1093,868,616,585
"G48042508","2011","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",98489,78433,4886,0,6260,0,5075,3835,479,3356,"Lewisville city, Texas",613,6701,2080,218,2415,218,5871,2000,526,1924
"G48043888","2011","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",82278,59154,19148,237,1275,0,1449,1015,486,529,"Longview city, Texas",1393,2748,1966,371,667,218,878,715,584,377
"G48045000","2011","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",233735,181677,18405,1785,5800,293,17046,8729,4390,4339,"Lubbock city, Texas",31,5143,1856,849,774,341,3905,2512,1819,1671
"G48045384","2011","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",133756,119181,1675,489,3694,0,6306,2411,804,1607,"McAllen city, Texas",54,3655,1406,470,1507,218,2620,1193,528,1107
"G48045744","2011","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",136073,105599,15532,795,9477,0,2250,2420,329,2091,"McKinney city, Texas",39,6464,4427,771,4480,218,2470,1454,377,1394
"G48047892","2011","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",142574,90732,36468,564,5695,0,4388,4727,1589,3138,"Mesquite city, Texas",42,6513,6153,581,2109,218,1803,2272,1224,1839
"G48048072","2011","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",113928,93617,9901,302,2518,10,5651,1929,604,1325,"Midland city, Texas",20,2724,1149,305,808,19,2307,788,487,636
"G48048768","2011","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,"Mission city, Texas",,,,,,,,,,
"G48048804","2011","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",68776,24108,31108,363,10623,0,1770,804,161,643,"Missouri City city, Texas",2262,5742,5868,398,3262,218,1292,433,194,376
"G48052356","2011","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",64786,59042,2305,210,1047,0,682,1500,371,1129,"North Richland Hills city, Texas",31,2627,1570,231,1061,218,609,1135,407,1059
"G48053388","2011","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",102841,87648,6140,403,526,48,4952,3124,453,2671,"Odessa city, Texas",1397,2159,527,235,642,81,1505,1192,284,1191
"G48056000","2011","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",152295,109354,4541,2790,5381,0,28223,2006,514,1492,"Pasadena city, Texas",62,6425,2014,1480,2681,218,6297,1060,397,946
"G48056348","2011","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",95644,62633,11041,773,14500,0,3668,3029,2008,1021,"Pearland city, Texas",2628,4685,3906,617,3150,218,2659,2058,2055,897
"G48057200","2011","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,
"G48058016","2011","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",271380,187349,19388,851,51580,209,2844,9159,1619,7540,"Plano city, Texas",2569,7401,3942,573,5911,337,1462,2485,1024,2196
"G48061796","2011","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",101731,66137,4223,208,16711,974,10642,2836,121,2715,"Richardson city, Texas",55,4236,1609,303,3394,667,4146,1009,150,1005
"G48063500","2011","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",106128,84651,10728,1023,4885,0,2319,2522,1214,1308,"Round Rock city, Texas",1926,4627,3798,668,2319,218,1255,1158,959,620
"G48064472","2011","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",95818,81477,5130,723,1089,0,5218,2181,721,1460,"San Angelo city, Texas",2428,3418,1351,466,662,218,2005,1145,558,934
"G48065000","2011","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1359730,1028684,92378,8113,26871,1346,160910,41428,13478,27950,"San Antonio city, Texas",63,16944,6269,2932,4140,632,13566,5658,3119,5008
