GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSME001,AKSME002,AKSME003,AKSME004,AKSME005,AKSME006,AKSME007,AKSME008,AKSME009,AKSME010,NAME_M,AKSMM001,AKSMM002,AKSMM003,AKSMM004,AKSMM005,AKSMM006,AKSMM007,AKSMM008,AKSMM009,AKSMM010
"G17065000","2019","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",143707,97331,32042,182,5459,0,3185,5508,615,4893,"Rockford city, Illinois",1852,3007,2530,299,1788,195,1429,1747,431,1717
"G17068003","2019","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",72862,44352,4177,0,19981,0,2907,1445,356,1089,"Schaumburg village, Illinois",1748,4250,1744,195,4096,195,3204,640,310,559
"G17070122","2019","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",62691,33403,4911,81,21164,6,718,2408,558,1850,"Skokie village, Illinois",43,4043,1988,134,3724,12,449,1065,454,968
"G17072000","2019","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",114171,82505,24303,68,3227,0,279,3789,0,3789,"Springfield city, Illinois",180,1185,1279,120,735,195,239,1461,195,1461
"G17079293","2019","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",86262,42323,17758,364,6085,0,16655,3077,1052,2025,"Waukegan city, Illinois",4926,5366,2980,602,2119,195,4430,1201,632,1011
"G18005860","2019","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",86630,71779,2898,82,9371,0,212,2288,0,2288,"Bloomington city, Indiana",2838,2711,1053,147,1038,201,302,1009,201,1009
"G18010342","2019","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",101918,81814,4381,369,12078,0,324,2952,471,2481,"Carmel city, Indiana",941,3122,1845,559,2978,201,461,1306,557,1154
"G18022000","2019","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",117557,93471,15714,55,1955,1178,1904,3280,377,2903,"Evansville city, Indiana",3793,3645,2376,115,767,1784,875,1227,463,1229
"G18023278","2019","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",96301,81661,5695,0,6957,0,595,1393,0,1393,"Fishers city, Indiana",1772,3687,2392,201,2257,201,583,841,201,841
"G18025000","2019","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",262907,187997,40495,930,14131,90,7246,12018,382,11636,"Fort Wayne city, Indiana",4274,4629,2817,652,1902,108,2150,2806,297,2784
"G18027000","2019","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",,,,,,,,,,,"Gary city, Indiana",,,,,,,,,,
"G18031000","2019","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",75517,31435,19486,467,477,69,22038,1545,774,771,"Hammond city, Indiana",33,4155,3166,356,439,113,5220,702,580,410
"G18036003","2019","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",870340,526429,250615,3019,35219,96,26114,28848,3139,25709,"Indianapolis city (balance), Indiana",6347,7719,6962,1553,2186,162,5753,4005,1441,3748
"G18040788","2019","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",72633,60155,5870,36,2007,0,3924,641,160,481,"Lafayette city, Indiana",2786,3691,2032,64,964,201,1835,445,176,412
"G18051876","2019","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",67967,57741,6303,0,952,0,171,2800,63,2737,"Muncie city, Indiana",1934,2370,948,201,559,201,177,868,117,828
"G18054180","2019","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"16000US1854180","Noblesville city, Indiana",,,,,,,,,,,"Noblesville city, Indiana",,,,,,,,,,
"G18071000","2019","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",102602,62659,28275,738,1207,48,6082,3593,572,3021,"South Bend city, Indiana",3393,3883,3194,685,447,85,2145,1256,591,1059
"G19001855","2019","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",66258,52497,2944,330,6518,0,803,3166,1038,2128,"Ames city, Iowa",18,905,355,240,1316,165,523,1454,646,1268
"G19002305","2019","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"16000US1902305","Ankeny city, Iowa",,,,,,,,,,,"Ankeny city, Iowa",,,,,,,,,,
"G19012000","2019","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",133563,110302,11462,684,3195,0,2022,5898,216,5682,"Cedar Rapids city, Iowa",27,2960,2419,430,1333,165,2170,2418,307,2421
"G19019000","2019","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",101591,81011,12228,752,2409,0,1051,4140,177,3963,"Davenport city, Iowa",22,1422,1653,303,947,165,679,1340,276,1355
"G19021000","2019","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",214200,163601,29088,705,12528,139,3283,4856,370,4486,"Des Moines city, Iowa",417,4711,3025,378,2651,232,1640,1454,307,1424
"G19038595","2019","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",75149,60977,2806,369,5509,82,1673,3733,127,3606,"Iowa City city, Iowa",68,2593,1644,534,1024,155,777,1399,167,1385
"G19073335","2019","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",83288,69935,3719,1694,2671,0,1528,3741,259,3482,"Sioux City city, Iowa",2791,2971,985,586,493,165,948,1504,353,1419
"G19082425","2019","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",67326,49855,12258,40,930,0,1138,3105,113,2992,"Waterloo city, Iowa",25,1243,1090,69,690,165,622,1175,147,1156
"G19083910","2019","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"16000US1983910","West Des Moines city, Iowa",67696,57571,1046,0,7173,0,822,1084,244,840,"West Des Moines city, Iowa",2717,3774,566,165,2732,165,906,626,350,549
"G20036000","2019","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",152818,83268,35424,808,8703,100,17480,7035,1857,5178,"Kansas City city, Kansas",2594,3602,1597,365,392,168,2591,1562,883,1544
"G20038900","2019","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",98196,77545,4108,2274,6936,0,826,6507,103,6404,"Lawrence city, Kansas",20,1000,985,897,777,181,555,1534,157,1531
"G20052575","2019","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",140557,117699,9654,36,5902,0,1896,5370,1013,4357,"Olathe city, Kansas",60,3520,2563,61,1722,181,1018,1690,803,1604
"G20053775","2019","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",195483,155821,11051,564,16910,407,4121,6609,0,6609,"Overland Park city, Kansas",64,3004,1995,401,2228,267,1843,1796,181,1796
"G20064500","2019","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",65810,58053,2320,63,1656,0,1380,2338,0,2338,"Shawnee city, Kansas",30,2020,1006,78,1038,181,1102,1117,181,1117
"G20071000","2019","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",125318,96426,13763,1331,1665,0,7330,4803,849,3954,"Topeka city, Kansas",37,2675,1412,619,647,181,2217,1185,543,1076
"G20079000","2019","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",389914,290560,40916,3719,19482,79,14171,20987,1354,19633,"Wichita city, Kansas",87,4723,3062,1874,2136,110,3735,3047,870,3035
"G21008902","2019","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",70542,51979,8515,509,3796,30,2021,3692,125,3567,"Bowling Green city, Kentucky",23,1979,1815,766,1174,55,1210,1852,150,1845
"G21046027","2019","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",323152,237490,47878,708,13446,51,9032,14547,3482,11065,"Lexington-Fayette urban county, Kentucky",0,2529,2189,578,770,60,2539,3432,2316,2769
"G21048006","2019","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",617630,432189,148239,769,16283,459,4224,15467,605,14862,"Louisville/Jefferson County metro government (balance), Kentucky",69,5064,5501,417,1777,161,1620,2750,503,2653
"G22005000","2019","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",220248,91047,113957,517,8649,0,3055,3023,469,2554,"Baton Rouge city, Louisiana",52,5172,5551,400,3229,224,1572,1474,644,1276
"G22008920","2019","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",68147,45300,17855,0,2499,0,601,1892,157,1735,"Bossier City city, Louisiana",44,2917,2729,224,390,224,622,1087,207,1042
"G22039475","2019","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",66355,48766,10897,341,2168,0,2549,1634,817,817,"Kenner city, Louisiana",57,3478,2584,400,1199,224,1820,1286,1024,739
"G22040735","2019","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",126199,82429,37610,408,3416,0,375,1961,95,1866,"Lafayette city, Louisiana",52,4017,4037,411,913,224,284,869,124,846
"G22041155","2019","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",78395,36287,38778,0,1558,0,1075,697,99,598,"Lake Charles city, Louisiana",25,3151,3213,224,911,224,990,631,166,550
"G22050115","2019","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",130427,106361,13754,601,5174,46,1722,2769,270,2499,"Metairie CDP, Louisiana",7720,7244,3859,495,1856,80,1132,1485,327,1448
"G22055000","2019","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",390144,132595,229418,1349,11049,29,7684,8020,617,7403,"New Orleans city, Louisiana",0,2662,1598,517,393,48,3127,1612,350,1582
"G22070000","2019","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",186815,71194,108150,787,2633,378,603,3070,774,2296,"Shreveport city, Louisiana",1005,3352,3567,424,979,453,636,1401,681,1114
"G23060545","2019","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",66218,56900,4615,259,2122,30,145,2147,85,2062,"Portland city, Maine",21,2059,1778,238,1103,63,179,881,97,871
"G24004000","2019","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",593490,179979,371243,2206,15776,243,11425,12618,1377,11241,"Baltimore city, Maryland",0,3430,2369,606,831,272,3780,2467,960,2288
"G24019125","2019","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",104726,53809,29537,337,13088,165,1379,6411,566,5845,"Columbia CDP, Maryland",6700,5226,3984,319,2579,198,1108,2048,706,1955
"G24026000","2019","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",72605,39201,6690,404,23201,65,973,2071,182,1889,"Ellicott City CDP, Maryland",5668,3864,2694,386,3587,110,637,954,207,860
"G24030325","2019","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",72237,53502,11607,0,3835,0,1496,1797,100,1697,"Frederick city, Maryland",33,2924,2504,210,1505,210,1052,997,171,983
"G24031175","2019","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",67982,34145,11970,28,14266,0,2940,4633,1137,3496,"Gaithersburg city, Maryland",31,3516,2938,46,2349,210,1357,1619,874,1391
"G24032025","2019","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",83707,36124,21275,0,19840,0,2919,3549,1114,2435,"Germantown CDP, Maryland",7934,5613,4913,210,4648,210,1624,1770,1048,1511
"G24032650","2019","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",74956,46129,19575,517,2182,0,3852,2701,0,2701,"Glen Burnie CDP, Maryland",6147,4827,4217,435,1334,210,2684,1257,210,1257
"G24067675","2019","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",68085,39113,5492,133,16056,0,4299,2992,64,2928,"Rockville city, Maryland",34,3549,1912,220,2681,210,2661,962,104,950
"G24072450","2019","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",83247,30719,23110,0,6150,0,20645,2623,160,2463,"Silver Spring CDP, Maryland",6829,3453,4920,210,1844,210,5787,961,218,903
"G24081175","2019","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",80971,22239,51240,182,2123,0,1787,3400,71,3329,"Waldorf CDP, Maryland",4977,3380,4511,200,1343,210,1366,1406,123,1396
"G25007000","2019","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",694295,369561,173098,1814,67451,616,37734,44021,5520,38501,"Boston city, Massachusetts",3415,7827,4312,800,2652,236,5574,6816,1854,6753
"G25009000","2019","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",95705,31524,51631,684,1893,0,6966,3007,1435,1572,"Brockton city, Massachusetts",24,3218,3407,569,1381,216,2604,1634,802,1405
"G25011000","2019","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",118925,74349,13954,123,20546,53,3212,6688,810,5878,"Cambridge city, Massachusetts",28,3668,3407,150,2473,103,1667,1725,508,1684
"G25023000","2019","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",89534,75279,5965,1144,1405,0,3125,2616,135,2481,"Fall River city, Massachusetts",32,2634,2067,785,897,216,1632,1350,188,1340
"G25024960","2019","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham city, Massachusetts",74429,47092,6836,107,2249,167,15991,1987,280,1707,"Framingham city, Massachusetts",47,5049,2454,173,1161,262,4875,1155,261,1079
"G25034550","2019","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",80038,26803,5372,211,1900,0,43747,2005,564,1441,"Lawrence city, Massachusetts",33,4191,2125,305,1464,216,4048,930,382,833
"G25037000","2019","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",110990,69986,9211,1147,19307,629,7146,3564,658,2906,"Lowell city, Massachusetts",45,4671,3311,1141,3942,439,2723,1419,849,1184
"G25037490","2019","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",94300,52307,8919,596,4581,160,21514,6223,2811,3412,"Lynn city, Massachusetts",29,6380,3137,640,1732,310,6537,2597,1480,1848
"G25045000","2019","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",95348,59000,8677,307,1904,0,20381,5079,2583,2496,"New Bedford city, Massachusetts",55,3930,2041,368,1020,216,4098,1927,1361,1228
"G25045560","2019","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",88411,66595,2463,501,13453,0,1581,3818,324,3494,"Newton city, Massachusetts",29,2942,1394,824,2230,216,1159,1461,249,1453
"G25055745","2019","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",94468,56347,4855,313,28696,62,1510,2685,88,2597,"Quincy city, Massachusetts",29,4203,1488,476,4227,102,923,1090,149,1094
"G25062535","2019","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",81358,60505,2839,792,9887,12,2173,5150,175,4975,"Somerville city, Massachusetts",24,3519,1133,543,2745,22,1109,2597,206,2585
"G25067000","2019","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",153599,96153,29399,342,6224,0,14075,7406,810,6596,"Springfield city, Massachusetts",53,5318,4088,404,2295,216,3725,2871,749,2852
"G25082000","2019","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",185421,135427,24158,1391,9208,221,7032,7984,961,7023,"Worcester city, Massachusetts",41,4831,3306,1215,2226,219,2522,2254,518,2178
"G26003000","2019","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",119976,84969,9672,451,19117,0,676,5091,198,4893,"Ann Arbor city, Michigan",30,2630,2064,396,1872,175,387,1044,227,1034
"G26021000","2019","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",93927,83439,3012,210,1831,56,1267,4112,334,3778,"Dearborn city, Michigan",32,2461,1566,265,788,91,1058,1841,484,1760
"G26022000","2019","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",670052,98275,521857,4427,11705,25,22061,11702,2063,9639,"Detroit city, Michigan",55,7683,7454,1691,2906,46,5296,2488,1071,2155
"G26027440","2019","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",80597,49397,16344,204,12951,0,50,1651,180,1471,"Farmington Hills city, Michigan",59,3807,3192,262,3098,175,81,759,215,700
"G26029000","2019","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",95541,35870,52944,44,805,0,546,5332,833,4499,"Flint city, Michigan",29,3087,3568,74,478,175,677,2162,872,1951
"G26034000","2019","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",201004,131663,37938,700,4529,48,12122,14004,884,13120,"Grand Rapids city, Michigan",49,5263,4554,468,1551,81,3792,3765,602,3610
"G26042160","2019","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",76201,48324,19305,328,2164,0,928,5152,93,5059,"Kalamazoo city, Michigan",27,3121,3617,318,1104,175,694,1757,125,1753
"G26046000","2019","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",116677,75676,26440,996,7285,0,817,5463,347,5116,"Lansing city, Michigan",1335,3711,4117,422,1912,175,466,1934,312,1888
"G26049000","2019","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",93664,83818,2885,35,2908,0,110,3908,0,3908,"Livonia city, Michigan",28,2486,992,64,1069,175,107,1732,175,1732
"G26069035","2019","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",74509,61577,1641,0,9464,0,135,1692,330,1362,"Rochester Hills city, Michigan",34,2435,972,175,2297,175,186,1036,320,791
"G26074900","2019","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",72700,20066,45167,207,1452,65,1492,4251,62,4189,"Southfield city, Michigan",47,2744,3264,197,1034,111,1406,2057,104,2058
"G26076460","2019","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",132429,109955,6749,69,11577,0,453,3626,69,3557,"Sterling Heights city, Michigan",43,3606,2514,94,2840,175,645,1649,97,1642
"G26080700","2019","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",84087,56865,2651,5,22883,0,831,852,247,605,"Troy city, Michigan",39,3783,1091,11,3482,175,658,548,333,405
"G26084000","2019","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",133944,84414,27438,1862,15487,0,1154,3589,194,3395,"Warren city, Michigan",35,5141,4512,1504,3394,175,905,1295,164,1270
"G26086000","2019","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",81524,61610,12909,424,3636,0,1010,1935,188,1747,"Westland city, Michigan",55,3412,3082,527,2182,175,728,777,185,768
"G26088940","2019","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",75660,58023,6216,426,1027,0,5822,4146,115,4031,"Wyoming city, Michigan",35,3630,2520,392,491,175,2671,1685,189,1688
"G27006382","2019","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"16000US2706382","Blaine city, Minnesota",65612,50819,2755,272,6759,42,1245,3720,37,3683,"Blaine city, Minnesota",30,2800,1177,251,2100,73,1148,1888,61,1865
"G27006616","2019","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",84935,61876,9209,837,5271,0,3581,4161,713,3448,"Bloomington city, Minnesota",41,4498,2928,589,2026,149,2276,1863,832,1711
"G27007966","2019","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",80401,37130,19657,324,16944,0,678,5668,80,5588,"Brooklyn Park city, Minnesota",47,4789,3828,422,3959,149,857,2025,97,2026
"G27017000","2019","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",85617,76406,1502,1961,1302,0,736,3710,41,3669,"Duluth city, Minnesota",19,1623,618,661,677,149,735,992,58,992
"G27017288","2019","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",66376,45666,10644,472,6142,0,1043,2409,377,2032,"Eagan city, Minnesota",31,2748,2642,525,1553,149,979,1139,578,1038
"G27035180","2019","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"16000US2735180","Lakeville city, Minnesota",67326,57349,823,236,6026,0,202,2690,412,2278,"Lakeville city, Minnesota",40,2635,831,223,2502,149,283,1421,428,1300
"G27040166","2019","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",,,,,,,,,,,"Maple Grove city, Minnesota",,,,,,,,,,
"G27043000","2019","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",429605,276283,82973,5203,20764,578,19790,24014,3076,20938,"Minneapolis city, Minnesota",39,7622,7624,1874,3280,357,4410,4170,2295,3379
"G27051730","2019","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",79785,61785,4588,246,8984,0,1708,2474,0,2474,"Plymouth city, Minnesota",66,4035,3440,264,2925,149,1698,941,149,941
"G27054880","2019","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",118924,93904,9553,337,9490,441,779,4420,195,4225,"Rochester city, Minnesota",46,963,1665,267,929,565,553,1578,252,1534
"G27056896","2019","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",66741,50254,11483,452,1284,0,1096,2172,0,2172,"St. Cloud city, Minnesota",2007,3572,3039,387,899,149,618,1151,149,1151
"G27058000","2019","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",308096,177090,50813,1905,60019,83,5303,12883,1142,11741,"St. Paul city, Minnesota",29,5001,4246,638,3902,134,1742,2641,726,2453
"G27071428","2019","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",72813,61273,4773,0,5019,0,497,1251,100,1151,"Woodbury city, Minnesota",56,2107,1499,149,1430,149,379,621,120,635
"G28029700","2019","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",71701,38076,29980,0,377,0,393,2875,366,2509,"Gulfport city, Mississippi",26,3778,3739,226,355,226,383,1050,510,995
"G28036000","2019","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",160532,28082,129690,844,745,0,282,889,175,714,"Jackson city, Mississippi",259,2809,3005,1000,711,226,271,490,250,442
