GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSME001,AKSME002,AKSME003,AKSME004,AKSME005,AKSME006,AKSME007,AKSME008,AKSME009,AKSME010,NAME_M,AKSMM001,AKSMM002,AKSMM003,AKSMM004,AKSMM005,AKSMM006,AKSMM007,AKSMM008,AKSMM009,AKSMM010
"G51067000","2019","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",230436,102870,104272,390,4673,0,10344,7887,288,7599,"Richmond city, Virginia",0,2341,2588,301,718,208,2366,2636,283,2615
"G51068000","2019","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",99143,60753,30538,0,2625,0,747,4480,64,4416,"Roanoke city, Virginia",0,1661,2098,208,968,208,701,2093,123,2102
"G51076432","2019","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",92108,46453,38737,0,1705,0,883,4330,838,3492,"Suffolk city, Virginia",0,678,1805,208,377,208,569,1567,682,1636
"G51082000","2019","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",449974,295353,85176,1392,32452,406,8682,26513,1760,24753,"Virginia Beach city, Virginia",0,2642,3147,667,1623,109,2833,3710,885,3883
"G53003180","2019","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",82021,44999,7336,2742,9563,353,8188,8840,522,8318,"Auburn city, Washington",3030,4651,3632,1337,2639,556,4697,3797,427,3651
"G53005210","2019","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",148145,82618,1735,1073,56148,326,1596,4649,251,4398,"Bellevue city, Washington",69,5454,1500,707,5415,354,902,1475,371,1434
"G53005280","2019","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",92327,78240,890,1293,4223,211,2325,5145,189,4956,"Bellingham city, Washington",50,2361,552,1011,1362,265,1256,1467,297,1506
"G53022640","2019","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",111489,76849,8546,1535,12260,0,5406,6893,649,6244,"Everett city, Washington",62,6015,3754,1055,3619,210,3705,2146,653,1974
"G53023515","2019","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",96297,39512,20388,140,13137,3595,10841,8684,510,8174,"Federal Way city, Washington",42,4739,5670,171,4532,2907,4481,3121,465,3066
"G53035275","2019","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",84354,67412,3704,623,1647,0,8327,2641,237,2404,"Kennewick city, Washington",30,3660,1566,449,771,210,3481,994,208,896
"G53035415","2019","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",132320,54319,15378,348,32371,3639,15610,10655,824,9831,"Kent city, Washington",38,5680,4734,310,4985,2021,4657,2440,701,2368
"G53035940","2019","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",93027,65101,1430,307,16175,46,3650,6318,1005,5313,"Kirkland city, Washington",64,4049,809,392,3224,90,2849,1421,781,1327
"G53043955","2019","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",70306,55903,1434,1894,3585,636,2898,3956,616,3340,"Marysville city, Washington",39,3139,1032,1614,2017,702,1887,1036,525,978
"G53053545","2019","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",74846,51532,1320,1554,877,141,15164,4258,49,4209,"Pasco city, Washington",3836,4926,724,1326,500,203,5278,1500,85,1489
"G53057535","2019","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"16000US5357535","Redmond city, Washington",71941,41223,1810,0,25683,211,570,2444,364,2080,"Redmond city, Washington",54,3788,1582,210,3951,299,433,1255,382,1231
"G53057745","2019","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",101747,54530,9348,398,26013,214,4181,7063,1069,5994,"Renton city, Washington",39,5505,3266,472,4440,218,2803,2340,683,2237
"G53061115","2019","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"16000US5361115","Sammamish city, Washington",65880,40276,1615,466,20663,52,490,2318,0,2318,"Sammamish city, Washington",49,3723,1396,552,3305,94,493,1072,210,1072
"G53063000","2019","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",753655,499744,55955,5118,125223,2819,14017,50779,3362,47417,"Seattle city, Washington",83,11365,7138,2378,8272,2646,3681,5352,982,5218
"G53065922","2019","WA",,,"Washington","53",,,"South Hill CDP","65922",,,,,,,,,,,,,,,,"16000US5365922","South Hill CDP, Washington",66020,45460,3353,38,5482,397,3002,8288,1060,7228,"South Hill CDP, Washington",6825,5581,1826,64,2477,384,2286,2241,931,2017
"G53067000","2019","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",222082,187928,6567,5199,6642,1433,2358,11955,1062,10893,"Spokane city, Washington",33,3391,1748,1388,2233,1425,1060,2591,761,2407
"G53067167","2019","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",101075,90292,705,470,2091,1533,1630,4354,284,4070,"Spokane Valley city, Washington",55,2702,506,343,1005,1392,1145,1673,292,1694
"G53070000","2019","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",217834,138774,25068,3974,13483,2252,11564,22719,1243,21476,"Tacoma city, Washington",44,5584,3932,1762,3118,1261,3994,3564,781,3583
"G53074060","2019","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",184452,143911,6032,1351,9556,4118,6395,13089,1798,11291,"Vancouver city, Washington",54,3597,1479,893,2026,680,2387,2233,1055,2133
"G53080010","2019","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",93638,62323,2480,2729,1369,1221,19427,4089,2177,1912,"Yakima city, Washington",26,4572,673,1782,718,1043,4316,1757,1475,928
"G55002375","2019","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",75382,62349,2966,268,5491,0,2132,2176,219,1957,"Appleton city, Wisconsin",2439,3062,1153,196,1727,153,1636,934,226,851
"G55022300","2019","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",68936,61425,1498,251,4235,87,134,1306,61,1245,"Eau Claire city, Wisconsin",886,1103,444,228,776,166,134,581,82,577
"G55031000","2019","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",104565,79369,5116,4207,4217,0,5908,5748,492,5256,"Green Bay city, Wisconsin",45,3194,1248,1467,1654,153,2770,2065,501,2040
"G55039225","2019","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",99933,80245,12011,713,2030,477,2085,2372,328,2044,"Kenosha city, Wisconsin",42,1914,1137,650,735,662,1482,955,349,873
"G55048000","2019","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",259673,202687,19071,887,23741,257,3103,9927,553,9374,"Madison city, Wisconsin",51,3577,3109,569,2434,349,1584,2304,502,2253
"G55053000","2019","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",590157,264167,226762,4551,25149,165,46479,22884,4814,18070,"Milwaukee city, Wisconsin",36,8038,5342,1419,2637,191,6361,4331,1656,4089
"G55060500","2019","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",67010,60508,1850,286,2327,986,0,1053,0,1053,"Oshkosh city, Wisconsin",28,1415,694,360,1034,1311,153,672,153,672
"G55066000","2019","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",76747,50348,17825,303,529,0,3388,4354,1230,3124,"Racine city, Wisconsin",48,2590,2325,309,509,153,2014,1734,821,1535
"G55084250","2019","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",72308,63871,3016,49,1706,0,2340,1326,1,1325,"Waukesha city, Wisconsin",39,2457,2055,81,951,153,2327,712,2,712
"G72006593","2019","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",152843,103786,13712,296,307,0,8898,25844,757,25087,"Bayamón zona urbana, Puerto Rico",2475,3916,2072,295,512,234,2253,3701,415,3698
"G72010334","2019","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",69960,49855,5953,148,177,0,11582,2245,626,1619,"Caguas zona urbana, Puerto Rico",4605,4927,1634,165,176,234,3386,1202,553,1065
"G72014290","2019","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",133757,75868,24224,495,160,0,26337,6673,1304,5369,"Carolina zona urbana, Puerto Rico",3287,5221,3831,574,232,234,4696,2904,1048,2452
"G72032522","2019","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",,,,,,,,,,,"Guaynabo zona urbana, Puerto Rico",,,,,,,,,,
"G72063820","2019","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",106546,89763,6192,36,0,0,4336,6219,533,5686,"Ponce zona urbana, Puerto Rico",3643,4014,2067,63,234,234,1399,1817,428,1765
"G72076770","2019","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",310323,179706,40660,401,1475,109,52884,35088,2544,32544,"San Juan zona urbana, Puerto Rico",2565,7632,4673,288,1017,180,5854,4653,1304,4300
