GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APKGE001,APKGE002,APKGE003,APKGE004,APKGE005,APKGE006,APKGE007,APKGE008,APKGE009,APKGE010,NAME_M,APKGM001,APKGM002,APKGM003,APKGM004,APKGM005,APKGM006,APKGM007,APKGM008,APKGM009,APKGM010
"G26084000","2022","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"1600000US2684000","2684000","Warren city, Michigan",137111,85878,26393,138,16267,0,1927,6508,1295,5213,"Warren city, Michigan",39,5176,4588,154,3320,184,1436,2017,691,1917
"G26086000","2022","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"1600000US2686000","2686000","Westland city, Michigan",84023,56706,14137,340,2127,0,1301,9412,1923,7489,"Westland city, Michigan",51,3876,3283,396,1016,184,974,3036,1164,2967
"G26088940","2022","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"1600000US2688940","2688940","Wyoming city, Michigan",76730,43093,10274,2712,1471,0,3225,15955,11312,4643,"Wyoming city, Michigan",31,4248,3952,2262,786,184,1496,4236,4341,2341
"G27006382","2022","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"1600000US2706382","2706382","Blaine city, Minnesota",71738,58822,2835,320,5181,0,830,3750,2190,1560,"Blaine city, Minnesota",23,2834,1495,333,1983,157,524,1276,1009,814
"G27006616","2022","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"1600000US2706616","2706616","Bloomington city, Minnesota",87799,65793,10123,832,3461,0,2040,5550,2863,2687,"Bloomington city, Minnesota",28,3633,3625,594,1037,157,1190,1884,1468,1223
"G27007966","2022","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"1600000US2707966","2707966","Brooklyn Park city, Minnesota",83319,34434,22885,1338,14396,0,2267,7999,2944,5055,"Brooklyn Park city, Minnesota",35,3671,5008,1467,3776,157,1000,2346,1302,2173
"G27017000","2022","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"1600000US2717000","2717000","Duluth city, Minnesota",86615,75324,3020,1811,1282,0,641,4537,1118,3419,"Duluth city, Minnesota",25,1358,727,604,393,157,630,931,482,766
"G27017288","2022","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"1600000US2717288","2717288","Eagan city, Minnesota",67526,48672,7645,122,5105,11,1147,4824,1677,3147,"Eagan city, Minnesota",39,2936,2412,153,1453,2,638,1368,991,934
"G27035180","2022","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"1600000US2735180","2735180","Lakeville city, Minnesota",74551,58988,4325,529,4234,0,2311,4164,1499,2665,"Lakeville city, Minnesota",29,3246,2152,444,1548,157,1896,1475,811,1244
"G27040166","2022","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"1600000US2740166","2740166","Maple Grove city, Minnesota",70588,49392,8092,111,6938,0,912,5143,1949,3194,"Maple Grove city, Minnesota",32,5032,5608,152,2522,157,639,1676,899,1277
"G27043000","2022","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"1600000US2743000","2743000","Minneapolis city, Minnesota",425104,256315,82381,4087,21986,131,19680,40524,13901,26623,"Minneapolis city, Minnesota",49,7594,7693,1385,4030,121,4057,4806,2508,3982
"G27051730","2022","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"1600000US2751730","2751730","Plymouth city, Minnesota",78669,60041,3545,15,7282,0,1302,6484,2994,3490,"Plymouth city, Minnesota",55,3403,2304,3,2240,157,889,1976,1464,1413
"G27054880","2022","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"1600000US2754880","2754880","Rochester city, Minnesota",121894,89467,12066,388,9762,0,2642,7569,3585,3984,"Rochester city, Minnesota",61,1688,1653,260,911,157,1140,1880,1168,1518
"G27056896","2022","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"1600000US2756896","2756896","St. Cloud city, Minnesota",69813,46194,16077,216,1955,0,1155,4216,1456,2760,"St. Cloud city, Minnesota",2376,3926,4789,114,812,157,762,1670,762,1412
"G27058000","2022","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"1600000US2758000","2758000","St. Paul city, Minnesota",303160,160251,47871,2059,50444,38,16597,25900,7527,18373,"St. Paul city, Minnesota",57,5504,5272,1098,4685,62,3559,3542,1991,3476
"G27071428","2022","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"1600000US2771428","2771428","Woodbury city, Minnesota",78560,55233,5313,301,9899,0,3817,3997,1549,2448,"Woodbury city, Minnesota",24,3709,2647,372,2384,157,2566,1434,1054,1149
"G28029700","2022","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"1600000US2829700","2829700","Gulfport city, Mississippi",72228,37312,23513,463,1056,0,2104,7780,1511,6269,"Gulfport city, Mississippi",35,2987,3475,537,710,217,1055,1997,1152,1758
"G28036000","2022","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"1600000US2836000","2836000","Jackson city, Mississippi",146019,21118,115877,577,699,0,943,6805,1809,4996,"Jackson city, Mississippi",152,2475,3350,831,519,217,942,2696,927,2641
"G29015670","2022","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"1600000US2915670","2915670","Columbia city, Missouri",128545,95666,14402,125,8551,239,2179,7383,1935,5448,"Columbia city, Missouri",41,2236,1793,105,1333,188,698,1954,856,1658
"G29035000","2022","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"1600000US2935000","2935000","Independence city, Missouri",121211,87500,12945,362,1455,399,4602,13948,7310,6638,"Independence city, Missouri",44,4511,3931,304,891,289,1763,2685,2207,1679
"G29038000","2022","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"1600000US2938000","2938000","Kansas City city, Missouri",509247,289947,130624,1938,15271,770,18613,52084,27311,24773,"Kansas City city, Missouri",115,6470,6305,1051,1911,626,4357,4856,3423,4107
"G29041348","2022","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"1600000US2941348","2941348","Lee's Summit city, Missouri",104336,81265,10015,190,2149,0,2231,8486,3619,4867,"Lee's Summit city, Missouri",1057,3844,3195,202,992,195,1230,2056,1045,1735
"G29054074","2022","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"1600000US2954074","2954074","O'Fallon city, Missouri",93648,76126,4234,321,4175,83,1287,7422,4559,2863,"O'Fallon city, Missouri",61,3732,1445,366,1598,129,784,3199,2832,1040
"G29064082","2022","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"1600000US2964082","2964082","St. Charles city, Missouri",71190,54243,4936,506,2586,0,1600,7319,3204,4115,"St. Charles city, Missouri",32,2784,1550,509,1119,195,1415,2513,2162,1283
"G29064550","2022","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"1600000US2964550","2964550","St. Joseph city, Missouri",70682,54146,5660,333,925,0,3812,5806,3040,2766,"St. Joseph city, Missouri",2043,2370,929,294,522,195,1133,1479,1364,980
"G29065000","2022","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"1600000US2965000","2965000","St. Louis city, Missouri",286578,132945,120785,341,11021,137,5664,15685,4485,11200,"St. Louis city, Missouri",,1600,2889,223,748,169,1635,3227,1305,2861
"G29070000","2022","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"1600000US2970000","2970000","Springfield city, Missouri",170062,143384,7152,471,2236,717,4746,11356,2064,9292,"Springfield city, Missouri",29,2461,1325,315,927,866,2149,1909,711,1882
"G30006550","2022","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"1600000US3006550","3006550","Billings city, Montana",119969,103172,792,4982,895,742,1652,7734,3985,3749,"Billings city, Montana",41,2249,389,1340,588,1092,831,2151,1822,1216
"G30050200","2022","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"1600000US3050200","3050200","Missoula city, Montana",76960,67599,149,2011,943,0,775,5483,2353,3130,"Missoula city, Montana",29,1381,258,1518,583,182,481,1497,1045,1125
"G31028000","2022","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"1600000US3128000","3128000","Lincoln city, Nebraska",292623,236776,12315,2642,13861,0,6756,20273,6795,13478,"Lincoln city, Nebraska",23,2976,1869,999,1457,174,2059,3326,1913,2840
"G31037000","2022","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"1600000US3137000","3137000","Omaha city, Nebraska",485146,322850,55540,3887,20272,437,24965,57195,33985,23210,"Omaha city, Nebraska",45,4766,3714,1586,1761,396,4878,6810,5755,3649
"G32023770","2022","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"1600000US3223770","3223770","Enterprise CDP, Nevada",231446,92404,26021,1244,59665,1822,11592,38698,18714,19984,"Enterprise CDP, Nevada",13942,7617,6756,809,7375,1182,2872,7308,5440,4544
"G32031900","2022","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"1600000US3231900","3231900","Henderson city, Nevada",331408,198837,24203,2593,34889,1168,18765,50953,27664,23289,"Henderson city, Nevada",41,7962,5467,1513,4947,1199,4145,5567,4978,4661
"G32040000","2022","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"1600000US3240000","3240000","Las Vegas city, Nevada",656302,292173,77625,7801,51712,3774,95028,128189,91596,36593,"Las Vegas city, Nevada",113,11994,8389,2694,7197,1609,9791,9686,8829,5210
"G32051800","2022","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"1600000US3251800","3251800","North Las Vegas city, Nevada",280539,85015,58397,3055,22954,2544,45151,63423,42805,20618,"North Las Vegas city, Nevada",38,9031,7982,2150,4758,1808,7299,7520,6658,4600
"G32054600","2022","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"1600000US3254600","3254600","Paradise CDP, Nevada",183321,73817,22314,1754,18224,3528,27788,35896,25613,10283,"Paradise CDP, Nevada",11119,6550,4857,1497,4641,2190,5457,6848,6111,2940
"G32060600","2022","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"1600000US3260600","3260600","Reno city, Nevada",273447,167296,7780,3370,15762,870,32992,45377,29927,15450,"Reno city, Nevada",41,7288,1917,1663,2906,655,6001,5218,4812,2829
"G32068400","2022","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"1600000US3268400","3268400","Sparks city, Nevada",109227,67361,3210,1407,6718,1252,10623,18656,12576,6080,"Sparks city, Nevada",36,4650,1832,1096,3227,1084,3569,2799,2694,1791
"G32068585","2022","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"1600000US3268585","3268585","Spring Valley CDP, Nevada",220707,83249,27357,2286,41233,1456,29266,35860,24444,11416,"Spring Valley CDP, Nevada",13061,8027,6240,1254,5765,1084,6883,6884,5409,3504
"G32071400","2022","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"1600000US3271400","3271400","Sunrise Manor CDP, Nevada",204985,53841,26706,5646,11373,1202,57213,49004,37464,11540,"Sunrise Manor CDP, Nevada",13234,6865,5544,3181,2810,1012,8407,7678,6489,4583
"G33045140","2022","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"1600000US3345140","3345140","Manchester city, New Hampshire",115141,87654,3637,397,3088,0,7964,12401,7793,4608,"Manchester city, New Hampshire",23,4116,1656,465,1441,198,3108,2991,2685,1640
"G33050260","2022","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"1600000US3350260","3350260","Nashua city, New Hampshire",91162,62447,3928,238,8323,0,4203,12023,8491,3532,"Nashua city, New Hampshire",24,3991,1839,312,2471,198,2364,3769,3227,1655
"G34003580","2022","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"1600000US3403580","3403580","Bayonne city, New Jersey",69527,30256,11841,0,5298,80,5350,16702,14032,2670,"Bayonne city, New Jersey",27,4161,3804,225,1706,124,1993,3997,3776,1430
"G34010000","2022","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"1600000US3410000","3410000","Camden city, New Jersey",70998,5579,27671,966,1837,513,28326,6106,5145,961,"Camden city, New Jersey",31,1857,4559,1186,1339,855,4495,2493,2405,634
"G34013690","2022","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"1600000US3413690","3413690","Clifton city, New Jersey",88722,44636,4907,60,7191,0,15603,16325,13624,2701,"Clifton city, New Jersey",56,4226,2244,98,2021,225,4335,3397,3235,1312
"G34019390","2022","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"1600000US3419390","3419390","East Orange city, New Jersey",68445,2033,54071,0,782,0,3750,7809,5102,2707,"East Orange city, New Jersey",18,974,4692,225,762,225,2299,4503,4374,2256
"G34021000","2022","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"1600000US3421000","3421000","Elizabeth city, New Jersey",134274,26371,17909,1098,3597,57,54494,30748,25708,5040,"Elizabeth city, New Jersey",44,4693,3929,908,1650,2,7014,7181,6615,2281
"G34036000","2022","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"1600000US3436000","3436000","Jersey City city, New Jersey",286661,75829,55596,3332,78512,48,31952,41392,30864,10528,"Jersey City city, New Jersey",47,6071,4952,3238,4594,83,5767,5053,4825,2727
"G34038580","2022","NJ",,,"New Jersey","34",,,"Lakewood CDP","38580",,,,,,,,,,,,,,,,"1600000US3438580","3438580","Lakewood CDP, New Jersey",,,,,,,,,,,"Lakewood CDP, New Jersey",,,,,,,,,,
"G34051000","2022","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"1600000US3451000","3451000","Newark city, New Jersey",305339,33992,138782,1429,7547,0,78732,44857,39477,5380,"Newark city, New Jersey",36,5307,7355,956,2366,225,9322,7789,7539,2493
"G34056550","2022","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"1600000US3456550","3456550","Passaic city, New Jersey",69121,8817,5308,736,2259,0,9772,42229,41199,1030,"Passaic city, New Jersey",32,2347,2030,637,1088,225,3199,3988,4069,668
"G34057000","2022","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"1600000US3457000","3457000","Paterson city, New Jersey",156639,19761,32934,315,6889,0,51971,44769,42369,2400,"Paterson city, New Jersey",78,4267,3371,366,2639,225,7596,7871,7859,1302
"G34073110","2022","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"1600000US3473110","3473110","Toms River CDP, New Jersey",95021,72893,5174,0,2157,0,6794,8003,5281,2722,"Toms River CDP, New Jersey",867,4588,2124,225,1095,225,3925,2432,1799,1500
"G34074000","2022","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"1600000US3474000","3474000","Trenton city, New Jersey",89658,11153,36682,581,1078,0,22893,17271,11873,5398,"Trenton city, New Jersey",27,3248,4528,567,1010,225,5069,4733,3838,3378
"G34074630","2022","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"1600000US3474630","3474630","Union City city, New Jersey",65365,11214,3395,1145,1506,0,27799,20306,18788,1518,"Union City city, New Jersey",23,2889,1558,1036,786,225,4207,3946,3929,1038
"G35002000","2022","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"1600000US3502000","3502000","Albuquerque city, New Mexico",561006,275236,19327,27153,18635,425,76261,143969,115405,28564,"Albuquerque city, New Mexico",37,9070,3092,3502,1819,166,9575,11129,11046,5139
"G35039380","2022","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"1600000US3539380","3539380","Las Cruces city, New Mexico",113881,50722,3213,1384,2706,891,25236,29729,26091,3638,"Las Cruces city, New Mexico",37,4941,1393,712,553,1209,5975,4757,4791,1485
"G35063460","2022","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"1600000US3563460","3563460","Rio Rancho city, New Mexico",108072,63112,2564,6764,2011,455,9405,23761,18588,5173,"Rio Rancho city, New Mexico",34,3677,914,2369,824,402,3388,3505,3247,1643
"G35070500","2022","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"1600000US3570500","3570500","Santa Fe city, New Mexico",89001,45252,779,1893,1846,0,14306,24925,22391,2534,"Santa Fe city, New Mexico",38,2860,345,888,402,216,2692,3251,3365,888
"G36001000","2022","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"1600000US3601000","3601000","Albany city, New York",100832,53038,28958,306,6457,0,5090,6983,3767,3216,"Albany city, New York",27,3733,4103,318,2358,217,2302,1963,1434,1559
"G36011000","2022","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"1600000US3611000","3611000","Buffalo city, New York",276491,122519,94032,1480,24814,0,14633,19013,8572,10441,"Buffalo city, New York",45,6788,5602,773,3099,217,3750,4082,2388,3426
"G36015000","2022","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"1600000US3615000","3615000","Cheektowaga CDP, New York",75261,51897,11300,206,4900,53,1745,5160,2530,2630,"Cheektowaga CDP, New York",1970,4013,3642,227,2222,63,1210,2050,1250,1702
"G36049121","2022","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"1600000US3649121","3649121","Mount Vernon city, New York",71717,8107,44783,265,2399,0,8920,7243,4961,2282,"Mount Vernon city, New York",29,2539,4086,304,2190,217,3020,3295,3156,1572
"G36050617","2022","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"1600000US3650617","3650617","New Rochelle city, New York",82292,40812,17859,835,2441,0,9784,10561,8480,2081,"New Rochelle city, New York",32,4934,4164,633,1470,217,3137,3171,3263,973
"G36051000","2022","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"1600000US3651000","3651000","New York city, New York",8335897,2781859,1822642,70968,1238974,4669,1394819,1021966,729549,292417,"New York city, New York",,19848,20034,8271,10095,1271,29581,29294,26368,15579
"G36063000","2022","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"1600000US3663000","3663000","Rochester city, New York",209325,77555,76808,509,6656,0,24459,23338,10586,12752,"Rochester city, New York",92,4961,4878,264,1787,217,3462,4121,2142,3753
"G36065508","2022","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"1600000US3665508","3665508","Schenectady city, New York",68810,32020,14353,560,6244,172,8097,7364,3391,3973,"Schenectady city, New York",21,3182,3111,766,1542,288,3724,1895,1454,1465
"G36073000","2022","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"1600000US3673000","3673000","Syracuse city, New York",144459,73579,38065,659,10525,0,4926,16705,8820,7885,"Syracuse city, New York",40,3093,4116,332,1329,217,1723,3098,2469,1844
"G36084000","2022","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"1600000US3684000","3684000","Yonkers city, New York",208112,68623,37642,4395,12272,0,53904,31276,26077,5199,"Yonkers city, New York",46,6532,6253,4267,2981,217,8091,5680,5252,1551
"G37001520","2022","NC",,,"North Carolina","37",,,"Apex town","01520",,,,,,,,,,,,,,,,"1600000US3701520","3701520","Apex town, North Carolina",71064,45889,4457,275,13139,0,1321,5983,3319,2664,"Apex town, North Carolina",30,4643,4163,203,3663,221,941,2041,1607,1315
"G37002140","2022","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"1600000US3702140","3702140","Asheville city, North Carolina",93782,76209,9889,0,1429,399,1936,3920,1913,2007,"Asheville city, North Carolina",32,2643,2385,221,880,622,930,1141,816,915
"G37010740","2022","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"1600000US3710740","3710740","Cary town, North Carolina",179256,104888,15849,149,40565,177,5521,12107,8092,4015,"Cary town, North Carolina",1031,6950,4627,143,4780,219,2318,3369,2933,1433
"G37012000","2022","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"1600000US3712000","3712000","Charlotte city, North Carolina",897720,363498,309532,5464,57631,362,75750,85483,54767,30716,"Charlotte city, North Carolina",57,6379,7632,2677,3467,252,7683,8023,7743,4930
"G37014100","2022","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"1600000US3714100","3714100","Concord city, North Carolina",109898,56103,26285,234,7296,69,7534,12377,6266,6111,"Concord city, North Carolina",26,4471,3681,276,2401,116,3008,3608,2515,2876
"G37019000","2022","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"1600000US3719000","3719000","Durham city, North Carolina",291844,119869,101279,1644,19658,0,28782,20612,8900,11712,"Durham city, North Carolina",258,3860,3984,940,923,221,4759,5566,3298,3688
"G37022920","2022","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"1600000US3722920","3722920","Fayetteville city, North Carolina",208888,76577,89028,2781,5792,1124,9557,24029,10606,13423,"Fayetteville city, North Carolina",72,3334,3337,592,1211,355,1907,3148,2221,2149
"G37025580","2022","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"1600000US3725580","3725580","Gastonia city, North Carolina",82666,45808,22839,242,1113,735,4258,7671,4211,3460,"Gastonia city, North Carolina",52,3388,3606,319,513,984,2018,2473,1934,1393
"G37028000","2022","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"1600000US3728000","3728000","Greensboro city, North Carolina",301118,119384,128209,1429,13290,132,16445,22229,11223,11006,"Greensboro city, North Carolina",39,6255,6071,690,2730,192,5890,4795,3455,3448
"G37028080","2022","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"1600000US3728080","3728080","Greenville city, North Carolina",89222,41604,38644,148,2349,0,2055,4422,848,3574,"Greenville city, North Carolina",45,2663,3049,161,828,221,1169,1419,499,1362
"G37031400","2022","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"1600000US3731400","3731400","High Point city, North Carolina",114339,49338,35706,884,12167,0,5415,10829,5116,5713,"High Point city, North Carolina",2372,4734,5029,745,3215,221,2797,4039,2444,2979
"G37034200","2022","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"1600000US3734200","3734200","Jacksonville city, North Carolina",70433,40760,10566,934,2104,233,2049,13787,7858,5929,"Jacksonville city, North Carolina",47,2890,2138,450,646,221,1108,2447,1605,2012
"G37055000","2022","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"1600000US3755000","3755000","Raleigh city, North Carolina",477084,255979,126414,874,19359,0,25354,49104,30537,18567,"Raleigh city, North Carolina",1157,8140,9405,620,4045,221,6318,7459,6229,4053
"G37074440","2022","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"1600000US3774440","3774440","Wilmington city, North Carolina",120320,87431,16758,381,1891,0,2879,10980,6271,4709,"Wilmington city, North Carolina",32,3955,3293,241,1129,221,1873,3071,2607,2284
"G37075000","2022","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"1600000US3775000","3775000","Winston-Salem city, North Carolina",251343,113651,86327,295,6957,303,21099,22711,15294,7417,"Winston-Salem city, North Carolina",63,4929,4324,204,1612,453,4926,4350,3742,2353
"G38007200","2022","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"1600000US3807200","3807200","Bismarck city, North Dakota",74444,63763,1757,1677,1092,2384,672,3099,1354,1745,"Bismarck city, North Dakota",17,1154,761,1568,180,2138,338,1608,1142,1042
"G38025700","2022","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"1600000US3825700","3825700","Fargo city, North Dakota",133879,104464,12080,2097,5547,28,2675,6988,2893,4095,"Fargo city, North Dakota",2136,2528,1297,950,1046,63,1530,1762,1146,1535
"G39001000","2022","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"1600000US3901000","3901000","Akron city, Ohio",188498,105357,55835,720,6986,0,1491,18109,3447,14662,"Akron city, Ohio",44,4145,4541,588,2616,208,1006,3437,1193,3351
"G39012000","2022","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"1600000US3912000","3912000","Canton city, Ohio",69666,42467,16435,59,693,0,70,9942,2925,7017,"Canton city, Ohio",32,2869,3543,89,584,208,120,2979,1170,2935
"G39015000","2022","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"1600000US3915000","3915000","Cincinnati city, Ohio",309536,156280,116710,539,8318,74,5694,21921,8240,13681,"Cincinnati city, Ohio",70,7449,8768,377,2085,121,2330,4312,2484,3129
"G39016000","2022","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"1600000US3916000","3916000","Cleveland city, Ohio",361654,130215,167579,925,8272,138,17097,37428,21827,15601,"Cleveland city, Ohio",165,6705,7284,566,1601,161,4045,5386,4644,2582
"G39018000","2022","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"1600000US3918000","3918000","Columbus city, Ohio",908372,476632,250665,4055,56379,418,31932,88291,32033,56258,"Columbus city, Ohio",3343,8750,9301,2051,4340,295,5505,8471,5115,6296
"G39021000","2022","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"1600000US3921000","3921000","Dayton city, Ohio",135938,72389,49307,198,1445,0,1751,10848,3650,7198,"Dayton city, Ohio",38,4043,4159,244,777,208,1115,2685,1301,2444
"G39044856","2022","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"1600000US3944856","3944856","Lorain city, Ohio",65366,37218,10618,401,39,0,2653,14437,10221,4216,"Lorain city, Ohio",26,3711,2591,366,75,208,1300,3637,3602,2032
"G39061000","2022","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"1600000US3961000","3961000","Parma city, Ohio",79356,69513,1397,46,889,0,929,6582,3537,3045,"Parma city, Ohio",27,2221,767,85,546,208,806,1910,1490,1257
"G39077000","2022","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"1600000US3977000","3977000","Toledo city, Ohio",266289,154416,73455,301,3137,36,10359,24585,9575,15010,"Toledo city, Ohio",49,3878,3853,218,886,62,2885,3847,2529,3599
