GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SBME001,SBME002,SBME003,SBME004,SBME005,SBME006,SBME007,SBME008,SBME009,SBME010,NAME_M,SBMM001,SBMM002,SBMM003,SBMM004,SBMM005,SBMM006,SBMM007,SBMM008,SBMM009,SBMM010
"G24004000","2013","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",622104,187993,391451,2668,14728,356,11773,13135,1646,11489,"Baltimore city, Maryland",0,2343,2187,1200,1220,489,3029,2581,961,2316
"G24007125","2013","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"16000US2407125","Bethesda CDP, Maryland",66364,53016,1483,109,7575,0,968,3213,501,2712,"Bethesda CDP, Maryland",5428,5046,921,130,1803,197,693,1464,740,1292
"G24019125","2013","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",102907,55539,30745,698,11951,0,1024,2950,0,2950,"Columbia CDP, Maryland",6432,5117,3685,494,2260,197,659,1001,197,1001
"G24026000","2013","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",69535,45385,4858,0,16160,0,996,2136,117,2019,"Ellicott City CDP, Maryland",5196,3869,1613,197,3050,197,1185,960,192,947
"G24030325","2013","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",66910,47065,9265,333,5534,68,1329,3316,520,2796,"Frederick city, Maryland",64,2677,2094,235,1450,112,1042,1267,487,1151
"G24031175","2013","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",65689,32715,12158,160,9202,0,8731,2723,843,1880,"Gaithersburg city, Maryland",32,3624,2780,168,2362,197,3654,1154,738,894
"G24032025","2013","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",94958,39336,21075,0,22032,0,8570,3945,195,3750,"Germantown CDP, Maryland",8505,5883,5171,197,3536,197,4058,1805,272,1839
"G24032650","2013","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",66760,39317,19150,67,2877,390,2378,2581,95,2486,"Glen Burnie CDP, Maryland",6552,4668,4393,86,1110,284,2576,1342,165,1320
"G24072450","2013","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",76563,32448,18298,137,5409,0,17926,2345,414,1931,"Silver Spring CDP, Maryland",6739,3631,3433,133,1318,197,5696,960,337,933
"G24081175","2013","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",69685,23796,39863,445,2725,0,280,2576,0,2576,"Waldorf CDP, Maryland",4444,3161,3299,436,894,197,273,1116,197,1116
"G25007000","2013","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",644710,341007,155619,3161,57743,0,58095,29085,4854,24231,"Boston city, Massachusetts",3772,6737,5274,1082,2438,203,4945,3997,1702,4021
"G25009000","2013","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",94101,45220,38046,395,1908,0,4870,3662,999,2663,"Brockton city, Massachusetts",47,3330,2684,322,815,203,1966,1328,691,1147
"G25011000","2013","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",107276,71166,11936,280,16141,78,3103,4572,576,3996,"Cambridge city, Massachusetts",48,3334,2663,213,2745,116,1131,1513,333,1497
"G25023000","2013","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",88686,75638,3954,0,1770,221,2637,4466,703,3763,"Fall River city, Massachusetts",45,2731,1512,203,1222,344,1566,1444,542,1349
"G25024960","2013","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",70448,52142,5823,143,4248,0,4089,4003,744,3259,"Framingham CDP, Massachusetts",33,4046,2985,151,1572,203,1898,1744,717,1591
"G25034550","2013","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",77665,36041,7887,90,2328,0,29819,1500,629,871,"Lawrence city, Massachusetts",36,5081,2903,149,1070,203,5426,712,432,603
"G25037000","2013","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",108868,60912,7124,175,22296,0,14510,3851,1026,2825,"Lowell city, Massachusetts",35,6013,2359,197,5904,203,4206,1073,550,1032
"G25037490","2013","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",91595,46199,12519,0,6333,335,20228,5981,1722,4259,"Lynn city, Massachusetts",34,3984,2141,203,1923,277,4061,2107,1054,2026
"G25045000","2013","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",95079,68959,3364,361,1214,0,18395,2786,1554,1232,"New Bedford city, Massachusetts",28,3048,907,402,801,203,3083,787,827,485
"G25045560","2013","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",87977,68877,3048,71,11979,0,553,3449,423,3026,"Newton city, Massachusetts",36,2920,1507,100,2839,203,286,1281,407,1234
"G25055745","2013","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",93490,63629,4686,0,22330,0,792,2053,294,1759,"Quincy city, Massachusetts",29,3056,1909,203,2889,203,566,792,347,709
"G25062535","2013","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",78814,64233,3853,201,5483,42,1886,3116,356,2760,"Somerville city, Massachusetts",36,3107,1489,212,2062,84,2016,1023,315,1014
"G25067000","2013","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",153694,80788,36120,1266,3518,52,27369,4581,468,4113,"Springfield city, Massachusetts",47,4880,3492,811,1690,107,4785,1561,283,1564
"G25082000","2013","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",182538,129201,25562,501,11456,213,7014,8591,855,7736,"Worcester city, Massachusetts",44,4619,3180,361,2607,229,2665,2903,601,2895
"G26003000","2013","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",117034,85137,11131,231,14840,0,559,5136,642,4494,"Ann Arbor city, Michigan",43,3085,2654,244,1646,168,314,1295,557,1174
"G26021000","2013","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",95888,86788,3922,0,2154,0,372,2652,387,2265,"Dearborn city, Michigan",35,2274,1380,168,1228,168,352,1008,472,863
"G26022000","2013","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",688740,88347,553258,2436,9072,116,23965,11546,1214,10332,"Detroit city, Michigan",70,6427,5195,880,2990,149,3921,2221,706,1977
"G26027440","2013","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",81293,55308,16453,62,7272,0,470,1728,98,1630,"Farmington Hills city, Michigan",31,3142,2779,99,1899,168,465,1021,128,1015
"G26029000","2013","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",99758,39170,54234,341,352,23,1272,4366,745,3621,"Flint city, Michigan",32,3740,3776,329,382,37,836,1659,881,1220
"G26034000","2013","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",192285,134449,39821,794,2740,49,5955,8477,1411,7066,"Grand Rapids city, Michigan",46,4201,4382,498,815,88,2377,2473,781,2400
"G26042160","2013","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",75542,48603,17435,388,2186,0,848,6082,125,5957,"Kalamazoo city, Michigan",36,2576,2610,386,1128,168,596,1887,192,1888
"G26046000","2013","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",114113,71643,22961,516,4503,70,3649,10771,822,9949,"Lansing city, Michigan",1644,3297,2793,335,1615,88,1236,2830,616,2788
"G26049000","2013","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",95212,86390,3489,305,3372,0,42,1614,0,1614,"Livonia city, Michigan",37,1963,1026,296,1485,168,68,598,168,598
"G26069035","2013","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",72957,61440,2302,207,7178,0,459,1371,0,1371,"Rochester Hills city, Michigan",29,2531,1434,185,2397,168,470,741,168,741
"G26074900","2013","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",73012,17783,52461,30,406,0,75,2257,113,2144,"Southfield city, Michigan",34,2949,3066,51,338,168,85,1034,144,1023
"G26076460","2013","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",131204,112832,5499,0,8300,301,122,4150,170,3980,"Sterling Heights city, Michigan",73,3309,2023,168,2354,479,120,1483,281,1446
"G26080700","2013","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",82822,60413,2613,27,18030,0,705,1034,42,992,"Troy city, Michigan",34,3032,1005,44,2819,168,891,478,71,485
"G26084000","2013","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",134875,99806,20694,657,9960,0,350,3408,202,3206,"Warren city, Michigan",31,4151,3090,556,2719,168,380,1328,209,1263
"G26086000","2013","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",82586,65526,12514,188,1989,0,285,2084,0,2084,"Westland city, Michigan",37,2976,2659,254,1086,168,414,749,168,749
"G26088940","2013","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",74114,62486,2991,230,2103,0,3229,3075,148,2927,"Wyoming city, Michigan",55,2752,1188,268,1181,168,2017,1272,183,1271
"G27006616","2013","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",86321,68804,8739,189,3568,0,1941,3080,623,2457,"Bloomington city, Minnesota",30,2988,2462,236,1197,145,1230,1057,565,982
"G27007966","2013","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",78373,40382,21184,357,12445,126,1723,2156,350,1806,"Brooklyn Park city, Minnesota",26,3923,4277,362,3839,167,1194,1112,332,964
"G27017000","2013","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",86125,77172,2855,2017,1517,16,121,2427,39,2388,"Duluth city, Minnesota",22,1124,625,858,527,35,91,699,76,695
"G27017288","2013","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",65453,51203,6500,613,4524,0,489,2124,230,1894,"Eagan city, Minnesota",28,2175,1970,656,1143,145,625,922,278,827
"G27040166","2013","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",65406,56878,1611,0,5390,0,809,718,0,718,"Maple Grove city, Minnesota",33,2473,981,145,1891,145,622,468,145,468
"G27043000","2013","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",400079,256874,72382,4097,24860,104,19572,22190,2112,20078,"Minneapolis city, Minnesota",50,6783,6040,1162,3868,93,4195,3797,1111,3663
"G27051730","2013","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",73987,59808,5131,95,7128,0,372,1453,169,1284,"Plymouth city, Minnesota",22,3646,2894,126,2461,145,561,558,275,511
"G27054880","2013","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",110731,90673,7429,129,7508,0,1807,3185,313,2872,"Rochester city, Minnesota",44,1570,1194,130,938,145,1346,1000,389,937
"G27056896","2013","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",67754,57224,5951,759,1982,128,277,1433,10,1423,"St. Cloud city, Minnesota",2938,3136,1575,397,815,213,226,671,21,667
"G27058000","2013","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",294873,173335,47597,3727,49270,58,8588,12298,746,11552,"St. Paul city, Minnesota",30,5062,3354,1959,3847,95,2459,2468,553,2385
"G27071428","2013","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",65659,53479,2863,145,5977,189,877,2129,136,1993,"Woodbury city, Minnesota",24,2371,1215,235,1625,314,808,1101,186,1050
"G28029700","2013","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",71022,41865,25250,288,1225,0,558,1836,0,1836,"Gulfport city, Mississippi",43,2933,2410,397,922,208,618,1103,208,1103
"G28036000","2013","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",,,,,,,,,,,"Jackson city, Mississippi",,,,,,,,,,
"G29015670","2013","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",115287,93564,8062,557,7159,77,239,5629,76,5553,"Columbia city, Missouri",42,1775,1655,460,590,130,220,1699,128,1708
"G29035000","2013","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",117246,96025,12532,539,1070,340,3098,3642,496,3146,"Independence city, Missouri",40,4602,4098,469,870,500,2458,1056,545,947
"G29038000","2013","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",467082,278765,131562,2137,12142,1440,25916,15120,2288,12832,"Kansas City city, Missouri",216,6540,5930,1017,1981,833,5034,3159,1204,2905
"G29041348","2013","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",93669,81633,6959,459,2268,352,404,1594,344,1250,"Lee's Summit city, Missouri",702,3417,2440,714,1451,467,299,887,345,790
"G29054074","2013","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",82802,74227,2269,103,4081,0,437,1685,81,1604,"O'Fallon city, Missouri",42,1819,1064,168,1536,184,529,857,138,853
"G29064082","2013","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",67566,58581,5353,38,947,0,162,2485,292,2193,"St. Charles city, Missouri",30,1712,1528,69,539,184,159,1012,357,947
"G29064550","2013","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",,,,,,,,,,,"St. Joseph city, Missouri",,,,,,,,,,
"G29065000","2013","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",318416,147036,152570,830,9272,90,1526,7092,697,6395,"St. Louis city, Missouri",0,1254,1600,397,812,112,681,1825,636,1759
"G29070000","2013","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",164133,143982,7227,1092,3180,177,2505,5970,1210,4760,"Springfield city, Missouri",49,2085,1166,589,810,292,1299,1799,1007,1592
"G30006550","2013","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",109062,96902,779,5940,954,88,1349,3050,0,3050,"Billings city, Montana",33,1872,590,1691,501,120,939,1412,165,1412
"G30050200","2013","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",69116,62876,75,1823,1152,0,295,2895,552,2343,"Missoula city, Montana",27,1642,139,1105,522,165,468,1296,610,1173
"G31028000","2013","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",268743,228457,12271,1930,11326,63,6642,8054,3013,5041,"Lincoln city, Nebraska",29,2418,1191,852,763,109,2425,2291,1829,1157
"G31037000","2013","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",434353,343081,54315,1409,10674,215,11303,13356,1153,12203,"Omaha city, Nebraska",42,3420,2910,507,1529,144,2873,2006,463,1904
"G32023770","2013","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",121164,66439,8923,430,31409,2408,4625,6930,1684,5246,"Enterprise CDP, Nevada",8189,6900,2713,362,5675,1878,1956,2061,933,1834
"G32031900","2013","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",270798,212627,15885,974,23842,1369,6229,9872,1009,8863,"Henderson city, Nevada",58,5086,3502,452,3832,933,2348,2146,727,2101
"G32040000","2013","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",603525,376135,73355,3003,41993,3056,78162,27821,4558,23263,"Las Vegas city, Nevada",130,9940,6977,1224,5333,1099,8463,4057,1722,3482
"G32051800","2013","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",226872,107447,40916,1749,12206,3013,51818,9723,1329,8394,"North Las Vegas city, Nevada",38,7216,5117,1225,2882,1687,7310,2636,876,2348
"G32054600","2013","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",225861,154353,21683,871,15933,1081,20908,11032,1047,9985,"Paradise CDP, Nevada",11851,11038,4140,485,3225,605,5155,2574,587,2520
"G32060600","2013","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",233306,188632,5792,2199,15389,1851,9975,9468,571,8897,"Reno city, Nevada",57,4508,1572,819,2687,697,3204,2322,398,2268
"G32068400","2013","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",93281,74331,3229,1471,4821,125,5856,3448,549,2899,"Sparks city, Nevada",36,3593,1520,717,1886,220,2740,1230,535,1092
"G32068585","2013","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",188025,108212,21887,1613,35258,1895,11096,8064,1509,6555,"Spring Valley CDP, Nevada",11693,8394,4926,991,5049,1229,3815,1986,1266,1673
"G32071400","2013","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",181454,102938,22208,711,9590,1257,36714,8036,2187,5849,"Sunrise Manor CDP, Nevada",8987,7197,3798,508,3226,1121,6578,1824,1098,1484
"G33045140","2013","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",110369,94904,4420,74,5583,0,2418,2970,61,2909,"Manchester city, New Hampshire",41,2867,1839,98,1811,185,1520,1395,101,1362
"G33050260","2013","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",87138,71471,2414,85,7277,0,1626,4265,452,3813,"Nashua city, New Hampshire",24,2743,1847,103,1513,185,1002,1545,464,1536
"G34003580","2013","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",65024,45606,6327,423,6438,0,3726,2504,673,1831,"Bayonne city, New Jersey",26,2994,1904,450,2180,200,1678,1013,662,764
"G34010000","2013","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",76903,9927,42232,0,2875,0,18892,2977,867,2110,"Camden city, New Jersey",27,2152,3792,200,1461,200,3726,1561,623,1377
"G34013690","2013","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",85379,63554,3903,192,8540,0,6686,2504,848,1656,"Clifton city, New Jersey",42,3361,1987,192,1977,200,2802,1258,671,1006
"G34019390","2013","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",64543,2127,59132,275,679,0,1724,606,59,547,"East Orange city, New Jersey",22,827,1592,290,611,200,1038,628,99,607
"G34021000","2013","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",127552,63344,22864,583,1328,0,35302,4131,891,3240,"Elizabeth city, New Jersey",37,4657,3906,517,962,200,4801,2116,676,2072
"G34036000","2013","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",257345,95797,64138,349,62433,0,25966,8662,2857,5805,"Jersey City city, New Jersey",37,6182,2871,254,3925,200,5243,2418,1165,1960
"G34051000","2013","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",278436,62772,142789,1688,2631,43,57990,10523,3688,6835,"Newark city, New Jersey",42,5319,4445,936,742,84,5820,3397,1567,3157
"G34056550","2013","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",70876,41508,9800,1619,2201,126,8879,6743,844,5899,"Passaic city, New Jersey",39,3800,2476,1432,1142,212,2442,2902,778,2856
"G34057000","2013","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",145952,47426,48455,182,7770,0,32623,9496,927,8569,"Paterson city, New Jersey",30,5661,3750,220,1771,200,4051,3701,568,3636
"G34073110","2013","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",89957,80641,2654,335,4691,0,616,1020,0,1020,"Toms River CDP, New Jersey",591,3032,1706,458,2181,200,438,803,200,803
"G34074000","2013","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",84344,19730,46257,148,1693,0,15240,1276,712,564,"Trenton city, New Jersey",36,3586,2819,200,1136,200,3681,745,632,374
"G34074630","2013","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",68248,43541,4532,984,1558,0,15985,1648,872,776,"Union City city, New Jersey",25,3709,1602,1375,654,200,3050,788,648,444
"G35002000","2013","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",556489,434500,19847,21926,15513,642,43680,20381,4547,15834,"Albuquerque city, New Mexico",45,7869,2190,2204,2076,445,6256,3255,1245,2902
"G35039380","2013","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",101317,87633,2195,1904,961,0,3456,5168,1811,3357,"Las Cruces city, New Mexico",32,2650,792,646,783,195,2029,2054,1392,1619
"G35063460","2013","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",91928,75931,2121,1493,1698,44,4879,5762,1179,4583,"Rio Rancho city, New Mexico",69,2563,536,839,434,72,1607,2198,809,2044
"G35070500","2013","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",69969,57433,438,1570,1112,155,6698,2563,543,2020,"Santa Fe city, New Mexico",30,2182,336,680,465,175,2143,899,659,667
"G36001000","2013","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",98441,57073,27932,63,7270,281,1499,4323,226,4097,"Albany city, New York",59,3099,2457,66,1926,462,855,1548,233,1541
"G36011000","2013","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",258945,123198,96248,829,10830,17,17430,10393,2387,8006,"Buffalo city, New York",66,5186,3683,422,2527,37,2718,2602,1161,2333
"G36015000","2013","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",74338,62765,8312,96,1313,0,340,1512,199,1313,"Cheektowaga CDP, New York",2084,2873,2041,120,862,193,302,789,271,835
"G36049121","2013","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",68218,16862,44129,193,1462,0,3612,1960,581,1379,"Mount Vernon city, New York",32,3375,3612,235,826,193,1496,861,535,675
"G36050617","2013","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",79453,52248,14293,0,3755,0,7027,2130,891,1239,"New Rochelle city, New York",39,3865,2657,193,1587,193,2623,928,622,601
"G36051000","2013","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",8405837,3659632,2070401,30380,1133042,5908,1249233,257241,78841,178400,"New York city, New York",0,25254,14193,4160,7969,2086,25642,14938,7302,12016
"G36063000","2013","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",210345,95512,86081,1720,5119,325,13284,8304,1910,6394,"Rochester city, New York",54,4514,4540,795,1638,392,2806,2174,1098,1744
