GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGXGE001,AGXGE002,AGXGE003,AGXGE004,AGXGE005,AGXGE006,AGXGE007,AGXGE008,AGXGE009,AGXGE010,NAME_M,AGXGM001,AGXGM002,AGXGM003,AGXGM004,AGXGM005,AGXGM006,AGXGM007,AGXGM008,AGXGM009,AGXGM010
"G19012000","2017","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",132240,110013,11145,251,3848,456,3187,3340,0,3340,"Cedar Rapids city, Iowa",53,2919,1728,345,1198,656,2103,1757,163,1757
"G19019000","2017","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",102314,84720,10765,348,2699,0,274,3508,65,3443,"Davenport city, Iowa",31,1691,1680,379,806,163,266,1083,110,1091
"G19021000","2017","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",217508,158470,22848,862,17604,307,7261,10156,756,9400,"Des Moines city, Iowa",216,3857,3169,432,2342,339,2575,2439,518,2361
"G19038595","2017","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",75788,60817,5082,65,6623,0,650,2551,427,2124,"Iowa City city, Iowa",38,2154,1731,91,1294,163,505,1234,460,1086
"G19073335","2017","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",84034,69598,3248,2446,2845,584,2145,3168,84,3084,"Sioux City city, Iowa",2405,2951,1303,1221,353,682,1415,1198,109,1191
"G19082425","2017","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",67588,51144,10773,175,1559,212,1088,2637,97,2540,"Waterloo city, Iowa",21,1697,1198,174,690,244,1196,900,157,910
"G20036000","2017","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",155031,89973,35200,691,6809,0,14042,8316,1130,7186,"Kansas City city, Kansas",2237,3856,1662,505,1048,177,3450,1969,675,1734
"G20038900","2017","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",95000,76085,4424,2940,6367,0,492,4692,120,4572,"Lawrence city, Kansas",3321,3266,919,471,892,177,319,1532,148,1528
"G20052575","2017","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",137500,115688,8912,415,6555,70,1479,4381,362,4019,"Olathe city, Kansas",109,3387,2352,395,2575,116,886,1571,315,1520
"G20053775","2017","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",191263,157658,9203,1703,16290,210,2697,3502,214,3288,"Overland Park city, Kansas",69,3071,1886,835,2623,357,1303,1280,218,1258
"G20064500","2017","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",,,,,,,,,,,"Shawnee city, Kansas",,,,,,,,,,
"G20071000","2017","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",126588,99349,14888,720,2264,0,3856,5511,550,4961,"Topeka city, Kansas",25,2172,1234,515,794,177,1996,1372,423,1240
"G20079000","2017","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",390599,279723,43005,1951,19548,659,26641,19072,1374,17698,"Wichita city, Kansas",53,6224,3089,711,1891,854,5004,3308,736,3237
"G21008902","2017","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",67067,49671,7621,0,3129,1532,1894,3220,386,2834,"Bowling Green city, Kentucky",22,2154,1515,195,1260,1202,1214,1497,267,1434
"G21046027","2017","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",321959,243170,46595,814,11729,145,7537,11969,1352,10617,"Lexington-Fayette urban county, Kentucky",0,3150,2295,581,1182,234,3072,2771,1104,2555
"G21048006","2017","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",621337,430744,149461,909,18182,285,7598,14158,798,13360,"Louisville/Jefferson County metro government (balance), Kentucky",71,5028,4449,622,1652,185,3255,2579,593,2621
"G22005000","2017","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",225370,88963,121365,1111,7850,267,2587,3227,83,3144,"Baton Rouge city, Louisiana",35,6130,5948,973,2232,451,1888,1318,150,1313
"G22008920","2017","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",68564,44446,20091,307,843,114,826,1937,148,1789,"Bossier City city, Louisiana",40,2855,2723,270,456,179,767,999,180,951
"G22039475","2017","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",67464,41165,17984,0,2395,0,3755,2165,945,1220,"Kenner city, Louisiana",53,3488,3384,214,1214,214,2330,994,754,663
"G22040735","2017","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",126847,76388,42310,270,4003,0,1371,2505,267,2238,"Lafayette city, Louisiana",29,5167,4316,311,1688,214,1444,1469,421,1378
"G22041155","2017","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",77125,37445,36492,49,1931,0,401,807,0,807,"Lake Charles city, Louisiana",37,3476,3386,81,960,214,324,539,214,539
"G22050115","2017","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",146847,115612,16061,371,6835,0,6335,1633,87,1546,"Metairie CDP, Louisiana",6987,5705,4152,357,1817,214,2526,971,104,967
"G22055000","2017","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",393292,133124,234026,597,11587,28,5578,8352,592,7760,"New Orleans city, Louisiana",0,1574,1891,356,620,48,1418,1720,350,1695
"G22070000","2017","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",191715,67308,113251,1039,3320,0,1238,5559,165,5394,"Shreveport city, Louisiana",812,2151,3664,441,367,214,778,3238,125,3244
"G23060545","2017","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",66878,55865,7045,144,2281,0,420,1123,183,940,"Portland city, Maine",26,1825,1287,191,996,175,481,547,181,514
"G24004000","2017","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",611648,183988,383508,2347,16415,128,10553,14709,1876,12833,"Baltimore city, Maryland",0,3259,3430,1173,760,151,3560,2886,884,2681
"G24007125","2017","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"16000US2407125","Bethesda CDP, Maryland",68297,54271,4860,6,6945,0,437,1778,220,1558,"Bethesda CDP, Maryland",4732,4559,1690,13,1972,203,358,921,310,847
"G24019125","2017","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",103709,52035,30334,1197,12689,0,1958,5496,116,5380,"Columbia CDP, Maryland",6275,4712,4702,569,2446,203,1377,1691,177,1668
"G24026000","2017","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",76727,44377,6441,99,21104,0,1354,3352,101,3251,"Ellicott City CDP, Maryland",5543,3973,3157,168,3251,203,1254,1229,180,1204
"G24030325","2017","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",71397,48471,10174,172,5363,0,2436,4781,1289,3492,"Frederick city, Maryland",49,3294,2383,197,1286,203,1790,1736,953,1321
"G24031175","2017","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",68721,29627,11718,316,10980,0,13530,2550,855,1695,"Gaithersburg city, Maryland",42,3804,3246,297,2154,203,4574,1309,868,985
"G24032025","2017","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",95711,41630,23897,409,20023,0,5772,3980,505,3475,"Germantown CDP, Maryland",8360,6063,4783,686,3652,203,3427,1380,770,1211
"G24032650","2017","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",70108,40118,19348,0,4224,163,3209,3046,0,3046,"Glen Burnie CDP, Maryland",6782,4984,4614,203,1610,268,2401,1353,203,1353
"G24067675","2017","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",68400,36687,6827,466,14831,0,6379,3210,286,2924,"Rockville city, Maryland",30,3731,2371,603,2099,203,3520,1195,283,1167
"G24072450","2017","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",80265,34516,23144,481,5146,0,14770,2208,27,2181,"Silver Spring CDP, Maryland",7556,3926,4325,374,1953,203,4118,816,46,814
"G24081175","2017","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",69519,23841,38545,354,2900,57,411,3411,37,3374,"Waldorf CDP, Maryland",4698,2495,3923,265,1317,98,535,1162,66,1151
"G25007000","2017","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",683015,360756,176868,2133,66207,40,49104,27907,1770,26137,"Boston city, Massachusetts",2627,6838,5483,985,2131,65,6083,4167,713,4124
"G25009000","2017","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",95664,32762,39480,485,2163,0,17559,3215,2425,790,"Brockton city, Massachusetts",38,3322,4184,431,1060,210,4356,1938,1625,640
"G25011000","2017","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",113631,76656,11826,58,19018,87,1866,4120,590,3530,"Cambridge city, Massachusetts",30,3677,2851,71,3196,122,820,916,367,870
"G25023000","2017","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",89415,67839,9721,0,2046,0,6299,3510,678,2832,"Fall River city, Massachusetts",31,3610,3589,210,1149,210,2213,978,611,849
"G25024960","2017","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",72045,49786,8305,514,5038,0,7081,1321,295,1026,"Framingham CDP, Massachusetts",52,4303,4465,609,1792,210,2921,682,295,591
"G25034550","2017","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",80183,63108,3103,271,432,0,10607,2662,1462,1200,"Lawrence city, Massachusetts",50,3525,1447,291,432,210,2545,1437,1092,899
"G25037000","2017","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",111343,69623,7526,825,28244,67,3607,1451,430,1021,"Lowell city, Massachusetts",35,5700,2868,974,5825,111,2240,617,289,542
"G25037490","2017","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",94064,48700,13404,463,6558,0,19819,5120,254,4866,"Lynn city, Massachusetts",35,3932,2811,473,1560,210,4790,2160,201,2152
"G25045000","2017","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",95110,61843,5578,0,2029,0,20309,5351,2786,2565,"New Bedford city, Massachusetts",41,3703,1697,210,1147,210,3043,1860,1484,1180
"G25045560","2017","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",88989,67804,3299,0,13305,0,989,3592,348,3244,"Newton city, Massachusetts",30,3617,1777,210,3046,210,734,1586,251,1568
"G25055745","2017","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",94165,52409,4592,69,32865,365,1830,2035,526,1509,"Quincy city, Massachusetts",28,3691,2138,125,3131,607,1217,993,624,815
"G25062535","2017","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",81361,62971,6214,0,7605,4,1671,2896,238,2658,"Somerville city, Massachusetts",28,3159,2541,210,1929,10,1145,1640,281,1577
"G25067000","2017","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",154763,103166,33235,1021,2832,56,8526,5927,1555,4372,"Springfield city, Massachusetts",30,4505,3382,1020,1439,90,2671,2261,1274,1633
"G25082000","2017","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",185685,129300,24025,1788,12612,55,7942,9963,1722,8241,"Worcester city, Massachusetts",44,5587,3677,1330,2545,99,2799,2310,851,2224
"G26003000","2017","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",121461,85136,8567,326,22374,0,261,4797,125,4672,"Ann Arbor city, Michigan",64,2777,1841,280,1922,170,184,1373,160,1362
"G26021000","2017","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",94497,84918,3477,40,1938,0,205,3919,43,3876,"Dearborn city, Michigan",33,2351,1351,72,1171,170,226,1901,70,1896
"G26022000","2017","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",673103,97402,532057,2656,11938,134,17637,11279,807,10472,"Detroit city, Michigan",39,7056,6579,1248,2909,164,3887,2637,395,2561
"G26027440","2017","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",81048,50870,14166,166,13445,30,357,2014,481,1533,"Farmington Hills city, Michigan",29,3073,2629,204,2380,53,394,958,778,693
"G26029000","2017","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",96439,36807,51514,790,1229,0,1096,5003,203,4800,"Flint city, Michigan",43,3175,3364,825,677,170,943,1857,230,1842
"G26034000","2017","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",198811,131052,39083,631,7056,0,11628,9361,1469,7892,"Grand Rapids city, Michigan",72,4983,4017,489,2608,170,3638,2353,810,2219
"G26042160","2017","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",75802,52529,16826,43,1785,0,217,4402,166,4236,"Kalamazoo city, Michigan",32,2498,2335,63,648,170,207,1670,160,1652
"G26046000","2017","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",115451,70081,26706,692,6457,0,2622,8893,727,8166,"Lansing city, Michigan",1339,3316,4047,388,1803,170,1099,2140,476,2135
"G26049000","2017","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",94108,84937,4907,56,2541,0,154,1513,128,1385,"Livonia city, Michigan",26,1592,1442,91,931,170,199,625,212,605
"G26069035","2017","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",74198,60712,2413,136,8020,0,469,2448,83,2365,"Rochester Hills city, Michigan",35,1743,1037,160,1420,170,416,815,139,824
"G26074900","2017","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",73203,15034,51991,36,1513,0,954,3675,554,3121,"Southfield city, Michigan",35,2472,2909,54,718,170,801,1530,568,1312
"G26076460","2017","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",132628,108981,8139,402,9319,0,3990,1797,411,1386,"Sterling Heights city, Michigan",33,4007,2576,372,2344,170,2431,889,503,766
"G26080700","2017","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",83826,57206,3109,405,21178,0,368,1560,327,1233,"Troy city, Michigan",55,3012,1635,383,2658,170,283,736,415,610
"G26084000","2017","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",135029,91620,27976,38,12584,80,561,2170,63,2107,"Warren city, Michigan",38,4566,3761,63,3054,170,311,943,108,923
"G26086000","2017","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",81750,59182,14468,623,3353,0,835,3289,0,3289,"Westland city, Michigan",34,3263,3221,565,1264,170,581,1456,170,1456
"G26088940","2017","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",75938,56169,4524,717,1555,139,7139,5695,552,5143,"Wyoming city, Michigan",23,3089,1557,414,1027,230,2677,2072,516,2019
"G27006616","2017","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",85863,64527,11314,85,3708,0,2374,3855,768,3087,"Bloomington city, Minnesota",30,4047,4212,108,1266,153,1796,1431,940,1250
"G27007966","2017","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",80573,37054,22323,612,15905,0,1280,3399,379,3020,"Brooklyn Park city, Minnesota",43,3866,3581,897,3925,153,1342,1340,445,1115
"G27017000","2017","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",86048,77606,1874,1667,1127,60,390,3324,159,3165,"Duluth city, Minnesota",63,1345,547,727,476,127,443,923,162,926
"G27017288","2017","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",66623,49683,7637,32,6322,289,923,1737,24,1713,"Eagan city, Minnesota",26,2732,2344,53,1450,454,755,770,39,773
"G27040166","2017","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",71069,55995,7225,240,4497,0,636,2476,399,2077,"Maple Grove city, Minnesota",27,4130,3859,273,1893,153,577,1236,649,1078
"G27043000","2017","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",422326,265357,76107,7272,27118,81,28431,17960,1968,15992,"Minneapolis city, Minnesota",38,7088,5670,1791,3303,142,4430,2607,1001,2334
"G27051730","2017","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",78388,64168,4107,678,7139,0,40,2256,163,2093,"Plymouth city, Minnesota",32,2672,1769,566,1846,153,67,817,189,752
"G27054880","2017","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",115733,92692,9459,329,7560,0,887,4806,336,4470,"Rochester city, Minnesota",29,1132,1323,282,1185,153,441,1536,393,1588
"G27056896","2017","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",65403,51348,9253,394,1987,0,285,2136,28,2108,"St. Cloud city, Minnesota",1792,2647,1913,323,950,153,301,867,59,857
"G27058000","2017","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",306604,171021,52354,2382,61082,123,7794,11848,1111,10737,"St. Paul city, Minnesota",66,4992,3241,1029,3822,119,2009,2227,655,2095
"G27071428","2017","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",69755,55898,4404,236,7101,9,288,1819,101,1718,"Woodbury city, Minnesota",23,2479,2074,289,1963,18,497,920,166,926
"G28029700","2017","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",71812,40391,28821,596,292,0,592,1120,194,926,"Gulfport city, Mississippi",47,3248,3404,577,305,217,558,499,200,471
"G28036000","2017","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",,,,,,,,,,,"Jackson city, Mississippi",,,,,,,,,,
"G29015670","2017","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",121720,92780,13174,437,7066,1769,794,5700,534,5166,"Columbia city, Missouri",21,1283,2455,284,1231,2212,555,2426,504,2400
"G29035000","2017","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",117308,89404,6683,923,1383,1527,13932,3456,190,3266,"Independence city, Missouri",33,4644,2499,672,902,930,3963,1508,259,1487
"G29038000","2017","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",488825,293200,139386,2850,15452,647,20633,16657,1331,15326,"Kansas City city, Missouri",90,6127,6199,1294,1953,930,4356,2810,884,2668
"G29041348","2017","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",97101,85727,5690,174,2185,80,1066,2179,0,2179,"Lee's Summit city, Missouri",532,3088,2307,216,1232,145,1156,1004,190,1004
"G29054074","2017","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",87578,79044,2341,0,2964,0,0,3229,401,2828,"O'Fallon city, Missouri",69,2655,1400,190,1386,190,190,1551,482,1475
"G29064082","2017","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",70335,60311,4562,72,1806,0,186,3398,228,3170,"St. Charles city, Missouri",36,2203,1742,147,850,190,246,1391,261,1402
"G29064550","2017","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",76643,65430,3591,270,959,1209,2501,2683,209,2474,"St. Joseph city, Missouri",1802,2516,1156,219,497,1385,1712,1027,232,1010
"G29065000","2017","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",308626,142956,144539,1196,10477,0,3537,5921,787,5134,"St. Louis city, Missouri",0,1561,1385,718,895,190,1450,1498,427,1468
"G29070000","2017","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",167376,148924,6072,1000,3879,384,935,6182,154,6028,"Springfield city, Missouri",28,2058,1105,702,1499,576,540,1688,249,1680
"G30006550","2017","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",109642,96903,1174,4263,893,579,1149,4681,440,4241,"Billings city, Montana",27,1942,518,1525,203,695,926,1220,459,1133
"G30050200","2017","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",73338,68104,106,1033,1424,0,275,2396,0,2396,"Missoula city, Montana",22,1292,139,939,532,174,264,1034,174,1034
"G31028000","2017","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",284734,241622,11717,2053,14122,174,4069,10977,903,10074,"Lincoln city, Nebraska",20,2413,1206,600,1222,148,2140,1886,531,1822
"G31037000","2017","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",466903,365552,57454,2358,17470,312,8153,15604,929,14675,"Omaha city, Nebraska",49,3895,2935,765,1868,143,1829,2601,475,2593
"G32023770","2017","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",168011,90654,17653,161,37983,2445,9173,9942,1084,8858,"Enterprise CDP, Nevada",10609,8475,4728,161,6284,1731,2895,2436,504,2367
"G32031900","2017","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",302535,228746,19170,612,32103,703,8967,12234,1136,11098,"Henderson city, Nevada",40,7286,4376,365,4953,538,2664,2898,825,2691
"G32040000","2017","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",641708,398287,68390,5423,45490,5832,88376,29910,6034,23876,"Las Vegas city, Nevada",135,10859,6787,2076,5124,1988,9075,4282,1795,3668
"G32051800","2017","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",242949,124071,51743,1956,18558,736,32522,13363,1248,12115,"North Las Vegas city, Nevada",90,7712,6239,1463,4007,534,4880,3216,609,3247
"G32054600","2017","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",235123,113030,28737,1584,31043,2169,46118,12442,2489,9953,"Paradise CDP, Nevada",12394,7803,6400,1249,5186,1206,7218,2528,1122,2191
"G32060600","2017","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",248860,184947,7791,2949,16988,2309,21520,12356,1655,10701,"Reno city, Nevada",45,5279,1455,1386,2058,787,4756,2701,865,2477
"G32068400","2017","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",100878,77994,1341,1878,6289,44,6433,6899,1895,5004,"Sparks city, Nevada",48,3635,597,869,1627,79,2563,2527,1336,2354
