GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G53035415","2018","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",129613,62079,17988,458,21172,3651,14874,9391,713,8678,"Kent city, Washington",43,5486,4854,484,4287,2594,5684,2672,602,2547
"G53035940","2018","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",89557,68636,579,488,12458,0,2587,4809,622,4187,"Kirkland city, Washington",32,3021,429,405,2291,204,1877,1435,470,1384
"G53043955","2018","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",69765,55733,1223,752,5979,998,1000,4080,467,3613,"Marysville city, Washington",53,4473,633,598,3667,885,774,1606,669,1471
"G53053545","2018","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",71727,48344,2448,1747,2415,0,11550,5223,900,4323,"Pasco city, Washington",4396,5358,2278,1900,1010,204,3952,2688,717,2521
"G53057535","2018","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"16000US5357535","Redmond city, Washington",67680,38497,1413,412,23119,0,1730,2509,579,1930,"Redmond city, Washington",35,3520,818,456,3071,204,1542,960,667,850
"G53057745","2018","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",102152,48248,9496,582,26987,1763,8606,6470,210,6260,"Renton city, Washington",28,4313,3409,666,4055,1819,3513,1803,264,1807
"G53061115","2018","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"16000US5361115","Sammamish city, Washington",,,,,,,,,,,"Sammamish city, Washington",,,,,,,,,,
"G53063000","2018","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",744949,498504,50578,4023,115719,1388,19159,55578,3033,52545,"Seattle city, Washington",48,9132,7442,1274,7294,657,5102,5779,1048,5500
"G53067000","2018","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",219197,185895,5231,2886,4604,2159,5984,12438,1843,10595,"Spokane city, Washington",39,3480,1855,1067,1314,1003,2386,2359,947,2209
"G53067167","2018","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",99703,87570,2112,1840,1431,157,958,5635,0,5635,"Spokane Valley city, Washington",26,2645,1193,1104,886,188,1138,2005,204,2005
"G53070000","2018","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",216271,142454,20374,3920,20435,2902,4307,21879,1501,20378,"Tacoma city, Washington",48,5360,3373,1327,2992,1212,1685,3609,755,3633
"G53074060","2018","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",183017,148545,3844,847,9832,2141,7321,10487,458,10029,"Vancouver city, Washington",39,4346,1143,586,2127,1739,3338,1774,311,1727
"G53080010","2018","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",93874,70046,930,2038,823,114,16601,3322,1180,2142,"Yakima city, Washington",47,4605,467,1416,440,180,4094,1424,801,1152
"G55002375","2018","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",74345,63806,3222,190,3947,0,1389,1791,196,1595,"Appleton city, Wisconsin",2181,2773,1118,198,1889,151,978,817,324,739
"G55022300","2018","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",68256,61354,596,0,4894,0,100,1312,308,1004,"Eau Claire city, Wisconsin",662,1327,349,151,1008,151,193,560,365,467
"G55031000","2018","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",104880,82731,4609,3719,4859,213,3875,4874,744,4130,"Green Bay city, Wisconsin",27,3098,1142,1148,1564,236,1951,1589,553,1443
"G55039225","2018","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",100151,78421,11042,414,2674,83,2583,4934,380,4554,"Kenosha city, Wisconsin",49,1724,1718,258,674,140,1601,1820,209,1790
"G55048000","2018","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",258034,201826,20865,1411,23594,0,2033,8305,983,7322,"Madison city, Wisconsin",81,3525,2610,775,2622,151,995,2055,709,1976
"G55053000","2018","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",592002,255565,225047,2859,25525,268,58407,24331,4731,19600,"Milwaukee city, Wisconsin",85,7329,6060,921,2816,132,5970,3282,1327,3105
"G55060500","2018","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",66737,60144,2653,311,2174,0,44,1411,0,1411,"Oshkosh city, Wisconsin",36,1503,810,232,1031,151,73,716,151,716
"G55066000","2018","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",77434,52958,18363,169,897,71,2344,2632,349,2283,"Racine city, Wisconsin",26,2300,2078,232,652,115,1260,1177,340,1136
"G55084250","2018","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",72549,65395,2539,186,3158,0,278,993,162,831,"Waukesha city, Wisconsin",30,1475,1074,271,1044,151,277,448,186,406
"G72006593","2018","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",155832,110054,16637,50,155,0,7140,21796,735,21061,"Bayamón zona urbana, Puerto Rico",2766,5118,2720,78,151,228,2115,3671,436,3646
"G72010334","2018","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",,,,,,,,,,,"Caguas zona urbana, Puerto Rico",,,,,,,,,,
"G72014290","2018","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",133734,74813,19435,0,505,0,36221,2760,912,1848,"Carolina zona urbana, Puerto Rico",2938,4761,3439,228,441,228,4316,1438,815,1273
"G72032522","2018","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",67294,50632,5085,36,121,0,5934,5486,578,4908,"Guaynabo zona urbana, Puerto Rico",3865,4485,2165,64,212,228,2551,2709,604,2559
"G72063820","2018","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",107947,89255,7640,407,90,0,8691,1864,161,1703,"Ponce zona urbana, Puerto Rico",3129,3996,2109,476,142,228,1930,987,112,972
"G72076770","2018","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",309990,197005,42908,1089,1040,183,53152,14613,1779,12834,"San Juan zona urbana, Puerto Rico",3106,7242,4873,535,840,187,6137,3138,750,2984
