GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G18023278","2018","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",93790,78320,5469,0,6334,175,325,3167,452,2715,"Fishers city, Indiana",1945,3519,2200,198,2202,297,513,1678,454,1642
"G18025000","2018","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",264170,185587,41659,574,13661,432,8873,13384,1144,12240,"Fort Wayne city, Indiana",3976,4605,3121,354,1885,555,2265,3491,773,3499
"G18027000","2018","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",69602,10393,53235,71,146,0,2704,3053,987,2066,"Gary city, Indiana",3825,2783,4629,88,178,198,1854,1127,606,896
"G18031000","2018","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",75806,37786,13734,267,335,0,21927,1757,574,1183,"Hammond city, Indiana",43,3395,3015,275,275,198,3301,786,419,622
"G18036003","2018","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",864131,511051,254710,1966,32312,534,36644,26914,4287,22627,"Indianapolis city (balance), Indiana",3790,7255,5084,869,2023,497,5847,5321,1855,4928
"G18040788","2018","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",72393,60658,6223,263,1326,0,1832,2091,0,2091,"Lafayette city, Indiana",2923,3604,1439,321,807,198,1066,1332,198,1332
"G18051876","2018","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",70178,59161,7727,78,1330,0,114,1768,211,1557,"Muncie city, Indiana",1954,2080,827,99,517,198,191,798,328,752
"G18054180","2018","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"16000US1854180","Noblesville city, Indiana",,,,,,,,,,,"Noblesville city, Indiana",,,,,,,,,,
"G18071000","2018","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",103869,63862,27568,398,1870,38,5735,4398,1048,3350,"South Bend city, Indiana",3384,3930,2819,451,694,66,1688,1258,509,1182
"G19001855","2018","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",67155,53514,1176,93,7902,0,1352,3118,186,2932,"Ames city, Iowa",19,1280,777,144,822,163,857,1020,281,995
"G19002305","2018","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"16000US1902305","Ankeny city, Iowa",,,,,,,,,,,"Ankeny city, Iowa",,,,,,,,,,
"G19012000","2018","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",133169,108489,13243,305,4973,586,995,4578,302,4276,"Cedar Rapids city, Iowa",28,1399,2074,320,677,970,556,1712,291,1621
"G19019000","2018","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",102080,82594,10356,471,2837,175,1007,4640,0,4640,"Davenport city, Iowa",27,2320,2260,462,1065,264,728,1759,163,1759
"G19021000","2018","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",216993,162746,24112,563,15057,0,5189,9326,1257,8069,"Des Moines city, Iowa",316,4803,3295,257,2668,163,2290,2538,914,2309
"G19038595","2018","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",76291,57333,6640,134,6546,250,3581,1807,21,1786,"Iowa City city, Iowa",20,2433,1773,151,1510,453,2266,1055,43,1053
"G19073335","2018","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",82762,70635,4374,1873,2499,137,734,2510,881,1629,"Sioux City city, Iowa",2643,2611,492,251,556,153,435,1236,976,701
"G19082425","2018","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",67797,51040,12473,572,1088,79,955,1590,80,1510,"Waterloo city, Iowa",20,1771,1117,372,901,129,631,904,100,875
"G19083910","2018","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"16000US1983910","West Des Moines city, Iowa",67127,56848,4691,127,3636,262,112,1451,42,1409,"West Des Moines city, Iowa",3195,4084,2656,172,1649,407,147,982,80,977
"G20036000","2018","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",154361,86325,34052,618,7768,1379,17852,6367,971,5396,"Kansas City city, Kansas",1985,3287,2598,545,1026,1917,2944,2059,813,1704
"G20038900","2018","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",97293,75876,5125,4046,6828,123,1231,4064,329,3735,"Lawrence city, Kansas",31,1217,1111,1397,520,144,517,1224,374,1192
"G20052575","2018","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",139588,119391,8491,296,5461,108,1636,4205,198,4007,"Olathe city, Kansas",74,3004,1903,260,1849,137,1069,1320,178,1305
"G20053775","2018","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",192525,157046,9319,603,17779,128,2588,5062,483,4579,"Overland Park city, Kansas",59,3464,2547,516,2311,151,1850,1501,409,1400
"G20064500","2018","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",65844,58153,2617,0,966,0,1343,2765,155,2610,"Shawnee city, Kansas",35,2026,1216,177,624,177,1381,1168,256,1127
"G20071000","2018","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",125908,99263,13465,2051,2518,73,3002,5536,487,5049,"Topeka city, Kansas",31,2098,1362,497,539,119,1310,1472,358,1443
"G20079000","2018","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",389259,285945,44681,4942,17677,166,20922,14926,1326,13600,"Wichita city, Kansas",46,6284,2799,1972,2534,269,5357,2369,662,2234
"G21008902","2018","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",68393,51701,6492,149,3668,1217,2638,2528,386,2142,"Bowling Green city, Kentucky",35,2248,1788,281,1581,1782,1098,1095,385,1076
"G21046027","2018","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",323780,240762,47626,356,12495,0,9541,13000,2379,10621,"Lexington-Fayette urban county, Kentucky",0,2268,1757,447,1105,197,2272,2424,1082,2038
"G21048006","2018","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",620149,426337,149053,1829,17961,0,11055,13914,1012,12902,"Louisville/Jefferson County metro government (balance), Kentucky",114,4686,4546,715,1654,197,3958,3069,560,3100
"G22005000","2018","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",221606,84217,122315,246,6966,0,3522,4340,151,4189,"Baton Rouge city, Louisiana",45,4714,5144,279,2124,217,1969,1935,210,1926
"G22008920","2018","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",68222,43410,20571,79,942,0,1528,1692,656,1036,"Bossier City city, Louisiana",50,2745,2186,137,601,217,1201,1102,734,679
"G22039475","2018","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",66656,44922,13454,796,2599,0,2414,2471,562,1909,"Kenner city, Louisiana",33,3413,2714,798,1731,217,1241,1366,628,1275
"G22040735","2018","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",126149,80665,38164,467,2684,0,712,3457,384,3073,"Lafayette city, Louisiana",36,4926,5087,437,1053,217,813,1971,579,1836
"G22041155","2018","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",,,,,,,,,,,"Lake Charles city, Louisiana",,,,,,,,,,
"G22050115","2018","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",141114,112695,15003,380,6866,67,2677,3426,721,2705,"Metairie CDP, Louisiana",7424,6780,3687,324,2134,111,1132,1457,588,1304
"G22055000","2018","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",391006,133177,231314,706,10870,0,6811,8128,1629,6499,"New Orleans city, Louisiana",0,1744,1771,378,792,217,1786,1648,900,1442
"G22070000","2018","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",189149,72375,106532,1109,3669,140,1827,3497,266,3231,"Shreveport city, Louisiana",1081,3654,3448,555,818,160,824,1456,280,1432
"G23060545","2018","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",66420,58143,5102,27,1310,109,207,1522,117,1405,"Portland city, Maine",19,2258,2193,62,790,134,171,680,193,659
"G24004000","2018","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",602495,183276,371664,1600,15490,61,13343,17061,2339,14722,"Baltimore city, Maryland",0,3494,3517,538,791,116,3922,3369,1426,2986
"G24019125","2018","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",106772,59665,28067,527,13003,0,1182,4328,377,3951,"Columbia CDP, Maryland",5887,4474,3928,501,2495,206,1239,1589,394,1464
"G24026000","2018","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",72689,41501,7148,23,20817,42,1715,1443,194,1249,"Ellicott City CDP, Maryland",5159,4372,2314,44,3441,70,1577,725,206,679
"G24030325","2018","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",72152,54106,11101,0,3854,0,1269,1822,54,1768,"Frederick city, Maryland",35,2352,2110,206,1272,206,910,899,95,896
"G24031175","2018","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",68294,30190,13001,517,14370,0,6428,3788,107,3681,"Gaithersburg city, Maryland",33,3626,3521,563,3065,206,2736,1273,106,1248
"G24032025","2018","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",81399,41120,14699,138,14343,0,4170,6929,1371,5558,"Germantown CDP, Maryland",6966,5075,3584,245,3618,206,2546,2357,1236,2068
"G24032650","2018","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",65987,42992,13625,0,4036,61,2366,2907,191,2716,"Glen Burnie CDP, Maryland",5378,4497,3069,206,1730,103,1664,1353,237,1314
"G24067675","2018","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",68252,34685,6759,106,15905,0,6381,4416,2157,2259,"Rockville city, Maryland",61,3950,2185,196,3556,206,3029,2658,2680,1025
"G24072450","2018","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",81816,33608,25670,0,8515,0,10406,3617,843,2774,"Silver Spring CDP, Maryland",5954,3529,4705,206,2352,206,3851,1231,763,1057
"G24081175","2018","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",78591,18644,51929,481,2109,0,1048,4380,0,4380,"Waldorf CDP, Maryland",4765,3127,4502,355,1197,206,844,2063,206,2063
"G25007000","2018","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",695926,365340,170804,2306,66261,165,50708,40342,6757,33585,"Boston city, Massachusetts",3776,9136,5156,820,3257,201,6641,5315,1961,4713
"G25009000","2018","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",95781,33789,46027,91,1985,0,9695,4194,2845,1349,"Brockton city, Massachusetts",27,3461,3206,167,1089,211,3100,2293,2190,771
"G25011000","2018","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",118967,79472,10551,178,21603,471,1625,5067,473,4594,"Cambridge city, Massachusetts",41,3677,2528,178,3146,418,799,1310,328,1281
"G25023000","2018","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",89662,74561,5658,59,2475,0,4266,2643,243,2400,"Fall River city, Massachusetts",26,3153,2552,99,1384,211,1904,860,288,796
"G25024960","2018","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham city, Massachusetts",73123,49120,5634,0,6347,0,10591,1431,689,742,"Framingham city, Massachusetts",25,3561,2152,211,2145,211,3555,783,634,441
"G25034550","2018","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",80370,26489,3586,173,2109,0,47133,880,331,549,"Lawrence city, Massachusetts",35,3262,1604,284,1246,211,3418,737,230,687
"G25037000","2018","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",111666,67227,11576,1303,24181,0,3387,3992,306,3686,"Lowell city, Massachusetts",42,5070,3249,1074,4203,211,1279,1618,182,1617
"G25037490","2018","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",94655,50017,15418,61,4800,0,19940,4419,1689,2730,"Lynn city, Massachusetts",28,5286,3735,105,2167,211,5302,2154,1081,1772
"G25045000","2018","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",95323,56588,5919,99,1286,0,26892,4539,1646,2893,"New Bedford city, Massachusetts",32,4558,1685,115,803,211,3907,1834,1158,1109
"G25045560","2018","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",88911,68232,3741,83,12890,0,847,3118,385,2733,"Newton city, Massachusetts",35,2477,1953,117,2108,211,474,949,451,875
"G25055745","2018","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",94590,55548,6330,124,30173,0,852,1563,211,1352,"Quincy city, Massachusetts",40,4382,2455,169,4069,211,649,647,302,583
"G25062535","2018","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",81568,60477,5083,204,7492,0,2864,5448,462,4986,"Somerville city, Massachusetts",29,3750,2064,197,2004,211,2577,2562,355,2563
"G25067000","2018","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",155029,97277,34369,713,3681,0,12302,6687,968,5719,"Springfield city, Massachusetts",30,4761,2924,648,1776,211,3449,2090,715,2127
"G25082000","2018","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",185883,127395,23956,72,16130,107,9434,8789,2754,6035,"Worcester city, Massachusetts",39,5493,3831,98,2963,170,2901,2572,1489,2179
"G26003000","2018","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",121885,86802,7418,92,21855,0,1447,4271,283,3988,"Ann Arbor city, Michigan",35,2682,1830,109,2218,172,985,1177,312,1129
"G26021000","2018","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",94325,85224,2078,530,2646,0,1291,2556,217,2339,"Dearborn city, Michigan",31,1977,1137,518,935,172,1009,1110,243,1111
"G26022000","2018","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",672681,103779,522070,1770,10597,184,20831,13450,1225,12225,"Detroit city, Michigan",51,5713,5879,848,2771,219,4406,2767,789,2715
"G26027440","2018","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",81103,49645,16377,595,12304,171,90,1921,302,1619,"Farmington Hills city, Michigan",39,4176,3435,534,2838,241,111,918,268,838
"G26029000","2018","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",95932,37069,51902,378,157,66,470,5890,362,5528,"Flint city, Michigan",53,2908,3537,415,186,83,413,2213,289,2181
"G26034000","2018","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",200230,134229,37061,1063,4431,204,11550,11692,1145,10547,"Grand Rapids city, Michigan",52,5011,4161,997,1963,234,3184,2710,677,2579
"G26042160","2018","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",76557,50858,16647,122,1365,0,412,7153,1245,5908,"Kalamazoo city, Michigan",47,2662,2024,132,661,172,402,2426,805,2409
"G26046000","2018","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",117388,73069,26793,519,4039,0,2396,10572,1747,8825,"Lansing city, Michigan",1480,3268,2873,288,1457,172,1027,2313,1094,2151
"G26049000","2018","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",93970,82735,4277,473,3707,0,280,2498,304,2194,"Livonia city, Michigan",26,2525,1592,592,1556,172,175,1145,358,1082
"G26069035","2018","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",74700,60164,2595,128,10148,0,981,684,0,684,"Rochester Hills city, Michigan",27,2498,1285,178,2261,172,792,410,172,410
"G26074900","2018","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",73141,17524,51422,43,1774,0,293,2085,28,2057,"Southfield city, Michigan",66,2504,2681,76,1074,172,289,1092,47,1091
"G26076460","2018","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",132967,112657,6242,557,10309,0,75,3127,104,3023,"Sterling Heights city, Michigan",29,3554,2265,701,2579,172,90,1219,156,1220
"G26080700","2018","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",84259,55116,4744,20,21346,44,929,2060,0,2060,"Troy city, Michigan",50,2861,2268,35,2482,63,1032,830,172,830
"G26084000","2018","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",134583,95906,23501,151,10897,59,531,3538,181,3357,"Warren city, Michigan",31,4315,3720,164,3279,115,548,1431,236,1399
"G26086000","2018","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",81714,59001,16122,205,3625,0,677,2084,43,2041,"Westland city, Michigan",34,2960,2498,224,1571,172,823,897,72,897
"G26088940","2018","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",75812,54997,4258,867,5464,132,5160,4934,1001,3933,"Wyoming city, Michigan",39,4039,1356,889,2229,227,2518,1668,845,1579
"G27006382","2018","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"16000US2706382","Blaine city, Minnesota",65215,49289,5604,294,5517,0,1908,2603,416,2187,"Blaine city, Minnesota",24,3302,2093,276,2058,147,1655,1166,692,1115
"G27006616","2018","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",85574,63677,7023,151,6595,4,3451,4673,98,4575,"Bloomington city, Minnesota",31,4390,3615,186,2067,9,1587,2303,117,2289
"G27007966","2018","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",80614,33961,27166,0,13912,50,1994,3531,0,3531,"Brooklyn Park city, Minnesota",30,3888,4209,147,3246,85,1759,1357,147,1357
"G27017000","2018","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",85884,76848,1581,1728,1231,36,467,3993,70,3923,"Duluth city, Minnesota",23,1238,616,622,369,61,458,837,124,836
"G27017288","2018","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",66539,53160,6020,33,4349,66,1044,1867,48,1819,"Eagan city, Minnesota",48,2882,2514,54,1042,118,1129,923,61,911
"G27035180","2018","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"16000US2735180","Lakeville city, Minnesota",,,,,,,,,,,"Lakeville city, Minnesota",,,,,,,,,,
"G27040166","2018","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",71812,59177,4019,805,4262,0,950,2599,512,2087,"Maple Grove city, Minnesota",30,4219,3056,826,2284,147,960,1517,754,1351
"G27043000","2018","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",425395,270795,82552,7745,26877,0,17818,19608,2121,17487,"Minneapolis city, Minnesota",49,7347,6092,2230,4554,147,4513,2620,860,2432
"G27051730","2018","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",79437,60194,5451,139,9381,111,603,3558,266,3292,"Plymouth city, Minnesota",49,3394,2013,182,2991,192,516,1231,252,1206
"G27054880","2018","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",116957,92665,9964,200,8710,64,1790,3564,169,3395,"Rochester city, Minnesota",30,1628,887,215,970,107,1381,1225,165,1204
"G27056896","2018","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",68928,51770,10622,234,2854,0,662,2786,242,2544,"St. Cloud city, Minnesota",2508,2971,2485,153,1124,147,640,1159,288,1061
"G27058000","2018","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",307701,173556,45362,3217,59746,86,8613,17121,1497,15624,"St. Paul city, Minnesota",39,4901,3762,827,3872,109,2544,3094,1005,2904
"G27071428","2018","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",71299,57656,1985,247,8505,35,209,2662,322,2340,"Woodbury city, Minnesota",34,2119,1463,284,1903,59,215,1064,536,912
"G28029700","2018","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",71865,37649,29951,212,1259,0,551,2243,0,2243,"Gulfport city, Mississippi",29,3296,3403,222,609,218,542,1201,218,1201
"G28036000","2018","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",164720,25874,136279,146,824,27,163,1407,72,1335,"Jackson city, Mississippi",551,2944,3048,172,624,47,204,923,121,912
"G29015670","2018","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",123182,97048,11041,553,7653,0,244,6643,412,6231,"Columbia city, Missouri",24,2353,2239,265,1293,190,279,2509,506,2460
"G29035000","2018","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",116939,96479,11088,316,990,2055,2198,3813,161,3652,"Independence city, Missouri",60,3889,3316,269,518,640,1228,1453,206,1415
"G29038000","2018","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",491809,300253,139598,2191,12333,400,16439,20595,1527,19068,"Kansas City city, Missouri",101,7241,5880,940,1829,475,4013,3396,736,3297
"G29041348","2018","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",98919,85213,5844,115,2452,0,969,4326,387,3939,"Lee's Summit city, Missouri",870,2757,2467,139,986,190,865,1455,414,1416
"G29054074","2018","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",88464,76867,3956,171,4445,0,901,2124,62,2062,"O'Fallon city, Missouri",45,2581,1680,202,1635,190,870,1539,103,1525
"G29064082","2018","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",70770,60952,5211,202,2065,0,699,1641,92,1549,"St. Charles city, Missouri",31,2790,1960,179,1293,190,483,736,120,703
"G29064550","2018","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",75437,64641,4592,219,756,0,1712,3517,189,3328,"St. Joseph city, Missouri",1895,2312,1106,265,392,190,1342,1352,259,1280
"G29065000","2018","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",302838,142649,137404,685,10878,432,2698,8092,410,7682,"St. Louis city, Missouri",0,1248,1881,328,729,459,924,2124,305,2087
