GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OJFE001,OJFE002,OJFE003,OJFE004,OJFE005,OJFE006,OJFE007,OJFE008,OJFE009,OJFE010,NAME_M,OJFM001,OJFM002,OJFM003,OJFM004,OJFM005,OJFM006,OJFM007,OJFM008,OJFM009,OJFM010
"G37022920","2012","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",202105,93781,82881,2558,5265,297,6665,10658,840,9818,"Fayetteville city, North Carolina",39,3274,3573,749,1056,295,1638,1942,540,1879
"G37025580","2012","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",72735,46509,19916,140,1011,0,3000,2159,209,1950,"Gastonia city, North Carolina",53,2148,1717,195,573,193,1605,1013,257,996
"G37028000","2012","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",277095,131026,118409,1161,12671,65,8287,5476,634,4842,"Greensboro city, North Carolina",70,5781,5146,596,1980,111,4120,1856,452,1702
"G37028080","2012","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",87248,48339,34030,334,2461,0,543,1541,694,847,"Greenville city, North Carolina",34,2865,2863,369,453,193,499,952,813,471
"G37031400","2012","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",108443,61174,34312,974,8158,0,1779,2046,603,1443,"High Point city, North Carolina",2552,4050,3096,845,1925,193,1229,845,621,534
"G37034200","2012","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",69221,43894,16610,252,1760,65,3456,3184,133,3051,"Jacksonville city, North Carolina",26,3118,2744,203,683,94,1779,1077,147,1052
"G37055000","2012","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",423743,255854,126167,883,20142,79,12514,8104,1959,6145,"Raleigh city, North Carolina",670,6970,5625,479,3485,96,3825,2211,1566,1745
"G37074440","2012","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",109927,84603,18980,63,2359,0,1779,2143,156,1987,"Wilmington city, North Carolina",31,2847,2423,107,637,193,1284,1166,155,1131
"G37075000","2012","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",234354,136932,83870,122,5192,0,3396,4842,1559,3283,"Winston-Salem city, North Carolina",45,3211,2625,148,1348,193,1381,1230,827,928
"G38025700","2012","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",109467,97759,3137,1562,2473,19,657,3860,694,3166,"Fargo city, North Dakota",2946,3323,1256,682,969,40,450,1476,616,1327
"G39001000","2012","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",198551,124941,59211,381,4847,47,375,8749,322,8427,"Akron city, Ohio",32,3712,3729,295,1250,80,262,2340,296,2375
"G39012000","2012","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",72684,50878,14764,617,659,0,261,5505,0,5505,"Canton city, Ohio",26,2467,2126,580,527,182,218,1598,182,1598
"G39015000","2012","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",296552,150005,130712,1116,5194,0,2368,7157,398,6759,"Cincinnati city, Ohio",38,5052,4654,560,1343,182,1034,1658,343,1648
"G39016000","2012","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",390923,150263,210520,1180,7403,95,9354,12108,1850,10258,"Cleveland city, Ohio",47,5705,4835,451,1648,146,2143,2231,883,2035
"G39018000","2012","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",809890,500239,225908,2138,35453,270,15557,30325,1957,28368,"Columbus city, Ohio",2805,6584,5236,921,3248,437,4813,3329,954,3313
"G39021000","2012","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",141354,77228,56668,146,1351,0,1796,4165,255,3910,"Dayton city, Ohio",41,3542,3678,145,577,182,1306,1907,222,1893
"G39044856","2012","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",63710,46849,11158,147,318,0,3077,2161,247,1914,"Lorain city, Ohio",29,2340,2171,163,308,182,1116,1035,218,1035
"G39061000","2012","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",80596,73921,2506,28,2166,0,1112,863,207,656,"Parma city, Ohio",21,2528,1809,46,998,182,993,575,216,417
"G39077000","2012","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",284022,183094,77134,1130,3038,0,7243,12383,3518,8865,"Toledo city, Ohio",47,2800,3042,693,822,182,1487,2324,1297,2020
"G39088000","2012","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",65387,30515,29274,623,885,0,1162,2928,184,2744,"Youngstown city, Ohio",33,2008,1833,819,621,182,492,1308,193,1312
"G40009050","2012","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",103534,79706,4579,4325,4379,26,2243,8276,241,8035,"Broken Arrow city, Oklahoma",1667,2502,1838,1022,1301,66,910,1289,251,1320
"G40023200","2012","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",84871,70407,4609,2245,3450,122,1236,2802,191,2611,"Edmond city, Oklahoma",59,2762,1620,1054,1266,218,1006,971,143,955
"G40041850","2012","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",98373,59450,19772,5698,2486,650,2697,7620,1286,6334,"Lawton city, Oklahoma",22,1790,1565,1107,708,228,994,1636,684,1753
"G40052500","2012","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",115563,94558,4007,4037,4487,71,537,7866,327,7539,"Norman city, Oklahoma",28,2611,1451,1458,1287,82,383,1673,430,1575
"G40055000","2012","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",599309,404951,84566,17577,24898,0,23425,43892,1731,42161,"Oklahoma City city, Oklahoma",270,7509,4831,2369,2299,149,4171,4228,586,4282
"G40075000","2012","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",394098,262157,58472,16341,9987,596,15815,30730,1476,29254,"Tulsa city, Oklahoma",827,4166,2617,1518,1553,89,1960,2257,483,2181
"G41005350","2012","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",92677,65392,1992,1306,11823,618,7587,3959,177,3782,"Beaverton city, Oregon",34,4213,990,1874,2914,791,3741,1537,248,1504
"G41005800","2012","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",79118,74503,0,68,1316,35,1562,1634,143,1491,"Bend city, Oregon",32,1537,193,124,566,58,1280,884,167,863
"G41023850","2012","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",157984,135505,2519,968,6713,492,4583,7204,999,6205,"Eugene city, Oregon",36,2763,880,566,1116,346,2118,1805,823,1581
"G41031250","2012","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",108958,85066,4795,1128,5999,400,5878,5692,179,5513,"Gresham city, Oregon",36,4272,2178,582,1700,482,2837,1998,209,2005
"G41034100","2012","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",95340,68861,1349,759,9646,484,8925,5316,707,4609,"Hillsboro city, Oregon",49,3875,1071,669,2339,305,3192,1727,708,1472
"G41047000","2012","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",76459,67613,1062,750,1237,322,2269,3206,332,2874,"Medford city, Oregon",24,2064,733,445,603,445,1927,1016,331,1062
"G41059000","2012","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",603650,475727,36746,3581,42465,4730,15218,25183,1244,23939,"Portland city, Oregon",1589,5582,3174,1009,2440,747,4307,3264,687,2973
"G41064900","2012","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",157425,128450,1885,1381,5154,2028,11485,7042,1951,5091,"Salem city, Oregon",41,4112,834,744,1204,1406,3460,1966,1356,1348
"G42002000","2012","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",118974,73358,16365,390,1271,0,21726,5864,2464,3400,"Allentown city, Pennsylvania",23,4646,2437,464,643,165,3443,1772,1157,1519
"G42006088","2012","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",75729,60437,5698,63,1999,0,4443,3089,869,2220,"Bethlehem city, Pennsylvania",2985,3688,1937,116,844,165,2164,1136,556,1006
"G42024000","2012","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",101040,73987,16970,730,2421,19,2190,4723,798,3925,"Erie city, Pennsylvania",32,1830,1596,598,1051,34,1400,1461,651,1352
"G42060000","2012","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1547607,637549,667585,5680,99319,5151,87441,44882,8005,36877,"Philadelphia city, Pennsylvania",0,6175,6171,1603,2377,3704,6915,4980,2314,4594
"G42061000","2012","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",306212,204589,75220,689,15299,197,1068,9150,736,8414,"Pittsburgh city, Pennsylvania",45,5423,4875,284,2068,125,498,1756,546,1647
"G42063624","2012","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",88096,53193,12157,1314,1706,206,15858,3662,708,2954,"Reading city, Pennsylvania",38,4741,2085,996,811,243,3869,1110,510,1043
"G42069000","2012","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",75813,65040,4856,61,3394,30,702,1730,396,1334,"Scranton city, Pennsylvania",24,1711,1433,100,715,64,571,933,342,853
"G44019180","2012","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",80539,65547,4369,305,4929,64,2615,2710,477,2233,"Cranston city, Rhode Island",39,2474,1518,272,1535,134,1379,1172,322,1129
"G44054640","2012","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",71174,48298,10283,209,1246,57,7969,3112,1093,2019,"Pawtucket city, Rhode Island",35,3401,2339,238,820,124,2422,1267,603,1099
"G44059000","2012","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",178438,91665,30625,2164,11969,25,33472,8518,2777,5741,"Providence city, Rhode Island",45,6187,4132,1197,2284,48,6042,1754,1035,1660
"G44074300","2012","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",81873,73239,1628,182,3870,0,1782,1172,37,1135,"Warwick city, Rhode Island",16,1384,472,265,737,200,1266,605,66,598
"G45013330","2012","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",125941,91468,29947,134,1209,43,729,2411,70,2341,"Charleston city, South Carolina",2294,3689,3241,185,626,77,579,899,82,893
"G45016000","2012","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",131303,65433,56840,0,2752,158,2639,3481,202,3279,"Columbia city, South Carolina",237,3598,3560,197,847,164,1512,852,271,823
"G45048535","2012","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,
"G45050875","2012","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",102262,47649,46335,289,2359,0,2572,3058,385,2673,"North Charleston city, South Carolina",3275,3571,3539,320,907,197,1852,1098,325,1050
"G45061405","2012","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",68087,35432,27944,124,1117,0,1330,2140,0,2140,"Rock Hill city, South Carolina",33,3155,3018,154,669,197,1606,1141,197,1141
"G46052980","2012","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",69849,55790,926,6668,1010,290,32,5133,147,4986,"Rapid City city, South Dakota",26,988,846,1933,368,370,59,1791,203,1766
"G46059020","2012","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",159992,136845,7408,5098,3741,0,4073,2827,562,2265,"Sioux Falls city, South Dakota",2354,2637,875,638,273,147,1354,1137,779,887
"G47014000","2012","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",171282,103821,58559,336,4227,85,1540,2714,137,2577,"Chattanooga city, Tennessee",39,3227,3239,200,1104,102,1162,1033,198,1055
"G47015160","2012","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",142517,94761,32368,985,3166,507,4026,6704,944,5760,"Clarksville city, Tennessee",23,2208,1978,476,929,515,1740,1772,568,1603
"G47027740","2012","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,
"G47037640","2012","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",,,,,,,,,,,"Jackson city, Tennessee",,,,,,,,,,
"G47040000","2012","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",182196,139551,34605,325,2031,156,1431,4097,0,4097,"Knoxville city, Tennessee",34,2727,2481,271,833,183,1070,1094,193,1094
"G47048000","2012","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",655141,202136,413365,2069,9516,406,17394,10255,615,9640,"Memphis city, Tennessee",74,7063,6476,1139,1926,337,4095,2363,651,2265
"G47051560","2012","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",114044,87096,17598,111,4513,363,70,4293,386,3907,"Murfreesboro city, Tennessee",39,3371,3161,194,1435,472,123,1267,355,1239
"G47052006","2012","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",623255,377215,178796,1151,21226,82,29715,15070,3204,11866,"Nashville-Davidson metropolitan government (balance), Tennessee",3155,5497,2389,523,1117,100,4587,2809,1857,2206
"G48001000","2012","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",118881,94331,12087,423,2428,0,6969,2643,648,1995,"Abilene city, Texas",3636,3774,894,282,395,206,2053,961,360,827
"G48001924","2012","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",89631,62460,11433,1032,9372,0,2146,3188,838,2350,"Allen city, Texas",41,5236,4687,845,3040,206,1255,1444,640,1249
"G48003000","2012","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",195571,161335,12211,1597,6303,804,7605,5716,992,4724,"Amarillo city, Texas",2313,3103,1440,440,653,866,1853,1771,550,1612
"G48004000","2012","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",375598,258389,72464,1207,23724,85,11152,8577,1776,6801,"Arlington city, Texas",51,8923,8269,701,4694,157,3322,2020,877,1788
"G48004462","2012","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",67714,44576,19075,184,1072,0,1295,1512,481,1031,"Atascocita CDP, Texas",9571,7618,7124,197,801,206,930,929,484,795
"G48005000","2012","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",842595,647851,65431,5272,54084,776,40539,28642,3311,25331,"Austin city, Texas",63,8874,5265,2001,3986,688,6980,3964,929,3923
"G48006128","2012","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",72044,52339,8492,1208,616,0,8229,1160,401,759,"Baytown city, Texas",1629,4123,2509,1317,503,206,2559,930,544,722
"G48007000","2012","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",118241,56595,55840,307,2140,94,841,2424,228,2196,"Beaumont city, Texas",52,3314,3183,251,1179,159,675,1163,290,1086
"G48010768","2012","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",180077,164033,973,139,1970,29,11550,1383,1173,210,"Brownsville city, Texas",76,4269,499,192,744,53,4092,855,787,239
"G48010912","2012","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",78073,47932,13646,502,1860,0,12424,1709,443,1266,"Bryan city, Texas",45,3870,2013,458,910,206,3570,1165,397,1124
"G48013024","2012","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",125395,88560,10607,1182,15831,100,4737,4378,819,3559,"Carrollton city, Texas",60,4449,2947,751,3150,131,1764,1826,477,1884
"G48015976","2012","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",97794,78127,6357,203,9209,78,1311,2509,523,1986,"College Station city, Texas",29,2996,2321,156,1080,134,725,965,368,861
"G48017000","2012","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",312192,261050,14644,1594,5753,376,24096,4679,1907,2772,"Corpus Christi city, Texas",27,5351,1632,512,851,344,4841,1221,796,936
"G48019000","2012","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1241108,738525,309069,2858,40222,915,124864,24655,6886,17769,"Dallas city, Texas",86,15419,10347,1152,4702,692,10751,4110,2095,3360
"G48019972","2012","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",121123,92845,15268,496,3985,59,3435,5035,888,4147,"Denton city, Texas",30,5136,5143,346,1276,99,2565,1585,497,1529
"G48022660","2012","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",81033,74721,964,680,1378,0,2785,505,436,69,"Edinburg city, Texas",29,1668,449,634,979,206,1258,642,638,106
"G48024000","2012","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",672534,563281,25380,3785,8582,1066,55099,15341,5251,10090,"El Paso city, Texas",39,9109,2459,1202,1152,189,8475,2492,1449,1861
"G48026232","2012","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",67808,57021,3326,469,4540,0,785,1667,398,1269,"Flower Mound town, Texas",319,2792,1825,397,1655,206,663,758,337,667
"G48027000","2012","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",782027,531430,148245,3094,32330,2004,45671,19253,3082,16171,"Fort Worth city, Texas",4417,11933,9313,1241,5973,885,6258,3751,1191,3543
"G48027684","2012","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",128171,95240,7527,616,17400,0,1905,5483,717,4766,"Frisco city, Texas",48,4796,2272,437,3703,206,1332,2502,431,2511
"G48029000","2012","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",233623,101637,30920,1234,26646,320,58420,14446,4905,9541,"Garland city, Texas",584,7461,6382,1015,4206,461,6955,3632,2738,2364
"G48030464","2012","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",181791,120516,38462,883,9834,0,8911,3185,1211,1974,"Grand Prairie city, Texas",51,6987,5929,593,3213,206,2476,1188,781,916
"G48032372","2012","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",,,,,,,,,,,"Harlingen city, Texas",,,,,,,,,,
"G48035000","2012","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2161686,1247112,508366,8144,141213,1157,213603,42091,10891,31200,"Houston city, Texas",2285,23460,14160,2303,8133,753,18353,5680,2716,5185
"G48037000","2012","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",225427,104681,31458,2057,35752,0,46545,4934,1968,2966,"Irving city, Texas",43,7252,5520,1674,4744,206,7188,1720,1233,1209
"G48039148","2012","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",134662,64861,49849,573,4216,1674,7377,6112,849,5263,"Killeen city, Texas",45,3660,3176,412,1163,704,2664,1461,581,1343
"G48041464","2012","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",244143,229556,329,570,2120,94,9925,1549,944,605,"Laredo city, Texas",2889,3673,318,403,465,131,2387,838,735,334
"G48041980","2012","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",88679,75053,5645,460,3974,0,2012,1535,0,1535,"League City city, Texas",1490,3437,2102,505,1620,206,1544,906,206,906
"G48042508","2012","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",99763,68104,9754,119,11626,175,2525,7460,764,6696,"Lewisville city, Texas",1024,3408,2592,115,3031,289,1342,2273,547,2156
"G48043888","2012","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",80831,56507,17872,320,1529,751,1546,2306,694,1612,"Longview city, Texas",783,2201,1889,351,329,1120,922,929,474,803
"G48045000","2012","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",236060,183915,18399,666,5566,525,19242,7747,2603,5144,"Lubbock city, Texas",29,4323,1522,421,1042,681,3759,1860,1079,1496
"G48045384","2012","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",134729,114215,642,818,5317,0,12365,1372,273,1099,"McAllen city, Texas",42,4198,561,1077,1328,206,3878,922,247,772
"G48045744","2012","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",143216,117866,13794,713,6328,71,1421,3023,154,2869,"McKinney city, Texas",39,5218,4223,629,2358,115,1047,1573,187,1509
"G48047892","2012","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",143484,102400,30464,405,3563,0,3846,2806,1301,1505,"Mesquite city, Texas",652,4793,4285,341,1279,206,1538,1650,1106,1241
"G48048072","2012","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",119384,98725,9781,224,1927,0,7231,1496,769,727,"Midland city, Texas",16,2533,904,366,453,206,2347,819,681,381
"G48048768","2012","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,"Mission city, Texas",,,,,,,,,,
"G48048804","2012","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",67968,19848,27451,176,11082,0,5995,3416,647,2769,"Missouri City city, Texas",2359,3327,4199,289,2844,206,3314,1741,563,1635
"G48052356","2012","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",65289,53771,3766,1130,1890,0,3944,788,44,744,"North Richland Hills city, Texas",26,4092,2091,1401,1472,206,3681,698,70,697
"G48053388","2012","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",106483,90732,6403,543,1521,0,4465,2819,680,2139,"Odessa city, Texas",1238,2228,411,411,402,206,1644,1124,473,1086
"G48056000","2012","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",152257,123367,4891,1602,3839,0,14443,4115,755,3360,"Pasadena city, Texas",62,5098,2085,1321,2019,206,4249,1308,550,1199
"G48056348","2012","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",96665,57581,17182,380,8987,0,9536,2999,352,2647,"Pearland city, Texas",1431,5433,2994,579,2821,206,5330,1385,372,1425
"G48057200","2012","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,
