GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AE2CE001,AE2CE002,AE2CE003,AE2CE004,AE2CE005,AE2CE006,AE2CE007,AE2CE008,AE2CE009,AE2CE010,NAME_M,AE2CM001,AE2CM002,AE2CM003,AE2CM004,AE2CM005,AE2CM006,AE2CM007,AE2CM008,AE2CM009,AE2CM010
"G21046027","2016","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",318449,238917,46097,1080,11699,201,10307,10148,1433,8715,"Lexington-Fayette urban county, Kentucky",0,3753,1483,448,990,324,3881,2057,755,1904
"G21048006","2016","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",616261,432485,146430,907,16079,355,3785,16220,1256,14964,"Louisville/Jefferson County metro government (balance), Kentucky",61,4454,4840,531,1944,209,1703,2785,624,2624
"G22005000","2016","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",227707,84704,127685,156,8216,0,4624,2322,270,2052,"Baton Rouge city, Louisiana",44,5293,5635,158,1763,208,2259,929,291,873
"G22008920","2016","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",68485,46170,18259,173,1173,123,613,1974,279,1695,"Bossier City city, Louisiana",23,2502,2559,213,593,198,404,838,425,752
"G22039475","2016","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",67094,39750,19622,183,1846,0,4890,803,374,429,"Kenner city, Louisiana",29,3878,3586,196,1347,208,2273,439,325,322
"G22040735","2016","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",127625,77710,43551,220,2386,0,1292,2466,0,2466,"Lafayette city, Louisiana",30,3589,3568,322,1179,208,856,1805,208,1805
"G22041155","2016","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",76861,34343,38397,320,796,0,800,2205,190,2015,"Lake Charles city, Louisiana",48,2858,2797,354,465,208,1096,1603,358,1506
"G22050115","2016","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",143475,118166,12781,212,4607,0,4629,3080,971,2109,"Metairie CDP, Louisiana",7471,6460,3299,267,1861,208,2566,1376,1134,1007
"G22055000","2016","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",391495,133434,233836,434,11721,97,4750,7223,364,6859,"New Orleans city, Louisiana",0,1538,1939,271,380,120,1666,1320,291,1343
"G22070000","2016","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",194472,74555,111255,422,3228,0,3470,1542,257,1285,"Shreveport city, Louisiana",915,3592,2945,343,744,208,2097,749,262,704
"G23060545","2016","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",66945,55083,6415,443,2757,0,183,2064,0,2064,"Portland city, Maine",35,1738,1502,327,925,172,179,1048,172,1048
"G24004000","2016","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",614664,189260,384465,1800,15149,604,9016,14370,976,13394,"Baltimore city, Maryland",0,2616,3192,782,1185,706,2771,2953,463,2864
"G24019125","2016","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",107308,60356,25419,179,14815,56,1462,5021,211,4810,"Columbia CDP, Maryland",6439,5008,4127,155,3103,94,981,1738,287,1680
"G24026000","2016","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",68683,39723,7059,114,19451,0,151,2185,0,2185,"Ellicott City CDP, Maryland",4247,4464,2421,138,2928,198,186,1280,198,1280
"G24030325","2016","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",70062,45504,14990,413,6639,58,579,1879,178,1701,"Frederick city, Maryland",28,2588,2184,316,1963,95,594,831,210,730
"G24031175","2016","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",67760,35630,13969,555,10407,0,4016,3183,286,2897,"Gaithersburg city, Maryland",56,4199,4226,553,2267,198,2439,1287,236,1204
"G24032025","2016","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",89940,44676,22214,0,17495,0,3206,2349,810,1539,"Germantown CDP, Maryland",7981,5910,4257,198,3142,198,2053,1104,679,855
"G24032650","2016","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",69499,42028,16211,164,4146,0,4382,2568,444,2124,"Glen Burnie CDP, Maryland",6257,5513,3829,208,1907,198,2378,1288,497,1339
"G24067675","2016","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",66927,42281,7271,109,11610,0,3020,2636,76,2560,"Rockville city, Maryland",58,3578,3311,133,2172,198,1889,1144,127,1188
"G24072450","2016","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",85988,34148,28099,0,7464,0,11661,4616,490,4126,"Silver Spring CDP, Maryland",7291,3438,5162,198,2084,198,4993,2464,770,2353
"G24081175","2016","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",75448,21002,46501,193,3073,0,436,4243,110,4133,"Waldorf CDP, Maryland",4374,3200,4039,316,1082,198,371,1834,122,1834
"G25007000","2016","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",672840,358210,173312,2296,65982,252,34687,38101,2721,35380,"Boston city, Massachusetts",3173,5619,5324,808,1883,249,4972,5936,945,5875
"G25009000","2016","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",95623,37260,38925,306,866,0,15653,2613,1219,1394,"Brockton city, Massachusetts",39,3027,3863,295,641,203,3914,1096,712,790
"G25011000","2016","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",110644,70479,12602,603,19813,54,2043,5050,488,4562,"Cambridge city, Massachusetts",38,3366,2960,432,2657,89,928,1276,426,1181
"G25023000","2016","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",88929,69825,4468,9,1544,0,9246,3837,531,3306,"Fall River city, Massachusetts",24,3060,1806,20,846,203,2902,1154,348,1133
"G25024960","2016","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",71583,52862,3933,56,6419,0,5733,2580,0,2580,"Framingham CDP, Massachusetts",47,3674,1882,92,2272,203,2618,1402,203,1402
"G25034550","2016","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",80216,54819,4582,462,1564,0,16735,2054,693,1361,"Lawrence city, Massachusetts",29,4150,1989,674,1321,203,3301,1116,605,807
"G25037000","2016","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",110572,66794,8912,708,25541,177,6025,2415,582,1833,"Lowell city, Massachusetts",61,4103,2766,486,4362,296,2368,937,386,901
"G25037490","2016","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",92708,42184,10866,387,6618,169,26780,5704,833,4871,"Lynn city, Massachusetts",38,4529,1958,313,1827,270,4645,2162,555,2132
"G25045000","2016","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",95035,60966,6507,59,1818,65,21804,3816,1669,2147,"New Bedford city, Massachusetts",30,3356,2209,78,1237,135,2976,1164,995,772
"G25045560","2016","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",89041,68478,1976,193,12285,27,2941,3141,240,2901,"Newton city, Massachusetts",28,3071,810,206,2513,49,1610,1151,235,1159
"G25055745","2016","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",93686,55449,4817,387,28905,0,709,3419,0,3419,"Quincy city, Massachusetts",24,4209,1809,526,4027,203,820,1775,203,1775
"G25062535","2016","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",81324,59418,5658,236,8985,0,4971,2056,129,1927,"Somerville city, Massachusetts",22,3340,2142,361,2724,203,2491,816,218,773
"G25067000","2016","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",154079,101679,32511,341,2963,0,8995,7590,2415,5175,"Springfield city, Massachusetts",29,4689,2798,385,1012,203,2743,2655,1833,2222
"G25082000","2016","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",184509,122478,26775,712,14312,49,14074,6109,1422,4687,"Worcester city, Massachusetts",36,4614,2780,477,2644,80,3714,2019,1207,1377
"G26003000","2016","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",120777,86008,7583,15,19147,179,1068,6777,282,6495,"Ann Arbor city, Michigan",33,2822,1343,33,1747,292,725,2440,324,2386
"G26021000","2016","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",94430,86617,3368,176,1454,0,83,2732,166,2566,"Dearborn city, Michigan",52,2674,1473,204,737,168,132,1766,220,1802
"G26022000","2016","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",672829,91180,531876,2173,12282,69,23772,11477,1816,9661,"Detroit city, Michigan",107,5814,4944,685,3067,122,4394,2197,760,2028
"G26027440","2016","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",81130,54491,16354,30,8113,0,352,1790,351,1439,"Farmington Hills city, Michigan",32,2682,2774,54,1996,168,352,743,336,662
"G26029000","2016","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",97379,40448,51392,245,302,0,770,4222,71,4151,"Flint city, Michigan",35,3551,3587,215,200,168,819,1319,89,1318
"G26034000","2016","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",196458,131297,36737,795,4295,67,11652,11615,1246,10369,"Grand Rapids city, Michigan",48,5589,3754,475,1323,108,3669,3003,792,3012
"G26042160","2016","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",75988,54153,15050,0,1262,0,623,4900,195,4705,"Kalamazoo city, Michigan",32,2538,2318,168,535,168,525,1541,200,1542
"G26046000","2016","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",117400,71639,26068,704,4377,187,3389,11036,1042,9994,"Lansing city, Michigan",1797,3276,2794,370,1593,225,1376,2479,749,2452
"G26049000","2016","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",94044,83902,5150,46,2916,62,125,1843,0,1843,"Livonia city, Michigan",28,2022,1383,78,1244,119,140,593,168,593
"G26069035","2016","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",73418,55002,4961,112,11280,0,512,1551,0,1551,"Rochester Hills city, Michigan",30,2759,2356,138,2298,168,447,737,168,737
"G26074900","2016","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",73093,14906,51660,193,1870,0,1062,3402,46,3356,"Southfield city, Michigan",31,2199,2656,166,1271,168,738,1153,68,1140
"G26076460","2016","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",132442,111033,7902,416,9448,0,816,2827,248,2579,"Sterling Heights city, Michigan",54,4071,2961,481,2146,168,598,1311,302,1271
"G26080700","2016","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",83651,60510,2082,149,18926,0,45,1939,41,1898,"Troy city, Michigan",46,2846,1045,132,2842,168,76,758,65,755
"G26084000","2016","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",135121,97309,23298,163,11198,0,412,2741,134,2607,"Warren city, Michigan",38,4150,3877,139,1898,168,529,820,122,815
"G26086000","2016","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",81543,61033,14778,605,2186,81,1042,1818,131,1687,"Westland city, Michigan",27,3064,2880,735,841,147,626,736,161,732
"G26088940","2016","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",75560,58050,6068,645,1326,0,4424,5047,764,4283,"Wyoming city, Michigan",35,3478,2131,517,808,168,2365,1797,670,1525
"G27006616","2016","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",85337,63158,8460,440,3280,70,6934,2995,499,2496,"Bloomington city, Minnesota",64,3594,2585,348,1288,123,3041,1096,515,1054
"G27007966","2016","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",79708,37162,25670,502,12079,252,1431,2612,107,2505,"Brooklyn Park city, Minnesota",31,5036,5074,601,2968,315,1128,1712,175,1726
"G27017000","2016","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",86300,76930,2365,2877,1686,35,185,2222,89,2133,"Duluth city, Minnesota",35,1142,544,882,455,60,207,609,118,570
"G27017288","2016","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",66431,53795,5911,510,3577,0,900,1738,0,1738,"Eagan city, Minnesota",29,2568,2186,465,1153,149,692,814,149,814
"G27040166","2016","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",69569,58432,3867,40,4833,0,221,2176,0,2176,"Maple Grove city, Minnesota",32,3170,1636,67,2935,149,236,1279,149,1279
"G27043000","2016","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",413645,265776,74766,6083,27385,39,20011,19585,1497,18088,"Minneapolis city, Minnesota",45,6680,6938,1545,2845,73,4091,2698,637,2597
"G27051730","2016","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",77231,62217,2290,503,9482,0,838,1901,128,1773,"Plymouth city, Minnesota",55,3160,1211,692,2767,149,757,907,158,901
"G27054880","2016","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",114008,90714,8806,900,8682,0,2092,2814,282,2532,"Rochester city, Minnesota",26,1128,936,427,815,149,1118,1170,224,1142
"G27056896","2016","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",67396,52486,10786,208,2003,0,792,1121,42,1079,"St. Cloud city, Minnesota",2364,2703,1594,226,710,149,528,656,76,646
"G27058000","2016","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",302403,172623,45923,2283,55056,114,10257,16147,1125,15022,"St. Paul city, Minnesota",35,5051,4083,797,3475,178,2524,3028,543,3061
"G27071428","2016","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",68824,52205,5341,143,6347,66,1221,3501,1699,1802,"Woodbury city, Minnesota",28,2807,2203,233,1822,111,739,1889,1533,1100
"G28029700","2016","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",72077,42464,25043,981,1559,0,596,1434,337,1097,"Gulfport city, Mississippi",29,3324,3130,539,922,213,532,864,463,749
"G28036000","2016","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",,,,,,,,,,,"Jackson city, Mississippi",,,,,,,,,,
"G29015670","2016","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",120606,90760,14038,775,8900,0,1938,4195,142,4053,"Columbia city, Missouri",30,2269,1873,588,549,187,1681,1628,246,1622
"G29035000","2016","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",117031,93723,8276,488,2579,1999,6153,3813,0,3813,"Independence city, Missouri",34,3969,3262,443,1362,993,2691,2329,187,2329
"G29038000","2016","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",481360,296737,137333,1368,14876,1010,17566,12470,1673,10797,"Kansas City city, Missouri",151,5808,6007,591,1897,1050,3524,2615,1130,2484
"G29041348","2016","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",95782,81770,7660,389,1049,0,1390,3524,0,3524,"Lee's Summit city, Missouri",525,3222,2680,314,607,187,1198,2352,187,2352
"G29054074","2016","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",,,,,,,,,,,"O'Fallon city, Missouri",,,,,,,,,,
"G29064082","2016","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",69293,58544,3824,294,3560,0,620,2451,22,2429,"St. Charles city, Missouri",31,2788,1600,291,1793,187,557,1188,37,1186
"G29064550","2016","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",76506,66049,4448,336,1048,0,1560,3065,143,2922,"St. Joseph city, Missouri",1882,2145,1127,281,318,187,1010,1225,148,1219
"G29065000","2016","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",311404,144752,145886,762,10264,88,3317,6335,161,6174,"St. Louis city, Missouri",0,1300,1916,506,764,111,1743,1718,136,1748
"G29070000","2016","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",167313,144488,8173,1498,2659,110,4216,6169,429,5740,"Springfield city, Missouri",33,2328,1336,689,932,123,1592,1668,513,1625
"G30006550","2016","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",110314,99661,823,4856,934,0,421,3619,239,3380,"Billings city, Montana",36,1241,563,1831,401,168,336,1585,244,1555
"G30050200","2016","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",72362,66023,690,2037,1298,0,237,2077,394,1683,"Missoula city, Montana",24,1338,611,1132,732,168,246,948,369,905
"G31028000","2016","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",280369,239577,12309,1863,12093,3,4657,9867,665,9202,"Lincoln city, Nebraska",29,1917,1910,539,2738,8,1409,3184,493,3146
"G31037000","2016","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",446956,349668,54432,1316,16599,284,9516,15141,923,14218,"Omaha city, Nebraska",66,3059,3090,466,1937,256,2340,2340,571,2168
"G32023770","2016","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",139509,73283,11682,527,33565,1641,7446,11365,959,10406,"Enterprise CDP, Nevada",11035,7942,3707,450,5751,1313,4905,3037,505,3019
"G32031900","2016","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",292977,227367,15739,2274,19841,2751,11140,13865,2132,11733,"Henderson city, Nevada",50,6154,3188,1791,4042,1575,2993,2588,1012,2260
"G32040000","2016","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",632916,397592,87268,3233,40180,3947,71341,29355,4653,24702,"Las Vegas city, Nevada",61,11356,7436,1777,5959,1768,8176,4456,1958,4086
"G32051800","2016","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",238689,138581,46263,2133,14661,1632,23397,12022,1263,10759,"North Las Vegas city, Nevada",54,7291,5968,1208,2766,1328,4833,2837,675,2708
"G32054600","2016","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",242013,147322,21728,969,30095,2794,27449,11656,2316,9340,"Paradise CDP, Nevada",13183,8659,4126,490,5488,1731,5848,3206,1165,3040
"G32060600","2016","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",245251,186547,6881,3211,15733,1637,18999,12243,2265,9978,"Reno city, Nevada",44,5777,1560,1019,2219,669,4374,3287,2668,2459
"G32068400","2016","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",98346,75152,1527,509,6995,457,9274,4432,142,4290,"Sparks city, Nevada",35,3823,921,518,1773,341,3184,1660,142,1696
"G32068585","2016","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",205933,102742,23948,1228,43110,2477,16821,15607,2593,13014,"Spring Valley CDP, Nevada",10653,7879,4447,652,6198,1420,4544,4333,1937,3588
"G32071400","2016","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",193357,99257,23391,2333,10593,921,50221,6641,2384,4257,"Sunrise Manor CDP, Nevada",10355,8910,4199,1520,2757,781,8850,2009,1250,1561
"G33045140","2016","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",110499,94304,5058,234,6062,0,1406,3435,537,2898,"Manchester city, New Hampshire",36,2949,1753,206,2064,187,990,1217,424,1117
"G33050260","2016","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",87889,74604,3104,170,5392,32,2415,2172,0,2172,"Nashua city, New Hampshire",30,3297,1556,278,1958,60,1298,1087,187,1087
"G34003580","2016","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",66224,40253,5665,67,6941,202,7216,5880,2874,3006,"Bayonne city, New Jersey",53,3541,1916,113,2241,240,2719,2424,2215,1468
"G34010000","2016","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",74417,19692,28699,743,2230,0,21260,1793,253,1540,"Camden city, New Jersey",30,3894,4009,676,1262,200,4057,1119,356,1081
"G34013690","2016","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",85847,58072,4920,22,9904,180,11026,1723,584,1139,"Clifton city, New Jersey",31,4161,2095,69,1877,296,3045,1033,517,865
"G34019390","2016","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",64797,2425,54171,384,498,0,6148,1171,413,758,"East Orange city, New Jersey",31,1148,2723,643,420,200,2922,662,449,544
"G34021000","2016","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",128638,51210,25183,431,2157,0,45327,4330,1033,3297,"Elizabeth city, New Jersey",30,4787,4125,476,1066,200,5810,1537,652,1518
"G34036000","2016","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",264161,88979,61338,1040,67062,195,34793,10754,4577,6177,"Jersey City city, New Jersey",48,6647,3603,659,4281,303,5759,2349,1937,1580
"G34051000","2016","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",281770,85918,140673,767,5556,0,41042,7814,1814,6000,"Newark city, New Jersey",38,6595,5597,538,1849,200,5596,3208,702,3161
"G34056550","2016","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",70646,50865,8124,426,1310,0,8598,1323,649,674,"Passaic city, New Jersey",45,3424,2413,679,851,200,2543,841,517,704
"G34057000","2016","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",147011,50202,38447,119,4954,0,47944,5345,1532,3813,"Paterson city, New Jersey",39,4777,3517,142,1909,200,5314,2033,1092,1656
"G34073110","2016","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",88283,78571,2032,84,3188,71,1647,2690,207,2483,"Toms River CDP, New Jersey",942,2371,820,98,1260,140,1258,1046,330,1035
"G34074000","2016","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",84065,38904,41065,274,1138,0,1879,805,132,673,"Trenton city, New Jersey",36,3510,3208,346,733,200,1031,516,123,478
