GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAA6E001,AAA6E002,AAA6E003,AAA6E004,AAA6E005,AAA6E006,AAA6E007,AAA6E008,AAA6E009,AAA6E010,NAME_M,AAA6M001,AAA6M002,AAA6M003,AAA6M004,AAA6M005,AAA6M006,AAA6M007,AAA6M008,AAA6M009,AAA6M010
"G22070000","2014","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",197979,75071,115368,724,2451,183,1658,2524,566,1958,"Shreveport city, Louisiana",989,2715,2440,337,778,194,1041,1184,465,947
"G23060545","2014","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",66669,56753,6095,0,1191,0,1187,1443,50,1393,"Portland city, Maine",21,1853,1290,159,658,159,1099,809,91,798
"G24004000","2014","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",622793,188819,390044,1565,16984,108,11584,13689,946,12743,"Baltimore city, Maryland",0,2638,2619,671,631,142,2363,2534,643,2394
"G24007125","2014","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"16000US2407125","Bethesda CDP, Maryland",62097,49100,2064,0,8576,0,239,2118,377,1741,"Bethesda CDP, Maryland",3362,3458,982,193,2126,193,258,867,373,783
"G24019125","2014","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",97728,53899,26729,42,11230,0,712,5116,725,4391,"Columbia CDP, Maryland",5662,3628,3336,60,2400,193,551,1985,759,1831
"G24026000","2014","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",72295,44942,6319,345,18914,0,537,1238,61,1177,"Ellicott City CDP, Maryland",4616,3765,2513,311,2831,193,400,539,97,524
"G24030325","2014","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",68404,44726,14017,268,4553,171,1285,3384,192,3192,"Frederick city, Maryland",31,2622,2616,225,1301,304,898,1368,223,1354
"G24031175","2014","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",66807,28701,10523,290,13015,0,11557,2721,425,2296,"Gaithersburg city, Maryland",48,4411,2509,362,2985,193,4687,1361,300,1286
"G24032025","2014","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",85021,44751,15018,1077,16485,0,4241,3449,411,3038,"Germantown CDP, Maryland",6243,5306,3564,1292,3581,193,2356,1245,311,1220
"G24032650","2014","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",69906,43934,16527,259,4915,0,1512,2759,49,2710,"Glen Burnie CDP, Maryland",6839,4915,3908,411,2076,193,2091,1145,82,1145
"G24067675","2014","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",65941,39811,6334,29,12574,0,5331,1862,214,1648,"Rockville city, Maryland",31,3787,2118,46,2410,193,3583,731,245,659
"G24072450","2014","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",77726,36489,22689,388,5231,47,10191,2691,747,1944,"Silver Spring CDP, Maryland",6336,4556,3984,405,1584,85,3578,971,674,694
"G24081175","2014","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",72048,24656,38932,113,2489,100,1672,4086,566,3520,"Waldorf CDP, Maryland",4492,3150,3740,174,1104,125,1395,1713,768,1468
"G25007000","2014","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",656051,347662,160952,2337,64034,59,49490,31517,4991,26526,"Boston city, Massachusetts",2875,6481,5365,1049,1583,108,5818,4935,2015,4325
"G25009000","2014","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",94780,46817,37951,78,1144,176,3244,5370,775,4595,"Brockton city, Massachusetts",27,3380,3521,125,835,317,1581,2102,662,2162
"G25011000","2014","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",109699,75441,11756,119,15569,41,2075,4698,941,3757,"Cambridge city, Massachusetts",33,3329,2570,175,1998,81,650,1089,533,941
"G25023000","2014","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",88705,70903,4835,390,2460,0,6648,3469,462,3007,"Fall River city, Massachusetts",33,3294,1672,466,1231,198,2556,1477,546,1352
"G25024960","2014","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",70744,51521,4042,0,6464,39,2972,5706,221,5485,"Framingham CDP, Massachusetts",28,3387,1765,198,2595,66,1321,2577,211,2561
"G25034550","2014","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",78192,28376,2488,409,3282,0,41822,1815,766,1049,"Lawrence city, Massachusetts",30,3038,1464,347,2018,198,3637,906,649,677
"G25037000","2014","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",109931,66372,7234,400,20392,90,12039,3404,981,2423,"Lowell city, Massachusetts",62,5136,2315,473,3989,178,3360,1253,843,941
"G25037490","2014","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",92137,42525,10920,692,8613,0,24171,5216,362,4854,"Lynn city, Massachusetts",32,4186,2330,606,2235,198,4279,1970,315,2063
"G25045000","2014","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",94855,64226,7997,675,1553,0,17458,2946,1684,1262,"New Bedford city, Massachusetts",42,3945,1850,581,1263,198,3508,1046,826,582
"G25045560","2014","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",88298,67118,4292,49,12648,0,1266,2925,157,2768,"Newton city, Massachusetts",44,2908,1502,84,2301,198,1144,942,142,959
"G25055745","2014","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",93391,61080,6627,71,23087,52,440,2034,461,1573,"Quincy city, Massachusetts",32,3370,2374,116,2704,88,420,828,511,817
"G25062535","2014","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",78903,59704,6773,128,7053,47,1558,3640,237,3403,"Somerville city, Massachusetts",27,3869,2945,160,2268,77,896,1234,244,1207
"G25067000","2014","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",153994,89178,31162,979,3018,207,21846,7604,1452,6152,"Springfield city, Massachusetts",30,4807,2973,564,1282,305,4443,2470,1508,1820
"G25082000","2014","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",183033,127637,23382,701,12608,64,7292,11349,1380,9969,"Worcester city, Massachusetts",62,4511,3104,348,2833,107,2415,2751,1324,2595
"G26003000","2014","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",117759,84224,8320,321,20215,69,708,3902,70,3832,"Ann Arbor city, Michigan",44,3022,2040,185,2173,113,507,1359,86,1360
"G26021000","2014","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",95546,84605,4626,293,1766,77,1097,3082,482,2600,"Dearborn city, Michigan",48,2509,2015,377,788,91,975,1097,396,1007
"G26022000","2014","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",680281,98650,539810,3157,8478,0,16176,14010,1603,12407,"Detroit city, Michigan",71,5901,6845,1045,2513,165,3678,2848,630,2676
"G26027440","2014","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",81440,54472,14175,150,10427,0,435,1781,23,1758,"Farmington Hills city, Michigan",28,3311,2811,237,2052,165,408,837,42,832
"G26029000","2014","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",98990,41403,51099,949,89,103,681,4666,74,4592,"Flint city, Michigan",51,3404,3438,914,117,158,485,1864,117,1863
"G26034000","2014","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",193793,129315,41785,1235,3309,182,10873,7094,2073,5021,"Grand Rapids city, Michigan",33,4404,3643,950,1109,285,3352,1728,1042,1410
"G26042160","2014","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",75909,50761,17349,369,1487,256,882,4805,21,4784,"Kalamazoo city, Michigan",46,2395,2345,218,594,400,472,1574,40,1572
"G26046000","2014","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",113659,71402,26253,358,3446,0,3358,8842,680,8162,"Lansing city, Michigan",1083,2699,2864,323,1318,165,1196,2304,404,2182
"G26049000","2014","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",94959,87142,3663,115,3032,0,161,846,0,846,"Livonia city, Michigan",26,2001,1394,153,1349,165,130,513,165,513
"G26069035","2014","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",73120,56741,4257,120,9189,0,794,2019,259,1760,"Rochester Hills city, Michigan",29,2917,2040,121,2459,165,732,1032,420,996
"G26074900","2014","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",73001,17612,51281,157,1398,0,106,2447,196,2251,"Southfield city, Michigan",27,2428,2720,198,855,165,147,1006,182,998
"G26076460","2014","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",131729,110735,8829,0,7911,0,750,3504,164,3340,"Sterling Heights city, Michigan",47,3540,2330,165,1917,165,773,1176,179,1190
"G26080700","2014","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",83120,56799,4574,128,19053,151,610,1805,320,1485,"Troy city, Michigan",55,2904,1850,157,2557,242,750,866,196,847
"G26084000","2014","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",135099,98314,24664,390,8262,0,722,2747,5,2742,"Warren city, Michigan",27,4643,4068,303,2229,165,636,1242,11,1242
"G26086000","2014","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",82318,56769,19550,741,3093,84,1156,925,0,925,"Westland city, Michigan",34,3214,3028,378,1604,137,830,418,165,418
"G26088940","2014","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",74820,57562,3987,1381,1854,0,5887,4149,271,3878,"Wyoming city, Michigan",29,3837,1421,1112,1220,165,3800,1535,201,1489
"G27006616","2014","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",86319,67923,6534,134,6444,78,1200,4006,857,3149,"Bloomington city, Minnesota",30,3296,2928,209,2110,128,807,1566,870,1309
"G27007966","2014","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",78741,43609,20194,0,10561,0,1531,2846,0,2846,"Brooklyn Park city, Minnesota",51,4736,4272,141,2567,141,1232,1367,141,1367
"G27017000","2014","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",86242,77008,2539,1633,1601,0,527,2934,164,2770,"Duluth city, Minnesota",28,1192,851,641,411,141,362,947,172,901
"G27017288","2014","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",66087,51982,4306,198,6979,0,1101,1521,155,1366,"Eagan city, Minnesota",31,2542,1901,158,1618,141,1015,499,158,514
"G27040166","2014","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",,,,,,,,,,,"Maple Grove city, Minnesota",,,,,,,,,,
"G27043000","2014","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",407181,265873,79484,5483,22768,138,16896,16539,708,15831,"Minneapolis city, Minnesota",95,6631,5872,1558,3142,136,4053,2570,369,2560
"G27051730","2014","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",75065,57747,4959,495,7600,0,875,3389,99,3290,"Plymouth city, Minnesota",39,3842,2549,532,1945,141,839,2667,162,2675
"G27054880","2014","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",111398,91434,8325,203,9073,0,777,1586,0,1586,"Rochester city, Minnesota",36,1081,744,150,765,141,548,544,141,544
"G27056896","2014","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",64221,53791,6438,617,1500,0,364,1511,101,1410,"St. Cloud city, Minnesota",1773,2045,1101,261,722,141,332,722,101,703
"G27058000","2014","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",297644,168906,47793,3274,53863,0,9138,14670,1428,13242,"St. Paul city, Minnesota",44,4650,3604,976,3024,141,2601,2769,712,2634
"G27071428","2014","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",66799,56628,2362,0,5082,97,216,2414,78,2336,"Woodbury city, Minnesota",34,2470,1873,141,1657,156,223,1161,103,1168
"G28029700","2014","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",71747,43523,25345,52,465,10,626,1726,49,1677,"Gulfport city, Mississippi",31,2221,2236,96,307,22,465,859,81,845
"G28036000","2014","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",171146,35402,132824,142,1398,0,97,1283,96,1187,"Jackson city, Mississippi",307,3013,3303,105,697,206,166,771,131,754
"G29015670","2014","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",116892,91000,13105,57,6179,4,968,5579,282,5297,"Columbia city, Missouri",53,2472,2345,109,1125,10,758,1674,354,1619
"G29035000","2014","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",117503,97936,6539,923,1949,482,5881,3793,936,2857,"Independence city, Missouri",42,3898,2048,624,1163,332,2877,1604,1206,1252
"G29038000","2014","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",470816,275205,139981,1886,11402,486,24389,17467,3105,14362,"Kansas City city, Missouri",200,5784,5898,998,1910,474,3831,2882,1309,2557
"G29041348","2014","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",94627,79132,6740,327,2229,233,3561,2405,140,2265,"Lee's Summit city, Missouri",927,2949,2280,272,1211,223,1540,1350,182,1357
"G29054074","2014","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",83999,75050,4185,123,3168,0,179,1294,0,1294,"O'Fallon city, Missouri",43,2022,1566,166,1337,181,263,698,181,698
"G29064082","2014","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",68087,59340,5406,98,1404,32,522,1285,0,1285,"St. Charles city, Missouri",30,1872,1668,154,846,49,447,580,181,580
"G29064550","2014","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",76529,66825,5806,206,682,42,794,2174,182,1992,"St. Joseph city, Missouri",1762,1991,963,96,438,102,810,824,244,764
"G29065000","2014","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",317419,145959,148875,663,9411,194,5077,7240,565,6675,"St. Louis city, Missouri",0,1634,1682,396,1289,262,2156,1758,583,1774
"G29070000","2014","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",165399,149326,8030,424,2582,59,270,4708,74,4634,"Springfield city, Missouri",80,1573,1174,244,690,102,212,1154,136,1131
"G30006550","2014","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",108870,99538,848,5368,208,88,585,2235,331,1904,"Billings city, Montana",26,1275,393,1352,192,122,324,804,421,650
"G30050200","2014","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",69824,64035,311,2850,921,45,5,1657,17,1640,"Missoula city, Montana",25,1280,371,1558,662,80,12,1105,34,1103
"G31028000","2014","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",273002,235709,12411,703,12825,47,3746,7561,764,6797,"Lincoln city, Nebraska",28,1785,1354,485,543,81,1548,1599,562,1553
"G31037000","2014","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",446618,348582,55457,4185,14377,548,9248,14221,1679,12542,"Omaha city, Nebraska",74,4270,3373,1863,1433,549,2511,2341,808,2248
"G32023770","2014","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",126438,69143,10622,983,30508,574,6742,7866,1788,6078,"Enterprise CDP, Nevada",10019,6439,4169,770,4401,746,3210,2364,1546,1721
"G32031900","2014","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",277458,207343,14746,756,21263,405,19392,13553,2845,10708,"Henderson city, Nevada",75,6562,2968,499,3746,389,4513,2225,1316,1870
"G32040000","2014","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",613590,385047,76956,4058,38539,3992,77857,27141,4302,22839,"Las Vegas city, Nevada",75,8098,7097,1085,4123,1772,7310,3331,1517,3172
"G32051800","2014","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",230793,138073,42971,418,15439,1036,22087,10769,799,9970,"North Las Vegas city, Nevada",33,6175,5071,332,3202,809,4271,2689,339,2649
"G32054600","2014","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",237477,149829,21373,2642,23228,3325,27061,10019,1172,8847,"Paradise CDP, Nevada",10990,8061,4076,1219,3982,2085,5411,1952,576,1906
"G32060600","2014","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",236995,186747,6355,2424,15877,1553,14427,9612,1369,8243,"Reno city, Nevada",44,4779,1450,598,2484,747,3386,1747,647,1751
"G32068400","2014","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",94704,76841,2638,1458,4405,281,4122,4959,435,4524,"Sparks city, Nevada",38,3260,1228,765,1722,299,2319,1730,367,1708
"G32068585","2014","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",192113,103961,18290,171,37925,1261,18777,11728,2091,9637,"Spring Valley CDP, Nevada",12886,8153,3980,214,5321,694,5851,3671,1494,2879
"G32071400","2014","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",189229,101425,27442,766,11540,1439,39388,7229,1414,5815,"Sunrise Manor CDP, Nevada",11409,8111,4880,515,3030,917,5211,1835,743,1584
"G33045140","2014","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",110451,94388,5330,326,6190,0,1302,2915,228,2687,"Manchester city, New Hampshire",25,2463,1597,279,1851,182,648,1394,223,1367
"G33050260","2014","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",87258,73785,3585,197,4162,117,900,4512,1100,3412,"Nashua city, New Hampshire",23,2364,1267,223,1665,148,494,1427,717,1343
"G34003580","2014","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",65984,48904,8906,0,5858,0,1518,798,80,718,"Bayonne city, New Jersey",44,3339,2631,195,1881,195,889,446,136,427
"G34010000","2014","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",77317,10052,37563,280,2457,0,25481,1484,681,803,"Camden city, New Jersey",59,2738,4080,407,1738,195,4026,679,470,485
"G34013690","2014","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",85920,57322,5161,465,10486,0,11160,1326,707,619,"Clifton city, New Jersey",37,4067,2476,611,2083,195,3066,655,596,374
"G34019390","2014","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",65095,2457,57026,35,243,0,4555,779,357,422,"East Orange city, New Jersey",54,883,2153,67,257,195,1821,470,275,352
"G34021000","2014","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",128695,63722,24932,0,3532,0,32433,4076,1240,2836,"Elizabeth city, New Jersey",48,4583,3229,195,1844,195,4773,1216,766,1027
"G34036000","2014","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",262146,93409,68555,477,66351,245,27271,5838,614,5224,"Jersey City city, New Jersey",43,5647,3928,421,3474,321,4361,1760,482,1695
"G34051000","2014","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",280577,61266,139409,1831,7005,107,64668,6291,3227,3064,"Newark city, New Jersey",44,5761,4683,669,2361,132,5247,2216,1813,1051
"G34056550","2014","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",71517,25325,6514,2031,2177,51,32426,2993,1464,1529,"Passaic city, New Jersey",35,3905,2164,1741,1407,88,4613,1559,1071,1068
"G34057000","2014","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",146746,37885,45539,89,1805,0,52653,8775,2296,6479,"Paterson city, New Jersey",38,5144,3039,124,1181,195,5538,2773,1249,2485
"G34073110","2014","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",89490,78475,2720,0,4720,0,1405,2170,150,2020,"Toms River CDP, New Jersey",596,2958,1494,195,2114,195,755,1345,250,1301
"G34074000","2014","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",84047,32116,43825,119,393,0,5915,1679,477,1202,"Trenton city, New Jersey",47,3269,3366,207,241,195,2516,847,483,660
"G34074630","2014","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",68673,53014,2553,42,3317,0,8587,1160,416,744,"Union City city, New Jersey",29,2787,1420,72,1414,195,2152,577,288,489
"G35002000","2014","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",557172,398390,16453,24818,14980,182,74171,28178,15444,12734,"Albuquerque city, New Mexico",38,9670,1638,1676,1688,170,8927,4540,4115,2122
"G35039380","2014","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",101405,88627,2391,2085,2258,0,2975,3069,687,2382,"Las Cruces city, New Mexico",25,2132,1334,757,608,190,1454,1417,465,1224
"G35063460","2014","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",93011,71527,2748,1577,1854,0,10611,4694,1479,3215,"Rio Rancho city, New Mexico",35,2827,713,803,402,190,2731,1629,1104,1399
"G35070500","2014","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",70291,58763,540,2022,1120,31,6000,1815,608,1207,"Santa Fe city, New Mexico",39,2666,405,597,543,46,2327,782,378,591
"G36001000","2014","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",98566,53323,28610,119,7111,38,3749,5616,1124,4492,"Albany city, New York",26,2903,2323,154,2152,67,1878,1817,1130,1789
"G36008026","2014","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",68580,40751,9816,347,1902,0,13068,2696,1016,1680,"Brentwood CDP, New York",6910,5142,3078,410,1525,189,4872,2091,1137,1707
"G36011000","2014","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",258699,122457,96258,1387,14543,85,15986,7983,2267,5716,"Buffalo city, New York",39,4407,3859,647,2361,141,2643,1779,734,1632
"G36015000","2014","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",73556,60113,7009,232,3126,242,1225,1609,6,1603,"Cheektowaga CDP, New York",1876,2457,1797,190,1407,253,838,672,12,675
