GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3AE001,AA3AE002,AA3AE003,AA3AE004,AA3AE005,AA3AE006,AA3AE007,AA3AE008,AA3AE009,AA3AE010,AA3AE011,AA3AE012,AA3AE013,AA3AE014,AA3AE015,AA3AE016,AA3AE017,AA3AE018,AA3AE019,AA3AE020,AA3AE021,AA3AE022,AA3AE023,AA3AE024,NAME_M,AA3AM001,AA3AM002,AA3AM003,AA3AM004,AA3AM005,AA3AM006,AA3AM007,AA3AM008,AA3AM009,AA3AM010,AA3AM011,AA3AM012,AA3AM013,AA3AM014,AA3AM015,AA3AM016,AA3AM017,AA3AM018,AA3AM019,AA3AM020,AA3AM021,AA3AM022,AA3AM023,AA3AM024
"G4200450","2014","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",61112,57926,817,291,592,863,169,686,570,503,1042,1758,1068,3413,4050,3865,5679,8671,7558,7204,3583,2333,3211,3186,"Delaware County, Pennsylvania",2770,2876,509,156,265,417,157,359,338,313,445,622,517,892,912,795,1204,1398,1394,1362,840,597,690,707
"G4200490","2014","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",36587,34304,170,360,319,1278,1136,1575,1977,3113,4113,4077,2904,3301,2476,1840,930,1918,484,1275,314,374,370,2283,"Erie County, Pennsylvania",2409,2414,153,219,177,421,627,660,600,901,979,1206,893,849,838,734,472,622,337,585,220,321,184,703
"G4200510","2014","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",16901,14573,830,0,484,781,956,994,988,2603,1422,1055,1055,1098,823,295,429,335,301,93,31,0,0,2328,"Fayette County, Pennsylvania",1774,1735,583,168,311,367,497,435,425,846,508,430,517,484,600,164,309,230,274,96,61,168,168,603
"G4200550","2014","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",18639,17509,162,233,563,164,360,332,524,1568,833,1739,1014,1250,2621,1482,1033,2081,385,909,68,73,115,1130,"Franklin County, Pennsylvania",1810,1854,171,212,319,124,386,189,411,658,414,616,515,582,842,688,566,770,271,604,102,116,99,543
"G4200630","2014","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",10709,9552,384,140,163,622,213,340,333,1090,459,1293,319,1071,641,416,632,192,341,261,0,204,438,1157,"Indiana County, Pennsylvania",1078,1027,358,148,175,412,201,219,199,709,263,596,177,459,469,343,437,184,317,314,168,216,538,459
"G4200690","2014","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",28418,26414,278,442,402,1322,407,561,1306,1826,1723,3262,1984,3461,2022,1617,1495,1602,1008,816,326,178,376,2004,"Lackawanna County, Pennsylvania",2223,2135,224,296,277,509,270,336,565,651,711,905,645,966,828,584,514,518,462,416,257,232,254,556
"G4200710","2014","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",62766,60016,299,506,512,651,984,558,1047,2258,3416,3126,3842,3290,5989,4036,3890,8525,4351,7636,2725,857,1518,2750,"Lancaster County, Pennsylvania",3179,3245,360,427,297,460,539,288,525,761,1070,772,943,874,1240,1291,1145,1787,1109,1586,844,500,459,737
"G4200730","2014","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",9622,8353,429,189,134,594,426,176,463,1094,825,956,1022,702,309,443,190,169,92,25,115,0,0,1269,"Lawrence County, Pennsylvania",1193,1091,186,187,123,274,363,101,263,456,351,376,457,374,187,274,200,113,108,29,179,168,168,452
"G4200750","2014","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",15679,14724,51,18,146,597,35,359,69,793,1038,1816,1186,1979,1338,919,672,1349,1246,457,107,307,242,955,"Lebanon County, Pennsylvania",1427,1451,85,33,179,323,60,215,84,455,529,613,533,825,619,541,485,690,607,372,126,347,165,436
"G4200770","2014","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",45505,44157,358,421,705,892,420,755,457,825,1330,1919,2097,3868,3519,2831,2388,6602,3922,6936,2308,1022,582,1348,"Lehigh County, Pennsylvania",2461,2439,261,296,459,423,262,416,272,416,638,687,740,1066,999,831,662,1241,842,1422,758,463,366,533
"G4200790","2014","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",38679,35312,1126,1024,563,1964,910,1794,2017,2728,2629,3045,3390,3538,2608,1622,1395,1633,1611,1020,93,438,164,3367,"Luzerne County, Pennsylvania",2057,2036,465,472,394,664,319,584,486,728,742,623,795,941,811,601,619,735,654,498,92,315,199,725
"G4200810","2014","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",14209,13474,114,286,95,485,391,182,276,1199,1576,1236,1107,1964,1379,533,668,502,707,507,125,58,84,735,"Lycoming County, Pennsylvania",1330,1337,186,358,124,413,398,133,186,574,704,538,526,895,882,250,525,352,487,278,143,68,98,286
"G4200850","2014","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",12021,10920,299,374,129,573,265,567,826,1847,784,1178,1209,589,1023,117,146,295,335,275,0,0,89,1101,"Mercer County, Pennsylvania",1378,1224,265,279,100,272,153,445,310,594,378,480,547,308,495,123,141,234,409,206,168,168,143,458
"G4200890","2014","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",11947,11296,58,81,29,460,29,135,0,359,267,688,101,251,509,714,505,1416,1598,2626,570,642,258,651,"Monroe County, Pennsylvania",1848,1833,104,102,49,475,51,211,168,320,327,654,165,249,365,439,412,684,768,1044,498,553,312,363
"G4200910","2014","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",88348,84793,312,429,342,743,513,399,219,922,209,1795,1641,2843,2399,4153,4107,10318,9917,17219,12542,9304,4467,3555,"Montgomery County, Pennsylvania",2912,3082,247,333,255,466,316,249,149,433,181,629,608,897,731,837,1044,1902,1443,1884,1614,1413,1116,780
"G4200950","2014","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",32894,31766,250,221,884,766,523,895,481,379,501,1523,1420,1145,2324,2242,1735,4149,3216,5111,2223,1025,753,1128,"Northampton County, Pennsylvania",2019,1990,203,269,555,433,347,404,308,322,276,683,486,335,709,823,701,1161,803,1038,673,454,357,530
"G4200970","2014","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",11210,10145,49,149,221,380,1210,145,1086,1472,1043,1202,733,646,310,326,326,159,145,120,49,374,0,1065,"Northumberland County, Pennsylvania",1151,1132,84,145,176,264,540,119,566,554,465,477,271,373,184,366,295,175,118,128,60,317,168,374
"G4201010","2014","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",277301,265293,4539,4046,4350,8781,3211,3693,4522,7295,7428,16003,9584,17167,19169,19352,17425,34923,23574,25868,11907,13827,8629,12008,"Philadelphia County, Pennsylvania",7122,7091,1097,986,742,1410,979,857,1159,1331,1393,2258,1636,2548,2741,2452,2354,2802,2652,2854,1452,1867,1481,1937
"G4201070","2014","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",14357,12757,342,507,352,783,413,431,1178,713,1522,1454,1139,1542,892,700,300,108,96,39,20,0,226,1600,"Schuylkill County, Pennsylvania",1323,1247,269,352,297,387,343,193,468,395,509,458,411,442,418,449,377,107,134,36,35,168,305,507
"G4201110","2014","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",5854,4807,101,262,134,412,336,301,672,360,404,809,279,367,107,54,93,32,0,49,0,0,35,1047,"Somerset County, Pennsylvania",865,741,72,200,125,186,176,168,301,175,280,402,172,279,88,52,77,28,168,49,168,168,42,342
"G4201250","2014","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",19624,17953,107,53,380,1145,1257,700,1235,1752,1664,1368,1090,1706,1047,609,732,835,496,1077,103,309,288,1671,"Washington County, Pennsylvania",1665,1652,104,64,221,441,538,289,445,484,661,394,506,573,393,346,398,419,339,526,123,400,184,499
"G4201290","2014","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",35411,31565,632,710,667,1339,717,2081,2299,3330,3277,2970,3417,2439,2299,1688,1100,1750,178,122,293,257,0,3846,"Westmoreland County, Pennsylvania",2258,2083,451,341,347,545,365,677,710,801,807,740,800,624,562,669,530,640,150,109,184,297,168,854
"G4201330","2014","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",42296,40473,42,135,306,703,607,952,763,2013,1732,2163,3757,3761,3458,3104,3741,4932,3276,3034,1484,510,0,1823,"York County, Pennsylvania",2584,2604,85,114,214,396,425,357,406,739,591,813,924,905,1051,838,1151,1106,1049,910,700,254,168,561
"G4400030","2014","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",21323,20251,547,246,103,275,309,563,385,191,333,264,437,675,757,1222,1504,2966,2752,3704,1736,1232,50,1072,"Kent County, Rhode Island",2014,2038,483,319,89,235,237,311,311,184,224,248,328,411,424,553,682,891,990,1114,737,513,60,602
"G4400050","2014","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",14284,13521,0,85,317,313,121,107,80,745,149,230,175,234,167,391,354,2210,941,3563,667,1138,1534,763,"Newport County, Rhode Island",1400,1343,203,101,286,215,138,130,95,447,221,252,168,271,183,321,413,760,501,916,331,469,636,531
"G4400070","2014","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",115303,111176,1117,840,1656,6937,3264,3436,1078,1943,1527,4748,2281,8507,7990,9682,10246,15814,9371,10514,5004,3950,1271,4127,"Providence County, Rhode Island",3710,3819,503,531,622,1511,884,1104,544,727,558,976,682,1606,1473,1550,1877,1898,1681,1679,1133,1005,597,1152
"G4400090","2014","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",11942,11085,69,101,717,148,134,239,479,317,172,385,175,103,0,419,449,1643,1321,2243,640,912,419,857,"Washington County, Rhode Island",1642,1657,109,132,450,195,161,249,387,338,165,338,203,140,203,444,326,771,645,924,387,660,359,318
"G4500030","2014","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",16708,15422,221,652,634,278,251,827,1297,2135,761,1778,737,1525,961,894,604,1009,82,544,145,87,0,1286,"Aiken County, South Carolina",1941,1790,259,520,388,217,259,596,593,777,541,806,407,701,662,501,456,668,141,314,168,160,200,589
"G4500070","2014","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",22324,19651,479,633,307,804,368,564,2020,1552,2834,2263,1448,1210,1117,1304,288,670,155,946,44,307,338,2673,"Anderson County, South Carolina",2528,2427,378,348,208,664,336,362,1033,737,968,707,666,523,565,681,412,474,177,665,74,341,332,907
"G4500130","2014","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",20672,19168,331,165,218,299,97,135,43,567,546,886,412,854,697,837,1013,2542,2830,2709,1796,1442,749,1504,"Beaufort County, South Carolina",2187,2104,274,187,326,344,117,165,73,498,366,543,399,407,416,501,516,713,986,675,747,851,453,673
"G4500150","2014","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",20329,18056,37,34,232,130,263,454,261,307,350,629,947,1894,1387,1065,1077,3180,1680,1784,1568,642,135,2273,"Berkeley County, South Carolina",1831,1879,62,47,271,192,246,331,219,222,192,320,653,701,496,560,569,795,663,728,648,308,152,820
"G4500190","2014","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",63695,61391,1027,1096,501,589,604,978,908,1108,1651,1866,3896,3589,3672,3511,3477,8442,4383,7687,4416,5059,2931,2304,"Charleston County, South Carolina",3043,3090,720,550,322,392,407,525,565,538,597,722,935,1071,1015,1016,1152,1577,1209,1367,1078,1422,987,698
"G4500310","2014","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Darlington County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,
"G4500350","2014","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Dorchester County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,
"G4500410","2014","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",17914,15911,565,585,514,650,722,1628,441,1508,1179,1326,1705,1016,1221,960,460,538,262,479,33,57,62,2003,"Florence County, South Carolina",1892,1775,423,388,417,507,431,870,382,654,655,698,809,583,704,798,390,365,214,282,55,46,82,626
"G4500450","2014","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",62632,58776,1118,496,774,1722,921,1510,2690,3547,3020,6205,3740,4904,3784,4791,2674,5757,3955,3439,1891,753,1085,3856,"Greenville County, South Carolina",3205,3080,416,278,382,704,416,619,888,1129,815,1282,811,1099,976,1248,892,1121,1121,946,745,400,725,1021
"G4500470","2014","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",8616,8155,219,28,334,811,357,172,853,583,1404,688,517,895,358,113,41,169,49,314,0,0,250,461,"Greenwood County, South Carolina",1403,1390,332,49,238,499,257,134,603,403,713,462,425,578,351,178,70,192,89,346,200,200,223,317
"G4500510","2014","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",38385,36033,392,715,732,369,424,321,657,1659,1319,2329,3276,5030,2660,2427,3131,3598,1933,2807,1490,494,270,2352,"Horry County, South Carolina",2861,2698,297,392,415,291,412,251,390,721,620,859,1158,1071,834,833,924,971,689,844,735,463,284,803
"G4500570","2014","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",7343,6563,0,194,38,105,172,409,1111,1077,567,1003,390,102,427,17,143,314,0,222,154,118,0,780,"Lancaster County, South Carolina",1334,1272,200,226,61,95,155,361,576,506,393,682,344,96,442,30,211,290,200,270,216,205,200,394
"G4500590","2014","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,
"G4500630","2014","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",29707,28137,227,272,136,692,583,555,1041,1967,2620,2300,1840,1644,2337,833,1461,3145,2100,1999,1052,557,776,1570,"Lexington County, South Carolina",2415,2371,275,262,171,530,450,317,549,678,799,662,637,616,931,479,617,993,852,703,571,369,365,472
"G4500730","2014","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",8839,7898,105,230,123,530,413,505,549,1284,796,921,472,160,148,448,160,105,134,365,84,366,0,941,"Oconee County, South Carolina",1609,1571,122,232,151,476,444,379,337,717,601,470,378,250,215,351,183,220,161,300,110,301,200,536
"G4500750","2014","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",11251,8919,186,370,258,451,381,1121,648,1138,540,1598,762,563,37,0,154,359,243,20,66,24,0,2332,"Orangeburg County, South Carolina",1400,1377,145,237,188,302,373,586,444,526,370,610,555,528,60,200,189,395,232,34,107,36,200,767
"G4500770","2014","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",12740,11456,215,0,154,92,652,803,888,983,1714,623,817,687,408,496,386,358,737,582,461,400,0,1284,"Pickens County, South Carolina",1520,1494,254,200,251,110,443,491,433,602,646,355,440,403,257,342,299,373,433,382,340,311,200,816
"G4500790","2014","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",60905,58538,1612,763,733,957,571,983,1608,2645,3042,2998,4451,5398,4136,4264,3627,7255,3569,5833,1926,1893,274,2367,"Richland County, South Carolina",3439,3399,653,445,374,452,343,511,593,881,840,860,1230,1333,1092,1071,1078,1554,1064,1522,947,721,232,666
"G4500830","2014","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",37086,33902,570,879,739,1184,898,1246,1644,2547,3839,3829,3727,3274,1920,2225,1549,1557,528,1160,241,325,21,3184,"Spartanburg County, South Carolina",2655,2586,291,563,443,645,468,577,777,856,1097,1064,916,1070,742,934,744,685,478,594,240,408,34,842
"G4500850","2014","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",13309,11721,276,252,356,639,351,398,956,612,1802,1200,1506,663,125,348,419,358,158,1032,34,91,145,1588,"Sumter County, South Carolina",1614,1648,261,232,360,451,350,272,566,464,943,622,631,417,119,250,312,296,259,617,60,121,174,650
"G4500910","2014","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",28452,26860,102,324,887,755,881,588,530,911,1261,2236,1850,2267,2517,1884,3269,1919,1411,2132,511,394,231,1592,"York County, South Carolina",1846,1843,120,252,730,478,639,490,415,410,539,714,733,811,803,789,883,854,633,784,346,320,184,641
"G4600990","2014","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",26101,25453,233,76,451,771,552,407,605,1196,1811,2476,2607,3126,2810,2542,1950,1178,905,869,319,361,208,648,"Minnehaha County, South Dakota",1621,1625,321,136,440,438,424,248,445,521,700,773,790,807,1032,751,777,500,428,434,254,352,156,383
"G4601030","2014","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",14569,13591,253,211,183,506,169,373,227,1048,728,918,1008,582,784,1138,930,1221,1403,1178,293,341,97,978,"Pennington County, South Dakota",1369,1357,208,233,184,402,161,307,185,539,409,407,573,377,470,659,415,592,530,589,237,400,164,522
"G4700010","2014","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",8496,7574,477,170,159,368,543,221,374,429,407,1156,709,902,339,246,114,474,117,315,54,0,0,922,"Anderson County, Tennessee",1116,1117,400,169,174,307,465,210,287,355,292,576,387,387,306,229,112,384,123,228,90,198,198,455
"G4700090","2014","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",11811,10112,61,79,50,476,279,433,582,498,499,1230,936,1052,1362,271,123,416,792,337,423,131,82,1699,"Blount County, Tennessee",1569,1303,77,97,82,492,270,296,416,316,298,590,522,554,602,274,103,398,406,325,394,206,136,676
"G4700110","2014","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",12895,11249,193,24,191,438,198,712,1194,945,828,1125,750,1073,1045,401,234,627,52,251,166,517,285,1646,"Bradley County, Tennessee",1630,1574,229,41,151,347,203,532,563,571,461,487,429,555,529,352,256,513,94,247,164,728,300,870
"G4700370","2014","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",126081,122997,3457,2025,748,2785,2507,1705,1555,2666,2432,6972,7185,10412,10125,9401,9071,16391,7997,12324,6188,5270,1781,3084,"Davidson County, Tennessee",3793,3751,1033,920,497,710,973,740,797,929,749,1110,1603,1766,1889,1588,1630,2267,1447,1946,1456,1077,682,908
"G4700590","2014","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,
"G4700650","2014","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",51920,48881,950,760,922,1566,1058,1201,1979,2750,3295,4544,3928,4646,3358,2067,2012,4433,2853,4027,972,1083,477,3039,"Hamilton County, Tennessee",2922,2839,498,421,468,565,567,692,772,785,972,1009,964,1359,978,899,651,1242,857,1065,447,406,370,772
"G4700930","2014","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",62563,59007,1010,1416,726,2512,1152,1526,2022,2409,3923,5096,4859,4546,4984,3532,3515,4349,3693,3873,2863,960,41,3556,"Knox County, Tennessee",3099,3153,595,657,415,786,515,592,789,800,953,1239,1289,1004,1143,1113,879,1041,1028,1136,1079,447,67,977
"G4701130","2014","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",13860,13351,406,215,319,499,613,564,1073,731,1066,1898,777,1518,889,427,452,1029,362,157,0,13,343,509,"Madison County, Tennessee",1452,1471,357,242,298,289,420,295,459,404,528,643,515,781,514,326,323,474,398,200,198,22,369,297
"G4701190","2014","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",9295,8390,0,29,395,83,69,124,546,1370,396,1079,768,623,680,916,369,418,189,303,33,0,0,905,"Maury County, Tennessee",1406,1317,198,50,407,101,113,137,412,699,301,597,405,313,474,457,296,349,177,256,72,198,198,388
"G4701250","2014","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",26131,25028,304,154,217,365,73,486,877,1440,1134,1480,2077,2253,2118,1992,1710,2386,1529,2352,1079,713,289,1103,"Montgomery County, Tennessee",1995,2020,264,173,171,250,126,393,456,814,561,527,658,788,773,973,792,920,655,722,519,356,315,501
"G4701410","2014","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",11497,10669,58,82,125,59,480,809,728,1685,1441,987,701,988,623,213,307,556,325,233,96,0,173,828,"Putnam County, Tennessee",1351,1328,97,102,129,80,387,351,319,584,678,561,410,458,388,205,292,334,223,280,154,198,224,373
"G4701470","2014","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",6175,5838,37,215,0,112,12,108,223,413,99,1081,375,257,374,369,848,493,382,208,31,201,0,337,"Robertson County, Tennessee",1122,1103,70,216,198,114,22,125,272,331,133,641,239,248,267,307,498,364,282,187,39,296,198,307
"G4701490","2014","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",37909,36429,466,202,365,378,257,600,396,1005,1715,2114,2192,2343,3339,2779,2902,3952,3333,5007,1432,1338,314,1480,"Rutherford County, Tennessee",2534,2599,367,208,224,374,193,509,327,621,693,753,1134,947,1133,911,1162,1153,1121,1641,764,589,321,754
"G4701550","2014","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",12202,11087,306,0,248,371,310,419,259,503,1634,799,700,563,1484,603,1155,610,421,576,75,51,0,1115,"Sevier County, Tennessee",1656,1607,304,198,346,325,306,333,262,396,708,462,371,333,664,448,671,517,375,399,105,85,198,598
"G4701570","2014","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",151922,145036,754,1522,1812,2315,1976,4228,6208,7831,9142,14111,10308,12552,11446,11099,8464,11723,9788,11598,4669,2065,1425,6886,"Shelby County, Tennessee",4431,4488,396,573,760,598,562,1117,1242,1314,1691,2067,1551,1899,1893,2058,1509,1775,1888,2004,1276,785,585,1422
"G4701630","2014","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",17851,16334,719,264,738,783,789,1202,2078,1976,1725,981,1176,951,953,256,43,586,332,683,68,31,0,1517,"Sullivan County, Tennessee",1766,1779,548,256,450,556,348,459,706,851,659,447,534,554,586,196,72,359,397,452,113,53,198,538
"G4701650","2014","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",17110,16170,271,82,263,379,68,436,278,724,474,1401,933,689,1391,1214,758,2354,673,1539,921,935,387,940,"Sumner County, Tennessee",1773,1782,326,111,293,396,83,243,201,380,361,619,474,346,532,654,355,781,397,796,549,547,355,448
"G4701790","2014","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",17223,15713,62,0,97,390,282,670,1753,1013,1547,1750,1628,953,1262,1135,981,969,151,581,132,357,0,1510,"Washington County, Tennessee",1770,1780,107,198,100,301,215,395,802,554,685,803,590,515,661,707,532,807,154,494,137,259,198,708
"G4701870","2014","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,
"G4701890","2014","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",11111,10001,189,0,0,294,133,127,103,588,458,717,806,837,1171,556,647,868,755,932,415,405,0,1110,"Wilson County, Tennessee",1529,1467,309,198,198,278,158,154,124,457,427,517,443,469,560,291,464,425,548,456,388,385,198,623
"G4800050","2014","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",9191,8417,84,313,33,172,379,518,418,182,605,1225,496,819,858,412,755,476,271,356,45,0,0,774,"Angelina County, Texas",1259,1272,142,255,60,219,267,356,303,230,494,669,373,478,487,374,536,372,264,329,74,211,211,372
