GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHPKE001,AHPKE002,AHPKE003,AHPKE004,AHPKE005,AHPKE006,AHPKE007,AHPKE008,AHPKE009,AHPKE010,AHPKE011,AHPKE012,AHPKE013,AHPKE014,AHPKE015,AHPKE016,AHPKE017,AHPKE018,AHPKE019,AHPKE020,AHPKE021,AHPKE022,AHPKE023,AHPKE024,AHPKE025,AHPKE026,AHPKE027,NAME_M,AHPKM001,AHPKM002,AHPKM003,AHPKM004,AHPKM005,AHPKM006,AHPKM007,AHPKM008,AHPKM009,AHPKM010,AHPKM011,AHPKM012,AHPKM013,AHPKM014,AHPKM015,AHPKM016,AHPKM017,AHPKM018,AHPKM019,AHPKM020,AHPKM021,AHPKM022,AHPKM023,AHPKM024,AHPKM025,AHPKM026,AHPKM027
"G3500050","2017","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3500130","2017","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",26903,24769,779,219,491,682,546,1525,1049,1582,2100,1835,1905,1862,1105,2267,752,1637,1813,1790,357,34,439,0,0,0,2134,"Doña Ana County, New Mexico",2424,2524,586,340,374,483,449,985,770,866,817,800,733,1138,637,1281,440,768,1135,868,285,63,385,201,201,201,871
"G3500250","2017","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3500310","2017","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",6333,4694,234,121,139,269,41,334,913,211,267,577,123,281,110,112,352,133,0,255,222,0,0,0,0,0,1639,"McKinley County, New Mexico",867,825,108,139,107,206,39,306,537,178,187,294,103,255,83,130,333,139,201,267,291,201,201,201,201,201,407
"G3500350","2017","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",8950,8305,163,694,211,0,0,330,379,875,714,502,795,227,504,0,243,540,540,943,542,103,0,0,0,0,645,"Otero County, New Mexico",1221,1235,146,651,313,201,201,289,341,581,680,457,573,218,402,201,234,582,433,544,311,95,201,201,201,201,458
"G3500430","2017","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",11372,10514,30,21,51,47,79,112,39,349,79,118,77,664,596,884,888,1292,1452,2377,516,624,110,0,109,0,858,"Sandoval County, New Mexico",1512,1460,38,35,51,50,63,84,45,309,75,83,106,515,387,622,386,622,625,869,384,465,178,201,184,201,465
"G3500450","2017","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",10682,9274,178,117,187,309,195,279,407,276,201,530,789,1247,456,400,588,802,565,1314,200,167,0,0,0,67,1408,"San Juan County, New Mexico",1416,1420,110,105,154,207,160,208,435,290,144,419,504,642,413,296,395,397,411,635,197,161,201,201,201,109,540
"G3500490","2017","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",17668,16020,148,98,471,658,288,41,158,96,423,236,515,646,709,896,657,2332,1914,2375,1344,1296,263,331,38,87,1648,"Santa Fe County, New Mexico",1571,1385,164,106,284,533,308,42,170,108,351,140,265,344,354,362,344,648,612,645,477,396,173,272,45,154,624
"G3500610","2017","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valencia County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600010","2017","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",53499,52072,282,486,509,1796,305,415,701,1031,1965,1872,775,3180,1920,2884,2845,6303,5844,12451,2433,2905,686,130,130,224,1427,"Albany County, New York",2814,2847,375,479,351,661,203,343,469,476,915,814,534,1110,720,825,1085,1409,1142,2159,802,938,474,159,151,154,806
"G3600050","2017","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",407488,398175,2099,4449,13091,15711,10450,7799,5306,8204,3676,5829,5225,6825,5790,11114,7431,29453,31435,94992,62726,56098,8310,937,640,585,9313,"Bronx County, New York",4512,4582,937,1142,2016,2158,1801,1628,926,1500,1003,1394,1342,1810,1438,1944,1354,3574,3731,4620,4505,4086,1421,551,333,291,1496
"G3600070","2017","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",27465,25770,130,91,289,268,714,782,624,1580,1303,3762,1243,3101,1938,1177,1583,2500,1242,1798,434,577,323,36,275,0,1695,"Broome County, New York",1884,1930,144,86,232,262,435,415,370,690,468,1061,476,873,555,483,489,903,511,758,267,433,149,62,182,200,695
"G3600090","2017","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",9665,9166,65,107,268,531,570,785,675,854,835,510,1413,564,868,322,305,158,94,61,7,80,39,55,0,0,499,"Cattaraugus County, New York",1062,1030,77,108,228,362,395,323,240,337,387,238,602,332,443,197,202,138,79,73,11,68,65,84,200,200,209
"G3600110","2017","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",8535,7947,44,13,117,239,165,261,651,502,219,707,361,783,664,771,1038,767,437,208,0,0,0,0,0,0,588,"Cayuga County, New York",962,940,74,23,112,227,115,197,370,335,173,368,329,451,393,474,629,456,246,298,200,200,200,200,200,200,258
"G3600130","2017","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",15226,14406,0,147,534,265,282,502,678,1801,1769,1825,1113,1814,1028,706,364,751,164,486,48,44,85,0,0,0,820,"Chautauqua County, New York",1714,1748,200,157,377,268,242,267,422,588,646,657,412,632,512,388,418,416,150,295,57,70,99,200,200,200,299
"G3600150","2017","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",10648,10491,0,32,0,253,115,208,400,142,425,1086,1176,539,868,670,801,1988,602,841,64,281,0,0,0,0,157,"Chemung County, New York",1151,1133,200,57,200,177,134,183,284,134,276,535,693,294,347,394,413,718,356,330,109,230,200,200,200,200,156
"G3600190","2017","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",11565,10595,0,29,0,501,379,107,284,222,685,953,296,1285,1135,585,814,1228,555,1008,277,213,0,0,39,0,970,"Clinton County, New York",1320,1256,200,36,200,401,226,165,294,211,582,476,165,633,490,362,407,598,291,541,283,212,200,200,71,200,479
"G3600270","2017","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",31552,29768,20,183,33,449,122,306,32,402,330,672,570,1001,760,976,768,3589,2118,9600,2978,3512,1114,233,0,0,1784,"Dutchess County, New York",2318,2234,32,210,59,463,124,235,52,407,262,420,352,479,424,612,323,957,711,1715,797,951,462,272,200,200,622
"G3600290","2017","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",138403,132449,949,1150,2122,2172,3006,3992,4149,7293,6019,9821,10672,10295,9657,10808,8383,12850,8263,10317,4130,4010,607,927,515,342,5954,"Erie County, New York",4693,4789,575,550,731,698,1013,1045,886,1258,1316,1508,2015,1967,1336,2169,1759,1832,1643,1618,1148,1032,357,527,406,302,1415
"G3600450","2017","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",18318,17135,19,186,171,1027,833,137,177,518,140,445,577,1043,1045,884,819,985,1425,2906,1558,1990,209,41,0,0,1183,"Jefferson County, New York",1666,1586,32,138,181,621,517,99,135,381,122,293,291,533,598,490,406,404,613,700,541,663,148,70,200,200,643
"G3600470","2017","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",665431,647637,1956,3393,12759,17696,11596,10301,8445,10077,9417,11946,6501,11201,8418,11710,10500,30718,32845,113416,88391,126674,53865,28241,17266,10305,17794,"Kings County, New York",7293,7662,840,1063,1874,2380,1763,1827,1724,1657,1734,1914,1367,1817,1504,1692,1812,3095,3113,4751,4783,5188,3579,2462,1994,1314,2089
"G3600510","2017","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600530","2017","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",5714,5238,82,0,274,148,53,367,193,118,191,381,557,477,794,236,351,642,33,71,252,0,18,0,0,0,476,"Madison County, New York",1039,974,99,200,170,152,76,362,194,137,166,336,291,353,396,167,313,406,41,51,185,200,30,200,200,200,335
"G3600550","2017","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",111490,108949,717,130,664,2922,1418,968,2240,2626,3124,4374,4900,7027,7004,7844,8943,19273,8633,13465,6388,3273,1213,282,1077,444,2541,"Monroe County, New York",3809,3857,488,112,425,855,495,563,907,838,962,1039,1058,1268,1412,1267,1657,2386,1515,1934,1299,810,533,243,513,351,844
"G3600590","2017","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",89094,82491,272,150,510,1795,1259,1008,445,554,277,1100,313,1191,415,639,415,2494,3358,10440,9200,23346,11280,7795,2298,1937,6603,"Nassau County, New York",4274,4236,274,146,317,773,481,572,325,494,271,737,367,617,463,350,276,874,1078,2094,1514,2569,1973,1648,715,761,1364
"G3600610","2017","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",575783,566773,2063,3643,11082,18484,10253,9700,9900,6267,7128,7933,9743,9155,7438,10921,11108,26001,25049,58327,35668,76867,68217,51494,44454,45878,9010,"New York County, New York",10276,10174,944,1156,2004,2987,1930,2058,2235,2002,1998,2028,2600,2111,1618,2026,2474,3379,3156,4535,4100,5087,5152,4381,3500,4166,1862
"G3600630","2017","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",25295,23996,32,32,262,1278,859,323,981,2212,2623,3209,2660,1793,2067,541,1228,1798,312,947,561,77,0,94,0,107,1299,"Niagara County, New York",2034,2041,51,56,192,657,506,218,402,692,749,818,722,757,731,335,602,697,238,641,365,129,200,169,200,120,535
"G3600650","2017","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",29469,28221,102,57,1041,691,717,1364,666,1016,1963,2925,4092,2696,2819,2083,1344,2042,456,893,625,437,96,0,96,0,1248,"Oneida County, New York",2360,2326,124,110,573,420,301,633,374,483,791,881,1145,827,913,899,594,845,215,429,360,355,93,200,155,200,492
"G3600670","2017","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",66879,64283,352,350,1153,1713,1195,1675,1274,2001,1492,3083,2318,4268,5499,7300,4698,7134,6191,7306,2254,1866,699,251,169,42,2596,"Onondaga County, New York",3369,3323,231,271,622,562,518,749,577,500,451,839,648,904,1173,1546,1021,1282,1106,1046,666,709,385,258,255,74,853
"G3600690","2017","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",11537,11088,0,0,10,308,153,57,75,403,285,794,870,1343,848,766,1134,1454,954,944,434,191,65,0,0,0,449,"Ontario County, New York",1378,1340,200,200,17,217,178,84,124,285,220,477,432,590,412,390,544,573,579,467,317,170,113,200,200,200,284
"G3600710","2017","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",38396,35853,332,278,116,352,37,407,96,599,203,944,254,1124,257,1653,1620,3382,3862,8392,5087,5229,803,508,226,92,2543,"Orange County, New York",2797,2869,238,285,137,342,59,375,114,517,211,468,276,668,210,721,718,1065,1040,1599,1273,1268,322,290,134,107,780
"G3600750","2017","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",12956,11811,81,178,420,420,125,521,641,597,330,1236,1149,928,1281,640,741,926,838,270,150,249,0,0,0,90,1145,"Oswego County, New York",1438,1363,74,131,353,261,130,369,327,274,209,579,427,419,505,330,376,586,606,274,154,266,200,200,200,155,566
"G3600790","2017","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600810","2017","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",428688,415579,725,1197,2883,4331,2227,2434,1821,4224,1411,4623,2451,5265,3485,5067,4779,15187,20192,78677,73890,126817,35767,11665,3804,2657,13109,"Queens County, New York",7504,7476,571,750,998,1289,857,806,828,998,572,1246,887,1375,1204,1335,1209,2063,2483,4423,4470,5065,3169,1584,1025,841,1748
"G3600830","2017","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",24508,23709,129,305,822,279,256,536,136,348,549,977,260,1221,1523,1925,2280,3808,2412,2784,1589,1094,275,89,112,0,799,"Rensselaer County, New York",1828,1859,210,283,493,196,200,366,181,206,325,547,231,632,625,649,718,867,829,866,643,517,244,139,184,200,385
"G3600850","2017","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",50491,48353,194,353,1291,2310,1193,1046,317,128,47,703,414,508,571,728,1544,3545,4699,8093,6676,9789,3679,328,180,17,2138,"Richmond County, New York",3216,3049,236,263,620,1020,655,680,156,165,82,426,401,492,343,487,891,1289,1140,1305,1333,1738,1275,284,126,29,825
"G3600870","2017","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",32706,32166,97,246,390,375,590,211,28,229,269,563,306,1174,666,112,408,2180,1913,5090,4429,7563,2947,2162,162,56,540,"Rockland County, New York",2396,2392,115,243,268,248,413,204,48,214,276,341,238,639,507,111,233,729,770,1112,1018,1356,764,907,141,96,275
"G3600890","2017","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",10463,9272,0,123,391,321,150,151,743,227,497,916,296,1279,569,758,942,720,462,398,147,182,0,0,0,0,1191,"St. Lawrence County, New York",1455,1327,200,136,373,200,136,118,332,164,251,471,206,571,362,449,675,412,323,307,149,170,200,200,200,200,621
"G3600910","2017","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",28348,26963,291,200,602,251,406,280,264,403,673,747,231,472,1590,1080,1936,3994,2340,4473,2565,2660,913,448,46,98,1385,"Saratoga County, New York",2477,2562,458,250,442,319,369,308,197,304,563,552,147,302,801,497,741,1002,892,1324,976,884,460,415,73,125,679
"G3600930","2017","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",14919,14589,280,472,411,798,459,27,43,315,121,693,257,659,821,1177,2017,2284,900,2003,323,424,90,0,15,0,330,"Schenectady County, New York",1551,1579,214,463,352,511,597,47,71,222,139,537,202,318,469,415,880,881,466,749,195,310,125,200,25,200,181
"G3601010","2017","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",9201,8207,76,99,461,261,192,231,289,530,632,926,1110,621,440,264,282,661,477,332,214,109,0,0,0,0,994,"Steuben County, New York",1044,948,89,114,405,254,174,138,189,245,369,438,405,221,204,144,186,342,284,252,172,105,200,200,200,200,532
"G3601030","2017","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",92235,85426,184,1198,682,924,892,222,310,727,416,1490,772,940,183,1256,551,1594,2076,11757,11175,30484,12289,3195,1274,835,6809,"Suffolk County, New York",5169,5112,191,661,514,491,530,218,357,497,308,987,614,675,170,640,411,687,981,2004,2056,3404,1896,1137,464,542,1471
"G3601050","2017","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601090","2017","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tompkins County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601110","2017","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",20603,19461,41,0,0,240,106,294,271,555,240,605,485,501,733,1267,1211,2613,2292,5231,1722,647,229,106,72,0,1142,"Ulster County, New York",1939,1849,71,200,200,224,133,268,208,415,218,466,460,434,473,574,454,894,1027,1121,675,353,233,177,125,200,548
"G3601130","2017","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",7435,7158,53,55,135,111,0,10,242,95,154,532,210,289,893,871,504,674,671,954,263,442,0,0,0,0,277,"Warren County, New York",1184,1182,94,104,120,138,200,19,258,105,196,299,168,196,436,547,316,422,416,438,226,364,200,200,200,200,203
"G3601170","2017","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",9692,8207,163,166,384,474,414,312,294,387,499,761,799,399,518,100,647,869,61,390,431,139,0,0,0,0,1485,"Wayne County, New York",1444,1425,178,244,272,333,390,200,185,268,299,502,450,320,256,102,336,698,99,302,442,160,200,200,200,200,744
"G3601190","2017","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",138100,132043,410,523,1925,2188,1149,1229,807,818,809,845,1515,2224,1056,1672,1675,4163,5280,23277,24755,34530,12269,4842,2779,1303,6057,"Westchester County, New York",4271,4116,384,506,635,738,535,637,494,458,493,582,853,899,535,669,637,1106,1222,2465,2887,2987,1860,1290,773,427,1441
"G3700010","2017","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",23334,21596,170,528,359,106,775,601,249,2010,1580,1762,1998,2692,1634,873,1072,1594,650,1613,940,262,86,42,0,0,1738,"Alamance County, North Carolina",2057,2042,261,427,400,128,524,453,234,844,659,701,809,843,674,459,473,547,415,805,564,203,107,70,207,207,707
"G3700190","2017","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",12205,11000,0,0,243,7,0,377,46,403,51,1490,513,966,844,839,744,752,1205,1151,562,508,83,0,216,0,1205,"Brunswick County, North Carolina",2022,1954,207,207,247,11,207,373,78,245,70,808,367,564,419,507,570,549,699,648,340,363,151,207,350,207,500
"G3700210","2017","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",39471,36924,330,330,154,746,890,1115,161,691,1318,1260,2057,1078,1774,1798,2324,3209,4112,5623,4775,1376,1417,322,0,64,2547,"Buncombe County, North Carolina",2843,2872,280,251,126,521,485,728,145,467,740,531,728,565,916,997,1069,1017,1277,1497,1325,647,838,294,207,106,937
"G3700230","2017","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700250","2017","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",21922,20612,64,21,342,131,87,1145,383,856,717,1197,1881,1795,1573,1596,635,1527,912,2811,1912,851,176,0,0,0,1310,"Cabarrus County, North Carolina",2429,2433,118,38,419,214,130,742,338,544,599,695,797,871,719,673,321,1078,628,1043,1003,407,155,207,207,207,753
"G3700270","2017","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700310","2017","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",9035,8191,496,193,230,287,166,201,128,231,46,480,305,515,513,590,225,931,369,1479,375,303,0,128,0,0,844,"Carteret County, North Carolina",1221,1253,404,247,215,224,216,223,148,170,57,273,247,261,427,319,155,454,241,692,267,241,207,168,207,207,329
"G3700350","2017","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",18734,17738,246,431,203,549,266,375,746,1641,1714,1883,1513,2585,889,604,1328,730,229,1246,519,41,0,0,0,0,996,"Catawba County, North Carolina",1925,1873,291,398,321,368,267,261,489,676,905,655,546,992,506,428,669,425,211,629,515,70,207,207,207,207,498
"G3700370","2017","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700450","2017","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",12914,12124,231,214,200,417,490,609,837,1693,1106,1361,1526,997,588,487,341,729,31,29,102,0,0,136,0,0,790,"Cleveland County, North Carolina",1346,1299,349,187,190,275,431,438,382,666,516,693,895,392,491,376,384,458,52,49,162,207,207,213,207,207,361
"G3700490","2017","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",15154,14536,927,325,461,386,61,14,526,250,914,849,1514,1432,1189,753,373,888,929,1859,713,40,20,67,46,0,618,"Craven County, North Carolina",1731,1657,640,367,270,367,80,23,547,200,552,467,919,654,608,512,297,424,503,665,674,66,37,118,74,207,477
"G3700510","2017","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",64257,60118,368,277,490,1056,743,1134,1358,2574,4359,4344,4677,4962,5690,4924,3304,6156,3740,6152,2307,1113,194,0,196,0,4139,"Cumberland County, North Carolina",2652,2542,245,211,298,476,466,506,482,701,960,879,813,914,1182,1098,844,1039,815,1075,714,510,233,207,316,207,927
"G3700570","2017","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",18390,16866,84,44,48,661,548,890,1714,2469,2052,2227,702,1752,967,146,1365,698,49,172,90,188,0,0,0,0,1524,"Davidson County, North Carolina",1961,2013,149,85,81,388,550,548,711,882,909,937,432,796,587,159,730,480,82,189,148,151,207,207,207,207,776
"G3700630","2017","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",60267,59083,930,179,374,1268,715,278,396,1301,1782,2538,2576,2597,3000,2851,2961,6564,8632,10880,5301,2437,893,0,0,630,1184,"Durham County, North Carolina",2766,2588,615,214,487,527,477,246,276,596,958,910,854,1176,1141,1049,1077,1705,2149,2227,1161,654,600,207,207,342,811
"G3700670","2017","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",54976,52649,876,666,1294,553,243,1177,1016,3397,4224,4483,3914,4791,3446,4506,4214,4646,3776,3189,1001,840,0,34,200,163,2327,"Forsyth County, North Carolina",3189,3086,502,465,705,351,193,669,419,953,1024,1024,1123,1117,1097,1166,1298,1079,1145,733,399,496,207,54,182,130,845
"G3700690","2017","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700710","2017","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",31213,29452,246,291,384,764,750,972,761,1953,2241,3281,3144,2143,2664,1727,1921,1943,1302,2160,681,115,0,9,0,0,1761,"Gaston County, North Carolina",2134,2136,251,265,322,446,396,514,392,653,859,849,1023,789,983,606,642,683,596,798,448,132,207,15,207,207,677
"G3700810","2017","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",84014,81958,645,1118,1488,944,783,1085,1860,4019,3938,5362,5083,6372,7539,8198,7681,10972,3934,5438,2382,1369,1048,130,204,366,2056,"Guilford County, North Carolina",3933,3949,665,677,773,444,611,507,721,1076,1000,1541,1467,1330,1694,1839,1786,1821,1024,1594,1175,603,678,155,327,202,684
"G3700850","2017","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",15476,13727,283,133,59,403,289,546,194,602,991,1802,1190,1202,428,578,378,1047,169,1342,1753,338,0,0,0,0,1749,"Harnett County, North Carolina",1537,1430,238,118,77,298,220,375,171,338,568,534,432,427,252,332,208,534,142,594,712,207,207,207,207,207,628
"G3700890","2017","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",12183,11749,116,333,0,838,37,48,82,500,343,579,350,672,1278,472,652,1510,1037,1322,528,335,262,95,241,119,434,"Henderson County, North Carolina",1632,1649,147,354,207,701,60,84,136,363,266,466,293,572,624,327,557,833,568,591,427,247,149,114,242,143,249
"G3700970","2017","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",17453,16106,261,151,72,513,342,499,364,807,1654,1059,1495,490,869,1204,647,1562,1179,1960,480,117,332,49,0,0,1347,"Iredell County, North Carolina",1504,1442,263,151,112,260,453,384,336,364,735,633,593,368,550,464,390,651,504,544,318,116,234,85,207,207,533
"G3701010","2017","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",17714,15930,143,416,48,827,219,454,112,791,1728,1232,1550,1234,1578,781,837,659,867,344,519,1591,0,0,0,0,1784,"Johnston County, North Carolina",2017,2005,129,289,55,414,277,335,133,544,980,558,783,601,993,479,699,381,581,310,400,1017,207,207,207,207,746
"G3701090","2017","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
