GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHPKE001,AHPKE002,AHPKE003,AHPKE004,AHPKE005,AHPKE006,AHPKE007,AHPKE008,AHPKE009,AHPKE010,AHPKE011,AHPKE012,AHPKE013,AHPKE014,AHPKE015,AHPKE016,AHPKE017,AHPKE018,AHPKE019,AHPKE020,AHPKE021,AHPKE022,AHPKE023,AHPKE024,AHPKE025,AHPKE026,AHPKE027,NAME_M,AHPKM001,AHPKM002,AHPKM003,AHPKM004,AHPKM005,AHPKM006,AHPKM007,AHPKM008,AHPKM009,AHPKM010,AHPKM011,AHPKM012,AHPKM013,AHPKM014,AHPKM015,AHPKM016,AHPKM017,AHPKM018,AHPKM019,AHPKM020,AHPKM021,AHPKM022,AHPKM023,AHPKM024,AHPKM025,AHPKM026,AHPKM027
"G5100030","2017","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100130","2017","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100150","2017","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Augusta County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100190","2017","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100410","2017","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",31602,30726,0,34,255,107,95,0,0,377,524,473,597,611,301,1786,775,3964,5103,8529,4260,1860,470,361,0,244,876,"Chesterfield County, Virginia",2284,2243,204,61,231,175,158,204,204,358,339,296,372,370,232,755,427,1130,1144,1490,1260,694,464,274,204,202,610
"G5100590","2017","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",130801,126737,780,555,0,1009,730,300,479,502,562,1284,140,287,349,221,272,1948,2630,7522,23160,49207,19656,8621,5228,1295,4064,"Fairfax County, Virginia",4146,3992,517,403,204,621,437,265,361,324,433,783,109,264,368,200,241,717,982,1375,2698,3476,2112,1303,1032,439,939
"G5100610","2017","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100690","2017","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100850","2017","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100870","2017","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",44932,43509,219,453,47,604,144,115,115,430,72,954,228,1662,1662,2099,2528,6147,7930,9776,4182,2840,285,477,194,346,1423,"Henrico County, Virginia",2032,2016,277,440,80,442,156,172,188,418,118,710,271,903,844,795,909,1363,1531,1545,1080,854,248,360,302,448,700
"G5100950","2017","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101070","2017","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loudoun County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101210","2017","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",15813,15125,461,284,232,53,34,234,261,28,1021,315,559,1314,596,759,363,1391,1342,2602,1395,1397,442,0,0,42,688,"Montgomery County, Virginia",1717,1583,529,454,186,86,60,290,268,50,684,279,447,772,503,493,349,614,483,713,681,645,307,204,204,67,379
"G5101530","2017","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince William County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101610","2017","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101650","2017","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101770","2017","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101790","2017","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101990","2017","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5105100","2017","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5105500","2017","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",22341,21494,417,489,207,474,173,610,0,51,0,0,101,180,1154,788,1124,2798,1917,4471,2635,3274,631,0,0,0,847,"Chesapeake city, Virginia",2176,2149,340,442,283,581,173,604,204,85,204,204,128,195,795,503,620,957,707,1392,909,949,515,204,204,204,482
"G5106500","2017","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",24029,23561,185,143,189,487,273,496,104,434,0,389,785,912,914,793,1518,3347,4735,4624,1944,630,23,509,65,62,468,"Hampton city, Virginia",1709,1697,156,171,222,372,244,507,90,344,204,260,564,496,519,454,718,1101,1465,1270,1054,409,41,599,64,63,287
"G5106800","2017","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",14180,13749,49,541,94,85,17,125,1033,219,578,958,1462,860,845,1298,1192,1667,1658,596,186,187,0,0,0,99,431,"Lynchburg city, Virginia",1475,1468,87,381,116,113,33,214,637,191,389,542,805,385,320,729,696,672,590,432,190,162,204,204,204,126,341
"G5107000","2017","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",34710,34417,1235,1222,236,1045,499,239,277,1195,153,494,738,887,2748,2333,3074,4910,3553,4518,2699,1212,408,117,548,77,293,"Newport News city, Virginia",2075,2097,654,514,213,639,402,257,313,583,167,371,389,496,1095,871,1022,1137,992,1153,899,582,442,139,334,128,214
"G5107100","2017","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",49649,48665,1042,825,458,859,670,745,190,810,450,982,1522,2312,3878,3882,3803,4989,2967,7044,5959,3750,978,334,183,33,984,"Norfolk city, Virginia",2723,2719,442,555,287,349,280,355,248,382,280,578,656,883,979,1014,1056,1107,906,1234,1349,993,472,250,167,55,375
"G5107400","2017","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",16632,16043,236,24,117,150,319,220,298,565,345,593,444,454,1818,737,1210,3336,1582,2455,807,313,20,0,0,0,589,"Portsmouth city, Virginia",1291,1272,161,37,148,146,353,239,299,358,332,364,358,372,827,390,547,879,619,769,425,255,36,204,204,204,362
"G5107600","2017","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",49506,48791,1698,620,535,2243,915,600,385,782,670,1297,1846,2123,4432,3027,3351,5662,4745,7288,3561,2117,585,134,62,113,715,"Richmond city, Virginia",2471,2419,825,415,358,783,594,374,285,471,463,722,750,778,1055,893,905,1305,950,1273,741,730,424,134,101,189,301
"G5107700","2017","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",20456,20054,333,64,197,333,219,662,195,710,673,2260,2269,2754,1608,1538,1870,2239,380,789,666,28,0,267,0,0,402,"Roanoke city, Virginia",1793,1782,374,78,249,474,180,449,300,570,416,772,784,937,811,850,806,893,219,464,476,50,204,373,204,204,290
"G5108000","2017","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",10955,10352,1174,80,324,343,161,0,58,208,286,139,106,143,463,277,566,1070,632,2636,693,932,27,34,0,0,603,"Suffolk city, Virginia",1400,1299,624,103,256,268,173,204,69,180,307,133,136,136,335,179,438,570,442,922,424,574,46,58,204,204,406
"G5108100","2017","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",60005,57949,390,431,740,337,204,132,408,743,46,278,0,526,168,1613,1181,5579,6085,16468,10493,9623,1646,698,54,106,2056,"Virginia Beach city, Virginia",3158,3033,513,493,602,338,259,162,327,718,77,237,204,359,191,692,718,1420,1137,1997,2123,1605,583,418,87,136,659
"G5300050","2017","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",24450,23214,196,0,362,37,597,548,230,250,175,645,173,1037,1613,1385,2313,2330,3703,3453,1740,971,799,522,135,0,1236,"Benton County, Washington",2355,2349,241,204,428,51,438,501,285,274,191,448,202,535,792,737,852,710,1327,1058,696,556,838,775,163,204,576
"G5300070","2017","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300090","2017","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",9695,8896,125,90,267,250,38,558,110,462,39,248,437,630,448,371,362,1112,1016,1304,586,270,0,173,0,0,799,"Clallam County, Washington",1187,1117,126,93,214,197,67,444,110,261,43,211,359,402,361,310,268,560,590,563,407,255,204,263,204,204,466
"G5300110","2017","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",56824,55462,105,577,276,448,422,598,84,578,811,718,256,962,1076,1432,2075,5691,4893,13689,10205,7937,1889,169,163,408,1362,"Clark County, Washington",2856,2911,120,547,188,346,270,404,85,376,565,423,224,389,525,494,707,1169,1085,1898,1484,1899,742,287,117,416,565
"G5300150","2017","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",14544,13176,201,37,180,171,191,114,317,456,369,757,1456,674,1210,1228,1042,1670,978,1306,546,273,0,0,0,0,1368,"Cowlitz County, Washington",1327,1456,178,61,218,206,182,127,408,394,315,487,741,364,608,646,566,787,499,583,334,247,204,204,204,204,664
"G5300210","2017","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300250","2017","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",10888,9754,0,278,93,480,209,402,52,201,668,1487,362,499,597,937,482,661,348,1400,155,378,0,0,0,65,1134,"Grant County, Washington",1572,1561,204,315,125,562,220,339,89,201,538,697,258,327,481,580,424,392,331,653,206,292,204,204,204,107,643
"G5300270","2017","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",10449,9541,120,260,209,537,246,155,547,745,279,1124,749,704,586,657,600,639,984,281,57,62,0,0,0,0,908,"Grays Harbor County, Washington",1271,1266,85,241,262,489,225,151,478,543,237,571,340,431,390,433,391,353,528,287,96,73,204,204,204,204,605
"G5300290","2017","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",10726,10108,16,28,140,177,84,58,154,578,0,434,53,329,203,685,671,1072,883,1843,1308,1282,110,0,0,0,618,"Island County, Washington",1350,1220,29,49,102,187,89,97,194,435,204,398,92,287,165,410,411,474,560,643,448,557,137,204,204,204,485
"G5300330","2017","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",380659,370542,2233,642,6017,3759,3964,2803,2149,1758,1807,1700,2040,2422,3669,4851,5640,17237,22384,58481,64239,97411,38453,15443,7651,3789,10117,"King County, Washington",6971,7149,1033,399,1354,1077,1108,1040,772,864,716,751,1019,774,1200,1248,1363,2474,2866,4111,5204,5447,3383,2222,1836,1015,1883
"G5300350","2017","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",35062,33599,146,380,452,106,307,325,642,547,218,605,411,567,1029,1217,1736,3447,1632,8297,5816,4667,733,132,154,33,1463,"Kitsap County, Washington",2346,2417,167,243,368,170,393,262,466,474,264,432,337,326,604,520,747,1101,700,1633,1477,1042,435,124,104,54,756
"G5300410","2017","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300530","2017","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",118173,113179,909,163,991,1102,710,638,956,1251,489,1817,1894,4087,3174,4770,4885,11846,12195,24306,18022,15669,2223,509,411,162,4994,"Pierce County, Washington",3764,3875,459,153,583,516,636,408,622,591,309,897,740,1189,1005,1303,1415,1867,1748,2819,2443,1808,772,358,300,131,1407
"G5300570","2017","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",13888,13216,46,59,249,434,2,205,58,261,175,270,147,340,228,329,1157,1640,2050,2523,1472,817,586,116,21,31,672,"Skagit County, Washington",1601,1523,38,90,173,374,5,132,90,243,175,237,108,177,152,209,575,639,606,703,492,465,332,101,26,54,371
"G5300610","2017","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",97387,94127,160,1064,474,1095,702,1043,584,706,609,1104,441,1003,545,1426,1765,5448,7386,21484,19929,20018,5336,1198,335,272,3260,"Snohomish County, Washington",4218,4160,155,677,346,683,437,656,442,442,421,544,381,474,320,585,688,1235,1534,2383,2408,2342,1347,598,250,353,1075
"G5300630","2017","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",75003,72581,261,1362,804,1396,701,1164,844,1431,2196,5737,4109,4789,7161,5808,5618,7061,5882,8783,3162,2445,664,340,330,533,2422,"Spokane County, Washington",3752,3791,272,624,520,488,324,485,468,666,783,1341,1077,1155,1372,1198,1443,1401,1253,2152,976,799,508,325,467,492,715
"G5300670","2017","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",37668,36604,163,344,0,610,96,13,204,55,67,277,579,406,509,1335,1843,4180,4996,8343,5920,5732,415,517,0,0,1064,"Thurston County, Washington",2274,2346,267,404,204,501,139,21,219,78,116,286,501,315,318,700,828,1113,1187,1471,1290,1381,294,438,204,204,514
"G5300730","2017","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",34018,33172,443,441,549,180,203,633,773,246,492,501,545,1266,1272,1212,1503,3422,4318,5978,3968,3781,994,65,163,224,846,"Whatcom County, Washington",2648,2704,422,436,325,292,234,568,607,255,513,373,360,684,585,586,722,1106,1378,1623,1263,1205,548,109,207,210,445
"G5300770","2017","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",32708,30291,199,224,738,222,198,369,1143,2623,2199,3584,2518,2219,1998,2723,1601,1900,1586,1604,1807,764,72,0,0,0,2417,"Yakima County, Washington",2555,2386,196,194,465,211,163,290,542,886,875,1129,979,966,846,929,527,697,688,775,900,580,118,204,204,204,694
"G5400030","2017","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5400110","2017","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",17123,16239,835,376,367,1233,428,1141,750,1515,847,844,1012,1703,1795,923,438,850,209,772,155,46,0,0,0,0,884,"Cabell County, West Virginia",1504,1494,537,311,401,468,376,614,383,564,442,415,498,707,905,505,346,345,179,476,182,77,200,200,200,200,385
"G5400330","2017","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5400390","2017","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",23036,19390,766,531,453,1339,681,1242,761,1591,2000,1496,2106,1346,932,595,947,865,755,824,0,23,0,21,116,0,3646,"Kanawha County, West Virginia",2157,1869,602,467,316,697,434,611,510,691,762,642,829,625,484,286,402,519,444,573,200,42,200,37,131,200,967
"G5400610","2017","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",17245,16209,178,72,236,81,425,415,462,601,546,444,1713,1262,1763,1239,1286,1111,601,2609,420,285,177,0,283,0,1036,"Monongalia County, West Virginia",1605,1613,167,119,201,128,395,272,315,344,344,441,785,531,759,689,615,454,378,859,456,276,182,200,357,200,473
"G5400810","2017","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raleigh County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5401070","2017","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",10639,9612,0,154,198,550,654,40,599,663,1000,949,1319,439,634,1232,166,302,283,314,0,116,0,0,0,0,1027,"Wood County, West Virginia",1739,1783,200,187,212,350,651,68,422,371,761,561,669,366,427,625,139,261,224,331,200,189,200,200,200,200,480
"G5500090","2017","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",38639,37882,77,712,224,669,356,550,927,1160,2953,2758,3419,4098,3800,3408,2855,3813,2763,2126,722,89,74,0,329,0,757,"Brown County, Wisconsin",2137,2153,90,705,177,508,302,314,463,579,1015,971,949,947,935,941,976,1039,888,873,432,146,123,151,259,151,448
"G5500250","2017","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",92239,90541,256,223,569,1538,644,426,266,785,1141,1801,1516,3141,3572,5251,5109,14551,11488,17479,10636,6598,1785,1174,70,522,1698,"Dane County, Wisconsin",2992,2963,188,141,455,796,359,352,151,402,544,776,623,1012,999,1350,1130,1897,1948,1923,1506,1246,662,579,122,526,509
"G5500270","2017","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",10246,9893,15,18,39,87,232,423,535,533,467,666,1014,1380,990,669,595,1025,387,619,97,102,0,0,0,0,353,"Dodge County, Wisconsin",1128,1118,26,23,64,82,178,441,287,379,197,324,451,438,412,355,286,551,243,390,73,171,151,151,151,151,144
"G5500350","2017","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",14486,13981,17,0,167,445,151,332,436,978,623,1190,1114,724,2110,1521,791,1197,380,1239,426,140,0,0,0,0,505,"Eau Claire County, Wisconsin",1165,1130,28,151,198,384,169,262,258,451,408,470,573,411,686,667,501,590,254,589,316,124,151,151,151,151,300
"G5500390","2017","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",12980,12483,0,158,66,182,144,710,414,797,734,1086,1028,1236,1656,1730,733,796,398,10,55,13,0,0,321,216,497,"Fond du Lac County, Wisconsin",1435,1445,151,247,110,165,163,428,237,428,351,499,504,524,625,757,450,419,330,16,69,23,151,151,481,245,229
"G5500550","2017","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5500590","2017","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",21563,20414,0,0,330,340,481,52,337,163,773,502,234,721,2119,2016,2426,3884,1342,3158,1090,290,156,0,0,0,1149,"Kenosha County, Wisconsin",1801,1849,151,151,267,289,410,86,281,165,485,280,171,413,772,758,868,1071,573,891,435,210,199,151,151,151,516
"G5500630","2017","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",19053,18443,0,157,291,146,384,229,338,433,1819,636,1235,2066,1451,1271,1029,1850,1663,1522,587,1146,63,127,0,0,610,"La Crosse County, Wisconsin",1374,1356,151,190,229,175,261,182,204,312,857,387,670,685,522,574,580,519,740,666,317,638,103,196,151,151,309
"G5500710","2017","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",8361,7756,0,0,23,379,51,252,646,208,1193,1040,806,1341,639,223,326,252,140,46,67,35,89,0,0,0,605,"Manitowoc County, Wisconsin",1033,1034,151,151,37,320,47,204,504,136,551,388,384,505,275,195,205,265,141,77,114,58,136,151,151,151,312
"G5500730","2017","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",15656,14844,28,0,166,270,131,386,1342,928,1270,735,1072,2060,1522,1020,832,1340,939,625,0,92,86,0,0,0,812,"Marathon County, Wisconsin",1589,1606,35,151,185,250,103,248,753,338,548,330,517,713,641,349,388,591,513,346,151,110,137,151,151,151,328
"G5500790","2017","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",191945,186914,346,593,2763,4377,2771,2345,2248,4462,5611,12279,13704,17962,18613,15400,15031,22373,14659,15859,8589,4639,942,645,416,287,5031,"Milwaukee County, Wisconsin",4855,4888,217,350,824,888,865,719,756,1175,1052,1648,1939,1835,1706,1942,2006,2370,2066,2139,1424,987,324,339,352,340,1178
