GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJM5E001,AJM5E002,AJM5E003,AJM5E004,AJM5E005,AJM5E006,AJM5E007,AJM5E008,AJM5E009,AJM5E010,AJM5E011,AJM5E012,AJM5E013,AJM5E014,AJM5E015,AJM5E016,AJM5E017,AJM5E018,AJM5E019,AJM5E020,AJM5E021,AJM5E022,AJM5E023,AJM5E024,AJM5E025,AJM5E026,AJM5E027,NAME_M,AJM5M001,AJM5M002,AJM5M003,AJM5M004,AJM5M005,AJM5M006,AJM5M007,AJM5M008,AJM5M009,AJM5M010,AJM5M011,AJM5M012,AJM5M013,AJM5M014,AJM5M015,AJM5M016,AJM5M017,AJM5M018,AJM5M019,AJM5M020,AJM5M021,AJM5M022,AJM5M023,AJM5M024,AJM5M025,AJM5M026,AJM5M027
"G5100030","2018","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100130","2018","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",62989,62290,392,422,69,579,184,48,0,39,133,268,44,172,60,492,0,217,1609,3307,7345,21572,13816,6310,3413,1799,699,"Arlington County, Virginia",2526,2420,439,276,115,512,208,84,206,67,196,268,72,280,102,450,206,204,1040,932,1580,2395,1718,1318,854,672,501
"G5100150","2018","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Augusta County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100190","2018","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100410","2018","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",29482,28473,0,0,0,332,0,40,0,124,385,1040,447,551,383,592,610,3173,3211,9253,4989,2739,387,89,0,128,1009,"Chesterfield County, Virginia",2229,2217,206,206,206,419,206,68,206,162,331,581,379,431,334,452,444,950,1001,1445,1235,890,254,152,206,157,559
"G5100590","2018","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",123280,120696,254,920,528,704,0,443,188,464,177,141,290,222,976,426,292,645,1931,8115,19363,48741,21879,7792,4530,1675,2584,"Fairfax County, Virginia",4320,4180,200,789,539,415,206,342,251,365,178,129,309,190,554,353,267,455,791,1596,2270,3545,2703,1524,838,623,798
"G5100610","2018","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100690","2018","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100850","2018","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100870","2018","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",49323,47991,430,172,260,172,179,142,0,29,217,484,249,1618,1163,3512,4846,5682,5345,12890,5057,4002,807,472,263,0,1332,"Henrico County, Virginia",2991,2855,466,204,225,197,150,203,206,45,266,376,193,856,639,1087,1348,1362,1360,2011,1427,1220,534,328,291,206,530
"G5100950","2018","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101070","2018","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loudoun County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101210","2018","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",14859,14404,302,0,0,271,169,146,228,123,655,1453,444,471,857,869,387,982,733,2641,1591,1343,531,208,0,0,455,"Montgomery County, Virginia",1794,1759,459,206,206,240,181,130,255,134,474,829,386,346,518,599,300,497,388,957,741,618,306,296,206,206,411
"G5101530","2018","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince William County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101610","2018","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101650","2018","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",7206,6695,61,0,59,126,19,0,136,368,69,297,858,561,196,587,1158,537,205,716,228,409,105,0,0,0,511,"Rockingham County, Virginia",999,1047,73,206,72,178,32,206,201,270,118,166,397,380,152,322,711,374,165,470,222,348,129,206,206,206,285
"G5101770","2018","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101790","2018","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101990","2018","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5105100","2018","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",39964,39288,147,0,424,1003,0,112,0,344,0,146,150,40,437,194,203,178,688,4441,6188,14917,4636,3618,863,559,676,"Alexandria city, Virginia",2098,2003,182,206,417,757,206,180,206,343,206,137,249,66,458,253,214,159,595,1280,1080,1883,943,839,391,257,435
"G5105500","2018","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5106500","2018","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",25455,24671,145,602,96,407,426,0,71,515,263,548,681,463,1069,762,1915,3245,3869,5346,3123,698,364,0,28,35,784,"Hampton city, Virginia",2021,2102,251,563,123,241,530,206,123,521,269,356,496,326,698,574,909,1062,1170,1569,1048,364,335,206,46,41,493
"G5106800","2018","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",14814,14284,239,103,38,296,95,91,1488,0,811,1334,1415,953,987,1233,1131,2107,402,1100,222,50,0,149,0,40,530,"Lynchburg city, Virginia",1404,1405,361,136,70,274,167,118,673,206,416,706,632,525,524,595,666,771,243,523,203,92,206,145,206,71,353
"G5107000","2018","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",37489,36264,642,46,258,1057,547,537,340,500,724,1456,176,1804,1582,3159,2340,5870,5312,5872,2781,1056,29,176,0,0,1225,"Newport News city, Virginia",2730,2682,401,79,221,556,406,476,303,396,327,752,181,694,622,1059,717,1456,1210,1424,969,496,50,186,206,206,713
"G5107100","2018","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",53537,52225,936,447,1106,1092,798,562,320,448,480,937,1409,2120,3262,3538,4221,6889,5513,8586,4148,4137,1026,218,32,0,1312,"Norfolk city, Virginia",2555,2586,527,268,486,501,540,393,265,274,302,474,673,655,1103,845,969,1436,1330,1113,892,1027,416,192,57,206,459
"G5107400","2018","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",15815,15245,306,772,24,364,0,154,0,332,156,798,0,489,713,1070,923,2747,1871,3017,981,528,0,0,0,0,570,"Portsmouth city, Virginia",1720,1705,299,463,40,315,206,234,206,266,129,592,206,410,483,689,397,804,750,751,561,355,206,206,206,206,301
"G5107600","2018","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",52929,52040,1436,540,1169,1316,523,719,504,850,455,1180,1364,2496,3581,2997,2955,6465,5327,8910,5198,3372,363,216,104,0,889,"Richmond city, Virginia",2483,2426,682,627,822,737,387,487,400,572,367,532,620,875,1194,818,923,1194,1304,1388,1068,753,207,174,122,206,530
"G5107700","2018","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",20323,20024,535,295,189,823,373,315,190,794,1044,1216,1811,1862,1403,1390,1179,2746,1085,1679,318,92,475,62,0,148,299,"Roanoke city, Virginia",1786,1765,448,342,120,481,268,215,219,542,613,684,673,820,684,641,630,1064,523,802,333,177,460,98,206,210,176
"G5108000","2018","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",10457,10001,60,253,336,306,0,0,506,56,131,442,311,408,641,731,311,737,247,1497,1605,1254,96,25,0,48,456,"Suffolk city, Virginia",1220,1222,106,280,365,274,206,206,488,83,160,405,234,308,437,504,234,418,163,621,654,656,115,43,206,77,279
"G5108100","2018","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",60708,59565,183,512,157,686,99,788,87,460,190,0,44,819,290,1184,1070,4621,6919,19102,10329,9038,1799,231,359,598,1143,"Virginia Beach city, Virginia",3585,3620,283,397,166,564,118,596,148,598,164,206,76,676,206,632,490,1414,1480,2732,1800,1543,614,167,510,416,379
"G5300050","2018","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",23262,22341,138,46,204,298,338,676,364,653,425,392,276,1614,773,1748,1175,4755,1739,3478,2201,753,248,0,47,0,921,"Benton County, Washington",2291,2225,221,82,211,252,524,589,428,615,367,354,316,837,521,718,717,1223,712,967,758,487,261,204,78,204,479
"G5300070","2018","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300090","2018","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",9225,8572,63,67,598,248,8,20,0,123,54,413,856,205,363,199,504,1318,714,1246,787,394,238,0,104,50,653,"Clallam County, Washington",1208,1261,92,63,412,275,13,37,204,150,82,266,512,193,292,145,408,582,387,608,415,342,234,204,97,85,374
"G5300110","2018","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",58768,56141,53,39,748,277,254,293,252,219,489,495,156,428,698,1143,1513,3010,5171,15108,13449,10458,1167,164,247,310,2627,"Clark County, Washington",2501,2272,89,63,608,177,200,210,212,190,294,292,153,488,328,555,885,837,1149,1809,1723,1632,510,160,207,232,894
"G5300150","2018","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",13875,13103,100,173,166,217,300,101,174,103,696,1034,802,1328,1185,1195,600,1504,1123,1159,755,266,58,0,0,64,772,"Cowlitz County, Washington",1446,1485,133,210,151,200,277,168,260,122,386,654,666,756,574,642,547,679,522,509,428,252,92,204,204,105,412
"G5300210","2018","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300250","2018","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300270","2018","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",8832,7983,55,76,708,300,131,134,202,284,473,833,574,1816,280,340,307,364,514,351,136,8,0,97,0,0,849,"Grays Harbor County, Washington",1378,1404,83,113,540,268,157,144,196,201,470,433,364,774,209,331,275,308,456,262,162,14,204,174,204,204,369
"G5300290","2018","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Island County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300330","2018","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",395262,387013,2086,892,4321,4056,2276,2825,1647,2022,1536,3093,1884,2323,2155,4679,4293,11996,15943,52409,61292,112925,51188,24788,10972,5412,8249,"King County, Washington",6669,6906,892,606,1135,1149,984,1083,973,955,649,1146,891,920,858,1428,1297,1736,2078,4103,5060,5012,3788,2679,2502,1332,1492
"G5300350","2018","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",31694,30216,73,507,574,570,197,439,7,141,64,268,426,534,662,1112,1451,1932,2949,5306,4894,5963,954,682,295,216,1478,"Kitsap County, Washington",2151,2212,105,352,348,461,203,373,10,164,85,241,343,356,385,464,501,737,968,1080,1207,1062,401,452,221,256,733
"G5300410","2018","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300450","2018","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300530","2018","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",122281,117664,581,391,363,621,613,769,161,1462,564,2052,1362,2058,1994,3017,4197,10050,11027,28819,20477,20539,4336,1332,385,494,4617,"Pierce County, Washington",4084,3983,447,291,412,405,461,417,187,852,437,868,579,630,769,1002,1177,1583,1901,3071,2173,2748,918,495,304,320,1261
"G5300570","2018","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",14986,14263,18,55,98,257,254,358,139,162,161,780,108,441,511,711,413,1632,1115,2997,1701,1665,421,188,59,19,723,"Skagit County, Washington",1474,1450,28,58,94,257,204,249,115,161,170,586,73,263,432,393,306,671,468,978,556,637,276,150,85,23,361
"G5300610","2018","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",96657,94038,338,310,787,781,431,764,381,510,1049,502,644,1457,594,883,1389,3956,4586,17160,19717,27376,7951,1330,808,334,2619,"Snohomish County, Washington",3851,3803,286,282,515,473,276,484,310,373,583,323,439,800,581,551,574,1091,1115,2609,2437,3102,1637,583,433,186,1084
"G5300630","2018","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",75526,73847,600,236,587,1493,1336,1568,1184,1591,1545,3711,3399,4727,5388,5598,4599,9678,7583,9581,4553,3131,836,320,70,533,1679,"Spokane County, Washington",3480,3482,466,204,326,585,903,615,585,723,626,1100,941,977,1391,1563,1123,1843,1564,1834,993,1128,462,257,84,472,625
"G5300670","2018","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",39779,38626,48,193,563,381,135,258,157,29,135,698,645,581,381,1160,1831,4063,4005,8918,7349,5544,1405,0,90,57,1153,"Thurston County, Washington",2733,2650,79,243,442,386,195,237,262,49,224,445,459,508,299,598,730,1124,1305,1712,1513,1303,569,204,155,92,439
"G5300730","2018","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",33650,31925,75,0,511,416,117,89,257,352,898,538,758,900,380,1245,1259,4449,3214,8164,2792,4082,964,158,212,95,1725,"Whatcom County, Washington",2388,2426,95,204,470,367,128,131,229,340,540,560,556,472,268,583,671,1361,1072,1563,966,1151,440,191,201,112,952
"G5300770","2018","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",30382,28400,330,145,356,840,1010,477,268,1077,1557,2722,2398,2718,1455,2666,1573,3319,2102,1319,907,744,417,0,0,0,1982,"Yakima County, Washington",2561,2490,219,176,280,451,578,267,184,420,677,851,847,1040,599,933,755,929,890,710,410,516,391,204,204,204,631
"G5400030","2018","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5400110","2018","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",12580,11969,220,121,94,605,244,666,311,655,793,792,813,1770,1464,1271,466,686,353,463,0,0,182,0,0,0,611,"Cabell County, West Virginia",1533,1468,227,125,105,372,217,410,248,358,419,380,427,725,705,658,441,341,283,321,201,201,213,201,201,201,414
"G5400330","2018","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",8208,6814,126,0,46,774,275,235,141,770,409,346,377,498,320,731,445,525,287,178,0,227,104,0,0,0,1394,"Harrison County, West Virginia",1129,1036,217,201,82,488,244,154,129,396,348,276,274,359,294,479,305,387,315,221,201,284,135,201,201,201,668
"G5400390","2018","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",23834,20406,409,477,796,298,360,786,389,1864,1290,2280,1963,2378,2059,1936,715,599,630,620,167,329,61,0,0,0,3428,"Kanawha County, West Virginia",2332,2089,433,303,369,264,337,413,334,821,551,763,859,893,801,760,437,346,409,451,167,203,106,201,201,201,1075
"G5400610","2018","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",17849,16951,74,35,147,147,40,342,415,1250,493,1104,435,1195,2422,1175,814,1018,1643,2048,788,979,387,0,0,0,898,"Monongalia County, West Virginia",1538,1496,98,54,145,231,68,341,216,619,347,559,341,592,931,638,452,499,761,720,411,679,312,201,201,201,413
"G5400810","2018","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raleigh County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5401070","2018","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",9997,9043,0,235,505,271,268,286,278,95,692,1124,1544,1404,317,652,549,396,359,58,10,0,0,0,0,0,954,"Wood County, West Virginia",1321,1335,201,251,384,219,304,240,239,111,413,546,718,650,280,349,587,322,325,74,17,201,201,201,201,201,529
"G5500090","2018","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",34972,34031,119,213,166,270,133,593,404,396,2023,2036,4235,3036,2554,4633,3966,5516,1764,1127,451,85,205,0,0,106,941,"Brown County, Wisconsin",2233,2187,148,258,162,295,117,391,307,247,694,762,1200,831,737,1204,1264,1073,668,494,389,139,230,151,151,176,381
"G5500250","2018","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",95255,93815,109,125,257,1116,255,353,375,455,1001,2709,1446,2789,2982,4094,5094,12977,15821,19008,11562,7134,2860,893,154,246,1440,"Dane County, Wisconsin",3450,3492,129,155,211,736,197,354,423,244,630,1342,680,783,932,1004,1323,1720,1864,2405,1569,1283,991,480,127,263,543
"G5500270","2018","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",11084,10609,0,127,50,0,376,212,223,211,526,952,901,1062,1523,685,1107,1147,645,644,43,13,0,0,0,162,475,"Dodge County, Wisconsin",1243,1230,151,107,50,151,235,160,246,160,388,394,435,401,591,287,444,455,523,428,53,22,151,151,151,248,276
"G5500350","2018","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",14609,14065,20,6,322,251,144,880,340,420,835,674,1119,530,1336,1708,929,1336,1214,879,649,349,33,91,0,0,544,"Eau Claire County, Wisconsin",1656,1617,33,10,328,236,201,560,263,383,574,373,540,332,504,649,510,530,633,591,536,329,55,155,151,151,328
"G5500390","2018","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",12509,11791,162,36,121,177,10,447,627,434,592,1287,1296,1016,1151,1377,619,1721,305,263,0,0,0,0,17,133,718,"Fond du Lac County, Wisconsin",1433,1383,200,59,151,160,18,315,398,372,348,655,526,475,405,643,382,900,219,158,151,151,151,151,29,150,361
"G5500550","2018","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",8854,8538,0,13,196,180,96,73,9,252,306,699,516,967,975,732,561,1170,612,952,213,16,0,0,0,0,316,"Jefferson County, Wisconsin",1252,1264,151,21,181,193,130,126,15,181,248,467,365,647,468,454,400,471,333,444,193,28,151,151,151,151,166
"G5500590","2018","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",21355,21017,0,221,109,248,359,265,609,336,751,726,1328,1793,1930,1141,1778,3371,1680,2645,1112,615,0,0,0,0,338,"Kenosha County, Wisconsin",1741,1762,151,261,137,190,365,243,462,362,375,639,603,705,777,541,701,988,705,941,572,370,151,151,151,151,236
"G5500630","2018","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",18568,18232,111,61,0,190,149,374,274,555,1034,911,794,1332,2571,954,1332,2646,846,2665,1003,319,69,0,42,0,336,"La Crosse County, Wisconsin",1726,1733,150,73,151,159,169,277,222,361,529,384,421,661,927,415,700,919,467,773,389,212,117,151,74,151,247
"G5500710","2018","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manitowoc County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
