GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJM5E001,AJM5E002,AJM5E003,AJM5E004,AJM5E005,AJM5E006,AJM5E007,AJM5E008,AJM5E009,AJM5E010,AJM5E011,AJM5E012,AJM5E013,AJM5E014,AJM5E015,AJM5E016,AJM5E017,AJM5E018,AJM5E019,AJM5E020,AJM5E021,AJM5E022,AJM5E023,AJM5E024,AJM5E025,AJM5E026,AJM5E027,NAME_M,AJM5M001,AJM5M002,AJM5M003,AJM5M004,AJM5M005,AJM5M006,AJM5M007,AJM5M008,AJM5M009,AJM5M010,AJM5M011,AJM5M012,AJM5M013,AJM5M014,AJM5M015,AJM5M016,AJM5M017,AJM5M018,AJM5M019,AJM5M020,AJM5M021,AJM5M022,AJM5M023,AJM5M024,AJM5M025,AJM5M026,AJM5M027
"G4701250","2018","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",30058,28996,104,248,392,403,0,258,335,978,615,1984,1840,1823,2385,2523,1929,2850,2735,4085,2363,919,181,0,46,0,1062,"Montgomery County, Tennessee",1978,1980,145,332,449,404,211,237,295,574,343,704,689,638,741,958,720,1013,1021,1016,856,530,112,211,78,211,646
"G4701410","2018","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",13734,13026,263,0,141,248,0,235,937,1516,735,982,1508,1152,1473,752,557,1269,605,452,163,0,38,0,0,0,708,"Putnam County, Tennessee",1316,1339,403,211,117,288,211,177,507,748,391,603,731,593,761,343,421,737,476,418,216,211,71,211,211,211,508
"G4701470","2018","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",6936,6673,120,250,56,115,114,59,30,508,523,237,423,789,489,323,481,433,633,699,47,344,0,0,0,0,263,"Robertson County, Tennessee",1121,1101,151,208,94,189,138,97,51,427,378,225,384,392,342,284,308,296,333,375,83,272,211,211,211,211,214
"G4701490","2018","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",41383,39739,280,214,244,122,126,368,375,545,899,2407,711,1233,3292,1626,1631,3918,4781,8588,5079,2982,318,0,0,0,1644,"Rutherford County, Tennessee",2833,2727,420,173,304,163,130,440,482,360,444,1546,371,696,1298,692,919,1297,1374,2146,1705,890,323,211,211,211,844
"G4701550","2018","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",11469,10748,0,0,27,437,173,341,347,685,773,849,844,954,609,1365,419,997,564,1191,81,58,0,34,0,0,721,"Sevier County, Tennessee",1514,1540,211,211,44,391,242,315,375,532,499,549,581,561,466,629,316,679,486,708,131,101,211,58,211,211,425
"G4701570","2018","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",158521,152345,1978,1491,1756,2915,1692,2693,2350,7084,9610,8913,12776,11740,12686,11490,8653,15837,12069,14106,7457,3472,727,177,190,483,6176,"Shelby County, Tennessee",5413,5497,859,698,757,849,585,915,881,1625,2217,1764,2041,2267,2284,1848,1596,2916,2097,2136,1628,961,622,245,204,301,1387
"G4701630","2018","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",18240,15727,265,634,179,1199,598,1586,1150,1746,1264,471,1358,1081,771,968,467,1170,306,343,77,94,0,0,0,0,2513,"Sullivan County, Tennessee",2046,1893,304,499,233,474,355,783,691,782,639,410,648,473,518,470,319,515,267,208,131,117,211,211,211,211,946
"G4701650","2018","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",17829,17040,49,340,367,71,190,460,50,217,378,851,578,1322,864,769,756,2918,1539,3349,1004,968,0,0,0,0,789,"Sumner County, Tennessee",1731,1749,83,335,365,122,170,523,82,215,274,599,281,774,524,384,368,1088,659,846,549,567,211,211,211,211,405
"G4701790","2018","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",20321,18461,338,236,39,242,619,421,1183,1270,2029,1942,1436,1515,1457,1046,400,2059,788,732,662,47,0,0,0,0,1860,"Washington County, Tennessee",2310,2322,364,366,69,228,439,373,767,699,763,797,663,786,751,539,253,988,520,497,474,79,211,211,211,211,649
"G4701870","2018","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701890","2018","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",12100,10977,42,0,259,0,132,87,0,653,83,571,212,406,504,250,512,1615,730,2397,970,1414,0,140,0,0,1123,"Wilson County, Tennessee",1871,1763,68,211,387,211,170,144,211,518,137,519,160,368,376,230,314,616,488,942,590,724,211,225,211,211,638
"G4800050","2018","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",10461,9798,19,126,513,66,215,279,153,782,1119,1256,409,472,851,528,526,1554,290,413,95,132,0,0,0,0,663,"Angelina County, Texas",1466,1392,32,174,418,116,234,303,148,530,612,721,278,346,531,334,431,807,276,355,163,205,228,228,228,228,358
"G4800210","2018","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bastrop County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800270","2018","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",56304,54329,135,141,396,496,472,1200,2249,2918,2306,2227,3747,3005,4875,2512,3922,6316,4459,8275,3159,1199,142,0,96,82,1975,"Bell County, Texas",3462,3498,164,180,252,304,367,603,1043,1058,1066,960,1056,889,1355,879,1394,1568,1385,1917,1247,620,234,228,165,137,696
"G4800290","2018","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",270528,252812,2387,2813,2903,4283,1929,2050,2111,3112,3880,7609,9852,16525,15986,20846,14266,32904,26927,39435,24667,13037,2949,1488,611,242,17716,"Bexar County, Texas",5377,5850,793,750,771,1266,730,831,791,938,978,1475,1775,2565,2426,2661,2164,3070,2761,3833,2565,2041,948,718,558,299,2099
"G4800370","2018","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",13726,12317,397,475,501,86,329,147,423,616,848,845,948,1371,1597,842,648,612,265,691,143,159,275,99,0,0,1409,"Bowie County, Texas",1467,1269,509,506,377,118,360,244,273,508,432,613,560,654,731,660,457,354,242,469,232,172,293,161,228,228,722
"G4800390","2018","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",36249,34570,306,157,57,260,140,844,158,433,652,1004,981,975,1581,621,1188,5306,2198,7737,5235,3549,1188,0,0,0,1679,"Brazoria County, Texas",3121,3062,440,199,96,357,176,1016,192,342,863,566,810,510,1026,412,637,1607,968,1776,2138,1243,829,228,228,228,900
"G4800410","2018","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",44318,43014,229,120,231,133,311,70,1138,1041,1508,1406,2564,2231,4705,3258,2567,5378,2502,5729,3072,3237,1106,377,0,101,1304,"Brazos County, Texas",2826,2818,234,190,271,142,294,125,677,549,897,703,862,939,1271,1160,870,1328,953,1461,942,1043,625,436,228,169,593
"G4800610","2018","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",41899,37812,402,1035,1372,1950,1835,1379,2328,2007,2657,4029,3419,3212,2313,2113,1605,2522,1105,1463,691,330,0,0,45,0,4087,"Cameron County, Texas",3024,2757,278,590,581,789,677,636,980,716,1056,1055,886,965,946,692,605,903,499,870,456,332,228,228,74,228,1323
"G4800850","2018","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",120830,118128,0,79,632,226,69,607,272,1088,630,741,296,1351,1254,1666,3540,7919,11804,28230,22202,27241,5646,1648,951,36,2702,"Collin County, Texas",4631,4614,228,119,395,215,118,590,265,718,497,524,318,593,710,766,1250,1760,1883,2851,2458,3154,1217,704,639,61,922
"G4800910","2018","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comal County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800990","2018","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coryell County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801130","2018","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",478607,467780,2323,1623,1048,3632,2392,1591,2765,3205,3787,9959,7875,14952,20473,25099,31204,63270,56797,96264,55172,43417,12292,4161,2669,1810,10827,"Dallas County, Texas",7722,8006,799,677,440,899,837,591,1018,775,1227,1609,1828,2518,2439,3270,2949,4830,5021,5069,3627,3691,1737,901,780,1035,1726
"G4801210","2018","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",102717,99594,0,162,416,559,209,414,229,605,481,553,883,2552,1826,2699,4604,12910,11606,24374,15542,13943,3368,1016,295,348,3123,"Denton County, Texas",4551,4699,228,215,371,701,206,285,374,480,393,348,486,1003,647,825,1190,2123,2055,3083,2469,2332,925,479,252,304,930
"G4801350","2018","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",19177,17470,316,28,87,561,209,266,0,292,192,1116,0,1009,785,1076,915,2178,2023,2823,1721,1873,0,0,0,0,1707,"Ector County, Texas",2226,2047,400,47,124,561,242,205,228,288,299,707,228,612,520,727,758,1012,1033,937,808,982,228,228,228,228,832
"G4801390","2018","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",14532,13984,34,216,395,0,0,347,208,427,129,225,713,483,481,1030,941,1360,1278,3153,1330,1111,123,0,0,0,548,"Ellis County, Texas",1795,1745,59,214,394,228,228,352,261,438,149,218,513,310,421,607,593,675,657,886,759,547,157,228,228,228,326
"G4801410","2018","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",105262,99308,910,825,1933,2219,1235,3894,2471,4377,5090,6754,5715,10748,5940,6589,5578,9265,8260,9835,4634,2659,292,85,0,0,5954,"El Paso County, Texas",4838,4852,532,450,832,1081,593,1175,859,1144,1475,1648,1559,2007,1313,1390,1406,1577,1648,2123,1172,996,189,142,228,228,1444
"G4801570","2018","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",56369,50495,0,87,285,0,193,265,289,45,10,873,193,2293,400,958,543,3507,4185,11180,10020,11534,1553,1458,545,79,5874,"Fort Bend County, Texas",4302,3990,228,149,236,228,264,352,379,76,17,549,205,1129,347,770,420,1338,1419,2265,2156,2439,804,741,377,133,1780
"G4801670","2018","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",39067,37420,272,31,298,382,259,247,268,868,797,1436,1131,1039,1529,2034,1508,4098,4338,8161,2867,4980,404,258,156,59,1647,"Galveston County, Texas",3305,3258,286,50,386,268,273,218,206,508,437,837,583,501,733,691,580,1272,1206,1610,1277,1962,318,247,166,72,595
"G4801810","2018","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",16167,15348,255,288,102,129,0,375,345,318,263,582,618,1856,1845,989,1220,1202,1858,1807,732,495,69,0,0,0,819,"Grayson County, Texas",1552,1518,226,248,159,124,228,333,335,233,191,353,343,793,798,604,693,553,719,639,510,492,118,228,228,228,374
"G4801830","2018","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",18354,17098,209,121,339,65,82,140,12,912,762,2258,1863,940,1762,811,1619,870,861,1603,1151,250,385,0,0,83,1256,"Gregg County, Texas",1945,1842,337,203,336,113,119,146,21,605,559,643,781,568,974,503,775,549,634,734,556,292,375,228,228,99,621
"G4801870","2018","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802010","2018","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",734584,713282,3181,3675,5897,2836,3808,4274,5381,8256,5787,18344,18559,32555,40054,47040,50358,94209,80730,127487,76279,61464,11366,6479,3516,1747,21302,"Harris County, Texas",11789,11137,1117,1324,1711,1027,1156,1334,1523,1729,1456,2887,3205,3728,3527,3718,4620,6601,6027,6507,5301,5185,1837,1323,1135,649,2484
"G4802030","2018","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802090","2018","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hays County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802130","2018","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802150","2018","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",74502,67400,1371,1411,2246,2236,2900,3518,4192,5047,3880,6226,4731,5555,4041,4590,2855,4286,2315,3617,1143,587,456,197,0,0,7102,"Hidalgo County, Texas",4129,4231,800,635,897,942,987,1192,1393,1331,1281,1541,1228,1244,1115,1410,801,1101,978,1253,620,496,471,318,228,228,1637
"G4802310","2018","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",11273,10832,199,104,46,131,299,208,259,848,541,289,77,839,792,1077,1321,1365,1048,1031,150,78,130,0,0,0,441,"Hunt County, Texas",1332,1313,222,94,58,160,340,246,220,478,404,247,88,431,452,591,541,671,687,539,239,93,219,228,228,228,266
"G4802450","2018","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",36468,33913,1381,907,1935,1841,1011,963,297,707,1571,1570,1859,1609,1287,2699,2641,4615,2166,3725,887,118,113,11,0,0,2555,"Jefferson County, Texas",2873,2867,692,597,829,817,584,636,317,434,682,645,666,745,602,1067,844,1543,836,1291,569,111,184,18,228,228,820
"G4802510","2018","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",15550,14790,0,17,162,0,453,210,0,133,194,957,766,467,1198,1267,1122,2110,1415,1942,960,1417,0,0,0,0,760,"Johnson County, Texas",1998,2064,228,32,190,228,382,272,228,166,164,451,527,390,754,679,575,887,611,866,552,846,228,228,228,228,564
"G4802570","2018","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",9843,9430,347,0,59,295,0,465,0,220,501,649,94,1021,412,694,468,925,498,625,746,1278,81,52,0,0,413,"Kaufman County, Texas",1319,1326,454,228,107,368,228,412,228,232,404,336,156,511,313,611,238,536,371,522,408,577,102,82,228,228,328
"G4802910","2018","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803030","2018","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",50692,48870,289,411,225,405,362,566,775,1832,1152,3947,2480,4713,4942,3547,3097,5102,4402,4978,2412,1685,744,136,402,266,1822,"Lubbock County, Texas",2881,2883,252,456,233,344,252,483,424,826,524,1488,948,1190,1169,1094,1125,1461,1413,1300,911,689,560,173,308,170,644
"G4803090","2018","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",39463,35806,453,457,858,553,551,498,822,1283,1821,2133,2549,3409,2732,1735,2927,3701,2811,3782,1532,666,463,70,0,0,3657,"McLennan County, Texas",2354,2349,364,360,490,440,477,284,516,585,549,871,848,888,905,677,1023,875,875,1144,709,391,306,117,228,228,1260
"G4803290","2018","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803390","2018","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",56032,53288,234,617,0,597,431,729,647,194,582,433,974,1249,705,1371,1861,6894,6815,10884,8719,5700,2264,746,642,0,2744,"Montgomery County, Texas",4313,4098,290,635,228,623,333,596,598,227,373,418,753,753,518,845,941,1463,2018,2266,2536,1721,1071,633,811,228,1085
"G4803470","2018","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",9008,8628,0,373,161,234,36,362,489,247,135,721,1559,659,1173,351,236,20,771,634,435,0,32,0,0,0,380,"Nacogdoches County, Texas",1538,1528,228,329,149,230,65,266,414,285,166,386,881,568,600,303,250,45,449,439,333,228,58,228,228,228,319
"G4803550","2018","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",53530,51828,1232,519,830,573,989,1039,671,1624,1099,1674,1155,1708,4019,3049,3958,6127,6220,8030,2447,4052,774,0,39,0,1702,"Nueces County, Texas",3173,3123,768,321,447,357,535,544,478,732,691,604,718,639,1237,1090,1282,1576,1635,1684,832,1457,383,228,65,228,578
"G4803610","2018","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803670","2018","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803750","2018","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",22180,21308,345,179,76,139,56,532,186,526,2033,2547,1560,2052,1662,2729,1233,1861,1397,1197,165,233,345,64,56,135,872,"Potter County, Texas",2010,2027,350,175,88,221,72,350,151,344,793,890,698,823,955,846,626,710,763,433,221,256,283,111,38,216,515
"G4803810","2018","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",12867,12358,170,0,119,150,89,94,214,616,360,835,769,785,861,601,1120,2399,409,1831,678,48,178,32,0,0,509,"Randall County, Texas",1444,1416,218,228,186,151,103,100,196,388,355,545,410,437,653,357,651,876,242,849,506,80,224,54,228,228,325
"G4803970","2018","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804090","2018","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Patricio County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804230","2018","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",25458,24537,379,172,0,721,13,440,482,989,549,1433,460,2248,1577,1341,2079,3163,1789,3877,1623,720,347,56,79,0,921,"Smith County, Texas",2405,2483,378,185,228,546,22,333,391,668,449,779,313,1037,680,585,1075,935,666,1253,661,462,249,94,130,228,596
"G4804390","2018","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",293027,286804,2221,921,2573,2257,1679,907,2330,1930,3215,6019,4213,11227,13407,14890,22351,39751,32042,56937,33512,26827,5210,1471,375,539,6223,"Tarrant County, Texas",6888,6824,823,482,881,1089,857,410,1113,858,914,1464,1177,1848,2501,2393,2830,4118,3502,4126,3845,2928,1362,583,237,277,1189
"G4804410","2018","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",21017,19490,0,0,121,138,217,157,467,465,666,723,1415,1672,2709,1537,1369,2408,1817,2158,769,350,0,102,103,127,1527,"Taylor County, Texas",1742,1742,228,228,106,156,198,144,438,311,434,416,739,776,920,743,639,1022,826,738,385,268,228,181,171,111,691
"G4804510","2018","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",16341,15662,0,226,103,70,319,646,306,420,915,1530,497,1109,805,1431,1334,884,1344,1205,1710,675,0,0,0,133,679,"Tom Green County, Texas",2010,1972,228,229,176,122,348,380,253,338,548,761,314,559,437,598,627,413,858,689,814,498,228,228,228,122,554
"G4804530","2018","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",234906,230529,1645,586,1233,746,575,235,1024,1381,1660,1704,1311,1824,3105,5612,7441,22380,25189,57929,37683,37850,11204,5037,2125,1050,4377,"Travis County, Texas",5662,5672,826,441,766,448,480,177,637,858,710,945,757,810,1115,1277,1551,2471,2963,4487,3102,3348,2101,1354,796,655,1289
"G4804690","2018","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Victoria County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804710","2018","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804790","2018","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",29464,27379,228,251,420,614,263,762,764,1094,1402,3365,2079,1796,1832,1796,1422,2297,3381,3138,168,232,75,0,0,0,2085,"Webb County, Texas",2213,2166,216,208,390,422,237,424,402,438,563,989,748,611,711,693,663,865,1231,1124,113,334,122,228,228,228,748
"G4804850","2018","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",18211,16878,551,318,418,345,704,1175,331,1200,1024,1153,700,1184,1725,650,868,1808,653,793,622,494,162,0,0,0,1333,"Wichita County, Texas",1838,1722,418,267,314,379,463,609,329,609,497,479,382,593,667,332,452,547,609,399,292,420,124,228,228,228,521
"G4804910","2018","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",56975,55990,86,79,486,52,189,183,150,196,621,230,146,570,300,1436,736,3022,7010,14559,13911,10345,1311,220,67,85,985,"Williamson County, Texas",3139,3147,111,141,337,91,185,244,169,196,384,201,153,390,247,756,442,947,1662,1842,1795,1681,571,279,111,98,390
"G4804970","2018","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wise County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900050","2018","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",14742,14300,68,0,69,150,220,348,519,686,758,1300,2120,684,893,480,693,1687,1115,1520,282,450,195,0,63,0,442,"Cache County, Utah",1265,1221,107,193,117,192,222,318,421,367,531,423,708,351,393,262,366,533,608,534,228,328,173,193,106,193,259
"G4900110","2018","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900350","2018","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",126936,123230,252,301,461,1555,826,1028,843,1170,777,1553,1537,3739,4028,5158,6508,13723,14786,28993,18009,14426,2130,405,370,652,3706,"Salt Lake County, Utah",4858,4667,346,263,385,595,547,614,595,498,511,870,644,1096,1165,1047,1317,2128,2151,2767,2194,2267,889,289,284,424,1038
"G4900450","2018","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tooele County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900490","2018","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",52485,50872,37,136,155,266,420,737,862,327,726,1087,958,1724,3137,3708,3878,5727,4341,8977,6440,5331,1461,150,238,49,1613,"Utah County, Utah",2482,2493,64,127,118,228,217,334,378,215,338,387,513,549,890,801,961,1087,903,1385,1222,1030,696,203,166,58,437
"G4900530","2018","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",17183,15820,0,365,347,19,0,201,122,266,521,312,1023,475,456,1240,711,2143,2285,2670,1375,742,316,0,76,155,1363,"Washington County, Utah",2292,2203,193,423,454,37,193,206,123,230,487,279,839,341,349,736,637,727,856,910,748,489,475,193,129,184,582
"G4900570","2018","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",23738,23182,261,441,231,594,86,189,221,138,653,1004,1020,1788,1844,1504,1135,3761,1866,3815,1121,1102,44,364,0,0,556,"Weber County, Utah",2266,2225,330,401,159,374,121,137,203,124,358,377,411,728,668,766,525,985,790,1098,561,567,75,474,193,193,302
"G5000070","2018","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",24579,24205,0,352,150,652,176,658,802,454,67,169,47,493,32,923,454,1985,2382,5138,3533,4444,1182,0,46,66,374,"Chittenden County, Vermont",1855,1826,157,473,190,403,174,468,691,442,115,167,75,344,53,628,353,689,936,1254,876,924,588,157,77,114,291
