GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUEE001,AFUEE002,AFUEE003,AFUEE004,AFUEE005,AFUEE006,AFUEE007,AFUEE008,AFUEE009,AFUEE010,AFUEE011,AFUEE012,AFUEE013,AFUEE014,AFUEE015,AFUEE016,AFUEE017,AFUEE018,AFUEE019,AFUEE020,AFUEE021,AFUEE022,AFUEE023,AFUEE024,AFUEE025,AFUEE026,AFUEE027,NAME_M,AFUEM001,AFUEM002,AFUEM003,AFUEM004,AFUEM005,AFUEM006,AFUEM007,AFUEM008,AFUEM009,AFUEM010,AFUEM011,AFUEM012,AFUEM013,AFUEM014,AFUEM015,AFUEM016,AFUEM017,AFUEM018,AFUEM019,AFUEM020,AFUEM021,AFUEM022,AFUEM023,AFUEM024,AFUEM025,AFUEM026,AFUEM027
"G4801130","2016","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",468546,456787,2491,2260,1963,4682,1150,3699,3243,5551,7850,17376,17227,28700,34244,32412,38694,61092,44081,68232,37015,27565,11325,3204,1319,1412,11759,"Dallas County, Texas",7348,6824,814,796,676,1057,638,1374,934,1271,1493,2002,2130,3061,3475,3349,3517,3400,3547,4131,3404,2596,1778,847,618,429,1814
"G4801210","2016","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",102628,98767,357,27,39,379,0,45,942,339,520,1321,1245,4020,3956,5243,6828,14525,14091,17376,14167,10900,1356,349,592,150,3861,"Denton County, Texas",3680,3652,350,45,67,368,220,73,687,297,413,460,510,1293,1055,1407,1370,1990,1995,1994,2453,1579,667,337,600,145,1217
"G4801350","2016","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",18104,16962,0,753,48,520,259,125,371,168,602,1196,440,1317,1517,1485,734,2330,969,2870,509,700,0,49,0,0,1142,"Ector County, Texas",2075,2000,220,475,85,468,309,206,405,264,419,703,445,835,873,721,525,1043,734,912,405,612,220,80,220,220,610
"G4801390","2016","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",14750,13683,71,151,0,32,0,510,195,419,98,632,383,1159,991,1049,1352,1784,693,2577,1380,207,0,0,0,0,1067,"Ellis County, Texas",1754,1678,123,151,220,42,220,280,166,287,106,313,244,604,557,443,698,704,403,919,692,215,220,220,220,220,555
"G4801410","2016","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",106888,100037,1907,853,1680,3024,1799,2760,4175,3908,4822,7584,6618,7319,9181,5573,8398,8956,6159,9056,3828,1448,469,195,288,37,6851,"El Paso County, Texas",4798,4514,750,561,542,903,601,830,1164,976,1100,1479,1490,1700,2262,1267,1717,1655,1308,2002,1371,668,279,147,314,62,1271
"G4801570","2016","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",56005,49754,367,89,0,0,42,138,670,643,156,886,386,922,1218,1810,2220,5475,6586,9055,8746,4995,3243,1142,635,330,6251,"Fort Bend County, Texas",4195,3955,325,146,220,220,69,191,680,807,181,660,318,588,694,857,900,1699,1842,2032,1812,1251,1605,692,534,263,1900
"G4801670","2016","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",43608,41672,345,183,656,273,934,843,830,663,1137,1267,2052,1818,2963,3292,2125,5707,4745,6415,2409,1659,1313,21,22,0,1936,"Galveston County, Texas",2874,2858,266,223,426,423,540,675,518,530,716,550,811,823,945,937,770,1269,1245,1308,1012,706,1155,36,39,220,672
"G4801810","2016","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",15293,14022,458,110,183,166,38,204,125,610,746,1133,927,1557,2542,593,798,1201,582,835,662,357,0,0,136,59,1271,"Grayson County, Texas",1835,1702,491,109,196,132,69,185,150,321,503,442,555,725,1082,312,503,562,355,452,524,329,220,220,220,94,565
"G4801830","2016","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",18563,17318,252,408,541,227,157,554,267,126,644,1055,1886,1889,1591,1339,1079,1609,1187,794,898,307,0,314,194,0,1245,"Gregg County, Texas",1841,1884,322,403,419,223,246,492,264,154,500,562,872,762,677,553,617,811,644,577,467,269,220,361,298,220,609
"G4801870","2016","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802010","2016","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",743934,720835,4053,3891,4679,6195,2962,5418,4423,11892,13062,26938,33220,45747,48831,48614,43191,89268,68253,115317,69533,49662,14923,4091,3213,3459,23099,"Harris County, Texas",11414,11499,1276,1168,1140,1563,903,1293,1282,2170,1858,3344,2992,3645,3725,4668,4478,6248,4870,7460,5448,4274,2495,1089,1133,1132,2531
"G4802030","2016","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802090","2016","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",27670,26123,26,57,152,232,0,341,199,586,493,819,1469,1341,688,1167,1949,2724,1589,6094,3713,2019,465,0,0,0,1547,"Hays County, Texas",2716,2648,45,95,181,300,220,273,253,559,452,465,1131,841,432,690,999,941,680,1663,1235,797,382,220,220,220,861
"G4802130","2016","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",7421,5774,96,99,205,283,136,201,331,42,339,1317,129,467,358,483,605,67,181,426,0,9,0,0,0,0,1647,"Henderson County, Texas",1304,1077,89,93,161,331,136,150,249,61,299,627,192,445,282,457,372,92,178,329,220,17,220,220,220,220,687
"G4802150","2016","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",79295,69911,901,1546,2785,3792,2682,2872,3755,4164,4612,9540,5419,5392,4653,3436,2031,4211,2077,3651,1029,1214,149,0,0,0,9384,"Hidalgo County, Texas",4478,4298,465,674,853,1323,1011,919,1105,1231,1305,1796,1574,1385,1148,1150,841,1144,843,1321,726,960,225,220,220,220,1696
"G4802310","2016","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",9270,8917,114,46,0,0,21,407,204,164,608,651,630,1158,794,1184,1150,529,710,251,139,20,137,0,0,0,353,"Hunt County, Texas",1308,1313,171,50,220,220,36,280,134,154,383,397,405,598,497,669,547,341,414,179,117,33,158,220,220,220,268
"G4802450","2016","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",38301,35542,732,1256,1004,933,535,175,1037,2190,1893,2510,2523,2508,2199,2739,2590,4266,2439,2099,1158,756,0,0,0,0,2759,"Jefferson County, Texas",2868,3003,477,673,427,607,445,184,434,894,723,976,1011,893,672,888,915,1342,970,771,701,511,220,220,220,220,941
"G4802510","2016","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",14656,13940,55,36,175,279,166,255,159,300,618,366,825,1802,1009,1205,1007,2484,816,1531,680,89,15,0,68,0,716,"Johnson County, Texas",1912,1865,96,61,131,425,158,358,244,296,502,240,538,757,498,540,406,677,593,716,645,104,26,220,113,220,346
"G4802570","2016","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaufman County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802910","2016","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803030","2016","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",49393,46352,463,714,0,1058,564,626,962,1210,2247,2191,3234,3330,4342,4544,2605,5589,2954,4121,2360,2338,551,19,263,67,3041,"Lubbock County, Texas",2752,2743,517,536,220,673,357,345,521,479,941,713,938,1048,1149,1257,955,1096,876,1232,902,1036,523,33,247,82,914
"G4803090","2016","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",35623,33621,218,200,529,545,332,813,821,2903,1527,2431,2879,3185,3999,2459,2238,2572,1761,1944,842,1092,291,0,0,40,2002,"McLennan County, Texas",2323,2260,259,308,418,385,268,450,397,986,606,795,889,910,1200,916,993,907,733,713,490,708,338,220,220,66,669
"G4803290","2016","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",21106,20097,0,84,194,0,89,152,0,0,135,695,553,1005,1135,696,1535,2976,2489,3884,2725,902,848,0,0,0,1009,"Midland County, Texas",2104,2039,220,150,325,220,144,189,220,220,159,480,512,626,645,437,1016,878,1039,1236,1090,631,633,220,220,220,615
"G4803390","2016","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",57272,54233,87,532,330,881,175,1116,148,1186,1547,2530,1139,2367,2178,2513,1552,5784,5517,8079,5748,7647,1320,472,721,664,3039,"Montgomery County, Texas",4408,4662,142,499,287,532,235,675,270,820,881,1291,751,1074,1093,1076,838,1640,1858,2050,1633,2249,702,564,728,452,1223
"G4803470","2016","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",10427,9867,144,217,501,41,394,401,808,562,429,804,680,957,853,113,993,677,405,752,0,96,0,0,0,40,560,"Nacogdoches County, Texas",1500,1525,231,198,349,70,372,376,495,325,355,466,501,412,584,156,604,547,321,421,220,166,220,220,220,77,332
"G4803550","2016","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",54665,52820,605,316,1403,1123,314,255,824,1118,1974,2551,2250,3159,3135,3224,4805,6043,5356,6967,3382,3769,156,44,47,0,1845,"Nueces County, Texas",3267,3222,401,240,728,688,272,279,439,555,737,877,821,850,856,924,1265,1507,1499,1408,945,1082,170,76,82,220,672
"G4803610","2016","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",9207,8201,139,180,64,55,339,251,44,311,368,733,913,769,367,576,34,865,1369,689,0,135,0,0,0,0,1006,"Orange County, Texas",1338,1331,154,200,108,71,331,202,73,244,337,522,573,463,287,476,58,489,777,440,220,180,220,220,220,220,552
"G4803670","2016","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",11135,10802,27,27,258,1044,423,189,338,263,662,409,356,835,446,880,584,1385,1344,634,383,315,0,0,0,0,333,"Parker County, Texas",1416,1400,44,46,296,806,581,302,337,248,661,406,314,583,431,504,427,690,523,404,370,266,220,220,220,220,179
"G4803750","2016","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",18832,18328,406,259,376,70,270,245,560,637,1729,2690,1595,1984,1105,1505,1498,990,847,737,220,263,25,0,317,0,504,"Potter County, Texas",1513,1484,356,302,280,87,260,217,358,446,685,872,668,703,467,533,655,478,503,397,185,203,41,220,221,220,269
"G4803810","2016","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",15532,15133,0,0,122,0,76,104,208,421,505,479,1656,2046,1156,952,1382,1534,1000,2055,1020,417,0,0,0,0,399,"Randall County, Texas",1675,1660,220,220,123,220,133,121,245,226,317,343,754,795,534,586,774,664,481,688,590,328,220,220,220,220,217
"G4803970","2016","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804090","2016","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",7562,7150,154,50,258,288,140,612,104,249,0,735,637,774,354,226,210,403,455,1076,84,288,0,53,0,0,412,"San Patricio County, Texas",1244,1245,184,63,223,278,224,444,162,184,220,510,436,375,268,223,205,354,357,622,98,230,220,94,220,220,267
"G4804230","2016","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",25279,22663,0,158,42,66,74,749,639,839,1814,853,1262,1750,2031,2104,1838,1941,1448,2733,1195,725,229,0,173,0,2616,"Smith County, Texas",2177,2036,220,155,74,89,96,478,424,459,800,426,729,798,748,1035,851,745,667,941,608,549,278,220,196,220,984
"G4804390","2016","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",278730,269900,673,1467,1100,1706,811,1739,2101,4252,5622,11437,10562,21545,19479,22037,22641,35179,26290,40492,19332,14011,4292,1275,1122,735,8830,"Tarrant County, Texas",7557,7715,493,576,416,754,352,775,817,1101,1318,1970,1646,2779,2497,2720,2883,3126,2909,3879,3194,1868,1204,538,667,464,1711
"G4804410","2016","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",20969,19667,0,106,315,78,153,832,759,851,1652,1363,1379,1328,1637,757,1300,2257,1292,1596,667,461,709,0,175,0,1302,"Taylor County, Texas",1886,1788,220,170,249,71,170,443,445,473,892,590,659,638,624,514,617,820,586,703,377,295,632,220,156,220,517
"G4804510","2016","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",17014,16345,143,230,400,470,100,121,245,584,1177,1340,1983,912,638,1181,1506,1525,879,1600,383,928,0,0,0,0,669,"Tom Green County, Texas",1807,1842,231,300,494,377,115,159,261,319,552,788,832,460,464,721,827,665,493,682,395,526,220,220,220,220,401
"G4804530","2016","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",221524,216062,1147,1677,774,2132,373,1237,636,1264,1582,2609,2453,3499,5017,7604,11037,28966,27659,47160,27956,29910,7223,1973,1273,901,5462,"Travis County, Texas",5381,5370,705,886,398,885,299,615,444,840,819,629,911,1052,1098,1616,1705,2970,2897,3848,2526,3239,1579,628,673,420,1334
"G4804690","2016","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",12310,11589,56,0,130,179,194,134,65,491,950,301,1016,1189,1055,783,1161,733,1563,680,552,277,80,0,0,0,721,"Victoria County, Texas",1435,1438,101,220,215,246,259,139,110,300,551,295,508,644,562,442,700,483,724,470,500,334,143,220,220,220,420
"G4804710","2016","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804790","2016","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",26854,25165,196,67,653,384,303,350,1078,1341,2488,2418,1849,2426,2325,1446,1291,1757,1722,1702,860,469,40,0,0,0,1689,"Webb County, Texas",1966,1859,185,84,362,225,263,243,400,642,832,790,608,719,786,526,522,696,1022,874,762,301,66,220,220,220,594
"G4804850","2016","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",21034,19539,67,152,49,529,294,423,1438,1598,1487,1289,2346,2425,1741,782,1235,579,705,1516,319,202,136,227,0,0,1495,"Wichita County, Texas",2108,2038,80,154,84,379,260,254,970,730,814,705,860,960,808,407,859,459,556,714,246,205,129,170,220,220,755
"G4804910","2016","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",55488,53889,28,183,73,127,165,415,231,303,293,414,507,868,594,1372,2687,6607,7920,11991,10491,7201,1242,0,0,177,1599,"Williamson County, Texas",3513,3339,46,300,121,156,117,496,226,245,291,321,487,614,315,644,1106,1548,1834,2043,1648,1777,547,220,220,213,743
"G4900050","2016","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",14403,13693,0,0,68,122,391,221,513,512,2010,1402,1507,444,453,1102,628,1315,1146,914,314,0,0,49,582,0,710,"Cache County, Utah",1285,1278,190,190,115,124,361,208,464,451,671,426,542,285,267,468,444,492,524,337,341,190,190,69,388,190,429
"G4900110","2016","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",24556,23765,135,98,0,90,251,101,469,267,260,1107,733,1294,1643,1697,1148,3201,2417,4272,2550,1943,89,0,0,0,791,"Davis County, Utah",2690,2587,204,161,190,108,260,148,557,262,285,615,607,671,718,785,677,1068,818,1267,875,896,112,190,190,190,582
"G4900350","2016","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",123306,119670,700,313,642,1124,651,1096,652,895,1209,2560,3539,4351,7608,8119,8578,16222,12013,26140,11688,8952,1456,879,234,49,3636,"Salt Lake County, Utah",4325,4300,413,261,344,639,389,570,405,472,588,767,1180,955,1377,1629,1574,1998,2094,2797,1761,1858,726,425,174,82,1086
"G4900490","2016","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",51950,49976,0,90,0,865,766,2118,1254,405,493,1220,1267,2379,4911,4786,2542,5332,4374,6931,5188,4175,641,204,35,0,1974,"Utah County, Utah",2612,2584,190,89,190,621,459,639,574,287,354,546,564,721,983,1075,767,1110,909,1333,1260,1157,452,149,59,190,664
"G4900530","2016","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",13475,12311,10,57,0,47,0,263,326,206,89,569,271,702,747,1389,839,1800,1034,1953,1240,566,0,129,0,74,1164,"Washington County, Utah",2089,1969,21,97,190,78,190,228,371,214,153,498,212,482,428,801,479,974,584,847,690,391,190,208,190,120,625
"G4900570","2016","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",19437,18672,167,57,188,186,68,592,548,727,923,1254,1736,1720,1129,1306,1645,2013,1744,1912,645,48,64,0,0,0,765,"Weber County, Utah",1743,1719,132,91,222,141,108,404,409,498,420,531,690,593,480,533,777,687,707,632,330,84,103,190,190,190,342
"G5000070","2016","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",24087,22806,144,225,236,282,236,122,483,545,119,110,432,103,876,431,1070,2064,2346,5002,3474,3196,724,522,64,0,1281,"Chittenden County, Vermont",1964,2051,119,200,202,181,205,165,454,518,106,104,430,127,466,267,600,613,793,1328,1072,713,433,400,108,151,616
"G5100030","2016","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100130","2016","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",57353,56382,484,126,162,20,125,406,77,0,119,197,314,118,59,0,166,284,416,4537,8437,20159,10680,5726,2850,920,971,"Arlington County, Virginia",2799,2784,435,153,162,34,95,487,143,201,152,309,304,141,107,201,180,238,355,1020,1233,1939,1517,1232,853,427,423
"G5100150","2016","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Augusta County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100190","2016","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100410","2016","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",29516,28562,48,74,48,156,0,221,118,156,291,416,604,650,701,1239,1924,4566,4245,7769,2247,2546,441,0,102,0,954,"Chesterfield County, Virginia",2268,2242,78,117,80,212,201,209,146,209,340,328,275,344,446,625,802,1097,956,1470,845,810,301,201,119,201,432
"G5100590","2016","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",128909,124963,301,425,333,1218,325,799,401,514,192,496,166,28,292,177,606,2425,1661,7778,28109,47490,17149,9121,4002,955,3946,"Fairfax County, Virginia",4738,4574,209,328,246,481,372,416,333,416,183,265,166,46,232,184,351,811,717,1624,2693,3464,1981,1492,1170,421,920
"G5100610","2016","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100690","2016","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100850","2016","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100870","2016","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",47869,46535,484,153,224,148,142,44,138,122,527,447,628,1645,2049,2308,3314,9135,7211,9518,5259,1428,494,540,205,372,1334,"Henrico County, Virginia",2636,2730,386,160,218,195,165,74,225,159,520,303,478,798,872,1006,915,1714,1474,1434,1541,538,253,446,220,352,692
"G5100950","2016","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101070","2016","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",26025,25141,90,0,0,176,248,0,0,57,125,429,13,354,123,321,180,614,1080,2061,5670,7611,3777,1144,689,379,884,"Loudoun County, Virginia",2669,2651,105,201,201,203,318,201,201,93,210,518,22,347,144,259,163,370,625,938,1284,1391,1209,550,350,258,497
"G5101210","2016","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",16937,16284,0,199,491,202,409,330,711,215,904,904,557,811,827,500,1218,2022,1021,2153,1582,596,632,0,0,0,653,"Montgomery County, Virginia",1545,1504,201,180,453,311,417,282,604,223,614,475,398,581,448,358,645,760,546,791,781,395,408,201,201,201,484
"G5101530","2016","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince William County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101610","2016","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",9127,8897,0,0,0,157,239,90,97,228,537,1005,623,818,278,889,789,879,342,1168,261,358,139,0,0,0,230,"Roanoke County, Virginia",1597,1551,201,201,201,271,275,155,112,191,421,642,506,530,252,509,447,511,226,643,250,408,118,201,201,201,179
"G5101650","2016","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",9812,7813,0,35,0,415,61,586,81,32,133,234,883,736,409,270,845,1141,659,608,148,537,0,0,0,0,1999,"Rockingham County, Virginia",1331,1280,201,58,201,403,101,559,134,56,131,231,538,397,314,219,488,444,419,394,168,491,201,201,201,201,659
"G5101770","2016","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101790","2016","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101990","2016","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5105100","2016","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5105500","2016","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5106500","2016","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",23408,22495,0,214,377,271,377,232,212,378,575,156,843,571,784,1939,1807,3388,4092,3584,1627,528,341,0,40,159,913,"Hampton city, Virginia",1872,1848,201,261,442,376,342,207,222,336,515,156,586,317,506,1102,762,950,1275,956,672,338,272,201,47,126,642
"G5106800","2016","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",14073,13672,637,847,220,102,367,232,286,623,1336,955,1491,479,1531,937,294,1543,638,630,173,0,0,0,310,41,401,"Lynchburg city, Virginia",2036,2002,571,876,248,130,278,341,296,364,681,590,831,349,747,541,234,638,396,426,148,201,201,201,224,70,293
"G5107000","2016","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",34213,33324,414,357,425,758,475,391,219,274,92,498,596,1167,3268,1948,3023,4748,4401,5157,3116,1579,346,72,0,0,889,"Newport News city, Virginia",2174,2182,322,369,385,427,294,317,230,224,163,340,318,471,1408,684,1236,1118,1264,1295,982,573,259,133,201,201,444
