GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUEE001,AFUEE002,AFUEE003,AFUEE004,AFUEE005,AFUEE006,AFUEE007,AFUEE008,AFUEE009,AFUEE010,AFUEE011,AFUEE012,AFUEE013,AFUEE014,AFUEE015,AFUEE016,AFUEE017,AFUEE018,AFUEE019,AFUEE020,AFUEE021,AFUEE022,AFUEE023,AFUEE024,AFUEE025,AFUEE026,AFUEE027,NAME_M,AFUEM001,AFUEM002,AFUEM003,AFUEM004,AFUEM005,AFUEM006,AFUEM007,AFUEM008,AFUEM009,AFUEM010,AFUEM011,AFUEM012,AFUEM013,AFUEM014,AFUEM015,AFUEM016,AFUEM017,AFUEM018,AFUEM019,AFUEM020,AFUEM021,AFUEM022,AFUEM023,AFUEM024,AFUEM025,AFUEM026,AFUEM027
"G5107100","2016","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",51903,50794,1044,795,373,926,794,625,490,160,572,1139,2092,2062,3377,3558,5150,6227,4999,7277,4232,3238,1235,209,187,33,1109,"Norfolk city, Virginia",2579,2584,546,456,292,416,341,462,355,166,355,565,806,735,916,1057,1079,1126,1173,1268,986,817,516,182,138,56,469
"G5107400","2016","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",17149,16445,358,301,209,859,163,231,108,301,311,647,555,628,614,1070,1548,3462,1465,2140,934,283,258,0,0,0,704,"Portsmouth city, Virginia",1545,1564,261,217,147,501,171,269,190,221,338,412,394,314,382,448,595,959,561,742,438,231,307,201,201,201,409
"G5107600","2016","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",53827,52311,1285,327,757,2169,327,1001,379,657,1088,2309,2879,2959,4591,3680,2683,5754,4973,5632,4704,3039,639,127,103,249,1516,"Richmond city, Virginia",2196,2259,538,281,529,645,245,536,315,368,450,847,940,835,1160,921,732,1024,1130,1323,1300,737,466,154,165,309,674
"G5107700","2016","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",19899,19594,1346,317,0,331,193,390,94,1478,1933,1916,2136,1680,1704,1373,950,1862,819,620,222,177,0,53,0,0,305,"Roanoke city, Virginia",1970,1938,1114,261,201,344,189,326,113,613,827,783,927,961,743,672,539,823,543,443,189,273,201,90,201,201,267
"G5108000","2016","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",11262,10672,593,26,136,383,87,116,29,297,30,212,414,493,230,793,645,1012,1505,1265,684,1234,387,101,0,0,590,"Suffolk city, Virginia",1306,1345,383,53,154,316,96,183,52,225,49,260,309,347,180,557,349,433,591,642,383,604,420,123,201,201,354
"G5108100","2016","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",63465,62334,178,798,145,365,48,326,159,221,186,765,469,714,590,2130,1338,6405,8961,15052,9801,10689,1604,858,229,303,1131,"Virginia Beach city, Virginia",3324,3262,179,490,181,449,92,381,186,259,162,570,480,494,370,825,563,1424,1868,1906,1888,1472,587,438,178,294,557
"G5300050","2016","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",21494,20262,0,0,236,476,102,110,422,323,191,546,941,1597,1914,2076,1927,3512,1951,1662,1062,1034,59,0,0,121,1232,"Benton County, Washington",1767,1717,198,198,147,321,119,102,632,288,219,356,579,687,770,853,720,1121,677,692,479,529,102,198,198,101,633
"G5300070","2016","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300090","2016","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",9144,8502,239,98,184,96,178,375,174,375,270,480,216,301,290,200,1109,1365,724,1597,161,34,36,0,0,0,642,"Clallam County, Washington",1068,1177,195,91,234,131,156,268,221,297,235,250,166,177,274,117,490,664,451,597,130,57,59,198,198,198,413
"G5300110","2016","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",54074,52614,130,0,978,259,353,702,454,449,205,1072,959,1783,1249,2383,2580,7447,6594,11222,7106,4805,1006,703,71,104,1460,"Clark County, Washington",3067,3086,128,198,578,188,269,444,396,334,181,525,409,695,527,918,741,1343,1362,1678,1434,1315,402,446,117,171,471
"G5300150","2016","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",12826,12344,30,31,681,0,506,0,38,746,1043,818,1466,803,1561,438,780,1210,345,1136,400,232,0,0,0,80,482,"Cowlitz County, Washington",1412,1388,52,54,511,198,379,198,64,480,458,418,688,484,536,345,349,499,239,723,307,239,198,198,198,65,331
"G5300210","2016","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300250","2016","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",11032,8968,261,216,348,67,240,101,105,880,351,1119,929,291,813,1179,378,683,323,537,95,52,0,0,0,0,2064,"Grant County, Washington",1349,1359,320,277,334,81,226,103,144,633,261,629,546,246,520,669,333,428,232,321,191,86,198,198,198,198,870
"G5300270","2016","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",7751,7329,91,17,138,213,0,29,301,310,468,868,1182,678,486,402,580,655,412,223,67,184,0,0,25,0,422,"Grays Harbor County, Washington",1442,1426,109,27,132,182,198,48,267,292,275,376,572,426,338,353,324,415,420,212,97,144,198,198,46,198,258
"G5300290","2016","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Island County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300330","2016","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",371919,363575,2137,1567,4267,5318,3609,3413,1160,2111,1774,3805,2426,3155,5512,7682,8540,21199,29830,60599,60132,83573,28386,14586,5514,3280,8344,"King County, Washington",7447,7206,760,667,1061,1318,1022,1174,639,1163,931,987,837,1189,1376,1589,1841,2436,3310,3834,4594,5160,3044,2218,1149,820,1635
"G5300350","2016","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",35224,34117,120,152,375,705,193,339,177,1070,461,795,705,1088,719,1742,855,4079,2908,6667,5905,3622,845,485,0,110,1107,"Kitsap County, Washington",2190,2067,140,121,280,478,153,327,169,722,389,531,475,611,370,646,338,1085,868,1463,1216,961,504,413,198,181,606
"G5300410","2016","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",9276,8621,235,0,110,214,309,267,354,113,511,459,388,727,1195,488,963,851,435,504,245,80,48,125,0,0,655,"Lewis County, Washington",1111,1127,306,198,135,219,312,319,344,139,251,250,232,410,517,327,521,405,268,303,200,106,78,213,198,198,336
"G5300530","2016","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",127010,123145,1083,481,843,1026,862,642,366,655,1424,3803,2517,4949,4853,5075,5109,16098,13360,25660,15301,15230,2874,418,448,68,3865,"Pierce County, Washington",4280,4242,619,299,411,387,494,426,264,405,539,1319,739,1055,1301,1189,1267,1933,2302,2680,1620,2047,1068,350,314,112,1010
"G5300570","2016","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",14798,13930,60,109,260,54,54,102,194,669,153,204,250,502,916,692,583,2686,1555,2605,865,1098,117,47,155,0,868,"Skagit County, Washington",1475,1436,43,109,259,41,62,91,192,416,152,239,174,219,513,377,312,733,564,795,351,495,104,56,102,198,450
"G5300610","2016","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",94569,91744,622,808,1625,1515,572,644,79,385,541,732,1001,848,1437,2523,2868,7054,10138,21069,15477,15775,3583,1110,1090,248,2825,"Snohomish County, Washington",4416,4327,421,500,702,588,370,376,94,241,305,406,541,481,575,779,876,1498,1823,2588,2006,1947,964,435,617,221,869
"G5300630","2016","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",73902,71477,370,89,582,1093,576,1092,852,1034,3080,4627,7069,5489,5061,5737,4004,9188,6171,7774,4244,1722,854,508,0,261,2425,"Spokane County, Washington",3417,3276,254,109,488,351,337,461,376,541,822,1150,1435,1301,1221,1100,984,1729,1292,1545,1340,524,471,306,198,199,779
"G5300670","2016","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",39080,37665,38,0,149,675,127,535,96,268,70,740,475,894,1447,2589,1995,5414,3617,7611,5820,3584,783,395,45,298,1415,"Thurston County, Washington",2595,2487,61,198,187,380,162,364,159,327,87,437,540,589,577,908,681,1314,940,1494,1092,1137,522,353,76,380,607
"G5300730","2016","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",34181,32591,51,72,768,1140,131,353,260,507,396,897,568,1818,1983,1622,3392,4101,3655,4076,3121,2578,750,0,0,352,1590,"Whatcom County, Washington",2107,2192,61,119,501,681,161,262,212,426,313,490,423,707,972,614,1140,1040,1085,1037,936,890,499,198,198,547,774
"G5300770","2016","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",30219,27831,170,40,598,299,130,741,615,2468,2531,2008,2849,2685,1546,2167,1128,3043,1735,1585,613,351,460,0,69,0,2388,"Yakima County, Washington",2181,2044,163,69,281,205,127,436,419,813,910,769,852,907,628,678,537,1054,628,785,473,269,500,198,116,198,903
"G5400030","2016","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5400110","2016","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",16139,14765,262,457,313,364,349,437,1064,1081,1192,1701,1517,1526,757,446,656,843,325,609,257,190,0,0,419,0,1374,"Cabell County, West Virginia",1792,1703,188,422,199,345,273,294,493,474,606,845,691,537,475,444,353,582,289,441,357,221,193,193,404,193,602
"G5400330","2016","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",7180,6598,120,198,466,298,156,460,328,802,328,657,185,681,109,732,302,406,113,66,191,0,0,0,0,0,582,"Harrison County, West Virginia",1203,1187,186,215,326,234,160,374,368,458,250,406,157,493,109,536,237,371,141,98,222,193,193,193,193,193,363
"G5400390","2016","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",24705,22749,462,416,1162,1597,285,1012,1077,1527,1349,3573,1654,2709,1494,538,1064,1650,322,558,0,122,178,0,0,0,1956,"Kanawha County, West Virginia",2078,1957,365,291,658,617,259,580,486,625,713,1094,722,766,629,340,594,740,301,306,193,202,247,193,193,193,602
"G5400610","2016","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",16560,15204,0,113,233,164,290,748,265,422,584,1168,1933,1385,1354,870,1040,634,1094,1500,726,612,0,0,69,0,1356,"Monongalia County, West Virginia",1607,1541,193,133,237,173,314,522,209,355,409,529,971,560,512,422,593,417,524,553,418,369,193,193,115,193,477
"G5400810","2016","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",8807,7550,0,160,73,614,324,758,314,131,643,1294,645,604,305,429,293,536,58,369,0,0,0,0,0,0,1257,"Raleigh County, West Virginia",1467,1349,193,165,124,504,306,415,370,130,434,760,374,365,250,336,329,493,104,367,193,193,193,193,193,193,664
"G5401070","2016","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",10842,9914,154,238,140,188,334,345,644,1214,834,1506,1242,414,401,728,181,580,553,122,0,96,0,0,0,0,928,"Wood County, West Virginia",1356,1187,248,203,182,192,264,255,386,633,447,540,540,391,295,472,159,295,505,194,193,126,193,193,193,193,551
"G5500090","2016","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",35879,35304,113,0,303,764,552,888,1129,938,2351,2620,3745,4297,3502,4230,2632,3698,1718,1135,366,149,56,80,38,0,575,"Brown County, Wisconsin",1953,1985,141,147,224,521,315,494,605,431,670,684,1028,1110,939,1207,784,966,598,538,214,173,92,69,63,147,258
"G5500250","2016","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",87530,86741,209,129,168,657,362,893,538,617,661,1995,2721,3062,5331,5052,8344,13343,13064,15496,7419,4081,2232,218,69,80,789,"Dane County, Wisconsin",3364,3391,177,165,154,497,227,517,304,343,359,733,950,849,1308,1202,1707,1669,2125,1844,1255,889,742,163,114,138,363
"G5500270","2016","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",10734,10222,0,210,31,297,364,195,308,492,842,1087,1167,1015,592,742,977,1062,413,428,0,0,0,0,0,0,512,"Dodge County, Wisconsin",1024,1070,147,311,37,328,369,149,194,270,333,446,539,578,287,371,428,416,222,232,147,147,147,147,147,147,220
"G5500350","2016","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",15162,14603,0,0,114,567,232,665,362,605,1038,1433,759,1142,1141,1207,1154,1725,689,1070,376,180,77,0,0,67,559,"Eau Claire County, Wisconsin",1388,1361,147,147,155,266,212,536,417,375,596,630,321,453,607,641,520,716,338,610,346,195,130,147,147,111,359
"G5500390","2016","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",11433,11149,0,50,0,154,204,436,373,689,1010,451,2084,1521,740,376,792,1614,279,237,40,18,0,81,0,0,284,"Fond du Lac County, Wisconsin",1157,1158,147,67,147,134,160,351,269,426,428,279,1009,541,354,201,347,631,230,197,72,33,147,133,147,147,149
"G5500550","2016","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",10804,10233,0,0,21,321,125,347,76,361,182,1373,1070,889,1186,509,1089,910,664,533,446,0,25,106,0,0,571,"Jefferson County, Wisconsin",1079,1042,147,147,35,184,117,234,112,245,170,626,582,380,505,291,546,380,481,298,468,147,42,169,147,147,235
"G5500590","2016","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",24241,23755,0,70,143,394,0,296,646,472,409,1810,2195,1858,2476,2004,1138,3405,2993,2586,738,43,40,0,0,39,486,"Kenosha County, Wisconsin",1658,1634,147,122,227,271,147,281,538,316,294,879,851,652,899,747,562,1033,873,629,507,74,68,147,147,67,317
"G5500630","2016","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",16807,15478,109,0,98,309,198,238,384,372,1002,1020,1326,1634,1667,1554,1103,1535,704,925,329,910,0,0,61,0,1329,"La Crosse County, Wisconsin",1360,1295,132,147,134,221,136,185,322,274,628,436,686,719,651,639,550,686,487,435,230,514,147,147,106,147,493
"G5500710","2016","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",8266,7755,24,0,133,119,124,499,830,793,654,800,1179,702,546,62,148,416,54,151,0,148,248,0,125,0,511,"Manitowoc County, Wisconsin",936,907,41,147,135,107,112,344,466,320,349,354,470,457,357,62,110,342,88,138,147,165,292,147,158,147,198
"G5500730","2016","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",15032,14169,0,35,72,116,204,369,715,1094,1327,1758,1052,1475,1502,1021,669,1175,845,440,300,0,0,0,0,0,863,"Marathon County, Wisconsin",1648,1603,147,41,115,85,178,250,392,531,574,686,423,567,622,496,485,463,463,290,355,147,147,147,147,147,377
"G5500790","2016","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",192850,187611,568,631,2614,4637,2943,2736,3068,5344,5122,11559,12505,19260,18194,15484,17359,23156,13325,15322,7139,4471,1680,160,259,75,5239,"Milwaukee County, Wisconsin",5511,5391,364,270,660,968,866,982,1026,1010,815,1591,1577,2255,2083,1938,2214,2405,1558,1681,1112,903,491,190,367,88,1095
"G5500870","2016","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",21604,20935,93,32,157,417,402,222,751,1465,1773,2007,1925,2240,2148,1742,1178,2066,1192,619,113,232,161,0,0,0,669,"Outagamie County, Wisconsin",1785,1768,149,56,200,280,302,249,381,684,685,689,627,796,760,600,554,722,528,329,143,202,144,147,147,147,225
"G5500890","2016","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ozaukee County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5500970","2016","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",8884,8350,6,22,62,50,16,160,447,595,921,926,1039,885,954,569,770,451,136,25,41,163,27,52,33,0,534,"Portage County, Wisconsin",832,829,11,38,86,65,27,127,393,318,513,400,505,497,389,272,376,300,136,42,71,148,44,66,55,147,299
"G5501010","2016","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",26777,26093,197,95,233,743,126,154,244,1111,634,1648,2780,3626,2851,2512,1614,4036,1262,1698,119,410,0,0,0,0,684,"Racine County, Wisconsin",2264,2218,243,118,206,530,119,145,209,540,361,612,947,1041,1034,1020,706,1216,545,650,137,465,147,147,147,147,361
"G5501050","2016","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",19483,18681,0,143,130,845,179,678,368,776,1343,1758,1959,2235,2227,1517,1398,1599,435,645,197,163,12,0,0,74,802,"Rock County, Wisconsin",1551,1568,147,188,91,572,170,329,268,411,490,535,528,711,706,540,541,490,238,431,209,162,23,147,147,128,333
"G5501090","2016","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",10649,9921,0,17,0,304,122,384,67,98,128,425,500,361,604,939,706,889,845,1878,1388,237,29,0,0,0,728,"St. Croix County, Wisconsin",1209,1131,147,33,147,282,125,308,76,127,114,268,370,249,419,575,305,498,492,642,729,172,37,147,147,147,444
"G5501170","2016","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",14630,13999,404,35,85,432,94,177,708,760,1756,1845,1897,972,1194,791,852,1213,367,196,123,0,71,0,27,0,631,"Sheboygan County, Wisconsin",1525,1548,455,59,102,264,125,145,355,428,787,759,729,490,539,331,347,454,231,159,185,147,112,147,43,147,396
"G5501270","2016","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",13262,12363,0,0,49,103,90,165,681,458,589,333,612,1691,1193,1137,922,1458,898,885,392,427,112,0,168,0,899,"Walworth County, Wisconsin",1212,1193,147,147,82,123,97,146,633,336,430,270,367,759,772,504,423,529,415,416,329,360,169,147,191,147,516
"G5501310","2016","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5501330","2016","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",37399,36257,0,166,494,377,321,429,177,287,188,474,1110,1603,3868,2379,2629,5151,4843,7580,2005,1518,495,163,0,0,1142,"Waukesha County, Wisconsin",2113,2124,147,165,427,213,215,363,169,195,189,321,478,604,938,627,818,1007,991,1012,623,465,231,163,147,147,429
"G5501390","2016","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",24697,24353,82,56,247,445,403,433,1172,1320,2477,1979,3179,1497,3104,1882,1545,1824,638,1285,312,165,67,241,0,0,344,"Winnebago County, Wisconsin",1694,1715,135,92,317,360,265,309,546,538,789,567,757,456,919,703,710,645,444,499,177,149,77,181,147,147,159
"G5501410","2016","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600210","2016","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",12194,11565,215,0,0,66,55,183,125,43,1042,614,376,1011,687,515,474,1713,1015,1377,1478,489,0,0,87,0,629,"Laramie County, Wyoming",1416,1395,211,197,197,114,98,210,155,77,553,357,416,494,535,340,308,717,617,776,809,364,197,197,118,197,414
"G5600250","2016","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",11216,10386,0,115,115,153,0,113,244,29,364,396,722,1380,1825,429,680,455,953,1297,425,691,0,0,0,0,830,"Natrona County, Wyoming",1399,1308,197,191,173,119,197,166,251,50,311,412,459,568,709,361,375,298,532,496,387,535,197,197,197,197,522
"G7200130","2016","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arecibo Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G7200210","2016","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",22086,13130,1852,356,504,445,357,1067,763,1222,1343,1533,966,745,553,514,147,166,379,121,97,0,0,0,0,0,8956,"Bayamón Municipio, Puerto Rico",1816,1484,618,321,327,371,266,500,444,452,531,624,407,412,287,341,136,180,296,191,161,222,222,222,222,222,1299
"G7200250","2016","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",14962,9182,607,291,0,529,641,493,617,1254,469,988,384,642,523,467,218,501,0,398,0,160,0,0,0,0,5780,"Caguas Municipio, Puerto Rico",1696,1321,344,298,222,290,356,356,387,554,373,529,306,439,342,371,265,320,222,364,222,275,222,222,222,222,1122
