GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADC4E001,ADC4E002,ADC4E003,ADC4E004,ADC4E005,ADC4E006,ADC4E007,ADC4E008,ADC4E009,ADC4E010,ADC4E011,ADC4E012,ADC4E013,ADC4E014,ADC4E015,ADC4E016,ADC4E017,ADC4E018,ADC4E019,ADC4E020,ADC4E021,ADC4E022,ADC4E023,ADC4E024,ADC4E025,ADC4E026,ADC4E027,NAME_M,ADC4M001,ADC4M002,ADC4M003,ADC4M004,ADC4M005,ADC4M006,ADC4M007,ADC4M008,ADC4M009,ADC4M010,ADC4M011,ADC4M012,ADC4M013,ADC4M014,ADC4M015,ADC4M016,ADC4M017,ADC4M018,ADC4M019,ADC4M020,ADC4M021,ADC4M022,ADC4M023,ADC4M024,ADC4M025,ADC4M026,ADC4M027
"G4200270","2015","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",22962,22204,0,245,82,50,180,96,859,293,640,1341,1064,1026,1200,1196,1203,2983,1939,3589,1634,1292,888,358,46,0,758,"Centre County, Pennsylvania",2187,2151,168,230,83,66,227,118,522,174,424,615,535,405,488,630,687,874,810,962,928,584,527,342,58,168,285
"G4200290","2015","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",45797,44619,43,11,0,682,155,292,352,597,269,1011,418,854,972,1442,1920,4305,3326,12197,7108,6516,1391,266,189,303,1178,"Chester County, Pennsylvania",2970,2892,73,18,168,460,143,228,306,403,200,589,400,424,425,542,742,940,830,1979,1376,1302,499,168,126,403,499
"G4200330","2015","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",7755,7049,45,193,211,658,312,644,488,769,1145,840,506,222,135,28,130,137,229,97,0,25,97,138,0,0,706,"Clearfield County, Pennsylvania",901,872,33,165,190,298,154,377,247,323,477,394,251,146,158,27,214,134,216,158,168,45,130,210,168,168,228
"G4200370","2015","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",7326,6670,10,27,202,106,93,119,279,607,524,898,774,319,709,462,196,537,287,224,82,0,215,0,0,0,656,"Columbia County, Pennsylvania",972,941,17,24,170,149,102,104,144,332,385,518,443,192,376,316,147,383,314,185,139,168,321,168,168,168,253
"G4200390","2015","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",10206,8806,15,334,321,245,413,554,839,1213,1113,1086,443,529,334,164,356,308,152,153,136,45,53,0,0,0,1400,"Crawford County, Pennsylvania",1276,1290,24,241,268,233,198,256,471,569,406,454,241,302,183,155,290,196,165,174,215,73,88,168,168,168,491
"G4200410","2015","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",28819,27969,112,443,321,241,226,321,426,639,1556,1107,1127,2717,3284,1244,718,4572,2531,3971,799,752,538,248,0,76,850,"Cumberland County, Pennsylvania",1899,1928,131,299,206,230,202,363,369,486,648,497,411,732,845,554,371,1110,807,1064,383,441,456,193,168,123,366
"G4200430","2015","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",41125,39673,843,731,531,978,128,1119,762,1253,890,2587,2232,1827,4026,3638,4405,5170,2152,3623,2144,255,317,62,0,0,1452,"Dauphin County, Pennsylvania",2253,2211,467,408,296,531,141,743,333,554,348,612,738,575,1015,958,1001,1060,572,932,829,186,317,103,168,168,493
"G4200450","2015","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",60565,57951,730,798,630,449,336,370,979,982,783,1442,1558,2909,3705,3469,4263,8735,5907,10037,3992,2777,1197,515,722,666,2614,"Delaware County, Pennsylvania",3347,3114,422,351,410,287,215,201,686,388,388,609,681,945,919,906,940,1406,1041,1742,1006,809,634,321,446,238,905
"G4200490","2015","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",39587,37684,53,415,716,1571,1591,1028,3305,2514,3283,4273,2487,3101,2517,1764,1263,2329,996,2253,1435,465,72,38,69,146,1903,"Erie County, Pennsylvania",2270,2270,64,355,387,781,647,535,922,829,1027,942,777,925,732,701,604,798,560,698,743,273,85,65,116,158,648
"G4200510","2015","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",14026,12662,613,363,257,845,423,885,1250,1565,1259,1270,1075,829,595,348,311,147,238,116,273,0,0,0,0,0,1364,"Fayette County, Pennsylvania",1478,1444,335,337,225,318,373,517,504,467,461,498,422,309,467,355,403,212,222,180,313,168,168,168,168,168,457
"G4200550","2015","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",17066,16260,228,136,526,156,575,393,809,376,1280,1431,1118,1146,999,1345,565,2130,1301,1059,438,108,141,0,0,0,806,"Franklin County, Pennsylvania",1943,1898,288,160,413,181,499,241,459,297,635,555,514,562,558,638,331,764,711,401,419,153,165,168,168,168,357
"G4200630","2015","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",9527,8758,28,75,217,89,256,500,298,479,428,1593,638,761,409,363,907,710,142,472,265,128,0,0,0,0,769,"Indiana County, Pennsylvania",1186,1096,49,90,230,74,236,316,235,239,255,553,306,365,274,235,687,430,199,380,302,125,168,168,168,168,301
"G4200690","2015","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",27585,25595,365,84,279,575,708,783,824,1411,1768,2901,2232,2734,1623,2434,1092,1830,1111,1771,788,238,44,0,0,0,1990,"Lackawanna County, Pennsylvania",2346,2364,300,85,174,305,464,296,348,494,661,1001,745,813,469,908,511,626,577,611,534,216,75,168,168,168,720
"G4200710","2015","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",64479,61985,92,109,427,794,251,587,1119,1872,1801,3308,3883,4062,4421,4760,5052,7282,6711,8071,3428,1753,1294,570,191,147,2494,"Lancaster County, Pennsylvania",3388,3420,122,153,322,570,204,361,478,777,825,921,939,1008,1089,1046,1014,1567,1355,1369,1045,680,509,298,139,125,728
"G4200730","2015","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",9690,8695,381,94,219,658,229,975,438,692,1118,900,775,628,334,237,195,380,366,27,0,0,0,31,18,0,995,"Lawrence County, Pennsylvania",1157,1057,352,146,188,332,158,491,231,377,475,328,367,374,180,232,174,187,209,32,168,168,168,59,31,168,398
"G4200750","2015","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",17129,16384,308,0,205,134,57,531,737,677,891,2085,1561,1750,1163,939,1126,1806,991,630,73,173,383,164,0,0,745,"Lebanon County, Pennsylvania",1587,1622,263,168,219,114,45,388,579,440,526,881,704,683,692,456,471,634,555,411,84,182,316,123,168,168,379
"G4200770","2015","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",47491,45689,683,527,825,1109,629,407,196,688,711,1666,2123,2460,2507,4130,2591,5816,4814,7525,3054,2416,515,297,0,0,1802,"Lehigh County, Pennsylvania",2428,2415,400,362,447,610,325,213,248,273,485,736,614,770,859,1133,858,1083,1142,1241,761,856,357,227,168,168,599
"G4200790","2015","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",41833,37663,403,801,414,1438,948,1953,1472,2717,2456,3962,4197,4031,3025,1919,1546,2294,1112,1953,664,254,0,0,104,0,4170,"Luzerne County, Pennsylvania",2460,2395,308,390,227,458,396,657,603,693,649,911,1182,934,846,654,536,735,487,688,302,206,168,168,177,168,853
"G4200810","2015","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",14113,13052,180,324,210,523,165,133,342,600,821,1947,1338,1557,851,584,1387,704,508,713,112,7,46,0,0,0,1061,"Lycoming County, Pennsylvania",1630,1533,218,341,234,378,198,139,268,350,366,771,560,793,364,322,640,302,472,396,98,11,65,168,168,168,604
"G4200850","2015","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",11563,9965,425,51,116,582,185,545,779,1098,1101,1375,840,491,480,743,448,278,125,166,10,58,0,0,0,69,1598,"Mercer County, Pennsylvania",1023,1094,395,42,112,236,144,336,299,494,475,551,368,271,264,436,368,212,157,161,17,97,168,168,168,107,483
"G4200890","2015","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",12614,11591,0,0,224,473,136,113,414,0,193,574,717,704,998,874,648,1158,1320,2111,454,146,129,0,205,0,1023,"Monroe County, Pennsylvania",1658,1488,168,168,274,469,217,184,318,168,188,412,455,503,640,497,472,645,644,789,379,243,213,168,323,168,662
"G4200910","2015","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",85480,82511,723,416,302,1155,667,913,555,425,554,1524,1604,2099,1626,2664,4125,8678,8172,19819,11523,9509,3386,1177,572,323,2969,"Montgomery County, Pennsylvania",3510,3432,397,264,200,647,417,417,282,221,283,579,574,715,463,745,1068,1452,1253,2147,1733,1391,758,609,320,232,792
"G4200950","2015","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",31700,30245,42,383,400,892,420,307,417,677,695,774,1649,1437,1409,2044,2035,5370,3235,4529,1963,786,353,116,0,312,1455,"Northampton County, Pennsylvania",1995,2006,72,280,234,475,310,308,256,363,469,365,698,598,551,669,849,1158,1126,1081,838,343,214,175,168,183,552
"G4200970","2015","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northumberland County, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201010","2015","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",275397,264489,4874,4042,3777,8220,3508,4317,3656,5716,7551,10732,9602,17657,15939,22222,19199,31981,21898,26592,16263,16528,5601,2842,1153,619,10908,"Philadelphia County, Pennsylvania",5931,6084,1251,997,1025,1388,919,1098,907,1196,1576,1604,1963,2479,2090,2764,2190,2767,2459,2506,2054,1809,996,703,424,409,1731
"G4201070","2015","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",13557,12285,235,346,132,595,542,700,799,1076,1076,2176,1162,759,806,325,518,322,269,240,70,0,0,49,88,0,1272,"Schuylkill County, Pennsylvania",1455,1389,248,404,106,322,408,500,396,349,427,627,462,367,375,197,286,216,289,201,89,168,168,83,102,168,485
"G4201110","2015","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",6459,5627,217,50,141,351,244,796,447,793,460,429,506,316,440,99,44,84,107,34,49,20,0,0,0,0,832,"Somerset County, Pennsylvania",897,824,215,55,85,332,160,386,169,317,203,207,326,247,385,105,74,98,141,41,63,46,168,168,168,168,258
"G4201250","2015","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",20507,18489,490,206,414,639,713,866,976,1350,1505,2108,1377,1856,1366,600,886,908,219,1170,476,46,167,151,0,0,2018,"Washington County, Pennsylvania",1535,1421,365,159,182,386,338,409,328,427,645,579,523,562,575,410,405,380,250,387,420,75,208,178,168,168,582
"G4201290","2015","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",34716,31494,204,503,439,1322,1193,2103,1361,3035,3802,3077,3305,3091,2031,1838,1361,1081,175,661,278,412,0,222,0,0,3222,"Westmoreland County, Pennsylvania",2646,2496,170,327,247,515,415,660,424,902,745,787,1051,911,686,708,642,453,172,393,299,321,168,363,168,168,858
"G4201330","2015","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",43433,41178,262,141,68,1106,879,764,764,1487,1367,2820,2601,3993,3533,2837,3479,6084,3915,3719,994,208,157,0,0,0,2255,"York County, Pennsylvania",2321,2295,230,99,83,533,540,428,393,592,560,830,770,827,921,873,1031,1433,1061,832,547,194,136,168,168,168,830
"G4400030","2015","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",20119,19087,75,52,209,972,435,336,649,610,281,360,230,602,468,1295,375,2810,2991,3421,1686,1134,96,0,0,0,1032,"Kent County, Rhode Island",2278,2208,125,84,216,700,318,248,406,601,321,254,227,450,365,559,298,886,1127,1086,726,499,80,206,206,206,565
"G4400050","2015","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",13591,12745,0,492,387,327,307,1212,0,363,508,234,49,211,250,209,117,1171,796,2190,1625,1554,432,265,46,0,846,"Newport County, Rhode Island",1628,1606,206,460,416,210,275,744,206,388,470,233,85,148,245,186,130,725,399,639,592,622,247,174,76,206,436
"G4400070","2015","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",112188,109328,831,887,1170,6299,3878,3166,2593,2531,1778,3978,2850,5798,6591,8006,8986,17476,9786,14032,4113,3505,544,327,78,125,2860,"Providence County, Rhode Island",3890,3998,414,391,486,1190,968,1023,827,861,561,1076,728,1165,1450,1667,1637,2050,1908,2203,980,1008,381,225,130,168,878
"G4400090","2015","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",14836,13929,0,97,299,283,259,325,423,155,268,170,573,623,226,741,478,1489,1221,2497,1746,1405,100,139,138,274,907,"Washington County, Rhode Island",1699,1685,206,120,275,222,218,321,407,162,292,183,472,599,368,440,405,672,577,960,901,732,123,221,225,410,462
"G4500030","2015","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",18927,17038,76,445,231,472,215,932,1267,1328,1433,1714,1306,2183,701,320,570,1079,435,1213,671,360,0,0,87,0,1889,"Aiken County, South Carolina",2072,1880,123,425,264,343,203,438,813,633,592,884,674,843,444,210,348,585,208,743,576,403,203,203,152,203,795
"G4500070","2015","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",21485,18908,724,944,79,287,1321,508,1440,2093,1237,1562,1387,1652,1361,465,621,1050,1125,657,249,43,103,0,0,0,2577,"Anderson County, South Carolina",2164,1972,562,526,137,274,651,461,700,815,543,683,730,694,755,409,447,479,704,432,197,67,129,203,203,203,1142
"G4500130","2015","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",20315,19635,241,392,141,123,306,0,64,502,233,536,357,224,718,1521,1283,3265,2632,2176,2474,1311,775,207,0,154,680,"Beaufort County, South Carolina",2407,2396,324,507,167,159,281,203,75,457,169,413,379,160,534,920,706,1232,1063,745,906,514,365,225,203,246,367
"G4500150","2015","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",21731,19920,223,587,60,129,216,185,0,771,506,630,706,2079,1353,1520,403,2441,1538,2675,1967,1348,221,362,0,0,1811,"Berkeley County, South Carolina",2046,1972,208,490,97,115,224,137,203,483,459,461,447,656,536,815,339,1001,619,689,742,632,249,383,203,203,641
"G4500190","2015","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",57764,54633,1111,1000,578,596,1051,1317,352,647,1159,1753,1608,2319,2717,3882,3496,5965,3034,9364,5200,4260,1668,506,701,349,3131,"Charleston County, South Carolina",3246,3181,598,474,320,314,651,750,285,344,554,582,624,636,824,1042,1069,1237,1030,1772,1105,1003,624,282,379,364,786
"G4500310","2015","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",10060,8330,537,463,0,228,802,457,935,1317,626,966,252,701,94,90,38,388,145,0,121,0,0,0,170,0,1730,"Darlington County, South Carolina",1544,1469,455,410,203,181,610,425,458,705,406,467,204,417,153,106,83,478,148,203,96,203,203,203,238,203,785
"G4500350","2015","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",15072,13711,248,300,137,36,328,712,260,162,554,1072,761,533,659,340,423,2503,671,2227,1318,332,34,0,101,0,1361,"Dorchester County, South Carolina",1591,1706,302,316,176,68,416,590,387,185,451,509,544,356,491,227,314,1073,399,840,727,218,55,203,129,203,548
"G4500410","2015","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",17623,15602,205,154,101,498,345,924,1057,1976,1930,977,1859,1307,813,1066,873,531,548,171,211,28,28,0,0,0,2021,"Florence County, South Carolina",1732,1553,273,154,132,347,249,480,571,760,736,437,682,633,451,538,533,358,338,294,254,50,46,203,203,203,683
"G4500450","2015","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",64510,61077,759,642,1248,1985,756,2294,1900,3576,4638,4481,3190,4572,4560,4338,2952,5352,4453,5097,1909,1570,584,73,0,148,3433,"Greenville County, South Carolina",3147,3085,544,355,618,863,483,762,891,990,1179,1176,958,1086,1232,1225,943,1405,1263,1444,743,626,464,120,203,167,855
"G4500470","2015","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",8108,7519,62,403,86,384,172,226,276,926,1106,703,465,497,662,454,0,480,263,0,0,0,149,0,205,0,589,"Greenwood County, South Carolina",1280,1315,73,387,104,404,188,232,212,452,553,412,339,284,424,401,203,386,252,203,203,203,147,203,291,203,337
"G4500510","2015","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",40039,37344,0,336,229,393,231,253,332,1262,916,3366,2434,3113,2271,4156,3092,5582,2863,3735,1263,1168,133,160,0,56,2695,"Horry County, South Carolina",2450,2347,203,340,271,308,291,232,199,589,448,1000,774,1010,838,1349,1048,1143,1115,1078,596,528,179,254,203,93,766
"G4500570","2015","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500590","2015","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500630","2015","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",29302,26690,176,176,406,112,145,463,514,2204,3180,1978,1479,2172,2121,1388,1581,3061,1449,1771,749,1097,239,85,0,144,2612,"Lexington County, South Carolina",2365,2371,222,231,352,145,145,307,387,888,910,677,546,794,793,622,691,917,569,735,474,641,189,74,203,118,806
"G4500730","2015","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500750","2015","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500770","2015","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",16762,15180,0,245,213,539,305,535,1238,1557,1717,1140,1962,601,1216,80,671,615,100,733,744,471,374,0,73,51,1582,"Pickens County, South Carolina",1750,1782,203,270,202,415,387,481,621,729,694,606,762,270,595,135,525,461,119,423,494,461,310,203,123,85,649
"G4500790","2015","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",61416,59334,613,1029,544,1327,731,695,1001,1780,3199,3798,4613,5656,5661,3639,4902,6906,3205,5631,1971,1776,429,0,228,0,2082,"Richland County, South Carolina",3647,3549,269,440,302,537,606,426,526,658,941,962,1141,1232,1084,833,1308,1335,767,1538,761,595,289,203,317,203,658
"G4500830","2015","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",35278,31834,388,422,628,1182,459,1520,1463,2925,2468,5613,1802,2606,2434,1390,2238,1528,720,1002,264,490,145,147,0,0,3444,"Spartanburg County, South Carolina",2742,2366,247,285,409,512,285,751,670,892,818,1547,581,792,751,617,827,633,513,517,244,280,152,210,203,203,1046
"G4500850","2015","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",14798,13420,118,172,150,365,201,491,1143,2086,185,2070,847,1134,670,1066,296,531,850,118,157,438,176,44,0,112,1378,"Sumter County, South Carolina",1590,1631,142,169,184,361,155,290,568,893,137,921,541,698,503,643,260,396,578,126,234,346,213,70,203,146,584
"G4500910","2015","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",27380,26365,200,449,120,658,715,748,460,367,671,2549,2556,2850,1656,1525,2364,2730,1700,1817,855,739,86,81,401,68,1015,"York County, South Carolina",2159,2133,273,303,170,372,557,428,304,361,538,864,882,989,728,761,986,708,729,822,641,421,102,93,468,110,468
"G4600990","2015","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",26389,25276,48,466,248,719,306,429,310,589,904,2323,2466,2182,4100,2573,2183,1454,1360,1348,614,319,0,292,43,0,1113,"Minnehaha County, South Dakota",1893,1857,65,497,197,433,358,286,242,331,452,731,844,756,930,1034,755,621,571,588,346,221,151,253,71,151,590
"G4601030","2015","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",13125,12718,178,34,0,465,319,354,649,243,1181,591,187,970,923,904,437,2309,1398,1147,279,150,0,0,0,0,407,"Pennington County, South Dakota",1364,1379,212,41,151,333,283,251,500,150,543,423,160,488,539,593,303,948,649,568,289,162,151,151,151,151,281
"G4700010","2015","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",10687,9907,431,480,94,441,242,355,1040,630,1159,901,555,972,588,211,951,214,510,73,0,0,60,0,0,0,780,"Anderson County, Tennessee",1342,1347,318,402,94,408,218,276,720,426,611,445,384,434,575,282,682,159,310,127,200,200,103,200,200,200,439
"G4700090","2015","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",13026,11687,0,164,118,449,156,608,693,1961,1029,901,663,683,536,575,789,1158,370,645,47,95,47,0,0,0,1339,"Blount County, Tennessee",1685,1523,200,247,181,316,146,432,495,951,564,513,363,509,307,286,514,636,244,348,78,114,76,200,200,200,508
"G4700110","2015","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",15444,14142,294,142,360,218,455,617,629,1998,1647,1460,372,1967,620,502,935,732,217,398,0,0,0,167,412,0,1302,"Bradley County, Tennessee",1896,1888,330,228,388,162,357,541,488,852,737,617,323,750,318,384,590,436,210,282,200,200,200,272,408,200,469
"G4700370","2015","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",125139,122195,2343,1993,850,3329,1866,2035,1590,2003,2593,4083,7484,6821,8996,8933,7239,16285,12637,15412,6158,6407,1976,613,402,147,2944,"Davidson County, Tennessee",4463,4250,833,867,413,1031,768,949,673,691,835,1064,1530,1363,1609,1676,1494,2044,2492,2295,1578,1594,701,422,287,145,741
"G4700590","2015","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4700650","2015","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",50561,47090,1326,0,589,681,722,2232,1820,2701,4614,4039,3111,4663,3157,2887,2484,3985,2958,2899,658,1020,141,318,16,69,3471,"Hamilton County, Tennessee",2825,2907,543,200,424,296,381,760,791,781,1162,1176,962,1171,930,905,894,1073,888,835,323,382,111,231,27,111,918
"G4700930","2015","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",65170,60338,1753,1347,1158,1634,1050,1689,1744,2508,2318,4299,5216,4156,5917,4508,2734,6242,3893,4144,1595,1547,327,103,265,191,4832,"Knox County, Tennessee",2628,2567,908,670,576,630,473,687,665,766,723,1065,1093,1060,1190,1276,834,1218,933,1108,718,560,241,118,251,186,887
"G4701130","2015","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",13651,12830,330,191,579,266,439,247,168,245,901,1125,1543,1022,1276,1211,580,775,890,808,0,196,38,0,0,0,821,"Madison County, Tennessee",1459,1443,277,291,420,204,282,192,171,163,412,631,758,553,783,601,404,381,645,715,200,258,64,200,200,200,458
"G4701190","2015","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maury County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701250","2015","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",30423,29411,105,228,311,166,668,638,661,1164,1026,1870,2766,2189,1634,2494,1697,2265,2669,3415,1829,1525,91,0,0,0,1012,"Montgomery County, Tennessee",2373,2217,146,233,234,167,402,447,435,595,543,643,981,826,617,1038,796,783,1014,890,817,722,87,200,200,200,716
