GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAS5E001,AAS5E002,AAS5E003,AAS5E004,AAS5E005,AAS5E006,AAS5E007,AAS5E008,AAS5E009,AAS5E010,AAS5E011,AAS5E012,AAS5E013,AAS5E014,AAS5E015,AAS5E016,AAS5E017,NAME_M,AAS5M001,AAS5M002,AAS5M003,AAS5M004,AAS5M005,AAS5M006,AAS5M007,AAS5M008,AAS5M009,AAS5M010,AAS5M011,AAS5M012,AAS5M013,AAS5M014,AAS5M015,AAS5M016,AAS5M017
"G41034100","2014","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",37134,1659,1402,983,1442,1635,1420,1695,1630,1341,2737,5168,6234,5271,1966,1785,766,"Hillsboro city, Oregon",1629,730,723,504,597,650,681,630,723,545,749,987,1303,1306,671,538,309
"G41047000","2014","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",30122,2162,1925,1299,1838,2518,1522,2298,2192,1047,2308,3154,3313,2073,1045,1102,326,"Medford city, Oregon",1694,652,563,525,614,805,570,742,771,414,725,754,776,653,501,613,225
"G41059000","2014","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",257267,22466,13568,14869,11630,11784,12207,11714,11414,9854,18652,25238,30578,23738,11041,12583,15931,"Portland city, Oregon",3136,2690,2010,2063,1505,1644,1727,1913,1678,1605,1853,2595,2318,2465,1349,1388,1508
"G41064900","2014","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",58793,3738,2862,3890,2902,3777,3128,2924,3941,2835,5897,6716,7353,4093,2112,1419,1206,"Salem city, Oregon",2212,847,881,1170,916,985,751,845,1132,723,1237,1267,1480,803,614,577,479
"G42002000","2014","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",40275,4638,3646,3017,2166,2719,2190,1844,1970,1802,4326,4008,3726,1811,982,785,645,"Allentown city, Pennsylvania",1748,1002,936,796,572,763,736,634,622,628,981,708,741,679,450,375,371
"G42006088","2014","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",30474,2392,2103,1906,1991,1869,1326,667,1815,1142,2188,3727,3444,2596,1265,900,1143,"Bethlehem city, Pennsylvania",1526,693,766,556,664,785,402,405,741,455,646,904,962,791,537,398,425
"G42024000","2014","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",40433,5013,2871,3673,3393,3769,2418,3009,2308,1516,2898,3411,2662,1805,540,794,353,"Erie city, Pennsylvania",1457,917,869,1055,812,896,716,744,571,467,805,732,624,647,286,451,213
"G42060000","2014","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",577862,80041,46345,38683,33789,30856,36259,27826,29980,24238,43769,47291,53283,32111,17675,19296,16420,"Philadelphia city, Pennsylvania",5809,4515,3548,3191,3468,3071,2954,2639,2804,2776,3464,4103,3720,2849,2171,2151,1883
"G42061000","2014","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",131112,17788,8853,9649,7541,8201,6706,5585,5075,5975,9108,12444,12932,8575,4203,3928,4549,"Pittsburgh city, Pennsylvania",3346,1647,1224,1298,1228,1337,1131,1022,843,1115,1178,1547,1434,1298,891,767,774
"G42063624","2014","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",29942,5341,3327,2521,1961,2785,2171,1883,1258,1313,1874,1804,1822,1233,305,201,143,"Reading city, Pennsylvania",1687,1277,1000,713,625,731,707,568,512,648,536,547,524,582,210,144,193
"G42069000","2014","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",27886,3142,3010,1859,1744,1615,2119,1644,810,1261,1822,2693,2932,1785,749,336,365,"Scranton city, Pennsylvania",1350,673,727,495,468,506,612,575,324,371,517,577,732,525,322,203,194
"G44019180","2014","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",31653,2291,1389,1106,2009,1640,1238,1686,2394,1378,2555,2872,4328,1871,1919,1713,1264,"Cranston city, Rhode Island",1719,842,658,515,787,525,550,775,1003,512,748,782,914,596,662,458,490
"G44054640","2014","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",26336,2206,2534,2163,2106,1138,1350,1142,1661,1634,2455,2454,2563,1269,977,469,215,"Pawtucket city, Rhode Island",1165,695,710,629,634,503,444,448,496,530,645,633,576,545,424,254,164
"G44059000","2014","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",62020,10285,4710,3450,3704,3743,2457,4087,2567,1875,5074,4848,5618,3066,1911,1610,3015,"Providence city, Rhode Island",2172,1738,1134,893,1082,1048,791,1133,799,612,1058,1165,1059,875,605,466,740
"G44074300","2014","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",33887,1770,1142,1637,1886,702,1750,1412,1620,971,2852,3597,4828,4520,1757,1648,1795,"Warwick city, Rhode Island",1098,738,462,603,740,310,601,545,550,390,822,994,925,828,599,446,550
"G45013330","2014","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",54144,4615,2434,2530,2974,1893,2662,2622,2631,2412,3376,5528,6409,4392,2827,3504,3335,"Charleston city, South Carolina",2214,1031,889,720,866,604,806,808,839,757,905,1053,1315,1062,700,928,732
"G45016000","2014","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",45297,6056,3495,2509,3631,2473,2608,1701,1921,1748,3833,4286,3699,2382,1476,1685,1794,"Columbia city, South Carolina",2669,1036,862,690,971,775,800,517,582,596,972,1067,888,666,510,554,562
"G45048535","2014","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",31215,1270,431,715,1031,433,2004,1270,737,740,1725,3524,3990,3602,2148,2516,5079,"Mount Pleasant town, South Carolina",1746,728,396,396,627,368,823,620,576,488,862,1089,1136,1249,968,1084,1327
"G45050875","2014","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",40977,3509,3053,3778,2977,2740,2496,2671,2134,1456,3112,5044,3444,2719,704,842,298,"North Charleston city, South Carolina",2001,1162,900,770,933,764,808,840,651,675,818,1074,884,746,292,417,241
"G45061405","2014","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",26841,2074,2344,1858,1988,2333,1397,1744,1816,1200,2061,1767,2687,1346,775,1092,359,"Rock Hill city, South Carolina",1364,801,822,934,682,693,560,593,573,585,728,593,710,529,377,580,193
"G46052980","2014","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",28494,2129,1319,2217,1753,1848,1606,2616,1050,1752,2416,2623,3051,1737,831,594,952,"Rapid City city, South Dakota",1274,720,460,809,560,653,554,813,444,607,783,769,791,611,298,287,474
"G46059020","2014","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",67005,4089,3724,2702,3255,4328,3748,3354,3303,2584,5509,7821,8608,6180,2770,2655,2375,"Sioux Falls city, South Dakota",1532,959,870,780,789,1198,1033,878,740,851,1018,1357,1192,1265,776,784,649
"G47014000","2014","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",70382,7754,6232,4398,3993,3432,3589,4115,3935,2863,6639,7027,6225,3900,2554,1841,1885,"Chattanooga city, Tennessee",2292,1450,1359,1354,971,907,1019,1073,987,736,1346,1171,1076,914,815,597,696
"G47015160","2014","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",51617,4155,2091,2616,3089,2652,3004,4009,2954,1870,6058,6687,6209,2849,1464,1426,484,"Clarksville city, Tennessee",1637,953,651,839,862,975,929,1089,995,553,1372,1148,1379,888,574,646,366
"G47027740","2014","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",25725,790,181,920,763,326,982,908,921,1600,1818,2287,3617,3364,1446,2673,3129,"Franklin city, Tennessee",1153,474,160,622,439,244,576,397,479,758,734,714,791,714,494,871,779
"G47037640","2014","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",25948,3574,2541,1639,997,1332,1469,1594,1466,740,2304,2157,2601,1672,601,718,543,"Jackson city, Tennessee",1112,989,805,604,437,488,642,577,736,349,747,725,668,703,295,328,330
"G47038320","2014","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",28059,3833,1962,2479,1934,1191,2287,1244,1615,1020,1633,2608,2034,1618,541,834,1226,"Johnson City city, Tennessee",1600,991,661,921,760,505,797,581,763,461,576,764,762,630,409,538,481
"G47040000","2014","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",77502,11342,7904,6719,5618,6177,3805,4388,4406,2799,5432,5657,4849,3320,1718,1659,1709,"Knoxville city, Tennessee",2469,1441,1314,1118,1160,1212,750,965,1078,609,1021,992,864,777,517,521,480
"G47048000","2014","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",250553,32397,19979,21114,19844,16633,16090,12973,12600,10189,18133,20948,19061,12486,5750,5838,6518,"Memphis city, Tennessee",3753,2712,2244,2067,2499,1947,1872,1857,2005,1591,1756,2253,1930,1748,1052,1182,1075
"G47051560","2014","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",46058,3956,2375,1720,2766,2790,2544,2391,2283,2345,4585,4277,4846,3578,1995,2589,1018,"Murfreesboro city, Tennessee",2124,1032,912,612,1233,1218,911,724,893,896,1098,936,1041,1026,875,786,538
"G47052006","2014","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",258263,20284,15762,14025,16501,14430,14275,14179,14096,11578,21522,24676,28730,17831,10232,10789,9353,"Nashville-Davidson metropolitan government (balance), Tennessee",3494,2316,2164,1798,2251,2075,1817,2135,2017,1569,2347,2453,2578,1867,1416,1703,1459
"G48001000","2014","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",41710,2362,3000,3183,1907,2542,3401,2815,2530,2136,3491,4517,4512,2154,1374,921,865,"Abilene city, Texas",1745,697,904,912,601,661,806,859,710,686,797,925,984,562,564,362,341
"G48001924","2014","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",30341,274,502,377,536,408,322,613,1077,886,1799,3435,3734,4729,3063,3903,4683,"Allen city, Texas",1521,275,428,444,347,371,233,534,593,670,901,1096,1106,1216,891,952,1218
"G48003000","2014","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",74709,5213,4175,3791,4315,4729,5181,3120,3799,3029,6095,6849,9068,6913,3673,2823,1936,"Amarillo city, Texas",1755,1002,993,1002,915,1057,975,854,803,858,1136,1216,1413,1144,971,878,590
"G48004000","2014","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",135093,9422,7292,8698,6670,7096,5834,5606,6498,6340,13376,13319,15596,11995,6901,5795,4655,"Arlington city, Texas",3965,1745,1469,1737,1338,1511,1111,1092,1416,1396,1986,1892,2163,1654,1350,1200,816
"G48004462","2014","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",22899,802,62,568,487,363,860,399,448,655,2499,1929,3794,2789,2280,3186,1778,"Atascocita CDP, Texas",2191,639,101,404,414,376,554,259,390,374,1031,659,1110,1069,880,986,671
"G48005000","2014","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",360996,25899,14952,13857,20171,14016,15170,18277,16871,14164,30536,35548,46045,33892,14491,21618,25489,"Austin city, Texas",4783,2565,2236,2165,2258,2088,1992,2190,2041,2278,2682,3082,3782,2807,2040,2091,2209
"G48006128","2014","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",27073,3305,1724,1917,982,1325,1157,1478,838,1122,1903,2294,3755,2360,769,1068,1076,"Baytown city, Texas",1795,1073,676,855,460,676,456,753,442,545,681,783,1016,897,476,481,617
"G48007000","2014","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",45669,6613,3597,2988,2253,2188,2706,2409,2703,1535,3953,4004,3196,3005,1468,2023,1028,"Beaumont city, Texas",1991,1290,1023,1076,713,751,906,725,867,579,856,1078,965,696,549,654,599
"G48010768","2014","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",50340,8960,3958,4162,4302,2281,2700,2634,2514,2279,3697,3803,3006,3424,1399,898,323,"Brownsville city, Texas",1855,1338,876,1001,1056,759,895,727,829,796,866,1071,850,1190,628,380,265
"G48010912","2014","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",29718,3220,1917,853,1714,1693,1749,2312,1636,1646,2422,3797,2488,2236,612,741,682,"Bryan city, Texas",1785,964,826,387,795,707,720,776,824,770,692,1047,829,891,333,442,511
"G48013024","2014","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",45936,1473,1060,2122,1334,2549,2393,2064,1307,2034,3201,5097,5940,4609,3048,4062,3643,"Carrollton city, Texas",1836,581,531,651,506,811,808,593,555,784,802,951,985,987,777,1049,899
"G48015976","2014","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",38725,6004,3949,2795,2070,1865,2173,2114,1710,866,2748,2668,4664,1752,781,1073,1493,"College Station city, Texas",1766,1292,1112,979,729,781,759,781,798,361,1034,754,966,522,365,480,493
"G48016432","2014","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",23105,954,955,914,1590,2081,1449,1814,1329,995,1702,1445,3121,2022,864,372,1498,"Conroe city, Texas",2238,479,473,598,773,1004,702,859,733,529,857,675,857,877,713,278,616
"G48017000","2014","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",117685,9085,5748,5668,7590,6225,5672,5720,6074,4661,9535,13209,13651,10283,5988,4860,3716,"Corpus Christi city, Texas",2279,1696,1033,1398,1328,1273,1247,1175,1346,1120,1669,1946,2010,1469,1331,1049,837
"G48019000","2014","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",484335,47261,31268,29526,31067,28521,31208,27128,23807,19124,36047,42438,46123,25618,14855,20156,30188,"Dallas city, Texas",6075,3067,2358,3048,2670,2572,2534,3051,2699,2333,2723,3183,3225,2175,1844,2232,2503
"G48019972","2014","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",46295,4938,3190,3586,2256,2552,2432,1304,1842,1480,3023,5898,5499,3287,1914,1547,1547,"Denton city, Texas",2105,1515,849,1074,704,977,987,497,649,602,914,1250,1206,945,699,563,588
"G48022660","2014","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",23471,3108,2099,1288,907,521,1999,898,1331,1032,1520,1742,2461,2189,1321,686,369,"Edinburg city, Texas",1700,1136,822,743,526,344,860,478,721,565,748,721,1039,825,816,492,406
"G48024000","2014","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",218127,22944,14087,15762,13788,13592,13468,12168,10998,11449,16687,20338,21488,12509,6888,6788,5173,"El Paso city, Texas",3208,2461,1929,2227,2012,2175,1812,1939,1859,1854,2405,2504,1959,1773,1249,1147,1238
"G48026232","2014","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",21963,0,275,276,405,317,467,383,385,426,771,1533,2823,2831,3607,3313,4151,"Flower Mound town, Texas",852,211,178,182,329,291,261,242,241,256,369,411,711,585,864,776,722
"G48027000","2014","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",281924,23539,15881,14182,14593,12739,14666,13938,13325,10088,24635,29420,35760,22008,14137,12377,10636,"Fort Worth city, Texas",4487,2759,2527,2213,1956,2045,1890,2182,1902,1800,2742,2723,3251,2274,2036,1917,1753
"G48027684","2014","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",47880,416,658,521,742,842,819,1741,1495,712,2265,3196,5108,7445,5928,7201,8791,"Frisco city, Texas",1220,245,522,306,358,442,386,636,623,308,654,821,1136,1266,987,965,1239
"G48029000","2014","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",75775,3876,3442,3227,4531,3977,4448,4566,3153,3267,9391,8662,11052,5105,2815,2336,1927,"Garland city, Texas",2182,1022,882,993,1204,920,1125,1355,790,961,1406,1685,1819,992,854,683,562
"G48030464","2014","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",58703,3007,2218,2398,3175,3689,3088,2913,1975,2160,5396,6904,8307,5454,3026,3642,1351,"Grand Prairie city, Texas",2092,722,891,879,1142,1000,835,1091,743,897,1124,1214,1445,1109,860,998,583
"G48032372","2014","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",20831,3569,2508,822,1880,1099,678,884,1156,1029,1203,1526,1682,1139,651,833,172,"Harlingen city, Texas",1462,937,865,402,628,507,360,390,524,424,529,673,540,517,330,393,133
"G48035000","2014","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",834204,68972,52189,54023,59860,47651,48314,42373,40202,32977,62432,71919,77205,54713,28695,37485,55194,"Houston city, Texas",9001,4714,4066,3585,3734,4070,4131,3702,3411,2408,3765,4242,4510,4419,2374,3484,3437
"G48037000","2014","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",84734,4493,4174,4575,5076,4643,5644,5167,6426,3289,7325,8494,9741,5941,3225,3043,3478,"Irving city, Texas",2759,1179,1036,1230,1156,1067,1245,1175,1403,825,1387,1437,1541,1009,730,650,795
"G48039148","2014","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",48652,1653,2602,2691,2690,2818,2172,3055,2693,2631,5958,6298,7048,2799,1361,1149,1034,"Killeen city, Texas",2048,566,853,1028,927,879,770,1045,1158,916,1546,1296,1629,811,733,519,459
"G48041464","2014","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",66985,9549,4939,4935,4002,3348,3532,3552,2959,2698,5284,6346,6232,4064,2976,1133,1436,"Laredo city, Texas",1069,1546,967,1224,957,821,769,809,871,725,1003,1108,1127,903,905,537,449
"G48041980","2014","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",32128,444,158,367,2393,353,877,1390,480,629,2029,3004,4299,3807,4548,4290,3060,"League City city, Texas",1859,360,191,287,1204,285,492,710,344,402,843,1085,1426,1358,1525,1251,1106
"G48042508","2014","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",39017,1431,1291,1867,1692,2026,2290,2494,1867,2706,3618,5533,3628,3800,1626,1611,1537,"Lewisville city, Texas",1563,617,646,584,610,742,829,762,854,790,1052,1139,891,903,586,470,741
"G48043888","2014","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",31082,2625,2095,2138,2769,1480,1368,1253,963,1681,2296,3091,3131,3157,1043,1093,899,"Longview city, Texas",1502,726,682,794,1022,661,608,414,485,710,746,848,826,800,539,531,432
"G48045000","2014","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",94682,9476,5359,5383,5942,5448,6249,5434,4926,5869,8153,9114,9248,5273,2349,3166,3293,"Lubbock city, Texas",1981,1599,1087,1176,1235,1167,1232,1305,1483,1344,1258,1548,1439,1145,732,880,627
"G48045384","2014","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",41458,4526,3386,3221,2279,1783,1756,1036,1202,1915,3815,3859,5464,2611,1535,1588,1482,"McAllen city, Texas",1726,1053,970,1149,906,795,769,680,497,685,1063,999,1112,793,606,656,621
"G48045744","2014","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",53943,1378,950,1612,1732,992,1668,1791,1774,2786,4531,6152,7540,6660,4780,5152,4445,"McKinney city, Texas",2114,724,516,721,717,595,721,822,733,997,1090,1375,1292,1183,1077,1135,944
"G48047892","2014","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",47715,1418,1932,2386,3005,2271,2859,3688,2989,2089,4542,6597,5594,4126,1242,2395,582,"Mesquite city, Texas",2313,537,745,822,1078,746,1019,1163,865,759,1029,1461,1259,1175,517,878,345
"G48048072","2014","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",43086,925,1199,1617,2173,1630,1756,1666,1743,1480,2310,3723,6483,5051,3525,4014,3791,"Midland city, Texas",1561,529,592,678,885,740,721,805,606,653,705,977,1330,1207,1275,1030,1014
"G48048768","2014","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",22849,2884,1953,970,1381,905,1230,630,1558,1086,1681,2758,2566,1286,1250,422,289,"Mission city, Texas",1642,777,806,526,659,526,804,375,974,645,749,953,1018,793,700,422,273
"G48048804","2014","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",23115,682,223,359,367,249,1074,1048,350,931,1845,2337,3635,2962,2324,2456,2273,"Missouri City city, Texas",1880,547,268,306,282,246,523,759,284,577,932,865,1031,935,846,908,770
"G48050820","2014","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",21463,410,1286,763,501,830,900,1048,1038,1489,2064,2397,3981,1877,762,1393,724,"New Braunfels city, Texas",1688,256,546,343,244,395,374,471,382,706,819,796,904,655,331,661,330
"G48052356","2014","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",24849,555,793,637,1146,707,1202,2073,1050,948,2491,2497,3649,2839,1511,1662,1089,"North Richland Hills city, Texas",1524,294,562,334,582,410,507,721,622,532,871,706,888,739,525,580,455
"G48053388","2014","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",40556,1729,1793,2023,2416,1975,852,2061,2135,1837,2838,3574,5450,4451,2614,1743,3065,"Odessa city, Texas",1922,681,663,705,915,718,460,721,752,845,909,1070,1365,1157,843,731,988
"G48056000","2014","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",49719,2949,2074,2872,3367,3574,3184,3280,2188,1717,2668,6065,6464,4154,1877,1712,1574,"Pasadena city, Texas",2011,847,713,872,1002,1099,948,1020,705,725,874,1209,1254,1087,645,572,638
"G48056348","2014","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",35128,755,1006,514,544,386,572,1153,617,875,1925,2872,5858,5017,4533,4036,4465,"Pearland city, Texas",1734,602,584,450,333,333,494,714,466,562,795,1050,1539,1145,1656,1405,1321
"G48057200","2014","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",20333,3806,700,2341,920,724,741,1728,801,1514,1814,1655,2051,1054,296,104,84,"Pharr city, Texas",1418,1212,408,976,455,516,538,899,476,902,929,684,909,566,220,169,139
"G48058016","2014","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",104535,4063,2780,3305,2038,2882,3814,3253,3828,4164,8251,9628,12376,12780,7582,10869,12922,"Plano city, Texas",2898,1203,1031,828,779,946,760,998,1210,1249,1807,1361,1497,1599,1213,1528,1445
"G48061796","2014","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",43569,1943,530,1963,1274,2226,2017,1846,1569,2244,2885,4100,5068,5906,2994,3410,3594,"Richardson city, Texas",2060,758,385,763,633,964,672,731,623,686,772,1169,1128,1240,987,877,952
"G48063500","2014","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",36034,1685,630,1230,1481,1143,1750,1493,994,1154,2541,4142,5906,4894,2300,2311,2380,"Round Rock city, Texas",1577,698,397,738,759,500,724,705,443,583,841,1110,1095,1104,696,609,715
"G48064472","2014","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",36051,2833,3044,2107,2382,1951,2520,2264,2147,1231,2756,3405,4098,1482,1315,852,1664,"San Angelo city, Texas",1660,1027,875,659,563,870,879,866,1053,708,800,920,919,669,571,446,799
