GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AC2YE001,AC2YE002,AC2YE003,AC2YE004,AC2YE005,AC2YE006,AC2YE007,AC2YE008,AC2YE009,AC2YE010,AC2YE011,AC2YE012,AC2YE013,AC2YE014,AC2YE015,AC2YE016,AC2YE017,NAME_M,AC2YM001,AC2YM002,AC2YM003,AC2YM004,AC2YM005,AC2YM006,AC2YM007,AC2YM008,AC2YM009,AC2YM010,AC2YM011,AC2YM012,AC2YM013,AC2YM014,AC2YM015,AC2YM016,AC2YM017
"G41023850","2015","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",67091,8243,4409,4975,3541,2468,4056,2535,2901,2651,5032,6841,6945,4322,2956,2602,2614,"Eugene city, Oregon",2309,1475,1215,1246,733,897,813,669,818,741,1155,1193,935,1040,733,561,635
"G41031250","2015","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",40733,2059,2514,2616,2757,3510,2118,1671,2491,2314,3480,3468,4996,2794,1847,1442,656,"Gresham city, Oregon",2061,586,751,990,958,873,697,705,915,694,1175,835,1173,745,610,507,315
"G41034100","2015","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",37588,1095,826,1604,1579,1991,1299,855,1017,1119,3000,4867,6560,4526,2634,2689,1927,"Hillsboro city, Oregon",1938,523,469,595,694,761,527,424,458,458,907,1085,1406,990,757,658,631
"G41047000","2015","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",29396,2732,1577,2385,2208,1503,1767,2178,1376,1330,2890,2248,3073,1489,1360,932,348,"Medford city, Oregon",1716,857,643,642,742,515,569,709,644,556,841,573,818,521,522,523,220
"G41059000","2015","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",253820,20736,10950,10474,10781,11829,11301,10163,10465,8478,19164,26640,33831,22419,14196,14381,18012,"Portland city, Oregon",3719,2054,1756,1526,1457,1765,1567,1393,1526,1530,2090,2309,2444,2390,1443,1461,1921
"G41064900","2015","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",58456,4001,3991,3284,2336,3558,3765,3230,2917,2589,4471,5553,7445,4376,2598,2288,2054,"Salem city, Oregon",2347,913,1107,983,651,1245,814,885,931,801,1083,1225,1331,822,677,735,692
"G42002000","2015","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",43046,4226,2866,3954,3693,2368,2909,2489,2071,1873,4146,3405,4812,1735,883,879,737,"Allentown city, Pennsylvania",1759,1111,724,1164,1118,749,814,822,781,822,987,998,1055,564,436,392,326
"G42006088","2015","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",27723,1908,1007,1945,1386,1715,1646,1316,2032,1140,2573,2777,2604,2294,1297,1047,1036,"Bethlehem city, Pennsylvania",1449,629,432,590,543,583,604,538,764,482,678,673,645,554,524,468,439
"G42024000","2015","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",40914,5470,3185,3455,2680,2843,2768,2120,2759,1598,2946,4120,3707,1951,378,404,530,"Erie city, Pennsylvania",1443,1052,844,698,721,900,681,574,831,483,672,879,917,640,276,261,261
"G42060000","2015","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",581604,78011,40427,39312,35734,30439,32552,25538,27367,22573,44818,50606,56746,36113,21093,21370,18905,"Philadelphia city, Pennsylvania",5120,4603,3179,3337,3041,2746,3006,2882,2910,2594,3435,3204,3645,2256,2391,1946,1788
"G42061000","2015","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",131793,15832,10823,9402,7699,6907,7573,5844,5060,4784,9926,12033,12990,7361,4430,4591,6538,"Pittsburgh city, Pennsylvania",3077,1884,1516,1539,1096,1038,1224,1029,944,782,1468,1277,1442,1194,859,820,986
"G42063624","2015","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",28665,4921,3983,1921,2782,2174,1315,1800,1233,1161,2367,2431,1521,385,338,192,141,"Reading city, Pennsylvania",1490,1205,947,548,792,718,510,605,463,547,765,668,461,212,223,223,177
"G42069000","2015","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",29947,2505,3489,3246,1378,1892,1807,1720,1806,1234,2047,3131,2563,1392,670,761,306,"Scranton city, Pennsylvania",1554,727,853,867,403,551,543,598,568,590,579,791,575,503,395,351,178
"G44019180","2015","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",29917,1622,1096,1622,1134,1994,1457,1832,987,992,1709,3121,4701,2891,1814,1571,1374,"Cranston city, Rhode Island",1720,669,519,625,532,905,661,672,498,492,559,883,1149,783,520,536,573
"G44054640","2015","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",29451,2298,2481,1423,2447,2024,1476,1216,1734,1074,1819,3265,4304,1805,908,720,457,"Pawtucket city, Rhode Island",1455,768,878,531,767,665,512,439,587,528,530,642,948,631,372,322,253
"G44059000","2015","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",60644,9745,4915,2908,4112,3186,3297,2668,2430,1812,4683,4908,5877,3491,2099,2082,2431,"Providence city, Rhode Island",2427,1482,1053,838,1027,861,899,840,884,732,1230,1141,1261,1078,690,694,764
"G44074300","2015","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",33701,1076,1511,1189,762,1218,879,1552,1644,1075,2557,3484,6167,4764,1864,2338,1621,"Warwick city, Rhode Island",1528,462,631,444,365,529,409,567,575,432,725,936,981,859,483,667,521
"G45013330","2015","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",54065,3756,2131,1610,3203,1627,2499,2317,2817,2193,4240,4645,7545,5322,3185,2789,4186,"Charleston city, South Carolina",2071,790,786,671,899,562,766,819,1006,640,869,1068,1265,968,906,683,851
"G45016000","2015","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",44858,5586,3670,1977,2324,2945,2781,2203,2194,1516,2699,4226,4743,1973,1809,1769,2443,"Columbia city, South Carolina",2259,1035,862,733,598,871,911,667,631,495,773,914,968,561,541,650,545
"G45048535","2015","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",31982,1720,342,486,802,702,803,1555,1580,1087,1911,2654,5047,3172,2180,2975,4966,"Mount Pleasant town, South Carolina",1728,1263,399,415,458,440,501,854,736,604,878,755,1524,1076,784,1229,1518
"G45050875","2015","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",37642,2750,3818,2188,2153,1996,2938,2834,1664,1064,3226,4139,3640,2289,1334,918,691,"North Charleston city, South Carolina",2617,753,1049,691,764,726,841,1055,537,396,875,1038,787,622,593,428,386
"G45061405","2015","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",29906,2878,2703,1361,1640,1568,1875,2612,1408,1252,2573,3740,2376,1582,473,923,942,"Rock Hill city, South Carolina",1562,817,800,564,772,714,666,897,651,576,797,1007,814,644,348,381,461
"G46052980","2015","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",30363,1598,1561,997,1997,2065,1378,1333,1963,2429,2257,3484,3838,2129,1207,803,1324,"Rapid City city, South Dakota",1200,582,440,433,618,779,522,515,593,807,714,878,895,710,534,393,595
"G46059020","2015","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",69613,4737,3317,3392,3736,3116,3857,3321,3859,2902,5313,8333,9077,5918,2701,2985,3049,"Sioux Falls city, South Dakota",1484,1253,1047,823,1053,865,931,794,1153,736,1077,1512,1570,1225,713,793,740
"G47014000","2015","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",69963,6315,6578,4697,4849,3695,4186,4658,3206,3753,5239,6889,5893,3612,2530,1834,2029,"Chattanooga city, Tennessee",1931,1279,1287,1153,936,958,776,1238,1017,924,1216,1417,1288,865,668,579,636
"G47015160","2015","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",55418,4841,1687,2001,2959,4096,3013,3676,4347,3584,4627,7107,6112,4005,1316,1482,565,"Clarksville city, Tennessee",1559,1129,672,652,865,1163,1112,1129,1196,1016,1144,1460,1234,956,578,680,284
"G47027740","2015","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",26510,741,469,981,1029,815,321,978,721,463,1619,2245,3872,3044,2521,3107,3584,"Franklin city, Tennessee",1042,461,639,587,598,575,228,543,381,267,593,688,904,708,799,809,913
"G47037640","2015","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",25199,1963,1690,1634,1896,1222,1527,1699,1098,1138,1457,2520,3169,1161,1073,722,1230,"Jackson city, Tennessee",1223,568,501,546,835,613,607,545,540,520,657,645,1095,430,532,388,632
"G47038320","2015","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",28201,3994,1972,1613,1473,1127,1310,2450,1397,1422,2176,2365,1863,1626,1201,963,1249,"Johnson City city, Tennessee",1519,1077,721,760,601,594,584,935,546,644,798,825,682,619,830,423,474
"G47040000","2015","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",79736,10110,5755,4431,6519,5920,5287,3745,3857,3597,6750,7638,7459,3446,1701,1767,1754,"Knoxville city, Tennessee",2247,1537,964,979,1030,1249,1265,885,878,826,933,1318,1136,840,653,780,444
"G47048000","2015","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",250324,27498,19640,19047,19516,15689,15511,15597,11643,11574,18827,19653,23876,12808,5632,7012,6801,"Memphis city, Tennessee",4428,2909,2078,2250,2012,2400,2098,2184,1831,1939,2394,1907,2237,1831,1035,1294,1094
"G47051560","2015","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",46882,3754,1803,2135,1959,2700,1358,3101,2751,2677,3740,5298,5796,3858,1911,1821,2220,"Murfreesboro city, Tennessee",1962,1252,698,832,878,1018,575,880,878,808,1082,1231,1088,1025,599,572,539
"G47052006","2015","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",265002,19005,13887,13064,14081,13726,15456,13629,12423,13495,21666,30486,31460,18458,10389,10829,12948,"Nashville-Davidson metropolitan government (balance), Tennessee",3084,2175,2109,2092,1874,1896,1943,1763,1745,1915,2568,2853,3234,1819,1491,1758,1647
"G48001000","2015","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",42507,2526,2156,3007,2867,2544,3115,2542,2718,1160,3963,4222,4582,3414,1501,1051,1139,"Abilene city, Texas",1605,790,745,878,782,842,905,812,909,437,1043,1032,1247,826,528,579,367
"G48001924","2015","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",32204,621,359,431,524,798,971,846,1376,1095,1642,2993,4388,5846,2214,4138,3962,"Allen city, Texas",1570,431,300,402,385,588,618,464,593,625,897,1147,1252,1103,666,1223,948
"G48003000","2015","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",74766,3986,4359,4634,5268,3443,4575,3504,4291,3098,6717,8236,9039,6173,2559,2753,2131,"Amarillo city, Texas",2127,844,977,1199,1233,820,1147,849,1162,843,1050,1367,1427,1142,804,700,606
"G48004000","2015","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",132835,7745,4971,7784,6877,6504,8806,5437,7338,5147,12894,15590,14257,11101,6802,6091,5491,"Arlington city, Texas",3628,1397,1104,1451,1417,1366,1814,1205,1461,1138,2188,2143,1829,1443,1482,1174,1078
"G48004462","2015","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",24994,1638,974,267,608,457,707,1028,534,1267,1487,2171,2928,4618,1934,2390,1986,"Atascocita CDP, Texas",2536,894,861,202,476,370,556,857,403,834,725,953,878,1457,778,954,818
"G48005000","2015","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",364893,21130,12902,12743,17200,14797,17829,16727,16989,14326,29588,38259,46408,30680,19995,24373,30947,"Austin city, Texas",4984,2530,1953,2112,2385,2332,2604,2280,2112,1930,3101,3133,3052,2828,2373,2463,2640
"G48006128","2015","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",28893,2309,2311,1362,1316,1371,949,1122,1753,1381,2171,3567,3313,1835,1694,1124,1315,"Baytown city, Texas",1750,993,1057,687,676,686,544,541,721,563,594,995,1206,758,622,535,666
"G48007000","2015","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",46133,4226,2467,2970,3728,1554,2284,2171,1765,2919,3336,4877,5294,3233,1850,1992,1467,"Beaumont city, Texas",1861,927,714,1004,1169,654,982,736,572,1001,987,1148,1381,903,667,812,551
"G48010768","2015","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",52309,6635,4755,4206,3994,4210,2917,3579,1514,3099,3346,3558,4498,2540,1014,1141,1303,"Brownsville city, Texas",1867,1243,1189,1075,872,1139,733,1050,603,961,890,915,1343,947,357,589,674
"G48010912","2015","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",30599,3685,311,1978,2287,2041,1923,1516,1607,1313,2463,2812,3330,1487,1858,1151,837,"Bryan city, Texas",1692,1008,238,785,855,764,787,786,636,674,863,854,960,584,635,534,409
"G48013024","2015","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",47577,1131,1715,1540,1494,1718,2075,2032,3040,2416,4204,5090,6484,5072,2523,3721,3322,"Carrollton city, Texas",2038,498,757,762,542,610,653,643,795,711,919,1030,1128,1083,608,948,769
"G48013552","2015","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",21212,219,283,223,160,474,1389,892,923,597,1613,1783,3145,2631,1920,3267,1693,"Cedar Park city, Texas",1317,224,243,205,183,296,632,369,437,440,693,631,1001,899,749,761,617
"G48015976","2015","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",38409,6939,1629,2264,3066,1933,2102,1973,1185,1434,1943,2556,3610,2891,1870,1422,1592,"College Station city, Texas",1875,1325,630,846,986,770,751,829,480,554,733,895,892,885,706,560,479
"G48016432","2015","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",25298,1929,611,1296,1026,1077,1957,1128,2191,1415,2093,3052,2255,1910,1166,1088,1104,"Conroe city, Texas",1885,786,619,724,678,625,919,671,1162,747,952,1072,1182,866,531,521,512
"G48017000","2015","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",117609,9839,6529,6284,7584,5348,6373,5192,5181,4641,9767,12249,16122,8114,4831,5314,4241,"Corpus Christi city, Texas",2642,1790,1242,1233,1470,1349,1356,1192,1243,1371,1643,1724,1953,1397,1184,1097,903
"G48019000","2015","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",495362,41799,27010,30398,33919,26901,28809,24778,28722,24525,36040,45224,47393,27786,16641,20977,34440,"Dallas city, Texas",5725,2931,2395,3229,2877,2365,2547,2624,2951,2888,3137,3216,3237,2157,2206,2058,2346
"G48019972","2015","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",45529,3657,1629,2589,2721,2410,2706,1992,2175,2061,4541,5433,5307,3375,2415,1326,1192,"Denton city, Texas",2316,784,648,787,822,849,861,750,636,825,1223,1316,1010,905,708,515,571
"G48022660","2015","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",25073,3398,1470,1108,2021,2073,1063,919,1753,1567,1210,1279,2221,1933,1684,942,432,"Edinburg city, Texas",2074,1069,725,695,974,849,812,528,933,798,722,535,855,823,807,470,325
"G48024000","2015","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",222557,17723,14048,15444,11456,12818,14700,13278,11633,12157,21376,23070,21093,14920,8165,6819,3857,"El Paso city, Texas",3503,2052,1601,2214,1346,2106,2153,2131,1756,1863,2536,2615,2289,2305,1534,1427,842
"G48026232","2015","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",23575,361,119,304,289,247,372,510,282,475,1755,1700,2683,3357,3187,3829,4105,"Flower Mound town, Texas",870,234,143,202,223,199,283,243,195,239,538,697,602,687,706,845,755
"G48027000","2015","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",285173,18840,13553,14305,15268,14960,14330,11999,12518,11717,24372,31318,38323,23350,12461,15200,12659,"Fort Worth city, Texas",4230,2296,1739,2429,2451,2112,2272,1670,1853,1784,3163,3022,3348,2703,2024,2386,1702
"G48027684","2015","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",50480,774,334,616,782,1202,1001,1481,1541,1167,2168,2537,7315,4760,5634,8922,10246,"Frisco city, Texas",1677,386,222,303,392,628,521,481,732,419,541,719,1249,875,973,1151,1294
"G48029000","2015","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",75582,3077,2916,4181,3446,2698,5505,3759,3822,3817,7730,9362,10951,6642,3164,2717,1795,"Garland city, Texas",2880,903,831,999,855,813,1418,975,921,1008,1345,1760,1740,1345,878,788,480
"G48030464","2015","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",58919,2740,2471,2044,2532,2824,2861,3244,2224,2961,5055,6782,7933,6333,3462,3266,2187,"Grand Prairie city, Texas",2178,864,785,789,848,790,786,942,696,819,1083,1446,1328,1298,1164,1000,854
"G48032372","2015","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",21447,2258,1699,2474,1541,1160,1340,1181,588,1617,1239,1572,2446,792,490,537,513,"Harlingen city, Texas",1303,727,711,839,588,611,563,630,320,780,520,484,937,345,272,361,312
"G48035000","2015","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",849974,67800,50165,52220,52404,47279,47841,41470,44716,33681,67515,74590,83288,56135,31641,40580,58649,"Houston city, Texas",7977,4642,4256,3690,4145,3580,3753,3758,4041,3037,4492,4542,4641,3458,2938,3171,3867
"G48037000","2015","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",84684,3404,2325,3368,4792,4477,5107,4810,4946,3589,7546,9774,11831,6351,4010,4994,3360,"Irving city, Texas",2996,810,649,872,1194,1271,1106,1161,1172,871,1527,1526,1615,1440,800,1153,720
"G48039148","2015","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",51766,4607,1774,3446,3186,3233,3504,2946,3352,3276,3941,6012,5199,3702,1380,1766,442,"Killeen city, Texas",2036,1171,715,965,1063,803,1171,968,899,1035,1152,1291,1225,911,705,679,239
"G48041464","2015","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",69026,8263,5652,4255,3785,4173,4758,3075,3660,2109,4087,7605,6617,4701,2245,1694,2347,"Laredo city, Texas",1382,1326,1199,1086,1065,1056,961,925,974,630,977,1295,1060,989,907,532,797
"G48041980","2015","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",35997,1205,437,520,408,42,368,1302,480,605,2653,2924,4608,3907,5664,5971,4903,"League City city, Texas",1955,786,402,406,417,73,343,776,304,465,859,1032,1417,1530,1599,1576,1641
"G48042508","2015","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",37593,1272,1176,1136,1049,1863,2316,3010,2013,2523,3649,3901,5689,4058,1464,1635,839,"Lewisville city, Texas",1564,546,581,439,462,662,949,908,740,927,761,891,1126,900,477,491,363
"G48043888","2015","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",30457,2181,1144,2269,2348,1703,1665,2181,1745,1239,2954,3457,2735,1648,1213,976,999,"Longview city, Texas",1690,788,607,876,922,604,675,776,604,523,964,928,760,616,584,497,572
"G48045000","2015","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",91196,7784,5357,4985,6571,5786,4722,4236,5435,4473,8054,9144,9327,6671,3532,2291,2828,"Lubbock city, Texas",2317,1716,1169,1207,1557,1333,1173,1186,1271,1210,1512,1279,1343,1521,942,568,647
"G48045384","2015","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",43578,4180,3181,3164,3658,2390,2151,1732,1250,1527,2946,4297,4756,2811,1307,1607,2621,"McAllen city, Texas",2280,1065,1021,1032,1110,852,818,758,529,712,1008,995,1039,830,583,661,918
"G48045744","2015","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",55575,2044,981,1382,2040,1161,1810,2419,2675,1635,4663,4771,7821,7238,4394,5240,5301,"McKinney city, Texas",1952,726,495,711,769,617,646,888,819,614,1099,1199,1381,1386,1177,899,964
"G48047892","2015","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",48835,3423,3099,2221,3195,3435,3100,2069,3108,1908,3472,6762,5707,2593,1965,2142,636,"Mesquite city, Texas",2283,1240,1002,857,949,1007,1099,769,891,801,977,1253,1202,751,777,677,384
"G48048072","2015","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",47237,1875,1538,1233,1276,1395,2063,2048,1442,1851,2911,4930,5607,6079,3082,4551,5356,"Midland city, Texas",1657,752,568,574,608,596,970,897,604,764,1008,1202,1264,1365,887,1455,1157
"G48048768","2015","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",23669,1768,826,1967,1320,1569,1345,1482,1038,849,2029,3005,1737,1166,571,1216,1781,"Mission city, Texas",1472,740,557,872,718,731,698,864,541,556,806,806,744,589,459,639,751
"G48048804","2015","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",23582,625,417,393,313,435,1387,237,980,1259,863,2076,4355,2855,1701,2963,2723,"Missouri City city, Texas",1842,395,413,438,273,312,745,199,625,705,399,848,1285,957,781,937,714
"G48050820","2015","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",24211,611,607,858,1330,1244,1096,861,1513,951,2504,3177,4358,1646,784,1372,1299,"New Braunfels city, Texas",1604,321,319,329,590,590,485,490,625,519,702,827,1127,558,406,631,541
"G48052356","2015","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",26068,660,139,1291,1230,990,1948,1551,1204,1781,1787,3215,3835,2141,1505,1431,1360,"North Richland Hills city, Texas",1629,385,158,785,657,506,708,654,680,715,591,750,809,644,497,519,433
"G48053388","2015","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",40198,1736,1722,1612,2321,1999,2062,1361,1387,1255,2821,4136,5773,4718,2300,2547,2448,"Odessa city, Texas",1441,753,678,774,803,813,744,594,565,607,783,1017,1016,1115,926,939,670
"G48056000","2015","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",51820,2808,1897,2985,4271,3404,2663,2027,2720,2905,5622,5340,5685,4894,2090,1679,830,"Pasadena city, Texas",2275,857,685,883,1090,867,900,727,770,907,1200,1390,1316,915,727,547,346
"G48056348","2015","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",37073,975,444,425,552,434,735,1511,1012,1093,2115,3603,6432,5400,3108,4150,5084,"Pearland city, Texas",2459,545,493,423,473,409,497,861,485,659,894,1529,1772,1255,1006,1564,1446
"G48057200","2015","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",20839,3061,1944,1328,997,2004,1541,1008,1446,1136,1370,1432,1615,941,610,150,256,"Pharr city, Texas",1561,1036,895,704,523,695,725,494,706,734,723,681,772,687,502,171,312
"G48058016","2015","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",106610,3853,2776,3233,3230,3164,3583,3411,3035,3500,7878,9952,14109,11871,7951,12729,12335,"Plano city, Texas",2561,1133,757,930,960,1106,1159,999,1101,1122,1389,1508,1703,1595,1393,1685,1585
