GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AP2FE001,AP2FE002,AP2FE003,AP2FE004,AP2FE005,AP2FE006,AP2FE007,AP2FE008,AP2FE009,AP2FE010,AP2FE011,AP2FE012,AP2FE013,AP2FE014,AP2FE015,AP2FE016,AP2FE017,NAME_M,AP2FM001,AP2FM002,AP2FM003,AP2FM004,AP2FM005,AP2FM006,AP2FM007,AP2FM008,AP2FM009,AP2FM010,AP2FM011,AP2FM012,AP2FM013,AP2FM014,AP2FM015,AP2FM016,AP2FM017
"G06019766","2022","CA",,,"California","06",,,"Downey city","19766",,,,,,,,,,,,,,,,"1600000US0619766","0619766","Downey city, California",35488,777,1263,804,878,702,936,835,1168,949,3029,3466,5405,3361,3809,4253,3853,"Downey city, California",1979,385,705,535,478,516,482,530,644,527,1082,1178,1138,961,1302,1165,800
"G06020018","2022","CA",,,"California","06",,,"Dublin city","20018",,,,,,,,,,,,,,,,"1600000US0620018","0620018","Dublin city, California",24877,517,622,271,270,208,544,250,209,52,0,1957,1064,2605,1311,3379,11618,"Dublin city, California",1782,481,701,254,227,207,542,257,215,87,218,1031,522,979,536,932,1393
"G06020802","2022","CA",,,"California","06",,,"East Los Angeles CDP","20802",,,,,,,,,,,,,,,,"1600000US0620802","0620802","East Los Angeles CDP, California",30861,1732,1467,1203,2188,1046,1152,870,1556,642,2163,4302,3957,2807,2115,2321,1340,"East Los Angeles CDP, California",1992,745,582,588,684,427,528,394,625,295,757,1185,932,714,716,737,467
"G06021230","2022","CA",,,"California","06",,,"Eastvale city","21230",,,,,,,,,,,,,,,,"1600000US0621230","0621230","Eastvale city, California",19714,393,179,131,0,336,106,358,229,450,821,737,2186,1231,3482,3895,5180,"Eastvale city, California",1328,323,236,114,218,376,129,332,168,386,758,532,1196,637,1401,1245,1261
"G06021712","2022","CA",,,"California","06",,,"El Cajon city","21712",,,,,,,,,,,,,,,,"1600000US0621712","0621712","El Cajon city, California",33580,1945,2493,1228,1637,1339,836,1052,1681,1350,2088,3755,3761,3681,1938,2941,1855,"El Cajon city, California",2309,834,982,644,724,580,427,541,862,536,823,1027,1156,1095,714,865,787
"G06022020","2022","CA",,,"California","06",,,"Elk Grove city","22020",,,,,,,,,,,,,,,,"1600000US0622020","0622020","Elk Grove city, California",54931,1745,1136,976,909,1079,949,1506,1843,767,3509,4737,6096,6926,3992,8154,10607,"Elk Grove city, California",2026,730,450,505,507,445,518,884,1002,421,1092,1051,1354,1529,955,1336,1561
"G06022230","2022","CA",,,"California","06",,,"El Monte city","22230",,,,,,,,,,,,,,,,"1600000US0622230","0622230","El Monte city, California",30181,1376,2014,1080,1331,919,1474,1079,1273,1430,3263,3341,4138,3368,1027,1305,1763,"El Monte city, California",1710,587,776,495,599,609,654,609,623,661,883,966,1091,966,441,511,597
"G06022804","2022","CA",,,"California","06",,,"Escondido city","22804",,,,,,,,,,,,,,,,"1600000US0622804","0622804","Escondido city, California",50743,1961,1496,812,1852,1538,1679,1718,1857,1349,2962,5355,5488,6010,4032,5915,6719,"Escondido city, California",2244,620,671,415,907,673,756,806,913,706,1084,1189,1055,1261,1157,1212,1273
"G06023182","2022","CA",,,"California","06",,,"Fairfield city","23182",,,,,,,,,,,,,,,,"1600000US0623182","0623182","Fairfield city, California",38930,2085,991,385,534,638,1728,643,854,1193,1825,3030,6044,4935,2177,4928,6940,"Fairfield city, California",2268,1054,649,292,426,408,861,458,469,624,860,951,1643,1195,702,1202,1202
"G06024638","2022","CA",,,"California","06",,,"Folsom city","24638",,,,,,,,,,,,,,,,"1600000US0624638","0624638","Folsom city, California",30176,745,214,796,242,360,663,979,695,342,661,1333,3708,3768,2782,4536,8352,"Folsom city, California",1340,343,252,469,272,282,532,536,451,278,436,491,1155,1046,900,1113,1347
"G06024680","2022","CA",,,"California","06",,,"Fontana city","24680",,,,,,,,,,,,,,,,"1600000US0624680","0624680","Fontana city, California",57552,1299,1276,1038,1741,1395,1492,1530,1618,1224,3711,5425,8516,6348,6271,7542,7126,"Fontana city, California",2283,577,541,527,796,567,757,886,788,468,897,1289,1509,1429,1506,1334,1262
"G06026000","2022","CA",,,"California","06",,,"Fremont city","26000",,,,,,,,,,,,,,,,"1600000US0626000","0626000","Fremont city, California",76119,2217,1022,762,347,1239,780,1892,1431,995,2420,3973,5644,6045,5910,11448,29994,"Fremont city, California",2293,904,481,416,260,565,451,861,779,539,884,1031,1422,1358,1370,1502,2095
"G06027000","2022","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"1600000US0627000","0627000","Fresno city, California",183659,14812,9786,6567,6611,6131,7336,7432,8038,6987,12932,16258,24742,19768,10452,10416,15391,"Fresno city, California",3459,2181,2131,1557,1528,1393,1579,1710,1708,1535,1842,2500,2818,2808,1544,2023,2051
"G06028000","2022","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"1600000US0628000","0628000","Fullerton city, California",49041,3335,1366,697,1151,993,1275,1358,1454,1357,2281,3320,6390,5268,4679,4460,9657,"Fullerton city, California",2587,1091,807,437,742,478,793,807,775,614,982,1005,1430,1062,1067,1150,1824
"G06029000","2022","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"1600000US0629000","0629000","Garden Grove city, California",49225,2267,1060,2014,1425,1799,1507,1039,1526,1902,2976,4126,6341,5559,3529,4509,7646,"Garden Grove city, California",2215,677,397,736,573,681,574,538,667,922,939,881,1258,1288,920,942,1290
"G06030000","2022","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"1600000US0630000","0630000","Glendale city, California",74010,3879,4654,1405,3466,2489,3489,1817,3434,2088,3406,5978,8995,5590,5902,8008,9410,"Glendale city, California",2921,1033,1232,580,1165,1078,1333,771,895,824,930,1322,1673,1355,1481,1402,1361
"G06032548","2022","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"1600000US0632548","0632548","Hawthorne city, California",30066,1999,861,660,575,889,1486,1448,1459,926,2310,3017,4430,2874,2315,1719,3098,"Hawthorne city, California",1668,1021,681,393,310,483,687,726,682,529,771,1022,1299,1013,747,571,915
"G06033000","2022","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"1600000US0633000","0633000","Hayward city, California",48950,2081,1219,298,1243,1587,1335,1452,766,863,1598,4058,7669,4133,5107,5980,9561,"Hayward city, California",2438,762,677,257,747,627,554,635,486,553,591,1215,1455,968,1444,1374,1584
"G06033182","2022","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"1600000US0633182","0633182","Hemet city, California",33400,2199,2383,1024,1239,1664,2847,1378,1597,1763,2271,3902,3282,2712,1956,2100,1083,"Hemet city, California",1908,884,1294,558,766,818,1259,738,792,751,856,1120,1326,916,697,986,569
"G06033434","2022","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"1600000US0633434","0633434","Hesperia city, California",27790,1477,326,704,407,741,1363,1255,788,1019,1642,4787,5812,2343,2529,1092,1505,"Hesperia city, California",1591,737,278,425,247,465,682,709,414,607,783,1399,1397,825,836,545,767
"G06036000","2022","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"1600000US0636000","0636000","Huntington Beach city, California",78863,2762,1346,1549,1416,765,1943,1850,999,1037,4041,5644,9134,11651,5459,10449,18818,"Huntington Beach city, California",2689,922,537,815,523,442,707,780,487,451,1119,1339,1786,1995,1341,1802,2276
"G06036448","2022","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"1600000US0636448","0636448","Indio city, California",30593,1191,615,873,677,996,1723,1909,877,1511,1864,2282,4230,3632,2365,2534,3314,"Indio city, California",1972,654,317,484,494,532,850,1086,532,656,725,814,1134,1207,829,759,1050
"G06036546","2022","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"1600000US0636546","0636546","Inglewood city, California",36901,2452,1004,1400,2410,1474,1198,1282,1018,1577,3987,4614,3853,3141,1873,3080,2538,"Inglewood city, California",2090,1170,470,731,881,797,572,670,493,715,1334,1164,1130,983,641,794,779
"G06036770","2022","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"1600000US0636770","0636770","Irvine city, California",112545,6441,2350,2157,2504,2783,3034,2831,2024,1169,3788,6310,8479,13947,6630,15710,32388,"Irvine city, California",3458,1440,1116,832,1314,1138,1433,1620,719,605,1191,1764,1855,2249,1251,2158,2501
"G06037692","2022","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"1600000US0637692","0637692","Jurupa Valley city, California",27343,862,778,499,646,1426,750,637,726,892,1012,2680,3742,3433,2312,4237,2711,"Jurupa Valley city, California",1622,361,382,313,371,701,404,383,583,603,440,931,1010,911,1008,1113,722
"G06039486","2022","CA",,,"California","06",,,"Lake Elsinore city","39486",,,,,,,,,,,,,,,,"1600000US0639486","0639486","Lake Elsinore city, California",20951,272,258,374,406,903,644,414,570,952,1740,1796,3218,2494,2257,2895,1758,"Lake Elsinore city, California",1483,190,217,315,238,644,373,348,358,733,836,803,933,869,1107,1238,976
"G06039496","2022","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"1600000US0639496","0639496","Lake Forest city, California",31990,774,862,43,1131,783,340,657,708,830,1102,2475,2835,3120,4274,3106,8950,"Lake Forest city, California",1955,460,705,70,880,546,280,523,571,729,566,1229,932,1076,1304,1402,1242
"G06039892","2022","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"1600000US0639892","0639892","Lakewood city, California",25380,521,888,124,722,245,316,548,236,642,1309,1740,3741,3269,2089,3640,5350,"Lakewood city, California",1300,318,579,117,448,201,304,340,202,416,564,599,867,778,675,898,924
"G06040130","2022","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"1600000US0640130","0640130","Lancaster city, California",51668,2366,2677,2381,1528,824,2245,1204,2899,1248,2532,4499,8479,5282,4983,4324,4197,"Lancaster city, California",2484,874,1137,1161,790,454,856,729,931,701,952,1258,1939,1378,1385,1178,1275
"G06041992","2022","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"1600000US0641992","0641992","Livermore city, California",30807,1096,460,334,407,456,755,449,379,429,394,1295,2891,3511,2874,4047,11030,"Livermore city, California",1480,800,429,266,258,299,428,377,281,272,400,567,850,1158,963,1000,1627
"G06042202","2022","CA",,,"California","06",,,"Lodi city","42202",,,,,,,,,,,,,,,,"1600000US0642202","0642202","Lodi city, California",23659,1052,318,690,1144,721,613,681,1167,1035,1531,1694,2263,4218,2096,2299,2137,"Lodi city, California",1475,513,347,407,610,476,313,451,587,488,516,726,613,1382,861,692,617
"G06043000","2022","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"1600000US0643000","0643000","Long Beach city, California",170965,9905,6665,3796,4832,4817,6815,4369,6599,4207,13366,15562,21960,16273,11691,16730,23378,"Long Beach city, California",3971,2035,1251,951,1286,1266,1412,1542,1646,1306,2050,2672,2600,1875,1713,2139,2687
"G06044000","2022","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"1600000US0644000","0644000","Los Angeles city, California",1439805,91662,69104,49321,53280,49853,53674,45743,48846,42543,87525,119401,169010,130204,93091,126560,209988,"Los Angeles city, California",9590,5560,4024,4041,4340,4082,4354,3345,3801,3492,5044,5306,6241,6258,4590,5824,6621
"G06044574","2022","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"1600000US0644574","0644574","Lynwood city, California",14907,593,239,554,767,315,880,805,879,335,1347,1381,2003,1777,1164,1263,605,"Lynwood city, California",1130,384,179,343,580,316,565,467,427,214,572,696,769,748,535,462,321
"G06045022","2022","CA",,,"California","06",,,"Madera city","45022",,,,,,,,,,,,,,,,"1600000US0645022","0645022","Madera city, California",16352,1226,174,1060,591,855,1108,135,835,215,1202,1803,2221,1491,722,2093,621,"Madera city, California",1343,535,181,560,381,527,594,187,520,208,689,853,801,725,403,880,395
"G06045484","2022","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"1600000US0645484","0645484","Manteca city, California",25882,1026,339,957,451,295,1188,1262,946,418,1829,2094,3891,2948,2389,3354,2495,"Manteca city, California",1779,614,239,690,315,242,712,789,536,392,733,823,1078,1009,870,918,802
"G06046842","2022","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"1600000US0646842","0646842","Menifee city, California",35634,2036,1219,1021,716,856,837,1332,1167,985,1861,4000,3747,4332,3315,4661,3549,"Menifee city, California",2131,922,704,685,469,511,534,628,642,640,773,1271,954,1109,1167,1204,1219
"G06046898","2022","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"1600000US0646898","0646898","Merced city, California",29161,1951,1454,1517,1147,819,784,704,1735,555,2895,3392,3799,3783,1855,1667,1104,"Merced city, California",1844,709,592,539,623,494,447,415,810,450,1045,996,1003,1117,962,772,489
"G06047766","2022","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"1600000US0647766","0647766","Milpitas city, California",25162,689,505,0,621,490,149,261,350,304,368,1170,2050,2187,1710,3810,10498,"Milpitas city, California",1267,406,426,218,474,520,141,183,198,293,202,534,689,739,657,987,1380
"G06048256","2022","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"1600000US0648256","0648256","Mission Viejo city, California",32252,1095,262,539,753,708,608,1080,692,398,1027,2078,2827,3771,2582,4546,9286,"Mission Viejo city, California",1976,568,267,447,598,430,468,685,397,349,463,882,720,1095,865,1144,1377
"G06048354","2022","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"1600000US0648354","0648354","Modesto city, California",75736,4642,4350,2094,2925,1998,2336,2761,1875,2360,5051,8077,10082,9184,5140,5778,7083,"Modesto city, California",2427,1212,1506,806,925,698,832,1361,751,1103,1272,1396,1758,2010,1409,1240,1447
"G06049270","2022","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"1600000US0649270","0649270","Moreno Valley city, California",54515,1937,960,561,1178,1798,1977,1526,1612,2699,3982,4359,8363,7059,5247,5597,5660,"Moreno Valley city, California",2295,724,471,344,553,767,845,568,716,916,904,1012,1595,1385,1089,1222,1294
"G06049670","2022","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"1600000US0649670","0649670","Mountain View city, California",34229,746,966,807,481,431,1004,171,722,511,1147,718,2759,2300,2080,4570,14816,"Mountain View city, California",1832,378,591,806,299,442,570,174,450,343,721,383,827,1030,701,1117,1560
"G06050076","2022","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"1600000US0650076","0650076","Murrieta city, California",36610,1070,285,344,542,1255,856,562,1036,597,2304,2836,5768,3803,3436,6677,5239,"Murrieta city, California",1925,686,249,277,508,734,677,294,571,342,930,1119,1076,1061,1007,1361,1300
"G06050258","2022","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"1600000US0650258","0650258","Napa city, California",30632,1212,1102,675,758,142,885,1142,932,291,2351,2556,3719,3038,2367,3987,5475,"Napa city, California",1259,480,483,406,466,147,534,608,685,279,858,848,1043,838,698,1019,945
"G06051182","2022","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"1600000US0651182","0651182","Newport Beach city, California",37497,2991,523,210,775,965,892,460,684,730,1706,2057,2453,3846,2550,2726,13929,"Newport Beach city, California",1702,1263,390,200,529,640,607,302,538,537,881,861,882,1080,883,858,1652
"G06052526","2022","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"1600000US0652526","0652526","Norwalk city, California",27200,1106,356,604,932,204,1364,668,685,396,2281,2428,3583,3357,2691,3334,3211,"Norwalk city, California",1685,596,174,371,535,181,797,411,397,265,917,821,883,984,733,967,920
"G06053000","2022","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"1600000US0653000","0653000","Oakland city, California",178778,11420,7646,7069,5578,3501,4654,4250,5468,3354,7920,16178,16254,13754,11479,17822,42431,"Oakland city, California",4203,2132,1587,1925,1284,1011,1059,1086,1279,907,1793,2284,2067,2231,1856,2186,2976
"G06053322","2022","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"1600000US0653322","0653322","Oceanside city, California",64559,3340,1458,1501,1715,1973,1420,2337,2935,1688,3874,7942,6467,7216,5488,7164,8041,"Oceanside city, California",2150,1271,608,605,805,783,538,714,770,708,923,1651,1350,1427,1286,1293,1186
"G06053896","2022","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"1600000US0653896","0653896","Ontario city, California",52947,3108,1600,1139,1115,1940,1567,1520,2118,2064,3073,5643,7443,6658,3902,6135,3922,"Ontario city, California",2266,847,1159,481,566,956,671,644,859,811,1045,1209,1343,1475,1007,1188,1084
"G06053980","2022","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"1600000US0653980","0653980","Orange city, California",47163,1465,1409,920,1301,694,1024,886,1461,831,2472,3368,6412,4906,5185,4978,9851,"Orange city, California",2025,678,1015,614,733,404,528,482,716,540,1015,972,1560,1178,1050,1117,1269
"G06054652","2022","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"1600000US0654652","0654652","Oxnard city, California",54511,2132,1532,1173,918,1763,2210,1282,995,2155,3455,4996,9428,5589,5228,5848,5807,"Oxnard city, California",2582,1040,623,583,469,615,788,580,432,793,897,1026,1608,1105,1107,1068,1029
"G06055156","2022","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"1600000US0655156","0655156","Palmdale city, California",45574,2380,856,1132,1370,1246,1107,1953,1048,1069,2643,4932,6696,3937,4355,4636,6214,"Palmdale city, California",2241,981,464,496,800,564,518,787,490,467,861,1161,1417,972,1048,1131,1387
"G06055282","2022","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"1600000US0655282","0655282","Palo Alto city, California",28274,729,362,736,706,387,409,182,397,320,1298,866,1889,1827,1819,3451,12896,"Palo Alto city, California",1492,591,400,510,400,496,342,176,299,261,749,499,636,882,775,952,1289
"G06056000","2022","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"1600000US0656000","0656000","Pasadena city, California",58321,4546,2327,1250,1614,1007,1409,1584,1965,1331,2115,4794,5934,5250,4344,5444,13407,"Pasadena city, California",2154,1344,1082,434,666,526,753,697,869,623,838,1188,1178,1165,1089,1426,1801
"G06056700","2022","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"1600000US0656700","0656700","Perris city, California",19243,921,543,469,308,544,358,851,408,753,1663,1653,3819,2796,1496,1629,1032,"Perris city, California",1500,645,353,403,271,435,356,433,260,619,881,682,1263,931,692,739,585
"G06057456","2022","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"1600000US0657456","0657456","Pittsburg city, California",24480,1097,586,342,680,299,980,609,345,607,1063,2967,3435,2601,2482,3242,3145,"Pittsburg city, California",1797,624,349,270,467,254,628,458,308,414,611,864,1127,943,897,1001,927
"G06057792","2022","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"1600000US0657792","0657792","Pleasanton city, California",29870,798,166,555,425,290,981,353,189,116,1327,705,1665,1655,1837,4610,14198,"Pleasanton city, California",1501,646,167,335,425,248,644,374,239,192,866,348,696,594,861,1253,1683
"G06058072","2022","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"1600000US0658072","0658072","Pomona city, California",40419,1575,1263,985,1338,1577,1551,1415,2058,926,3745,3311,5458,4320,3032,4331,3534,"Pomona city, California",2083,529,620,548,593,643,708,524,680,502,1013,826,1131,1064,899,984,894
"G06059444","2022","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"1600000US0659444","0659444","Rancho Cordova city, California",28661,1384,520,687,524,728,520,558,1118,1002,2043,3569,4043,3047,2915,2522,3481,"Rancho Cordova city, California",1690,745,468,466,352,431,524,434,563,568,679,1129,1033,911,872,688,968
"G06059451","2022","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"1600000US0659451","0659451","Rancho Cucamonga city, California",60345,2703,1238,1213,772,765,1399,853,1664,1310,2939,4166,8503,6435,7124,9270,9991,"Rancho Cucamonga city, California",2457,1106,725,644,414,450,565,350,922,697,971,1263,1729,1352,1471,1686,1510
"G06059920","2022","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"1600000US0659920","0659920","Redding city, California",36525,1737,2245,806,1525,1595,2225,1415,978,1223,2065,3485,6244,3862,1879,2091,3150,"Redding city, California",2050,673,834,348,690,846,873,565,513,646,890,863,1454,1196,777,747,1022
"G06059962","2022","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"1600000US0659962","0659962","Redlands city, California",23315,1213,260,803,990,35,486,387,322,479,736,2010,5205,2859,1419,3030,3081,"Redlands city, California",2315,715,203,439,606,64,451,243,270,325,463,795,1365,801,537,1058,877
"G06060018","2022","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"1600000US0660018","0660018","Redondo Beach city, California",28022,1109,510,394,559,591,44,237,387,448,1125,1562,3079,2363,2435,3625,9554,"Redondo Beach city, California",1560,818,401,319,324,517,74,248,264,361,686,881,1067,1146,767,1017,1451
"G06060102","2022","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"1600000US0660102","0660102","Redwood City city, California",29998,792,579,138,736,527,417,650,671,529,1530,2103,2746,2528,1648,3137,11267,"Redwood City city, California",1622,479,416,133,413,420,294,501,368,347,627,870,828,786,563,633,1303
"G06060466","2022","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"1600000US0660466","0660466","Rialto city, California",27295,961,973,793,966,1006,1202,586,623,763,2097,2299,3586,3927,2694,3137,1682,"Rialto city, California",1699,472,537,469,426,603,566,411,498,474,745,818,1124,1111,894,930,676
"G06060620","2022","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"1600000US0660620","0660620","Richmond city, California",39931,1769,2062,492,1168,1454,1097,1157,2155,861,2092,2789,4762,4295,2506,5402,5870,"Richmond city, California",2116,750,1075,543,531,816,747,644,1080,543,960,923,1276,1261,775,1392,1360
"G06062000","2022","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"1600000US0662000","0662000","Riverside city, California",99245,4621,2367,2146,4150,2857,2252,3332,3702,2756,7024,10420,13818,12859,8183,8662,10096,"Riverside city, California",3099,1325,786,810,1221,1005,672,1005,1196,944,1823,1817,2008,2139,1644,1470,1550
"G06062364","2022","CA",,,"California","06",,,"Rocklin city","62364",,,,,,,,,,,,,,,,"1600000US0662364","0662364","Rocklin city, California",26018,897,262,376,359,942,697,221,750,330,984,2292,2652,2691,2555,4286,5724,"Rocklin city, California",1268,598,220,290,264,657,540,229,477,255,524,1042,742,855,1036,1066,1060
"G06062938","2022","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"1600000US0662938","0662938","Roseville city, California",60918,1380,1121,2152,1286,1232,1437,1146,1648,1564,3206,5686,8332,7298,4464,8557,10409,"Roseville city, California",1962,710,669,766,676,726,701,610,692,708,922,1238,1564,1144,1120,1613,1467
"G06064000","2022","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"1600000US0664000","0664000","Sacramento city, California",200189,9974,9135,6269,6155,5210,5271,7541,4342,7029,12810,18374,31427,20693,14529,19193,22237,"Sacramento city, California",4287,1698,1908,1217,905,1571,1428,1982,1255,1564,2006,2187,3270,2227,1840,2230,2272
