GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AP2FE001,AP2FE002,AP2FE003,AP2FE004,AP2FE005,AP2FE006,AP2FE007,AP2FE008,AP2FE009,AP2FE010,AP2FE011,AP2FE012,AP2FE013,AP2FE014,AP2FE015,AP2FE016,AP2FE017,NAME_M,AP2FM001,AP2FM002,AP2FM003,AP2FM004,AP2FM005,AP2FM006,AP2FM007,AP2FM008,AP2FM009,AP2FM010,AP2FM011,AP2FM012,AP2FM013,AP2FM014,AP2FM015,AP2FM016,AP2FM017
"G48047892","2022","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"1600000US4847892","4847892","Mesquite city, Texas",51052,1152,1895,1911,1721,967,2491,2393,3029,1966,4355,5912,8180,5689,3687,3124,2580,"Mesquite city, Texas",2995,566,1160,1336,888,533,1314,1232,1298,901,1362,1680,1740,1297,1236,1395,1207
"G48048072","2022","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"1600000US4848072","4848072","Midland city, Texas",54838,5617,369,838,852,2147,2178,2511,1130,2562,4184,4366,7007,4647,3758,4534,8138,"Midland city, Texas",1970,1933,330,576,544,1211,1055,1175,554,1597,1827,1354,1849,1581,1374,1302,1749
"G48048768","2022","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"1600000US4848768","4848768","Mission city, Texas",28467,1746,2113,1723,1500,1112,1517,2069,965,689,2083,2013,2423,2859,1385,2046,2224,"Mission city, Texas",1877,840,920,840,673,691,876,927,642,599,781,660,919,961,653,817,851
"G48048804","2022","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"1600000US4848804","4848804","Missouri City city, Texas",29544,559,426,306,985,761,799,209,1052,1559,2143,2592,3239,4226,2663,5072,2953,"Missouri City city, Texas",2035,425,394,332,504,888,751,189,845,1145,1048,1120,1423,1373,1457,1558,1014
"G48050820","2022","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"1600000US4850820","4850820","New Braunfels city, Texas",40089,1281,1472,1246,629,885,1674,1066,868,733,4330,3328,6804,4559,2461,4949,3804,"New Braunfels city, Texas",2118,616,791,901,448,618,787,626,513,458,1269,1191,1593,1330,936,1469,1101
"G48052356","2022","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"1600000US4852356","4852356","North Richland Hills city, Texas",27946,819,524,412,614,452,452,487,668,1442,1964,4580,4837,3160,1323,2428,3784,"North Richland Hills city, Texas",2054,497,399,328,533,301,351,362,587,900,797,1345,1279,934,590,803,994
"G48053388","2022","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"1600000US4853388","4853388","Odessa city, Texas",47752,3260,3207,2180,1128,1609,2856,1448,1645,2104,3415,3369,7002,5216,2124,4260,2929,"Odessa city, Texas",2251,1377,1442,1230,682,1116,1531,1092,1199,1421,1584,1187,1669,1377,765,1391,940
"G48056000","2022","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"1600000US4856000","4856000","Pasadena city, Texas",49352,2476,2813,1706,1608,3640,2118,2962,1464,2951,4793,5330,6073,3324,2486,2912,2696,"Pasadena city, Texas",2775,960,1314,791,785,1666,927,1246,736,1341,1351,1492,1489,1196,1064,1004,916
"G48056348","2022","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"1600000US4856348","4856348","Pearland city, Texas",43744,968,606,318,1316,959,1471,946,1030,251,2835,4510,5187,4969,4114,7322,6942,"Pearland city, Texas",2285,546,345,198,891,610,1093,773,614,202,1279,1236,1215,1520,978,1498,1129
"G48057176","2022","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"1600000US4857176","4857176","Pflugerville city, Texas",24091,1025,254,44,137,33,238,510,882,506,1435,2152,2780,3675,2970,4335,3115,"Pflugerville city, Texas",2031,686,226,76,168,51,204,336,847,463,797,834,827,1339,1369,1445,884
"G48057200","2022","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"1600000US4857200","4857200","Pharr city, Texas",23414,2241,1329,1455,1196,1153,1324,1489,908,1096,1962,2704,3013,1457,1007,336,744,"Pharr city, Texas",1522,792,675,719,552,709,695,735,642,758,848,1037,907,498,585,344,654
"G48058016","2022","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"1600000US4858016","4858016","Plano city, Texas",110466,3579,720,1750,2243,2554,2588,2049,2860,2737,7362,9138,14964,12846,7911,14891,22274,"Plano city, Texas",3446,1175,424,781,855,965,916,797,836,937,2107,2298,2568,1886,1226,2353,2145
"G48061796","2022","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"1600000US4861796","4861796","Richardson city, Texas",48057,3354,607,678,1470,656,1236,1288,2158,1533,2169,5573,6245,6232,3319,5015,6524,"Richardson city, Texas",2698,1013,328,482,894,456,732,612,1109,991,807,1652,1625,1577,1086,1084,1173
"G48063500","2022","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"1600000US4863500","4863500","Round Rock city, Texas",45859,2337,336,902,384,969,723,1596,1754,1038,3274,6916,8360,4146,2986,4052,6086,"Round Rock city, Texas",2032,836,296,647,280,563,567,1024,913,558,986,1838,1809,1043,884,959,1328
"G48063572","2022","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"1600000US4863572","4863572","Rowlett city, Texas",22742,454,477,318,556,510,655,184,670,269,1523,2199,2840,2542,2273,2858,4414,"Rowlett city, Texas",1727,372,504,303,428,327,438,181,485,231,1149,1118,1075,977,706,982,1372
"G48064472","2022","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"1600000US4864472","4864472","San Angelo city, Texas",40516,2283,1294,1352,1692,1285,2659,3026,2039,2010,3167,3989,6707,3257,1959,1520,2277,"San Angelo city, Texas",1761,1024,666,725,632,587,1026,1116,867,739,996,1128,1582,1149,916,628,812
"G48065000","2022","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"1600000US4865000","4865000","San Antonio city, Texas",557118,33609,28210,22468,28865,22036,28876,22099,26536,24539,46300,59136,74947,44016,29901,34769,30811,"San Antonio city, Texas",6290,4196,3673,2840,3890,3191,3997,3284,3263,3123,4284,5273,5407,3762,3138,3247,3107
"G48065600","2022","TX",,,"Texas","48",,,"San Marcos city","65600",,,,,,,,,,,,,,,,"1600000US4865600","4865600","San Marcos city, Texas",29541,4050,1362,451,1073,1408,1001,1543,1660,1191,2950,2707,3792,2562,1240,1832,719,"San Marcos city, Texas",1836,1720,770,298,661,736,572,757,834,818,998,1000,1298,1185,820,759,522
"G48069596","2022","TX",,,"Texas","48",,,"Spring CDP","69596",,,,,,,,,,,,,,,,"1600000US4869596","4869596","Spring CDP, Texas",23971,565,113,557,496,47,167,1013,590,510,2743,3326,5399,2740,2888,1284,1533,"Spring CDP, Texas",2919,489,181,572,492,77,161,910,574,484,1174,1454,1865,1115,1547,795,655
"G48070808","2022","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"1600000US4870808","4870808","Sugar Land city, Texas",39319,1116,663,520,510,593,665,734,1137,1133,2586,1741,4357,3235,3880,5522,10927,"Sugar Land city, Texas",1791,521,371,338,317,369,437,451,650,886,1041,669,1200,757,1226,1167,1533
"G48072176","2022","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"1600000US4872176","4872176","Temple city, Texas",33709,2484,1115,1369,602,1607,1678,1896,1197,1647,2250,4109,4373,3979,1886,1926,1591,"Temple city, Texas",2040,948,449,615,411,740,647,979,613,833,912,1345,1263,1453,1033,1043,558
"G48072656","2022","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"1600000US4872656","4872656","The Woodlands CDP, Texas",45943,2830,1604,403,304,581,1428,1024,848,984,2596,2683,2839,3235,3289,6190,15105,"The Woodlands CDP, Texas",2992,1166,925,331,325,564,1027,762,675,481,868,1135,851,877,1252,1522,2525
"G48074144","2022","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"1600000US4874144","4874144","Tyler city, Texas",37522,1282,1962,2073,1527,2023,1470,1005,2081,1878,3056,4704,4208,3009,2270,2547,2427,"Tyler city, Texas",2151,531,800,952,786,756,567,495,780,642,872,1385,1024,915,764,871,659
"G48075428","2022","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"1600000US4875428","4875428","Victoria city, Texas",25593,1236,1982,1454,1369,712,541,1647,612,452,1625,2424,5206,2276,1727,1145,1185,"Victoria city, Texas",1358,511,824,893,677,436,375,865,374,245,659,900,1541,777,974,664,719
"G48076000","2022","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"1600000US4876000","4876000","Waco city, Texas",53623,6558,2268,1433,2277,3396,2017,2548,2771,2256,3612,5633,6330,4926,2609,2118,2871,"Waco city, Texas",2318,1545,919,503,1236,1269,728,1128,1288,809,1173,1313,1795,1563,976,785,972
"G48079000","2022","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"1600000US4879000","4879000","Wichita Falls city, Texas",38057,2482,1749,1124,1785,1732,2886,2141,1467,1736,2973,3495,4571,3746,2116,2173,1881,"Wichita Falls city, Texas",1368,903,639,477,636,686,970,701,570,681,893,906,1061,913,627,661,655
"G49043660","2022","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"1600000US4943660","4943660","Layton city, Utah",28487,863,219,230,475,1129,384,561,751,749,2171,2848,3846,3316,2934,4217,3794,"Layton city, Utah",1541,503,208,214,347,567,288,576,580,552,769,1122,1173,999,911,1054,828
"G49044320","2022","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"1600000US4944320","4944320","Lehi city, Utah",23586,398,0,317,139,198,488,284,244,641,1814,1928,2986,2444,3142,4347,4216,"Lehi city, Utah",1049,278,204,384,168,172,315,229,209,528,901,553,742,692,814,1008,793
"G49055980","2022","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"1600000US4955980","4955980","Ogden city, Utah",34269,1442,1627,1071,557,1572,1357,1033,1201,1746,3804,2761,7132,4065,2046,1614,1241,"Ogden city, Utah",1829,485,662,572,365,639,553,508,522,767,1024,833,1520,896,786,623,615
"G49057300","2022","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"1600000US4957300","4957300","Orem city, Utah",30904,997,436,479,1119,204,1232,1171,847,1486,3164,3836,5008,4178,2151,2469,2127,"Orem city, Utah",1528,423,265,267,617,190,589,500,440,649,914,1096,1219,1013,579,634,497
"G49062470","2022","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"1600000US4962470","4962470","Provo city, Utah",34825,2479,1951,1249,886,1620,1732,1764,1019,1241,3669,3322,3910,3405,2590,1976,2012,"Provo city, Utah",1573,756,742,504,315,628,689,795,382,569,879,876,986,1023,722,644,546
"G49065330","2022","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"1600000US4965330","4965330","St. George city, Utah",37515,731,1034,1052,1156,1831,1928,1556,2428,1193,2730,3933,4988,2792,3830,2933,3400,"St. George city, Utah",1786,386,618,457,526,791,993,737,756,541,916,1095,1383,805,1253,780,1435
"G49067000","2022","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"1600000US4967000","4967000","Salt Lake City city, Utah",90195,4223,4355,2091,3747,2640,3436,3350,2004,3064,6697,9182,12067,9310,4758,7848,11423,"Salt Lake City city, Utah",3183,1309,1228,883,1147,880,1277,1366,599,980,1437,1607,1760,1771,1050,1603,1547
"G49067440","2022","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"1600000US4967440","4967440","Sandy city, Utah",33129,640,423,439,848,406,1553,634,999,870,2260,2009,4723,4491,2910,4176,5748,"Sandy city, Utah",1883,429,342,282,557,294,644,464,441,553,984,819,1296,950,764,955,1072
"G49070850","2022","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"1600000US4970850","4970850","South Jordan city, Utah",27734,347,49,69,525,688,96,1141,243,290,1729,1768,3941,3486,2669,4448,6245,"South Jordan city, Utah",1653,415,83,113,502,536,162,742,199,228,795,630,1260,1144,901,1119,1280
"G49082950","2022","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"1600000US4982950","4982950","West Jordan city, Utah",37031,590,636,172,896,512,1006,867,1191,590,2349,4595,6265,4489,4883,4759,3231,"West Jordan city, Utah",1983,375,399,169,546,340,585,456,537,279,890,1378,1344,1112,1067,1087,909
"G49083470","2022","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"1600000US4983470","4983470","West Valley City city, Utah",38400,812,1496,349,984,1981,1064,1504,1281,1235,2500,4562,5289,4811,4706,3816,2010,"West Valley City city, Utah",2409,331,690,211,512,838,628,649,755,515,785,1085,1141,986,1129,1073,621
"G51001000","2022","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"1600000US5101000","5101000","Alexandria city, Virginia",76672,2623,1044,1235,1712,1288,2305,1225,1255,1126,3516,6352,9262,8544,7377,10080,17728,"Alexandria city, Virginia",1279,975,501,820,1015,575,1039,529,712,555,1058,1389,1761,1446,1318,1821,1727
"G51003000","2022","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"1600000US5103000","5103000","Arlington CDP, Virginia",112504,4895,1989,1697,1449,1436,2583,1744,2037,1450,4179,5165,13199,12062,9283,15318,34018,"Arlington CDP, Virginia",1938,1119,820,584,644,724,1030,782,805,697,1083,1027,1656,1744,1588,1834,2704
"G51014440","2022","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"1600000US5114440","5114440","Centreville CDP, Virginia",25398,894,377,340,161,56,90,254,831,551,822,1052,3933,2648,2448,3897,7044,"Centreville CDP, Virginia",1978,516,297,258,155,98,107,193,612,345,508,520,1056,886,787,1087,1166
"G51016000","2022","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"1600000US5116000","5116000","Chesapeake city, Virginia",95073,5218,1744,1474,3673,2259,2760,1779,3996,2078,7074,8974,12711,10165,8357,11759,11052,"Chesapeake city, Virginia",958,1197,710,598,1138,765,1169,744,1247,743,1556,1772,2050,1556,1447,1909,1774
"G51021088","2022","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"1600000US5121088","5121088","Dale City CDP, Virginia",20980,1026,320,147,197,411,538,426,783,496,1369,1236,3886,2176,2427,2934,2608,"Dale City CDP, Virginia",2109,581,267,163,179,368,408,385,732,281,587,418,1170,710,683,903,750
"G51035000","2022","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"1600000US5135000","5135000","Hampton city, Virginia",56961,3174,2286,1828,2641,1835,1859,2185,2779,2853,4309,6842,6864,7908,2912,4266,2420,"Hampton city, Virginia",1374,1219,817,765,1072,887,620,1014,871,1187,1247,1531,1674,1854,813,1159,731
"G51047672","2022","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"1600000US5147672","5147672","Lynchburg city, Virginia",29181,2102,1320,1445,1598,1498,1778,1745,1979,1549,1727,2239,3755,2888,1375,1156,1027,"Lynchburg city, Virginia",1138,719,564,765,727,553,572,665,773,670,678,659,1097,616,559,498,450
"G51056000","2022","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"1600000US5156000","5156000","Newport News city, Virginia",75306,3996,3715,3206,3158,2737,3797,2949,2506,3243,5681,9194,11190,6011,5688,4053,4182,"Newport News city, Virginia",1611,907,1144,1181,862,1067,922,1054,820,1016,1263,1595,1454,1478,1328,1046,1062
"G51057000","2022","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"1600000US5157000","5157000","Norfolk city, Virginia",94532,7384,5165,3274,4312,3025,4305,3264,5452,3498,6779,9461,10998,9173,6256,6127,6059,"Norfolk city, Virginia",2064,1632,1255,1152,1150,808,1189,946,1236,1114,1326,1791,1840,1584,1417,1256,966
"G51064000","2022","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"1600000US5164000","5164000","Portsmouth city, Virginia",40178,3452,2562,1487,1433,2415,1800,1426,2337,1547,3206,4957,5162,2965,2015,2096,1318,"Portsmouth city, Virginia",1234,984,1073,843,839,893,957,636,1094,857,1011,1147,1217,877,866,749,747
"G51067000","2022","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"1600000US5167000","5167000","Richmond city, Virginia",106252,10440,6881,3404,4244,3937,4704,4236,4523,3287,8127,8756,12414,7655,6473,7303,9868,"Richmond city, Virginia",1758,1673,1926,908,1058,1101,1250,1144,1182,1161,1633,1837,2099,1313,1529,1577,1411
"G51068000","2022","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"1600000US5168000","5168000","Roanoke city, Virginia",44543,4430,2464,2108,2281,1530,1980,2944,2759,1891,3532,4816,5807,3152,1036,1627,2186,"Roanoke city, Virginia",1642,1246,935,853,817,651,827,1178,1114,872,1183,1241,1300,966,466,657,804
"G51076432","2022","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"1600000US5176432","5176432","Suffolk city, Virginia",38713,1671,1211,930,1532,562,1851,1435,1237,943,2759,3512,5493,3850,3252,4114,4361,"Suffolk city, Virginia",936,678,648,547,759,307,805,677,521,483,984,993,984,814,744,942,822
"G51082000","2022","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"1600000US5182000","5182000","Virginia Beach city, Virginia",179752,8962,4238,3273,4387,4760,5275,4663,6246,6334,14895,19055,22882,21478,15451,17194,20659,"Virginia Beach city, Virginia",2162,1842,1388,930,1218,1477,1204,1082,1263,1675,2097,2165,2726,2225,2155,2047,2378
"G53003180","2022","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"1600000US5303180","5303180","Auburn city, Washington",29356,1054,650,1016,226,422,225,730,1646,418,1610,3395,4235,4498,2732,4075,2424,"Auburn city, Washington",2172,581,507,538,216,242,202,436,948,415,669,1115,1151,1315,1051,1103,690
"G53005210","2022","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"1600000US5305210","5305210","Bellevue city, Washington",62394,2332,725,908,573,988,868,628,1255,1192,2055,2475,4965,7154,4595,8315,23366,"Bellevue city, Washington",2401,685,550,455,329,622,467,483,696,499,802,839,1062,1452,1031,1514,1854
"G53005280","2022","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"1600000US5305280","5305280","Bellingham city, Washington",41746,3170,2131,1596,1820,1281,1178,1865,1617,1290,3134,5046,5460,3862,2804,2306,3186,"Bellingham city, Washington",2187,1029,818,866,805,602,609,902,795,638,1122,1515,1187,1157,808,723,812
"G53022640","2022","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"1600000US5322640","5322640","Everett city, Washington",45146,2917,1964,1036,1011,801,964,1303,2235,1404,3841,3612,7411,4034,4948,4325,3340,"Everett city, Washington",2474,1164,621,557,485,366,413,690,958,566,1311,1103,1644,1076,1088,933,1016
"G53023515","2022","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"1600000US5323515","5323515","Federal Way city, Washington",36005,1603,1502,699,1511,974,743,1133,1292,1145,3302,3813,4560,3906,3276,2922,3624,"Federal Way city, Washington",2582,692,718,478,886,588,570,560,633,737,1062,1188,1374,1250,1004,908,898
"G53035275","2022","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"1600000US5335275","5335275","Kennewick city, Washington",30210,900,1638,490,1351,1945,828,969,527,608,2471,3571,4328,2428,1975,4163,2018,"Kennewick city, Washington",1485,480,873,493,820,863,398,612,377,554,959,1087,1119,881,824,1230,873
"G53035415","2022","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"1600000US5335415","5335415","Kent city, Washington",46661,1607,1260,833,1057,1266,1428,1706,1359,2050,2861,5348,6154,5137,3791,4244,6560,"Kent city, Washington",2559,761,725,491,593,856,484,812,680,879,898,1527,1360,1287,1030,1118,1367
"G53035940","2022","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"1600000US5335940","5335940","Kirkland city, Washington",39983,1162,416,622,240,678,541,619,625,548,1199,2365,5068,4655,2710,5533,13002,"Kirkland city, Washington",1766,630,365,327,216,364,460,476,395,432,593,813,1452,1369,1084,1104,1609
"G53043955","2022","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"1600000US5343955","5343955","Marysville city, Washington",24757,1258,356,421,364,355,364,345,345,370,1459,1760,3973,4085,2945,3874,2483,"Marysville city, Washington",1551,639,259,324,256,212,264,255,277,248,511,611,1201,1013,867,1051,699
"G53053545","2022","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"1600000US5353545","5353545","Pasco city, Washington",25113,720,125,415,761,561,951,1157,1144,1133,1727,3260,4418,2066,1772,2106,2797,"Pasco city, Washington",1141,507,116,301,537,480,609,773,752,707,798,1095,1283,969,728,809,1035
"G53057535","2022","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"1600000US5357535","5357535","Redmond city, Washington",32950,1279,402,0,455,184,761,151,1103,425,487,1826,3331,3276,2672,5239,11359,"Redmond city, Washington",1921,574,437,214,541,220,382,177,974,294,473,812,1141,1060,1005,1638,1511
"G53057745","2022","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"1600000US5357745","5357745","Renton city, Washington",42485,2353,1099,912,1001,1095,1499,1120,756,1139,2815,4083,4887,4799,3704,4831,6392,"Renton city, Washington",2057,897,610,849,615,559,795,554,433,547,952,1127,1401,1126,874,1088,1223
"G53061115","2022","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"1600000US5361115","5361115","Sammamish city, Washington",22146,602,410,181,178,160,46,235,95,234,347,835,1356,845,1490,2994,12138,"Sammamish city, Washington",929,379,456,233,148,157,76,175,113,192,211,359,617,423,489,850,980
