GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHFCE001,AHFCE002,AHFCE003,AHFCE004,AHFCE005,AHFCE006,AHFCE007,AHFCE008,AHFCE009,AHFCE010,AHFCE011,AHFCE012,AHFCE013,AHFCE014,AHFCE015,AHFCE016,AHFCE017,NAME_M,AHFCM001,AHFCM002,AHFCM003,AHFCM004,AHFCM005,AHFCM006,AHFCM007,AHFCM008,AHFCM009,AHFCM010,AHFCM011,AHFCM012,AHFCM013,AHFCM014,AHFCM015,AHFCM016,AHFCM017
"G41005350","2017","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",39301,1863,1196,1311,1424,1114,1573,1359,1701,1987,1994,4875,5858,4796,2738,3015,2497,"Beaverton city, Oregon",1631,814,632,662,596,652,647,622,578,639,733,1177,1339,1083,869,767,738
"G41005800","2017","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",37831,1184,929,1109,2135,1212,1775,1754,2071,1430,2776,5818,5482,4363,1979,2029,1785,"Bend city, Oregon",1674,639,544,661,780,612,961,719,1137,704,956,1583,1433,1469,804,833,751
"G41023850","2017","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",70253,6800,4162,3779,4562,4341,3766,3095,2168,2114,4887,7381,8012,6311,2777,2673,3425,"Eugene city, Oregon",1955,1144,921,940,1106,1050,1013,981,679,669,1150,1384,1349,1152,746,720,885
"G41031250","2017","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",40669,2802,1815,1774,2631,2408,2093,2140,1522,2686,3629,3933,4790,3848,2204,1533,861,"Gresham city, Oregon",2170,1102,658,671,996,825,872,647,628,764,1105,998,956,899,681,480,374
"G41034100","2017","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",38749,965,582,436,1380,596,1597,1381,1668,1560,2811,3114,7782,5247,3493,3973,2164,"Hillsboro city, Oregon",2189,447,374,307,589,298,679,624,635,595,845,1107,1518,1115,941,895,669
"G41047000","2017","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",32615,2680,1931,2025,1498,1524,1416,2263,1747,1543,3722,2838,4236,2300,1084,786,1022,"Medford city, Oregon",1506,769,743,714,589,509,589,814,725,603,803,755,1049,657,558,502,433
"G41059000","2017","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",265700,19780,12636,10585,8883,10648,10987,8845,10270,10142,19448,24893,35062,24149,15539,21851,21982,"Portland city, Oregon",3566,2258,1890,1585,1574,1685,2016,1429,1563,1495,1841,2591,2846,2287,1644,2175,2117
"G41064900","2017","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",58511,3471,2227,3670,2204,3222,3051,2992,2957,2108,5319,6352,8438,6351,1897,2632,1620,"Salem city, Oregon",2236,875,616,960,646,906,929,758,878,845,1363,1188,1467,1342,552,794,494
"G42002000","2017","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",43480,5431,3349,2642,2657,2555,2920,2280,1326,2713,4472,4390,4093,2138,876,884,754,"Allentown city, Pennsylvania",1805,1263,928,995,972,818,886,813,507,878,1244,1146,1211,649,475,327,308
"G42006088","2017","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",27995,2867,1828,1278,1285,956,1920,1382,1125,764,1888,2502,3545,2987,1401,741,1526,"Bethlehem city, Pennsylvania",1994,928,683,613,562,393,611,622,469,404,660,716,910,844,587,345,656
"G42024000","2017","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",38522,4442,2615,3491,2500,2781,1929,2635,1249,2405,2721,3276,4493,1599,1386,768,232,"Erie city, Pennsylvania",1542,1030,612,824,646,951,501,690,618,659,589,801,924,509,750,453,178
"G42060000","2017","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",606142,118288,39902,33911,32109,26105,27327,26458,24728,21332,38251,52228,54268,39672,22176,23371,26016,"Philadelphia city, Pennsylvania",4673,5544,3766,3003,2929,2796,3119,2876,2306,2888,3380,3706,4034,3346,2476,2252,2278
"G42061000","2017","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",137442,14357,10527,8800,9279,6806,7366,4988,5657,5275,8775,12678,14593,9979,5349,5900,7113,"Pittsburgh city, Pennsylvania",3392,2023,1877,1660,1413,1352,1602,1097,1194,901,1246,1612,1694,1079,1042,988,1132
"G42063624","2017","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",28765,4250,2313,2542,2774,2001,2272,1253,1827,861,2371,1973,2460,739,428,233,468,"Reading city, Pennsylvania",1646,1010,1018,801,843,638,796,540,633,429,744,659,694,466,293,169,347
"G42069000","2017","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",31486,3818,2763,2008,2445,2333,2043,1881,799,1462,2066,3544,2284,1905,931,682,522,"Scranton city, Pennsylvania",1998,849,974,536,660,806,709,717,402,549,699,697,568,553,314,355,356
"G44019180","2017","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",28764,1202,1082,1210,1728,1167,897,1060,703,799,1865,3759,3651,3145,2805,1940,1751,"Cranston city, Rhode Island",1878,588,566,542,841,477,454,623,441,420,632,876,797,876,843,565,603
"G44054640","2017","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",27548,2161,1167,2105,1818,2247,1487,1355,1291,1267,1650,3312,2670,1456,1717,1130,715,"Pawtucket city, Rhode Island",1912,698,490,797,671,717,503,518,539,518,542,800,726,520,583,511,324
"G44059000","2017","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",64156,7161,4399,5589,4981,3467,1858,2603,2226,1187,4692,8061,7008,3414,1878,2071,3561,"Providence city, Rhode Island",3046,1570,1110,1406,1300,1129,730,995,831,574,1133,1797,1649,1213,746,722,830
"G44074300","2017","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",33749,1883,1240,1350,1959,671,932,931,840,794,2343,4178,5816,3932,2756,2224,1900,"Warwick city, Rhode Island",1394,639,537,547,560,328,382,362,421,365,751,979,1037,850,873,556,728
"G45013330","2017","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",56780,4068,1506,2740,1710,2273,2756,2277,2751,1789,4940,4903,7271,5674,2885,3288,5949,"Charleston city, South Carolina",2637,1189,545,857,531,845,1024,716,876,749,1423,1020,1705,1244,907,873,1172
"G45016000","2017","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",48202,6079,2514,2983,3368,2783,2416,2425,2325,1627,3048,4285,4507,3003,1513,2274,3052,"Columbia city, South Carolina",2250,1118,685,951,866,836,846,732,658,647,954,1012,957,691,572,682,703
"G45030850","2017","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",31367,2508,1095,1581,1525,1979,1762,2071,1066,1233,2565,2778,3405,2258,1367,1323,2851,"Greenville city, South Carolina",1465,650,416,624,623,720,681,742,491,475,900,692,856,455,439,447,724
"G45048535","2017","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",34298,960,302,431,1049,798,983,357,1083,807,1590,4597,5547,3461,2777,3221,6335,"Mount Pleasant town, South Carolina",1994,674,247,396,705,442,626,283,711,881,769,1484,1510,1374,1277,1075,1501
"G45050875","2017","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",45072,6026,2793,2546,3524,3654,2025,2205,2177,1500,2518,5163,4442,2439,1293,1518,1249,"North Charleston city, South Carolina",2552,1180,1171,935,1066,1031,734,862,753,569,741,1232,1201,689,580,565,672
"G45061405","2017","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",28673,1813,1269,1056,2071,2387,1497,956,1407,983,2411,3700,4070,1304,1279,1062,1408,"Rock Hill city, South Carolina",1774,770,698,529,900,935,573,524,518,493,903,971,962,674,676,565,560
"G46052980","2017","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",29814,2370,1570,2028,1880,2335,1004,821,1327,1686,2743,2328,3558,2299,1186,1303,1376,"Rapid City city, South Dakota",1355,673,570,766,661,950,407,457,543,570,698,618,980,661,421,604,485
"G46059020","2017","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",72873,3247,2531,3399,3445,3442,4328,3197,3419,2896,4329,9546,11050,7205,3676,4016,3147,"Sioux Falls city, South Dakota",1745,900,858,1110,1272,1110,1088,912,885,889,934,1523,1435,1275,1071,893,868
"G47014000","2017","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",75985,6900,4784,6870,3563,4851,5709,4181,2532,3220,6385,6705,6917,4483,2694,2410,3781,"Chattanooga city, Tennessee",2388,1519,1217,1406,972,1127,1228,1030,650,977,1466,1493,1281,1091,857,687,1013
"G47015160","2017","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",56014,4975,1757,2570,2272,2166,3612,3453,1809,1945,5754,5708,8891,5575,2281,1819,1427,"Clarksville city, Tennessee",2149,1112,737,856,625,677,1215,1019,919,704,1332,1238,1669,1262,811,654,568
"G47027740","2017","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",30018,262,719,895,1211,765,706,947,1282,878,2002,2046,3646,4058,2980,3439,4182,"Franklin city, Tennessee",1246,240,438,491,767,478,546,554,661,451,720,770,923,920,916,928,862
"G47037640","2017","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",24077,2679,1999,1564,1291,2167,1010,985,875,1377,1571,2748,1876,1233,1100,816,786,"Jackson city, Tennessee",1441,980,778,771,565,965,582,596,494,664,717,787,599,502,515,483,414
"G47038320","2017","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",27768,2018,2901,2549,2634,1391,2017,2121,1004,1021,1401,1828,2199,1992,731,476,1485,"Johnson City city, Tennessee",2172,787,955,1055,1001,582,700,1126,479,571,515,768,989,743,398,317,554
"G47040000","2017","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",79066,9250,6119,6674,5287,4216,4532,4668,3627,3757,5969,6514,8083,3820,1655,2137,2758,"Knoxville city, Tennessee",2556,1380,1308,1522,1212,777,999,1065,1013,1014,1122,1398,1466,813,505,655,812
"G47048000","2017","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",246518,28834,19171,15984,17479,15457,14930,13060,12136,12760,19547,22818,18867,11952,7808,7231,8484,"Memphis city, Tennessee",4056,2916,2469,2010,2409,1862,2304,2148,1981,2330,2386,2748,2315,1722,1389,1305,1206
"G47051560","2017","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",48694,2678,2650,1213,1167,2532,2680,1546,1760,1221,4979,6956,7583,4651,2438,2919,1721,"Murfreesboro city, Tennessee",1767,1191,1194,659,571,1127,1212,683,715,596,1412,1800,1775,1257,791,959,626
"G47052006","2017","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",273111,17550,10624,10054,12958,10857,11432,12486,15110,11997,27180,31871,35253,25238,12975,13270,14256,"Nashville-Davidson metropolitan government (balance), Tennessee",3958,2390,1608,1776,1809,1770,1780,2005,2242,1670,2929,2710,3344,2570,1848,1832,1740
"G48001000","2017","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",42828,2835,2592,1988,2951,2570,2094,2657,2538,1305,3997,4034,3926,4531,1669,1624,1517,"Abilene city, Texas",1679,822,695,742,912,752,682,907,776,514,1010,1058,1053,1068,590,520,480
"G48001924","2017","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",33446,687,404,603,238,1012,840,646,845,648,1540,4742,3184,3284,3133,4928,6712,"Allen city, Texas",1838,544,472,457,232,557,636,491,548,543,654,1585,1070,1092,958,1299,1500
"G48003000","2017","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",76092,4808,4341,3424,4585,3437,5110,4248,3070,3818,7999,8358,7956,5907,3426,2644,2961,"Amarillo city, Texas",2092,1146,966,697,1223,784,982,1114,1113,1032,1401,1398,1233,1298,918,769,763
"G48004000","2017","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",131485,8107,4522,4762,5839,5414,7757,6059,8893,5548,11396,14713,18170,10711,7463,6838,5293,"Arlington city, Texas",3654,1661,946,1274,1213,1458,1811,1419,1542,1496,2193,1889,2348,1844,1589,1414,1103
"G48004462","2017","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",25319,500,139,1185,455,523,1084,448,421,1333,1274,2317,3029,4995,2281,3183,2152,"Atascocita CDP, Texas",2159,374,166,974,484,623,813,370,359,856,484,1162,946,1477,903,1042,871
"G48005000","2017","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",376509,22077,11287,10401,16848,12992,15307,16051,16772,15338,26471,42781,44388,38841,23524,27937,35494,"Austin city, Texas",6217,2593,1770,1799,2454,2270,2237,2449,2554,2303,2884,4003,3452,3954,2422,2548,3174
"G48006128","2017","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",27188,2204,1304,1705,1725,775,735,1079,1317,822,2496,3839,3442,2723,1253,1346,423,"Baytown city, Texas",2232,854,567,700,566,454,583,667,566,438,950,1044,976,879,670,612,280
"G48007000","2017","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",44960,4015,2759,2857,3079,2358,1608,2618,1663,2925,4180,4761,3934,2711,1948,1854,1690,"Beaumont city, Texas",2389,1125,942,1065,1176,1029,685,1022,609,1206,1320,1129,1096,1044,739,777,619
"G48010768","2017","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",52138,7476,4446,4375,3435,2826,3065,2035,2139,2489,1961,5904,5923,2856,2063,623,522,"Brownsville city, Texas",2207,1478,1430,1108,898,851,844,715,723,949,604,1390,1490,982,861,338,353
"G48010912","2017","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",30998,3704,2205,2142,1720,2039,1185,1684,1612,1658,2379,3203,3131,2310,681,997,348,"Bryan city, Texas",1630,997,1092,852,671,772,720,790,790,713,796,1106,1009,862,425,492,215
"G48013024","2017","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",47064,827,1015,1642,1481,1257,1523,2073,2298,1742,3239,4859,7822,5491,3706,4125,3964,"Carrollton city, Texas",1905,419,480,808,550,563,628,797,875,611,736,1026,1330,1144,781,857,1155
"G48013552","2017","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",22376,495,445,477,632,497,428,359,547,438,1753,1867,3305,3577,1777,3063,2716,"Cedar Park city, Texas",1540,330,466,355,546,472,343,252,392,235,701,658,880,913,589,853,777
"G48015976","2017","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",38829,5978,3510,2463,1986,1611,1315,1027,1832,1482,2457,2495,4682,2203,2492,1225,2071,"College Station city, Texas",2043,1428,1340,1072,821,812,706,585,726,639,880,547,1160,767,876,515,613
"G48016432","2017","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",29297,1357,1181,940,2008,715,1345,1684,1613,734,2672,3670,3803,3256,1048,1953,1318,"Conroe city, Texas",2333,618,697,566,945,508,711,679,894,548,861,1266,1108,964,595,786,746
"G48017000","2017","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",115797,7164,7485,5497,6953,5410,6142,5992,4259,5175,9034,12373,12148,9266,5707,7117,6075,"Corpus Christi city, Texas",2373,1494,1559,1369,1311,1199,1280,1337,1200,1334,1602,2045,1693,1565,1196,1372,1023
"G48019000","2017","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",513084,43595,23058,24889,31481,27347,27871,27254,26825,20412,43019,53147,51158,32029,19945,25039,36015,"Dallas city, Texas",5613,3656,2592,2978,2771,2865,3113,3287,3200,2812,3593,3252,3707,2547,1941,2508,2347
"G48019972","2017","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",49287,4132,2238,2117,3328,3023,2656,2058,2891,1558,3719,3334,6416,4414,2231,2380,2792,"Denton city, Texas",2694,1178,930,719,1013,1115,1010,814,947,618,1223,917,1407,1201,728,843,882
"G48022660","2017","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",26185,2967,1026,2343,665,996,1435,1777,781,388,1481,3283,4380,2066,1191,897,509,"Edinburg city, Texas",1936,1007,566,1102,633,659,857,774,542,325,752,1135,1324,975,677,499,346
"G48024000","2017","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",229156,19354,14933,16246,14412,15181,11721,11062,12196,12258,17987,23655,21643,16677,7331,7370,7130,"El Paso city, Texas",2764,2114,2047,2519,2575,2266,2172,1881,2337,1898,1990,2565,2667,2484,1276,1580,1288
"G48026232","2017","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",25597,368,106,151,190,210,435,595,473,626,537,2024,2739,3393,2227,5232,6291,"Flower Mound town, Texas",1270,258,175,148,162,197,280,437,303,329,259,700,703,799,619,914,972
"G48027000","2017","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",299593,19239,11891,9545,15631,10967,15428,14094,11889,14091,26443,29220,40571,32046,15663,18201,14674,"Fort Worth city, Texas",4906,2301,1813,1804,1997,1929,2388,2191,1679,2297,2975,3151,4071,3400,2495,2445,1951
"G48027684","2017","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",58409,1584,713,1077,1068,1455,1702,695,1551,1475,3107,4095,5697,5554,6308,10062,12266,"Frisco city, Texas",2086,870,459,502,592,757,771,383,781,683,926,1011,1081,1175,1185,1139,1660
"G48029000","2017","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",77072,3748,2027,2043,4246,4363,4056,4413,3936,4022,7347,8364,11330,6587,3761,4034,2795,"Garland city, Texas",2437,903,676,806,1145,1222,987,1247,1025,1073,1242,1591,1636,1173,984,994,829
"G48029336","2017","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",26361,1763,737,469,864,551,1102,1339,1642,1593,1319,2391,4523,1964,2362,1229,2513,"Georgetown city, Texas",2004,980,361,324,567,351,635,585,677,954,549,776,1215,677,886,414,628
"G48030464","2017","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",60843,1875,2149,1825,2522,2171,3162,2335,2044,2061,5732,7814,11004,6056,3724,4665,1704,"Grand Prairie city, Texas",2632,807,782,731,800,843,848,878,904,773,1470,1626,1839,1426,1162,1014,691
"G48032372","2017","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",19945,2398,2154,1719,1051,1024,896,1306,369,625,1789,1914,2007,1376,462,501,354,"Harlingen city, Texas",1374,839,803,764,583,575,434,643,267,322,716,727,610,649,241,292,246
"G48035000","2017","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",837686,74306,38477,47142,47364,44677,44668,37581,40429,35531,67958,75288,84392,60972,34885,39076,64940,"Houston city, Texas",10337,4727,3242,3832,4715,3949,3696,3403,3883,3255,4997,4197,5438,4826,3197,3325,3625
"G48037000","2017","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",84371,2801,2349,2532,2899,3979,3361,3222,5247,3994,8798,10968,10798,8575,4321,6132,4395,"Irving city, Texas",3100,857,871,779,853,1009,831,859,1160,1105,1643,1788,1590,1512,1174,1258,886
"G48039148","2017","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",53350,3784,2579,1538,3983,3719,3697,3643,3504,2624,5440,7702,4188,3742,1716,940,551,"Killeen city, Texas",2227,1089,874,753,1217,1138,1209,1277,1261,931,1318,1627,916,1010,855,505,408
"G48041464","2017","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",70522,7875,4607,4078,3837,4560,4560,2888,3193,3987,5706,6207,7286,5399,2264,2354,1721,"Laredo city, Texas",1816,1467,840,1224,1016,1070,1147,857,937,1256,1309,1250,1872,1370,753,929,767
"G48041980","2017","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",35854,402,467,409,1754,601,1042,324,739,799,2337,4874,4385,4032,5128,4102,4459,"League City city, Texas",1910,269,313,456,952,450,765,354,617,480,1121,1371,1309,1269,1592,1310,1273
"G48042508","2017","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",39357,1040,925,1021,1319,1573,2116,1233,2273,2233,4153,5094,6562,3081,3090,2246,1398,"Lewisville city, Texas",1818,503,481,511,658,683,691,491,802,772,1066,969,1182,793,930,792,670
"G48043888","2017","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",29620,2492,1571,1536,2411,1608,1797,1342,1367,2713,2004,2585,2776,2996,794,492,1136,"Longview city, Texas",1733,974,659,481,906,729,667,629,538,1047,746,741,808,946,454,352,554
"G48045000","2017","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",94480,10785,4016,5687,7413,4795,5708,4726,3754,3051,6659,8196,11070,7105,4129,3680,3706,"Lubbock city, Texas",2750,1841,1066,1263,1893,1034,1560,1246,984,1075,1343,1607,1777,1739,936,854,837
"G48045384","2017","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",46598,5252,3206,4636,2342,1503,3359,1801,1495,1389,4033,3788,3526,4642,1579,2408,1639,"McAllen city, Texas",2236,1245,948,1414,919,645,1205,738,543,637,1231,1310,963,1243,744,999,613
"G48045744","2017","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",61833,2111,1268,1405,1885,1834,1619,2980,2369,1859,3560,3711,8508,7386,5669,7825,7844,"McKinney city, Texas",2257,899,622,806,968,756,551,953,924,597,954,1154,1682,1471,1168,1437,1365
"G48046452","2017","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",22679,529,539,438,528,353,794,280,882,259,1801,2601,4324,2355,2564,2218,2214,"Mansfield city, Texas",1511,392,289,287,452,240,480,180,531,196,966,1163,1221,685,754,689,666
"G48047892","2017","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",44948,2689,1456,2093,1280,2706,1700,2379,2494,2440,4917,6562,6662,3056,1969,1645,900,"Mesquite city, Texas",2431,977,459,900,571,1047,625,782,941,1081,1311,1333,1332,883,717,686,460
"G48048072","2017","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",48729,2203,1495,1636,2516,631,2334,1287,1459,1760,3877,4847,8500,4304,3838,3879,4163,"Midland city, Texas",1558,913,775,790,1110,462,876,528,726,687,1276,1311,1649,1358,923,1020,1101
"G48048768","2017","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",25857,2496,1650,1962,2195,1214,1445,978,862,1646,1522,2099,2711,1563,443,1943,1128,"Mission city, Texas",1633,773,808,985,927,826,816,577,479,929,668,858,1114,724,393,894,569
"G48048804","2017","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",23948,295,739,90,625,396,597,864,662,1062,2348,4020,2820,3542,1607,1497,2784,"Missouri City city, Texas",1943,255,608,115,448,290,470,485,344,768,1083,1059,1041,999,673,624,883
"G48050820","2017","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",29931,1997,811,872,992,997,1415,1037,1582,3044,2495,2797,3870,2433,1743,2290,1556,"New Braunfels city, Texas",1787,779,482,414,627,529,696,686,755,1048,655,845,951,710,703,858,586
