GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,L33E001,L33E002,L33E003,L33E004,L33E005,L33E006,L33E007,L33E008,L33E009,L33E010,L33E011,L33E012,L33E013,L33E014,L33E015,L33E016,L33E017,NAME_M,L33M001,L33M002,L33M003,L33M004,L33M005,L33M006,L33M007,L33M008,L33M009,L33M010,L33M011,L33M012,L33M013,L33M014,L33M015,L33M016,L33M017
"G48026232","2011","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",20887,51,0,162,248,249,45,390,786,1186,495,1143,3000,3175,2743,3324,3890,"Flower Mound town, Texas",1594,84,218,186,404,418,76,562,802,1097,457,792,1247,1039,1437,1181,1517
"G48027000","2011","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",263676,22918,16768,15299,16510,16407,13996,10334,12828,12681,23209,26283,30807,20722,8745,7867,8302,"Fort Worth city, Texas",5998,2800,1970,2235,2469,2552,2276,1593,2185,2262,3580,2952,3614,3809,1610,1626,2360
"G48027684","2011","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",39067,379,387,408,1128,1078,422,635,2592,723,830,2022,7496,5511,4516,5755,5185,"Frisco city, Texas",1815,397,429,486,714,956,420,503,1338,580,636,1047,2070,1422,1396,1777,1701
"G48029000","2011","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",70798,3733,2012,3506,4642,5121,3302,4111,4828,3925,7190,7306,8924,6068,2290,2168,1672,"Garland city, Texas",3110,1170,692,1051,880,1073,952,1020,1218,953,1285,1519,1449,1442,705,653,655
"G48030464","2011","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",58952,3006,2407,3370,3118,3461,3880,3955,2930,3377,4951,6146,8057,4167,1570,3433,1124,"Grand Prairie city, Texas",2720,999,856,1068,1110,1253,1196,1356,958,1167,1322,1440,1583,1170,535,1129,504
"G48032372","2011","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",19372,2465,1670,1620,1915,1658,904,1083,1090,883,1172,1442,1291,1256,233,221,469,"Harlingen city, Texas",1156,636,609,654,557,572,494,482,589,463,541,502,552,551,185,150,294
"G48035000","2011","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",774630,76151,51055,49930,54335,45120,46294,38891,39257,32012,54867,63770,81548,44597,24008,30488,42307,"Houston city, Texas",7511,4730,4238,3151,4627,4029,3993,4037,3795,3329,4478,4570,6063,3721,2839,2899,3518
"G48037000","2011","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",82813,4541,3098,5032,4267,5501,5169,5665,6520,4485,5794,11265,7210,4677,3521,3800,2268,"Irving city, Texas",3476,1175,800,1402,984,1491,1434,1046,1592,1215,1254,2139,1852,1288,1170,1415,1163
"G48039148","2011","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",42852,3040,3207,2855,3556,2115,3160,2164,2435,1433,4728,4289,5203,2540,1394,701,32,"Killeen city, Texas",2423,1097,1061,1006,1585,1074,1137,1355,1008,738,1945,1459,1363,1315,1064,396,54
"G48041464","2011","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",64277,7453,5569,6344,3855,3032,4384,4327,3567,2719,4856,5031,5595,4251,1688,1070,536,"Laredo city, Texas",1624,1456,1264,1612,916,1311,1333,1485,1428,1213,1448,1447,1709,1286,778,623,354
"G48041980","2011","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",28334,1055,137,0,309,616,1936,844,613,1005,2407,3222,4532,4839,2308,2411,2100,"League City city, Texas",1643,882,214,218,281,544,1073,615,513,589,888,1085,1508,1531,908,900,749
"G48042508","2011","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",39310,1612,995,2049,2957,2291,1577,1054,2079,2251,4281,7785,3162,2593,2237,1631,756,"Lewisville city, Texas",3274,830,640,1183,1593,1140,1070,636,1361,1352,1626,2385,1341,1114,1314,849,557
"G48043888","2011","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",31165,3306,1555,2337,1875,2323,1830,1463,1593,1998,2606,2410,3955,1504,758,755,897,"Longview city, Texas",1381,946,656,748,625,793,794,543,659,884,854,699,961,789,477,411,405
"G48045000","2011","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",87311,11290,5032,5191,5947,5696,3904,3580,4213,4826,6395,9006,10019,4855,2177,2569,2611,"Lubbock city, Texas",2543,1935,996,1048,1398,1169,1040,945,1186,1408,1271,1495,1913,1050,613,899,835
"G48045384","2011","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",43459,5640,4029,4196,3746,2392,1474,2898,1909,1557,2230,3015,3852,2567,605,2009,1340,"McAllen city, Texas",2273,1439,1430,1253,1128,899,748,937,867,578,672,981,1015,1143,436,1048,562
"G48045744","2011","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",43609,1560,954,1285,1718,2589,1270,1659,1185,1846,2653,3134,5357,7377,3596,3529,3897,"McKinney city, Texas",2521,741,561,715,947,1139,944,833,729,1182,1179,1376,1446,2198,1538,1526,1344
"G48047892","2011","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",49594,2518,2767,2901,3556,3575,2059,3494,2948,1797,4420,6036,5709,4815,1567,1239,193,"Mesquite city, Texas",2525,1053,913,902,1077,1020,823,1173,779,748,951,1540,1392,1225,671,723,196
"G48048072","2011","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",40734,2841,2086,1977,2345,1526,2041,2090,1233,1643,3916,4361,5531,3388,1434,1810,2512,"Midland city, Texas",1474,778,578,714,784,691,628,618,662,566,1022,996,1132,984,565,680,663
"G48048768","2011","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",21927,1003,1755,1112,2422,1729,1913,780,1259,897,1356,3059,1379,2109,730,306,118,"Mission city, Texas",2649,649,891,621,954,827,1152,592,700,624,1006,1199,703,1076,572,225,194
"G48048804","2011","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",22219,1283,145,532,262,746,533,499,1636,1440,1283,2165,4017,3928,1284,1311,1155,"Missouri City city, Texas",1976,679,170,367,304,542,431,381,914,826,752,919,1333,1138,641,671,623
"G48052356","2011","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",22960,851,687,840,831,897,1137,1016,1719,1009,2209,3105,3661,1745,1289,840,1124,"North Richland Hills city, Texas",1500,472,454,646,690,663,585,494,821,575,688,922,936,628,510,405,502
"G48053388","2011","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",38178,2330,2916,1483,2213,2002,2144,1484,2777,1471,3238,4622,4347,3520,1127,1549,955,"Odessa city, Texas",1301,670,897,606,699,576,749,613,950,649,898,1200,1075,963,531,608,484
"G48056000","2011","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",47729,3965,2417,3677,3343,1622,3043,2083,3034,2141,4680,5607,5117,3820,1154,942,1084,"Pasadena city, Texas",2245,1091,814,930,968,553,1148,841,935,730,1167,1220,1092,1071,676,397,406
"G48056348","2011","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",33632,208,1597,811,471,959,351,529,1952,1693,2174,3566,5560,3201,2985,5362,2213,"Pearland city, Texas",1800,264,1039,622,450,856,347,672,1042,912,1054,1310,1622,1091,1242,1853,1001
"G48057200","2011","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",19866,2773,2994,1125,2275,733,1698,423,525,636,1158,1223,1887,1476,78,694,168,"Pharr city, Texas",1820,1030,1493,562,1039,464,1151,398,482,597,706,692,1343,1191,86,733,280
"G48058016","2011","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",102893,3493,1669,3040,2421,4837,4263,3633,3249,4346,7778,9463,13784,12948,7998,9544,10427,"Plano city, Texas",3523,1073,573,812,962,1502,1257,1133,920,1212,1900,1524,1973,2069,1394,1386,1684
"G48061796","2011","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",37444,2247,906,1412,1633,1778,1387,993,1851,916,3137,5103,4449,3905,2647,2675,2405,"Richardson city, Texas",1806,821,427,613,566,772,660,533,630,451,881,1161,830,903,838,730,710
"G48063500","2011","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",36809,1436,748,1470,1103,1110,1734,2420,1431,1657,2587,3638,5852,5880,2191,1288,2264,"Round Rock city, Texas",2762,1384,498,1004,671,591,548,1406,588,1331,1349,1337,1297,1547,878,546,872
"G48064472","2011","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",35258,3650,3090,2955,2457,2035,2111,1491,1176,1322,2310,4028,3820,2204,929,555,1125,"San Angelo city, Texas",1584,927,820,942,885,695,819,681,488,590,825,1142,874,647,465,431,575
"G48065000","2011","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",482783,45297,29308,31018,34832,31022,28410,26820,25942,22147,40678,48227,48358,30650,14282,14696,11096,"San Antonio city, Texas",6226,4723,2713,3149,3290,2695,3204,2830,2693,2522,3444,4527,3915,2876,1955,2574,1622
"G48070808","2011","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",27425,1021,267,505,434,982,908,364,1149,614,1715,2108,3922,2380,2844,3746,4466,"Sugar Land city, Texas",1442,650,236,334,277,577,617,273,608,385,812,891,1030,782,909,924,1330
"G48072176","2011","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",24409,1698,1365,1672,1687,798,1796,1893,1559,518,1415,2544,2615,2014,729,1484,622,"Temple city, Texas",1479,739,462,765,681,353,702,742,678,284,542,664,771,829,426,655,401
"G48072656","2011","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",38805,884,1629,798,2164,464,1479,1024,1091,546,1394,2483,4147,5043,4525,5201,5933,"The Woodlands CDP, Texas",2931,700,919,524,1357,445,889,694,880,433,696,1362,1197,1240,1467,1328,1489
"G48074144","2011","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",38680,3707,2641,2619,3034,1829,2520,2058,2409,1852,2657,2808,4221,2459,1123,769,1974,"Tyler city, Texas",2005,910,642,749,1067,640,1096,705,896,671,944,917,1056,847,480,409,740
"G48076000","2011","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",45318,8254,3754,3112,3376,2458,3448,2664,2182,2190,2555,3476,3089,1952,1060,962,786,"Waco city, Texas",1808,1310,919,699,932,804,970,790,706,657,777,972,795,554,508,595,472
"G48079000","2011","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",35955,2752,2807,1252,3301,2115,2377,1920,2545,2919,2010,3402,3646,2163,1402,700,644,"Wichita Falls city, Texas",1675,803,806,444,977,560,570,558,699,868,610,835,835,575,586,321,356
"G49043660","2011","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",22358,526,749,614,908,713,1111,478,782,1384,1522,2870,4424,2615,1364,1030,1268,"Layton city, Utah",1339,484,445,478,568,385,612,335,440,637,564,913,1195,1040,620,373,587
"G49055980","2011","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",29903,2858,1940,1993,1561,2877,2201,1029,2149,1657,2677,4295,2055,692,785,669,465,"Ogden city, Utah",1491,692,646,823,594,897,704,423,809,657,964,1004,581,285,322,382,236
"G49057300","2011","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",25662,1455,1383,1181,1834,1322,906,1136,1813,1158,1906,3702,3428,1908,775,1010,745,"Orem city, Utah",1353,547,578,420,738,611,372,437,633,461,559,985,666,680,296,370,263
"G49062470","2011","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",32284,3666,2583,2700,1876,2532,1696,1869,1512,1127,2941,3578,2154,1365,681,1327,677,"Provo city, Utah",1460,894,772,813,662,851,581,761,583,498,822,909,711,546,333,467,452
"G49065330","2011","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",23841,1502,1508,833,1332,1562,1972,1796,1886,1474,1539,2621,2942,873,1185,239,577,"St. George city, Utah",2250,509,774,404,614,741,796,760,918,649,662,857,1104,421,687,202,377
"G49067000","2011","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",74088,8813,3914,4307,4896,3548,5154,4877,3604,3056,5689,7150,6582,4172,2317,2905,3104,"Salt Lake City city, Utah",2874,1191,954,1002,1263,920,1087,1081,939,1043,1044,1270,992,960,564,686,765
"G49067440","2011","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",29097,923,784,1011,1006,1032,1083,907,1393,1309,2088,4189,4655,2754,2089,2358,1516,"Sandy city, Utah",1404,479,319,382,465,492,572,401,548,491,661,771,955,588,714,800,424
"G49082950","2011","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",30470,706,864,1098,1263,1143,1532,1157,1892,1037,2871,5245,5071,4338,1347,566,340,"West Jordan city, Utah",1734,473,536,667,492,644,728,457,761,452,822,1016,994,1096,482,313,208
"G49083470","2011","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",38432,3465,1436,1936,2241,2854,2231,1687,2063,2651,3748,3817,5679,2520,963,990,151,"West Valley City city, Utah",2082,1050,665,752,799,834,810,623,691,795,973,885,961,669,476,426,153
"G51001000","2011","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",64723,2347,1397,1153,2389,1759,1754,3073,1647,2365,4604,6686,8997,7138,4155,6795,8464,"Alexandria city, Virginia",2105,797,669,609,1172,655,731,1168,666,848,1228,1475,1636,1345,1049,1265,1255
"G51003000","2011","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",91386,2915,1426,3025,1531,1717,2412,2398,2084,1597,3614,8773,13922,8768,7775,11773,17656,"Arlington CDP, Virginia",3535,916,634,1392,603,884,785,1123,940,677,1062,1819,2130,2251,1650,2106,2131
"G51014440","2011","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",25066,258,203,81,665,339,683,280,290,477,2668,2982,4783,3284,1987,2524,3562,"Centreville CDP, Virginia",2470,267,239,127,617,316,571,280,324,383,1383,1087,1518,1278,1017,876,1118
"G51016000","2011","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",78004,2765,2900,3624,2453,3192,3987,3342,2605,2840,6457,8739,13078,8999,5654,4887,2482,"Chesapeake city, Virginia",1928,840,896,1083,783,971,783,872,803,912,1356,1551,1847,1321,1071,1221,640
"G51021088","2011","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",19760,658,664,639,206,291,263,948,1105,1078,1442,2027,2993,2778,1357,2097,1214,"Dale City CDP, Virginia",1806,572,580,483,164,232,239,733,506,602,631,699,1036,920,673,663,522
"G51035000","2011","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",51006,3756,3030,2983,2789,2730,3224,2608,2270,2165,4741,5375,6763,4322,1979,1601,670,"Hampton city, Virginia",2026,894,780,861,788,810,1201,793,796,833,1135,1156,1153,1091,584,586,321
"G51047672","2011","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",29648,3988,3124,1677,1548,1487,2381,1806,1863,1159,1934,2132,2326,1846,1073,746,558,"Lynchburg city, Virginia",1213,1088,900,719,669,509,771,662,697,566,728,794,523,609,422,375,288
"G51056000","2011","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",66533,5225,2729,3011,4410,3891,4268,3443,3794,3373,6245,8056,8227,4527,1616,1999,1719,"Newport News city, Virginia",2424,1175,634,848,1320,1065,1081,855,883,804,1277,1598,1323,1124,455,831,585
"G51057000","2011","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",86480,8168,5180,5396,6037,4688,5363,4940,4999,4848,7658,9053,8245,4564,2817,3102,1422,"Norfolk city, Virginia",2758,1191,913,1051,1039,835,942,830,1009,1135,1065,1364,1313,954,636,817,464
"G51064000","2011","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",36207,3578,2515,2144,2650,1593,1980,2421,1869,2065,2728,3770,4452,2024,1130,726,562,"Portsmouth city, Virginia",1115,880,688,545,830,578,592,749,577,666,720,942,973,642,448,332,417
"G51067000","2011","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",84355,12788,6171,4927,5815,4716,4702,3744,4912,3947,6479,6111,8069,4373,2360,2023,3218,"Richmond city, Virginia",2003,1659,1195,967,1128,1060,1007,925,990,1049,1292,1226,1217,910,818,553,700
"G51068000","2011","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",41267,4514,2372,2500,3193,3800,2526,2237,2414,2042,3816,4189,3647,1648,796,1117,456,"Roanoke city, Virginia",1464,979,681,830,813,1190,746,744,833,784,895,927,963,701,485,471,309
"G51076432","2011","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",30199,1252,1319,921,1276,1584,1091,1251,1745,1589,1756,3871,3811,3989,1560,1793,1391,"Suffolk city, Virginia",1129,501,587,435,544,728,524,597,823,586,718,1109,961,1275,676,663,771
"G51082000","2011","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",162521,7482,5286,6136,5143,5728,6776,7364,6322,8237,14943,20791,24190,16536,10502,9599,7486,"Virginia Beach city, Virginia",2517,1428,1101,1289,1108,1161,1541,1339,1099,1528,1745,2451,2195,1835,1542,1397,1079
"G53003180","2011","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",28641,2558,1134,872,1324,1745,1736,1469,1441,1465,2409,3567,3406,2526,1491,1038,460,"Auburn city, Washington",1862,920,588,421,459,755,724,601,763,636,758,1072,1093,823,485,437,331
"G53005210","2011","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",50119,2481,1686,1338,1508,869,1352,2503,1354,1153,2014,5668,8327,5024,4026,3608,7208,"Bellevue city, Washington",1986,1003,557,532,753,482,696,1007,586,528,699,1280,1625,1050,836,740,1354
"G53005280","2011","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",34569,4035,1722,2106,2298,2058,2275,1929,1440,776,2463,4057,4855,1917,832,592,1214,"Bellingham city, Washington",2064,1251,757,802,991,829,722,812,769,420,901,1386,1595,682,474,406,499
"G53022640","2011","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",42150,2825,2488,2348,2001,2923,2789,2188,2788,2861,4210,3027,5161,2973,1325,1312,931,"Everett city, Washington",2156,891,798,880,812,905,857,654,734,972,1185,894,1265,793,553,560,476
"G53023515","2011","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",33917,1886,1873,2024,2338,1914,1629,1541,1619,1223,2785,3399,4124,3211,1415,2030,906,"Federal Way city, Washington",1712,795,990,742,1118,851,663,602,692,564,1053,999,1046,963,671,723,379
"G53035275","2011","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",25596,1447,968,1761,1902,1248,1711,983,1204,979,2840,2443,3922,1766,1467,723,232,"Kennewick city, Washington",1898,771,463,820,797,692,635,495,807,586,791,905,1103,702,708,457,229
"G53035415","2011","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",40716,1746,1591,2377,2921,1269,2310,1640,2006,2733,2755,3866,6802,3781,2109,1692,1118,"Kent city, Washington",1732,785,618,941,814,503,929,669,745,819,836,1025,1196,816,697,745,587
"G53057745","2011","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",37075,1884,2007,1561,1418,1248,1206,657,1778,1938,3330,6193,5371,2772,1684,2492,1536,"Renton city, Washington",2520,1059,760,733,624,605,540,385,921,874,908,1333,1218,971,579,788,875
"G53063000","2011","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",282492,25781,13210,12125,11595,10057,12564,11256,12210,10734,18820,27603,31718,25626,17350,18499,23344,"Seattle city, Washington",4134,2942,1694,2100,1816,1512,2197,1701,1598,1818,2326,2664,2996,2721,1884,2094,2299
"G53067000","2011","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",89725,10002,6334,5581,7192,4844,6162,4748,3349,3833,8060,9546,9775,4476,2024,1760,2039,"Spokane city, Washington",2715,1595,1359,1340,1178,970,1096,1091,981,785,1362,1353,1380,1112,636,506,604
"G53067167","2011","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",35266,2375,3221,1674,2711,1662,2409,1094,2114,1593,3347,4569,4422,2295,838,572,370,"Spokane Valley city, Washington",1653,912,966,497,948,606,680,463,625,434,880,1166,897,774,460,294,248
"G53070000","2011","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",77149,5321,3894,5498,3646,3331,5362,4676,3687,4046,7164,7616,8280,5589,3374,3305,2360,"Tacoma city, Washington",2915,1067,932,1149,1098,840,1244,1087,1033,859,1348,1459,1460,1070,876,929,726
"G53074060","2011","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",67976,5504,3761,3401,3832,4586,2758,4107,2929,3973,8279,6484,8336,3188,3116,2171,1551,"Vancouver city, Washington",2086,1252,1027,984,1066,1067,685,1156,885,997,1454,1011,1360,926,917,773,588
"G53080010","2011","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",33967,2131,3039,3295,3375,2430,2109,1539,1606,1506,3595,2658,3334,1308,1097,585,360,"Yakima city, Washington",1497,798,1226,1199,1081,782,772,621,854,723,987,943,1114,628,566,367,270
"G55002375","2011","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",29028,1539,1930,1774,1778,1316,2031,1148,1406,1791,2653,3126,3902,2006,1478,298,852,"Appleton city, Wisconsin",1437,587,845,720,605,487,570,503,407,666,658,826,963,727,740,183,443
"G55022300","2011","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",26933,2213,2061,2234,1557,1728,1623,1114,1593,890,2570,3131,3010,1341,731,598,539,"Eau Claire city, Wisconsin",1027,772,733,640,590,620,599,420,544,531,766,732,633,482,353,393,317
"G55031000","2011","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",42993,3494,3059,2947,2769,2175,3156,2758,2813,2477,3607,4760,4767,1746,850,809,806,"Green Bay city, Wisconsin",1882,920,792,837,832,755,845,617,705,739,875,968,1009,572,435,346,396
"G55039225","2011","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",36890,4033,2201,2012,2537,1896,1966,1685,1803,1393,3996,3496,4594,2554,1312,685,727,"Kenosha city, Wisconsin",1783,1294,751,719,824,676,671,693,571,541,1118,871,1120,901,563,342,474
"G55048000","2011","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",99839,9397,4764,4601,5596,4748,5178,3858,4655,4722,7411,10506,13805,7711,4041,5316,3530,"Madison city, Wisconsin",2912,1640,1107,1096,1225,1043,1144,949,916,1027,1489,1567,1549,1590,985,1222,831
"G55053000","2011","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",229927,30780,21221,19783,17932,14382,16253,13630,11369,9979,17485,19226,17203,10713,3812,3826,2333,"Milwaukee city, Wisconsin",3234,2306,2032,2002,1856,1752,1790,1669,1619,1523,1717,1750,1647,1529,689,951,746
"G55060500","2011","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",24799,1934,1624,2505,2325,1179,1336,1701,1373,1403,2148,2580,2258,1255,294,514,370,"Oshkosh city, Wisconsin",1430,642,729,1069,692,526,649,742,663,513,566,773,626,502,237,407,233
