GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,L33E001,L33E002,L33E003,L33E004,L33E005,L33E006,L33E007,L33E008,L33E009,L33E010,L33E011,L33E012,L33E013,L33E014,L33E015,L33E016,L33E017,NAME_M,L33M001,L33M002,L33M003,L33M004,L33M005,L33M006,L33M007,L33M008,L33M009,L33M010,L33M011,L33M012,L33M013,L33M014,L33M015,L33M016,L33M017
"G15071550","2011","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",127512,10011,6814,5127,5407,5060,5614,6949,7309,6743,10592,12151,16764,11388,5797,6740,5046,"Urban Honolulu CDP, Hawaii",3272,1794,1247,1118,1188,1044,1232,1215,1504,1554,1489,1767,1843,1780,1056,1130,812
"G16008830","2011","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",85464,6028,6369,6541,5539,5746,6012,5074,3660,4503,5896,7293,8050,6569,3268,3012,1904,"Boise City city, Idaho",2636,1485,1320,1861,1266,1346,1444,1229,1076,1408,1086,1390,1822,1308,858,951,839
"G16052120","2011","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",27758,1193,482,1628,1227,1885,1040,941,1096,2210,3352,3707,4626,1302,1420,1282,367,"Meridian city, Idaho",1767,892,447,796,695,1345,676,633,686,1217,1379,1513,1554,896,1252,814,431
"G16056260","2011","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",28300,2959,1893,2207,1581,2469,1842,3316,1938,1325,1342,2641,1699,1784,1160,110,34,"Nampa city, Idaho",1986,1191,869,1027,735,832,860,1400,833,770,719,1096,812,1046,888,193,56
"G17002154","2011","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",32149,1367,501,900,1762,887,1278,1194,1348,1313,2503,2705,4726,3956,1874,2990,2845,"Arlington Heights village, Illinois",1975,677,270,439,701,529,504,520,596,667,1062,864,1146,973,550,842,755
"G17003012","2011","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",58723,2447,1573,2383,2115,3085,2810,3252,1962,2760,5107,6097,9101,4628,4459,2629,4315,"Aurora city, Illinois",3664,896,760,871,744,1050,1103,1171,974,1039,1256,1474,1986,1323,1306,1301,1452
"G17006613","2011","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",30164,1290,1439,1895,1281,754,1101,2395,1319,1366,2528,3068,3765,3127,1316,1689,1831,"Bloomington city, Illinois",1380,507,501,712,649,339,444,805,552,595,883,808,804,910,496,548,667
"G17007133","2011","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",21448,251,1151,866,943,705,429,1525,753,407,1668,2731,3432,2400,1610,1452,1125,"Bolingbrook village, Illinois",1816,219,718,550,540,429,298,769,488,262,759,843,967,823,793,825,687
"G17012385","2011","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",32280,6316,1664,2406,2732,2112,1690,1330,1078,914,2314,2733,2587,1859,527,885,1133,"Champaign city, Illinois",1917,1362,704,921,759,688,674,614,521,384,831,659,649,633,315,348,410
"G17014000","2011","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1016342,121007,64775,64635,62335,54272,56738,49308,44456,38809,74665,91159,104441,64970,35193,44427,45152,"Chicago city, Illinois",8953,5015,4264,3900,3926,3806,3596,3208,3760,3306,4731,4806,5453,3487,3104,3223,3135
"G17014351","2011","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",21825,1242,1131,1252,1507,1946,2181,1833,571,1108,1881,2865,2448,876,479,328,177,"Cicero town, Illinois",1333,477,557,640,576,771,710,847,374,485,662,843,777,553,422,253,228
"G17018823","2011","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",29964,3186,2223,1896,2455,2042,1721,1497,1636,1621,2563,3240,2643,1312,353,899,677,"Decatur city, Illinois",1377,727,474,677,607,675,568,430,459,442,815,721,755,454,186,422,330
"G17023074","2011","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",35188,2501,1196,2150,2226,1535,1741,1358,1536,1317,3014,4011,5327,3038,1561,1506,1171,"Elgin city, Illinois",2933,1060,578,971,908,584,924,691,726,660,1105,1052,1400,1375,726,707,635
"G17024582","2011","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",31866,2810,1741,1541,1323,1260,1361,1244,1681,1087,1879,2749,2855,3073,2398,1821,3043,"Evanston city, Illinois",1935,1036,776,615,631,540,592,629,535,530,731,826,729,733,755,560,713
"G17038570","2011","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",47609,2304,1911,2542,1962,3072,2343,2211,1823,2005,4986,4832,7601,3687,2971,2555,804,"Joliet city, Illinois",2540,720,757,790,612,1083,873,780,663,808,1219,1397,1667,1076,1165,1085,422
"G17051622","2011","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",47768,733,1062,890,967,313,1762,1080,1328,1415,2990,2894,6173,5306,3527,6441,10887,"Naperville city, Illinois",1854,462,462,434,529,317,682,457,721,560,1127,769,1420,874,1054,1238,1914
"G17057225","2011","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",24917,1413,201,1182,1240,1422,658,1165,1297,802,1962,3109,3312,2305,1635,2206,1008,"Palatine village, Illinois",1753,653,252,543,667,773,394,573,684,396,721,833,985,595,551,732,387
"G17059000","2011","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",46485,4543,3047,4052,3456,2225,2390,2655,2548,1880,3671,3579,4732,3178,1422,1748,1359,"Peoria city, Illinois",1785,905,879,991,1050,672,664,936,790,656,1025,782,971,1025,514,726,450
"G17065000","2011","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",58270,9230,4014,5392,4559,3317,3194,3031,2631,2808,4826,4343,5434,1822,822,1319,1528,"Rockford city, Illinois",1987,1455,740,947,725,789,706,792,747,880,1058,877,958,458,383,552,493
"G17068003","2011","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",29274,1658,544,1009,1011,845,849,1199,1749,1660,2631,3205,5278,2682,2163,1738,1053,"Schaumburg village, Illinois",1989,824,346,479,537,431,470,451,729,641,910,1064,1291,714,673,674,520
"G17070122","2011","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",23841,2226,1190,1478,941,1533,442,785,1003,617,1356,3123,3480,1631,1284,1500,1252,"Skokie village, Illinois",1669,875,673,589,482,744,270,452,545,311,675,853,946,454,467,556,444
"G17072000","2011","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",51468,5421,3055,3824,3130,3123,2742,2422,2214,1751,4825,4283,5498,4270,1899,1855,1156,"Springfield city, Illinois",1714,881,789,983,744,820,831,696,627,557,1021,889,905,910,606,527,351
"G17079293","2011","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",27980,2069,1451,1587,2646,2065,1758,1909,954,962,2089,3024,2911,1869,1162,655,869,"Waukegan city, Illinois",1736,703,588,720,813,678,695,619,390,443,642,679,902,858,481,330,521
"G18005860","2011","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",30404,8172,3300,1814,2158,1694,1318,1342,1055,925,1679,1740,2058,1235,390,469,1055,"Bloomington city, Indiana",1962,1598,997,662,757,643,624,628,452,460,516,588,677,431,279,273,511
"G18010342","2011","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",28488,834,541,324,360,270,1821,874,321,173,1803,606,3923,3286,2675,4077,6600,"Carmel city, Indiana",1761,736,408,248,280,205,941,654,297,187,721,325,1213,1240,895,1415,1534
"G18022000","2011","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",50843,5678,4491,3761,3361,2664,4739,3228,2770,2610,4665,4214,4318,2097,837,505,905,"Evansville city, Indiana",1908,1188,996,894,819,700,1144,927,871,615,986,810,1052,636,355,276,481
"G18023278","2011","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",26557,0,550,84,410,963,931,529,961,753,2476,3502,3554,4056,1790,3596,2402,"Fishers town, Indiana",1907,190,551,147,359,985,637,711,943,651,1216,1628,1184,1223,852,1262,1058
"G18025000","2011","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",101313,10003,7037,7203,5753,5637,6129,5698,6269,4561,10136,10814,10208,5391,2949,1403,2122,"Fort Wayne city, Indiana",2133,1428,1138,1188,1050,1104,1229,1036,994,908,1537,1435,1228,1032,744,462,820
"G18027000","2011","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",30362,6639,3375,2705,2479,1843,1448,1662,1332,931,2425,1458,2674,534,464,188,205,"Gary city, Indiana",1624,1133,826,692,665,512,495,535,585,403,766,484,976,326,406,139,187
"G18031000","2011","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",27714,3382,2420,1742,2220,2162,1716,2056,1074,851,2937,2140,2941,1143,466,372,92,"Hammond city, Indiana",1440,859,668,601,744,640,549,789,423,408,777,601,736,497,331,311,109
"G18036003","2011","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",324438,33002,21269,22763,24896,19668,23559,20280,15713,13760,27341,27872,33739,18226,8477,7637,6236,"Indianapolis city (balance), Indiana",4766,3072,2447,2202,3304,2371,2308,2820,1850,1768,3041,3219,2784,1791,1272,1389,992
"G18040788","2011","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",27479,3241,1679,1677,1523,1631,2201,2271,1446,1309,2577,3258,2813,678,518,568,89,"Lafayette city, Indiana",1506,969,583,536,477,562,847,642,575,524,659,789,772,267,262,407,116
"G18051876","2011","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",26746,4858,2854,2533,2492,1469,1873,1445,1627,1108,1537,2032,1429,883,201,169,236,"Muncie city, Indiana",1717,1025,868,524,571,587,611,470,631,436,527,628,534,371,189,171,226
"G18071000","2011","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",40552,5031,4214,3350,3294,3117,2768,2583,2266,2071,2473,3387,2382,1642,766,343,865,"South Bend city, Indiana",1907,996,978,863,743,821,743,727,528,628,659,809,576,432,415,214,418
"G19012000","2011","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",52909,3198,3887,2518,2496,2923,2686,2561,2579,3367,5446,5002,6268,4064,2657,1753,1504,"Cedar Rapids city, Iowa",1864,845,966,765,732,701,737,687,772,995,1275,994,962,931,763,607,462
"G19019000","2011","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",40379,4004,2809,1934,2727,2757,3366,1560,2376,2808,3835,3710,4140,2238,1116,623,376,"Davenport city, Iowa",1341,884,728,568,721,849,763,500,878,759,982,860,872,571,450,302,192
"G19021000","2011","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",80140,7549,4183,4104,6260,5652,5141,4817,4469,2935,7467,8609,10207,3831,1791,2253,872,"Des Moines city, Iowa",2177,1398,904,922,1144,1191,1047,974,859,855,1215,1175,1485,923,539,606,271
"G19038595","2011","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",27147,3519,2448,2043,1010,2004,937,1341,965,1207,2326,2032,2450,1924,1182,609,1150,"Iowa City city, Iowa",1645,963,915,684,420,783,408,533,390,440,763,664,717,654,448,311,491
"G19073335","2011","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",31489,2929,2534,2348,2140,2220,2356,1975,1623,1326,2416,3576,2177,1763,495,1120,491,"Sioux City city, Iowa",1051,784,646,677,621,691,761,709,660,452,804,759,676,704,285,537,311
"G19082425","2011","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",27435,2768,1892,2002,2248,1978,2519,1652,1918,1581,2256,2581,1577,1508,267,269,419,"Waterloo city, Iowa",1138,586,686,570,694,617,609,470,549,566,495,532,375,530,157,162,267
"G20036000","2011","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",52494,6375,4172,3791,3487,4441,2642,3717,2392,2447,4743,5503,4773,2193,927,623,268,"Kansas City city, Kansas",1417,1006,912,842,683,916,674,824,636,702,885,1082,870,556,439,339,179
"G20038900","2011","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",34960,4304,1838,1909,1510,2076,2625,1546,2315,1505,2921,3133,3553,2592,1256,1262,615,"Lawrence city, Kansas",1544,1133,771,676,655,983,754,676,839,774,891,976,976,672,665,532,332
"G20052575","2011","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",46194,1742,1391,1503,1206,1414,1457,1537,2486,1460,3401,5959,7204,6012,3708,3527,2187,"Olathe city, Kansas",1898,700,615,802,485,627,448,551,817,491,964,1207,1302,1116,840,962,734
"G20053775","2011","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",69617,2434,1683,2633,2807,3832,3306,2461,2632,2681,6374,8291,9081,6104,4687,5863,4748,"Overland Park city, Kansas",2153,845,714,757,941,1345,876,728,854,845,1086,1136,1316,1122,973,1376,994
"G20071000","2011","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",52869,5822,3222,3671,3803,3946,4801,2670,3531,1772,3632,4900,5334,2427,1293,1031,1014,"Topeka city, Kansas",1593,1139,824,937,935,1149,999,767,811,670,809,1040,1156,811,502,392,508
"G20079000","2011","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",149045,11784,8555,10578,8924,9626,9563,7830,8637,5898,12033,15889,19556,9582,3548,3549,3493,"Wichita city, Kansas",2737,1472,1428,1687,1151,1483,1400,1343,1613,1215,1711,1660,2102,1155,860,912,916
"G21046027","2011","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",122746,12565,7353,7477,6638,5173,6896,5224,5948,6821,9890,11029,11957,9302,6257,4302,5914,"Lexington-Fayette urban county, Kentucky",2283,1752,1560,1634,1290,1089,1320,1223,1134,1452,1640,1367,1595,1672,1171,1077,1520
"G21048006","2011","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",238403,23244,16232,17397,15092,14444,14256,12694,11159,10562,18283,23557,22829,13737,8943,7213,8761,"Louisville/Jefferson County metro government (balance), Kentucky",3828,2319,1955,2010,1793,1834,1569,1688,1741,1532,2095,2171,2201,1714,1309,1283,1267
"G22005000","2011","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",88879,12349,6844,7251,5171,6041,4487,4485,4002,2985,6902,7466,9548,5520,1952,2547,1329,"Baton Rouge city, Louisiana",2687,1704,1323,1229,1015,1421,1050,1139,960,807,1369,1675,1664,1257,685,726,481
"G22039475","2011","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",24892,2451,1705,1511,1399,1565,2413,1059,1662,1098,1879,1780,3012,1075,758,796,729,"Kenner city, Louisiana",1434,753,693,507,550,674,872,505,661,436,702,559,932,506,349,350,391
"G22040735","2011","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",50959,6543,4051,3094,2909,2814,2716,2351,2612,1675,3859,5367,3866,3575,1978,1395,2154,"Lafayette city, Louisiana",2259,1743,1256,1056,949,1138,1128,919,762,680,1023,1280,923,951,786,611,800
"G22041155","2011","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",28717,4381,2748,2398,1502,2402,1615,1664,1360,536,2391,1666,2340,1532,428,1155,599,"Lake Charles city, Louisiana",1763,968,876,913,460,885,616,482,744,366,773,703,814,595,261,499,329
"G22050115","2011","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",57742,5203,3335,2358,3773,4036,3673,2380,1916,2591,4649,4704,7627,5215,2419,1699,2164,"Metairie CDP, Louisiana",2523,1161,826,654,967,952,942,749,596,790,1010,840,1205,1029,659,546,573
"G22055000","2011","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",147786,24995,11945,11560,9131,8108,8084,6614,6132,6241,8670,11542,12787,8360,3966,4496,5155,"New Orleans city, Louisiana",2745,1880,1493,1551,1219,1096,1270,1069,1042,1086,1181,1344,1427,979,782,926,650
"G22070000","2011","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",78209,10803,5423,5381,5658,5971,4560,3563,4279,3096,4964,5861,7014,4105,2270,2238,3023,"Shreveport city, Louisiana",2035,1485,1158,1137,1426,1480,957,1054,915,889,1261,1137,1211,1074,797,682,879
"G23060545","2011","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",30576,2650,3384,1835,2445,1150,1550,1517,1062,1168,2959,2226,3318,2051,857,883,1521,"Portland city, Maine",1545,800,1014,625,693,470,510,491,422,380,825,582,678,598,337,540,516
"G24004000","2011","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",239251,36546,18564,16171,14266,12774,13384,10737,10114,9152,20788,21540,21767,14370,6344,7637,5097,"Baltimore city, Maryland",4011,3443,2245,1950,2055,1590,2034,1549,1455,1445,2022,2313,2241,1722,1137,1426,874
"G24019125","2011","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",41172,838,1083,389,1011,2282,1444,1228,929,1245,2557,2861,6074,5597,4052,5034,4548,"Columbia CDP, Maryland",1939,516,611,272,601,988,962,710,428,560,948,958,1188,1363,1063,1152,930
"G24026000","2011","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",24553,1205,291,349,392,920,504,935,615,378,1005,1743,3514,1688,2442,4024,4548,"Ellicott City CDP, Maryland",1666,808,293,283,301,735,278,578,345,252,545,580,1104,635,646,1079,886
"G24030325","2011","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",25507,1599,1095,720,663,1503,1392,947,1055,1157,2431,3069,3547,2122,1487,1616,1104,"Frederick city, Maryland",1708,694,563,465,467,850,594,632,501,750,847,923,930,815,802,729,503
"G24032025","2011","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",31097,1040,512,415,1074,962,1628,1987,1168,1297,2289,3198,3879,3730,3505,2033,2380,"Germantown CDP, Maryland",2580,618,480,279,668,1003,991,874,743,729,1145,1167,1126,1070,1239,848,1008
"G24032650","2011","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",26580,1519,438,870,1336,1325,2022,969,832,821,2678,3546,3622,2640,2127,797,1038,"Glen Burnie CDP, Maryland",1824,662,270,702,678,691,1054,625,438,357,901,983,1046,868,712,570,531
"G24072450","2011","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",30994,1628,879,760,1779,560,1238,1287,1161,1069,3166,3112,3612,3305,2468,2152,2818,"Silver Spring CDP, Maryland",1978,765,439,479,750,391,762,625,595,575,968,897,983,1057,733,643,635
"G24081175","2011","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",24757,1401,469,843,339,279,707,784,882,738,1258,2609,4905,2954,3011,2682,896,"Waldorf CDP, Maryland",1539,737,318,611,257,237,438,643,494,458,645,873,1256,800,804,760,432
"G25007000","2011","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",251745,35653,18387,14755,10663,9461,10487,9561,9011,9082,15014,22600,27454,17781,12596,12890,16350,"Boston city, Massachusetts",3435,2371,2165,1598,1543,1432,1486,1584,1410,1436,1830,2138,1929,2322,1812,1457,2190
"G25009000","2011","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",33720,3870,2418,1783,2471,1720,1661,1325,1658,1684,2428,3883,4348,1604,1715,771,381,"Brockton city, Massachusetts",1524,861,719,671,744,667,676,586,702,679,832,1008,913,543,761,416,275
"G25011000","2011","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",44804,3244,1864,1938,1222,1159,2116,1779,1892,1860,2798,4041,4798,5055,3426,3357,4255,"Cambridge city, Massachusetts",1831,902,707,842,472,451,827,587,626,640,813,977,1001,1122,806,910,750
"G25023000","2011","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",38126,4693,3732,2655,3574,2680,2188,2156,1640,1706,1985,3794,3827,1751,866,305,574,"Fall River city, Massachusetts",1978,1012,940,926,1002,900,759,696,654,700,599,937,999,527,339,235,342
"G25024960","2011","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",26188,1363,1241,1505,982,1203,1578,425,719,1445,1787,2420,3793,2807,1811,1831,1278,"Framingham CDP, Massachusetts",1789,558,545,598,511,599,775,260,366,755,650,698,1006,938,593,683,475
"G25034550","2011","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",28433,4192,3120,2614,1923,2002,1678,1155,1280,1026,1544,1958,2411,1910,685,522,413,"Lawrence city, Massachusetts",1156,888,862,826,669,642,606,560,455,509,519,675,582,719,400,422,419
"G25037000","2011","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",38359,2899,3208,2073,1933,1791,2008,1330,1372,1891,4231,4498,5160,2352,1646,1436,531,"Lowell city, Massachusetts",2026,639,923,748,697,591,751,657,537,673,1043,1016,1252,714,544,569,266
"G25037490","2011","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",33831,3422,2409,2242,2872,1223,1496,1888,1574,1267,2395,3723,3662,2490,1230,1330,608,"Lynn city, Massachusetts",1513,813,746,684,838,516,552,719,563,472,723,897,836,834,519,506,365
"G25045000","2011","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",38670,3921,3242,3022,2838,2489,2414,2334,1699,2485,2831,3163,3717,1609,1268,1021,617,"New Bedford city, Massachusetts",1515,867,772,869,797,779,661,799,640,692,674,924,747,549,512,441,351
"G25045560","2011","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",31852,1374,1341,1058,1226,852,670,711,602,289,1336,1692,3050,3959,1788,3713,8191,"Newton city, Massachusetts",1603,649,654,499,505,349,383,397,267,284,492,536,775,875,437,787,1014
"G25055745","2011","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",38730,2356,2566,1697,2287,1356,1518,1589,1980,1003,2383,3855,5940,3700,1975,3493,1032,"Quincy city, Massachusetts",2009,695,1021,666,941,637,662,612,977,548,894,1123,1240,1155,633,1035,463
"G25062535","2011","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",32108,3224,1171,1614,1673,519,832,1100,1396,866,3246,3223,5322,2861,1224,2447,1390,"Somerville city, Massachusetts",1929,880,507,661,672,287,456,583,633,423,950,924,1190,764,512,777,561
"G25067000","2011","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",55857,10009,4916,4949,3647,3134,3288,2723,2343,1364,4290,4856,5300,1668,1216,1320,834,"Springfield city, Massachusetts",2338,1528,983,1020,1096,930,836,746,659,429,1016,1065,1117,485,448,694,530
"G25082000","2011","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",68687,8369,4164,4346,4669,4037,2931,3532,3632,3044,5376,6356,6776,4108,2619,2738,1990,"Worcester city, Massachusetts",2301,1371,1062,1111,1249,1066,882,906,1056,899,1162,1348,1303,1143,787,754,502
