GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G40055000","2013","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",232102,19059,10588,12391,14886,13465,14377,14560,13935,10152,17707,24074,25384,16940,8836,8049,7699,"Oklahoma City city, Oklahoma",3631,2302,1476,1502,1848,1700,1872,1674,1874,1487,1761,2418,1988,1930,1303,1257,1174
"G40075000","2013","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",162992,15736,10894,10635,11767,10634,9663,8766,8927,6596,13231,16098,14589,8777,5314,6003,5362,"Tulsa city, Oklahoma",2104,1229,1106,1184,1340,1275,1150,1094,944,857,1382,1543,1376,989,788,890,707
"G41005350","2013","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",38494,1878,1887,2160,2385,1277,1530,1873,1977,1871,3364,2861,5977,3743,2370,2267,1074,"Beaverton city, Oregon",2085,819,763,899,848,703,657,796,821,778,1108,970,1427,1013,805,761,468
"G41005800","2013","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",30413,2631,1299,1697,2299,2430,1598,1740,1022,914,1795,2958,4107,1738,1443,1414,1328,"Bend city, Oregon",2089,1016,698,785,870,984,761,702,527,564,693,980,1142,673,695,771,762
"G41023850","2013","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",65201,9034,4496,3380,3752,3090,2893,3006,2430,3257,4911,7616,5587,4330,2451,2721,2247,"Eugene city, Oregon",2453,1574,1150,984,976,819,779,833,759,861,926,1454,1046,878,760,751,704
"G41031250","2013","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",38775,3135,1822,2860,3096,2605,1523,2098,1803,1907,3163,4267,4197,2981,1634,1139,545,"Gresham city, Oregon",1884,1001,538,907,953,986,463,707,713,820,892,1052,1040,746,607,492,288
"G41034100","2013","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",34941,1489,1534,1637,1532,1187,1595,2366,1491,2295,2153,3192,6102,2935,2015,1632,1786,"Hillsboro city, Oregon",1807,663,710,529,803,508,707,939,677,961,691,868,1113,773,704,575,640
"G41047000","2013","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",29201,3087,1256,2050,2048,2664,1584,1983,1456,1574,1908,3245,2966,1445,629,791,515,"Medford city, Oregon",1723,951,530,660,770,859,657,580,623,583,616,829,904,527,315,490,334
"G41059000","2013","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",253021,22437,13672,10776,10636,12342,12445,12842,11367,10356,18017,22542,34808,22509,11385,11597,15290,"Portland city, Oregon",3082,2697,2064,1602,1483,1810,1983,1877,1724,1786,2001,1859,2823,1849,1341,1301,1994
"G41064900","2013","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",59637,4669,4908,2991,4420,2543,5224,2349,3706,2342,4106,6589,6823,4048,2536,1576,807,"Salem city, Oregon",2525,1110,1273,975,1106,860,1392,720,1186,868,853,1172,1083,1118,873,489,428
"G42002000","2013","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",39767,4668,4259,2775,2253,2842,2102,2666,1961,1950,2865,4782,3524,1840,544,465,271,"Allentown city, Pennsylvania",1938,1095,1100,701,807,830,725,808,554,735,926,1117,785,575,311,294,196
"G42006088","2013","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",29325,2908,1699,1695,1722,1855,1992,1589,1128,1379,2629,2448,3404,1868,1026,1478,505,"Bethlehem city, Pennsylvania",1569,1042,592,554,604,735,786,511,461,445,721,597,544,765,476,565,312
"G42024000","2013","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",40914,5109,3963,3961,3343,2302,2722,2269,2931,1683,3168,3369,3154,1582,639,568,151,"Erie city, Pennsylvania",1698,1015,1048,800,736,596,606,749,848,637,830,766,728,505,401,356,126
"G42060000","2013","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",582528,89630,43536,40521,37630,31265,33753,32834,30201,23635,41850,45985,52380,30300,19569,15349,14090,"Philadelphia city, Pennsylvania",4670,5155,3419,3135,2734,2503,3017,3126,2994,2664,3503,3713,3163,2738,2477,1933,1665
"G42061000","2013","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",130418,16615,9299,8256,7541,7285,7058,6713,5546,5943,10438,11415,12748,7248,3742,4811,5760,"Pittsburgh city, Pennsylvania",3608,1760,1347,1099,1140,1281,1041,1053,908,1178,1282,1408,1528,984,865,986,934
"G42063624","2013","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",29758,4926,3816,3373,2634,1718,2650,1520,1548,859,1487,1741,1654,990,242,434,166,"Reading city, Pennsylvania",1684,1193,962,928,813,520,831,584,575,518,600,598,524,413,146,319,99
"G42069000","2013","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",26682,2956,2048,2191,1940,1501,1555,1347,1670,1252,2784,2462,2107,1568,473,453,375,"Scranton city, Pennsylvania",1541,688,663,573,640,419,512,506,560,398,702,684,469,467,208,223,190
"G44019180","2013","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",29837,1964,1423,1299,1487,1496,1683,993,1133,365,2676,2949,4814,2657,1940,1833,1125,"Cranston city, Rhode Island",1656,803,548,608,652,689,835,617,585,258,765,940,1100,658,798,577,522
"G44054640","2013","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",25592,3426,1756,1879,1665,963,1320,1500,1318,1193,2220,2398,3100,1227,533,952,142,"Pawtucket city, Rhode Island",1630,856,550,618,672,428,482,510,553,485,738,707,860,478,290,408,131
"G44059000","2013","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",60595,9407,5224,4772,3374,4339,2395,2317,2718,2228,3416,5180,5542,2923,1831,2957,1972,"Providence city, Rhode Island",2552,1661,1137,1162,1042,1188,610,753,728,879,1042,1144,1190,784,648,997,639
"G44074300","2013","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",35424,2116,1359,1808,2028,896,860,826,1400,1144,2628,4906,5394,4569,2041,2097,1352,"Warwick city, Rhode Island",1468,599,573,775,773,476,413,422,557,586,637,1092,997,933,514,557,519
"G45013330","2013","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",54364,5355,2980,2621,1956,2694,2586,2337,3085,1545,3916,5090,6208,4097,2732,3316,3846,"Charleston city, South Carolina",2196,1083,921,1030,756,867,836,719,957,573,1033,1002,1147,929,772,895,836
"G45016000","2013","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",44222,6879,2653,1842,2422,2546,2669,2587,2334,1834,2482,4874,3585,2813,1199,1425,2078,"Columbia city, South Carolina",2186,1164,666,529,550,737,688,770,885,580,603,1142,823,667,493,433,475
"G45048535","2013","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",28482,1147,303,521,987,818,529,1029,1512,1166,2081,2751,3974,4074,1413,3707,2470,"Mount Pleasant town, South Carolina",1860,654,246,409,656,502,317,613,775,917,790,919,1217,1209,611,1419,891
"G45050875","2013","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",37024,3545,2636,3133,2906,2291,1232,2368,2410,1579,2768,3868,4557,2214,439,783,295,"North Charleston city, South Carolina",2046,1053,772,781,942,721,437,878,1073,551,712,1037,1024,775,302,524,246
"G45061405","2013","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",26168,2601,2268,1896,1494,1303,2022,1532,720,1557,2243,1688,3100,2020,682,607,435,"Rock Hill city, South Carolina",1444,729,951,813,569,555,788,694,409,634,732,545,832,805,344,350,250
"G46052980","2013","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",28684,2363,2077,1779,1549,1804,1763,1506,1516,1318,2172,3213,3083,2277,540,943,781,"Rapid City city, South Dakota",1116,759,786,683,617,657,623,476,523,567,611,1039,695,738,272,529,430
"G46059020","2013","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",66504,3501,2822,2611,3382,4394,4399,4333,3624,3111,6762,7390,8984,4490,2018,2030,2653,"Sioux Falls city, South Dakota",1548,1064,850,1014,1015,1063,891,1304,981,844,1365,1531,1451,950,622,676,787
"G47014000","2013","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",68523,8220,4602,5201,4852,4807,2738,4233,4403,2236,5970,5958,6246,3219,1984,2087,1767,"Chattanooga city, Tennessee",2342,1288,1153,1247,991,1054,801,1111,1053,754,1353,1149,1382,841,669,648,521
"G47015160","2013","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",50911,4994,2459,1725,2756,2262,3714,2382,3698,2324,6006,7413,5633,2666,1434,1027,418,"Clarksville city, Tennessee",2018,1201,821,643,677,815,994,713,920,732,1381,1359,1075,829,610,538,275
"G47027740","2013","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",26966,784,1015,502,1327,1515,444,440,1505,914,1750,2034,3970,2641,2177,3129,2819,"Franklin city, Tennessee",1269,548,507,359,624,685,278,357,736,457,714,672,1172,726,724,948,861
"G47037640","2013","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",25638,3521,2193,2058,1504,1501,1422,1966,1059,1002,1447,2143,2653,1572,308,237,1052,"Jackson city, Tennessee",1254,811,688,610,612,667,501,674,646,637,639,656,870,747,268,234,456
"G47038320","2013","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",28172,2817,3344,1625,1934,1528,1106,1057,1571,1474,2742,1713,2271,2129,1080,819,962,"Johnson City city, Tennessee",1777,671,930,674,617,619,511,597,671,564,845,575,920,705,575,573,447
"G47040000","2013","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",80265,11084,6154,5363,5898,6071,5334,5262,3545,3016,6943,6830,6865,3722,1534,938,1706,"Knoxville city, Tennessee",2166,1794,1094,1103,1377,1471,1098,1276,945,665,1309,1312,1317,1074,536,378,655
"G47048000","2013","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",250302,34293,17304,16517,20090,19305,13040,12831,14441,10513,17175,22380,21297,12827,5808,5537,6944,"Memphis city, Tennessee",4332,3283,2404,1959,2393,2585,1670,1902,2460,1608,2185,2903,2109,1892,1082,1205,1350
"G47051560","2013","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",45345,2929,2444,1991,2597,1840,2026,3097,2712,2380,2572,6999,5074,4295,1170,2303,916,"Murfreesboro city, Tennessee",1910,740,1026,843,922,754,757,1173,1029,762,735,1488,1011,1000,678,640,352
"G47052006","2013","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",251718,18664,11402,15492,15512,14688,14819,14142,15092,14496,19313,25560,30011,17847,8690,7075,8915,"Nashville-Davidson metropolitan government (balance), Tennessee",3567,2220,1793,1861,1763,2238,2015,2129,2343,2167,1828,2317,2477,2151,1482,1346,1517
"G48001000","2013","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",42519,4604,2793,2582,2587,2846,2057,2341,2414,1763,3511,4566,4943,2349,955,1421,787,"Abilene city, Texas",1861,1222,932,859,759,927,723,764,766,532,810,1036,959,646,590,591,328
"G48001924","2013","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",30231,573,603,264,812,1187,1349,599,580,1086,1957,2854,4732,4237,2513,3230,3655,"Allen city, Texas",1539,383,609,394,514,756,646,476,440,670,819,955,1180,1000,942,972,907
"G48003000","2013","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",75280,6257,4693,4151,4094,3701,4743,4505,4834,3503,5934,6946,8352,5088,3698,3196,1585,"Amarillo city, Texas",1985,1026,1152,1071,829,888,1066,969,936,848,1188,1157,1331,944,921,826,454
"G48004000","2013","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",135015,8372,6326,8657,6772,7475,7777,6000,6834,7315,11629,13992,15238,11572,5953,6793,4310,"Arlington city, Texas",3825,1504,1401,1673,1323,1373,1660,1625,1597,1365,1926,1994,2001,1668,1158,1160,1065
"G48004462","2013","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",19463,73,774,233,308,420,657,770,766,643,1600,3148,3020,2353,1399,1497,1802,"Atascocita CDP, Texas",1887,120,715,234,259,284,475,560,670,342,626,1147,975,779,627,660,760
"G48005000","2013","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",349200,27592,14342,14046,17348,16138,18734,18817,16536,13779,27245,36530,40216,30086,18842,17108,21841,"Austin city, Texas",5054,2914,2211,2108,2314,2024,2376,2297,2248,2339,2927,3189,3835,3010,1913,2067,2171
"G48006128","2013","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",25976,1599,2132,2126,1858,1176,1551,1421,1566,1054,1611,2943,2203,2053,1327,895,461,"Baytown city, Texas",1686,771,881,733,684,687,609,656,594,519,672,734,726,628,504,418,326
"G48007000","2013","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",44792,5585,2477,2954,3572,2586,3034,1990,2420,1619,3589,5448,2727,2553,1093,1473,1672,"Beaumont city, Texas",2006,1214,745,1013,1127,863,880,685,900,688,950,1231,715,764,417,623,819
"G48010768","2013","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",49682,7739,4828,3567,2888,3848,2583,3101,2166,1786,4085,3386,4337,1683,1226,1613,846,"Brownsville city, Texas",2178,1277,923,843,868,884,714,885,692,662,1117,1073,1155,628,582,758,507
"G48010912","2013","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",28363,3043,2201,2011,1847,1641,2151,1628,1662,2023,1411,2742,3093,1146,649,535,580,"Bryan city, Texas",1562,867,859,844,864,720,1053,592,848,760,629,892,848,582,449,421,425
"G48013024","2013","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",46179,1359,1460,1662,1581,2330,2280,1931,2226,2466,4274,4933,6482,4655,3161,3070,2309,"Carrollton city, Texas",1997,589,635,842,616,747,761,539,844,751,1250,1037,1181,927,870,803,635
"G48015976","2013","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",35021,6728,3208,2197,2672,2045,1891,1966,695,590,2039,2304,2550,2405,868,1347,1516,"College Station city, Texas",1694,1337,933,763,1031,697,684,832,284,335,827,827,745,749,493,500,460
"G48017000","2013","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",115854,7711,6679,7496,8041,5909,5273,6234,5105,5774,9025,11120,14796,10251,4857,4562,3021,"Corpus Christi city, Texas",2158,1191,1332,1431,1556,1291,1141,1383,1399,1606,1869,1598,2108,1774,1381,1164,927
"G48019000","2013","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",476733,45912,28680,32599,33217,31036,26057,28036,25260,20814,36521,37782,40230,27710,15480,16761,30638,"Dallas city, Texas",6946,3194,3039,3187,3418,2763,2625,3178,2726,2365,3363,3089,3483,2656,1590,1759,2519
"G48019972","2013","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",43673,4403,2096,2829,3199,2511,2647,2692,1812,1139,2959,3330,5492,2765,2783,1697,1319,"Denton city, Texas",2011,1025,658,1037,1000,840,803,945,735,570,918,825,1353,798,1068,728,516
"G48022660","2013","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",23344,2682,1632,1505,1782,1236,822,1548,672,1620,1406,2405,2898,1401,645,920,170,"Edinburg city, Texas",2030,1013,704,841,874,698,478,650,495,922,735,921,925,670,321,488,206
"G48024000","2013","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",219332,21874,15261,14841,15892,12240,14159,12395,10746,12052,17277,20393,22007,11760,7536,5684,5215,"El Paso city, Texas",2888,2199,2260,2043,2328,1892,1875,1689,1462,2058,2385,2132,2389,1923,1506,1256,1037
"G48026232","2013","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",23504,276,123,379,376,522,79,479,683,258,1016,1524,3651,3255,2592,4758,3533,"Flower Mound town, Texas",957,202,127,245,323,435,94,300,384,195,478,567,778,639,600,786,710
"G48027000","2013","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",269433,22536,12713,13126,15427,13053,15156,11038,13715,10613,23314,30780,32518,21313,11793,10493,11845,"Fort Worth city, Texas",5649,2815,2007,1799,2231,2022,1985,1731,2013,1734,2399,3091,3362,2615,2040,1666,1725
"G48027684","2013","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",45378,1397,722,437,808,867,1845,562,1157,767,2530,3369,5647,5993,6425,6607,6245,"Frisco city, Texas",1810,676,371,263,455,357,897,346,512,386,805,853,1038,1068,1141,1053,1043
"G48029000","2013","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",77958,3832,3983,3919,5335,6157,5727,4884,4607,3350,7235,8536,8959,5301,2141,2375,1617,"Garland city, Texas",2710,1052,1065,1018,1160,1277,1194,1107,1094,964,1261,1479,1514,1092,574,701,562
"G48030464","2013","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",59638,3607,2613,2220,2425,3287,2584,2570,3706,3298,5534,6751,8385,5301,3214,3219,924,"Grand Prairie city, Texas",2405,1030,960,811,718,1119,845,938,1086,1186,1247,1325,1543,925,971,881,563
"G48032372","2013","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",20298,2587,983,1308,1659,1241,1906,614,1092,994,1783,2182,1554,975,399,419,602,"Harlingen city, Texas",1467,721,475,737,758,649,850,336,614,537,717,848,542,513,289,342,389
"G48035000","2013","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",815266,71277,49480,56445,55137,42631,46265,44257,39354,35045,60517,73201,73735,50885,28897,35479,52661,"Houston city, Texas",7582,4112,3415,4487,4391,3770,3537,3818,3441,3845,4315,4272,4725,3860,2695,2927,3415
"G48037000","2013","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",82361,4036,3346,5024,4331,4647,4414,5227,4875,3391,6715,9772,10241,6110,3130,2876,4226,"Irving city, Texas",2967,888,896,1139,1136,997,1036,1331,1114,1102,1471,1848,1559,1157,835,795,938
"G48039148","2013","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",43523,3506,1181,2271,2759,2079,2711,3263,2649,2581,5490,4858,4577,2934,1176,1235,253,"Killeen city, Texas",1865,992,531,1016,854,983,911,1048,886,968,1306,1351,1034,1093,640,670,229
"G48041464","2013","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",65685,9615,4585,4075,3821,3369,3756,3186,3666,3426,5558,4405,7129,3200,2836,1768,1290,"Laredo city, Texas",1701,1273,909,915,956,957,779,825,1051,900,1255,1010,1282,854,774,723,427
"G48041980","2013","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",34347,953,374,968,1216,283,1370,987,1139,738,1994,4282,6094,4098,3574,4217,2060,"League City city, Texas",2185,516,308,748,695,234,930,770,797,564,970,1416,1625,1291,1570,1115,736
"G48042508","2013","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",36845,788,1041,1475,2044,2137,2048,1560,1770,2238,4355,4302,4302,4668,1658,1534,925,"Lewisville city, Texas",1857,347,572,552,791,694,597,613,573,744,998,974,986,1044,521,547,307
"G48043888","2013","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",30842,2541,1591,2797,2741,2349,2415,1314,1330,1602,3284,1958,2277,983,1532,1337,791,"Longview city, Texas",1351,933,667,905,944,811,833,683,564,688,820,723,685,469,585,632,425
"G48045000","2013","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",88815,7961,5189,5757,5435,4970,5899,3593,4886,3956,7614,8573,9126,6929,2583,3125,3219,"Lubbock city, Texas",2421,1629,1062,1218,1259,1252,1375,1093,1108,835,1535,1685,1600,1357,919,727,898
"G48045384","2013","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",41352,5057,3998,2333,3118,2319,2350,2054,2221,1630,2760,2781,4315,3088,1151,1003,1174,"McAllen city, Texas",2330,1372,1094,859,1075,760,982,824,773,657,835,822,1056,889,555,503,527
"G48045744","2013","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",48717,1755,1721,1682,946,1405,1507,1410,1229,1752,4301,5589,6659,7545,3794,3647,3775,"McKinney city, Texas",1967,747,752,650,522,790,737,728,720,831,1206,1636,1210,1370,956,827,901
"G48047892","2013","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",47649,1886,1782,2776,2695,3719,3560,3433,2953,2901,3642,4677,4982,4567,2129,1143,804,"Mesquite city, Texas",2079,849,569,1211,1001,1119,1242,1200,812,903,1000,1250,1262,1161,760,513,436
"G48048072","2013","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",43231,1742,1129,1703,2336,1562,1736,2065,1648,1915,2677,4545,5147,5269,2507,2664,4586,"Midland city, Texas",1678,690,534,865,1065,638,859,799,710,923,920,1034,1312,1366,693,1038,1163
"G48048768","2013","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",25009,2745,2614,1181,970,839,1950,1696,1192,1670,1743,1288,2944,2539,618,628,392,"Mission city, Texas",1842,1200,941,723,548,608,700,896,666,883,755,702,1010,981,518,428,221
"G48048804","2013","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",22219,460,128,641,998,409,596,553,789,672,1330,1926,3807,2985,1792,2365,2768,"Missouri City city, Texas",1653,495,156,552,654,299,458,415,478,371,533,680,1084,1028,690,851,765
"G48052356","2013","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",26333,748,762,614,1111,812,2130,1057,1637,674,3241,3485,3558,2196,1925,1586,797,"North Richland Hills city, Texas",1571,457,565,372,454,386,885,692,778,422,1086,1072,829,712,621,498,308
"G48053388","2013","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",38870,2006,1266,2329,1324,1480,2109,2138,2513,2099,2647,4249,4412,4526,2220,1928,1624,"Odessa city, Texas",1233,705,484,789,520,704,946,788,1022,733,836,1134,1070,1087,784,819,617
"G48056000","2013","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",45715,3535,2650,2075,4075,3326,2547,1371,3042,1931,4267,4703,5180,2643,1438,1140,1792,"Pasadena city, Texas",1722,1012,812,651,1002,919,693,499,960,584,774,1013,1221,810,632,430,736
"G48056348","2013","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",35067,904,1448,524,694,769,999,706,826,2224,1591,2664,4627,5695,3118,6143,2135,"Pearland city, Texas",2106,608,1100,335,464,480,779,509,532,1453,733,1003,1396,1214,1420,1549,922
"G48057200","2013","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",19788,2539,2475,1075,1105,1103,404,1010,907,1013,2362,1811,2274,947,289,308,166,"Pharr city, Texas",1784,1054,1001,532,541,656,394,646,562,599,901,769,878,674,212,414,172
