GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G48058016","2013","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",105977,3750,2597,2009,3803,4064,3239,3816,5233,2250,8074,10658,15596,12711,7864,10205,10108,"Plano city, Texas",2275,1136,985,658,1016,1185,843,1050,1310,666,1678,1802,2084,1635,1337,1541,1397
"G48061796","2013","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",38324,2022,718,1174,1379,1653,1713,1435,1649,1658,2528,3809,4728,4536,2979,2993,3350,"Richardson city, Texas",2012,680,321,444,609,642,636,559,699,695,754,1048,1061,1101,824,781,748
"G48063500","2013","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",37153,1361,1180,1109,2251,1095,1409,1846,1810,1762,3040,4172,5075,4349,2720,1981,1993,"Round Rock city, Texas",1816,565,601,498,848,496,739,825,741,751,861,1104,1076,973,775,640,640
"G48064472","2013","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",37998,2381,2085,2402,2190,2149,2664,2325,2953,2136,3224,4402,4384,1847,1024,947,885,"San Angelo city, Texas",1460,757,770,841,738,878,988,804,942,832,775,1147,1074,745,496,570,421
"G48065000","2013","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",493102,46322,31331,28603,30847,28058,26747,27088,25555,23987,42568,51245,48797,32318,17249,18119,14268,"San Antonio city, Texas",5088,3667,3177,2385,3205,3009,3075,2523,2983,2780,3198,4065,3832,3354,1977,1933,1752
"G48070808","2013","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",27493,822,542,437,507,1006,644,804,924,1062,1265,2068,3950,2623,1826,3677,5336,"Sugar Land city, Texas",1639,466,322,378,357,666,398,496,565,572,601,618,1060,767,617,963,1041
"G48072176","2013","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",23926,2039,1641,1549,1160,1094,1121,1593,1305,1416,2022,2685,2690,1630,800,535,646,"Temple city, Texas",1422,664,651,551,450,491,482,640,616,646,720,784,864,474,400,377,422
"G48072656","2013","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",36186,1565,660,981,1090,935,594,1094,415,805,1691,2852,2716,3860,2773,5762,8393,"The Woodlands CDP, Texas",2381,922,463,719,787,610,363,706,344,438,721,1055,682,1449,1093,1843,1916
"G48074144","2013","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",38261,3540,2123,2631,2962,2401,1804,1842,2068,1467,3044,4310,3035,2690,1721,1096,1527,"Tyler city, Texas",1909,966,719,822,1011,735,827,738,682,528,986,992,974,575,703,404,629
"G48075428","2013","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",23729,1405,1279,2038,1198,874,1072,1430,1546,872,2575,1837,3196,1448,1064,964,931,"Victoria city, Texas",973,769,527,647,601,535,457,628,733,402,680,650,833,540,441,405,447
"G48076000","2013","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",46626,6925,3549,5268,2423,3278,3312,2637,1466,2631,2837,3249,4557,1385,753,1026,1330,"Waco city, Texas",1996,1410,988,1288,872,1029,872,854,669,896,888,740,1070,579,359,454,529
"G48079000","2013","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",38748,3648,2947,2523,2894,2023,2202,2306,1710,1420,3848,3625,3663,2546,1163,1216,1014,"Wichita Falls city, Texas",1760,1076,777,807,916,708,734,807,629,583,1088,864,860,771,458,559,481
"G49043660","2013","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",22086,559,580,1150,481,1062,754,833,1365,850,2304,2629,4235,1999,1697,1205,383,"Layton city, Utah",1094,319,391,547,362,480,359,399,705,556,632,700,924,597,494,656,189
"G49055980","2013","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",29414,2837,1829,1552,1757,2337,2767,1795,2364,899,2172,2990,3349,1031,700,465,570,"Ogden city, Utah",1280,730,622,600,562,777,889,602,762,390,732,770,895,421,326,262,300
"G49057300","2013","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",26715,1981,1377,1065,1102,1480,1483,1148,1580,1102,2972,2431,3957,2611,1095,774,557,"Orem city, Utah",1372,742,518,367,516,554,516,490,491,497,674,747,806,674,354,265,216
"G49062470","2013","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",31527,3102,2569,1645,2945,2671,1726,1427,1598,1671,1824,2596,3887,1563,953,428,922,"Provo city, Utah",1504,673,826,530,700,769,668,564,557,501,615,558,703,435,400,218,342
"G49065330","2013","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",26205,1994,915,1339,893,1174,1955,1186,1130,1641,2656,2580,3738,2060,867,786,1291,"St. George city, Utah",1511,773,373,565,434,522,665,592,561,787,866,841,1026,708,435,510,647
"G49067000","2013","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",73441,6471,4310,3803,4930,3307,3900,3790,2893,2534,5479,7971,8444,4056,2694,3785,5074,"Salt Lake City city, Utah",2561,1159,1077,881,1078,980,855,1222,776,735,1290,1354,1288,662,702,619,948
"G49067440","2013","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",29484,712,192,1241,827,906,686,1353,1199,1359,2460,2972,5345,3014,2019,2536,2663,"Sandy city, Utah",1396,339,155,598,436,550,326,641,497,668,809,866,962,623,514,703,727
"G49082950","2013","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",31566,799,396,1058,1298,1105,1055,1314,1028,2152,3241,4502,5798,3980,1594,1648,598,"West Jordan city, Utah",1538,618,251,741,661,507,509,769,426,887,851,999,1083,887,421,541,338
"G49083470","2013","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",36344,1380,1713,2524,2033,2474,1970,1619,2240,1781,3434,4362,4715,2929,1659,1056,455,"West Valley City city, Utah",1711,548,723,910,995,743,712,615,777,614,884,903,979,748,645,510,259
"G51001000","2013","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",65595,1872,1492,1928,1350,2165,2217,1783,2872,1144,3884,6097,11145,7167,5526,5971,8982,"Alexandria city, Virginia",1972,636,566,766,557,986,795,693,914,470,990,1202,1594,1032,958,956,1179
"G51003000","2013","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",98973,4281,1830,1942,2597,2584,1888,1150,1456,2980,4401,7943,13829,11085,8711,12034,20262,"Arlington CDP, Virginia",2218,1200,731,700,896,989,735,494,559,927,954,1328,1739,1637,1441,1831,1653
"G51014440","2013","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",24704,717,344,293,154,696,456,318,692,634,1559,2631,3231,3969,1493,4152,3365,"Centreville CDP, Virginia",1685,435,325,260,153,426,291,263,384,430,533,826,909,967,533,873,659
"G51016000","2013","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",80014,3478,2672,2637,3264,3025,3407,2525,4471,2469,7783,8175,10587,9584,6329,5081,4527,"Chesapeake city, Virginia",1950,953,942,969,971,865,967,762,1016,769,1633,1300,1520,1467,1094,1001,953
"G51021088","2013","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",19498,795,79,35,751,269,731,723,658,476,1205,2740,3201,1900,1993,2166,1776,"Dale City CDP, Virginia",1510,364,93,58,527,210,452,446,439,275,464,828,855,604,726,579,536
"G51035000","2013","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",53255,3917,2514,3433,3443,3685,4452,3172,2433,2158,4521,5624,7227,2762,1406,1776,732,"Hampton city, Virginia",1462,938,778,837,993,1079,1295,911,737,717,1007,1341,1174,900,520,580,463
"G51047672","2013","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",29631,3370,2007,2788,1650,1993,1406,1355,2039,1778,2089,3438,2506,1384,508,657,663,"Lynchburg city, Virginia",1105,1001,760,823,638,699,504,513,681,662,679,936,889,480,316,318,368
"G51056000","2013","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",67538,5262,3403,4540,3070,4748,3030,3971,4001,2038,7993,6796,7909,4745,2440,2095,1497,"Newport News city, Virginia",1794,1103,818,941,891,1224,860,1009,1074,593,1191,1391,1355,1082,633,553,568
"G51057000","2013","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",85484,8479,6299,5355,5956,4439,5689,3016,4178,4738,7896,8544,8678,4913,2661,2441,2202,"Norfolk city, Virginia",2393,1396,1111,1026,1141,868,1171,798,944,1103,1081,1114,1248,918,683,550,568
"G51064000","2013","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",36012,3565,1920,1742,2508,2308,2688,1385,2304,1757,3269,4000,4081,1628,1227,925,705,"Portsmouth city, Virginia",1208,778,683,563,783,683,860,427,691,592,782,1010,984,470,564,341,362
"G51067000","2013","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",88110,11994,6328,6277,3935,4466,6078,5641,4558,3513,7431,6947,7568,5604,2251,1989,3530,"Richmond city, Virginia",2051,1665,1185,1012,953,892,1335,1047,809,887,1563,1393,1074,1091,638,496,694
"G51068000","2013","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",42759,3625,3520,3895,3902,2877,2283,3009,2136,1346,3386,3718,4293,2120,1100,863,686,"Roanoke city, Virginia",1384,1107,976,977,1001,855,754,967,760,532,1174,976,1189,732,515,424,345
"G51076432","2013","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",30989,1372,1094,1149,992,1415,2055,1833,869,1729,2865,2933,4946,3054,1930,1721,1032,"Suffolk city, Virginia",906,500,406,434,445,504,651,643,342,643,708,588,849,729,569,484,331
"G51082000","2013","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",165428,5959,5606,5895,4322,7560,8032,7378,8977,7440,16624,19549,23864,16422,9648,9906,8246,"Virginia Beach city, Virginia",2329,1218,1207,1219,916,1331,1267,1401,1478,1552,2062,2296,2405,1641,1506,1433,1340
"G53003180","2013","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",29139,1952,1260,1279,1848,1139,1627,1907,1176,1106,3083,2454,3939,2071,1200,1648,1450,"Auburn city, Washington",1933,850,577,595,719,406,766,833,497,474,977,773,797,631,471,635,785
"G53005210","2013","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",52279,1513,1040,1487,2489,1710,1559,1738,2619,1381,2542,4011,6265,6277,4625,5304,7719,"Bellevue city, Washington",2150,559,454,739,1026,722,563,684,1022,642,738,1137,1225,1209,953,879,1048
"G53005280","2013","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",34018,4625,2961,2275,1579,2060,1862,1947,933,1307,2503,2856,4017,1936,1531,1036,590,"Bellingham city, Washington",2132,1076,965,705,606,767,611,868,584,524,854,855,888,860,596,501,509
"G53022640","2013","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",41413,4769,2077,2419,2495,1506,3091,1693,1329,905,4508,4811,6110,1912,1634,1693,461,"Everett city, Washington",2286,1208,876,859,797,627,957,846,549,516,1090,1174,1130,613,618,511,250
"G53023515","2013","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",32142,1960,863,1033,1969,1755,1345,1627,2297,1229,3494,2193,4515,2451,1889,2163,1359,"Federal Way city, Washington",2034,738,543,507,794,732,608,624,1005,568,1074,629,1081,731,716,771,526
"G53035275","2013","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",27630,1408,981,1231,2942,1247,741,1369,1312,1983,2927,2414,3828,2141,1254,862,990,"Kennewick city, Washington",1447,527,415,684,975,522,379,686,625,760,800,776,969,773,514,378,452
"G53035415","2013","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",43876,3731,2031,1954,1905,2518,2994,1380,2345,1619,3530,4295,5433,4456,1905,2592,1188,"Kent city, Washington",2471,1159,799,818,767,904,1068,540,799,671,882,1101,939,1034,533,687,588
"G53035940","2013","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",35441,1631,475,481,654,1247,1481,1238,1717,1816,1534,2382,4106,5606,2314,4604,4155,"Kirkland city, Washington",2065,853,289,286,298,577,701,591,648,860,526,784,989,958,699,941,751
"G53053545","2013","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",20288,1043,1757,556,1495,816,1159,1229,834,519,1294,3065,3955,1049,646,710,161,"Pasco city, Washington",969,582,840,464,723,556,570,711,485,351,583,1014,1251,490,494,417,215
"G53057745","2013","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",38197,2388,1536,1748,1258,1750,2294,2103,2313,1336,2754,4277,5213,3620,2328,1796,1483,"Renton city, Washington",1943,952,789,670,674,844,848,819,1038,564,891,1142,1298,922,833,540,467
"G53063000","2013","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",297920,22973,11807,9623,11168,9791,13383,8976,11298,11342,21702,26868,35636,29146,19845,24845,29517,"Seattle city, Washington",5253,2533,1579,1878,2083,1686,1648,1618,2014,1792,2562,2584,2998,2996,2371,2583,2302
"G53067000","2013","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",86332,10563,4835,6929,5547,5615,5207,4896,3848,3460,5882,7831,10465,4652,2186,2516,1900,"Spokane city, Washington",2218,1506,1054,1242,1176,1260,1212,1144,984,875,1243,997,1565,1069,851,923,551
"G53067167","2013","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",37107,3192,2162,2325,2078,2994,1875,1735,1653,1716,3050,4590,3926,2543,1717,1193,358,"Spokane Valley city, Washington",1953,942,873,780,736,771,677,651,715,755,842,1024,843,788,692,583,275
"G53070000","2013","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",81498,7698,5216,4314,3963,3810,5141,2470,3985,3188,7803,8971,10636,5113,4702,2221,2267,"Tacoma city, Washington",2589,1295,1122,987,1077,1304,1109,645,783,790,1474,1311,1712,921,989,631,708
"G53074060","2013","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",64090,4350,4047,3394,3646,3382,4133,3612,3735,2632,5972,6196,7776,5186,2366,1867,1796,"Vancouver city, Washington",1888,953,1152,866,992,968,965,1001,799,793,1192,1085,1054,1021,883,541,504
"G53080010","2013","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",32560,3204,2646,2518,2545,2786,2007,1826,1308,1330,2391,4055,3119,1461,649,345,370,"Yakima city, Washington",1566,900,844,1063,935,1013,607,764,497,570,622,954,723,633,358,232,259
"G55002375","2013","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",29236,1686,1607,1610,1441,1027,1800,1106,1405,2029,3272,3875,3413,2386,1032,828,719,"Appleton city, Wisconsin",1393,638,506,492,522,396,615,391,450,720,860,818,746,584,411,346,279
"G55022300","2013","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",26665,1702,1701,2015,1470,2164,1758,1488,1318,1351,2010,3076,2892,1998,625,856,241,"Eau Claire city, Wisconsin",1181,565,675,804,662,815,618,603,545,415,602,861,732,669,289,410,201
"G55031000","2013","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",42043,3391,3595,2100,2236,2656,3187,1678,3045,2298,3926,4239,4276,2401,910,833,1272,"Green Bay city, Wisconsin",1763,748,946,583,738,921,820,553,841,722,873,947,742,734,307,333,561
"G55039225","2013","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",38324,3406,3279,2546,2728,2186,1916,1629,2475,1489,2652,4519,4134,2102,1321,1178,764,"Kenosha city, Wisconsin",1528,973,1035,820,1030,745,716,699,895,508,823,885,817,635,542,457,504
"G55048000","2013","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",107424,9379,5970,6180,5011,6021,5270,5890,5108,5469,8037,10283,11257,9001,4800,5631,4117,"Madison city, Wisconsin",2937,1586,1264,1265,1132,1131,1099,1144,1129,1430,1379,1401,1473,1411,962,932,929
"G55053000","2013","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",231386,27779,19725,17871,17975,14428,17395,12161,12241,9827,19123,20234,21469,9279,5018,4178,2683,"Milwaukee city, Wisconsin",3458,2015,1887,2003,1720,1614,2029,1615,1434,1539,1981,1967,1619,1267,925,641,584
"G55060500","2013","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",26732,1891,2976,2044,1707,1571,2014,1807,536,1077,2541,2703,2914,1408,869,242,432,"Oshkosh city, Wisconsin",1359,581,867,610,633,618,762,595,342,436,777,679,756,402,470,190,222
"G55066000","2013","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",28878,3543,1514,1401,2171,1715,2374,882,1898,1740,2793,2768,2489,1405,1043,817,325,"Racine city, Wisconsin",1643,1001,439,517,809,734,745,370,686,719,923,799,641,554,465,393,246
"G55084250","2013","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",28389,1180,1895,1593,1243,1482,1474,1289,902,799,2010,2908,4657,2736,1826,1487,908,"Waukesha city, Wisconsin",1378,561,825,510,461,551,558,489,396,372,642,835,935,719,661,449,587
"G72006593","2013","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",64547,16004,5970,5378,6669,3808,3408,3762,3319,2669,3923,4450,2665,1129,884,224,285,"Bayamón zona urbana, Puerto Rico",2020,1440,1039,917,1018,768,827,1045,701,636,1012,836,593,414,317,155,184
"G72010334","2013","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",31052,8083,3464,2116,3176,2268,1813,1483,1633,949,1551,2146,1261,863,0,219,27,"Caguas zona urbana, Puerto Rico",1520,1151,826,716,772,789,648,587,529,482,661,723,581,540,225,362,48
"G72014290","2013","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",57588,9879,5111,6457,5591,5214,4322,2748,3703,1877,3342,4545,2035,986,726,649,403,"Carolina zona urbana, Puerto Rico",2098,1540,1294,1386,1422,1209,1069,781,964,643,928,1202,639,614,564,412,294
"G72032522","2013","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",29053,4213,2321,2042,1204,1761,1242,1329,955,1199,1408,2700,3087,1782,768,1712,1330,"Guaynabo zona urbana, Puerto Rico",1285,1000,674,628,451,680,510,561,623,581,578,803,865,811,431,779,528
"G72052431","2013","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",24594,10080,2639,2400,2580,1096,344,1104,924,521,710,592,792,207,267,172,166,"Mayagüez zona urbana, Puerto Rico",1721,1359,682,785,842,485,230,500,470,266,412,366,389,182,186,170,161
