GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALAJE001,ALAJE002,ALAJE003,ALAJE004,ALAJE005,ALAJE006,ALAJE007,ALAJE008,ALAJE009,ALAJE010,ALAJE011,ALAJE012,ALAJE013,ALAJE014,ALAJE015,ALAJE016,ALAJE017,NAME_M,ALAJM001,ALAJM002,ALAJM003,ALAJM004,ALAJM005,ALAJM006,ALAJM007,ALAJM008,ALAJM009,ALAJM010,ALAJM011,ALAJM012,ALAJM013,ALAJM014,ALAJM015,ALAJM016,ALAJM017
"G40041850","2019","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",32174,2092,2074,2558,1489,1681,2276,1533,1803,1774,3178,2997,3093,2141,1938,849,698,"Lawton city, Oklahoma",1584,715,887,930,585,618,730,659,668,826,972,937,933,632,777,436,390
"G40052500","2019","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",48531,4946,1801,1837,2614,1782,2523,1738,1976,1925,4454,4694,4130,5180,2814,3417,2700,"Norman city, Oklahoma",2087,1331,629,757,1099,659,975,806,590,687,1032,1153,931,1288,861,807,715
"G40055000","2019","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",249615,17634,12006,10364,13299,11477,11031,13297,12540,8986,22995,24061,32768,20434,12755,12885,13083,"Oklahoma City city, Oklahoma",3750,2117,2032,1424,2139,1755,1984,2082,2270,1553,2597,2173,2850,2043,1678,1858,1712
"G40075000","2019","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",163801,14252,8172,8589,9774,9747,8957,8843,8069,6456,11685,15806,18105,11350,5616,7551,10829,"Tulsa city, Oklahoma",2216,1347,1110,882,1196,957,1221,1312,988,977,1363,1645,1614,1304,931,914,976
"G41005350","2019","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",43659,2829,1031,981,976,1336,1913,1367,1132,1409,3765,5268,6936,4082,2552,4266,3816,"Beaverton city, Oregon",2154,1272,490,550,532,666,860,622,578,579,1173,1342,1467,1271,789,1081,1219
"G41005800","2019","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",39371,3392,387,802,1270,1744,1353,1656,2270,832,3432,3024,6784,2793,2617,3826,3189,"Bend city, Oregon",2254,1318,406,463,598,983,818,915,925,425,1183,946,1277,819,942,1424,943
"G41023850","2019","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",73331,5802,3797,4374,4699,3472,3590,3326,3828,3056,3637,6701,7685,6357,5192,4154,3661,"Eugene city, Oregon",2547,1272,944,1306,1263,910,1070,986,1101,990,948,1128,1387,1215,1234,926,787
"G41031250","2019","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",40604,2197,1763,1390,1510,1344,2979,3121,2778,1541,3424,4952,3661,3309,2399,3016,1220,"Gresham city, Oregon",2235,853,744,701,761,577,977,1126,1108,718,1142,1395,896,894,701,1022,461
"G41034100","2019","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",38085,1080,652,530,898,917,1503,1023,610,1140,2852,5173,5790,4367,3585,4044,3921,"Hillsboro city, Oregon",2660,632,488,337,423,751,744,596,438,650,1198,1582,1221,1095,1066,1106,999
"G41047000","2019","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",33047,2485,2145,781,1192,1548,1560,1911,2755,1300,1626,3088,5038,3258,1297,1529,1534,"Medford city, Oregon",2242,993,802,432,553,767,740,714,974,635,600,981,1343,1079,461,525,582
"G41059000","2019","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",280176,17163,9585,8990,9254,8239,8600,8363,10113,10678,19501,27203,35403,30237,21482,24658,30707,"Portland city, Oregon",3794,2178,1885,1788,1619,1588,1336,1653,1534,1882,2668,2693,3382,3208,2010,2459,2615
"G41064900","2019","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",61087,3425,3141,3530,2282,2199,2661,2564,2003,3277,5059,7107,7309,6190,4776,3552,2012,"Salem city, Oregon",2625,1056,1057,1195,744,878,911,1026,666,1067,1423,1222,1250,1330,1155,1027,545
"G42002000","2019","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",40959,3738,2632,3095,3205,1820,2752,2990,1388,2452,2735,4562,4939,2439,896,925,391,"Allentown city, Pennsylvania",2862,1267,1010,1055,1017,617,935,988,703,794,1015,1371,1191,673,518,451,221
"G42006088","2019","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",29213,1411,1939,1387,1191,1232,1794,1010,1487,1124,1919,3128,4401,2978,1911,1066,1235,"Bethlehem city, Pennsylvania",2258,516,772,504,653,549,654,541,552,504,843,1055,1075,901,859,477,462
"G42024000","2019","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",39790,4350,3069,2442,3771,3361,2209,2848,1521,1996,1967,3628,4740,2094,726,499,569,"Erie city, Pennsylvania",1716,1248,843,832,1013,940,685,922,474,797,645,953,1019,660,355,297,248
"G42060000","2019","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",619505,75634,40619,29691,30378,29400,31790,31531,29003,21906,48269,53007,66656,40248,24846,31453,35074,"Philadelphia city, Pennsylvania",4709,5010,4041,3652,4074,3170,3824,3654,3558,3062,4932,4142,4651,3538,3030,3273,2771
"G42061000","2019","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",143276,15311,6739,7158,6689,7283,6447,5562,6037,6371,11062,12093,17904,10540,6412,8287,9381,"Pittsburgh city, Pennsylvania",3942,2330,1627,1427,1410,1655,1432,1136,1077,1335,1634,1419,2176,1467,1080,1513,1178
"G42063624","2019","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",29325,3784,1501,2291,2051,1160,2349,1604,1679,2172,1798,2566,3291,1512,815,605,147,"Reading city, Pennsylvania",1769,1104,565,884,782,518,874,562,604,870,582,674,950,513,516,434,98
"G42069000","2019","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",30923,2355,2344,2679,1905,1645,1891,2123,1807,1337,2491,2422,2702,1586,1315,763,1558,"Scranton city, Pennsylvania",1786,801,817,817,679,564,652,765,687,450,783,720,707,619,517,311,650
"G44019180","2019","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",31182,1696,2196,696,1652,1251,602,831,950,971,1622,3475,4970,3542,1900,2820,2008,"Cranston city, Rhode Island",1696,1010,1036,346,847,527,316,455,437,521,663,952,1222,977,584,885,736
"G44054640","2019","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",28452,2795,1162,1690,1075,1438,1083,1208,1472,1193,2622,3025,4598,2170,1687,754,480,"Pawtucket city, Rhode Island",1835,999,662,758,522,713,523,507,626,520,886,691,1005,723,578,341,233
"G44059000","2019","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",62046,5686,5587,2733,3767,2389,2334,3322,2111,3022,4947,4957,7156,4871,2285,3090,3789,"Providence city, Rhode Island",3478,1447,1380,907,1371,889,897,1477,952,1218,1258,1259,1485,1345,1024,898,1112
"G44074300","2019","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",34833,1642,875,1333,1066,1271,1367,835,1365,1174,2747,3643,5022,4375,2764,3145,2209,"Warwick city, Rhode Island",1423,690,546,585,583,575,629,391,574,702,724,930,1080,1100,738,753,645
"G45013330","2019","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",58902,4521,1514,1786,2073,1168,2017,2587,1454,1344,3407,5771,8574,6115,5648,4960,5963,"Charleston city, South Carolina",2913,1520,519,641,749,522,841,918,651,521,908,1375,1537,1607,1222,1107,1056
"G45016000","2019","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",45474,6391,2369,2781,2374,1971,2030,1399,2056,2090,3677,3096,4801,3043,1888,2335,3173,"Columbia city, South Carolina",2853,1480,736,843,788,720,588,484,704,788,914,883,1079,884,558,679,625
"G45030850","2019","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",32250,2457,1537,1314,1323,1530,1381,1188,1884,1470,2188,2739,4317,2148,917,2627,3230,"Greenville city, South Carolina",1866,788,548,467,653,649,526,578,758,568,625,716,1369,535,367,784,615
"G45048535","2019","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",36111,1219,294,942,258,336,802,789,1251,1086,1127,2877,3999,3557,3457,5462,8655,"Mount Pleasant town, South Carolina",1824,777,330,649,208,297,645,577,731,534,530,1095,1183,1101,1061,1877,1871
"G45050875","2019","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",47066,2635,1708,2690,2716,1702,2085,3071,1883,2698,4847,5833,5770,3760,1094,2656,1918,"North Charleston city, South Carolina",2628,1016,674,1103,996,868,824,927,703,1264,1336,1389,1271,1169,450,1247,882
"G45061405","2019","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",32341,1325,1185,1490,1123,2759,1735,1580,2021,1922,3403,3526,3604,2126,1794,1850,898,"Rock Hill city, South Carolina",1721,603,786,769,537,1104,667,651,794,688,1109,1252,1114,680,627,847,405
"G46052980","2019","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",31387,1445,2410,1566,3048,1087,2260,1385,812,1067,3135,3038,3592,2444,1468,917,1713,"Rapid City city, South Dakota",1692,600,996,628,1057,550,813,655,351,424,882,656,782,755,529,397,742
"G46059020","2019","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",76996,3218,2431,2242,4232,3277,5019,3018,3530,2995,7832,8013,10237,7281,3888,5292,4491,"Sioux Falls city, South Dakota",1774,1127,737,707,1360,1100,1205,848,1012,815,1642,1482,1267,1374,897,1037,1152
"G47014000","2019","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",79565,5004,5435,5364,3987,4735,3474,5867,3985,4010,6556,7424,6943,5879,3506,2992,4404,"Chattanooga city, Tennessee",2686,1377,1561,1337,1083,1333,1123,1579,1204,1049,1605,1726,1294,1236,1060,1103,1116
"G47015160","2019","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",58985,3207,2514,1970,2112,3493,3570,3284,4344,4202,5003,6971,7198,5297,2592,2081,1147,"Clarksville city, Tennessee",1997,1121,896,682,825,1383,1268,1188,1504,1484,1334,1482,1449,1308,806,692,392
"G47027740","2019","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",32690,1077,286,1266,667,711,259,1680,515,917,1515,3055,3586,3858,2897,4334,6067,"Franklin city, Tennessee",1356,626,351,690,447,607,235,850,329,547,696,942,959,943,1012,1062,1106
"G47037640","2019","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",25925,2617,1550,1768,1638,1618,659,1465,886,2354,2536,3193,2608,1250,705,397,681,"Jackson city, Tennessee",1288,924,631,630,829,734,372,704,440,822,942,911,905,622,503,253,370
"G47038320","2019","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",30724,4287,2008,1640,1466,1843,2030,1219,1374,1242,2291,2161,2182,2608,1206,1115,2052,"Johnson City city, Tennessee",1838,1253,878,777,653,633,837,645,957,628,896,868,753,747,459,485,719
"G47040000","2019","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",83492,9247,4750,5990,6024,4999,5382,3541,5337,2961,6140,7324,7724,6536,2675,2302,2560,"Knoxville city, Tennessee",2749,1373,1192,1296,1220,1256,1289,1074,1360,919,1265,1259,1277,1345,838,725,740
"G47048000","2019","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",254423,24885,19737,14003,15173,16013,13207,13734,12949,11605,21563,22299,24376,14337,9808,9136,11598,"Memphis city, Tennessee",4870,2816,2827,2255,2345,2202,2018,2297,2123,1992,2884,2480,3305,2319,1433,1907,1957
"G47051560","2019","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",52530,1565,1418,1690,2539,3128,2699,2435,2626,1841,3705,7055,6806,4553,3587,4264,2619,"Murfreesboro city, Tennessee",2791,819,798,809,1154,1168,1319,1107,1052,790,1668,1857,1741,1344,1214,1397,935
"G47052006","2019","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",279545,14195,9896,9056,11009,10587,13540,13014,13758,11823,23935,29135,39603,25497,16785,16721,20991,"Nashville-Davidson metropolitan government (balance), Tennessee",4220,2066,1563,1753,1565,2031,2104,2468,2262,2492,2971,3222,3533,2637,2000,1996,2370
"G48001000","2019","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",43010,3290,2317,1846,1757,2327,2457,2563,1823,1588,3871,5150,6150,2723,2187,1740,1221,"Abilene city, Texas",1715,1080,839,736,683,813,810,903,620,586,1074,1035,1289,773,701,599,481
"G48001924","2019","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",34548,1062,53,643,591,215,768,1011,699,1354,1609,2139,6041,4534,3589,4809,5431,"Allen city, Texas",2176,910,90,598,507,189,589,831,522,918,677,825,1919,1473,1139,1336,1652
"G48003000","2019","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",76207,5995,3286,5369,3904,4745,4600,3193,4200,2943,5801,6507,8542,6917,4141,3509,2555,"Amarillo city, Texas",2237,1340,834,1276,1054,1224,1164,984,963,894,1152,1025,1572,1553,1076,736,722
"G48004000","2019","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",138639,6321,4274,4365,5541,6856,5924,7152,9381,4645,12139,16221,20483,11787,8908,7080,7562,"Arlington city, Texas",4153,1408,1136,938,1625,1642,1472,2009,2156,982,2146,2932,2579,2076,1711,1496,1704
"G48004462","2019","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",25490,503,235,75,73,487,99,280,379,295,2204,2334,4507,3484,2755,4027,3753,"Atascocita CDP, Texas",3074,306,189,127,122,713,116,249,348,218,985,918,1312,1234,1583,1859,1219
"G48005000","2019","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",409903,25463,9891,12343,13055,13132,14503,14959,15360,16058,30759,38159,51298,36530,33714,36648,48031,"Austin city, Texas",5829,3168,1977,1766,2250,2579,2343,2496,2448,2595,4056,4667,4814,3289,3264,3368,3377
"G48006128","2019","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",26978,1553,662,806,1168,1254,1526,1531,1169,1314,2844,3138,4249,2335,1152,1777,500,"Baytown city, Texas",2151,618,399,537,559,797,871,745,663,678,1126,760,1267,979,578,739,325
"G48007000","2019","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",45435,4348,1631,2377,2666,1803,2308,1762,2787,1732,3214,5212,5527,3256,1967,2116,2729,"Beaumont city, Texas",2216,1234,702,1112,889,759,1020,651,974,761,952,1220,1282,996,767,724,957
"G48010768","2019","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",55052,5486,4635,3248,3482,3620,3332,2867,2125,2506,3020,4284,7022,4422,2399,946,1658,"Brownsville city, Texas",2340,1290,1189,855,1052,1311,1132,932,803,763,1037,1340,1587,1180,976,809,947
"G48010912","2019","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",31053,3215,1568,1290,2516,1837,711,1407,2032,1014,2712,3643,4746,1716,841,874,931,"Bryan city, Texas",1948,1180,849,737,1169,846,432,735,953,649,969,1104,1154,691,482,530,431
"G48013024","2019","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",48963,1355,724,748,1386,1906,968,1096,1516,2306,3858,5422,6994,6211,4650,4879,4944,"Carrollton city, Texas",2402,555,419,389,780,820,456,624,702,842,1015,1444,1440,1444,1056,1061,904
"G48013552","2019","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",24034,360,546,233,495,453,372,859,512,1017,1949,1765,3167,3432,1365,4444,3065,"Cedar Park city, Texas",1850,323,472,207,439,428,286,775,328,595,901,709,928,850,482,1065,867
"G48015976","2019","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",40281,5913,1464,1344,2294,1757,1626,2618,948,1517,2471,2707,5297,2412,2669,2195,3049,"College Station city, Texas",2457,1349,668,651,950,887,775,1136,474,746,1034,1049,1529,980,1040,661,904
"G48016432","2019","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",31236,707,187,1235,2328,1167,1188,1225,1083,2418,2717,3287,3398,3050,1305,3269,2672,"Conroe city, Texas",2263,401,227,707,947,632,801,780,686,1329,1065,1184,1191,970,622,1700,899
"G48017000","2019","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",119184,7703,8453,4577,7192,7519,4529,3505,5322,5025,9287,10243,15464,11637,7645,6145,4938,"Corpus Christi city, Texas",3288,1304,2015,1208,1702,1748,1275,1105,1353,1371,1986,2025,2171,1903,1666,1331,1304
"G48019000","2019","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",518998,42112,18868,21007,25885,24024,24937,26959,25657,25123,43002,52225,56467,35875,23846,26117,46894,"Dallas city, Texas",7150,4235,2673,2337,2941,3314,2884,3008,2816,3473,3954,5115,4258,3450,3026,2811,3137
"G48019972","2019","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",46151,2929,1582,1410,2199,2345,2049,1524,1679,1227,3304,5918,7749,4243,3050,2506,2437,"Denton city, Texas",2605,905,562,555,880,912,843,588,745,582,1020,1553,1497,1170,963,899,843
"G48022660","2019","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",30224,2528,1842,1312,2036,1405,3056,1277,1626,1084,2873,2191,2139,2543,2030,895,1387,"Edinburg city, Texas",2147,1059,1088,731,1084,801,1222,901,942,716,1064,1101,793,880,977,626,732
"G48024000","2019","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",223076,20356,12098,11274,12774,12431,13672,10437,10874,10223,19337,25853,21585,20159,7948,8128,5927,"El Paso city, Texas",3642,3026,1864,1568,2282,2324,2166,2506,1849,1866,2632,3586,2465,2399,1474,1633,1087
"G48026232","2019","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",27199,331,48,104,203,312,261,178,622,611,1725,1189,3541,2730,2377,5897,7070,"Flower Mound town, Texas",1505,247,65,125,198,331,276,166,365,484,693,468,1217,604,667,1175,1129
"G48027000","2019","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",309097,17265,10167,12550,11462,13393,14388,12720,12999,10812,22655,38680,40107,28138,22500,23100,18161,"Fort Worth city, Texas",6094,2283,1980,2391,1986,2152,2464,2200,1864,2123,2873,4094,3602,2926,2942,3172,2338
"G48027684","2019","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",67851,872,1150,1084,865,1293,544,1022,2196,1832,3304,5395,8395,8183,6741,9607,15368,"Frisco city, Texas",2598,493,936,613,462,721,412,529,1029,743,1095,1362,1569,1224,1345,1260,1669
"G48029000","2019","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",72410,1912,2149,2532,1976,4550,4488,3382,2823,3343,7239,8943,10108,8100,3904,3745,3216,"Garland city, Texas",2978,643,788,1026,794,1533,1284,956,914,982,1650,1704,1592,1503,936,911,835
"G48029336","2019","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",29882,637,854,1113,1046,472,629,1040,940,1763,2854,4146,4083,3273,2032,3354,1646,"Georgetown city, Texas",2051,413,803,632,565,280,434,552,659,1200,1088,985,1014,904,595,961,560
"G48030464","2019","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",62030,1171,2317,1917,2048,3517,2191,2166,2524,3729,5055,10277,7549,6829,3783,4013,2944,"Grand Prairie city, Texas",2570,568,996,989,994,1329,824,929,933,1313,1420,2008,1527,1632,979,1047,769
"G48032372","2019","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",22901,2359,2772,1674,1604,1013,1613,753,418,1304,2499,2061,1742,1463,383,581,662,"Harlingen city, Texas",1986,945,968,797,638,547,1008,494,333,566,941,910,669,603,249,322,424
"G48035000","2019","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",876504,71384,37266,44822,49895,45376,47091,40397,41132,35008,73955,81546,93496,57749,36779,46457,74151,"Houston city, Texas",9872,6041,3622,4527,4443,4794,4857,4403,3867,3638,5656,5354,6477,4515,3710,3870,4108
"G48037000","2019","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",83345,3762,1167,2551,3277,2403,3203,4095,4854,3390,6965,11571,11797,8370,5413,4884,5643,"Irving city, Texas",3427,1196,518,859,974,956,1136,1281,1373,1145,1347,1815,1858,1833,1316,1026,1292
"G48039148","2019","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",57079,4810,3047,2330,2972,2620,4396,3776,3177,1970,5124,6678,6905,4018,1399,2637,1220,"Killeen city, Texas",1984,1504,1247,888,1100,1079,1440,1483,1101,803,1375,1427,1573,1327,635,1160,770
"G48041464","2019","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",73066,4799,4176,3671,5158,3536,3075,3296,2074,2683,5106,7742,11011,7184,3776,2322,3457,"Laredo city, Texas",2343,1095,1109,996,1252,1107,901,945,725,868,1547,1751,1930,1639,1180,856,1193
"G48041980","2019","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",38910,683,49,290,1434,438,647,688,512,526,2614,3711,5518,5402,4645,5283,6470,"League City city, Texas",2163,520,86,257,1007,344,501,508,467,396,1020,1979,1651,1771,1623,1469,1701
"G48042016","2019","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"16000US4842016","Leander city, Texas",20548,127,103,137,83,1244,348,230,765,428,1211,1960,2014,2351,2280,3996,3271,"Leander city, Texas",2073,164,184,175,104,958,329,253,513,274,576,769,807,932,806,1284,1065
"G48042508","2019","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",41101,697,542,1109,1901,1593,1636,1240,1713,3325,3818,5595,6320,4930,3208,2197,1277,"Lewisville city, Texas",2189,398,326,411,841,752,580,468,682,1221,971,1629,1342,1043,910,717,447
"G48043888","2019","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",29848,1350,1419,1844,1729,1996,1870,877,1261,714,3319,2495,4119,1958,1136,2260,1501,"Longview city, Texas",1547,544,659,706,733,729,840,500,447,407,787,847,1099,792,655,850,833
"G48045000","2019","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",99104,7004,6115,3991,6123,4789,5139,4838,4819,4452,8643,9496,10939,9425,4377,4795,4159,"Lubbock city, Texas",2573,1766,1826,1061,1301,1230,1545,1206,1457,1023,1791,1618,1996,1470,1058,1022,919
"G48045384","2019","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",47094,3699,1943,4082,3684,1883,2254,1887,3876,1331,3360,3654,5080,3719,2236,1741,2665,"McAllen city, Texas",2094,995,822,1211,1547,652,971,844,1218,700,973,1189,1308,1152,825,794,1020
"G48045744","2019","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",68458,1863,1158,1536,1502,1872,2583,2904,1808,2185,4451,6405,9027,7651,6098,9195,8220,"McKinney city, Texas",2484,890,697,622,709,988,1064,1070,904,1214,1480,1365,1693,1663,1296,1719,1455
"G48046452","2019","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",22943,930,455,152,1020,369,519,358,599,819,1062,1720,3157,2703,2867,3353,2860,"Mansfield city, Texas",2086,527,478,170,690,301,419,262,498,533,646,726,974,700,979,873,707
