GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALAJE001,ALAJE002,ALAJE003,ALAJE004,ALAJE005,ALAJE006,ALAJE007,ALAJE008,ALAJE009,ALAJE010,ALAJE011,ALAJE012,ALAJE013,ALAJE014,ALAJE015,ALAJE016,ALAJE017,NAME_M,ALAJM001,ALAJM002,ALAJM003,ALAJM004,ALAJM005,ALAJM006,ALAJM007,ALAJM008,ALAJM009,ALAJM010,ALAJM011,ALAJM012,ALAJM013,ALAJM014,ALAJM015,ALAJM016,ALAJM017
"G48047892","2019","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",49549,1726,2264,1293,1264,2392,2501,2662,2637,2383,4639,6043,8358,6786,2709,1357,535,"Mesquite city, Texas",2478,760,1015,716,549,798,1015,1016,992,736,1314,1244,1741,1509,939,745,342
"G48048072","2019","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",47961,2247,781,1321,3169,894,1495,955,1626,1785,3526,4062,4560,5733,4572,4742,6493,"Midland city, Texas",2059,1163,516,1095,1439,726,934,821,784,949,1297,1313,1511,1645,1481,1589,1343
"G48048768","2019","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",24709,1678,1093,1708,1289,1127,2059,763,567,1115,2385,1305,3731,1910,1260,1437,1282,"Mission city, Texas",1724,916,699,815,735,693,961,488,485,697,1183,777,1187,894,761,808,811
"G48048804","2019","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",25225,224,155,163,594,298,1883,929,717,749,467,3730,4428,3021,2108,2960,2799,"Missouri City city, Texas",2035,220,160,196,445,287,990,774,583,451,389,1204,1426,1126,831,982,896
"G48050820","2019","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",33398,1515,874,383,1280,1311,2308,1038,1222,591,1783,2734,6883,2876,3254,2913,2433,"New Braunfels city, Texas",2185,748,681,407,787,948,1087,648,707,440,908,916,1611,788,1269,953,869
"G48052356","2019","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",27070,256,215,1697,598,1100,1102,1490,1294,1265,1474,2822,4670,2101,1625,2679,2682,"North Richland Hills city, Texas",1441,224,157,979,385,913,531,502,644,585,680,844,971,732,738,621,738
"G48053388","2019","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",42465,1891,1627,1602,2621,1415,2023,1884,1565,1735,2184,5273,5186,4594,3322,2967,2576,"Odessa city, Texas",1749,960,993,753,1101,740,897,874,945,1051,900,1747,1259,1241,1160,1038,1031
"G48056000","2019","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",47706,2083,1594,1911,2448,2894,2425,3346,3104,1649,4440,3656,6051,5202,2819,2351,1733,"Pasadena city, Texas",2032,687,728,805,1023,962,889,895,1056,553,1081,1211,1207,1260,936,797,634
"G48056348","2019","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",47106,577,227,985,1549,949,830,761,789,601,2762,5229,7257,4368,6035,9491,4696,"Pearland city, Texas",3242,415,193,651,1282,621,739,578,689,416,1125,2096,1830,1963,1872,2722,1270
"G48057176","2019","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"16000US4857176","Pflugerville city, Texas",21971,675,136,594,131,307,565,988,398,821,830,2057,4779,3799,1413,2858,1620,"Pflugerville city, Texas",2091,518,155,473,232,288,571,833,400,407,470,768,1398,1329,724,1033,760
"G48057200","2019","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",23126,4398,1656,2034,1048,1293,601,1222,1499,1646,2137,1630,1561,879,1023,376,123,"Pharr city, Texas",1667,1631,822,999,649,719,389,757,711,772,1005,744,820,465,749,374,144
"G48058016","2019","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",107721,4030,1672,2215,3443,2668,3146,2350,4123,3813,4589,10549,14956,11983,8921,12054,17209,"Plano city, Texas",2964,1299,800,947,1112,1154,971,860,1204,1528,1147,2032,1988,1797,1518,1886,1707
"G48061796","2019","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",43322,2652,428,1098,1149,1089,1761,1747,986,695,2848,2948,6590,5990,3593,4226,5522,"Richardson city, Texas",2432,1023,300,713,831,463,766,888,504,460,958,960,1419,1511,987,1225,973
"G48063500","2019","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",42580,961,528,1088,1262,553,1373,2390,1513,1048,2437,5359,6494,4595,4446,4557,3976,"Round Rock city, Texas",2325,638,495,594,875,456,773,1494,772,508,766,1543,1520,1480,1109,1319,1250
"G48063572","2019","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"16000US4863572","Rowlett city, Texas",21953,336,55,790,280,516,256,588,274,372,1438,2583,3401,2293,3080,3447,2244,"Rowlett city, Texas",1922,315,93,993,207,463,262,485,292,356,683,900,1107,821,1112,1008,1124
"G48064472","2019","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",36990,1990,2284,1088,2326,2213,1876,2033,991,1429,3050,3999,4622,4726,1406,1648,1309,"San Angelo city, Texas",1734,718,1072,582,858,1002,848,876,513,722,975,1239,1129,1414,722,726,642
"G48065000","2019","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",512273,38063,22365,23751,28383,25869,26415,24980,25128,23209,44647,54624,63908,41931,22746,25042,21212,"San Antonio city, Texas",5781,3868,3262,3151,3451,3294,3022,3273,3453,3521,3527,3781,4606,3768,2807,2631,2499
"G48070808","2019","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",40077,378,438,893,387,567,624,1171,682,767,2423,3319,4335,3828,2878,6893,10494,"Sugar Land city, Texas",2259,465,305,620,283,407,564,1027,408,459,1067,1091,1169,1231,888,1427,1528
"G48072176","2019","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",28819,1910,904,1385,2871,559,2016,768,1179,1419,2482,3471,3603,1975,1446,1216,1615,"Temple city, Texas",1841,843,473,580,927,351,872,416,674,761,899,950,1039,778,618,518,605
"G48072656","2019","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",41819,1030,1137,1718,782,400,689,1051,1074,192,1674,2441,2932,5509,3485,5547,12158,"The Woodlands CDP, Texas",3426,649,781,1365,812,259,564,930,611,265,873,1035,1068,2060,1238,1831,2086
"G48074144","2019","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",37504,2898,1318,1495,2521,2083,1966,2047,1738,1850,2721,4099,4296,3778,1900,1166,1628,"Tyler city, Texas",2203,967,832,830,792,944,946,816,754,648,1092,1124,1083,1149,684,562,562
"G48075428","2019","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",21806,1027,1739,789,1548,848,1197,930,871,1009,1655,2154,3077,1451,913,1593,1005,"Victoria city, Texas",1498,531,689,513,806,446,731,528,403,491,802,713,899,613,477,664,519
"G48076000","2019","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",50523,6394,3943,3419,2590,2821,2358,2745,3395,1931,3638,4128,4578,3134,2172,1148,2129,"Waco city, Texas",2299,1412,1199,1318,993,1053,851,850,1032,736,908,1216,1283,1184,849,454,849
"G48079000","2019","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",37332,3407,1716,2109,2619,1290,1481,2555,2167,1787,3376,4245,3954,3074,1570,954,1028,"Wichita Falls city, Texas",2555,1093,591,885,960,590,675,904,903,844,1015,966,791,780,565,470,373
"G49043660","2019","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",25307,432,306,1100,1130,784,456,928,902,920,2180,3133,4112,2990,2248,1689,1997,"Layton city, Utah",1251,388,229,676,620,537,308,544,395,387,879,859,1063,873,717,530,761
"G49044320","2019","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"16000US4944320","Lehi city, Utah",18411,213,97,129,410,252,656,438,109,596,952,1877,2515,2827,2566,2866,1908,"Lehi city, Utah",1013,169,119,126,315,227,673,327,109,371,520,714,617,740,839,750,565
"G49055980","2019","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",30509,1403,1392,788,1251,1310,2636,822,2066,1423,2140,4319,5232,2407,1263,861,1196,"Ogden city, Utah",1681,438,561,370,533,503,978,374,649,659,637,917,1137,629,704,337,439
"G49057300","2019","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",29380,994,639,951,1199,946,1209,1211,1854,1133,2721,2918,5035,3169,1621,1969,1811,"Orem city, Utah",1369,666,280,596,692,529,523,489,794,506,688,649,1149,887,477,530,793
"G49062470","2019","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",34454,1332,1670,2966,1702,2531,1643,1252,1794,1522,2678,4083,4841,1735,1801,1360,1544,"Provo city, Utah",1394,530,669,808,671,658,542,466,670,478,730,991,696,528,522,553,473
"G49065330","2019","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",30816,378,1244,1359,1429,1456,2464,723,857,1378,2657,4031,4847,3822,819,1934,1418,"St. George city, Utah",1849,284,620,707,713,637,904,416,521,643,827,1184,1343,989,395,729,524
"G49067000","2019","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",81839,5150,4224,3778,2951,3214,3056,2973,3009,3325,5772,8673,12003,7444,3837,5103,7327,"Salt Lake City city, Utah",2874,1517,1434,1285,1013,885,1004,935,923,1070,1331,1510,1817,1308,718,1039,1270
"G49067440","2019","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",31130,1364,352,688,841,633,656,586,657,994,2223,2966,4956,3198,2898,4474,3644,"Sandy city, Utah",1458,910,428,371,413,448,497,400,388,440,714,743,860,754,759,863,820
"G49070850","2019","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",20542,270,160,142,304,87,326,185,427,356,892,2514,3069,3759,1550,3294,3207,"South Jordan city, Utah",1347,213,192,229,429,99,316,199,326,297,485,1166,934,1091,718,772,896
"G49082950","2019","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",35366,1094,817,1500,745,435,557,1269,1853,532,2248,3492,6003,6485,3116,3730,1490,"West Jordan city, Utah",1922,635,552,947,748,371,331,677,1402,375,749,1061,1312,1371,922,1015,566
"G49083470","2019","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",36842,766,1121,1393,1311,1472,1813,716,1496,1328,3118,4140,6732,5622,2012,2523,1279,"West Valley City city, Utah",2012,456,490,706,858,616,847,383,584,637,967,1005,1441,928,785,840,535
"G51001000","2019","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",71005,1134,1319,1107,1312,1979,1928,1876,962,1431,4223,6540,9741,7592,5476,7716,16669,"Alexandria city, Virginia",1523,595,717,486,599,907,958,792,541,634,1076,1243,1403,1321,1359,1121,1327
"G51003000","2019","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",111887,4857,2372,2222,1865,1888,1698,1920,1777,1905,4059,10954,11915,11653,9359,16578,26865,"Arlington CDP, Virginia",1847,1322,1017,898,990,946,885,784,763,815,1130,1852,1507,1700,1576,1925,1886
"G51014440","2019","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",23288,200,179,479,137,442,835,200,365,431,1264,1252,2657,2904,2825,3597,5521,"Centreville CDP, Virginia",1586,136,166,369,141,336,513,160,267,278,683,610,761,902,800,640,896
"G51016000","2019","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",86878,2109,3520,1537,4890,3146,2908,2240,4033,2323,7809,7900,11197,9530,8855,8723,6158,"Chesapeake city, Virginia",1764,870,1373,845,1727,1250,1110,895,1476,803,1681,1452,1598,1663,1636,1387,1079
"G51021088","2019","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",20660,337,393,322,567,379,584,520,241,381,1191,2878,2954,3046,2144,2528,2195,"Dale City CDP, Virginia",2023,270,324,259,650,278,349,637,258,406,584,1029,691,828,675,656,574
"G51035000","2019","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",55633,2716,2924,2489,2446,2410,2295,3660,2729,3041,3865,6596,8394,4387,2319,2813,2549,"Hampton city, Virginia",1442,916,818,953,870,839,796,1162,851,1000,1092,1471,1519,1266,773,847,794
"G51047672","2019","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",28950,2356,922,1471,620,1074,2218,1278,1879,1137,2708,3338,4572,1816,1305,1208,1048,"Lynchburg city, Virginia",1238,966,527,668,373,460,893,522,700,413,887,944,1031,619,492,549,439
"G51056000","2019","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",70918,5966,3187,2892,3895,2664,3416,3799,2855,4226,6131,8547,9311,5941,2826,3005,2257,"Newport News city, Virginia",2279,1284,1023,1037,1359,761,942,1097,990,1087,1543,1515,1582,1162,845,866,682
"G51057000","2019","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",88387,8092,4136,3283,4790,3550,6474,3268,4130,3487,8895,8790,11507,6156,4123,4615,3091,"Norfolk city, Virginia",2248,1429,971,862,916,881,1306,914,889,860,1337,1482,1601,1044,906,856,664
"G51064000","2019","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",36089,3157,1967,1280,2499,872,1651,1770,2957,1367,3177,3694,5496,2899,1440,739,1124,"Portsmouth city, Virginia",1133,992,729,796,743,434,524,683,1020,529,949,988,1307,909,533,345,469
"G51067000","2019","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",89878,9734,5910,4130,5080,3001,4967,3602,4405,3195,7249,8686,8956,5146,4376,5016,6425,"Richmond city, Virginia",2207,1774,1610,991,1248,999,1390,1161,1171,852,1572,1538,1363,878,1016,898,944
"G51068000","2019","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",40810,3451,4252,2548,2549,1778,2298,1386,1876,1933,3862,3758,3826,3034,1106,1309,1844,"Roanoke city, Virginia",1405,1156,1430,924,910,539,995,616,739,748,962,1154,1026,1036,414,539,921
"G51076432","2019","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",34597,1570,818,1172,1322,1117,1114,1072,1078,1376,2958,2241,6040,4831,2571,2416,2901,"Suffolk city, Virginia",1038,657,393,624,650,450,651,533,463,432,875,630,1255,953,711,623,571
"G51082000","2019","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",175029,5411,2120,3737,5166,5790,7665,6457,5969,6506,12878,20562,29019,19907,14254,15721,13867,"Virginia Beach city, Virginia",2072,1233,673,1004,1350,1619,1877,1510,1363,1591,1923,2466,2946,2380,1974,1912,1521
"G53003180","2019","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",29665,889,1156,719,893,748,1894,698,1545,1281,1444,3954,3299,3492,3056,2044,2553,"Auburn city, Washington",2443,618,857,438,430,366,1008,418,775,718,747,1213,956,728,823,605,785
"G53005210","2019","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",59316,1296,1090,804,1333,698,378,934,2254,1437,2480,4032,5691,6620,4574,7486,18209,"Bellevue city, Washington",2432,803,715,490,692,388,281,605,992,770,867,1166,1565,1357,931,1079,1865
"G53005280","2019","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",38664,2631,1598,2186,1664,1545,2668,1209,1527,1227,3679,3822,5133,3458,1656,2717,1944,"Bellingham city, Washington",1894,939,544,841,874,715,950,544,746,568,1152,992,1141,961,630,912,839
"G53022640","2019","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",44219,2186,1973,2638,2558,1327,1733,1376,1670,1908,3560,5431,6405,4409,2503,2529,2013,"Everett city, Washington",2438,960,848,1083,1025,753,805,606,756,838,1151,1509,1320,1019,732,618,615
"G53023515","2019","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",34971,2108,662,726,837,1690,1345,1438,2003,1250,3018,4151,5509,3868,1576,2386,2404,"Federal Way city, Washington",2263,925,439,375,531,890,926,757,1060,622,1172,1564,1468,1215,656,756,774
"G53035275","2019","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",31230,1182,1428,1050,2368,894,1606,2229,675,1312,2057,4166,3876,3346,1447,1663,1931,"Kennewick city, Washington",1734,614,897,605,1283,512,900,1084,428,780,846,1208,1079,955,696,689,983
"G53035415","2019","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",44949,1558,1037,844,1422,1420,1714,891,2182,1800,3486,4780,5336,5278,3752,4848,4601,"Kent city, Washington",2376,740,629,540,744,911,646,483,884,724,1095,1023,1124,1211,1153,1244,1071
"G53035940","2019","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",36115,973,503,532,929,769,520,434,739,912,2024,3153,3562,3427,2804,4453,10381,"Kirkland city, Washington",1495,470,523,333,582,448,325,264,559,410,705,932,1022,813,736,1161,1179
"G53043955","2019","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",24496,624,588,717,1011,869,665,1412,720,523,1898,2163,4263,3041,2176,2346,1480,"Marysville city, Washington",1532,499,295,369,644,685,411,592,506,286,757,630,966,763,812,704,657
"G53053545","2019","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",22747,1292,472,663,1375,1570,779,834,603,736,2976,2439,1996,2329,1515,2289,879,"Pasco city, Washington",1155,757,406,571,1000,1032,530,593,445,509,1107,834,740,828,620,681,522
"G53057535","2019","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"16000US5357535","Redmond city, Washington",29881,769,587,283,939,353,353,315,497,907,783,659,2235,3587,3615,6231,7768,"Redmond city, Washington",1638,474,406,195,727,291,305,320,388,650,538,423,984,1044,1365,1445,1132
"G53057745","2019","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",39908,1769,631,582,1618,1117,1407,1317,2229,1252,3182,2886,5107,3813,4288,3903,4807,"Renton city, Washington",2336,903,394,380,737,613,734,651,787,649,1040,1006,1421,1099,886,976,1325
"G53061115","2019","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"16000US5361115","Sammamish city, Washington",21456,412,335,0,286,0,96,338,69,31,284,750,1223,1848,2170,3576,10038,"Sammamish city, Washington",930,442,544,210,283,210,153,331,82,52,238,393,473,644,759,886,978
"G53063000","2019","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",343988,18621,10508,6614,8027,8105,10125,9529,9081,7948,17813,25560,32979,37261,26838,38812,76167,"Seattle city, Washington",6250,2554,2560,1469,2057,2075,2069,1614,1805,1535,2402,2953,3399,3212,2457,3549,4230
"G53065922","2019","WA",,,"Washington","53",,,"South Hill CDP","65922",,,,,,,,,,,,,,,,"16000US5365922","South Hill CDP, Washington",21371,397,158,181,672,250,194,646,486,239,1558,3214,3976,3059,1736,2648,1957,"South Hill CDP, Washington",1784,380,184,128,519,191,157,483,358,206,586,1114,1189,941,570,821,763
"G53067000","2019","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",95222,6712,5946,2687,5241,3671,5486,5175,5433,4440,8754,9742,11002,7340,4008,5073,4512,"Spokane city, Washington",3115,1446,1250,886,1293,985,1156,1452,1330,1210,1606,1455,1625,1178,1042,1170,1154
"G53067167","2019","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",41483,1653,1797,1966,2866,2162,2050,1237,1862,2374,3638,6513,5372,3327,1599,2190,877,"Spokane Valley city, Washington",2299,652,680,920,1112,773,674,524,706,783,926,1246,1470,815,625,1004,435
"G53070000","2019","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",87016,4140,3434,3094,3114,2522,3404,4529,2875,3571,7365,8370,12781,10887,5988,5542,5400,"Tacoma city, Washington",3013,1132,1224,1014,829,924,1135,1755,889,1368,1525,1238,1713,2138,1150,990,950
