GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,ANY7E001,ANY7E002,ANY7E003,ANY7E004,ANY7E005,ANY7E006,ANY7E007,ANY7E008,ANY7E009,ANY7E010,ANY7E011,ANY7E012,ANY7E013,ANY7E014,ANY7E015,ANY7E016,ANY7E017,NAME_M,ANY7M001,ANY7M002,ANY7M003,ANY7M004,ANY7M005,ANY7M006,ANY7M007,ANY7M008,ANY7M009,ANY7M010,ANY7M011,ANY7M012,ANY7M013,ANY7M014,ANY7M015,ANY7M016,ANY7M017
"G40041850","2021","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"1600000US4041850","4041850","Lawton city, Oklahoma",33921,2845,2880,1545,1713,1770,2446,2371,1463,2326,2598,4010,3248,2088,1021,383,1214,"Lawton city, Oklahoma",1527,836,1055,651,772,672,981,862,682,897,711,888,788,727,483,320,587
"G40052500","2021","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"1600000US4052500","4052500","Norman city, Oklahoma",53446,4452,2431,2816,2241,3424,2245,2118,2422,1247,3916,3887,7361,4523,4165,3228,2970,"Norman city, Oklahoma",2093,1339,975,1029,767,1204,883,773,863,527,1338,1091,1440,904,1263,974,878
"G40055000","2021","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"1600000US4055000","4055000","Oklahoma City city, Oklahoma",275285,18356,12324,10857,12173,13545,9657,13167,13575,13093,22551,30163,33328,25416,16352,15821,14907,"Oklahoma City city, Oklahoma",4662,2631,2346,1601,2241,1953,1736,2297,2309,1923,2707,3508,3368,2890,2088,1952,1891
"G40075000","2021","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"1600000US4075000","4075000","Tulsa city, Oklahoma",173943,17150,8765,7332,8424,9189,9621,9238,7873,7400,14226,16499,17980,13854,7690,8248,10454,"Tulsa city, Oklahoma",2212,1352,1335,1052,1146,1323,1280,1151,1157,1092,1522,1460,1801,1407,1127,1003,1138
"G41005350","2021","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"1600000US4105350","4105350","Beaverton city, Oregon",42858,2147,1735,1576,1880,1360,1758,1110,1082,1351,2557,4462,5428,4476,3460,4009,4467,"Beaverton city, Oregon",2340,748,757,828,884,633,791,627,606,849,1017,1311,1380,1297,894,978,1132
"G41005800","2021","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"1600000US4105800","4105800","Bend city, Oregon",44620,2112,775,419,1451,792,1597,883,2194,1184,3453,5091,8038,4803,2500,3522,5806,"Bend city, Oregon",2312,1085,468,365,826,438,708,482,1094,580,1201,1842,1714,1548,1122,1169,1359
"G41023850","2021","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"1600000US4123850","4123850","Eugene city, Oregon",74740,5265,3480,2739,3604,3141,2428,4311,3777,3004,5879,6482,9090,7752,3400,4064,6324,"Eugene city, Oregon",2581,1219,970,904,1060,943,862,1444,1105,977,1410,1232,1456,1390,858,1141,1286
"G41031250","2021","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"1600000US4131250","4131250","Gresham city, Oregon",43487,2486,2111,1849,1490,1603,1745,1487,2307,1355,3083,4665,6342,5111,2992,2785,2076,"Gresham city, Oregon",2290,912,778,862,542,769,734,644,797,600,1044,1157,1486,1042,863,867,812
"G41034100","2021","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"1600000US4134100","4134100","Hillsboro city, Oregon",40891,889,1456,475,827,1886,935,509,1566,536,2719,4331,4955,4746,5237,5223,4601,"Hillsboro city, Oregon",2216,463,677,282,409,859,519,327,548,398,1026,1076,1078,1148,1444,1193,990
"G41047000","2021","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"1600000US4147000","4147000","Medford city, Oregon",36525,2324,1629,1501,1591,2296,1271,1590,1516,784,3101,4413,5298,2967,2460,2230,1554,"Medford city, Oregon",1614,877,807,753,897,954,593,707,760,434,941,1054,1340,1040,823,761,597
"G41059000","2021","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"1600000US4159000","4159000","Portland city, Oregon",286734,18013,10394,8615,7968,9854,10162,9049,9592,8198,19312,26399,35206,26913,23006,27327,36726,"Portland city, Oregon",4101,2336,2005,1523,1949,1796,1984,1576,2064,1385,2406,2641,2928,2085,2509,2416,2904
"G41064900","2021","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"1600000US4164900","4164900","Salem city, Oregon",64959,3172,2930,2149,2531,2152,2465,2967,2895,2239,6464,6872,8816,6477,4296,4007,4527,"Salem city, Oregon",2410,889,866,857,878,792,897,846,847,769,1401,1376,1686,1457,1151,1161,1387
"G42002000","2021","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"1600000US4202000","4202000","Allentown city, Pennsylvania",47204,2372,4066,3891,3097,3454,2276,1799,1940,2108,4420,5176,3708,3060,3307,1992,538,"Allentown city, Pennsylvania",2375,768,1294,1380,1170,1144,1170,798,786,849,1208,1594,1073,999,1095,765,425
"G42006088","2021","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"1600000US4206088","4206088","Bethlehem city, Pennsylvania",30099,1452,1657,2148,1059,1015,1092,1349,1470,1330,2789,3186,3628,2656,1644,2056,1568,"Bethlehem city, Pennsylvania",1739,649,622,839,663,501,532,768,726,587,1029,840,1085,806,630,692,569
"G42024000","2021","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"1600000US4224000","4224000","Erie city, Pennsylvania",38636,3706,2848,2791,2932,2320,1435,1912,1821,2333,2169,3656,3910,3901,1594,516,792,"Erie city, Pennsylvania",1907,897,985,810,763,799,489,697,688,846,638,980,811,985,681,283,535
"G42060000","2021","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"1600000US4260000","4260000","Philadelphia city, Pennsylvania",660921,75854,46489,29394,27361,30594,30270,24446,27339,24437,44645,55045,75168,50657,36253,40637,42332,"Philadelphia city, Pennsylvania",5390,6107,4339,3601,2730,4184,3672,3204,4342,2835,3950,4779,4682,3775,3636,3691,3783
"G42061000","2021","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"1600000US4261000","4261000","Pittsburgh city, Pennsylvania",136747,13769,9613,7163,4921,5365,5828,5796,5327,3500,9030,13610,15092,10989,8121,7398,11225,"Pittsburgh city, Pennsylvania",4641,2223,1412,1329,1116,1245,1279,1183,1274,953,1281,1820,2061,1614,1522,1295,1478
"G42063624","2021","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"1600000US4263624","4263624","Reading city, Pennsylvania",32504,4607,2356,1703,2776,1817,1802,2270,894,1813,2928,3177,2614,1307,976,1215,249,"Reading city, Pennsylvania",1714,1200,752,787,908,762,808,839,499,733,1021,893,739,671,550,634,202
"G42069000","2021","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"1600000US4269000","4269000","Scranton city, Pennsylvania",30096,1507,3228,1346,1430,1252,1213,2034,1497,712,2366,2967,4129,3066,1183,1635,531,"Scranton city, Pennsylvania",1704,460,1001,550,600,601,491,723,614,316,660,819,1029,842,467,551,260
"G44019180","2021","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"1600000US4419180","4419180","Cranston city, Rhode Island",33049,1648,847,1745,568,1772,829,735,1025,522,2348,3604,3850,4456,2487,3121,3492,"Cranston city, Rhode Island",2340,916,628,847,342,898,600,445,668,308,809,1238,925,1159,853,826,920
"G44054640","2021","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"1600000US4454640","4454640","Pawtucket city, Rhode Island",29735,2432,1868,1201,1516,1856,868,1057,1837,1569,2217,2919,3583,2700,1747,1169,1196,"Pawtucket city, Rhode Island",1874,893,721,555,666,790,357,469,656,770,828,867,983,719,620,439,494
"G44059000","2021","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"1600000US4459000","4459000","Providence city, Rhode Island",68179,7352,4666,1979,2600,1915,2779,2824,1244,3175,4950,6808,8071,4917,5012,3925,5962,"Providence city, Rhode Island",2955,1740,1644,858,1016,918,1148,1196,578,1221,1438,1563,1810,1373,1425,1142,1342
"G44074300","2021","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"1600000US4474300","4474300","Warwick city, Rhode Island",36595,1055,1415,1870,1348,937,1096,1759,1677,1597,2702,4058,4373,4210,3591,2351,2556,"Warwick city, Rhode Island",1691,400,729,694,651,570,587,818,831,866,1085,1100,1053,1150,1163,710,880
"G45013330","2021","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"1600000US4513330","4513330","Charleston city, South Carolina",63391,4053,1950,2629,2049,1371,1489,2833,3035,1983,4070,6690,7394,6860,4811,5709,6465,"Charleston city, South Carolina",3233,1095,1018,1041,764,564,665,1361,1431,871,1017,1422,1520,1452,1140,1429,1090
"G45016000","2021","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"1600000US4516000","4516000","Columbia city, South Carolina",51455,6170,3851,1824,2975,2468,2217,2421,1740,3241,4714,3707,4196,2319,3378,2442,3792,"Columbia city, South Carolina",2642,1277,1370,598,944,785,955,761,900,1167,1409,1015,1062,765,1230,803,869
"G45030850","2021","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"1600000US4530850","4530850","Greenville city, South Carolina",34154,2762,1940,781,1744,1508,1758,1131,1545,1906,2385,3242,3879,1951,1249,2559,3814,"Greenville city, South Carolina",1966,760,951,518,845,685,814,589,716,845,868,899,838,496,425,736,700
"G45048535","2021","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"1600000US4548535","4548535","Mount Pleasant town, South Carolina",37983,1585,188,1728,1421,1045,782,421,721,383,3165,2295,5356,4545,3034,4329,6985,"Mount Pleasant town, South Carolina",2042,868,310,1243,1167,774,905,417,606,336,1477,1100,1799,1427,1168,1624,1443
"G45050875","2021","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"1600000US4550875","4550875","North Charleston city, South Carolina",47324,4157,1313,2777,2552,2823,2043,2889,1840,1320,3303,5547,6053,4066,1793,2605,2243,"North Charleston city, South Carolina",2921,1414,769,1206,1297,1046,1300,1375,780,725,1234,1615,1385,1219,808,861,1027
"G45061405","2021","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"1600000US4561405","4561405","Rock Hill city, South Carolina",29268,1151,656,1507,1732,798,1672,2148,1753,1285,1886,3183,4574,1975,1914,1326,1708,"Rock Hill city, South Carolina",1737,493,358,696,726,452,852,966,727,721,737,833,1028,777,709,535,615
"G46052980","2021","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"1600000US4652980","4652980","Rapid City city, South Dakota",32471,1865,1521,816,2042,2134,1168,1532,960,1207,2664,3851,4161,2851,1825,2074,1800,"Rapid City city, South Dakota",1191,894,671,494,670,745,645,657,528,544,868,1012,796,779,660,675,747
"G46059020","2021","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"1600000US4659020","4659020","Sioux Falls city, South Dakota",83498,3164,1672,1989,3880,3005,5008,3685,3377,2260,5522,10085,12976,9949,4455,5434,7037,"Sioux Falls city, South Dakota",1744,1016,548,781,1142,1140,1453,1125,864,972,1303,1894,2048,1590,955,1184,1803
"G47014000","2021","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"1600000US4714000","4714000","Chattanooga city, Tennessee",77299,6198,5006,3973,3707,3321,3840,3911,2934,2506,5495,7275,10384,5704,4965,3583,4497,"Chattanooga city, Tennessee",2453,1448,1175,1436,1142,1072,1010,1194,873,831,1170,1484,1878,1184,1162,947,1073
"G47015160","2021","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"1600000US4715160","4715160","Clarksville city, Tennessee",63787,3521,1368,1560,2871,2042,3059,3841,5456,2070,5512,8493,11488,5047,2764,3286,1409,"Clarksville city, Tennessee",2246,1253,837,811,1292,842,1081,1349,1478,730,1369,2062,2092,1348,898,1583,683
"G47027740","2021","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"1600000US4727740","4727740","Franklin city, Tennessee",33275,480,134,157,682,1011,366,1133,841,981,2326,2598,5415,3471,1558,4756,7366,"Franklin city, Tennessee",1690,338,158,150,583,484,436,659,561,671,837,1006,1516,1075,722,1322,1329
"G47037640","2021","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"1600000US4737640","4737640","Jackson city, Tennessee",26505,2168,2498,1257,1348,1850,960,1264,1683,999,2538,2593,1938,2091,1332,1086,900,"Jackson city, Tennessee",1483,735,827,568,632,782,527,524,875,577,1073,772,742,841,667,650,416
"G47038320","2021","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"1600000US4738320","4738320","Johnson City city, Tennessee",30806,3879,1202,1342,931,1271,1058,1739,1453,431,3001,3309,4157,2017,1221,1654,2141,"Johnson City city, Tennessee",2284,1441,566,618,562,654,590,775,742,367,1078,1392,1389,658,673,661,860
"G47040000","2021","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"1600000US4740000","4740000","Knoxville city, Tennessee",85151,7523,5340,4410,6148,3773,5555,4959,4373,3225,5670,8838,8439,6670,2510,3675,4043,"Knoxville city, Tennessee",2689,1700,1228,1220,1357,1039,1533,1085,1020,844,1250,1423,1486,1286,679,1006,1056
"G47048000","2021","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"1600000US4748000","4748000","Memphis city, Tennessee",256968,28368,14408,12274,14932,15257,13386,15151,16150,10544,20787,25392,23360,15588,10560,9701,11110,"Memphis city, Tennessee",4780,2857,2240,2026,3087,3219,2275,2384,2731,1966,2766,2626,2333,1876,2123,1974,2051
"G47051560","2021","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"1600000US4751560","4751560","Murfreesboro city, Tennessee",58371,2311,1479,1412,2070,1160,1166,4053,2281,1540,5418,5311,8630,6406,5275,5814,4045,"Murfreesboro city, Tennessee",2651,1005,731,886,1731,530,805,1659,1148,843,1827,1560,1736,1607,1612,1885,1151
"G47052006","2021","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"1600000US4752006","4752006","Nashville-Davidson metropolitan government (balance), Tennessee",305247,21470,8079,10520,10437,12155,14460,14158,12169,10568,24630,34993,38121,26893,17017,21562,28015,"Nashville-Davidson metropolitan government (balance), Tennessee",3646,2581,1694,1967,2508,2311,2293,2678,2189,1885,3536,3375,3931,3225,2230,2813,2912
"G48001000","2021","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"1600000US4801000","4801000","Abilene city, Texas",48398,2884,2977,2510,2028,3293,1267,2847,3031,1333,5185,6094,5202,3570,1628,3188,1361,"Abilene city, Texas",1816,906,1097,959,805,1297,586,932,1104,536,1282,1457,1297,789,655,1228,528
"G48001924","2021","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"1600000US4801924","4801924","Allen city, Texas",37461,247,567,846,745,687,417,1332,840,673,1805,4631,3579,4431,2878,6265,7518,"Allen city, Texas",2204,206,604,886,608,517,402,1075,505,554,910,2196,1030,1747,946,1393,1634
"G48003000","2021","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"1600000US4803000","4803000","Amarillo city, Texas",82129,5524,4104,4254,3366,4009,4699,3155,5414,3012,6832,8002,10501,5692,5338,4783,3444,"Amarillo city, Texas",2459,1479,1047,1098,972,1191,1427,974,1441,956,1543,1477,1799,1118,1447,1137,1022
"G48004000","2021","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"1600000US4804000","4804000","Arlington city, Texas",146888,7228,4355,4882,7953,5823,8059,8822,8558,6097,11785,14299,19511,10648,10194,9138,9536,"Arlington city, Texas",4942,2029,1524,1180,1814,1544,1582,2064,1779,1367,2334,2237,2651,2176,1577,1540,1412
"G48004462","2021","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"1600000US4804462","4804462","Atascocita CDP, Texas",29579,419,52,60,821,397,581,619,746,142,2906,2842,5019,2689,3500,5883,2903,"Atascocita CDP, Texas",4887,494,88,99,1012,415,553,589,792,183,1642,1559,1737,1187,1827,3228,1434
"G48005000","2021","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"1600000US4805000","4805000","Austin city, Texas",449399,28629,10465,13678,12659,12672,13333,18559,17653,15846,31605,37535,56032,42226,29460,43595,65452,"Austin city, Texas",7214,4040,2465,3021,2505,2634,2279,3933,2668,3003,4238,4397,5485,4012,4190,4351,4241
"G48006128","2021","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"1600000US4806128","4806128","Baytown city, Texas",28264,2133,925,1014,1422,2332,1257,2628,1289,1620,2064,2924,3004,1880,1327,1430,1015,"Baytown city, Texas",2128,879,489,733,721,1073,676,1300,686,820,734,1014,873,834,869,657,557
"G48007000","2021","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"1600000US4807000","4807000","Beaumont city, Texas",46375,3450,2485,1708,3647,2680,2632,1527,2373,1896,4364,3649,6795,3164,2350,1399,2256,"Beaumont city, Texas",2183,1108,889,718,1495,1033,1031,597,1071,858,1335,1047,1443,874,977,625,706
"G48010768","2021","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"1600000US4810768","4810768","Brownsville city, Texas",56522,5271,4561,3769,3480,2323,2633,3417,1428,2399,4928,5852,6383,3340,2296,3214,1228,"Brownsville city, Texas",2324,1367,1157,1218,1259,937,777,1172,559,1164,1367,1752,1682,1106,1043,1336,550
"G48010912","2021","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"1600000US4810912","4810912","Bryan city, Texas",32910,4178,1375,1571,2802,1634,1672,1552,2228,1363,3028,2253,3194,2617,988,1750,705,"Bryan city, Texas",2415,1363,627,813,1018,850,804,650,958,737,1061,1005,1008,979,591,769,414
"G48013024","2021","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"1600000US4813024","4813024","Carrollton city, Texas",50308,2125,1605,741,1203,1265,1707,1195,1466,2003,4073,3806,8663,6745,4273,4207,5231,"Carrollton city, Texas",2016,1192,768,418,574,671,953,605,577,1105,1318,885,1548,1166,1190,1151,1174
"G48013552","2021","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"1600000US4813552","4813552","Cedar Park city, Texas",30407,252,367,916,660,265,1375,1041,543,179,1843,2233,3501,3374,3301,3816,6741,"Cedar Park city, Texas",2195,249,341,569,480,249,1023,729,456,176,888,1023,1283,1074,1047,1281,1532
"G48015976","2021","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"1600000US4815976","4815976","College Station city, Texas",41586,4429,1892,2901,1720,1472,3422,1225,2114,1790,3563,2974,4566,2682,1605,2624,2607,"College Station city, Texas",2579,1361,713,1051,861,890,1143,551,986,965,1016,1005,1352,936,608,674,861
"G48016432","2021","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"1600000US4816432","4816432","Conroe city, Texas",37297,1620,686,671,2458,1500,2359,1700,1913,1466,2293,3567,4886,4902,1066,2946,3264,"Conroe city, Texas",3154,905,469,379,1344,767,1465,1099,1073,821,1020,1522,1518,1862,532,1244,1165
"G48017000","2021","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"1600000US4817000","4817000","Corpus Christi city, Texas",117366,9247,5215,4275,5873,5793,6125,4195,4937,4872,8306,12179,17487,8934,7987,5384,6557,"Corpus Christi city, Texas",2957,1937,1224,1209,1332,1188,1475,1276,1516,1410,1740,2172,2313,1970,1649,1472,1538
"G48019000","2021","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"1600000US4819000","4819000","Dallas city, Texas",536008,42340,23542,22307,24675,21993,22019,24888,28573,20230,44510,58673,54957,40908,26152,29006,51235,"Dallas city, Texas",8007,4766,3322,3570,3641,3252,3382,3741,4146,2972,4740,5996,4163,3719,3126,2906,3705
"G48019972","2021","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"1600000US4819972","4819972","Denton city, Texas",57963,4603,2045,3261,1965,2271,2699,2109,2550,1079,5018,5372,6915,5389,3925,4372,4390,"Denton city, Texas",2931,1297,1061,1277,1011,704,1086,801,1001,541,1799,1428,1650,1273,1321,1069,1404
"G48022660","2021","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"1600000US4822660","4822660","Edinburg city, Texas",37541,3835,2805,2136,1951,3298,196,2216,1100,3325,3221,2648,3185,3974,1841,1049,761,"Edinburg city, Texas",3033,1737,1465,1275,1244,1522,236,1400,823,1756,1514,1130,1234,1709,793,740,572
"G48024000","2021","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"1600000US4824000","4824000","El Paso city, Texas",242529,21408,14249,11363,14077,10649,11479,13092,10514,11344,22291,25007,23514,18902,12094,11557,10989,"El Paso city, Texas",3601,2757,1976,1888,2189,2082,2252,2599,1987,2297,2919,2998,2880,3102,1867,2611,1904
"G48026232","2021","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"1600000US4826232","4826232","Flower Mound town, Texas",27696,653,320,0,522,363,364,527,659,311,719,2517,2491,2649,2217,4729,8655,"Flower Mound town, Texas",1481,455,242,249,531,326,295,475,433,339,443,866,683,931,636,1079,1011
"G48027000","2021","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"1600000US4827000","4827000","Fort Worth city, Texas",334286,16039,12145,9603,11825,13617,16093,14325,12806,14537,26978,31678,47254,32492,21676,25217,28001,"Fort Worth city, Texas",6559,2260,2081,1593,2007,2223,3492,2336,2340,3194,3536,3673,4857,3396,2410,3540,3642
"G48027684","2021","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"1600000US4827684","4827684","Frisco city, Texas",72282,1096,692,453,407,1203,972,721,2419,1959,2111,6196,7896,8811,6677,10744,19925,"Frisco city, Texas",2480,606,498,355,364,808,612,463,1018,1044,997,1673,1811,1759,1682,1910,1982
"G48029000","2021","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"1600000US4829000","4829000","Garland city, Texas",77777,3621,2931,2086,3101,3141,4232,4170,3790,2798,7363,10503,10858,5998,4463,5481,3241,"Garland city, Texas",3207,1397,1386,781,993,1378,1261,1237,1118,921,1714,2048,1880,1384,1223,1393,750
"G48029336","2021","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"1600000US4829336","4829336","Georgetown city, Texas",30207,990,447,315,1159,1166,1069,753,689,1460,2641,3271,4747,2944,2418,3821,2317,"Georgetown city, Texas",1786,498,249,259,783,509,553,526,383,893,963,1004,1164,920,763,1282,944
"G48030464","2021","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"1600000US4830464","4830464","Grand Prairie city, Texas",64208,3934,1730,1695,2110,2028,2954,1559,3438,2869,5160,6987,8113,8002,4828,4837,3964,"Grand Prairie city, Texas",2780,1374,894,931,829,714,1213,778,1392,1047,1609,1571,2052,1820,1310,1225,1136
"G48032372","2021","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"1600000US4832372","4832372","Harlingen city, Texas",27051,1301,3103,1922,2241,1806,1138,654,646,490,1618,3315,3676,2006,1811,339,985,"Harlingen city, Texas",2254,628,1243,847,853,831,626,525,673,341,660,1070,1021,981,879,234,465
"G48035000","2021","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"1600000US4835000","4835000","Houston city, Texas",924981,76029,43010,40135,43403,50495,50068,44331,40563,36165,68655,93391,94554,66436,40674,53130,83942,"Houston city, Texas",9366,5838,4260,4504,4713,5210,4746,4586,3992,4500,5594,6851,7042,5204,3157,3858,5104
"G48037000","2021","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"1600000US4837000","4837000","Irving city, Texas",95309,3936,1873,2267,3298,4435,3893,4123,3775,3233,8577,10902,14142,7436,8044,6593,8782,"Irving city, Texas",3542,1265,780,922,1262,1513,1199,1322,1235,1282,1741,1669,1782,1382,2189,1492,1565
"G48039148","2021","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"1600000US4839148","4839148","Killeen city, Texas",57875,4616,3476,2490,3086,2820,2765,3129,2717,2287,5539,6908,7396,4293,3313,2292,748,"Killeen city, Texas",2557,1573,1428,1157,1537,993,1133,1248,730,943,1355,1826,1946,1318,1281,945,374
"G48041464","2021","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"1600000US4841464","4841464","Laredo city, Texas",76095,7453,4489,3490,3308,3725,4819,3302,2787,2095,7193,7424,7811,6551,4577,3965,3106,"Laredo city, Texas",1458,1415,1157,1285,934,1377,1241,1102,1088,963,1935,1823,1546,1763,1292,1252,1084
"G48041980","2021","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"1600000US4841980","4841980","League City city, Texas",44419,876,1317,1478,179,381,519,369,2112,1169,1866,3849,7853,3178,5909,5273,8091,"League City city, Texas",2237,705,906,819,227,358,489,237,1708,594,963,1725,2383,1087,1891,1497,2357
"G48042016","2021","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"1600000US4842016","4842016","Leander city, Texas",24031,1256,316,459,469,308,101,586,96,413,2175,2211,1823,2534,2979,4545,3760,"Leander city, Texas",1932,804,331,556,545,298,177,474,134,320,975,1102,736,928,1114,1188,1158
"G48042508","2021","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"1600000US4842508","4842508","Lewisville city, Texas",46897,2108,1557,517,307,1402,2450,1642,3280,1336,3352,5042,8363,4915,2632,4893,3101,"Lewisville city, Texas",2470,1065,915,372,210,799,989,836,1396,688,1102,1211,1721,1251,929,1264,1041
"G48043888","2021","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"1600000US4843888","4843888","Longview city, Texas",31072,1944,2092,1274,1689,2010,2103,1153,1431,1469,2579,3459,3378,2769,1942,939,841,"Longview city, Texas",1776,728,1036,681,748,765,898,616,1093,755,810,910,945,1108,846,776,520
"G48045000","2021","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"1600000US4845000","4845000","Lubbock city, Texas",104426,9740,6380,5955,5318,4071,4510,3912,4774,3312,8456,9355,12774,9930,4542,4395,7002,"Lubbock city, Texas",2682,1983,1786,1789,1847,1140,1454,1156,1347,1097,1646,1977,1816,1881,1227,1224,1480
