GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G06022230","2016","CA",,,"California","06",,,"El Monte city","22230",,,,,,,,,,,,,,,,"16000US0622230","El Monte city, California",27249,1594,1374,2229,2281,1368,1845,1080,1049,1243,2646,2542,3820,1360,1112,981,725,"El Monte city, California",1447,635,455,659,715,554,624,417,467,459,733,656,823,476,388,422,355
"G06022804","2016","CA",,,"California","06",,,"Escondido city","22804",,,,,,,,,,,,,,,,"16000US0622804","Escondido city, California",45367,1863,1342,3244,2558,2615,2207,2152,1907,1695,2922,4770,6204,4061,2348,3464,2015,"Escondido city, California",2011,823,562,982,716,936,846,732,636,650,883,1009,979,850,660,824,608
"G06023182","2016","CA",,,"California","06",,,"Fairfield city","23182",,,,,,,,,,,,,,,,"16000US0623182","Fairfield city, California",38027,1906,1144,740,2312,1908,1242,1214,1366,1457,3409,3162,6148,3564,2345,2958,3152,"Fairfield city, California",1435,744,433,423,733,776,517,545,709,524,977,891,1356,780,745,768,939
"G06024477","2016","CA",,,"California","06",,,"Florence-Graham CDP","24477",,,,,,,,,,,,,,,,"16000US0624477","Florence-Graham CDP, California",15084,1527,1009,1258,1477,702,1417,852,929,647,1116,1063,1330,1011,307,439,0,"Florence-Graham CDP, California",1309,594,388,536,577,393,467,416,465,380,418,478,523,437,219,297,206
"G06024638","2016","CA",,,"California","06",,,"Folsom city","24638",,,,,,,,,,,,,,,,"16000US0624638","Folsom city, California",27417,539,773,341,586,1006,480,620,1200,1040,1374,1806,3051,3634,3098,3569,4300,"Folsom city, California",1441,296,448,232,346,428,243,371,630,655,652,641,848,995,867,768,930
"G06024680","2016","CA",,,"California","06",,,"Fontana city","24680",,,,,,,,,,,,,,,,"16000US0624680","Fontana city, California",57868,1977,2247,2669,2114,1301,2954,2835,2820,1994,4939,8705,9574,5428,2425,3664,2222,"Fontana city, California",2016,728,856,989,806,524,1105,876,1002,877,1240,1938,1622,1239,996,1172,792
"G06026000","2016","CA",,,"California","06",,,"Fremont city","26000",,,,,,,,,,,,,,,,"16000US0626000","Fremont city, California",71599,1259,1162,1103,1369,1168,1622,1227,1025,1266,3326,4527,8458,9306,6462,10699,17620,"Fremont city, California",2346,535,556,498,575,524,621,461,446,665,1007,1020,1310,1617,1184,1444,1530
"G06027000","2016","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"16000US0627000","Fresno city, California",166288,16604,12766,10793,11709,6495,8684,9670,6541,5756,13533,13404,19981,11831,5311,6013,7197,"Fresno city, California",3721,2278,1803,2008,2041,1294,1459,1458,1193,1147,1820,1705,2440,1722,1106,1144,1401
"G06028000","2016","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"16000US0628000","Fullerton city, California",45635,2791,1948,1137,1694,1300,646,1788,2064,1919,4382,3909,5960,4400,2518,4167,5012,"Fullerton city, California",2559,969,780,521,797,577,363,644,745,761,1068,942,1002,1100,727,1048,1026
"G06029000","2016","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"16000US0629000","Garden Grove city, California",47718,1293,1995,2003,2357,2297,2242,2064,1883,1514,4428,5817,6061,4793,2932,3031,3008,"Garden Grove city, California",1711,424,699,585,770,791,675,640,580,642,820,1059,1160,882,751,762,770
"G06030000","2016","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",75013,5460,4718,3928,3480,2781,3439,2535,1625,2678,4353,7790,7916,6973,5135,4771,7431,"Glendale city, California",2508,1291,1216,1043,929,751,948,807,590,857,1070,1443,1458,1258,1096,1030,1234
"G06032548","2016","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",28870,1547,1911,1163,2445,1682,1772,1967,1037,1480,3327,2867,3084,1963,599,1143,883,"Hawthorne city, California",1563,730,668,443,845,757,597,601,422,549,1024,1070,799,699,344,455,330
"G06033000","2016","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",45792,2155,1325,1698,1321,1445,1165,2041,1564,1647,3377,5075,6964,4441,3521,4556,3497,"Hayward city, California",1757,634,536,666,512,461,416,605,618,592,886,1022,1231,810,761,940,673
"G06033182","2016","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",29465,2784,3219,2049,2150,1520,2396,1418,2460,1379,2564,2009,2250,1563,664,745,295,"Hemet city, California",2363,966,1082,859,650,530,696,507,989,511,833,744,632,692,392,444,417
"G06033434","2016","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",26802,1255,1583,1853,1573,1118,1113,1671,1271,1436,2559,2756,3130,2971,1201,552,760,"Hesperia city, California",1703,592,669,769,742,494,496,661,521,598,872,723,922,868,624,334,504
"G06036000","2016","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",78998,2542,2210,2339,2056,2763,3111,2596,2691,1924,4517,7336,11210,8837,7432,8301,9133,"Huntington Beach city, California",2542,790,751,949,727,723,1032,822,766,622,970,1008,1751,1627,1397,1331,1360
"G06036448","2016","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",30887,3973,1590,1964,1550,2701,1369,2131,1334,1138,1594,2140,3930,1003,1710,1872,888,"Indio city, California",2441,1170,601,644,716,926,540,713,623,559,649,729,935,462,823,658,417
"G06036546","2016","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",38724,2487,2076,2102,2114,2537,2071,1905,1772,1751,3037,4225,4494,2504,2120,2260,1269,"Inglewood city, California",2230,878,795,895,958,812,757,699,716,717,722,1063,1042,734,698,764,634
"G06036770","2016","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",94321,7447,2178,1299,1440,2234,2752,1861,2967,2434,4845,6897,11821,12073,5759,10994,17320,"Irvine city, California",3397,1732,936,700,577,1000,1022,821,1274,891,1479,1578,1889,2257,1339,1916,2389
"G06037692","2016","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",24850,1524,1200,976,1468,987,848,1021,1039,1421,1499,3390,2993,3150,1054,1359,921,"Jurupa Valley city, California",1457,672,596,506,580,547,332,412,452,488,676,817,637,838,420,528,402
"G06039248","2016","CA",,,"California","06",,,"Laguna Niguel city","39248",,,,,,,,,,,,,,,,"16000US0639248","Laguna Niguel city, California",24116,809,390,243,452,445,896,522,559,1168,1892,1827,1934,2483,2147,3285,5064,"Laguna Niguel city, California",1365,410,396,170,335,261,396,300,429,642,750,786,583,675,736,763,838
"G06039496","2016","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",29496,1047,664,634,767,716,559,850,1141,534,1131,3001,3571,3948,2010,4632,4291,"Lake Forest city, California",1480,506,439,333,401,488,364,491,579,286,501,1008,934,895,729,947,872
"G06039892","2016","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",24806,877,958,923,382,789,790,965,599,1371,1181,1721,3764,3324,2584,3235,1343,"Lakewood city, California",1200,396,523,495,243,370,355,517,267,650,418,610,895,757,658,743,406
"G06040130","2016","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",49934,7443,2233,2232,1578,2259,2987,1787,2779,2674,3091,5384,6362,3382,1998,2047,1698,"Lancaster city, California",2000,1359,678,763,592,667,916,645,859,888,942,1046,1284,838,633,582,554
"G06041992","2016","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",30749,1141,391,1006,322,440,531,782,953,716,1141,2023,3568,3614,3095,5230,5796,"Livermore city, California",1443,565,241,439,218,249,274,396,625,529,522,830,700,935,868,1120,1173
"G06043000","2016","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",160769,9634,7812,7947,9505,6993,5856,5844,7790,5444,13439,14329,23504,14780,8036,8968,10888,"Long Beach city, California",4397,1368,1319,1172,1558,1291,1098,1341,1247,1048,1942,1798,2175,1970,1268,1280,1558
"G06044000","2016","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",1378844,106131,88950,70382,81039,62961,64539,56226,59198,50579,92622,126735,145511,111910,66253,79363,116445,"Los Angeles city, California",9016,5298,4339,3418,4942,3482,3782,3319,3212,3162,4885,4641,6057,5097,3563,3847,4606
"G06044574","2016","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",14840,680,623,643,1155,1236,894,1240,887,885,911,1403,2009,880,670,304,420,"Lynwood city, California",1017,392,357,347,530,549,454,544,514,489,401,463,593,346,356,194,270
"G06045484","2016","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",24828,982,1078,1310,1189,810,1072,754,1149,1069,2023,2812,3487,2946,2133,1112,902,"Manteca city, California",1487,500,475,651,595,464,494,416,527,565,823,780,777,858,723,544,555
"G06046842","2016","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",29148,957,1658,680,2115,1782,1649,1538,1113,1033,2067,2354,3359,3506,1303,2659,1375,"Menifee city, California",1559,503,695,334,744,652,635,545,517,430,695,634,749,904,544,905,649
"G06046898","2016","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",24221,2811,1855,1646,1395,888,1362,1569,1482,768,1263,2407,2770,1248,870,1023,864,"Merced city, California",1535,913,712,580,582,407,640,669,560,357,427,778,681,460,535,455,574
"G06047766","2016","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",22870,740,414,248,662,312,702,211,273,802,1224,1678,2686,2756,1754,3712,4696,"Milpitas city, California",1036,468,326,196,425,203,456,149,214,572,441,606,824,837,515,918,882
"G06048256","2016","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",33544,343,400,589,1507,644,844,163,189,1166,1924,2154,4310,4810,4089,4731,5681,"Mission Viejo city, California",1636,243,257,347,678,352,430,159,166,570,664,696,870,993,741,940,959
"G06048354","2016","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",70591,3640,3140,4515,2900,2743,4862,3956,3463,3637,5132,7283,9303,7192,2919,3700,2206,"Modesto city, California",2090,911,871,1108,872,935,1244,1023,946,935,1157,1212,1586,1445,845,1035,765
"G06049270","2016","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",49785,2401,1526,2202,2325,2391,1976,2124,2201,1904,4180,6344,8839,4163,3733,2180,1296,"Moreno Valley city, California",2023,602,559,669,749,580,584,743,708,573,906,1117,1373,833,960,627,616
"G06049670","2016","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",32696,1265,974,740,1163,680,807,533,644,325,1154,2366,2764,3515,2781,4346,8639,"Mountain View city, California",1521,477,432,307,685,461,576,343,485,225,453,857,809,844,732,934,963
"G06050076","2016","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",31090,983,592,424,789,1482,1475,756,637,659,3000,2750,6052,3164,3225,2485,2617,"Murrieta city, California",1713,465,462,288,410,722,666,492,359,409,987,951,1274,948,1087,782,937
"G06050258","2016","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",30017,1225,1545,1066,1293,594,908,1127,1201,1178,2805,3557,2351,3452,2842,2010,2863,"Napa city, California",1217,460,642,359,639,368,369,610,554,476,691,923,638,850,733,606,761
"G06051182","2016","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",37351,1446,870,983,621,597,1363,1132,1013,593,1066,2579,3691,3782,2938,3963,10714,"Newport Beach city, California",1822,560,536,595,338,384,813,629,562,457,408,877,1161,992,960,900,1222
"G06052526","2016","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",26883,1133,936,1731,1830,1018,976,908,1014,905,1972,3343,4384,3441,1335,1193,764,"Norwalk city, California",1220,449,438,563,626,492,459,372,507,349,623,879,883,744,522,477,342
"G06053000","2016","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",158084,10968,10713,6219,7431,6178,6610,5127,4492,4508,8898,14711,17928,14230,9270,12578,18223,"Oakland city, California",3325,1803,1455,1176,1410,1246,1395,1103,1072,1085,1293,1809,1794,1773,1293,1469,1821
"G06053322","2016","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",62661,2450,2265,2584,2797,2985,2483,2706,3871,3444,5353,6882,8101,6142,3499,4020,3079,"Oceanside city, California",2690,855,763,854,853,832,756,906,1094,977,1261,1329,1148,1168,719,980,895
"G06053896","2016","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",49020,2714,1602,2458,2288,1937,2956,2907,1951,2193,4882,6010,6311,4443,2877,2370,1121,"Ontario city, California",2176,717,603,759,628,679,691,937,689,629,1071,1123,1480,951,873,800,503
"G06053980","2016","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",43533,1474,876,788,1798,1160,1874,1126,1129,1890,3427,4137,5835,4332,4125,4406,5156,"Orange city, California",1625,630,410,464,724,453,658,429,495,761,963,1026,979,902,1152,950,931
"G06054652","2016","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",49895,1635,1368,2131,2213,2165,1376,2045,2248,2391,5080,5832,6720,5597,2890,3749,2455,"Oxnard city, California",2240,564,449,813,738,718,538,635,708,799,1160,1172,1217,1163,821,790,767
"G06055156","2016","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",44225,2294,2406,2478,2607,1940,2314,2404,2932,2152,2835,4800,5577,3695,2022,2636,1133,"Palmdale city, California",2143,621,881,707,770,640,810,778,883,714,775,1047,1173,768,733,721,424
"G06055282","2016","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",28228,1551,761,741,655,469,628,380,588,246,1206,2494,1815,2331,1542,2049,10772,"Palo Alto city, California",1142,885,432,472,391,340,467,309,481,212,644,825,750,808,629,677,943
"G06056000","2016","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",55291,5056,2153,2432,1299,1520,1836,1865,1430,1180,2926,5325,6940,4526,3671,6109,7023,"Pasadena city, California",2422,1448,764,798,466,499,633,707,547,560,670,1039,1064,962,973,1137,1179
"G06056700","2016","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",17261,634,589,1034,896,1802,987,1282,1066,423,851,1968,2232,1348,1267,600,282,"Perris city, California",1184,468,382,637,638,851,585,660,661,362,486,794,599,595,665,319,336
"G06057456","2016","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",20509,1026,572,574,950,1076,773,683,725,894,1642,2315,2631,2520,1113,1836,1179,"Pittsburg city, California",1204,521,341,366,477,466,434,481,425,507,528,840,690,699,568,712,508
"G06057792","2016","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",29774,1111,756,531,500,694,401,756,419,0,538,1852,2450,2920,2602,4673,9571,"Pleasanton city, California",1210,595,544,385,324,488,287,365,343,206,256,668,855,772,931,784,1065
"G06058072","2016","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",35503,1608,2019,1728,1872,1749,1902,2301,1457,1683,2815,3171,4778,3806,2195,1634,785,"Pomona city, California",1760,486,528,575,578,578,580,657,379,563,787,723,946,795,660,558,381
"G06059444","2016","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",24611,986,667,797,1566,1137,1493,1067,1469,1292,2297,2299,3611,2244,1066,1821,799,"Rancho Cordova city, California",1387,428,362,375,570,365,558,493,622,478,722,609,842,569,431,555,358
"G06059451","2016","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",57514,3020,727,1342,2130,910,1786,1692,2508,2025,3161,5843,9779,7476,3911,6622,4582,"Rancho Cucamonga city, California",2727,857,289,685,760,499,718,794,984,739,1084,1169,1775,1625,933,1569,919
"G06059920","2016","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",36472,1908,3101,1816,1581,1525,2684,2978,1758,1991,3126,3569,3819,2542,982,1531,1561,"Redding city, California",1518,655,776,552,578,496,940,811,703,796,847,848,800,718,405,620,394
"G06059962","2016","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",24217,980,1325,780,963,876,1251,731,1372,359,1187,2835,4233,2119,2244,1299,1663,"Redlands city, California",1615,534,531,584,682,683,669,473,684,285,476,859,1182,682,697,446,556
"G06060018","2016","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",29688,1156,773,539,762,867,679,496,645,721,1803,2577,4404,2979,2743,2697,5847,"Redondo Beach city, California",1462,481,360,446,575,420,429,322,411,582,725,807,1135,768,856,656,1190
"G06060102","2016","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",30293,1088,814,676,504,866,922,745,1004,640,1718,2437,3368,3212,1637,3748,6914,"Redwood City city, California",1735,575,402,480,330,542,579,295,573,379,623,720,1062,725,547,826,1183
"G06060466","2016","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",26445,1653,1170,1701,1605,1640,1084,824,1352,1016,2469,3643,3983,1881,949,1125,350,"Rialto city, California",1420,615,482,659,632,575,757,364,621,536,604,831,899,572,409,428,191
"G06060620","2016","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",34949,1791,1183,1474,1379,1443,1692,1902,1591,1556,2846,4141,4328,3183,2917,1956,1567,"Richmond city, California",1584,700,538,613,657,546,762,846,616,661,947,824,979,807,887,465,618
"G06062000","2016","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",91360,5184,4523,3500,4230,3690,3856,3802,3916,3172,7831,9872,12390,8527,7156,5244,4467,"Riverside city, California",2584,1075,1032,1051,934,891,973,995,928,792,1307,1573,1652,1207,1476,1076,1111
"G06062938","2016","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",48500,2383,1465,1395,792,1324,1790,1227,1677,1910,2631,4922,6189,6830,3875,5426,4664,"Roseville city, California",1894,998,596,587,391,610,795,493,603,607,736,942,1204,1257,838,956,1084
"G06064000","2016","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",183212,12072,11220,8896,9517,8478,7722,8447,7936,8206,14672,18969,21038,17270,9176,10808,8785,"Sacramento city, California",4461,1672,1302,1572,1899,1607,1393,1441,1559,1593,1984,2275,2279,1960,1479,1472,1158
"G06064224","2016","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",39274,2143,937,1374,2551,1407,2344,2325,2021,1518,3931,4613,5890,3363,1543,1858,1456,"Salinas city, California",1704,839,346,609,743,464,722,637,719,546,891,884,1246,806,510,520,538
"G06065000","2016","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",57920,6121,5702,3075,3511,3014,3660,4247,4182,2318,4936,4007,6042,2961,1482,1822,840,"San Bernardino city, California",2132,1529,1102,852,760,837,968,1160,1035,706,1051,907,1152,880,549,790,406
"G06065042","2016","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",40630,1416,1153,1502,1825,1661,2034,1525,1748,1406,2755,3347,5636,5054,3081,3393,3094,"San Buenaventura (Ventura) city, California",1771,582,459,580,792,656,882,710,659,612,822,904,1026,928,1009,921,828
"G06065084","2016","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",27741,1167,597,612,1387,851,974,691,1648,878,1360,3191,2207,1946,1607,2650,5975,"San Clemente city, California",1933,693,403,342,862,456,520,428,846,612,703,1033,867,865,592,900,1269
"G06066000","2016","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",495726,23612,18748,17021,22225,17247,18036,18805,18790,20110,32386,49099,61628,52697,34452,42841,48029,"San Diego city, California",6457,2185,2524,2027,2497,2258,2426,2485,2290,2065,2877,4024,3754,3987,2968,3315,3179
"G06067000","2016","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",358703,20133,16833,11354,12343,8790,8847,6738,8096,6622,14467,23671,33113,34035,25076,45034,83551,"San Francisco city, California",4561,2593,2125,1988,1834,1331,1893,1244,1629,1254,1750,1973,3145,3479,2898,3175,4457
"G06068000","2016","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",320447,10545,12606,9191,8305,7015,7603,9249,8944,7253,15090,24979,35007,34116,27414,40929,62201,"San Jose city, California",4500,1734,1802,1654,1718,1292,1406,1695,1637,1278,1768,2174,3229,2637,2345,2539,3791
"G06068084","2016","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",34977,1494,1675,597,1588,1620,1378,1433,1460,1831,2942,3310,4844,3154,2262,3131,2258,"San Leandro city, California",2011,610,679,339,693,693,752,810,756,978,1070,953,1074,771,743,850,703
"G06068196","2016","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",28706,1263,648,756,1276,1003,544,917,1061,742,2088,3042,3178,4432,2812,2899,2045,"San Marcos city, California",1768,777,346,523,499,504,346,678,560,373,946,993,876,1223,834,743,681
"G06068252","2016","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",38710,872,802,1065,1431,713,948,631,1350,630,1826,2740,3958,3889,3693,4200,9962,"San Mateo city, California",1873,328,565,589,644,405,487,346,647,404,738,851,830,883,717,683,1177
"G06068378","2016","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",25847,778,334,197,186,247,332,328,158,589,848,897,2096,3593,2065,3611,9588,"San Ramon city, California",1013,420,300,200,150,164,294,247,195,351,446,487,652,885,718,776,1141
"G06069000","2016","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",74294,3077,1573,2336,3645,2929,4690,3882,3154,3213,7240,9483,9791,6919,3774,5437,3151,"Santa Ana city, California",2337,818,495,709,900,566,1005,995,776,829,1173,1555,1358,1252,824,1075,674
"G06069070","2016","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",36514,1744,1476,1186,1703,1072,1457,1530,1615,1751,2673,4097,4307,2406,2039,3219,4239,"Santa Barbara city, California",1421,626,663,554,772,569,548,639,723,882,796,1097,1028,696,609,776,993
