GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G48058016","2016","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",106062,4447,1473,2040,2005,2603,3467,2316,5174,4192,7288,11101,13145,11598,8771,12252,14190,"Plano city, Texas",2861,1363,689,654,759,767,957,829,1453,1081,1303,1714,1647,1670,1670,1811,1780
"G48061796","2016","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",43095,1683,1363,1177,1378,1293,2267,842,1745,1249,3413,3352,7025,5306,3129,4186,3687,"Richardson city, Texas",1962,638,571,697,617,775,792,479,774,594,1099,956,1518,1269,1013,918,1007
"G48063500","2016","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",37060,1214,1098,1291,385,569,1372,813,1717,2109,3452,5370,4274,5028,3144,2660,2564,"Round Rock city, Texas",2045,678,589,661,258,319,536,483,782,935,1170,1272,1022,1070,962,723,806
"G48064472","2016","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",37703,1884,2131,2641,2645,2561,2401,2918,1104,1582,3130,4459,3460,2843,1178,1378,1388,"San Angelo city, Texas",1678,694,755,851,864,850,888,930,477,582,836,1098,735,1159,546,633,591
"G48065000","2016","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",498154,39349,26383,25999,29717,28305,24865,29584,24385,23850,46505,49008,56116,35886,22005,17456,18741,"San Antonio city, Texas",4880,3571,3020,2559,2897,2690,2172,3161,2583,2794,3415,3159,3629,3135,2658,1898,2099
"G48070808","2016","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",28690,954,370,538,608,542,549,514,1297,914,1471,1257,3564,2783,3283,2913,7133,"Sugar Land city, Texas",1439,470,314,338,528,372,453,328,777,592,546,591,1066,873,955,883,1280
"G48072176","2016","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",27942,1886,1864,1647,1810,1884,700,1051,1456,1299,2709,3521,4009,1342,1169,943,652,"Temple city, Texas",1566,684,693,679,697,740,507,457,528,580,848,1124,1176,643,522,482,418
"G48072656","2016","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",39942,1416,1733,495,1369,1671,1144,1017,2084,593,1129,3267,4348,3249,3006,5062,8359,"The Woodlands CDP, Texas",2651,768,1049,435,1024,974,594,722,1097,499,542,1141,1815,1034,1119,1801,1411
"G48074144","2016","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",36812,3547,2046,1705,2861,1814,2064,1376,2244,1586,3865,3377,4174,1562,1275,1106,2210,"Tyler city, Texas",2172,1102,702,722,953,557,747,640,888,610,1033,1057,999,524,545,398,916
"G48075428","2016","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",23191,1720,1259,1448,846,1274,1031,907,1619,1307,1645,2086,2489,1888,1897,566,1209,"Victoria city, Texas",1372,732,472,640,448,649,490,515,717,628,694,697,844,661,677,302,584
"G48076000","2016","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",47966,5282,3333,3652,3633,3558,3150,2247,2545,2432,2795,4196,4442,2676,930,1539,1556,"Waco city, Texas",1686,1163,870,1242,1086,977,855,839,840,798,908,1124,1204,898,472,729,621
"G48079000","2016","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",38585,3662,2916,2619,2468,2351,2815,1113,2453,1968,3677,3092,3685,2611,684,1644,827,"Wichita Falls city, Texas",2004,955,897,819,934,838,847,478,1009,726,1033,876,1029,731,434,717,385
"G49043660","2016","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",24166,1005,781,524,706,690,880,1105,1535,794,2592,2286,4607,2142,1917,1772,830,"Layton city, Utah",1305,376,533,427,569,386,472,466,888,425,1026,556,993,617,517,546,352
"G49055980","2016","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",28511,2954,1602,1700,1197,1184,1575,2468,1723,1144,2254,2650,3927,2031,529,950,623,"Ogden city, Utah",1648,713,561,671,491,400,607,673,643,435,675,734,920,654,303,461,322
"G49057300","2016","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",28873,1827,1093,1119,1206,1137,1296,1421,1418,927,3036,3104,3929,2387,2277,1554,1142,"Orem city, Utah",1362,795,637,402,535,477,486,585,591,357,713,672,777,594,661,433,463
"G49062470","2016","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",30531,1946,1925,2097,2051,1849,2454,1146,1259,925,3158,3182,2863,2119,1296,1014,1247,"Provo city, Utah",1504,577,606,669,619,628,636,423,412,391,873,743,672,632,491,426,406
"G49065330","2016","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",26601,1195,1827,1025,1509,631,1528,2228,1324,1389,2581,2924,3080,2112,730,1227,1291,"St. George city, Utah",1862,596,712,528,791,339,699,911,507,642,827,829,847,716,459,610,645
"G49067000","2016","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",76982,5543,3320,3541,4302,3183,4114,3316,3972,3351,5429,9240,8724,6476,4464,3512,4495,"Salt Lake City city, Utah",2372,1174,889,1039,1011,692,1144,1044,1048,1064,1278,1478,1460,1164,1030,753,944
"G49067440","2016","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",31740,1251,681,604,568,334,844,741,1246,1492,1678,3093,4146,4752,3166,3794,3350,"Sandy city, Utah",1460,658,309,258,282,221,383,361,604,637,556,730,982,1025,675,729,658
"G49070850","2016","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",20979,280,281,377,356,121,467,650,350,692,1721,2581,3632,1976,2806,2654,2035,"South Jordan city, Utah",1344,234,211,275,279,174,330,358,347,443,1073,920,913,748,1108,626,722
"G49082950","2016","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",32556,480,308,744,1207,1202,1015,1244,1288,1702,3095,4688,6308,4186,2718,1630,741,"West Jordan city, Utah",1505,422,159,294,846,612,527,512,589,706,876,1108,1324,899,853,558,347
"G49083470","2016","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",37400,1398,809,1301,1372,1737,1953,2170,2123,941,3700,5001,6207,4826,1260,1841,761,"West Valley City city, Utah",1782,630,406,570,561,574,564,726,801,412,851,983,1167,909,499,592,358
"G51001000","2016","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",69875,2980,1056,1246,2735,1420,2399,2393,2155,2595,4213,6331,10091,6742,4377,7259,11883,"Alexandria city, Virginia",1555,821,621,519,866,654,726,961,811,974,1064,1176,1592,1199,931,1237,1148
"G51003000","2016","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",103479,4874,928,1566,1999,2113,2717,1833,2121,2173,5844,5941,13798,12518,9145,14000,21909,"Arlington CDP, Virginia",2496,1240,474,659,762,794,1061,967,680,710,1231,1091,1748,1624,1432,1823,1615
"G51014440","2016","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",22245,372,426,350,469,721,336,422,157,786,1416,1779,3142,2871,2136,3211,3651,"Centreville CDP, Virginia",1287,283,260,381,471,441,263,265,152,395,595,587,733,818,549,658,684
"G51016000","2016","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",83364,3153,2850,2294,2259,2580,3159,2618,4088,3478,7018,9488,12691,10280,6106,5915,5387,"Chesapeake city, Virginia",1894,1032,903,858,849,778,937,952,1035,814,1377,1581,1782,1386,980,1214,1217
"G51021088","2016","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",20692,420,556,89,608,401,637,634,238,859,984,2525,3372,2762,2368,2366,1873,"Dale City CDP, Virginia",1597,255,507,107,435,289,368,390,252,730,402,734,997,719,637,769,593
"G51035000","2016","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",54181,4246,2441,2427,2032,2303,3399,2673,3545,3619,5844,5129,6890,4322,2109,1967,1235,"Hampton city, Virginia",1387,1136,885,717,729,629,913,929,1180,968,1163,1115,1456,876,642,556,571
"G51047672","2016","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",27545,2435,1423,1644,2023,1577,2089,2057,1394,1833,2104,1981,3898,954,691,818,624,"Lynchburg city, Virginia",1610,819,584,649,755,632,831,670,696,890,704,740,1066,459,338,399,307
"G51056000","2016","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",67628,4732,2822,2782,5851,3805,3198,3991,2971,3246,5213,8539,7698,6167,1991,2443,2179,"Newport News city, Virginia",2268,1198,872,838,1547,972,1033,1195,858,981,1147,1343,1168,1302,647,687,608
"G51057000","2016","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",87910,8361,5402,5408,4791,5051,5273,3071,5108,4755,6570,10037,8869,5641,2935,3890,2748,"Norfolk city, Virginia",2122,1349,1026,1265,1062,1147,882,866,1060,1021,975,1419,1332,1073,638,951,560
"G51064000","2016","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",36615,2870,2250,1724,2274,1655,2453,1845,2236,1368,3230,4064,4270,2490,1658,1559,669,"Portsmouth city, Virginia",1104,896,658,585,624,582,796,635,721,460,843,736,997,679,635,671,358
"G51067000","2016","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",91704,11438,6491,6607,6065,4666,5340,3708,3328,3354,5981,8649,9301,5110,3641,3509,4516,"Richmond city, Virginia",1869,1909,1526,1339,1381,987,1216,888,747,996,1059,1543,1509,882,837,827,895
"G51068000","2016","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",42213,4778,4216,2504,3243,2457,2540,3136,2026,2546,3524,3065,3951,1993,978,681,575,"Roanoke city, Virginia",1450,1247,1234,825,1332,670,808,1010,671,892,1058,852,886,728,424,360,287
"G51076432","2016","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",33377,1157,884,2059,1269,1936,1087,1748,1618,733,2647,3321,5224,3684,2264,2150,1596,"Suffolk city, Virginia",896,518,450,843,547,578,538,653,655,380,812,690,875,861,650,511,540
"G51082000","2016","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",168061,6233,4361,4337,6889,5211,5531,7018,8170,6094,14553,20095,24940,19816,12204,12665,9944,"Virginia Beach city, Virginia",2472,1448,1003,1032,1387,995,1147,1414,1525,1401,1971,1898,2035,2193,1577,1705,1099
"G53003180","2016","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",29453,1428,992,1577,974,1101,1681,813,1768,1554,2672,3797,3315,2546,1764,1858,1613,"Auburn city, Washington",1795,703,502,687,505,424,870,422,713,766,760,895,714,748,705,776,643
"G53005210","2016","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",56289,1941,1692,541,983,1413,1339,976,964,1463,1461,4303,6610,7413,4597,8000,12593,"Bellevue city, Washington",1716,740,714,333,510,789,573,347,532,692,740,924,1119,1536,1008,1449,1476
"G53005280","2016","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",34317,2709,2074,2335,1327,2797,1617,2290,1280,1665,2387,2528,4651,2412,1256,1974,1015,"Bellingham city, Washington",2168,710,914,965,516,903,830,925,654,670,814,844,1144,839,447,719,468
"G53022640","2016","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",42175,2831,2460,2043,1233,2071,2345,2183,3105,1818,3773,4332,4999,3193,1973,1925,1891,"Everett city, Washington",2437,929,751,685,476,738,908,719,862,688,982,893,1124,892,569,504,671
"G53023515","2016","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",35043,1153,1352,1641,1062,1813,1050,1269,1182,1499,3415,4842,5142,4294,2332,1639,1358,"Federal Way city, Washington",1963,568,567,759,471,752,425,564,693,626,1109,1213,1265,983,814,671,554
"G53035275","2016","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",28558,2016,1401,955,1942,1021,1601,1460,985,1419,2477,2898,3738,2626,1430,1614,975,"Kennewick city, Washington",1389,892,856,576,871,439,721,651,430,571,966,689,935,871,500,661,564
"G53035415","2016","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",44532,2145,1880,1899,1162,1934,1752,1835,1964,2019,3833,4938,5502,5167,2586,3770,2146,"Kent city, Washington",2189,632,720,828,520,778,773,629,712,782,1019,1244,1283,1111,629,1036,569
"G53035940","2016","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",34997,1564,663,610,758,437,809,578,535,967,1280,2010,4997,5410,4306,4354,5719,"Kirkland city, Washington",1481,717,351,408,558,261,460,326,263,493,514,790,1035,984,830,895,992
"G53043955","2016","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",24490,1151,924,561,840,82,966,1490,1050,1055,1367,2963,4414,3313,1942,1388,984,"Marysville city, Washington",1437,623,526,364,494,96,486,571,452,447,463,846,943,981,701,524,460
"G53053545","2016","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",21128,1554,742,479,1615,865,879,1042,867,868,2405,2321,2836,2117,1305,790,443,"Pasco city, Washington",909,711,399,342,705,543,442,549,473,466,822,690,1049,792,517,383,386
"G53057745","2016","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",38429,1536,1603,1329,1301,1120,1003,1476,1418,1924,2864,4449,5042,4154,3217,3160,2833,"Renton city, Washington",2124,569,825,600,624,608,607,609,615,773,762,1124,1172,985,835,769,702
"G53063000","2016","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",319125,18657,11637,10235,9580,9798,10425,10396,11594,9392,20401,24595,37144,33136,22110,30581,49444,"Seattle city, Washington",4737,1985,2005,1821,1695,1617,1896,1649,1872,1604,2423,2603,3501,3166,2242,2374,3357
"G53067000","2016","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",88076,7629,5972,4880,5482,5481,4751,5761,3521,3519,9413,7263,9912,5655,2831,3322,2684,"Spokane city, Washington",2275,1168,1448,1208,1156,1047,1012,1316,1039,807,1523,1193,1705,1189,687,789,917
"G53067167","2016","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",38744,1828,2024,2356,2585,1760,2417,2607,2276,1528,3199,4342,6216,2381,1437,989,799,"Spokane Valley city, Washington",1752,656,607,777,814,688,958,765,870,701,924,857,1238,612,471,420,419
"G53070000","2016","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",81811,7172,3439,2389,4463,3679,3854,3359,4788,3872,5537,9916,11833,6234,5058,3205,3013,"Tacoma city, Washington",3069,1233,883,813,1241,955,938,890,984,993,1006,1515,1612,1065,1036,765,696
"G53074060","2016","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",69845,3944,2967,2975,2493,3401,4294,3658,3366,3589,6113,8303,8414,6792,3372,2897,3267,"Vancouver city, Washington",1764,1092,847,812,663,982,1128,863,812,1033,1150,1308,1172,1256,893,814,891
"G53080010","2016","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",33061,2720,1409,3082,1984,2000,2156,2184,2298,1491,2121,3901,3909,1352,1048,797,609,"Yakima city, Washington",1724,873,608,1015,776,781,826,804,1066,721,699,1076,912,574,441,411,323
"G55002375","2016","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",28852,999,1539,1194,2046,1853,1232,1228,1319,2114,2398,3188,3946,2042,1689,899,1166,"Appleton city, Wisconsin",1423,464,574,481,634,541,503,578,498,609,605,674,620,504,415,397,418
"G55022300","2016","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",27912,2210,2072,2130,1816,1185,1828,1302,1655,753,2133,2421,3965,2577,810,441,614,"Eau Claire city, Wisconsin",1155,759,734,768,596,544,619,487,589,357,613,633,808,692,414,244,323
"G55031000","2016","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",43285,4088,1901,2865,2198,1752,2904,2154,3081,2980,3492,4137,5229,3012,1277,869,1346,"Green Bay city, Wisconsin",1896,1129,730,752,784,569,840,618,782,926,900,1007,910,729,485,479,431
"G55039225","2016","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",38531,3180,2184,2472,2734,1988,2117,1201,1294,1210,3693,2864,5793,2606,2348,1845,1002,"Kenosha city, Wisconsin",1286,877,773,917,833,753,633,468,429,526,1016,665,1192,636,840,588,483
"G55048000","2016","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",109549,6874,4534,4112,3840,6972,4867,4643,5411,3396,8773,11343,13778,10863,7096,6795,6252,"Madison city, Wisconsin",2606,1104,1129,924,805,1685,1198,1087,1211,914,1302,1627,1579,1716,1413,1290,1136
"G55053000","2016","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",228283,29061,19749,14734,15731,11899,14277,12144,9850,8912,18488,22114,22920,12195,7400,5411,3398,"Milwaukee city, Wisconsin",3789,2380,2262,1688,1767,1425,1574,1535,1333,1395,1990,1797,1706,1462,1302,886,617
"G55060500","2016","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",26655,1851,2014,1617,1896,1137,1712,1313,1298,1039,2094,2541,3978,2106,997,848,214,"Oshkosh city, Wisconsin",1496,717,670,602,740,350,742,587,413,425,690,750,865,678,452,435,164
"G55066000","2016","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",30599,3438,2102,2291,2420,2015,2794,1511,1115,1032,2412,3624,3060,1667,326,296,496,"Racine city, Wisconsin",1458,931,717,716,868,770,976,610,517,526,705,866,753,594,198,216,292
"G55084250","2016","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",29102,1156,1735,1673,1363,1005,1498,1703,648,1149,3447,2555,4333,2056,1783,1809,1189,"Waukesha city, Wisconsin",1313,585,790,630,496,388,562,705,302,504,837,623,840,646,618,553,353
"G72006593","2016","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",62671,14446,6605,6992,4297,3673,3021,3894,2594,2373,4347,4424,3346,1131,684,484,360,"Bayamón zona urbana, Puerto Rico",2056,1569,1075,1188,918,937,760,774,600,623,850,991,780,446,383,334,224
"G72010334","2016","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",28651,7209,3760,2990,2452,1535,1470,1238,996,1088,1701,1859,1451,417,285,0,200,"Caguas zona urbana, Puerto Rico",1806,1124,750,785,704,569,485,502,460,503,547,738,646,261,303,222,187
"G72014290","2016","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",57784,9232,5127,5698,5231,5633,3884,4311,2928,2814,3056,4601,2794,1485,396,443,151,"Carolina zona urbana, Puerto Rico",1984,1575,957,1388,1095,1097,1027,1077,989,800,897,975,884,557,264,328,176
"G72032522","2016","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",26582,3182,2850,2021,1008,1690,1456,798,1033,1032,2136,2485,1853,1254,688,1080,2016,"Guaynabo zona urbana, Puerto Rico",1458,899,764,759,421,711,590,505,464,467,695,820,539,519,370,423,878
