GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,L33E001,L33E002,L33E003,L33E004,L33E005,L33E006,L33E007,L33E008,L33E009,L33E010,L33E011,L33E012,L33E013,L33E014,L33E015,L33E016,L33E017,NAME_M,L33M001,L33M002,L33M003,L33M004,L33M005,L33M006,L33M007,L33M008,L33M009,L33M010,L33M011,L33M012,L33M013,L33M014,L33M015,L33M016,L33M017
"G4701190","2011","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",31325,2633,2139,2198,1882,2501,1473,2604,1714,1078,2742,3568,3704,1129,775,921,264,"Maury County, Tennessee",1434,911,746,792,725,877,655,941,915,476,908,1077,891,493,465,642,268
"G4701250","2011","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",64000,6552,1763,3628,3384,3331,4292,2248,6006,2135,5855,7855,8265,3723,1539,2100,1324,"Montgomery County, Tennessee",1886,1459,532,885,1136,994,1826,955,1615,827,1564,1676,1774,1199,707,987,671
"G4701410","2011","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",29055,4195,2289,2743,2248,1919,1636,720,1907,1797,1975,2379,3032,1321,254,401,239,"Putnam County, Tennessee",1048,1032,740,869,765,692,603,374,736,791,643,768,779,578,190,238,204
"G4701470","2011","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",24771,1749,889,2006,1294,1243,1500,2100,610,2073,2562,3127,2920,988,846,399,465,"Robertson County, Tennessee",696,810,417,740,607,522,770,894,394,841,865,816,814,522,452,379,423
"G4701490","2011","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",94768,5475,2949,6100,3791,4503,5607,4319,6707,4901,8337,8345,14984,8281,3166,4892,2411,"Rutherford County, Tennessee",2779,1288,914,1710,1161,1619,1585,1256,1961,1790,1975,1932,2463,2075,1035,1685,1147
"G4701550","2011","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",35873,2941,2557,2558,2480,1630,2657,2122,2156,1030,4158,3732,4336,2082,518,533,383,"Sevier County, Tennessee",2538,1165,1116,983,1078,759,1105,1052,910,596,1042,1348,1420,856,449,372,356
"G4701570","2011","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",342041,35213,23320,19263,23671,19771,17776,18375,15074,14970,28595,31453,34344,21204,14592,12193,12227,"Shelby County, Tennessee",4105,2575,2284,2193,2603,2785,2228,2528,2201,2266,2705,3185,2768,2472,2060,1869,1580
"G4701630","2011","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",67075,5915,6043,5561,4477,4527,3896,3501,2865,3127,5387,5623,6686,3485,2480,2033,1469,"Sullivan County, Tennessee",1875,1053,1241,1212,1042,1023,1124,995,816,854,1133,972,1229,1034,811,811,555
"G4701650","2011","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",61478,2614,3428,3095,2891,3095,3997,4033,2646,3495,6242,5978,8759,5005,2367,2049,1784,"Sumner County, Tennessee",1557,1021,1243,1074,1141,1129,1319,1201,987,1123,1531,1367,1715,1116,880,1048,729
"G4701790","2011","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",53237,5492,4135,3719,2470,3523,4833,1717,2723,2066,3651,4113,4771,5852,1739,946,1487,"Washington County, Tennessee",1755,1364,1209,1041,863,1098,1300,730,1077,718,1093,1223,1510,1676,666,554,716
"G4701870","2011","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",66274,2371,1090,1415,2080,2031,2485,2243,2175,1742,4232,6799,9446,7927,5827,6590,7821,"Williamson County, Tennessee",1422,956,482,797,972,989,989,745,917,1000,1411,1566,1837,1611,1597,1831,1663
"G4701890","2011","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",43566,2312,1810,2512,2483,2504,2031,1318,1264,2282,3270,4479,7730,4720,2413,1249,1189,"Wilson County, Tennessee",1115,736,665,796,983,992,817,619,551,794,912,1050,1355,1068,910,571,486
"G4800050","2011","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",30706,2873,2499,1363,2414,1462,2125,3006,2057,1582,2086,3291,2474,1539,536,800,599,"Angelina County, Texas",1385,953,986,554,831,556,777,980,767,805,680,914,776,747,345,483,380
"G4800210","2011","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",27748,2053,914,1038,1846,964,1921,1320,941,1440,2343,4418,3979,2022,1321,863,365,"Bastrop County, Texas",1688,1237,629,672,821,688,1125,764,638,887,942,1334,1229,709,658,578,358
"G4800270","2011","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",101634,7522,5952,6086,6917,4986,6302,6625,6262,3528,8670,9758,12070,7900,3938,3839,1279,"Bell County, Texas",3383,1451,1339,1418,1839,1413,1491,1814,1316,1139,2290,1835,1595,1985,1238,1086,487
"G4800290","2011","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",608722,51471,33229,36000,39737,34854,32144,32958,32831,28762,52267,62347,65699,42885,22495,22678,18365,"Bexar County, Texas",4605,4668,2954,3646,3631,2885,3368,3222,2817,3473,4365,5218,5313,3708,2847,3194,2231
"G4800370","2011","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",32028,3073,1992,2598,2336,1191,1787,1297,1725,1853,2350,3567,3313,1893,1384,839,830,"Bowie County, Texas",1583,935,734,836,753,617,662,429,788,762,777,938,878,562,581,369,484
"G4800390","2011","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",108627,4664,5964,4944,5435,4093,4991,2767,6183,4956,8202,11289,13114,11973,5869,8628,5555,"Brazoria County, Texas",2214,1081,1662,1440,1401,1235,1140,933,1229,1540,1681,2054,1980,2250,1466,1981,1273
"G4800410","2011","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",68707,13000,4964,4605,5022,4890,2293,3831,2218,2585,5290,5024,5063,3014,2682,1786,2440,"Brazos County, Texas",2456,2289,1454,1316,1220,1566,726,1226,905,1009,1424,1403,1056,962,974,672,869
"G4800610","2011","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",118782,16687,12534,9184,8770,8730,8712,5813,5223,4046,8750,10357,8654,5071,2866,1509,1876,"Cameron County, Texas",2915,1845,1867,1471,1343,1655,1658,1156,1316,845,1637,1525,1386,1088,846,525,607
"G4800850","2011","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",290609,11945,5221,7689,8685,13103,10685,10478,11318,9616,16675,27684,38421,40793,22552,28146,27598,"Collin County, Texas",3935,2472,1497,1611,1690,2228,2213,1874,2023,2229,2666,3759,4303,4329,2837,3212,3492
"G4800910","2011","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",41647,1305,1245,3098,1972,1850,3891,1308,1609,1135,3728,4981,4519,2875,2956,2081,3094,"Comal County, Texas",1737,685,619,1196,1054,1012,1269,738,769,664,1387,1328,1257,1018,1284,931,1218
"G4800990","2011","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",17817,1290,495,487,555,1418,1167,1290,1078,1176,1568,1880,3055,1309,698,306,45,"Coryell County, Texas",1462,635,330,269,336,529,526,708,568,524,568,611,764,695,477,210,65
"G4801130","2011","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",852266,68211,46186,46062,57605,51429,47196,46093,44260,39596,72433,83876,87946,58930,31654,30975,39814,"Dallas County, Texas",6458,3900,3271,3816,3949,3735,3342,3921,3663,3396,4607,4809,4791,4103,2823,3083,2793
"G4801210","2011","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",241661,10831,6003,6537,10865,10014,10023,8307,11907,10835,17997,28676,30248,29292,17454,18132,14540,"Denton County, Texas",4211,2672,1601,1892,2609,1993,2486,1940,2277,2796,2965,3949,3810,4343,3210,2750,2512
"G4801350","2011","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",49905,3228,3728,2054,3152,2843,2680,2125,3430,1726,3944,6735,5329,4665,1549,1695,1022,"Ector County, Texas",1184,792,944,649,894,721,791,752,975,692,902,1382,1260,1053,613,617,405
"G4801390","2011","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",49819,3203,1664,2232,2654,2910,1692,2065,1843,1607,4060,5562,7403,5678,3058,2020,2168,"Ellis County, Texas",1839,921,617,809,858,988,671,942,606,709,1195,1137,1515,1156,917,713,915
"G4801410","2011","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",257285,25871,20316,18487,19227,14378,16936,14406,12741,12474,18834,26186,23146,13862,8250,6962,5209,"El Paso County, Texas",3236,2764,2680,2644,2917,1766,2820,2138,2127,2263,2252,3235,3406,2252,1887,1462,1366
"G4801570","2011","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",194513,6869,4639,5280,7812,7452,6541,4282,7450,8176,11911,19274,29228,24238,15458,18525,17378,"Fort Bend County, Texas",3206,1832,1333,1597,2084,1651,1634,1266,1800,1849,2320,2925,3163,3166,3056,2408,2930
"G4801670","2011","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",108966,10421,5530,4007,4549,4248,6762,4343,3681,3763,7848,11160,13277,11860,5934,5696,5887,"Galveston County, Texas",1841,1823,1349,788,1049,1012,1670,1199,1116,1071,1405,1735,2088,2183,1218,1201,1095
"G4801810","2011","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",46447,3416,3485,3043,3056,2209,3364,2219,2596,2534,3329,5307,5042,2565,1328,1598,1356,"Grayson County, Texas",1432,801,771,759,763,666,915,579,754,905,866,1127,998,866,442,567,554
"G4801830","2011","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",45443,4465,2795,3393,2563,2922,2653,2513,2007,2889,3521,3703,5626,2430,1541,1022,1400,"Gregg County, Texas",1211,984,799,940,660,859,903,768,736,1067,923,933,1311,741,713,476,550
"G4801870","2011","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",49217,1919,2372,2678,1353,2333,2427,2187,2978,1817,4963,5689,6943,4706,2989,3030,833,"Guadalupe County, Texas",1070,684,717,955,633,815,891,849,964,696,1351,1378,1424,1119,1052,1173,540
"G4802010","2011","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1417603,111877,74443,81081,84248,74082,76238,64780,68442,58512,108148,133346,171153,101987,60668,66857,81741,"Harris County, Texas",8832,6175,5403,4345,5837,5345,4730,5307,5218,4717,6798,6352,8144,5795,5026,4230,4584
"G4802030","2011","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",24238,2478,1194,1444,1099,1060,2229,925,1949,993,1686,1887,2751,2082,769,937,755,"Harrison County, Texas",1138,931,493,620,586,647,871,392,744,462,863,596,842,760,419,527,578
"G4802090","2011","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",56754,4180,4043,3024,3778,2741,2612,1908,2171,1723,3300,4895,7916,5726,2628,3733,2376,"Hays County, Texas",1621,1601,1811,1188,1126,1431,1242,860,962,769,1059,1660,2282,1813,1182,1664,1066
"G4802130","2011","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",29567,2104,1908,2720,2128,2122,2165,2235,1644,852,2808,3025,3316,1234,489,328,489,"Henderson County, Texas",1636,743,597,727,642,598,782,807,626,424,887,817,976,555,267,237,287
"G4802150","2011","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",215877,31257,22105,19563,17803,14504,11172,10273,9679,9990,12765,18939,15392,10083,4974,4197,3181,"Hidalgo County, Texas",3852,2882,2965,2331,2381,2356,2499,1799,2018,1885,2130,2407,2514,2676,1338,1518,985
"G4802310","2011","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",30913,2185,2144,1807,1654,1322,2274,1678,1053,1132,3861,3120,2843,3474,720,1438,208,"Hunt County, Texas",1333,649,642,697,676,519,784,607,452,492,1037,866,876,1292,336,749,161
"G4802450","2011","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",92904,8303,7365,7124,6510,5192,5888,4924,4574,4662,7819,9435,7914,6001,2185,2718,2290,"Jefferson County, Texas",2169,1182,1301,1459,1327,1158,1185,1058,884,1124,1559,1583,1216,1255,660,806,827
"G4802510","2011","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",52562,2095,1812,1711,2612,2734,2607,4202,3792,1963,5743,6848,7097,4353,1998,1689,1306,"Johnson County, Texas",1394,598,609,736,969,936,864,1129,1153,720,1486,1295,1267,1099,806,681,749
"G4802570","2011","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",36007,1716,2094,1833,2103,1017,2170,1315,1220,701,3144,5286,5501,3608,1822,1430,1047,"Kaufman County, Texas",1489,602,777,742,810,449,795,592,476,348,817,1253,1061,1202,755,694,629
"G4802910","2011","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",24215,1778,1513,2202,1937,1299,1445,1100,721,1126,1577,2108,3125,1574,1655,702,353,"Liberty County, Texas",1071,660,594,796,815,553,578,587,418,609,656,881,895,714,737,387,298
"G4803030","2011","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",104390,12530,6068,6778,7580,6317,4799,4272,5043,5497,7885,10255,11605,6616,2770,3127,3248,"Lubbock County, Texas",2428,2050,1075,1184,1563,1223,1168,1059,1316,1483,1422,1519,1957,1291,796,983,973
"G4803090","2011","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",84117,10429,5506,5759,5823,4779,5415,3827,3981,4434,5569,7642,8341,5014,2595,2981,2022,"McLennan County, Texas",1713,1350,1082,1075,1219,1031,946,886,1012,984,1009,1264,1237,1061,713,888,657
"G4803290","2011","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",50842,2922,2786,2939,2438,2339,2780,2585,1956,1981,4723,5396,6678,4264,1733,2337,2985,"Midland County, Texas",1248,803,839,918,803,876,829,769,816,661,1155,1114,1425,1079,665,768,730
"G4803390","2011","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",165692,8060,10117,7050,9125,7557,5531,9126,7049,5529,12294,14486,20837,15918,8166,12102,12745,"Montgomery County, Texas",3766,1793,2052,1695,1935,1785,1588,2663,1528,1351,2437,2661,2883,2559,1910,2565,2553
"G4803470","2011","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",23198,3390,2188,940,1404,1140,1468,1409,1024,780,2097,1872,2287,1667,1024,294,214,"Nacogdoches County, Texas",1308,1018,758,396,552,501,602,592,650,394,704,569,568,609,512,202,209
"G4803550","2011","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",122780,12644,7823,6210,6054,8533,8260,6034,6869,5795,9414,11886,13483,8883,3978,3733,3181,"Nueces County, Texas",2361,1976,1827,1299,1353,1395,1633,1474,1983,1299,1721,1760,1867,1602,1044,1100,948
"G4803610","2011","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",30786,2582,2022,2098,1591,2067,2174,2483,1170,1514,2198,3333,3093,1891,1275,936,359,"Orange County, Texas",1146,734,777,674,597,778,779,816,495,601,641,723,786,629,461,413,284
"G4803670","2011","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",43364,1672,2284,2002,2172,1492,1808,1826,1337,1377,3501,3599,5344,5989,2659,4129,2173,"Parker County, Texas",1780,633,749,801,845,565,852,675,598,579,1018,989,1207,1647,909,1296,689
"G4803750","2011","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",42442,3719,3749,3730,2996,3026,3558,1734,2275,1871,3221,3880,3499,2704,851,893,736,"Potter County, Texas",983,828,801,857,794,797,941,493,670,699,766,815,780,739,385,370,301
"G4803810","2011","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",48977,2767,2835,2924,3043,2297,1785,1865,2045,2418,4010,5449,6324,4735,2394,2351,1735,"Randall County, Texas",1308,948,911,1092,901,790,623,518,777,749,903,1051,1144,936,939,733,600
"G4803970","2011","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",27513,643,416,302,1702,664,271,1231,1312,924,1386,2907,5437,4804,1875,1982,1657,"Rockwall County, Texas",966,603,345,306,842,653,330,693,781,585,788,859,1359,1352,814,889,753
"G4804090","2011","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",21525,1743,1570,1330,914,1328,1151,986,1149,553,1656,2083,2969,1911,762,545,875,"San Patricio County, Texas",1121,618,779,532,450,520,553,571,492,330,598,653,596,730,419,352,449
"G4804230","2011","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",80332,7090,4915,4561,6758,4533,4839,4005,4231,4247,6234,8220,8413,4221,2864,1646,3555,"Smith County, Texas",1913,1544,1089,961,1534,1119,1533,1234,1126,1129,1527,1420,1350,1090,1003,717,1101
"G4804390","2011","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",653266,43162,34636,31873,37172,36140,34759,27737,32591,28325,56924,67560,77939,58955,26794,30017,28682,"Tarrant County, Texas",6523,3128,3022,3493,4017,4031,3339,2784,3652,3149,5239,5219,4603,4962,2662,3041,3080
"G4804410","2011","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",48414,4097,3235,2812,4220,3509,3450,2825,2165,2208,5075,5003,4288,2216,1586,835,890,"Taylor County, Texas",1679,1001,821,891,1044,966,927,718,699,659,1169,940,975,626,485,412,484
"G4804510","2011","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",41711,3808,3286,3183,2875,2963,2244,1671,1448,1623,2882,5262,4319,2720,1360,897,1170,"Tom Green County, Texas",1360,948,828,959,925,877,830,694,569,633,901,1223,884,682,542,483,582
"G4804530","2011","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",410683,32015,19389,16584,23541,19122,21579,22919,20953,16489,31020,43842,45471,29893,19256,22203,26407,"Travis County, Texas",4692,3320,2219,2024,3398,2563,2791,2893,2590,2346,2833,4149,3831,3086,2536,2701,2278
"G4804690","2011","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",32489,2275,1433,2037,2358,2218,1924,2103,1823,736,3486,2810,4392,2716,926,671,581,"Victoria County, Texas",958,703,547,681,666,565,637,765,696,357,1076,786,976,751,521,360,379
"G4804710","2011","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",20400,3047,1529,1237,1074,921,1660,1008,727,476,1458,2913,1858,1239,93,652,508,"Walker County, Texas",2033,995,924,940,685,564,900,496,464,335,755,1098,661,670,165,526,381
"G4804790","2011","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",67463,8180,5728,7146,3973,3146,4513,4380,3928,2796,5077,5251,5800,4251,1688,1070,536,"Webb County, Texas",1630,1493,1260,1683,923,1303,1359,1476,1465,1210,1452,1466,1741,1286,778,623,354
"G4804850","2011","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",45805,2963,3402,2213,3857,2647,3376,2394,3017,3186,3123,4217,4933,2990,1578,1058,851,"Wichita County, Texas",1976,826,923,818,1077,661,736,630,769,896,806,883,967,739,598,463,370
"G4804910","2011","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",156738,5539,3875,5870,5518,5966,4843,7237,7646,7293,15119,15714,24951,19819,11966,8049,7333,"Williamson County, Texas",3486,1882,1335,1768,1280,1571,1210,2304,1672,2462,3043,2645,4036,2249,2001,1696,1672
"G4900050","2011","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",35306,1995,1528,1632,2974,2503,1975,2668,1961,1392,3279,3845,4269,2859,971,861,594,"Cache County, Utah",810,711,654,514,956,926,510,883,548,496,677,659,788,716,368,347,250
"G4900110","2011","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",95981,3563,2510,3398,3660,3972,4149,3742,3595,3740,8206,12024,16744,11626,5108,5459,4485,"Davis County, Utah",1096,1004,826,1047,831,1065,1098,776,825,918,1274,1813,2183,1889,1135,1089,970
"G4900350","2011","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",346530,20827,15253,15223,17847,15632,19030,17376,16211,15188,32421,45665,45361,27902,16902,14236,11456,"Salt Lake County, Utah",3316,2218,2081,2058,2616,1927,2122,1778,2107,1832,2808,3519,2986,2518,2039,1870,1294
"G4900490","2011","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",143178,7429,6603,5867,7366,7205,6207,6487,6908,6165,13144,20745,19479,12652,6293,5961,4667,"Utah County, Utah",1822,1149,1021,1162,1437,1622,1116,1483,1182,1187,2074,2420,1837,1636,1049,1284,1288
"G4900530","2011","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",46216,2688,2769,2230,2335,2819,2792,3337,3349,3462,3386,5113,6301,2338,1426,1013,858,"Washington County, Utah",2305,936,1238,746,855,1173,864,1109,1196,1341,901,1148,1516,781,709,586,426
"G4900570","2011","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",79548,5100,3224,3333,3108,5286,5126,3661,5155,3544,7884,10267,10456,5925,2955,2169,2355,"Weber County, Utah",1595,1125,902,940,772,1164,1216,834,1231,918,1678,1605,1495,1138,573,643,676
"G5000070","2011","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",62328,2714,3071,1852,2946,2515,3042,2867,3349,2232,5580,6993,9605,5913,2472,3477,3700,"Chittenden County, Vermont",1333,737,913,717,906,864,790,874,913,804,1408,1331,1529,1101,640,813,840
"G5100030","2011","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",37395,2692,1915,1004,1801,1428,1447,1678,1340,1300,3156,2456,4485,3570,1809,3873,3441,"Albemarle County, Virginia",1618,992,862,428,595,573,839,1011,627,646,928,685,1222,889,502,1124,794
"G5100130","2011","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",91386,2915,1426,3025,1531,1717,2412,2398,2084,1597,3614,8773,13922,8768,7775,11773,17656,"Arlington County, Virginia",3535,916,634,1392,603,884,785,1123,940,677,1062,1819,2130,2251,1650,2106,2131
"G5100150","2011","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",28445,1759,1382,1542,1589,1619,1682,1843,2305,678,2559,3718,3601,2084,1068,651,365,"Augusta County, Virginia",1632,737,555,593,656,914,672,719,887,311,834,1169,884,731,506,362,282
"G5100190","2011","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",25858,876,937,1428,1198,1913,798,789,1686,1075,2234,4257,3617,2090,1321,1002,637,"Bedford County, Virginia",1188,447,403,599,577,787,440,419,697,486,667,947,806,518,590,446,381
"G5100410","2011","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",110729,3292,2639,3513,3171,4273,4826,5145,5225,4774,9529,12580,17047,15186,7992,6240,5297,"Chesterfield County, Virginia",2159,897,623,906,909,990,951,1300,1106,1072,1715,1484,1931,1793,1336,1049,951
"G5100590","2011","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",391386,8915,6840,7953,9279,8281,8521,8194,9448,8777,22432,31207,53086,47756,35429,52426,72842,"Fairfax County, Virginia",3097,1465,2018,1768,1701,1720,1811,1839,1840,1615,3182,3126,4389,4083,2885,3687,4049
"G5100610","2011","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",22895,554,214,385,505,853,801,697,690,368,1025,2648,3221,4558,1972,2401,2003,"Fauquier County, Virginia",1154,403,170,327,333,388,453,351,297,348,598,828,792,1224,715,737,676
"G5100690","2011","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",28572,802,1131,760,1868,1248,1597,1263,1099,609,2172,2905,3566,3802,1909,2558,1283,"Frederick County, Virginia",1240,432,638,502,844,674,681,525,595,339,753,968,1218,1081,879,940,520
"G5100850","2011","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",36328,1586,931,2003,923,1856,1115,1194,1839,1813,3475,3348,5271,3625,3330,1962,2057,"Hanover County, Virginia",1056,690,386,787,417,680,473,446,697,684,827,944,943,931,841,612,683
