GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALAJE001,ALAJE002,ALAJE003,ALAJE004,ALAJE005,ALAJE006,ALAJE007,ALAJE008,ALAJE009,ALAJE010,ALAJE011,ALAJE012,ALAJE013,ALAJE014,ALAJE015,ALAJE016,ALAJE017,NAME_M,ALAJM001,ALAJM002,ALAJM003,ALAJM004,ALAJM005,ALAJM006,ALAJM007,ALAJM008,ALAJM009,ALAJM010,ALAJM011,ALAJM012,ALAJM013,ALAJM014,ALAJM015,ALAJM016,ALAJM017
"G4500750","2019","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",32129,4902,2908,1946,1339,2400,1622,2345,1640,1118,1478,3154,3053,1816,1346,762,300,"Orangeburg County, South Carolina",1945,1249,819,769,630,808,647,800,638,645,522,964,782,864,600,594,226
"G4500770","2019","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",48203,3208,2710,2543,3025,1678,3218,2237,2390,2149,3445,6077,6428,4186,2068,1552,1289,"Pickens County, South Carolina",1687,1050,997,825,989,583,1000,892,769,710,977,1500,1190,1027,579,567,429
"G4500790","2019","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",153484,14935,5410,7645,7557,8004,6318,7183,9110,6310,13073,12032,18487,11024,8522,10144,7730,"Richland County, South Carolina",3941,2305,1323,1594,1599,1676,1150,1437,1655,1515,2040,2016,2962,1845,1492,1543,1172
"G4500830","2019","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",121256,7072,6124,6642,5350,5263,6820,7002,5444,3467,11609,14683,16130,9869,5587,5305,4889,"Spartanburg County, South Carolina",2317,1377,1383,1245,1097,1205,1587,1312,977,814,2234,1793,2020,1494,1319,953,924
"G4500850","2019","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",44105,4266,2033,2996,2416,1390,1620,2501,3086,1112,5083,4514,5790,3355,1560,1591,792,"Sumter County, South Carolina",1260,1148,777,1166,888,556,552,1138,1055,601,1393,1384,1347,1226,666,548,463
"G4500910","2019","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",108400,3948,3045,3396,4081,5271,4548,3911,5531,5968,8835,10238,13509,9879,8284,9946,8010,"York County, South Carolina",1474,1231,1047,1055,1088,1557,1081,1185,1302,1328,1689,1934,2201,1753,1480,1543,1371
"G4600990","2019","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",81046,3217,2613,2350,3795,3421,4595,3381,3723,3489,8275,9104,10826,7666,4397,5816,4378,"Minnehaha County, South Dakota",1478,1144,773,660,1278,1094,1000,907,1015,850,1525,1502,1348,1374,978,1150,1064
"G4601030","2019","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",44676,1753,2701,2030,3605,1565,2650,1590,1404,1520,4135,4309,5916,4275,2950,2118,2155,"Pennington County, South Dakota",1686,664,1048,622,1074,648,888,670,496,507,1058,953,1045,1167,808,703,800
"G4700010","2019","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",30175,2304,1675,2014,1170,1465,1678,1755,1710,1570,1943,3417,3917,2369,994,1207,987,"Anderson County, Tennessee",1340,958,694,650,515,646,536,789,569,610,733,747,1066,744,422,577,525
"G4700090","2019","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",50813,2803,2167,2246,2950,2402,1917,2327,2185,2445,4245,5060,7535,4655,3583,2207,2086,"Blount County, Tennessee",1557,1028,792,771,904,823,684,749,846,766,1121,1101,1426,857,936,648,644
"G4700110","2019","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",39992,2575,3740,1512,1295,2119,1688,1900,1657,2592,2942,3513,5942,3387,2801,945,1384,"Bradley County, Tennessee",1363,853,1369,756,535,758,902,792,601,994,967,971,1552,806,842,540,470
"G4700370","2019","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",289427,14598,9954,9288,11791,11045,13684,13701,13929,12484,24257,29989,40381,26060,17327,17331,23608,"Davidson County, Tennessee",4247,2023,1559,1774,1757,2094,2085,2587,2262,2500,2952,3347,3557,2677,2006,2023,2363
"G4700590","2019","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",28323,2119,1486,2465,1611,1917,1746,914,1989,1379,2376,2628,3852,1173,1263,862,543,"Greene County, Tennessee",1448,893,617,896,706,693,682,438,790,711,849,876,966,540,765,412,274
"G4700650","2019","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",148157,7700,7011,8236,6215,7538,6139,8271,6009,6620,12504,14164,18514,13651,7652,8865,9068,"Hamilton County, Tennessee",2642,1899,1627,1643,1348,1544,1489,1844,1428,1374,2071,1967,2280,1695,1534,1675,1303
"G4700930","2019","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",191925,13709,7054,8849,10533,8560,9101,7230,10109,6524,13836,19288,26160,19210,8754,10182,12826,"Knox County, Tennessee",3205,1749,1452,1621,1604,1756,1463,1301,2020,1436,1921,2165,2345,1965,1433,1529,1541
"G4701130","2019","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",38930,3238,2137,2035,2787,2101,1432,1774,1092,2930,3976,4522,3765,3678,1568,1094,801,"Madison County, Tennessee",1354,954,767,680,974,765,622,735,491,896,1060,1053,1023,975,721,540,380
"G4701190","2019","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",37104,1392,1834,475,1858,1490,2000,1183,1756,1483,2244,5221,6349,3746,2053,2635,1385,"Maury County, Tennessee",994,514,837,395,773,693,821,545,854,728,742,1166,1571,1063,875,895,727
"G4701250","2019","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",76974,3844,3169,2448,2317,4438,3888,3732,5022,5340,6096,9065,9726,8315,3293,4167,2114,"Montgomery County, Tennessee",1909,1193,1061,824,924,1545,1285,1210,1650,1453,1375,1733,1712,1455,877,1177,651
"G4701410","2019","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",31778,1951,2053,2167,2844,989,1788,1672,1177,1550,2887,3729,4358,1095,838,1777,903,"Putnam County, Tennessee",1119,695,952,734,888,580,645,883,633,659,950,876,1121,516,449,782,417
"G4701470","2019","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",26577,1106,899,1152,1092,1000,1316,842,1799,584,2128,3396,3541,2939,1297,2654,832,"Robertson County, Tennessee",902,502,525,412,416,539,567,360,675,282,763,956,752,831,515,820,383
"G4701490","2019","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",113797,3365,3175,3200,4498,4999,5280,4026,5222,5691,9117,14600,15941,12232,8698,8808,4945,"Rutherford County, Tennessee",2636,1374,938,1169,1375,1435,1722,1279,1436,1332,2229,2514,2306,2152,1827,1812,1193
"G4701550","2019","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",37933,2357,1374,2395,2381,1603,2239,1880,1843,993,2797,4797,5677,3050,1720,1390,1437,"Sevier County, Tennessee",2403,850,664,783,871,663,973,784,705,413,911,1193,1273,906,590,753,764
"G4701570","2019","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",353950,28694,21690,16097,18666,18741,17703,15721,16577,14416,25896,34353,39524,27139,17964,16009,24760,"Shelby County, Tennessee",4012,3288,2899,2409,2724,2389,2364,2409,2500,2028,3067,3192,4157,2845,2404,2404,2561
"G4701630","2019","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",68560,4771,3270,3373,4133,3818,2764,3941,3906,3161,5167,8562,8012,5889,3314,2468,2011,"Sullivan County, Tennessee",1882,1111,984,959,1089,957,793,925,1045,868,1044,1302,1233,1245,937,665,676
"G4701650","2019","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",70098,1794,1678,2645,1189,2939,2730,3754,3846,3106,5198,9225,10428,6533,5918,4571,4544,"Sumner County, Tennessee",1651,616,767,881,499,817,843,1177,928,869,1022,1861,1216,1248,1369,1027,967
"G4701790","2019","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",55817,5512,3447,2026,2874,3183,3532,2392,1992,2433,4040,5788,5579,4202,3338,2694,2785,"Washington County, Tennessee",1712,1537,1314,638,1088,868,1106,840,936,974,1096,1437,1120,896,873,772,875
"G4701870","2019","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",84393,1874,1061,2085,1678,1386,2137,2835,1542,1949,2874,6904,9808,9773,7193,11440,19854,"Williamson County, Tennessee",1193,791,696,931,575,707,1543,1093,650,1012,934,1599,1859,2087,1435,1905,1911
"G4701890","2019","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",51618,1421,1196,1492,1531,1653,1786,2326,2372,1473,3725,5065,6924,7842,4308,4183,4321,"Wilson County, Tennessee",1815,681,673,708,585,686,620,788,880,666,1282,1313,1183,1646,899,1085,1083
"G4800050","2019","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",32293,1982,1335,1526,2090,2252,947,1606,1085,2261,3203,4546,4076,2323,1141,995,925,"Angelina County, Texas",1229,815,642,716,852,750,515,684,538,842,1053,1113,1005,764,699,576,601
"G4800210","2019","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",26393,1662,1385,1900,1340,617,1006,734,1698,774,2507,2316,4339,2326,1230,1545,1014,"Bastrop County, Texas",1525,1065,759,1017,1008,448,526,438,721,610,1112,1168,1346,1084,546,819,511
"G4800270","2019","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",126772,8968,6087,4854,7595,4215,8385,6837,5833,4411,10767,14319,16429,10584,5292,6459,5737,"Bell County, Texas",2430,1982,1608,1261,1573,1297,1691,1662,1237,1048,1981,2009,2523,1931,1162,1626,1398
"G4800290","2019","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",646352,42579,25205,26237,32307,30508,31103,28427,29424,26895,55141,72058,82797,57100,33896,38547,34128,"Bexar County, Texas",4813,4091,3496,3166,3737,3576,3343,3498,3647,3688,4026,4440,4724,4010,3259,3069,2774
"G4800370","2019","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",34935,3208,1609,1521,2293,1437,2294,1570,1248,1576,4030,3587,3789,2529,1738,906,1600,"Bowie County, Texas",1517,900,819,630,844,703,866,705,549,666,1055,1044,905,985,708,478,741
"G4800390","2019","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",129261,2998,3219,4518,3730,3542,4731,4587,3795,3740,8948,13477,19158,15827,10931,14595,11465,"Brazoria County, Texas",2246,1161,1129,1257,1557,1065,1636,1337,1183,1445,1977,2943,2893,2786,2402,3471,1846
"G4800410","2019","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",79971,9194,3215,2808,5119,3756,2860,4156,3113,2794,5636,7803,11220,4998,4544,3527,5228,"Brazos County, Texas",2792,1680,1187,1015,1596,1241,1029,1351,1042,1093,1436,1769,2026,1421,1176,916,1071
"G4800610","2019","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",129307,11984,10570,8621,9390,8480,8417,5724,4914,5733,9745,10652,13785,8767,5715,3341,3469,"Cameron County, Texas",2801,1787,1950,1503,2004,2062,1914,1464,1368,1223,1826,1950,2270,1661,1542,1271,1174
"G4800850","2019","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",363599,11527,5446,6680,8360,8401,10635,11072,13727,11948,20172,31173,49152,41902,33646,45748,54010,"Collin County, Texas",3928,2236,1450,1400,1742,1871,2097,2234,2523,2320,2355,3188,3530,3241,3281,3551,3539
"G4800910","2019","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",57004,2290,1290,789,1593,1868,2124,1895,2132,1354,3783,4505,8558,4878,5923,7348,6674,"Comal County, Texas",1375,1031,700,524,874,990,960,740,839,685,1016,1219,1775,934,1513,1314,1234
"G4800990","2019","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",22093,1726,795,465,797,922,2109,830,1268,1096,3144,2139,2807,1217,964,1315,499,"Coryell County, Texas",1237,782,525,390,383,539,753,491,556,436,874,618,624,571,467,536,269
"G4801130","2019","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",940587,57982,30129,33207,38863,39699,42288,48365,42750,43135,76645,104966,116794,84521,52149,52565,76529,"Dallas County, Texas",5547,4825,3490,3207,3431,3932,3699,4590,3869,3896,4395,6747,4993,5894,4380,3670,4082
"G4801210","2019","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",305164,8830,5506,4828,8481,8424,7784,6614,9328,10212,20080,33180,42502,34509,26838,34095,43953,"Denton County, Texas",3815,1605,1745,1152,1653,1613,1813,1560,1823,2036,2542,4394,3248,3159,2692,2942,3014
"G4801350","2019","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",53155,2140,2005,1745,3273,1932,2178,2217,2090,2309,2790,6226,6888,5378,4558,4268,3158,"Ector County, Texas",1332,1018,1063,768,1172,932,901,873,1207,1065,1007,1836,1386,1343,1484,1307,1297
"G4801390","2019","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",61465,2580,1575,817,2572,3392,2187,2013,1748,1528,4229,6421,9412,7754,5098,5240,4899,"Ellis County, Texas",1556,954,729,355,1073,1134,1010,701,823,776,1177,1424,1807,1324,1113,1198,1035
"G4801410","2019","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",269150,24709,14800,13440,14854,14547,16468,12629,13448,12023,24892,30778,28751,22573,9472,9216,6550,"El Paso County, Texas",3541,3144,2213,1634,2389,2535,2420,2638,2028,1847,3189,4055,3367,2364,1586,1682,1118
"G4801570","2019","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",253030,6715,4909,4704,5951,6589,9025,8523,7293,5901,12073,22567,30006,33149,19256,32856,43513,"Fort Bend County, Texas",3135,2380,1740,1499,1728,1956,2366,2425,2398,1704,2732,2861,4204,3904,2718,3213,4374
"G4801670","2019","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",127092,6682,2802,5467,5615,4721,4824,3178,5022,4050,9107,12085,14211,16043,9533,10910,12842,"Galveston County, Texas",2880,1539,872,1358,1632,1432,1481,850,1492,1202,1469,2573,2247,2509,1945,1945,2124
"G4801810","2019","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",49024,2532,2641,2261,2719,2703,2659,2143,2472,1052,4304,5607,6308,5122,1889,2212,2400,"Grayson County, Texas",1794,1037,856,749,892,878,851,865,762,451,930,1420,1223,1022,811,674,632
"G4801830","2019","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",45711,2281,2164,2926,2824,2459,2249,1672,2399,1506,4425,3969,6566,2859,1991,3449,1972,"Gregg County, Texas",1858,813,847,1113,1013,795,927,744,796,786,1069,1077,1447,907,793,1072,876
"G4801870","2019","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",56051,1718,1003,1594,1544,1872,1879,2029,2248,2471,3021,6344,8972,7365,5260,5640,3091,"Guadalupe County, Texas",1420,615,483,654,700,762,933,1014,858,911,949,1343,1459,1393,1019,1305,826
"G4802010","2019","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1647384,100472,55493,67058,78607,72178,79246,73157,70054,65542,134043,163416,197418,138343,94110,112216,146031,"Harris County, Texas",10077,7513,4813,5507,5335,6891,6528,6324,5317,6271,7505,7861,8634,8005,6817,6607,6352
"G4802030","2019","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",24197,2970,749,812,1650,1060,949,958,712,938,1608,1697,4250,2119,1206,1397,1122,"Harrison County, Texas",1193,1000,432,488,684,471,773,577,614,610,709,744,1141,849,757,591,567
"G4802090","2019","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",77749,3685,3087,2090,2911,2548,1962,2854,3221,3752,6513,7789,11196,7813,4062,7273,6993,"Hays County, Texas",2243,1269,1082,958,1124,987,716,983,1106,1272,1934,1796,1817,1642,1130,1675,1496
"G4802130","2019","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",30607,2953,1301,1915,2019,1707,1368,1008,1392,1208,3250,3135,4070,1838,1195,849,1399,"Henderson County, Texas",1358,1154,642,605,652,817,619,482,667,735,1108,1135,1078,589,628,363,614
"G4802150","2019","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",247544,27147,17212,16557,18155,12502,15396,10919,13817,10439,19972,20395,23989,15713,10823,7502,7006,"Hidalgo County, Texas",3892,3380,2102,3112,3006,2169,2181,1885,2493,2155,2817,2885,2924,2240,1981,1661,1774
"G4802310","2019","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",35093,2457,1244,1557,2282,2196,1109,954,1428,1292,3751,4186,4830,3378,1147,1818,1464,"Hunt County, Texas",1197,798,586,695,1004,776,491,443,554,550,1058,1274,1108,1122,542,628,476
"G4802450","2019","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",89273,8007,3549,4301,5367,3082,4205,4459,5279,2871,6819,9752,11019,6655,3762,4740,5406,"Jefferson County, Texas",2715,1641,980,1351,1297,853,1229,1215,1112,839,1356,1656,1789,1369,1046,1068,1311
"G4802510","2019","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",59113,2838,1843,1724,2762,1574,2986,2361,2704,2243,4405,7124,9699,6500,3450,4459,2441,"Johnson County, Texas",1594,907,829,785,866,586,1024,722,966,797,1224,1545,1827,1734,892,1089,668
"G4802570","2019","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",39835,1406,1513,511,1230,1110,2058,1921,1332,1506,3262,3850,5876,5338,2845,3681,2396,"Kaufman County, Texas",1204,628,782,281,561,549,723,769,627,745,1079,1003,1333,1206,947,822,733
"G4802910","2019","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",27367,2691,1366,1446,2179,1170,1582,830,1185,1205,2087,2164,3565,1472,1262,1831,1332,"Liberty County, Texas",1657,862,681,669,897,515,697,507,676,595,1056,780,1138,653,583,698,655
"G4803030","2019","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",117494,7825,6417,4822,6586,5830,5896,5466,5359,4905,10048,12326,13102,11554,5792,6158,5408,"Lubbock County, Texas",2362,1887,1823,1186,1334,1307,1584,1270,1447,1088,2012,2059,2029,1648,1220,1125,1061
"G4803090","2019","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",93021,8208,5920,4886,3991,4155,4330,4425,5860,4038,7341,7820,10681,6987,5709,3779,4891,"McLennan County, Texas",1894,1542,1353,1421,1145,1206,1046,1217,1275,983,1351,1522,1759,1460,1264,887,1212
"G4803290","2019","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",59325,3409,1376,1321,4207,894,1576,955,1881,2244,3669,5539,6535,6698,5410,5793,7818,"Midland County, Texas",1205,1475,942,1095,1712,726,940,821,865,1005,1344,1572,1871,1816,1518,1706,1748
"G4803390","2019","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",209528,6222,3691,6885,6878,6630,7750,7562,7167,6606,14858,14859,24614,22882,15625,25099,32200,"Montgomery County, Texas",3925,1562,1196,2046,1516,2039,1695,2161,1820,2070,2946,2350,3758,3631,2533,4329,3389
"G4803470","2019","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",24722,1944,1784,1570,2187,923,1333,1274,965,1461,1916,2669,2335,2131,806,929,495,"Nacogdoches County, Texas",1323,613,813,655,949,616,697,634,458,880,873,924,829,668,399,526,328
"G4803550","2019","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",131194,8118,9011,5038,8257,7720,4671,4591,5473,5219,9671,11302,17538,13077,8785,7399,5324,"Nueces County, Texas",3135,1355,2171,1240,1894,1760,1286,1502,1381,1375,2012,2105,2400,2125,1789,1482,1320
"G4803610","2019","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",31913,1584,1853,1160,1639,1021,1158,807,1520,777,2148,3108,3607,3831,2559,3228,1913,"Orange County, Texas",1388,688,823,431,680,532,465,418,680,426,703,967,1093,1112,890,1040,740
"G4803670","2019","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",43520,1643,1973,1546,2038,684,1415,1187,1325,768,2248,4176,6841,5815,3846,4493,3522,"Parker County, Texas",1693,604,944,781,878,409,571,575,676,506,729,1206,1281,1310,1138,1016,717
"G4803750","2019","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",44180,4558,2636,4055,2917,3804,2929,2360,2583,1066,3893,3195,2922,2993,2331,1099,839,"Potter County, Texas",1624,1108,806,1058,851,1131,887,919,877,608,957,948,917,1116,799,440,377
"G4803810","2019","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",50261,1984,1321,2332,2147,1783,2488,1479,1989,2530,3010,5692,7438,6139,3440,3356,3133,"Randall County, Texas",1349,778,657,722,769,647,824,705,653,773,876,1103,1358,1253,1046,785,791
"G4803970","2019","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",36665,494,79,1022,444,84,519,330,832,1232,2616,4827,5179,4803,2322,6065,5817,"Rockwall County, Texas",604,375,133,643,348,131,377,330,509,589,1008,1169,1467,1282,710,1661,1107
"G4804090","2019","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",21872,1594,1361,1134,982,1018,1009,1358,681,671,1939,1070,2707,3058,679,1329,1282,"San Patricio County, Texas",1351,668,722,535,613,489,475,578,445,333,889,401,844,831,351,627,557
"G4804230","2019","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",78600,4249,2475,3918,4858,3052,3472,4069,3097,3660,6588,8868,10571,7876,4159,3991,3697,"Smith County, Texas",2407,1109,1035,1359,1325,1065,1109,1290,1043,1047,1604,1850,2208,1534,1189,1064,993
"G4804390","2019","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",727094,31915,23370,23477,25278,30710,29784,31019,32479,25152,54576,81792,99865,67256,52306,56379,61736,"Tarrant County, Texas",5181,2931,2937,3132,3601,3177,3474,3452,2862,2976,3898,6140,6082,4515,4131,4236,3503
"G4804410","2019","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",50282,3612,2522,2088,2292,2483,2657,2778,2276,1868,4303,5850,6958,4020,2811,2073,1691,"Taylor County, Texas",1592,1111,863,738,741,827,824,885,750,631,1190,1015,1451,989,804,634,636
"G4804510","2019","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",43604,2227,2470,1335,2807,2507,2696,2233,1062,1781,3508,4456,5087,5331,2043,2315,1746,"Tom Green County, Texas",1687,704,1075,607,922,1034,1208,875,530,873,1059,1319,1186,1399,778,792,694
"G4804530","2019","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",507751,27502,10941,14514,14980,14465,16859,17664,18422,18336,35832,45826,67197,48436,40520,49810,66447,"Travis County, Texas",5452,3331,2087,2160,2294,2742,2457,2845,2872,2949,4245,5083,5299,4379,3841,4115,4008
"G4804690","2019","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",30058,1301,2067,1292,2037,1163,1658,1214,1037,1265,2395,2870,4524,1956,1725,2174,1380,"Victoria County, Texas",1589,639,816,643,878,540,709,607,455,587,854,766,1148,652,620,737,570
"G4804710","2019","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",22201,2162,927,2158,800,655,1001,1247,1595,822,2213,1928,3323,926,1206,616,622,"Walker County, Texas",1485,1153,777,1313,499,377,446,618,1020,522,1119,1076,1170,630,822,383,405
"G4804790","2019","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",76326,5186,4508,4231,5233,3565,3448,3370,2111,3089,5426,7885,11115,7380,3836,2397,3546,"Webb County, Texas",2150,1121,1139,1081,1241,1101,957,964,726,967,1568,1765,1937,1653,1182,874,1188
