GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AC2YE001,AC2YE002,AC2YE003,AC2YE004,AC2YE005,AC2YE006,AC2YE007,AC2YE008,AC2YE009,AC2YE010,AC2YE011,AC2YE012,AC2YE013,AC2YE014,AC2YE015,AC2YE016,AC2YE017,NAME_M,AC2YM001,AC2YM002,AC2YM003,AC2YM004,AC2YM005,AC2YM006,AC2YM007,AC2YM008,AC2YM009,AC2YM010,AC2YM011,AC2YM012,AC2YM013,AC2YM014,AC2YM015,AC2YM016,AC2YM017
"G4201290","2015","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",149360,9065,6718,7927,7696,8506,7919,7406,6722,6569,13248,15548,19143,13638,6662,6094,6499,"Westmoreland County, Pennsylvania",2195,1355,1141,1236,995,1260,947,1396,1082,934,1619,1512,1895,1427,957,940,1278
"G4201330","2015","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",165672,6223,7849,6380,8959,6294,8392,8083,8648,6824,16972,18338,24468,15635,10641,7484,4482,"York County, Pennsylvania",2519,1225,1351,1194,1425,1100,1460,1441,1310,1070,1952,2025,2098,1600,1598,1287,846
"G4400030","2015","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",68452,3154,3304,2662,2369,2768,2396,3551,2264,2550,5915,6917,10597,7675,4977,4036,3317,"Kent County, Rhode Island",1334,989,1073,683,832,761,715,946,686,794,1416,1229,1336,1121,1048,895,746
"G4400050","2015","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",34657,3256,1369,1589,888,785,914,1466,1375,1618,2033,4087,3538,4032,2440,2817,2450,"Newport County, Rhode Island",1691,968,616,539,449,416,405,532,580,604,669,1017,788,807,823,605,627
"G4400070","2015","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",235033,22615,14851,11928,12464,12237,12528,10139,10798,8467,16356,22021,29164,18242,10907,11642,10674,"Providence County, Rhode Island",3080,2334,2100,1690,1717,1578,1740,1361,1836,1284,1714,2056,2486,2087,1447,1773,1533
"G4400090","2015","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",49555,2344,2432,1696,2499,1377,1587,2015,1941,1329,3618,4301,7198,4543,3859,4879,3937,"Washington County, Rhode Island",1517,771,961,608,908,543,655,601,552,556,1030,845,1208,778,917,902,879
"G4500030","2015","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",64654,4960,3739,3605,4919,3868,2481,4345,3239,2403,5604,6515,7448,5092,2127,2425,1884,"Aiken County, South Carolina",1823,1213,960,917,1183,1092,837,1198,989,659,1375,1258,1253,1246,812,665,662
"G4500070","2015","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",74654,5585,4923,5638,4874,5417,4149,3265,4255,3147,5033,6780,9353,5868,2877,2413,1077,"Anderson County, South Carolina",2036,1338,1148,1345,1460,1192,1151,883,1131,815,1127,1369,1519,1202,831,740,447
"G4500130","2015","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",69002,4587,2329,2313,4249,3759,3409,2789,3607,2597,4584,10140,7885,5798,2664,4646,3646,"Beaufort County, South Carolina",2505,1243,660,904,1217,889,954,930,1209,828,1106,1527,1430,1139,725,937,875
"G4500150","2015","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",71908,4008,3027,3396,3324,2645,3218,2661,4605,3442,7114,9120,9984,6887,3514,2260,2703,"Berkeley County, South Carolina",1796,952,888,875,1039,767,894,636,1227,771,1243,1347,1707,1329,928,574,744
"G4500190","2015","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",150073,11155,7497,5037,8127,5604,7861,7451,7513,5478,12032,13106,20372,13465,6714,7890,10771,"Charleston County, South Carolina",2922,1660,1390,1114,1423,1068,1465,1407,1559,1180,1864,1484,2337,1828,1146,1596,1919
"G4500310","2015","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",27401,3863,2040,2704,2357,1654,1274,1558,1708,861,1900,2226,2284,857,648,908,559,"Darlington County, South Carolina",835,971,582,927,897,701,546,781,783,409,509,693,714,366,330,468,336
"G4500350","2015","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",51741,3944,3117,2490,1626,1685,2846,2286,2886,2221,5002,5239,6592,4648,2022,3490,1647,"Dorchester County, South Carolina",1719,1139,1071,914,582,615,905,897,907,619,1037,966,1312,1026,561,845,576
"G4500410","2015","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",52513,4145,4027,3861,3313,3825,3642,2910,2853,1492,3991,5822,4436,2911,2770,1398,1117,"Florence County, South Carolina",1309,1012,832,861,876,995,923,945,788,464,1017,1120,824,767,762,559,475
"G4500450","2015","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",186036,13395,9417,9300,10040,9877,10504,8764,8206,8510,15176,20594,24583,13319,8715,8407,7229,"Greenville County, South Carolina",2503,1711,1577,1595,1469,1744,1508,1563,1360,1667,1762,2586,2309,1677,1509,1275,1283
"G4500470","2015","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",25816,2010,2656,1104,1427,1933,1003,1728,1181,1523,2706,2653,2786,1043,702,554,807,"Greenwood County, South Carolina",1447,542,727,610,603,732,450,696,625,583,760,874,704,448,311,296,402
"G4500510","2015","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",124949,8096,7860,8257,8125,5999,7649,6212,6740,6495,10809,16292,15182,7685,4083,2754,2711,"Horry County, South Carolina",3160,1209,1412,1407,1548,1338,1159,1165,1314,1094,1360,1954,1753,1278,891,766,822
"G4500570","2015","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",31517,1947,2245,1475,1990,1886,1831,1867,2175,1750,3174,2972,3579,2228,711,1110,577,"Lancaster County, South Carolina",1006,654,725,720,764,748,680,803,782,856,995,842,991,706,553,572,470
"G4500590","2015","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",25220,2154,1417,1980,2573,1310,1719,1689,1470,992,2256,2420,2901,1249,456,375,259,"Laurens County, South Carolina",1284,652,598,713,809,467,642,718,629,389,867,760,703,509,275,254,161
"G4500630","2015","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",108197,6819,4557,4390,5679,5621,5713,5532,5049,4573,9940,13341,14199,9288,5006,4307,4183,"Lexington County, South Carolina",1877,1114,1134,940,1122,1071,1192,1205,805,947,1228,1518,1446,1255,993,721,841
"G4500730","2015","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",31488,3143,1711,1850,1750,2073,2669,1478,1897,1176,2319,3716,2942,1178,932,1151,1503,"Oconee County, South Carolina",1381,1015,632,620,599,766,954,576,727,434,814,854,770,419,393,450,539
"G4500750","2015","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",33175,4911,2751,2395,1227,2060,1721,2359,2077,1709,3565,3225,1988,1607,860,320,400,"Orangeburg County, South Carolina",1396,1129,820,775,496,715,560,937,761,746,1057,970,624,687,350,237,328
"G4500770","2015","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",46830,5101,3117,3177,3006,2683,2246,2728,2283,2457,3892,4140,5399,2866,1150,1755,830,"Pickens County, South Carolina",1586,1296,840,866,950,820,703,764,723,819,903,1037,915,811,493,743,347
"G4500790","2015","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",146898,11423,7468,7974,8215,8149,7719,8090,7703,4597,11210,15755,19331,10328,5672,6794,6470,"Richland County, South Carolina",2812,1687,1284,1614,1706,1543,1498,1426,1329,1102,1592,1823,2455,1462,1067,1280,1065
"G4500830","2015","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",112951,8720,5862,7217,8901,5851,6871,6199,6769,4234,10041,11603,12353,8759,4051,2789,2731,"Spartanburg County, South Carolina",2155,1452,1150,1303,1680,1263,1263,1345,1132,931,1637,1500,1778,1306,1038,667,675
"G4500850","2015","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",41017,3325,3311,2011,2019,2841,3083,2891,3066,1410,3361,4785,5185,1790,891,565,483,"Sumter County, South Carolina",1458,860,931,737,680,944,1112,1041,995,700,876,996,1081,683,392,308,275
"G4500910","2015","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",96264,5452,5845,4653,3801,3650,5004,5609,4425,4512,7672,10763,11336,9524,4280,5281,4457,"York County, South Carolina",1550,1042,1243,1378,1006,976,1197,1161,1086,989,1464,1866,1631,1433,949,818,982
"G4600990","2015","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",73424,4624,3445,3266,4024,3175,4206,3776,3947,2997,5887,8692,9813,7372,2855,2980,2365,"Minnehaha County, South Dakota",1444,1191,1022,735,1034,919,1002,867,1143,725,1057,1323,1409,1212,658,662,618
"G4601030","2015","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",43971,1745,2309,1359,3262,2412,2514,1839,2250,3219,3175,5391,6235,3169,1857,1391,1844,"Pennington County, South Dakota",1044,571,638,484,1026,789,779,551,609,1002,807,1066,1181,869,579,505,655
"G4700010","2015","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",31261,2789,2626,2217,2486,2342,888,1005,1976,1605,2059,2350,3369,2273,1204,1073,999,"Anderson County, Tennessee",1133,937,795,871,603,790,366,388,895,676,604,793,896,727,467,350,375
"G4700090","2015","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",48397,3022,3231,1611,2884,3259,3789,2500,2235,2003,4065,5310,5898,3364,1491,2066,1669,"Blount County, Tennessee",1645,894,824,536,774,940,1112,800,768,701,895,1029,983,822,502,632,583
"G4700110","2015","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",39620,3674,3070,3333,3002,1274,2262,1664,2379,1459,3907,3484,4463,2279,1278,701,1391,"Bradley County, Tennessee",1157,1130,901,923,943,480,733,641,852,561,921,991,1098,770,704,485,534
"G4700370","2015","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",274187,19115,14267,13194,14458,13984,15703,13884,12903,13627,22606,30990,32798,19114,11172,11299,15073,"Davidson County, Tennessee",3026,2164,2126,2079,1889,1882,1948,1804,1754,1925,2624,2860,3228,1861,1542,1768,1819
"G4700590","2015","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",26660,2272,2187,3236,2140,1125,2472,1403,1244,1147,1346,2830,2608,1375,239,544,492,"Greene County, Tennessee",1228,781,801,833,756,574,820,499,575,479,430,844,690,595,152,411,267
"G4700650","2015","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",136858,9277,9531,8278,7847,6816,7642,8247,5919,6193,10648,12485,15153,10551,7274,5405,5592,"Hamilton County, Tennessee",2567,1580,1501,1480,1288,1285,1263,1647,1385,1281,1691,1986,2051,1586,1373,870,1130
"G4700930","2015","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",181292,14368,8438,8366,11594,9473,10118,8802,7930,7169,15059,18842,23091,13752,7656,8209,8425,"Knox County, Tennessee",2394,1776,1295,1483,1527,1584,1726,1266,1300,1235,1493,2004,2068,1678,1360,1176,1137
"G4701130","2015","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",37544,2626,1902,2179,2548,1884,2335,2463,1583,1961,3562,3542,4751,2155,1402,1212,1439,"Madison County, Tennessee",1256,662,508,599,906,697,764,669,611,597,866,735,1347,603,588,476,675
"G4701190","2015","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",33326,3322,1163,1297,1735,1296,1523,1872,1574,2466,3172,5152,3152,2890,1033,563,1116,"Maury County, Tennessee",1172,977,612,571,614,489,563,621,524,888,955,1038,732,883,352,362,566
"G4701250","2015","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",70494,5483,1994,2654,3259,4709,4019,4719,4887,4254,5687,9475,8313,5530,2194,2362,955,"Montgomery County, Tennessee",1557,1287,716,703,912,1263,1276,1354,1306,1045,1280,1772,1439,1182,672,776,408
"G4701410","2015","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",29812,3891,2401,1482,2359,1564,1868,1071,1993,1314,2742,2712,2909,1594,457,487,968,"Putnam County, Tennessee",1084,1003,830,622,757,515,722,471,594,634,856,851,806,499,287,293,495
"G4701470","2015","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",24909,935,694,1505,1258,963,2364,1412,1421,838,3050,2296,3922,1931,1149,559,612,"Robertson County, Tennessee",806,494,448,621,636,540,887,620,613,373,763,593,934,607,425,313,328
"G4701490","2015","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",104177,5617,3817,3746,3528,4294,4160,6512,5618,4974,9778,13634,15497,10450,4231,4672,3649,"Rutherford County, Tennessee",1973,1496,980,969,1063,1166,1045,1266,1080,1043,1622,1880,2115,1539,776,1071,668
"G4701550","2015","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",37846,2354,2001,2242,2091,3255,2559,2635,2724,872,4077,4647,3622,2434,626,947,760,"Sevier County, Tennessee",2122,831,818,827,767,973,672,732,804,469,1112,1188,1007,968,313,413,406
"G4701570","2015","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",348067,30105,21067,21726,22378,19238,18699,18563,14667,15221,27371,30400,37891,28241,12494,14543,15463,"Shelby County, Tennessee",3950,3093,2244,2350,2225,2810,2331,2327,2007,2389,3139,2777,3103,3077,1774,1745,1806
"G4701630","2015","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",65188,5584,3106,5284,4491,4198,5064,3475,2912,3083,6359,6302,5689,3848,1916,1860,2017,"Sullivan County, Tennessee",1859,1153,713,1111,962,1076,958,989,723,808,1232,1146,1074,875,669,475,599
"G4701650","2015","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",64521,2640,2131,2762,4117,2927,3821,2755,3358,2889,4954,7111,9040,6956,3030,3506,2524,"Sumner County, Tennessee",1255,792,679,867,852,741,1008,739,854,823,974,1205,1336,1369,784,764,739
"G4701790","2015","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",52924,5428,3454,2891,2911,3371,2468,3075,2715,2643,5044,5993,4525,3816,1719,1385,1486,"Washington County, Tennessee",1628,1117,1061,993,840,1071,685,1014,817,854,1404,1313,930,993,869,478,538
"G4701870","2015","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",72846,1601,1353,1274,1540,1695,956,1867,1751,1371,4528,6473,9606,10941,6497,7461,13932,"Williamson County, Tennessee",1407,543,753,642,661,729,427,560,515,607,1363,1240,1771,1821,1140,1060,1631
"G4701890","2015","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",46158,1925,1429,706,2557,1949,2442,2633,2800,1901,3025,5542,6313,4577,2740,2491,3128,"Wilson County, Tennessee",1406,721,656,335,729,780,932,831,960,664,774,1381,1213,1001,845,785,1049
"G4800050","2015","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",30052,2749,1870,2194,1491,2425,1010,1225,1274,806,3448,3096,4188,2085,797,872,522,"Angelina County, Texas",1498,981,646,791,538,808,493,495,566,444,1094,767,925,693,361,553,291
"G4800210","2015","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",25963,1302,863,1267,1578,932,921,1034,1351,1092,2203,1885,4264,2681,1992,1487,1111,"Bastrop County, Texas",1455,629,556,591,700,487,526,619,810,528,880,712,1158,1030,819,706,728
"G4800270","2015","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",119178,10396,4422,6808,6533,7067,7006,5799,6512,6240,10330,14033,14046,8497,4655,3639,3195,"Bell County, Texas",2311,1812,1202,1450,1378,1236,1594,1205,1264,1361,1601,1791,1768,1318,1085,898,766
"G4800290","2015","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",627634,43942,28743,33926,32857,32933,35862,29859,28382,29131,54927,66364,75947,51358,30074,26947,26382,"Bexar County, Texas",4564,3581,3297,3233,3120,3185,2887,3333,3358,2726,3522,3721,4102,3942,2583,2426,2327
"G4800370","2015","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",32244,2594,2055,3110,2273,1909,2208,1765,1673,1650,2205,3515,3101,1540,771,692,1183,"Bowie County, Texas",1515,888,673,975,825,654,805,776,608,665,609,1001,738,541,378,338,637
"G4800390","2015","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",117149,6959,3798,3242,4555,4486,5484,4830,3439,3972,8062,11965,17970,11131,8205,9034,10017,"Brazoria County, Texas",2590,1567,1356,994,1188,1388,1628,1623,1161,1290,1626,2450,2354,1846,1663,1952,1841
"G4800410","2015","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",77628,10861,2140,4334,5940,4057,4741,3669,3358,3441,4933,6033,7949,5504,3942,3553,3173,"Brazos County, Texas",1948,1634,749,1192,1414,1009,1222,1112,874,859,1205,1273,1332,1213,1018,903,707
"G4800610","2015","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",122468,15069,11597,10566,9688,8943,6392,7423,3960,6722,7447,8411,11152,6517,2727,3496,2358,"Cameron County, Texas",2138,1768,1674,1990,1718,1518,1200,1612,1090,1343,1238,1411,2130,1270,692,920,834
"G4800850","2015","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",322585,10046,6337,8097,8982,9643,9982,11943,12535,9490,22516,31515,42873,38786,25605,37236,36999,"Collin County, Texas",2665,1550,1216,1600,1623,2039,1759,1982,1814,1798,2367,2832,3055,3097,2603,2700,3037
"G4800910","2015","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",45752,1569,737,1472,1559,1960,2158,1671,2639,1797,3337,5990,7869,4125,2429,3077,3363,"Comal County, Texas",1626,613,367,497,637,714,665,640,849,691,914,1156,1327,1101,699,863,706
"G4800990","2015","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",23880,1706,1038,1567,1926,1374,1330,1293,1546,888,2165,2695,3535,1014,688,432,683,"Coryell County, Texas",1117,628,424,602,634,480,461,583,509,360,715,781,783,373,338,271,377
"G4801130","2015","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",905250,58804,44079,47110,53197,44777,51284,42401,48424,41806,72634,93229,105775,65800,36459,45511,53960,"Dallas County, Texas",4540,3703,2939,3992,3552,2932,3404,3091,3603,3733,3892,4298,5129,3584,2921,2972,2802
"G4801210","2015","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",274338,9994,5411,7637,8819,8736,12047,9365,11232,12714,21971,27505,38492,31620,21357,23527,23911,"Denton County, Texas",2374,1369,1270,1675,1623,1599,1764,1349,1634,1889,2293,2678,3070,2615,2191,2573,2000
"G4801350","2015","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",52023,2321,2540,1829,2806,2692,2168,2286,1685,1581,3801,6160,7176,5939,3274,3059,2706,"Ector County, Texas",1529,851,877,790,835,993,762,852,657,600,885,1271,1158,1352,1069,986,747
"G4801390","2015","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",53294,2246,1338,1435,2444,2258,2804,2170,1996,1647,4898,6620,7509,5471,3607,3836,3015,"Ellis County, Texas",1344,647,521,548,871,850,838,708,619,456,1160,1292,1322,1084,930,1166,815
"G4801410","2015","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",260710,21875,16911,18136,14012,15252,17659,15282,13761,14055,23778,26432,25909,17061,9356,7198,4033,"El Paso County, Texas",3524,2154,1816,2324,1501,2144,2404,2357,2020,1970,2803,2766,2497,2473,1653,1417,830
"G4801570","2015","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",222936,7249,5646,4646,4832,6314,7293,5656,6701,7450,14174,19668,26201,26323,21412,24040,35331,"Fort Bend County, Texas",2727,1778,1273,1354,1407,1593,1677,1631,1533,1819,2513,2484,3678,3344,3011,2920,3152
"G4801670","2015","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",116557,6710,5392,4980,5745,3503,4474,4972,4169,3366,8826,9848,13643,10607,9288,10144,10890,"Galveston County, Texas",2696,1586,1242,1302,1141,1112,1169,1408,1153,1021,1721,1522,2039,2084,2059,1769,2131
"G4801810","2015","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",47538,4137,2335,2745,3104,2588,2848,2530,2018,2126,3564,4060,6317,3020,2463,2236,1447,"Grayson County, Texas",1482,937,746,864,822,657,879,687,642,616,861,982,1066,944,756,664,574
"G4801830","2015","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",45568,3683,1708,2867,3018,2633,2078,3278,2320,1790,4263,4576,5120,3174,2432,1545,1083,"Gregg County, Texas",1390,900,675,1000,932,962,720,1043,702,654,1147,1091,967,938,837,597,572
"G4801870","2015","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",50864,2987,956,2452,2694,1327,1525,2282,2562,2742,3434,6185,7069,5930,3443,3804,1472,"Guadalupe County, Texas",1096,957,375,694,889,447,561,848,812,999,904,1304,1419,1136,860,864,414
"G4802010","2015","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1583582,99734,73537,77477,85888,73994,81147,73489,75995,63453,121360,156840,181050,132127,80667,90682,116142,"Harris County, Texas",6653,5403,4554,5098,5185,4911,5175,4889,5850,4593,5344,7141,6485,6195,5045,4831,4926
"G4802030","2015","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",22227,1567,1471,1430,1311,1779,1454,1577,901,1127,1559,1676,2734,1625,853,696,467,"Harrison County, Texas",1234,612,661,575,554,729,674,608,492,599,660,670,955,556,522,445,341
"G4802090","2015","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",67346,4738,2700,2811,2647,3392,3118,3230,2960,4295,3975,7416,8429,6104,5124,3864,2543,"Hays County, Texas",1627,1139,996,894,762,1155,1110,958,846,1350,1337,1425,1846,1454,1290,956,806
"G4802130","2015","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",29103,1931,1526,1854,2198,1121,1485,1804,1997,1237,2585,2707,3823,1970,962,1048,855,"Henderson County, Texas",1561,674,536,690,689,459,473,658,633,396,806,808,959,551,490,533,481
"G4802150","2015","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",225692,26239,19035,17528,17606,16415,14187,10673,9820,9464,14886,19731,18485,11915,7252,6133,6323,"Hidalgo County, Texas",3685,2639,2741,2323,2191,2451,2050,1869,1703,1903,2095,2129,2584,1800,1628,1443,1350
"G4802310","2015","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",31970,2410,1779,2205,2150,1690,2432,1944,1139,1857,2149,3162,4001,2153,1221,1104,574,"Hunt County, Texas",1100,649,554,789,664,595,696,694,463,577,662,787,1046,689,434,559,282
"G4802450","2015","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",94743,7573,5464,6229,6113,5191,5165,3854,4392,4949,7294,10193,11302,7256,3770,3292,2706,"Jefferson County, Texas",2262,1272,1214,1304,1475,1134,1221,927,987,1262,1426,1613,1647,1240,1044,997,700
"G4802510","2015","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",53992,2162,1931,3829,3285,2145,2019,2277,3232,1887,4724,5130,7454,6161,3357,2467,1932,"Johnson County, Texas",1417,820,754,1085,958,767,674,749,991,744,1149,1157,1415,1303,1022,786,631
"G4802570","2015","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",35802,2683,2166,1435,1283,1682,1429,2196,1735,1823,1823,3116,4678,4002,2079,2440,1232,"Kaufman County, Texas",1034,890,801,666,540,686,503,681,590,804,720,810,819,869,588,780,462
