GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHFCE001,AHFCE002,AHFCE003,AHFCE004,AHFCE005,AHFCE006,AHFCE007,AHFCE008,AHFCE009,AHFCE010,AHFCE011,AHFCE012,AHFCE013,AHFCE014,AHFCE015,AHFCE016,AHFCE017,NAME_M,AHFCM001,AHFCM002,AHFCM003,AHFCM004,AHFCM005,AHFCM006,AHFCM007,AHFCM008,AHFCM009,AHFCM010,AHFCM011,AHFCM012,AHFCM013,AHFCM014,AHFCM015,AHFCM016,AHFCM017
"G5105500","2017","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",83402,3360,2213,2957,1933,2693,3308,1775,3127,3596,6758,9041,12439,11191,6413,7041,5557,"Chesapeake city, Virginia",2082,1072,766,1209,798,834,1058,603,952,1133,1368,1671,1683,1640,1370,1080,1069
"G5106500","2017","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",53267,4445,2464,1920,2662,1747,3430,3362,1999,2321,4395,5727,6937,4588,2836,3012,1422,"Hampton city, Virginia",1436,1160,746,730,903,724,1046,963,668,904,1133,1199,1272,1164,743,832,575
"G5106800","2017","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",27814,2200,1991,1197,2075,1249,1905,1795,1429,1598,2623,2654,3707,1429,609,633,720,"Lynchburg city, Virginia",1456,733,745,508,836,433,631,829,526,817,638,861,855,503,302,324,332
"G5107000","2017","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",69249,6315,4369,3258,4104,2445,3702,4156,3655,2832,5691,7425,9471,5514,2980,2033,1299,"Newport News city, Virginia",2154,1166,1167,1009,1220,903,864,1086,995,888,1099,1293,1627,1107,809,685,485
"G5107100","2017","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",87857,7923,5669,5199,5548,3219,4378,4059,3755,4573,7486,7482,11650,6343,3738,3126,3709,"Norfolk city, Virginia",2152,1387,1112,1031,1050,703,1075,1009,1006,1010,1222,1226,1459,1225,848,649,722
"G5107400","2017","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",36246,2358,2216,2000,2640,1865,1178,2180,1604,1993,3688,4841,4280,3105,1011,663,624,"Portsmouth city, Virginia",1157,860,741,670,696,675,499,749,545,680,1085,1062,815,929,366,383,314
"G5107600","2017","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",87401,9617,6237,5521,4098,4790,4230,4890,3247,3520,6679,8285,9462,5823,2816,3070,5116,"Richmond city, Virginia",2053,1598,1208,1056,1102,1051,1074,1252,914,719,1113,1382,1527,961,690,824,820
"G5107700","2017","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",42133,4609,3597,2134,2857,2311,2063,1580,2705,2257,3808,4092,5016,1660,727,1219,1498,"Roanoke city, Virginia",1319,1272,1187,724,892,777,781,680,992,819,999,1107,1269,561,419,676,644
"G5108000","2017","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",33077,2696,1311,1932,1396,715,921,727,911,1022,1648,4242,4413,4129,3265,1784,1965,"Suffolk city, Virginia",1054,762,586,736,590,408,310,368,372,459,586,989,1060,1119,743,545,550
"G5108100","2017","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",168818,6150,4138,4284,5465,5585,6158,5717,8420,5946,14860,20039,26419,19973,11161,13102,11401,"Virginia Beach city, Virginia",2960,1365,1153,1054,1396,1114,1260,1090,1590,1103,1740,1801,2747,2023,1544,1610,1440
"G5300050","2017","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",72265,4062,3202,2959,3391,3054,2454,1832,2879,4022,6314,7503,9588,7044,4827,4630,4504,"Benton County, Washington",1321,1091,1093,956,1069,1011,1041,661,987,1071,1383,1341,1400,1161,1046,1062,949
"G5300070","2017","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",27060,2371,1077,1034,1064,970,1429,1161,1398,1158,1547,2817,3690,2713,1685,1588,1358,"Chelan County, Washington",1626,863,535,716,500,414,764,660,584,630,552,942,1062,964,670,738,695
"G5300090","2017","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",33233,2254,2069,1901,2326,2038,1744,1925,1367,1926,2399,2102,3811,2511,1342,2208,1310,"Clallam County, Washington",994,679,664,583,683,636,581,711,449,720,727,649,920,709,552,815,466
"G5300110","2017","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",173579,8449,5573,5372,6725,3970,5963,7068,6953,6394,12555,17983,27141,19489,14974,12045,12925,"Clark County, Washington",2122,1483,1146,1080,1185,872,1200,1516,1167,1152,1521,2361,2624,2268,1957,1469,1628
"G5300150","2017","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",41611,2844,1704,2485,2948,2543,1947,2183,1401,3075,2371,4503,6213,3474,1183,1784,953,"Cowlitz County, Washington",1081,832,623,747,883,762,666,736,522,889,774,1068,1288,903,520,611,496
"G5300210","2017","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",26477,658,899,1024,1686,918,1058,1180,1170,1371,2756,1936,4244,4414,1074,968,1121,"Franklin County, Washington",798,371,667,587,810,522,561,647,680,802,924,656,997,992,437,530,562
"G5300250","2017","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",31123,1545,1378,914,2245,1812,1197,1553,980,1794,2392,3792,4149,3635,1456,1272,1009,"Grant County, Washington",1359,632,777,507,803,718,486,680,494,648,772,1043,869,852,572,535,461
"G5300270","2017","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",29286,2766,1721,1497,1985,877,1671,869,2638,1440,2395,3903,4285,1311,1090,648,190,"Grays Harbor County, Washington",1312,783,631,684,658,362,671,382,830,523,704,829,902,517,431,306,179
"G5300290","2017","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",34537,1295,1855,1673,1274,1030,1589,2274,2193,1445,2663,4802,3542,3081,1703,2388,1730,"Island County, Washington",1361,429,635,713,507,512,637,707,772,655,782,954,840,680,624,647,603
"G5300330","2017","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",876639,39276,25479,22917,23347,21692,27078,27084,25203,23116,57179,76129,109047,94520,72599,94469,137504,"King County, Washington",5665,3520,2661,2878,2271,2613,2862,3109,2609,2504,3880,4316,5873,5490,3783,4207,5025
"G5300350","2017","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",104902,4861,2831,3558,3426,3335,4258,3490,3929,3555,8041,12593,16554,12782,6775,8308,6606,"Kitsap County, Washington",1850,955,783,1039,1074,1079,1245,853,969,914,1278,2067,1825,1572,1252,1353,1241
"G5300410","2017","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",31786,1929,1690,1821,1736,946,1612,2868,2337,1000,2877,3678,4572,1790,1344,1042,544,"Lewis County, Washington",995,759,619,498,494,434,581,860,700,384,658,913,729,479,513,415,302
"G5300530","2017","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",321268,18015,10227,9325,12604,10363,13648,10513,14253,15154,25000,36331,45922,35190,24685,22276,17762,"Pierce County, Washington",3552,2288,1648,1240,1893,1719,2202,1620,2308,1703,2622,3133,3393,2390,2293,1956,1906
"G5300570","2017","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",49262,2714,1779,1403,2744,1795,1434,2416,1778,1598,4248,7541,6842,4901,2607,2959,2503,"Skagit County, Washington",1172,976,536,526,693,506,446,876,603,448,1071,1174,1064,889,600,671,569
"G5300610","2017","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",292430,11024,6574,7628,7790,7783,9112,8303,8786,9633,20983,32662,46007,37387,25173,29375,24210,"Snohomish County, Washington",2330,1526,1190,1232,1368,1310,1484,1276,1366,1570,2362,3464,3399,2652,2984,2630,1866
"G5300630","2017","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",200949,13867,8621,9125,8739,11020,11111,10576,11255,9486,15952,17254,27166,17484,11111,9637,8545,"Spokane County, Washington",2388,1983,1515,1543,1529,1711,1874,1736,1770,1573,1990,1968,2392,1973,1698,1442,1457
"G5300670","2017","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",112075,4654,2901,4039,4127,3677,4012,5362,4440,4687,8894,13264,19593,12683,7390,6800,5552,"Thurston County, Washington",1401,1376,946,1071,1170,974,1004,1040,1228,1229,1326,1823,2273,1550,1283,1113,1185
"G5300730","2017","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",88636,5592,4233,3681,3930,3855,4360,3281,3383,4371,6405,9751,10390,9319,5141,6683,4261,"Whatcom County, Washington",1559,1128,1420,1100,1140,1258,1000,1004,777,1202,1306,2004,1511,1775,1235,1396,784
"G5300770","2017","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",82107,5208,4431,3910,3891,5303,5938,4603,5561,3920,7549,9973,9417,5699,1964,2394,2346,"Yakima County, Washington",1434,1427,1025,885,975,1590,1277,1084,1217,1003,1580,1628,1495,1100,676,760,698
"G5400030","2017","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",42296,2201,1424,2479,3068,1462,1748,1361,2021,1593,4172,4598,6302,5320,2108,1818,621,"Berkeley County, West Virginia",1475,858,712,797,1124,705,682,731,714,582,1285,1060,1163,1391,683,834,356
"G5400110","2017","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",41080,6670,4572,2704,2866,2208,1813,1827,1391,1180,2190,3593,3432,2356,1836,898,1544,"Cabell County, West Virginia",1127,1083,1261,897,864,716,659,741,494,602,722,843,937,705,649,393,574
"G5400330","2017","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",27493,2169,1105,2262,588,967,1715,984,853,1421,2076,2860,4828,1781,1607,1315,962,"Harrison County, West Virginia",963,732,401,687,305,436,638,445,404,579,521,734,1053,519,585,502,434
"G5400390","2017","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",75836,6766,5951,5544,5280,4504,3325,4432,3540,2630,6494,6623,7409,5355,2382,2860,2741,"Kanawha County, West Virginia",2385,1359,1123,1472,1188,1187,831,1045,912,757,1477,1188,1139,1016,665,753,792
"G5400610","2017","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",39386,4333,1793,1821,2349,2088,1234,1363,2843,1600,2892,3526,4212,2791,1910,1867,2764,"Monongalia County, West Virginia",1686,1088,777,629,679,834,509,541,909,606,758,784,934,668,648,484,833
"G5400810","2017","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",31593,3065,2520,2570,1524,1338,2080,1931,1842,1172,3681,1831,4003,1419,959,1353,305,"Raleigh County, West Virginia",1317,1119,764,791,481,570,743,646,709,639,1148,770,1121,646,538,723,197
"G5401070","2017","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",34462,4287,2024,2041,1994,1446,2097,1857,1754,1198,1599,4216,3284,2650,1241,1469,1305,"Wood County, West Virginia",1250,1145,685,633,764,377,700,576,596,512,512,839,702,568,503,604,527
"G5500090","2017","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",104868,4728,4353,5088,4280,5114,4494,5418,5099,4980,8223,10470,16109,10469,5350,5611,5082,"Brown County, Wisconsin",1381,1148,1081,1290,1050,1135,839,1165,917,1092,1401,1548,1768,1448,961,1320,1130
"G5500250","2017","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",223031,12521,6482,7816,7368,6446,9498,8598,8643,8199,14900,24721,33898,23362,16948,17918,15713,"Dane County, Wisconsin",2237,1930,1132,1366,1480,1007,1586,1532,1686,1450,1731,2413,2848,2304,1820,1873,1461
"G5500270","2017","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",34228,1215,1116,1760,1193,1996,2388,2453,1889,1477,2470,3138,6116,2968,1936,1173,940,"Dodge County, Wisconsin",942,403,354,578,391,612,655,690,452,394,625,566,837,632,500,335,265
"G5500350","2017","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",41767,2090,2784,2445,2449,1880,2087,1231,1979,1902,3356,4640,5417,4300,1975,1514,1718,"Eau Claire County, Wisconsin",903,726,900,666,699,517,678,430,623,687,867,1080,1001,924,581,489,549
"G5500390","2017","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",42449,1591,1659,1567,2221,2208,1971,1340,2717,1530,3718,5826,6481,4548,1832,2019,1221,"Fond du Lac County, Wisconsin",902,517,734,483,856,723,619,437,841,510,763,1011,1074,893,493,556,543
"G5500550","2017","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",33534,1619,1392,1582,1659,2135,2032,1617,1375,1350,2847,3240,4801,3831,1592,1609,853,"Jefferson County, Wisconsin",654,596,634,559,628,573,832,459,431,478,714,674,833,673,439,458,357
"G5500590","2017","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",63546,3252,1179,2417,3506,2923,3221,3236,2301,2781,6262,6824,7782,6725,3677,3928,3532,"Kenosha County, Wisconsin",1475,849,556,660,988,872,1034,885,742,876,1564,1165,1293,1182,978,914,862
"G5500630","2017","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",47704,2122,2203,2269,2107,1513,2546,1935,3343,2258,4987,4922,7381,4166,1695,2050,2207,"La Crosse County, Wisconsin",829,666,547,615,581,587,774,694,819,780,1000,909,1171,855,561,527,617
"G5500710","2017","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",34446,1266,2304,1038,2094,1374,1462,1686,2532,1901,2653,4453,5619,3110,1275,1063,616,"Manitowoc County, Wisconsin",871,517,593,357,586,501,342,569,795,605,615,856,730,484,354,293,275
"G5500730","2017","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",55084,2273,2856,2869,2677,2192,3949,3309,1916,2021,4023,5962,8793,4593,3129,2318,2204,"Marathon County, Wisconsin",1070,776,915,747,703,565,796,748,547,619,808,951,1089,843,630,562,524
"G5500790","2017","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",376445,31430,24695,19932,22696,21807,18730,20542,19215,16195,28670,39100,42335,27205,16419,14500,12974,"Milwaukee County, Wisconsin",3650,2634,2293,2107,2061,2154,1540,2405,2179,1780,2557,3211,2579,1981,1886,1676,1465
"G5500870","2017","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",74033,2935,1413,3261,3719,3270,3131,3066,3819,3802,5637,8465,10585,7395,5321,5274,2940,"Outagamie County, Wisconsin",918,945,435,831,1008,718,780,858,973,906,1088,1234,1338,1172,1008,1005,757
"G5500890","2017","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",35552,1207,422,1102,1373,1066,2163,968,790,904,2455,3725,5028,4420,2878,2988,4063,"Ozaukee County, Wisconsin",1216,576,356,503,515,394,815,403,342,346,692,944,913,843,705,840,759
"G5500970","2017","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",28679,1472,1770,1474,1174,1709,1446,1482,1527,1525,2507,2531,4376,2367,860,1423,1036,"Portage County, Wisconsin",588,476,706,598,462,523,505,489,494,524,488,624,853,534,335,477,389
"G5501010","2017","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",77473,3210,3373,3662,5192,3946,3378,2765,3064,3337,6343,7101,10223,7810,5156,5479,3434,"Racine County, Wisconsin",1518,897,956,934,1198,996,1052,722,861,1037,1208,1413,1405,1113,1045,1002,720
"G5501050","2017","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",64878,2502,4040,3930,4304,2637,2440,2485,3626,2636,5917,9205,9500,5416,2974,1957,1309,"Rock County, Wisconsin",1145,642,921,1045,850,756,790,678,844,713,1093,1488,1201,953,731,539,472
"G5501090","2017","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",34380,812,933,720,1401,753,890,1480,1092,1394,3197,3394,5355,3964,3146,3487,2362,"St. Croix County, Wisconsin",705,326,396,334,592,317,326,550,427,482,940,734,879,638,855,787,594
"G5501170","2017","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",48347,1489,1976,2039,2452,2726,3157,2781,2495,1425,4474,6129,7683,3669,2454,1980,1418,"Sheboygan County, Wisconsin",798,544,812,613,697,914,777,630,707,432,868,1046,940,776,667,590,477
"G5501270","2017","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",41071,1694,1937,1028,1575,2365,1759,1914,1912,2653,3630,4468,5921,4095,2211,1982,1927,"Walworth County, Wisconsin",1488,502,930,404,542,636,483,619,438,809,804,821,1023,897,597,497,464
"G5501310","2017","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",53985,1508,1095,1790,2472,2033,1568,2492,2483,2245,4234,4846,9183,5748,3878,5176,3234,"Washington County, Wisconsin",935,654,532,659,762,724,540,759,609,777,988,1104,1250,1215,934,981,635
"G5501330","2017","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",159513,4713,3783,3982,5822,5057,5862,5756,5267,5434,10722,15937,22130,19926,12896,17129,15097,"Waukesha County, Wisconsin",1640,969,894,893,1058,984,917,838,919,943,1300,1463,1989,1429,1206,1680,1387
"G5501390","2017","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",70008,3468,3308,2999,4194,3973,2975,3470,3101,3514,5717,7606,9356,7075,3749,2600,2903,"Winnebago County, Wisconsin",1386,882,717,925,1043,971,759,763,733,867,970,1096,1385,1058,777,735,721
"G5501410","2017","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",32478,1101,2029,2263,1580,1921,1804,1707,1312,1678,2509,3914,4814,2898,1034,1007,907,"Wood County, Wisconsin",814,385,753,823,569,709,535,699,469,572,572,757,1013,567,412,432,390
"G5600210","2017","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",39054,2446,1670,852,1800,1168,2248,1681,1918,1142,3958,4413,5734,5089,2017,2034,884,"Laramie County, Wyoming",1455,1144,718,428,604,517,972,629,928,541,1036,887,1008,1260,904,713,407
"G5600250","2017","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",32556,1617,1057,1609,1585,1382,1569,1641,1653,1728,2132,4054,4554,3327,1442,1786,1420,"Natrona County, Wyoming",1241,627,532,633,706,697,608,723,671,757,752,1011,954,664,522,634,502
"G7200130","2017","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",33702,11539,3352,3747,2624,1499,2152,904,1457,2094,1428,1312,1002,378,118,0,96,"Arecibo Municipio, Puerto Rico",1515,1758,890,1048,1155,747,893,525,709,941,680,767,458,344,143,262,119
"G7200210","2017","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",63750,14446,4964,6219,5769,3802,4916,2834,3287,2940,3870,3659,3958,1399,646,496,545,"Bayamón Municipio, Puerto Rico",2407,1786,1032,1457,1365,995,1324,944,827,949,1017,795,877,541,379,340,342
"G7200250","2017","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",46753,11240,5281,4000,5399,2700,2845,1712,1664,1461,3351,3042,1705,1111,394,674,174,"Caguas Municipio, Puerto Rico",2035,1857,1063,1135,1291,974,1071,763,776,687,1140,930,752,630,418,485,201
