GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHFCE001,AHFCE002,AHFCE003,AHFCE004,AHFCE005,AHFCE006,AHFCE007,AHFCE008,AHFCE009,AHFCE010,AHFCE011,AHFCE012,AHFCE013,AHFCE014,AHFCE015,AHFCE016,AHFCE017,NAME_M,AHFCM001,AHFCM002,AHFCM003,AHFCM004,AHFCM005,AHFCM006,AHFCM007,AHFCM008,AHFCM009,AHFCM010,AHFCM011,AHFCM012,AHFCM013,AHFCM014,AHFCM015,AHFCM016,AHFCM017
"G0600730","2017","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",1126419,48474,37043,34766,42235,40578,46394,41206,39291,38927,75475,110683,146536,118806,82564,101214,122227,"San Diego County, California",6245,3642,3355,3333,3267,3425,3550,3975,3741,3018,4514,5869,6870,5441,4534,4458,4841
"G0600750","2017","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",360323,16435,17124,11136,13159,8513,9912,8370,6926,7618,13836,21396,31758,32899,27599,41386,92256,"San Francisco County, California",4331,2074,2171,1902,1771,1553,1746,1700,1295,1680,2014,2404,2655,3165,2792,3251,3906
"G0600770","2017","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",226624,14020,10840,9300,11043,8924,10447,10727,9314,8771,17348,21949,28807,20537,14328,16267,14002,"San Joaquin County, California",2501,1501,1604,1824,1655,1631,1630,1626,1556,1669,2080,2545,2351,2076,2142,1913,2036
"G0600790","2017","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",104544,5921,4158,3269,2980,4476,3893,3641,5068,3473,6566,10738,13818,10919,8586,8312,8726,"San Luis Obispo County, California",2839,1387,1091,1017,883,1228,1059,921,1225,1048,1197,1600,2203,1640,1614,1692,1494
"G0600810","2017","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",264185,7029,7486,4791,5637,5497,6064,7135,6222,4517,11235,18687,30697,26645,19859,33420,69264,"San Mateo County, California",2424,1487,1727,1428,1284,1215,1312,1349,1406,1039,1773,2172,2582,2545,1974,2289,2911
"G0600830","2017","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",147466,6495,6026,4783,6026,4148,4906,6229,6511,6233,10493,15294,17060,14999,9235,13392,15636,"Santa Barbara County, California",1981,1247,1381,1206,1228,963,1012,1310,1510,1272,1633,1935,2146,1924,1568,2041,1810
"G0600850","2017","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",633811,21295,16961,13869,14074,14078,14286,14539,15283,13681,26051,40192,66076,63625,48187,86307,165307,"Santa Clara County, California",3358,2391,2161,1977,2020,2103,1880,1868,2158,1778,2701,3379,4172,3809,3124,4025,5681
"G0600870","2017","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",95940,5567,5781,2083,2976,3338,2252,2530,2939,2978,6085,8779,10667,9980,6124,8874,14987,"Santa Cruz County, California",2122,1253,1771,877,863,1053,928,772,919,858,1314,1771,1448,1705,1230,1774,1871
"G0600890","2017","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",71968,4230,5465,4139,3465,3258,3680,3729,2731,3561,5289,7194,9428,4985,3007,4570,3237,"Shasta County, California",1295,930,1350,959,968,819,862,959,705,892,966,1295,1304,990,764,1288,785
"G0600950","2017","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",151127,6132,5193,4373,4717,5076,5488,5539,6887,5217,10676,14684,20471,17264,12503,13548,13359,"Solano County, California",1649,1304,1213,972,1206,1086,1140,1005,1167,1256,1475,1609,2235,2344,1772,1695,1462
"G0600970","2017","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",188829,6244,8343,5738,6140,7438,5977,6147,7355,4543,12259,17731,29012,20374,13972,18091,19465,"Sonoma County, California",2691,1093,1392,1372,1089,1345,1355,1199,1020,944,1976,2373,2633,2067,1732,2049,1909
"G0600990","2017","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",173573,8218,8685,8194,8073,6581,9752,9568,7090,8015,13201,18872,22985,18007,9981,9589,6762,"Stanislaus County, California",1630,1467,1410,1692,1465,1386,1563,1650,1464,1400,2163,2250,2884,2000,1535,1547,1072
"G0601010","2017","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",31945,1540,1388,1399,1526,1173,1911,1643,1859,1875,2506,3483,4228,3109,2010,1247,1048,"Sutter County, California",907,590,549,601,580,422,786,616,631,596,680,940,975,695,752,422,372
"G0601070","2017","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",137576,9351,9531,8453,11750,5990,8142,6854,7268,4732,10946,13195,14021,9593,6575,6352,4823,"Tulare County, California",1924,1603,1720,1525,1819,901,1400,1464,1452,1182,1585,2090,1924,1692,1680,1503,1064
"G0601110","2017","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",272085,8307,7783,8268,10288,9753,8346,6212,10445,9961,18368,24087,40792,30355,19686,26359,33075,"Ventura County, California",2513,1451,1320,1497,1685,1536,1356,1163,1665,1543,2466,2488,3267,2164,1983,2358,2550
"G0601130","2017","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",73495,4756,4169,3239,5129,2329,1629,2703,2445,2522,5723,5708,8400,6730,4885,5783,7345,"Yolo County, California",1504,1017,1123,996,1202,848,510,896,867,764,1311,1152,1365,1036,1032,1054,1257
"G0601150","2017","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",26228,1264,2378,881,1308,785,1257,938,1031,846,2040,2681,4849,3118,1366,781,705,"Yuba County, California",907,462,690,500,683,385,561,493,554,444,740,731,1181,946,554,450,521
"G0800010","2017","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",165730,7494,4631,4450,5919,6761,8170,8066,6802,7500,13267,19538,26871,19107,10081,10813,6260,"Adams County, Colorado",1819,1393,1138,1086,1346,1453,1576,1554,1334,1345,1909,2090,2418,1903,1504,1423,1231
"G0800050","2017","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",240774,8617,6031,4769,7684,7601,8199,9987,11649,9894,19100,26211,34799,26191,19309,18893,21840,"Arapahoe County, Colorado",2112,1561,901,1038,1356,1254,1305,1470,1735,1706,2246,1993,2872,2063,1967,1767,1620
"G0800130","2017","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",128497,7501,3399,4121,4215,4221,4628,3593,5347,3432,8385,11149,15034,12935,9908,13722,16907,"Boulder County, Colorado",1759,1564,862,1136,873,1169,1029,984,1217,881,1414,1720,1934,1588,1519,1419,1665
"G0800140","2017","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",27665,1363,330,513,859,974,398,608,898,584,1950,2915,3852,3555,2953,2457,3456,"Broomfield County, Colorado",629,536,321,306,445,488,294,295,379,300,631,669,848,769,573,595,713
"G0800310","2017","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",296938,19662,9651,9724,11471,9593,12643,13669,12471,12963,24439,26606,37732,26372,18035,23545,28362,"Denver County, Colorado",2993,2234,1553,1664,1701,1565,1916,1973,1992,1796,2435,2561,3159,2283,2236,2706,2178
"G0800350","2017","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",119151,2078,1737,1359,1721,2359,2462,2597,2178,2537,6458,9177,16567,16440,13567,15670,22244,"Douglas County, Colorado",1850,705,589,419,603,949,685,863,776,755,1417,1528,1743,1884,1400,1553,1699
"G0800410","2017","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",258158,11973,9999,8335,9269,11550,10990,11818,10985,11266,21332,29473,34879,25729,17496,18618,14446,"El Paso County, Colorado",2406,1798,1614,1471,1810,1899,1498,1973,1650,1751,2538,2804,2471,2796,1953,1866,1665
"G0800590","2017","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",231651,9215,5914,6585,7680,5821,8078,7262,9450,8566,16555,23092,32673,26824,19745,22964,21227,"Jefferson County, Colorado",1904,1554,1146,1519,1338,1047,1387,1315,1268,1332,1877,2199,2417,2068,1749,1798,1871
"G0800690","2017","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",134709,6501,5293,6251,5740,6804,3808,5963,5548,5271,9492,11125,18646,14252,10928,9353,9734,"Larimer County, Colorado",2471,1267,1120,1100,1058,1409,866,1245,1233,1090,1372,1604,2078,2125,1795,1237,1648
"G0800770","2017","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",61763,3966,2772,4607,4026,2280,2771,3152,2685,3050,6121,7349,7525,5369,2270,2140,1680,"Mesa County, Colorado",1535,1129,767,1212,1094,772,979,961,807,985,1386,1524,1308,1139,793,827,583
"G0801010","2017","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",65098,6259,4296,4145,3578,4042,4237,3588,3227,2563,5703,6754,6706,4263,1960,2692,1085,"Pueblo County, Colorado",1367,1061,946,1000,759,810,882,887,826,714,1117,1292,1157,929,605,699,417
"G0801230","2017","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",104611,5488,2744,4105,3942,4364,3501,4691,4221,4896,7641,11251,18181,11280,7219,5616,5471,"Weld County, Colorado",1323,1012,834,950,1080,1213,932,883,945,1171,1203,1503,2023,1318,1239,1051,1015
"G0900010","2017","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",336433,14038,11529,10111,11054,10678,10939,8395,13138,10536,19869,24933,34109,31291,25061,32203,68549,"Fairfield County, Connecticut",3586,1720,2065,1614,1673,1923,1837,1188,1958,1749,2644,2640,2873,2564,2413,2580,3025
"G0900030","2017","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",347565,18047,14573,11223,13404,14297,14739,13923,14270,12564,24835,32525,44948,34645,23040,29121,31411,"Hartford County, Connecticut",3228,1803,1647,1659,2166,2098,1866,1846,1719,1949,2539,2936,3588,2750,2299,2569,2827
"G0900050","2017","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",73709,2271,2295,2450,2301,2261,2787,3171,2711,2906,5302,6542,11013,8013,7127,6335,6224,"Litchfield County, Connecticut",1790,779,775,678,649,793,780,980,697,890,969,1263,1549,1387,1357,1078,1060
"G0900070","2017","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",67227,2871,2322,2314,2433,1909,2253,2109,3050,2372,4863,5759,8491,6970,5515,7734,6262,"Middlesex County, Connecticut",1912,768,679,841,719,651,797,842,922,1018,1245,1111,1258,1333,1082,1456,1142
"G0900090","2017","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",324837,19815,11046,11804,14449,10229,14070,11931,12127,15378,27301,28963,42658,30625,21986,26367,26088,"New Haven County, Connecticut",3662,2316,1720,1858,2284,1486,2404,2098,1632,2418,2565,2701,3574,2279,2682,2590,2465
"G0900110","2017","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",107229,4662,4103,3075,4039,4233,3980,4279,4095,3612,6672,13150,15954,11387,7541,8437,8010,"New London County, Connecticut",2683,1076,1220,780,908,1042,1095,1122,1183,877,1062,1981,2049,1759,1329,1319,1254
"G0900130","2017","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",55939,2381,1677,1497,2207,1820,2840,2354,1900,1396,4895,5960,6430,5337,4119,5787,5339,"Tolland County, Connecticut",1391,900,923,708,673,622,1085,868,549,547,1340,1213,1147,1019,828,1269,932
"G0900150","2017","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",43823,2516,1830,2552,1838,2226,1402,1883,1731,1273,3329,4543,7280,4484,2867,2212,1857,"Windham County, Connecticut",1624,779,707,766,903,794,546,826,618,510,808,957,1244,896,814,594,672
"G1000010","2017","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",63807,4033,2843,2877,2913,3056,4607,1910,3372,2087,5785,7388,8888,4926,2881,4038,2203,"Kent County, Delaware",1705,1100,1068,873,920,930,1545,622,1256,721,1109,1352,1253,1068,683,1151,715
"G1000030","2017","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",206101,16908,8481,6507,8251,7354,9376,8289,6222,8531,13099,20031,27092,19009,13124,17049,16778,"New Castle County, Delaware",2034,2026,1561,1276,1607,1101,1629,1485,1333,1557,1655,2197,2548,2028,1754,1993,2018
"G1000050","2017","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",88029,4747,3789,3035,4043,3979,4815,4237,3733,3074,6981,10746,12244,8047,4328,4834,5397,"Sussex County, Delaware",2693,1170,838,952,1139,793,1121,915,875,787,1012,1470,1608,1127,922,997,1075
"G1100010","2017","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",281475,25954,12839,9387,9790,9291,6905,6410,6532,6944,13646,22675,31279,27131,19177,26481,47034,"District of Columbia, District of Columbia",3302,3101,1746,1533,1421,1629,1525,1206,1334,1397,1745,2467,2463,2558,1978,2333,2492
"G1200010","2017","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",97714,13143,6176,4622,7698,3575,4380,4066,5477,3542,7727,10506,9352,4806,3670,3873,5101,"Alachua County, Florida",2507,1840,1557,1075,1775,905,1068,1106,1387,807,1434,1583,1509,940,908,832,1105
"G1200050","2017","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",70600,5038,3208,3568,3060,4944,3706,3732,3307,3257,5662,7879,9432,4904,3463,3352,2088,"Bay County, Florida",2581,1108,708,1014,801,1182,1051,1037,1058,856,1185,1419,1404,1247,903,900,658
"G1200090","2017","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",228385,11199,12818,12010,11401,12134,12906,14544,11162,8524,22011,23889,24679,17888,11935,11547,9738,"Brevard County, Florida",4217,1594,2112,1877,1381,2108,1832,2121,1987,1630,2924,2530,2526,2381,2005,1770,1489
"G1200110","2017","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",685559,49937,30033,28756,33947,32941,34107,33455,33495,29644,49396,68408,86505,54257,34090,39226,47362,"Broward County, Florida",5668,3800,3086,2659,3621,3265,2769,3492,3295,3218,4126,4401,5107,3568,2669,3493,3386
"G1200150","2017","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",76056,4570,3562,3046,4254,3558,4707,4340,4250,4274,9012,8247,8793,5136,3614,2378,2315,"Charlotte County, Florida",2864,1205,994,923,1197,1112,1095,1081,1100,1241,1379,1295,1621,1090,979,725,643
"G1200170","2017","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",61290,3705,2881,4224,5252,3623,2729,5027,4239,3721,6744,6086,6290,3358,890,1249,1272,"Citrus County, Florida",2602,964,834,1028,1205,1312,874,1277,1064,1138,1351,1129,1349,830,460,598,494
"G1200190","2017","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",73136,3205,1445,2635,2325,3724,3125,3054,4474,2809,6754,9440,12120,6296,3817,5413,2500,"Clay County, Florida",2128,1110,696,1197,826,1183,1139,915,1523,1128,1440,1977,2306,1501,1333,1243,830
"G1200210","2017","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",144354,6126,4876,5028,6326,5735,5765,7474,6400,6369,11647,14450,19540,12109,7529,8504,16476,"Collier County, Florida",4069,1183,1041,1354,1357,1432,1138,1600,1176,1612,2243,2224,2361,2297,1347,1362,2111
"G1200230","2017","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",24335,1915,1742,2044,1900,1679,1244,1411,1756,1315,1337,2543,2388,1484,493,616,468,"Columbia County, Florida",1258,724,690,797,664,607,570,557,843,582,597,857,812,550,342,343,335
"G1200310","2017","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",359607,27537,16433,16456,18332,20579,17426,20636,18007,15855,27479,37839,47060,30507,15955,15096,14410,"Duval County, Florida",3522,3101,1993,2021,2338,2569,1952,2446,2507,2216,3116,3441,3201,2772,2078,2522,1886
"G1200330","2017","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",122406,8576,6722,5518,7734,7293,7766,7892,5484,5594,11926,12593,14871,9136,3311,4205,3785,"Escambia County, Florida",2545,1645,1403,1292,1345,1493,1713,1607,1138,1022,1726,2066,1822,1626,791,998,988
"G1200350","2017","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",42370,2064,1516,2994,3320,2309,2491,1860,3058,1699,3060,4811,5422,3694,1755,1528,789,"Flagler County, Florida",1682,746,647,1119,1134,733,871,710,827,549,817,1022,1018,931,710,566,430
"G1200530","2017","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",74110,4452,3985,4792,4399,4729,6230,4802,3738,3880,7063,8218,8466,4151,2129,1758,1318,"Hernando County, Florida",2274,1124,971,1094,953,1130,1299,1254,913,964,1189,1345,1400,1136,621,718,522
"G1200550","2017","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",42948,3810,2440,4909,3712,3235,3138,1447,2918,1937,3075,4821,3354,1966,928,656,602,"Highlands County, Florida",2328,1261,900,1088,1010,937,931,563,912,746,861,1310,1021,646,510,318,343
"G1200570","2017","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",521609,38743,24171,24894,24136,25626,24305,27441,26538,19800,42663,51315,62486,40910,27000,29739,31842,"Hillsborough County, Florida",4747,2820,2711,2680,2560,2266,2731,3124,2983,2179,3764,3215,3992,3459,2403,2759,2633
"G1200610","2017","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",58044,2886,2196,2870,3571,3713,3564,3187,3534,3984,4442,5503,5753,4175,2279,2550,3837,"Indian River County, Florida",2623,1102,856,942,1129,1048,1195,1094,1111,1128,1245,1105,1195,1035,721,789,963
"G1200690","2017","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",136255,6591,7790,7558,8527,6844,6799,8446,7114,6669,11217,15974,17236,10601,5731,5463,3695,"Lake County, Florida",2937,1584,1555,1653,1492,1535,1620,2321,1704,1497,2126,2733,2314,1826,1383,1503,1039
"G1200710","2017","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",266266,15846,10203,12677,10458,14193,16274,15146,13570,11869,26053,27627,33999,21370,11745,11569,13667,"Lee County, Florida",6274,1991,1692,1755,1493,1921,2364,1939,2151,1900,2676,2815,3175,2677,1794,1686,1867
"G1200730","2017","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",115193,9730,4053,6506,6335,6464,6419,5221,5836,4569,8628,11528,13886,8759,5489,5338,6432,"Leon County, Florida",2769,1730,1166,1354,1546,1310,1328,1167,1362,1112,1297,1692,2056,1402,1052,1009,1147
"G1200810","2017","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",144329,7703,6422,7100,7048,7230,8340,7288,7552,6090,12880,14205,18877,11035,8083,7182,7294,"Manatee County, Florida",3150,1455,1373,1773,1368,1386,1724,1334,1335,1185,1679,1810,2246,1527,1380,1216,1258
"G1200830","2017","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",140620,8576,9069,8288,9847,9402,8982,9068,8927,7488,13829,14717,14114,7736,3699,2909,3969,"Marion County, Florida",3633,1881,1644,1599,2083,1837,1703,1809,2118,1548,2561,2106,2252,1685,1069,852,1089
"G1200850","2017","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",62496,4275,2174,3045,3598,3966,2880,3035,3229,2236,5105,4686,6442,4141,3418,4010,6256,"Martin County, Florida",2324,1092,929,737,932,1207,1002,939,1309,802,1302,915,1231,1003,988,1130,1384
"G1200860","2017","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",872495,80652,50174,47230,50281,44607,44327,40008,43236,36220,66677,84300,92547,64468,38179,39923,49666,"Miami-Dade County, Florida",7390,4594,4067,3216,3832,4290,3695,3218,3610,3641,4116,4630,4649,3753,3047,3459,3040
"G1200870","2017","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",31285,1826,1329,697,1255,1173,1103,1752,1724,1276,2384,2580,4537,2737,1382,2073,3457,"Monroe County, Florida",1883,549,679,432,552,449,542,576,726,472,720,649,1048,707,390,641,809
"G1200890","2017","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",31837,1537,816,581,914,1234,1826,1073,1049,932,3220,3584,4495,3925,2244,2445,1962,"Nassau County, Florida",1587,685,508,392,483,552,873,517,453,406,831,1036,1225,1112,954,836,609
"G1200910","2017","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",79011,3975,1510,3322,4888,2792,4660,3789,3414,3233,6266,7643,12373,9023,4061,3452,4610,"Okaloosa County, Florida",2074,969,660,862,1167,809,1125,815,973,1082,1228,1203,1497,1292,1114,921,858
"G1200950","2017","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",460602,32037,21312,23883,22630,19534,25136,21831,24616,20568,40639,46034,51286,35423,20465,25774,29434,"Orange County, Florida",5613,2946,2850,3095,2826,2887,3156,2343,2858,2836,3557,3764,4234,3704,2771,2493,3053
"G1200970","2017","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",102385,6588,3199,5503,7520,4167,7713,6313,6050,4334,9066,11106,14186,8063,3733,2188,2656,"Osceola County, Florida",4041,1589,1224,1290,2097,1118,1618,1526,1516,1364,2132,1955,2246,1942,1310,873,834
"G1200990","2017","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",547824,33100,20503,25386,27721,23448,27849,22770,25630,22797,44406,52988,66846,45780,27897,33254,47449,"Palm Beach County, Florida",6969,2410,2123,2565,3188,2411,3027,2155,2754,2871,3074,3941,3962,2779,2411,2757,3083
"G1201010","2017","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",207993,12338,10499,12937,12503,10516,11764,10128,9850,10313,19813,21390,24073,16277,9560,8986,7046,"Pasco County, Florida",3164,1585,1447,1882,1635,1323,1455,1616,1460,1485,2010,2154,2293,1893,1477,1430,1386
